,exp,Q2,x,cs_h2(nb//),%stat_u,%sys_u,*%norm,*Elab,*E',*y,*value,obs,target,lepton beam,current,units,*epsilon,sin2 theta/2,theta
126,e00116,6.1648,0.9166,0.0083,6.02409638554217,7.2289156626506,1.75,5.5,1.91485847158336,0.651843914257571,0.00212319002137782,sig_r,p,e,nc,1,0.48598618522102127,0.14633884747966502,44.98253376968362
127,e00116,6.2274,0.931,0.2387,2.2622538751571,1.55006284038542,1.75,5.5,1.93446874878332,0.648278409312124,0.0973918378570179,sig_r,p,e,nc,1,0.4895574894138048,0.14632629063750377,44.98049818950726
128,e00116,6.29,0.9455,0.216,2.36111111111111,1.52777777777778,1.75,5.5,1.95385672679137,0.64475332240157,0.088723686085214,sig_r,p,e,nc,1,0.4930439054239689,0.14633063263477447,44.981202075582935
129,e00116,6.3525,0.9602,0.2025,2.46913580246914,1.53086419753086,1.75,5.5,1.97344925031166,0.64119104539788,0.0836864018368532,sig_r,p,e,nc,1,0.4965519392925365,0.1463174185778523,44.97905990300321
130,e00116,5.0149,0.6032,0.1942,2.42018537590113,1.54479917610711,1.75,5.5,1.06832288915408,0.805759474699259,0.080766839594028,sig_r,p,e,nc,1,0.2726973123994747,0.21337182074278638,55.022384857162926
131,e00116,5.0691,0.6113,0.1818,2.53025302530253,1.54015401540154,1.75,5.5,1.07978260877148,0.803675889314277,0.0761188815748494,sig_r,p,e,nc,1,0.27519665594669,0.21338891226057893,55.024775108911754
132,e00116,5.1233,0.6195,0.1659,2.5919228450874,1.50693188667872,1.75,5.5,1.09165431920302,0.801517396508542,0.0698785379003866,sig_r,p,e,nc,1,0.2778121852264497,0.21332510542099864,55.01585135527919
133,e00116,5.1775,0.6277,0.1609,2.61031696706029,1.55376009944065,1.75,5.5,1.10321585590335,0.799415298926664,0.0681416108002443,sig_r,p,e,nc,1,0.28032272155252375,0.21332263113477834,55.01550529252732
134,e00116,5.2318,0.6359,0.1551,2.57898130238556,1.54738878143133,1.75,5.5,1.11439539212258,0.797382655977714,0.0661102451796774,sig_r,p,e,nc,1,0.2827052987918098,0.21339741046141425,55.0259635578179
135,e00116,5.286,0.6442,0.1325,2.86792452830189,1.50943396226415,1.75,5.5,1.12605211402516,0.795263251995425,0.0567683575272752,sig_r,p,e,nc,1,0.2852251148143522,0.21337620548826455,55.022998071236785
136,e00116,5.3402,0.6526,0.126,2.85714285714286,1.50793650793651,1.75,5.5,1.13808077514446,0.793076222701007,0.0543151155409004,sig_r,p,e,nc,1,0.2878472645227683,0.213285707779004,55.010340882672786
137,e00116,5.3944,0.6609,0.1209,2.89495450785773,1.57154673283706,1.75,5.5,1.14914549230374,0.791064455944775,0.0524158580116025,sig_r,p,e,nc,1,0.29016800527261166,0.21337594033322735,55.02296098898663
138,e00116,5.4486,0.6694,0.1139,3.07287093942054,1.49253731343284,1.75,5.5,1.1612324437822,0.788866828403237,0.0496338304397202,sig_r,p,e,nc,1,0.29278696266686915,0.21327653880990602,55.009058383344424
139,e00116,5.5028,0.6778,0.106,3.11320754716981,1.50943396226415,1.75,5.5,1.17237789889653,0.786840382018813,0.0464382349439191,sig_r,p,e,nc,1,0.2951127318730154,0.21335038212738267,55.01938656441353
140,e00116,5.5571,0.6864,0.1036,3.08880308880309,1.54440154440154,1.75,5.5,1.18443061913211,0.784648978339616,0.0456081984638331,sig_r,p,e,nc,1,0.29769858624915185,0.21326319200574498,55.00719147808013
141,e00116,5.6113,0.6949,0.0962,3.11850311850312,1.55925155925156,1.75,5.5,1.19564242189746,0.782610468745916,0.0425665216983988,sig_r,p,e,nc,1,0.3000247468564057,0.2133238886792904,55.015681177501
142,e00116,5.6655,0.7035,0.0987,2.93819655521783,1.51975683890578,1.75,5.5,1.20719354794714,0.780510264009612,0.0439046081008247,sig_r,p,e,nc,1,0.30244235630923766,0.21332347883290997,55.015623854863954
143,e00116,5.7197,0.7122,0.0994,1.40845070422535,1.50905432595573,1.75,5.5,1.21906683935001,0.778351483754544,0.0442255080746644,sig_r,p,e,nc,1,0.30494546115143345,0.2132667014180985,55.007682366789524
144,e00116,5.7739,0.7209,0.0972,1.440329218107,1.54320987654321,1.75,5.5,1.23065355110187,0.776244808890569,0.0435057489877891,sig_r,p,e,nc,1,0.30735327246753286,0.2132606693126709,55.00683860762617
145,e00116,5.8281,0.7296,0.0907,1.43329658213892,1.54355016538037,1.75,5.5,1.24196393502413,0.774188375450159,0.0408204697039964,sig_r,p,e,nc,1,0.3096695352284106,0.21330219734479597,55.012647291740784
146,e00116,5.8317,0.7302,0.0765,1.43790849673203,1.56862745098039,1.75,5.5,1.24283471712923,0.77403005143105,0.0346118333264459,sig_r,p,e,nc,1,0.3098582724296187,0.21328441270096093,55.010159736294284
147,e00116,5.8948,0.7404,0.0598,1.67224080267559,1.50501672240803,1.75,5.5,1.25605418151198,0.771626512452367,0.0272037811800165,sig_r,p,e,nc,1,0.31255710881695326,0.21332316590269554,55.015580087254826
148,e00116,5.9578,0.7507,0.0488,1.84426229508197,1.63934426229508,1.75,5.5,1.26954898952875,0.769172910994773,0.022316122695222,sig_r,p,e,nc,1,0.3153252715638711,0.2133112571021098,55.01391445975606
149,e00116,6.0209,0.7611,0.0456,1.97368421052632,1.53508771929825,1.75,5.5,1.28316256994211,0.766697714555979,0.0209535286843243,sig_r,p,e,nc,1,0.3181124762587871,0.21328339770666757,55.01001776577418
150,e00116,6.0839,0.7715,0.0435,2.06896551724138,1.60919540229885,1.75,5.5,1.29647821442735,0.764276688285936,0.0200925427547153,sig_r,p,e,nc,1,0.3208009799253049,0.21330162436478445,55.01256714964718
151,e00116,6.1469,0.782,0.0472,1.90677966101695,1.48305084745763,1.75,5.5,1.30997551518985,0.761822633601845,0.0219063245088608,sig_r,p,e,nc,1,0.32352873884877326,0.21328989909712348,55.01092713192921
152,e00116,6.21,0.7926,0.0458,1.96506550218341,1.52838427947598,1.75,5.5,1.32357489076732,0.759350019860488,0.0213528250347229,sig_r,p,e,nc,1,0.32627033294324403,0.2132653990656203,55.00750019699666
153,e00116,6.273,0.8032,0.0355,2.25352112676056,1.40845070422535,1.75,5.5,1.33688168435002,0.756930602845451,0.0166315977774783,sig_r,p,e,nc,1,0.32891567319910275,0.21328466608097366,55.01019517733413
154,e00116,6.3361,0.8139,0.0281,2.13523131672598,1.42348754448399,1.75,5.5,1.35028624451855,0.754493410087537,0.0132241993733447,sig_r,p,e,nc,1,0.3315737808393354,0.21329147551024238,55.01114762735297
155,e00116,6.3991,0.8247,0.0231,2.5974025974026,1.73160173160173,1.75,5.5,1.36390916073894,0.752016516229283,0.0109185181365069,sig_r,p,e,nc,1,0.3342825892600823,0.21326067027850665,55.0068387427261
156,e00116,6.4622,0.8355,0.0195,2.56410256410256,1.53846153846154,1.75,5.5,1.37711608666082,0.74961525697076,0.00925402431089415,sig_r,p,e,nc,1,0.33685705725089266,0.21329818631964764,55.012086272350054
157,e00116,6.5252,0.8465,0.0147,3.40136054421769,1.36054421768708,1.75,5.5,1.39101996556749,0.74708727898773,0.00700656966025837,sig_r,p,e,nc,1,0.3396179479522624,0.2132248331022316,55.00182572892473
158,e00116,6.5883,0.8574,0.0137,3.64963503649635,1.45985401459854,1.75,5.5,1.4040272992729,0.744722309223108,0.00655632336316261,sig_r,p,e,nc,1,0.34210893580321766,0.21329227855702426,55.01125995056214
159,e00116,6.6513,0.8685,0.0458,2.18340611353712,1.52838427947598,1.75,5.5,1.4177097488133,0.742234591124855,0.0213267185163704,sig_r,p,e,nc,1,0.34477918468741886,0.2132536779371704,55.005860656749384
160,e00116,6.7144,0.8796,0.0368,2.17391304347826,1.6304347826087,1.75,5.5,1.4309862691997,0.739820678327327,0.0172291836105861,sig_r,p,e,nc,1,0.3473194826923555,0.21327947484128384,55.009469059646456
161,e00116,6.7774,0.8908,0.0282,2.4822695035461,1.41843971631206,1.75,5.5,1.44444705078112,0.737373263494342,0.0132637064351975,sig_r,p,e,nc,1,0.34989987466642203,0.21327444034521267,55.008764860109714
162,e00116,6.3849,0.8223,0.0235,2.97872340425532,1.70212765957447,1.75,5.5,1.36104241911307,0.752537741979443,0.0111074842470193,sig_r,p,e,nc,1,0.33373153420912705,0.2132356223414788,55.00333499301001
163,e00116,6.454,0.8341,0.0187,3.20855614973262,1.60427807486631,1.75,5.5,1.37543638956638,0.749920656442477,0.00888126438847778,sig_r,p,e,nc,1,0.33653366197900875,0.21328767988763345,55.01061672654259
164,e00116,6.523,0.8461,0.0139,3.59712230215827,1.43884892086331,1.75,5.5,1.3904634307316,0.74718846713971,0.0066314920863745,sig_r,p,e,nc,1,0.3395016384471056,0.21323825815684694,55.00370370258577
165,e00116,6.592,0.8581,0.0119,4.20168067226891,1.68067226890756,1.75,5.5,1.4050701840656,0.744532693806254,0.00570203244464078,sig_r,p,e,nc,1,0.3423337823922413,0.2132536630799179,55.00585857851026
166,e00116,6.661,0.8702,0.011,4.54545454545455,1.81818181818182,1.75,5.5,1.41974297994873,0.741864912736594,0.00529284287637539,sig_r,p,e,nc,1,0.34516839128676097,0.2132588303297411,55.00658137254415
167,e00116,6.7301,0.8824,0.0094,5.31914893617021,2.12765957446808,1.75,5.5,1.43441370404808,0.739197508354895,0.00454157431466708,sig_r,p,e,nc,1,0.34798425945223965,0.21326736875164606,55.00777571157258
168,e00116,6.7991,0.8947,0.007,4.28571428571429,2.85714285714286,1.75,5.5,1.44919667895017,0.736509694736333,0.00339659120651593,sig_r,p,e,nc,1,0.35081710045910935,0.21325607799755836,55.006196377577055
169,e00116,6.8681,0.9071,0.0034,5.88235294117647,5.88235294117647,1.75,5.5,1.46402368521818,0.733813875414877,0.0016559164936119,sig_r,p,e,nc,1,0.353645676455107,0.2132386017988768,55.00375177263876
170,e00116,6.9371,0.9196,0.3212,3.58032378580324,1.52552926525529,1.75,5.5,1.47888810468258,0.731111253694077,0.149580573925078,sig_r,p,e,nc,1,0.35646800928263206,0.21321608191608676,55.00060153959666
171,e00116,7.0062,0.9321,0.3289,3.4965034965035,1.55062328975372,1.75,5.5,1.49329665525881,0.728491517225671,0.154270142107877,sig_r,p,e,nc,1,0.3591460043196316,0.21326213732692112,55.00704395140227
172,e00116,7.0752,0.9448,0.3035,3.52553542009885,1.54859967051071,1.75,5.5,1.50822547477924,0.725777186403774,0.143413906237078,sig_r,p,e,nc,1,0.3619531828716311,0.2132307174078682,55.002648864661296
173,e00116,7.1442,0.9575,0.2749,3.63768643142961,1.52782830120044,1.75,5.5,1.52275827130665,0.723134859762427,0.130891116367056,sig_r,p,e,nc,1,0.3646351813857782,0.2132553601943094,55.0060959712891
174,e00116,4.5251,0.5156,0.2692,3.64041604754829,1.52303120356612,1.75,5.5,0.821760641544576,0.850588974264623,0.129203221665885,sig_r,p,e,nc,1,0.204195782077892,0.2502996045779911,60.03963544675197
175,e00116,4.574,0.5222,0.264,3.67424242424242,1.5530303030303,1.75,5.5,0.830972211220529,0.848914143414449,0.127566660638407,sig_r,p,e,nc,1,0.20626563140263943,0.25019981186099444,60.02643537263355
176,e00116,4.6229,0.5288,0.2396,3.83973288814691,1.54424040066778,1.75,5.5,0.839953840049805,0.847281119990944,0.116585675033328,sig_r,p,e,nc,1,0.20825586849688757,0.2501706738662668,60.022580815773274
177,e00116,4.6718,0.5354,0.2333,3.85769395627947,1.54307758251179,1.75,5.5,0.848714031634877,0.845688357884568,0.114335551872031,sig_r,p,e,nc,1,0.21016961072652196,0.25020741679678266,60.02744137666955
178,e00116,4.7208,0.542,0.213,3.9906103286385,1.54929577464789,1.75,5.5,0.85716252684915,0.844152267845609,0.105036888085209,sig_r,p,e,nc,1,0.21197663060927954,0.2503397097521296,60.04493986181572
179,e00116,4.7697,0.5487,0.2124,3.95480225988701,1.55367231638418,1.75,5.5,0.866349537946446,0.842481902191555,0.105549009830957,sig_r,p,e,nc,1,0.2140154813644865,0.25025066206931756,60.03316179920583
180,e00116,4.8186,0.5554,0.1982,4.08678102926337,1.51362260343088,1.75,5.5,0.875314896273301,0.840851837041218,0.0991430868545636,sig_r,p,e,nc,1,0.21597789131859252,0.25022683112076904,60.03000951629916
181,e00116,4.8675,0.5621,0.197,4.01015228426396,1.52284263959391,1.75,5.5,0.884066527858332,0.839260631298485,0.0991066716254985,sig_r,p,e,nc,1,0.21786676525210547,0.2502639711244156,60.03492223562937
182,e00116,4.9164,0.5689,0.1848,4.11255411255411,1.51515151515152,1.75,5.5,0.893421861888108,0.83755966147489,0.0936174963927996,sig_r,p,e,nc,1,0.2199412620811952,0.2501312502029584,60.017365367987765
183,e00116,4.9654,0.5756,0.1804,4.21286031042129,1.55210643015521,1.75,5.5,0.901664861436884,0.836060934284203,0.0919465276550409,sig_r,p,e,nc,1,0.22165623557355568,0.2503147340579811,60.041636544533326
184,e00116,5.0143,0.5824,0.1625,4.30769230769231,1.53846153846154,1.75,5.5,0.910597864289229,0.834436751947413,0.0833567929627651,sig_r,p,e,nc,1,0.22358574495367808,0.2503000898762632,60.03969963526061
185,e00116,5.0632,0.5893,0.1675,4.11940298507463,1.55223880597015,1.75,5.5,0.920101982150048,0.832708730518173,0.086476169550591,sig_r,p,e,nc,1,0.22568929021499373,0.2501303757738487,60.01724968462947
186,e00116,5.1121,0.5961,0.164,2.86585365853659,1.52439024390244,1.75,5.5,0.928619359167924,0.831160116514923,0.0846781223356673,sig_r,p,e,nc,1,0.22747640547166634,0.25022974109261725,60.030394443581294
187,e00116,5.161,0.603,0.1534,2.86831812255541,1.5645371577575,1.75,5.5,0.937701329882216,0.829508849112324,0.0797514140549947,sig_r,p,e,nc,1,0.22943530810663093,0.25017657714144,60.02336175015349
188,e00116,5.21,0.6099,0.1493,2.8801071667783,1.54052243804421,1.75,5.5,0.946490406515661,0.827910835178971,0.0781844018646562,sig_r,p,e,nc,1,0.2312947922411126,0.25020663726533326,60.02733825834709
189,e00116,5.2589,0.6168,0.1333,3.00075018754689,1.50037509377344,1.75,5.5,0.955169262083136,0.82633286143943,0.0702636910515787,sig_r,p,e,nc,1,0.23311608954626242,0.25026026127514084,60.0344315237029
190,e00116,5.2622,0.6173,0.1183,3.12764158918005,1.52155536770921,1.75,5.5,0.956000873188384,0.826181659420294,0.0627804212215233,sig_r,p,e,nc,1,0.23331560337865018,0.25019946717535635,60.02638977632768
191,e00116,5.319,0.6254,0.117,3.16239316239316,1.53846153846154,1.75,5.5,0.966440923437998,0.824283468465818,0.0624707441222222,sig_r,p,e,nc,1,0.2355355758049716,0.25016813900289914,60.02224548106195
192,e00116,5.3759,0.6335,0.1178,3.05602716468591,1.52801358234295,1.75,5.5,0.976529854953443,0.822449117281192,0.0632975484707358,sig_r,p,e,nc,1,0.2376366939727176,0.2502320739807191,60.030703033900856
193,e00116,5.4328,0.6417,0.1065,3.28638497652582,1.50234741784038,1.75,5.5,0.987067434483231,0.820533193730322,0.057601500930792,sig_r,p,e,nc,1,0.23986957460334987,0.25018093588989726,60.02393835774252
194,e00116,5.4897,0.6499,0.0923,3.46695557963164,1.51679306608884,1.75,5.5,0.99733910186609,0.818665617842529,0.0502589317492254,sig_r,p,e,nc,1,0.24201213849405895,0.25019756842474844,60.02613860211782
195,e00116,5.5466,0.6582,0.0928,3.55603448275862,1.50862068965517,1.75,5.5,1.00803736234831,0.816720479573035,0.0508415235278759,sig_r,p,e,nc,1,0.24427872935014996,0.25010797340968666,60.01428589845798
196,e00116,5.6035,0.6665,0.0829,3.61881785283474,1.56815440289505,1.75,5.5,1.01846916953119,0.814823787357966,0.0456642484429716,sig_r,p,e,nc,1,0.24645497394819996,0.2500856708031605,60.01133522213887
197,e00116,5.6604,0.6748,0.0799,3.75469336670839,1.50187734668335,1.75,5.5,1.0286443554941,0.812973753546527,0.0442659192561915,sig_r,p,e,nc,1,0.24854446827516924,0.25012620515214096,60.0166979267553
198,e00116,5.7173,0.6831,0.0773,3.751617076326,1.55239327296248,1.75,5.5,1.03857227445806,0.811168677371261,0.0430814335123149,sig_r,p,e,nc,1,0.2505506265902356,0.25022550583962,60.02983420934242
199,e00116,5.7741,0.6915,0.0711,3.79746835443038,1.54711673699016,1.75,5.5,1.04898269729752,0.809275873218632,0.0398702461497192,sig_r,p,e,nc,1,0.25269897701906224,0.2502034510056846,60.026916771032404
200,e00116,5.831,0.7,0.0732,3.82513661202186,1.50273224043716,1.75,5.5,1.05970149253731,0.807327001356852,0.0412782807246408,sig_r,p,e,nc,1,0.2549316758121568,0.2501133162612044,60.01499275463094
201,e00116,5.8879,0.7085,0.0696,3.73563218390805,1.58045977011494,1.75,5.5,1.07016309720678,0.80542489141695,0.0394481508167838,sig_r,p,e,nc,1,0.2570777511505778,0.2500850747707156,60.0112563647349
202,e00116,5.9448,0.717,0.0684,2.48538011695906,1.60818713450292,1.75,5.5,1.08037665825089,0.803567880318021,0.0386042615920449,sig_r,p,e,nc,1,0.2591405449436578,0.25011479075793813,60.01518782881208
203,e00116,6.0017,0.7256,0.0723,2.35131396957123,1.52143845089903,1.75,5.5,1.09095861846853,0.801643887551176,0.0410562747939678,sig_r,p,e,nc,1,0.2613072839366786,0.2500594805671951,60.007870093257274
204,e00116,6.0586,0.7342,0.0678,2.35988200589971,1.47492625368732,1.75,5.5,1.10129267659446,0.799764967891917,0.0387474483696434,sig_r,p,e,nc,1,0.2633909632226813,0.25006150948220557,60.008138535481415
205,e00116,6.1155,0.7428,0.0577,2.4263431542461,1.55979202772964,1.75,5.5,1.11138744312134,0.79792955579612,0.0331720561385086,sig_r,p,e,nc,1,0.265394722758411,0.25011734156953536,60.01552529727703
206,e00116,6.0684,0.7356,0.0468,2.56410256410256,1.4957264957265,1.75,5.5,1.10256280935105,0.799534034663445,0.0270550228049692,sig_r,p,e,nc,1,0.26359512540241364,0.2501774604557143,60.023478601790536
207,e00116,6.134,0.7456,0.0377,2.91777188328912,1.59151193633952,1.75,5.5,1.11464214793598,0.797337791284367,0.0219209407448443,sig_r,p,e,nc,1,0.26603634359780826,0.2501414308928464,60.01871222127842
208,e00116,6.1996,0.7556,0.0328,3.35365853658537,1.52439024390244,1.75,5.5,1.12640175813062,0.795199680339887,0.0191871027661523,sig_r,p,e,nc,1,0.2683708890527122,0.2501771663315549,60.02343969278947
209,e00116,6.2652,0.7657,0.0325,3.38461538461538,1.53846153846154,1.75,5.5,1.1384238623298,0.793013843212764,0.0191190069749615,sig_r,p,e,nc,1,0.270773908934057,0.250154470233089,60.02043723273692
210,e00116,6.3308,0.7759,0.0324,3.39506172839506,1.54320987654321,1.75,5.5,1.1506935614491,0.790782988827436,0.0191607240198367,sig_r,p,e,nc,1,0.27324026996432044,0.25007842748441883,60.010376898734314
211,e00116,6.3964,0.7861,0.0342,3.21637426900585,1.46198830409357,1.75,5.5,1.16264485087239,0.78861002711411,0.0203366706694155,sig_r,p,e,nc,1,0.27560083492148735,0.2500724570596892,60.00958697793509
212,e00116,6.462,0.7963,0.0272,3.30882352941176,1.47058823529412,1.75,5.5,1.17428996636094,0.786492733388919,0.0162575543247896,sig_r,p,e,nc,1,0.2778600573369375,0.2501318082768921,60.01743919879292
213,e00116,6.5276,0.8066,0.019,4.21052631578947,1.57894736842105,1.75,5.5,1.18617540683815,0.784331744211246,0.0114110840488539,sig_r,p,e,nc,1,0.28018046797943363,0.25013930418604263,60.018430870336296
214,e00116,6.5932,0.817,0.0179,3.91061452513966,1.67597765363129,1.75,5.5,1.1982877186023,0.782129505708672,0.0108047392903787,sig_r,p,e,nc,1,0.28255747169370715,0.25009929121235835,60.01313723802879
215,e00116,6.6588,0.8274,0.014,5.0,1.42857142857143,1.75,5.5,1.21009553908691,0.779982629256925,0.00849515149762522,sig_r,p,e,nc,1,0.2848341367841745,0.2501230006195313,60.01627397682397
216,e00116,6.7244,0.8379,0.0125,4.8,1.6,1.75,5.5,1.22212081630617,0.77779621521706,0.00762243130754812,sig_r,p,e,nc,1,0.2871643696096599,0.250101742296133,60.01346151937391
217,e00116,6.79,0.8485,0.0115,5.21739130434783,1.73913043478261,1.75,5.5,1.23435122560445,0.775572504435555,0.0070451136125046,sig_r,p,e,nc,1,0.2895439920027991,0.2500393382647045,60.005205060791916
218,e00116,6.8556,0.8591,0.0368,1.6304347826087,1.6304347826087,1.75,5.5,1.2462798252448,0.77340366813731,0.021886736166667,sig_r,p,e,nc,1,0.2918246477937569,0.2500386955690086,60.00512002440532
219,e00116,6.9212,0.8697,0.0284,1.76056338028169,1.40845070422535,1.75,5.5,1.25791765069591,0.771287699873471,0.0169813842823133,sig_r,p,e,nc,1,0.29401033786352365,0.25009586265520306,60.01268363399744
220,e00116,6.9868,0.8804,0.0198,2.02020202020202,1.51515151515152,1.75,5.5,1.26975575165001,0.769135317881817,0.0119114484338063,sig_r,p,e,nc,1,0.2962441499145786,0.2501125257902002,60.014888176090345
221,e00116,7.0524,0.8912,0.0165,2.42424242424242,1.81818181818182,1.75,5.5,1.2817829294155,0.76694855828809,0.0099793194779377,sig_r,p,e,nc,1,0.2985223249557152,0.25009198438132973,60.01217052916999
222,e00116,6.6636,0.8282,0.0128,2.34375,1.5625,1.75,5.5,1.21114998025363,0.779790912681158,0.00778429703121627,sig_r,p,e,nc,1,0.28505634347052716,0.25008538498880206,60.011297407798615
223,e00116,6.7356,0.8398,0.0106,2.83018867924528,1.88679245283019,1.75,5.5,1.22469026283545,0.777329043120827,0.00647685413827535,sig_r,p,e,nc,1,0.28771253824705567,0.24999270889505937,59.99903524407051
224,e00116,6.8077,0.8513,0.0083,3.6144578313253,1.20481927710843,1.75,5.5,1.23729830483768,0.775036671847695,0.00509994701982338,sig_r,p,e,nc,1,0.290081052019545,0.2500940216930988,60.01244007067737
225,e00116,6.8797,0.863,0.0079,3.79746835443038,2.53164556962025,1.75,5.5,1.2506170521338,0.772615081430218,0.00487722826467785,sig_r,p,e,nc,1,0.29264676018126506,0.2500474752283963,60.006281672858556
226,e00116,6.9518,0.8748,0.0062,4.83870967741936,3.2258064516129,1.75,5.5,1.26400283512869,0.770181302703875,0.00384721942900572,sig_r,p,e,nc,1,0.29521708578401096,0.24999224709708628,59.99897413884172
227,e00116,7.0238,0.8866,0.0048,4.16666666666667,4.16666666666667,1.75,5.5,1.27709243092007,0.767801376196351,0.00299270880884413,sig_r,p,e,nc,1,0.2976904163357464,0.24999258364848792,59.99901867141507
228,e00116,7.0958,0.8984,0.0024,8.33333333333333,4.16666666666667,1.75,5.5,1.28983817713367,0.765483967793879,0.00150316163612994,sig_r,p,e,nc,1,0.3000520335354947,0.25005955735712276,60.00788025321258
229,e00116,7.1679,0.9104,0.1287,2.87490287490287,1.55400155400155,1.75,5.5,1.30311707218365,0.763069623239337,0.0945072669416734,sig_r,p,e,nc,1,0.3025531464372614,0.2500263739294477,60.0034897088987
230,e00116,7.2399,0.9224,0.1127,3.01685891748004,1.50842945874002,1.75,5.5,1.31610825195051,0.760707590554453,0.083463677367385,sig_r,p,e,nc,1,0.304960761786238,0.2500450575768735,60.00596179151469
231,e00116,7.312,0.9345,0.1085,3.04147465437788,1.5668202764977,1.75,5.5,1.32915507306394,0.758335441261102,0.0809535163302801,sig_r,p,e,nc,1,0.30737006691633034,0.25005632758672675,60.007452926442525
232,e00116,7.384,0.9467,0.1074,2.97951582867784,1.5828677839851,1.75,5.5,1.34236387964657,0.75593384006426,0.0807474472009008,sig_r,p,e,nc,1,0.3098148226745559,0.2500338162590706,60.00447443051708
233,e00116,5.383,0.6032,0.0952,3.15126050420168,1.57563025210084,1.75,5.5,0.743032186547369,0.864903238809569,0.0720539142315206,sig_r,p,e,nc,1,0.16366871792852175,0.32930177536288935,70.03802384246426
234,e00116,5.4412,0.6108,0.0951,3.04942166140904,1.57728706624606,1.75,5.5,0.751430191171562,0.863376328877898,0.0725573793574792,sig_r,p,e,nc,1,0.16535235443342483,0.32914204889966214,70.01854936961968
235,e00116,5.4994,0.6183,0.0843,3.3214709371293,1.54211150652432,1.75,5.5,0.758855097217868,0.862026345960388,0.0647730921829794,sig_r,p,e,nc,1,0.1667196583738746,0.3294077198521602,70.05093968120616
236,e00116,5.5576,0.6259,0.0817,3.30477356181151,1.59118727050184,1.75,5.5,0.766858367873502,0.860571205841181,0.0632317421957303,sig_r,p,e,nc,1,0.16826794853496072,0.32941960654180763,70.05238873798088
237,e00116,5.6158,0.6336,0.0797,3.38770388958595,1.50564617314931,1.75,5.5,0.775415401348238,0.859015381573048,0.0620770508620779,sig_r,p,e,nc,1,0.16998843338173225,0.3291959843972686,70.02512566468796
238,e00116,5.674,0.6412,0.0736,3.39673913043478,1.4945652173913,1.75,5.5,0.783031416307643,0.857630651580429,0.0577626815680938,sig_r,p,e,nc,1,0.1714042104304597,0.32937259672830516,70.04665788989165
239,e00116,5.7322,0.6489,0.0686,3.64431486880466,1.60349854227405,1.75,5.5,0.791194775741529,0.856146404410631,0.0542014557954195,sig_r,p,e,nc,1,0.17298995634804232,0.32931782848331714,70.03998096846946
240,e00116,5.7904,0.6566,0.07,3.42857142857143,1.57142857142857,1.75,5.5,0.799166670455216,0.854696969008143,0.0556899215872175,sig_r,p,e,nc,1,0.17451031614980725,0.3293430641321387,70.04305753896406
241,e00116,5.8486,0.6644,0.0563,3.90763765541741,1.59857904085258,1.75,5.5,0.807660116892103,0.853152706019618,0.0450633944107551,sig_r,p,e,nc,1,0.17619147850594857,0.3291551099098897,70.02014190920968
242,e00116,5.9068,0.6721,0.0546,3.84615384615385,1.46520146520147,1.75,5.5,0.815259526120117,0.851770995250888,0.0440190146347731,sig_r,p,e,nc,1,0.17758492519153224,0.32933182684620443,70.04168756763457
243,e00116,5.965,0.6799,0.0537,3.91061452513966,1.48975791433892,1.75,5.5,0.823374721793716,0.850295505128415,0.0435717846119486,sig_r,p,e,nc,1,0.1791371883408619,0.32929886776909423,70.03766935878937
244,e00116,6.0232,0.6877,0.0484,4.13223140495868,1.44628099173554,1.75,5.5,0.831305829852792,0.84885348548131,0.0394939265943388,sig_r,p,e,nc,1,0.18062686203686312,0.3293394661147746,70.04261889513913
245,e00116,6.0814,0.6956,0.0552,2.35507246376812,1.44927536231884,1.75,5.5,0.839729104416306,0.847321981015217,0.044390329143103,sig_r,p,e,nc,1,0.18226698451723736,0.3291862474141786,70.02393846549614
246,e00116,6.1396,0.7034,0.0512,2.5390625,1.5625,1.75,5.5,0.84730183519221,0.845945120874144,0.0414612736839301,sig_r,p,e,nc,1,0.18363509993251448,0.3293663670743965,70.04589843284238
247,e00116,6.1978,0.7113,0.0478,2.51046025104602,1.46443514644351,1.75,5.5,0.855361530600897,0.844479721708928,0.0389923306142958,sig_r,p,e,nc,1,0.1851518848209403,0.3293556838127534,70.04459602800797
248,e00116,6.256,0.7193,0.0453,2.64900662251656,1.54525386313466,1.75,5.5,0.86388878431619,0.842929311942511,0.0372268263981799,sig_r,p,e,nc,1,0.1868104521318412,0.3291669501054167,70.02158557996401
249,e00116,6.1174,0.7004,0.0414,2.65700483091787,1.44927536231884,1.75,5.5,0.844268702989093,0.846496599456528,0.0342502138220021,sig_r,p,e,nc,1,0.183068284142271,0.3293544287253162,70.04444301860518
250,e00116,6.1835,0.7094,0.0392,2.55102040816327,1.53061224489796,1.75,5.5,0.853666842396018,0.844787846837088,0.0326588421045521,sig_r,p,e,nc,1,0.18486919201596017,0.3292480952279902,70.03147921957796
251,e00116,6.2496,0.7184,0.0377,2.6525198938992,1.59151193633952,1.75,5.5,0.862829505036067,0.843121908175261,0.0316059131546825,sig_r,p,e,nc,1,0.18659026609316837,0.3292339049773834,70.02974911447362
252,e00116,6.3158,0.7274,0.0377,2.6525198938992,1.59151193633952,1.75,5.5,0.87169215003579,0.841510518175311,0.0318106725972783,sig_r,p,e,nc,1,0.1882100570434788,0.32933853788866996,70.04250573243874
