,x,Q2,y,sigma_d measured (b/GeV2),Elab,*W2,*nu,*E',*epsilon,obs,target,curent,lepton beam,units,%dE,%dE1_c,%dE2_c,%dE3_c,%dE4_c,%dEp,%dEp1_c,%dEp2_c,%dEp3_c,%dEp4_c,%dAC_c,%dRC_c,%dRE_c,R,F2d,dFstat,dFsyst,%*norm_c,*epsilon.1,value,%*dST_u
156,0.0349,3.46,0.27,1.888e-07,200,96.5602451461318,52.8466957068933,147.153304293107,0.952387996098295,sig_r,d,mu,nc,1,1.1,0.0,0.0,0.9,0.0,-0.5,0.0,0.0,-0.5,0.0,1.6,0.1,2.1,0.108,0.3657,0.009,0.0104,2.5,0.952387996098295,0.364002693090773,2.46103363412633
157,0.035,4.43,0.343,1.089e-07,200,123.021272571429,67.4687785561986,132.531221443801,0.917748557553915,sig_r,d,mu,nc,1,0.9,0.0,0.0,0.7,0.0,-0.3,0.0,0.0,-0.3,0.0,1.6,0.2,2.1,0.108,0.3692,0.0112,0.0102,2.5,0.917748557553915,0.366239808418597,3.03358613217768
158,0.0345,5.49,0.433,6.676e-08,200,154.520278782609,84.8243255770835,115.175674422917,0.858026433013033,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.6,0.0,-0.2,0.0,0.0,-0.2,0.0,0.9,0.7,1.1,0.108,0.3701,0.0104,0.0066,2.5,0.858026433013033,0.364977917537036,2.81005133747636
159,0.0347,6.96,0.546,4.035e-08,200,194.496212876081,106.917040978721,93.082959021279,0.752703317766402,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.5,0.0,-0.1,0.0,0.0,-0.1,0.0,1.1,1.1,1.1,0.108,0.3931,0.0075,0.0077,2.5,0.752703317766402,0.383623508259761,1.90791147290766
160,0.0368,8.66,0.636,2.208e-08,200,227.545930956522,125.440344859553,74.5596551404468,0.642670862306825,sig_r,d,mu,nc,1,0.5,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.5,1.3,0.108,0.3725,0.0114,0.009,2.5,0.642670862306825,0.359524420067075,3.06040268456376
161,0.0486,3.52,0.198,1.285e-07,200,69.7878275390947,38.6076671317136,161.392332868286,0.976088819216533,sig_r,d,mu,nc,1,1.4,0.0,0.0,1.1,0.0,-0.8,0.0,0.0,-0.8,0.0,1.7,0.1,1.8,0.117,0.3398,0.0094,0.0101,2.5,0.976088819216533,0.338948824027713,2.76633313713949
162,0.0494,4.46,0.248,8.038e-08,200,86.7032448097166,48.1254801757551,151.874519824245,0.96064315015773,sig_r,d,mu,nc,1,1.1,0.0,0.0,1.0,0.0,-0.5,0.0,0.0,-0.5,0.0,1.6,0.0,1.8,0.117,0.3619,0.0092,0.0099,2.5,0.96064315015773,0.360407872409355,2.54213871235148
163,0.0491,5.46,0.305,5.267e-08,200,106.621473327902,59.275921816579,140.724078183421,0.937184327418375,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.8,0.0,-0.4,0.0,0.0,-0.4,0.0,1.1,0.2,1.4,0.117,0.3717,0.0099,0.0078,2.5,0.937184327418375,0.369254031821108,2.6634382566586
164,0.049,6.98,0.391,3.073e-08,200,136.348823591837,75.9322918933032,124.067708106697,0.888359559019565,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.7,0.0,-0.2,0.0,0.0,-0.2,0.0,0.7,0.5,1.0,0.117,0.3808,0.0071,0.0058,2.5,0.888359559019565,0.376346424420992,1.86449579831933
165,0.0494,8.96,0.498,1.726e-08,200,173.296362218623,96.682579007795,103.317420992205,0.801753192196301,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.6,0.0,-0.1,0.0,0.0,-0.1,0.0,0.9,0.8,1.0,0.117,0.3865,0.007,0.0066,2.5,0.801753192196301,0.378473037269874,1.8111254851229
166,0.0516,11.12,0.586,1.032e-08,200,205.263719968992,114.87413431183,85.1258656881705,0.70664640834459,sig_r,d,mu,nc,1,0.6,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.3,1.2,0.117,0.3954,0.0081,0.0087,2.5,0.70664640834459,0.383248590294607,2.04855842185129
167,0.0697,4.5,0.177,5.41e-08,200,60.9422543299857,34.4149308795233,165.585069120477,0.981255647741008,sig_r,d,mu,nc,1,1.4,0.0,0.0,1.2,0.0,-0.8,0.0,0.0,-0.8,0.0,1.7,0.1,1.6,0.113,0.3316,0.0142,0.0094,2.5,0.981255647741008,0.33096879123083,4.28226779252111
168,0.0691,5.47,0.215,3.825e-08,200,74.5704807583213,42.1965014703205,157.80349852968,0.971316005672589,sig_r,d,mu,nc,1,1.2,0.0,0.0,1.0,0.0,-0.6,0.0,0.0,-0.6,0.0,1.5,0.1,1.6,0.113,0.3558,0.0145,0.0093,2.5,0.971316005672589,0.354763673817566,4.07532321528949
169,0.0699,6.92,0.27,2.403e-08,200,92.9584133848355,52.7710924226202,147.22890757738,0.952332913564353,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.8,0.0,-0.4,0.0,0.0,-0.4,0.0,0.8,0.1,1.1,0.113,0.3788,0.0104,0.0066,2.5,0.952332913564353,0.376966483571047,2.7455121436114
170,0.0695,8.99,0.353,1.282e-08,200,121.242361985612,68.9512356000061,131.048764399994,0.912009678433147,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.7,0.0,-0.2,0.0,0.0,-0.2,0.0,0.5,0.4,0.8,0.113,0.3638,0.009,0.0051,2.5,0.912009678433147,0.360549477929894,2.47388675096207
171,0.0696,11.39,0.445,7.847e-09,200,153.139269287356,87.2331691297209,112.766830870279,0.848406439581275,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.6,0.0,-0.1,0.0,0.0,-0.1,0.0,0.8,0.7,0.9,0.113,0.3868,0.0079,0.0061,2.5,0.848406439581275,0.380845801858497,2.04239917269907
172,0.0707,14.46,0.553,4.45e-09,200,190.946010902405,109.022477026868,90.9775229731319,0.744855737309378,sig_r,d,mu,nc,1,0.6,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.2,1.1,0.113,0.3892,0.01,0.008,2.5,0.744855737309378,0.379116244996833,2.5693730729702
173,0.0895,5.5,0.168,2.954e-08,200,56.8323579664805,32.7572036068659,167.242796393134,0.98324078384198,sig_r,d,mu,nc,1,1.4,0.0,0.0,1.2,0.0,-0.8,0.0,0.0,-0.8,0.0,1.4,0.1,1.7,0.096,0.3473,0.0215,0.0096,2.5,0.98324078384198,0.346790027764943,6.19061330262021
174,0.0901,6.95,0.21,1.853e-08,200,71.0663589833518,41.1175453002941,158.882454699706,0.972740975388041,sig_r,d,mu,nc,1,1.2,0.0,0.0,1.0,0.0,-0.6,0.0,0.0,-0.6,0.0,1.4,0.2,1.1,0.096,0.3629,0.0128,0.0083,2.5,0.972740975388041,0.362033327282709,3.52714246348856
175,0.09,8.96,0.271,1.09e-08,200,91.4753995555556,53.0679933665008,146.932006633499,0.951901762459484,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.8,0.0,-0.4,0.0,0.0,-0.4,0.0,0.8,0.2,0.9,0.096,0.3735,0.0114,0.0059,2.5,0.951901762459484,0.371926128955143,3.05220883534137
176,0.0899,11.45,0.346,6.142e-09,200,116.793581486096,67.8911180629508,132.108881937049,0.91595651987026,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.7,0.0,-0.2,0.0,0.0,-0.2,0.0,0.8,0.4,0.8,0.096,0.3655,0.0091,0.0055,2.5,0.91595651987026,0.362808862113538,2.48974008207934
177,0.09,14.68,0.442,3.556e-09,200,149.310955111111,86.9462212745795,113.053778725421,0.850763315853995,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.6,0.0,-0.1,0.0,0.0,-0.1,0.0,0.8,0.7,0.9,0.096,0.377,0.0096,0.006,2.5,0.850763315853995,0.372070920248234,2.54641909814324
178,0.0907,19.01,0.566,1.918e-09,200,191.461905742007,111.722847410451,88.2771525895487,0.730074902597573,sig_r,d,mu,nc,1,0.6,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.3,1.1,0.096,0.3765,0.0162,0.0081,2.5,0.730074902597573,0.36759625152105,4.30278884462151
179,0.1102,6.96,0.173,1.415e-08,200,57.0777387368421,33.6662551902143,166.333744809786,0.982124279104197,sig_r,d,mu,nc,1,1.3,0.0,0.0,1.1,0.0,-0.7,0.0,0.0,-0.7,0.0,1.0,0.2,1.1,0.043,0.3308,0.0145,0.0072,2.5,0.982124279104197,0.330556119652094,4.38331318016929
180,0.1101,8.99,0.222,8.313e-09,200,73.5428866884651,43.5250760599494,156.474923940051,0.969161042860842,sig_r,d,mu,nc,1,1.1,0.0,0.0,0.9,0.0,-0.5,0.0,0.0,-0.5,0.0,1.4,0.3,0.8,0.043,0.3374,0.0128,0.0072,2.5,0.969161042860842,0.336970918924444,3.7937166567872
181,0.1103,11.45,0.282,5.087e-09,200,93.2376409174977,55.3346465445084,144.665353455492,0.947343154256322,sig_r,d,mu,nc,1,0.9,0.0,0.0,0.8,0.0,-0.3,0.0,0.0,-0.3,0.0,1.0,0.2,0.8,0.043,0.3527,0.0104,0.0059,2.5,0.947343154256322,0.351934145952913,2.94868159909271
182,0.11,14.77,0.364,2.838e-09,200,120.382571272727,71.5739484396201,128.42605156038,0.905412484777512,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.7,0.0,-0.1,0.0,0.0,-0.1,0.0,1.0,0.4,0.8,0.043,0.3494,0.0097,0.0056,2.5,0.905412484777512,0.348037176378516,2.77618775042931
183,0.1102,19.37,0.475,1.629e-09,200,157.281168863884,93.6947360681684,106.305263931832,0.822779938780866,sig_r,d,mu,nc,1,0.7,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,1.0,0.043,0.3768,0.0153,0.0063,2.5,0.822779938780866,0.374046301149786,4.06050955414013
184,0.1388,7.16,0.142,1.073e-08,200,45.3048584092219,27.4973424356193,172.502657564381,0.988283392949256,sig_r,d,mu,nc,1,1.5,0.0,0.0,1.3,0.0,-0.9,0.0,0.0,-0.9,0.0,0.9,0.3,0.9,0.149,0.3291,0.0162,0.0073,2.5,0.988283392949256,0.328599650686437,4.92251595259799
185,0.14,9.01,0.176,6.979e-09,200,56.2269868571429,34.3055132500761,165.694486749924,0.981417746785116,sig_r,d,mu,nc,1,1.3,0.0,0.0,1.1,0.0,-0.6,0.0,0.0,-0.6,0.0,1.0,0.3,0.7,0.129,0.3508,0.0141,0.0066,2.5,0.981417746785116,0.350054841846418,4.0193842645382
186,0.1395,11.43,0.224,4.009e-09,200,71.3853278709677,43.6756310612834,156.324368938717,0.968507048885632,sig_r,d,mu,nc,1,1.1,0.0,0.0,0.9,0.0,-0.4,0.0,0.0,-0.4,0.0,1.2,0.3,0.7,0.114,0.337,0.0087,0.006,2.5,0.968507048885632,0.335913499627146,2.58160237388724
187,0.1396,14.84,0.29,2.233e-09,200,92.3435689283668,56.6650985758885,143.334901424112,0.943846430747412,sig_r,d,mu,nc,1,0.9,0.0,0.0,0.7,0.0,-0.2,0.0,0.0,-0.2,0.0,1.3,0.2,0.8,0.101,0.3348,0.0076,0.0059,2.5,0.943846430747412,0.333074792460816,2.2700119474313
188,0.1398,19.32,0.375,1.248e-09,200,119.757268892704,73.6660047402472,126.333995259753,0.898546697328629,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.6,0.0,-0.1,0.0,0.0,-0.1,0.0,1.4,0.4,0.8,0.09,0.3413,0.0088,0.0063,2.5,0.898546697328629,0.338440117260537,2.57837679460885
189,0.1417,25.36,0.483,6.323e-10,200,154.489498199012,95.3996024514989,104.600397548501,0.815460797755756,sig_r,d,mu,nc,1,0.6,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.8,1.0,0.08,0.329,0.0173,0.0065,2.5,0.815460797755756,0.324501277589739,5.25835866261398
190,0.1785,7.38,0.114,6.502e-09,200,34.844381815126,22.0386662127538,177.961333787246,0.992616331433462,sig_r,d,mu,nc,1,1.7,0.0,0.0,1.4,0.0,-1.0,0.0,0.0,-1.0,0.0,0.5,0.3,0.7,0.128,0.2678,0.0201,0.0056,2.5,0.992616331433462,0.267575387902027,7.50560119492158
191,0.1798,8.97,0.137,4.896e-09,200,41.798609294772,26.5931584726929,173.406841527307,0.989114874516168,sig_r,d,mu,nc,1,1.4,0.0,0.0,1.2,0.0,-0.7,0.0,0.0,-0.7,0.0,0.8,0.3,0.7,0.113,0.306,0.0158,0.0059,2.5,0.989114874516168,0.305661559906445,5.16339869281046
192,0.1815,11.44,0.172,2.709e-09,200,52.470147030303,33.5982425534664,166.401757446534,0.982280642120598,sig_r,d,mu,nc,1,1.2,0.0,0.0,1.0,0.0,-0.5,0.0,0.0,-0.5,0.0,1.0,0.3,0.7,0.098,0.2867,0.0096,0.005,2.5,0.982280642120598,0.286246333164823,3.34844785490059
193,0.1802,14.86,0.225,1.678e-09,200,68.4837729678136,43.9573182131202,156.04268178688,0.968143329872038,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.8,0.0,-0.3,0.0,0.0,-0.3,0.0,1.3,0.2,0.7,0.086,0.3107,0.0089,0.0056,2.5,0.968143329872038,0.309915825892906,2.86449951721918
194,0.1802,19.43,0.293,9.09e-10,200,89.2744832896781,57.475820516886,142.524179483114,0.942447025119709,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.7,0.0,-0.1,0.0,0.0,-0.1,0.0,1.5,0.2,0.8,0.075,0.3047,0.0087,0.0058,2.5,0.942447025119709,0.303476060754019,2.8552674762061
195,0.1804,25.9,0.388,4.681e-10,200,118.549688789357,76.5297680113843,123.470231988616,0.890031968529293,sig_r,d,mu,nc,1,0.7,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.5,0.9,0.067,0.302,0.0144,0.0063,2.5,0.890031968529293,0.299913884083591,4.7682119205298
196,0.2225,9.15,0.113,3.494e-09,200,32.853439505618,21.920893126662,178.079106873338,0.992726022200536,sig_r,d,mu,nc,1,1.4,0.0,0.0,1.2,0.0,-0.7,0.0,0.0,-0.7,0.0,0.6,0.3,0.7,0.1,0.2781,0.018,0.0051,2.5,0.992726022200536,0.277915885193033,6.47249190938511
197,0.2261,11.47,0.139,2.107e-09,200,40.1396095904467,27.0414528733724,172.958547126628,0.988740653968303,sig_r,d,mu,nc,1,1.2,0.0,0.0,1.0,0.0,-0.4,0.0,0.0,-0.4,0.0,0.7,0.3,0.7,0.086,0.2741,0.0101,0.0045,2.5,0.988740653968303,0.273855382369923,3.68478657424298
198,0.2262,14.9,0.18,1.132e-09,200,51.8507546984969,35.1124257454674,164.887574254533,0.9804060926604,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.8,0.0,-0.2,0.0,0.0,-0.2,0.0,1.0,0.3,0.7,0.074,0.2569,0.0079,0.0041,2.5,0.9804060926604,0.25655293278047,3.07512650836902
199,0.2253,19.56,0.236,6.436e-10,200,68.1374205645806,46.2780258873031,153.721974112697,0.964528339290527,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.7,0.0,-0.1,0.0,0.0,-0.1,0.0,1.3,0.2,0.7,0.065,0.2627,0.0078,0.0045,2.5,0.964528339290527,0.262130984013347,2.96916634944804
200,0.2257,26.32,0.317,3.587e-10,200,91.1748196313691,62.1615008695997,137.8384991304,0.931043251446319,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.3,0.8,0.056,0.284,0.0123,0.0057,2.5,0.931043251446319,0.282960964629265,4.33098591549296
201,0.2769,11.62,0.115,1.501e-09,200,31.2244521617913,22.3691941160934,177.630805883907,0.992421371837964,sig_r,d,mu,nc,1,0.9,0.0,0.0,0.8,0.0,-0.2,0.0,0.0,-0.2,0.0,0.7,0.3,0.7,0.077,0.2428,0.0117,0.0033,2.5,0.992421371837964,0.242668270439637,4.81878088962109
202,0.2756,14.82,0.147,9.132e-10,200,39.8334289056604,28.6639578388382,171.336042161162,0.987278867260945,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.7,0.066,0.2453,0.0094,0.0034,2.5,0.987278867260945,0.245106608554978,3.83204239706482
203,0.2759,19.6,0.193,4.836e-10,200,52.3200759681044,37.8679274883286,162.132072511671,0.977148569719298,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.1,0.0,0.9,0.2,0.7,0.057,0.2363,0.0082,0.0032,2.5,0.977148569719298,0.236008618828322,3.47016504443504
204,0.2763,26.49,0.261,2.413e-10,200,70.2638939457112,51.1055703335347,148.894429666465,0.955521901462036,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.2,0.0,1.2,0.2,0.8,0.049,0.2283,0.0114,0.0036,2.5,0.955521901462036,0.227825379287038,4.9934296977661
205,0.2761,33.94,0.33,1.283e-10,200,89.8663199145237,65.5258400397248,134.474159960275,0.924276089356796,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.2,0.0,1.8,0.3,0.8,0.043,0.211,0.0197,0.0044,2.5,0.924276089356796,0.210341014968432,9.33649289099526
206,0.341,15.01,0.121,5.132e-10,200,29.8874393079179,23.4635369445191,176.536463055481,0.99152977914038,sig_r,d,mu,nc,1,0.1,0.0,0.0,0.2,0.0,0.7,0.0,0.0,0.7,0.0,0.9,0.2,0.7,0.059,0.1733,0.0062,0.0023,2.5,0.99152977914038,0.173218080603535,3.57761107905366
207,0.346,19.65,0.156,3.019e-10,200,38.0217515144509,30.2728718094088,169.727128190591,0.985503026753534,sig_r,d,mu,nc,1,0.2,0.0,0.0,0.3,0.0,0.7,0.0,0.0,0.7,0.0,1.2,0.2,0.7,0.05,0.1825,0.0057,0.0028,2.5,0.985503026753534,0.182373841276731,3.12328767123288
208,0.3469,26.24,0.206,1.575e-10,200,50.2812392147593,40.3205731421958,159.679426857804,0.973575575619761,sig_r,d,mu,nc,1,0.3,0.0,0.0,0.3,0.0,0.6,0.0,0.0,0.6,0.0,1.4,0.1,0.7,0.042,0.1774,0.0072,0.003,2.5,0.973575575619761,0.177210887807837,4.05862457722661
209,0.3493,34.49,0.267,7.797e-11,200,65.1301818184942,52.6334423339521,147.366557666048,0.953079075426695,sig_r,d,mu,nc,1,0.3,0.0,0.0,-2.5,0.0,0.6,0.0,0.0,0.6,0.0,1.5,0.2,0.8,0.037,0.161,0.011,0.003,2.5,0.953079075426695,0.160730294728409,6.83229813664596
210,0.4516,20.02,0.122,1.422e-10,200,25.1911106076174,23.63073912986,176.36926087014,0.991313758400863,sig_r,d,mu,nc,1,-2.5,0.0,0.0,-1.8,0.0,3.6,0.0,0.0,3.6,0.0,2.0,0.2,0.7,0.044,0.1152,0.0047,0.0055,2.5,0.991313758400863,0.115157730045808,4.07986111111111
211,0.471,26.12,0.152,6.47e-11,200,30.2163195838641,29.5610211001408,170.438978899859,0.986183215896191,sig_r,d,mu,nc,1,-1.8,0.0,0.0,-1.2,0.0,2.9,0.0,0.0,2.9,0.0,2.8,0.1,0.7,0.037,0.0957,0.0042,0.0043,2.5,0.986183215896191,0.0956527381175786,4.38871473354232
212,0.4737,34.79,0.201,3.526e-11,200,39.5329514519738,39.1487779594743,160.851222040526,0.974817032852658,sig_r,d,mu,nc,1,-1.2,0.0,0.0,0.0,0.6,2.4,0.0,0.0,2.4,0.0,3.3,0.1,0.7,0.031,0.0969,0.0065,0.0042,2.5,0.974817032852658,0.096826523781356,6.70794633642931
213,0.0037,1.27,0.67,8.092e-06,280,342.853087243243,182.965481472944,97.0345185270559,0.595172765725687,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,0.5,-0.1,0.0,0.0,0.0,-0.1,1.8,1.8,3.7,0.537,0.3363,0.0055,0.0153,2.5,0.595172765725687,0.288733523398817,1.6354445435623
214,0.005,1.71,0.673,3.544e-06,280,341.169844,182.302771855011,97.6972281449893,0.590808128852377,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.4,1.6,3.4,0.537,0.3531,0.0053,0.0142,2.5,0.590808128852377,0.302618663565849,1.50099122061739
215,0.0056,2.15,0.738,2.09e-06,280,382.658415428571,204.652756625038,75.3472433749619,0.490321908045764,sig_r,d,mu,nc,1,0.4,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.1,1.0,1.7,3.3,0.537,0.3841,0.0111,0.0146,2.5,0.490321908045764,0.31570148218928,2.88987242905493
216,0.0073,1.81,0.488,2.508e-06,280,247.015049479452,132.166953880305,147.833046119695,0.811301318617874,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.6,-0.2,0.0,0.0,0.0,-0.2,1.0,0.7,3.3,0.337,0.337,0.0073,0.012,2.5,0.811301318617874,0.320971084864403,2.16617210682493
217,0.0079,2.44,0.606,1.246e-06,280,307.300603493671,164.637931499825,115.362068500175,0.682089049021448,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,0.4,-0.1,0.0,0.0,0.0,-0.1,1.5,1.0,3.0,0.337,0.3655,0.0038,0.0131,2.5,0.682089049021448,0.336211340052583,1.03967168262654
218,0.009,3.37,0.729,5.855e-07,280,371.954288444444,199.597251836058,80.4027481639422,0.504888164716279,sig_r,d,mu,nc,1,0.4,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.1,1.3,1.7,2.5,0.337,0.3963,0.006,0.0134,2.5,0.504888164716279,0.346842042272243,1.51400454201363
219,0.0121,2.55,0.413,8.675e-07,280,209.073645652893,112.336781264868,167.663218735132,0.873119592905621,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.0,0.6,-0.3,0.0,0.0,0.0,-0.3,0.9,0.4,2.9,0.246,0.3585,0.0058,0.0115,2.5,0.873119592905621,0.349519283604135,1.61785216178522
220,0.0123,3.47,0.552,4.498e-07,280,279.523665138211,150.380501672821,129.619498327179,0.746196695013848,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,0.5,-0.1,0.0,0.0,0.0,-0.1,1.1,0.9,2.8,0.246,0.3912,0.0048,0.0123,2.5,0.746196695013848,0.37159690055094,1.22699386503067
221,0.0126,4.45,0.693,2.518e-07,280,349.604447174603,188.259383355332,91.7406166446678,0.561074944125438,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.2,2.1,2.1,0.246,0.4014,0.0047,0.0133,2.5,0.561074944125438,0.366614418335445,1.17090184354758
222,0.0139,5.38,0.753,1.639e-07,280,382.55020371223,206.316822874323,73.6831771256769,0.465547149253807,sig_r,d,mu,nc,1,0.4,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.1,1.3,2.6,1.9,0.246,0.4314,0.0084,0.0153,2.5,0.465547149253807,0.385877827811493,1.9471488178025
223,0.0173,2.59,0.294,6.274e-07,280,148.00082665896,79.8032956604262,200.196704339574,0.94229444397925,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.0,0.8,-0.5,0.0,0.0,0.0,-0.5,1.2,0.4,2.7,0.19,0.3427,0.0092,0.011,2.5,0.94229444397925,0.339542424152136,2.68456375838926
224,0.0173,3.49,0.393,3.388e-07,280,199.123948046243,107.534170600343,172.465829399657,0.887105034584195,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.0,0.7,-0.3,0.0,0.0,0.0,-0.3,1.0,0.4,2.6,0.19,0.3674,0.0063,0.0109,2.5,0.887105034584195,0.3607773267242,1.71475231355471
225,0.0174,4.46,0.501,2.054e-07,280,252.74168308046,136.63211038404,143.36788961596,0.798997622525971,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.5,-0.1,0.0,0.0,0.0,-0.1,0.9,1.0,2.5,0.19,0.3991,0.0064,0.0118,2.5,0.798997622525971,0.386291308175891,1.6036081182661
226,0.0168,5.6,0.658,1.239e-07,280,328.613177333333,177.683013503909,102.316986496091,0.612322704264883,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.3,2.0,1.5,0.19,0.4051,0.0079,0.0115,2.5,0.612322704264883,0.380023985005128,1.95013576894594
227,0.018,6.73,0.727,8.14e-08,280,368.038732888889,199.301113480218,80.698886519782,0.508069370186604,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.1,1.4,2.2,1.7,0.19,0.4233,0.0055,0.0134,2.5,0.508069370186604,0.390050955748667,1.29931490668557
228,0.0245,3.49,0.28,2.613e-07,280,139.838823591837,75.9322918933032,204.067708106697,0.948338141836875,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.0,0.9,-0.5,0.0,0.0,0.0,-0.5,1.3,0.3,2.5,0.099,0.363,0.0071,0.0113,2.5,0.948338141836875,0.361310583253768,1.95592286501377
229,0.0245,4.48,0.359,1.586e-07,280,179.256986857143,97.4718245507158,182.528175449284,0.908613460800029,sig_r,d,mu,nc,1,0.9,0.0,0.0,0.0,0.7,-0.3,0.0,0.0,0.0,-0.3,1.2,0.4,2.4,0.099,0.3883,0.0061,0.0111,2.5,0.908613460800029,0.385103253896644,1.57095029616276
230,0.0246,5.47,0.435,1.028e-07,280,217.767567577236,118.527571203217,161.472428796783,0.856514419538665,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.6,-0.2,0.0,0.0,0.0,-0.2,1.1,0.7,2.4,0.099,0.4009,0.0063,0.0113,2.5,0.856514419538665,0.395717942084506,1.57146420553754
231,0.0235,7.22,0.605,5.557e-08,280,300.893886553191,163.770811595518,116.229188404482,0.68330917625731,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.3,0.099,0.4043,0.0051,0.0098,2.5,0.68330917625731,0.392765423331604,1.26143952510512
232,0.0253,8.88,0.684,3.509e-08,280,342.98798629249,187.093892480005,92.9061075199946,0.574539603043576,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.1,1.5,1.7,1.6,0.099,0.4314,0.0047,0.0123,2.5,0.574539603043576,0.414865000816719,1.08947612424664
233,0.0279,10.78,0.744,2.188e-08,280,376.479772315412,205.95945006152,74.0405499384797,0.480413821353661,sig_r,d,mu,nc,1,0.4,0.0,0.0,0.0,1.1,0.1,0.0,0.0,0.0,0.1,1.7,2.1,1.9,0.099,0.4436,0.0083,0.0148,2.5,0.480413821353661,0.422835707571178,1.87105500450857
234,0.0347,4.48,0.253,1.217e-07,280,125.506472242075,68.8201643081423,211.179835691858,0.958880232394981,sig_r,d,mu,nc,1,1.1,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,0.0,-0.5,1.4,0.3,2.3,0.108,0.3877,0.0088,0.0113,2.5,0.958880232394981,0.386145962542107,2.2697962342017
235,0.0348,5.49,0.308,7.567e-08,280,153.148464689655,84.0930813910742,195.906918608926,0.935807634807393,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.0,0.8,-0.4,0.0,0.0,0.0,-0.4,1.3,0.3,2.2,0.108,0.3794,0.008,0.0105,2.5,0.935807634807393,0.377025940786553,2.10859251449657
236,0.0348,6.86,0.383,4.809e-08,280,191.146280781609,105.078057985932,174.921942014068,0.893696662152954,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.0,0.6,-0.2,0.0,0.0,0.0,-0.2,1.2,0.5,2.2,0.108,0.4019,0.007,0.0105,2.5,0.893696662152954,0.397735398732553,1.74172679771087
