,x,Q2,y,sigma_d measured (b/GeV2),Elab,*W2,*nu,*E',*epsilon,obs,target,curent,lepton beam,units,%dE,%dE1_c,%dE2_c,%dE3_c,%dE4_c,%dEp,%dEp1_c,%dEp2_c,%dEp3_c,%dEp4_c,%dAC_c,%dRC_c,%dRE_c,R,F2d,dFstat,dFsyst,%*norm_c,*epsilon.1,value,%*dST_u
75,0.0129,1.7,0.605,1.392e-06,120,130.962789736434,70.2467727806152,49.7532272193848,0.683290274099613,sig_r,d,mu,nc,1,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,0.5,0.246,0.3247,0.0056,0.0057,2.5,0.683290274099613,0.304395492136137,1.72466892516169
76,0.0172,1.77,0.472,1.095e-06,120,102.016820744186,54.854465215451,65.145534784549,0.825696752321468,sig_r,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,1.3,0.7,0.4,0.19,0.3279,0.0082,0.0056,2.5,0.825696752321468,0.318773794351035,2.50076242756938
77,0.0178,2.34,0.599,5.76e-07,120,130.000518157303,70.0749862245754,49.9250137754247,0.690783884412055,sig_r,d,mu,nc,1,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.19,0.3428,0.0054,0.0054,2.5,0.690783884412055,0.32587416008946,1.57526254375729
78,0.0241,1.82,0.351,8.001e-07,120,74.5785161991701,40.2551557564873,79.7448442435127,0.913226978227518,sig_r,d,mu,nc,1,0.9,0.0,0.9,0.0,0.0,-0.4,0.0,-0.4,0.0,0.0,1.4,0.3,0.3,0.099,0.3184,0.0102,0.0056,2.5,0.913226978227518,0.315910817246046,3.2035175879397
79,0.0245,2.5,0.472,3.977e-07,120,100.420660326531,54.3927592358905,65.6072407641095,0.825660567007798,sig_r,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.9,0.5,0.4,0.099,0.3351,0.0042,0.0046,2.5,0.825660567007798,0.329836609911572,1.25335720680394
80,0.026,3.36,0.591,2.031e-07,120,126.750613230769,68.886337543054,51.113662456946,0.700603878769677,sig_r,d,mu,nc,1,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.2,0.5,0.099,0.356,0.0056,0.0058,2.5,0.700603878769677,0.34639727602963,1.57303370786517
81,0.0347,2.51,0.332,3.24e-07,120,70.7041379481268,38.5577259851422,81.4422740148578,0.923669049122925,sig_r,d,mu,nc,1,0.9,0.0,0.9,0.0,0.0,-0.4,0.0,-0.4,0.0,0.0,0.7,0.3,0.3,0.108,0.3486,0.0075,0.0046,2.5,0.923669049122925,0.346005912719729,2.15146299483649
82,0.0348,3.48,0.458,1.557e-07,120,97.399844,53.3049040511727,66.6950959488273,0.837693694789158,sig_r,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.5,0.7,0.4,0.108,0.3579,0.0056,0.0043,2.5,0.837693694789158,0.352236913950318,1.5646828723107
83,0.0354,4.41,0.568,8.904e-08,120,121.046115186441,66.4052618264609,53.5947381735391,0.727893095344339,sig_r,d,mu,nc,1,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.4,0.5,0.108,0.3619,0.0072,0.0063,2.5,0.727893095344339,0.35229958000493,1.98949986184029
84,0.0374,5.32,0.645,6.119e-08,120,137.805833304813,75.8240881155719,44.1759118844281,0.63026917968445,sig_r,d,mu,nc,1,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.9,0.6,0.108,0.4004,0.0195,0.0087,2.5,0.63026917968445,0.385967181811927,4.87012987012987
85,0.0496,2.54,0.237,2.194e-07,120,49.5495214193548,27.2972694133022,92.7027305866978,0.964389235146585,sig_r,d,mu,nc,1,1.2,0.0,1.2,0.0,0.0,-0.6,0.0,-0.6,0.0,0.0,0.5,0.4,0.2,0.117,0.32,0.0072,0.0047,2.5,0.964389235146585,0.318805999874632,2.25
86,0.0494,3.49,0.327,1.196e-07,120,68.0376172793523,37.6587277608487,82.3412722391513,0.926243867868227,sig_r,d,mu,nc,1,0.9,0.0,0.9,0.0,0.0,-0.3,0.0,-0.3,0.0,0.0,0.2,0.3,0.3,0.117,0.3544,0.0054,0.0039,2.5,0.926243867868227,0.351661296872465,1.52370203160271
87,0.0495,4.47,0.416,6.821e-08,120,86.7128743030303,48.1359436583317,71.8640563416683,0.870738914505411,sig_r,d,mu,nc,1,0.8,0.0,0.8,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.3,0.7,0.3,0.117,0.3589,0.0055,0.0039,2.5,0.870738914505411,0.354039478017277,1.53246029534689
88,0.0505,5.43,0.492,4.383e-08,120,102.974596475248,57.3159661381916,62.6840338618084,0.807319218276901,sig_r,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,0.4,0.9,0.4,0.117,0.3689,0.0072,0.0047,2.5,0.807319218276901,0.361452919122491,1.95174844131201
89,0.0524,6.61,0.576,2.839e-08,120,120.414882167939,67.241491560735,52.758508439265,0.718446207354723,sig_r,d,mu,nc,1,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,0.5,0.117,0.3901,0.0111,0.0061,2.5,0.718446207354723,0.378592301009234,2.84542425019226
90,0.0707,2.56,0.168,1.655e-07,120,34.5291792192362,19.3013513961813,100.698648603819,0.98321718284827,sig_r,d,mu,nc,1,1.5,0.0,1.5,0.0,0.0,-0.9,0.0,-0.9,0.0,0.0,0.5,0.4,0.2,0.113,0.3307,0.0112,0.0064,2.5,0.98321718284827,0.330136164619736,3.38675536740248
91,0.0702,3.5,0.229,8.718e-08,120,47.2373938575499,26.5765191138325,93.4234808861675,0.966960182095185,sig_r,d,mu,nc,1,1.2,0.0,1.2,0.0,0.0,-0.6,0.0,-0.6,0.0,0.0,0.2,0.3,0.2,0.113,0.3408,0.0072,0.0046,2.5,0.966960182095185,0.339656352642641,2.11267605633803
92,0.0698,4.48,0.295,5.082e-08,120,60.5832250888252,34.2128897061968,85.7871102938032,0.941666280137634,sig_r,d,mu,nc,1,1.0,0.0,1.0,0.0,0.0,-0.4,0.0,-0.4,0.0,0.0,0.4,0.3,0.2,0.113,0.3442,0.0068,0.004,2.5,0.941666280137634,0.342160760900763,1.97559558396281
93,0.07,5.47,0.357,3.384e-08,120,73.5527011428571,41.653975022845,78.3460249771551,0.909574603282243,sig_r,d,mu,nc,1,0.8,0.0,0.8,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.5,0.4,0.3,0.113,0.3606,0.0078,0.0042,2.5,0.909574603282243,0.357288442415327,2.1630615640599
94,0.07,6.86,0.448,2.042e-08,120,92.019844,52.2388059701493,67.7611940298507,0.845831953518447,sig_r,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,0.5,0.7,0.4,0.113,0.3691,0.0091,0.0043,2.5,0.845831953518447,0.363320879694597,2.46545651584936
95,0.0718,8.61,0.543,1.262e-08,120,112.18627854039,63.9213403733422,56.0786596266578,0.755656936249634,sig_r,d,mu,nc,1,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.1,0.5,0.113,0.3976,0.0199,0.0056,2.5,0.755656936249634,0.387733310693752,5.00503018108652
96,0.0915,2.61,0.132,1.368e-07,120,26.7944341639344,15.2050054178755,104.794994582125,0.989960021006358,sig_r,d,mu,nc,1,1.8,0.0,1.8,0.0,0.0,-1.2,0.0,-1.2,0.0,0.0,0.9,0.4,0.2,0.096,0.3587,0.0171,0.0087,2.5,0.989960021006358,0.358384260885066,4.76721494284918
97,0.0909,3.5,0.177,6.689e-08,120,35.8836943850385,20.5244405037519,99.4755594962481,0.98117854742496,sig_r,d,mu,nc,1,1.4,0.0,1.4,0.0,0.0,-0.8,0.0,-0.8,0.0,0.0,0.2,0.3,0.2,0.096,0.3253,0.009,0.0055,2.5,0.98117854742496,0.324763380475322,2.7666769136182
98,0.0906,4.47,0.226,4.225e-08,120,45.7475923443709,26.2994394159759,93.7005605840241,0.967868050348912,sig_r,d,mu,nc,1,1.2,0.0,1.2,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,0.5,0.3,0.2,0.096,0.3487,0.0086,0.0047,2.5,0.967868050348912,0.347718120738551,2.46630341267565
99,0.0904,5.48,0.278,2.705e-08,120,56.0193130265487,32.3131498009321,87.6868501990679,0.948954407780731,sig_r,d,mu,nc,1,1.0,0.0,1.0,0.0,0.0,-0.4,0.0,-0.4,0.0,0.0,0.7,0.2,0.2,0.096,0.3513,0.0089,0.0044,2.5,0.948954407780731,0.349728582853818,2.53344719612866
100,0.0903,6.81,0.344,1.705e-08,120,69.4851263920266,40.2000439189907,79.7999560810093,0.91695008807522,sig_r,d,mu,nc,1,0.8,0.0,0.8,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.8,0.3,0.3,0.096,0.3618,0.0081,0.0044,2.5,0.91695008807522,0.359167100228858,2.23880597014925
101,0.0905,8.77,0.44,1.005e-08,120,89.0159213480663,51.655691550142,68.3443084498581,0.852189389925287,sig_r,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,0.8,0.6,0.4,0.096,0.3827,0.0149,0.0049,2.5,0.852189389925287,0.377743370928327,3.89338907760648
102,0.1125,2.62,0.109,9.641e-08,120,21.5487328888889,12.4141198768064,107.585880123194,0.993275845647957,sig_r,d,mu,nc,1,2.1,0.0,2.1,0.0,0.0,-1.4,0.0,-1.4,0.0,0.0,1.4,0.4,0.2,0.043,0.3078,0.0176,0.0088,2.5,0.993275845647957,0.307714526118949,5.71799870045484
103,0.112,3.48,0.143,6.068e-08,120,28.4712725714286,16.5625951873287,103.437404812671,0.98807158624056,sig_r,d,mu,nc,1,1.6,0.0,1.6,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3,0.4,0.2,0.043,0.3508,0.014,0.0067,2.5,0.98807158624056,0.350627325164674,3.99087799315849
104,0.111,4.49,0.185,3.429e-08,120,36.8402944504504,21.5620738008798,98.4379261991202,0.979249458163173,sig_r,d,mu,nc,1,1.3,0.0,1.3,0.0,0.0,-0.7,0.0,-0.7,0.0,0.0,0.4,0.3,0.2,0.043,0.339,0.0106,0.0054,2.5,0.979249458163173,0.338709805390087,3.12684365781711
105,0.1108,5.49,0.227,2.24e-08,120,44.9385804620939,26.4119064296876,93.5880935703124,0.967509787582422,sig_r,d,mu,nc,1,1.1,0.0,1.1,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,0.7,0.3,0.2,0.043,0.3428,0.0102,0.005,2.5,0.967509787582422,0.342340556165725,2.975495915986
106,0.1108,6.84,0.282,1.399e-08,120,55.7726959855596,32.906637518955,87.093362481045,0.947221907932076,sig_r,d,mu,nc,1,1.0,0.0,1.0,0.0,0.0,-0.3,0.0,-0.3,0.0,0.0,0.9,0.2,0.2,0.043,0.3487,0.0087,0.0047,2.5,0.947221907932076,0.34794088746037,2.49498135933467
107,0.1105,8.86,0.365,7.705e-09,120,72.2008394751131,42.7404027052842,77.2595972947158,0.904640423692796,sig_r,d,mu,nc,1,0.8,0.0,0.8,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,1.0,0.3,0.3,0.043,0.3448,0.0134,0.0047,2.5,0.904640423692796,0.343443839384508,3.88631090487239
108,0.1112,10.75,0.437,5.054e-09,120,86.8025058705036,51.5312696537866,68.4687303462134,0.854467944259409,sig_r,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,1.0,0.5,0.4,0.043,0.3544,0.0251,0.005,2.5,0.854467944259409,0.352272743970139,7.0823927765237
109,0.1432,3.48,0.113,4.394e-08,120,21.7015199776536,12.9539850627152,107.046014937285,0.992718819916046,sig_r,d,mu,nc,1,1.9,0.0,1.9,0.0,0.0,-1.2,0.0,-1.2,0.0,0.0,0.7,0.4,0.2,0.231,0.3197,0.0109,0.0077,2.5,0.992718819916046,0.319262377706585,3.40944635595871
110,0.1419,4.49,0.147,2.508e-08,120,28.0318454094433,16.8667384911745,103.133261508826,0.987312622498407,sig_r,d,mu,nc,1,1.5,0.0,1.5,0.0,0.0,-0.9,0.0,-0.9,0.0,0.0,0.3,0.4,0.2,0.199,0.3105,0.0082,0.0054,2.5,0.987312622498407,0.309845234835996,2.64090177133655
111,0.1409,5.48,0.179,1.689e-08,120,34.2926757955997,20.7317866714284,99.2682133285716,0.98063496006443,sig_r,d,mu,nc,1,1.3,0.0,1.3,0.0,0.0,-0.6,0.0,-0.6,0.0,0.0,0.5,0.3,0.2,0.175,0.3177,0.0081,0.0049,2.5,0.98063496006443,0.316782809428866,2.54957507082153
112,0.1411,6.87,0.224,1.032e-08,120,42.6987171396173,25.9535571106702,94.0464428893298,0.968389525920871,sig_r,d,mu,nc,1,1.1,0.0,1.1,0.0,0.0,-0.4,0.0,-0.4,0.0,0.0,0.8,0.3,0.2,0.151,0.318,0.0064,0.0045,2.5,0.968389525920871,0.316680159207944,2.0125786163522
113,0.1405,8.9,0.291,6.161e-09,120,55.3250397295374,33.7660958046574,86.2339041953426,0.943247091478257,sig_r,d,mu,nc,1,0.9,0.0,0.9,0.0,0.0,-0.3,0.0,-0.3,0.0,0.0,1.0,0.2,0.2,0.13,0.3356,0.0101,0.0047,2.5,0.943247091478257,0.333407280991252,3.00953516090584
114,0.1421,11.0,0.353,3.766e-09,120,67.2901184546094,41.263472523779,78.736527476221,0.911646448922188,sig_r,d,mu,nc,1,0.8,0.0,0.8,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,1.2,0.3,0.3,0.115,0.3345,0.0138,0.0049,2.5,0.911646448922188,0.331449981328126,4.12556053811659
115,0.1814,3.62,0.093,3.05e-08,120,17.2157425667034,10.6374725835306,109.362527416469,0.995117120664441,sig_r,d,mu,nc,1,2.1,0.0,2.1,0.0,0.0,-1.4,0.0,-1.4,0.0,0.0,1.1,0.3,0.2,0.205,0.3014,0.0158,0.0085,2.5,0.995117120664441,0.301148898708369,5.24220305242203
116,0.1859,4.5,0.113,1.861e-08,120,20.5864066681011,12.9032850043183,107.096714995682,0.992679324442922,sig_r,d,mu,nc,1,1.7,0.0,1.7,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.6,0.3,0.2,0.175,0.2968,0.0099,0.0062,2.5,0.992679324442922,0.296475559704217,3.3355795148248
117,0.184,5.49,0.138,1.216e-08,120,25.2268005217391,15.9045610457032,104.095438954297,0.988856778243492,sig_r,d,mu,nc,1,1.5,0.0,1.5,0.0,0.0,-0.8,0.0,-0.8,0.0,0.0,0.4,0.3,0.2,0.154,0.2913,0.0092,0.005,2.5,0.988856778243492,0.290866059601754,3.15825609337453
118,0.1833,6.87,0.173,7.81e-09,120,31.4893857348609,19.9784337605868,100.021566239413,0.981945927242335,sig_r,d,mu,nc,1,1.2,0.0,1.2,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,0.5,0.3,0.2,0.132,0.3012,0.0073,0.0045,2.5,0.981945927242335,0.300565016530507,2.42363877822045
119,0.181,8.93,0.227,4.41e-09,120,41.2868605745856,26.299049346794,93.7009506532059,0.967362708869666,sig_r,d,mu,nc,1,1.0,0.0,1.0,0.0,0.0,-0.3,0.0,-0.3,0.0,0.0,0.8,0.2,0.2,0.113,0.2973,0.0109,0.0039,2.5,0.967362708869666,0.296313828185592,3.66633030608813
120,0.1813,11.15,0.281,3.103e-09,120,51.2301197859901,32.7826629989286,87.2173370010714,0.94745088303592,sig_r,d,mu,nc,1,0.9,0.0,0.9,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,1.0,0.2,0.2,0.099,0.3418,0.0135,0.0046,2.5,0.94745088303592,0.340180688652589,3.94967817437098
121,0.2282,4.55,0.093,1.362e-08,120,16.2684943067485,10.6282784151111,109.371721584889,0.995081776463156,sig_r,d,mu,nc,1,1.7,0.0,1.7,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.7,0.3,0.2,0.159,0.2707,0.0118,0.0058,2.5,0.995081776463156,0.270516677868919,4.35906908016254
122,0.2304,5.47,0.111,9.247e-09,120,19.1511634444444,12.6552875503435,107.344712449656,0.992906571585596,sig_r,d,mu,nc,1,1.5,0.0,1.5,0.0,0.0,-0.8,0.0,-0.8,0.0,0.0,0.6,0.3,0.2,0.139,0.2722,0.0097,0.0049,2.5,0.992906571585596,0.271963582553893,3.5635562086701
123,0.2304,6.92,0.139,5.745e-09,120,23.9945662222222,16.0099798625918,103.990020137408,0.988629997802414,sig_r,d,mu,nc,1,1.2,0.0,1.2,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,0.6,0.3,0.2,0.118,0.2769,0.0073,0.0041,2.5,0.988629997802414,0.276566970017587,2.63633080534489
124,0.227,8.83,0.179,3.482e-09,120,30.9485224140969,20.7349032058086,99.2650967941914,0.980497362376484,sig_r,d,mu,nc,1,1.0,0.0,1.0,0.0,0.0,-0.3,0.0,-0.3,0.0,0.0,0.6,0.3,0.2,0.101,0.2783,0.0092,0.0036,2.5,0.980497362376484,0.277801326392564,3.30578512396694
125,0.2271,11.23,0.226,2.258e-09,120,39.0994256820784,26.3590520693382,93.6409479306619,0.967579264978086,sig_r,d,mu,nc,1,0.9,0.0,0.9,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.7,0.2,0.2,0.087,0.3041,0.0119,0.0035,2.5,0.967579264978086,0.303310017899939,3.91318645182506
126,0.2795,5.54,0.093,7.133e-09,120,15.1609531234347,10.5656232001251,109.434376799875,0.99504415336685,sig_r,d,mu,nc,1,1.2,0.0,1.2,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,1.0,0.3,0.2,0.127,0.2598,0.0125,0.0044,2.5,0.99504415336685,0.259654180074506,4.81139337952271
127,0.2849,6.93,0.114,4.042e-09,120,18.2741683243243,12.9660577421771,107.033942257823,0.992450720643264,sig_r,d,mu,nc,1,1.0,0.0,1.0,0.0,0.0,-0.3,0.0,-0.3,0.0,0.0,0.7,0.3,0.2,0.107,0.2389,0.0075,0.0034,2.5,0.992450720643264,0.238724947775708,3.13938886563416
128,0.2801,8.85,0.146,2.491e-09,120,23.6257026219207,16.842142122559,103.157857877441,0.987320601289896,sig_r,d,mu,nc,1,0.9,0.0,0.9,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,0.6,0.3,0.2,0.091,0.2423,0.0095,0.0029,2.5,0.987320601289896,0.242043111814475,3.92075938918696
129,0.2783,11.26,0.186,1.453e-09,120,30.0797793215954,21.567129702343,98.4328702976571,0.978726264826261,sig_r,d,mu,nc,1,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.2,0.078,0.235,0.0106,0.0026,2.5,0.978726264826261,0.234637614425307,4.51063829787234
130,0.2788,14.18,0.231,8.263e-10,120,37.5606761377331,27.1113177706467,92.8886822293533,0.965860095188493,sig_r,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.8,0.2,0.2,0.068,0.2204,0.0173,0.0024,2.5,0.965860095188493,0.219920373608659,7.84936479128857
131,0.3421,7.08,0.097,2.936e-09,120,14.4955470108155,11.0318246326309,108.968175367369,0.994547054602614,sig_r,d,mu,nc,1,0.3,0.0,0.3,0.0,0.0,0.5,0.0,0.5,0.0,0.0,2.1,0.2,0.2,0.099,0.2168,0.0073,0.0047,2.5,0.994547054602614,0.216692891637342,3.36715867158672
132,0.3535,8.86,0.117,1.641e-09,120,17.0834932220651,13.3601541695443,106.639845830456,0.991963873714558,sig_r,d,mu,nc,1,0.3,0.0,0.3,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.2,0.2,0.2,0.083,0.1993,0.0068,0.0027,2.5,0.991963873714558,0.199176682724328,3.411941796287
133,0.3526,11.32,0.149,9.001e-10,120,21.6642115553035,17.1132023215903,102.88679767841,0.986671001771661,sig_r,d,mu,nc,1,0.3,0.0,0.3,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.7,0.2,0.2,0.07,0.1829,0.0073,0.0019,2.5,0.986671001771661,0.182739976739112,3.99125205030071
134,0.3516,14.31,0.187,5.527e-10,120,27.2695027030717,21.6949140208271,98.3050859791729,0.978354806715479,sig_r,d,mu,nc,1,0.3,0.0,0.3,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.9,0.2,0.2,0.06,0.1846,0.0112,0.002,2.5,0.978354806715479,0.184373323708612,6.06717226435536
135,0.4383,9.03,0.096,8.531e-10,120,12.4521711731691,10.9820507319664,109.017949268034,0.994584361294996,sig_r,d,mu,nc,1,-2.9,0.0,-2.9,0.0,0.0,3.8,0.0,3.8,0.0,0.0,4.4,0.2,0.2,0.077,0.133,0.0068,0.0087,2.5,0.994584361294996,0.132948165438847,5.11278195488722
136,0.4698,11.36,0.114,4.403e-10,120,13.7003463414219,12.8893935721865,107.110606427814,0.992279062021537,sig_r,d,mu,nc,1,-2.3,0.0,-2.3,0.0,0.0,3.3,0.0,3.3,0.0,0.0,2.5,0.2,0.2,0.064,0.1189,0.0054,0.0057,2.5,0.992279062021537,0.118844368931884,4.54163162321278
137,0.478,14.38,0.14,2.7e-10,120,16.5835260083682,16.0360778296206,103.963922170379,0.988162393349998,sig_r,d,mu,nc,1,-1.7,0.0,-1.7,0.6,0.0,2.8,0.0,2.8,0.0,0.0,1.5,0.1,0.2,0.054,0.1215,0.0069,0.0045,2.5,0.988162393349998,0.121425942870903,5.67901234567901
138,0.0035,0.83,0.654,1.619e-05,200,237.192701142857,126.40877246421,73.5912275357904,0.617998861552007,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.5,0.0,-0.2,0.0,0.0,-0.2,0.0,5.0,1.2,4.1,0.537,0.2756,0.0078,0.0181,2.5,0.617998861552007,0.238816775157105,2.83018867924528
139,0.0051,1.18,0.633,6.441e-06,200,231.072393019608,123.332915255654,76.6670847443455,0.646851876535496,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.1,3.8,0.537,0.3032,0.0064,0.0161,2.5,0.646851876535496,0.265789468380809,2.11081794195251
140,0.0075,1.32,0.486,4.059e-06,200,175.559844,93.816631130064,106.183368869936,0.813141382481008,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.6,0.0,-0.2,0.0,0.0,-0.2,0.0,2.2,0.4,3.3,0.337,0.2996,0.0062,0.0121,2.5,0.813141382481008,0.285488812677715,2.0694259012016
141,0.0081,1.72,0.578,2.297e-06,200,211.505523012346,113.190660454342,86.809339545658,0.716386181033434,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.8,0.0,-0.1,0.0,0.0,-0.1,0.0,2.8,0.2,3.2,0.337,0.3364,0.0062,0.0145,2.5,0.716386181033434,0.312351267088849,1.84304399524376
142,0.0122,1.76,0.395,1.698e-06,200,143.382139081967,76.8988779754622,123.101122024538,0.885751368730221,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.6,0.0,-0.3,0.0,0.0,-0.3,0.0,1.6,0.1,2.9,0.246,0.3295,0.0073,0.0113,2.5,0.885751368730221,0.32206745981362,2.2154779969651
143,0.0124,2.45,0.537,8.446e-07,200,196.01048916129,105.320173326914,94.6798266730862,0.762491486276349,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.5,0.0,-0.1,0.0,0.0,-0.1,0.0,1.9,0.4,2.6,0.246,0.3662,0.0055,0.0122,2.5,0.762491486276349,0.349027670329325,1.50191152375751
144,0.0138,3.25,0.64,3.951e-07,200,233.137090376812,125.536911714718,74.4630882852817,0.637334882498856,sig_r,d,mu,nc,1,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.3,1.3,0.246,0.3632,0.0146,0.0079,2.5,0.637334882498856,0.337193151852162,4.01982378854626
145,0.0175,1.77,0.277,1.195e-06,200,100.252701142857,53.9141029546147,146.085897045385,0.949582536016831,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.8,0.0,-0.5,0.0,0.0,-0.5,0.0,1.6,0.1,2.6,0.19,0.3026,0.0107,0.0099,2.5,0.949582536016831,0.300164002391104,3.53602115003305
146,0.0174,2.48,0.388,6.429e-07,200,140.928579632184,75.9748057740852,124.025194225915,0.8904344979353,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.6,0.0,-0.3,0.0,0.0,-0.3,0.0,1.5,0.0,2.6,0.19,0.3532,0.0068,0.011,2.5,0.8904344979353,0.34702099292098,1.92525481313703
147,0.0169,3.62,0.586,2.822e-07,200,211.461027431953,114.179735304879,85.8202646951212,0.70678299061091,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.5,0.0,-0.1,0.0,0.0,-0.1,0.0,1.1,1.2,1.1,0.19,0.3759,0.0106,0.0076,2.5,0.70678299061091,0.358300876664689,2.81989890928438
148,0.0185,4.34,0.638,1.836e-07,200,231.134438594595,125.050423557886,74.9495764421138,0.640037901216804,sig_r,d,mu,nc,1,0.5,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.8,1.3,0.19,0.3948,0.0125,0.01,2.5,0.640037901216804,0.372108345814096,3.1661600810537
149,0.0244,1.79,0.203,8.997e-07,200,72.4504997377049,39.1048271522947,160.895172847705,0.974771918744374,sig_r,d,mu,nc,1,1.4,0.0,0.0,1.1,0.0,-0.8,0.0,0.0,-0.8,0.0,1.9,0.2,2.4,0.099,0.3058,0.0154,0.0105,2.5,0.974771918744374,0.305104972707145,5.03597122302158
150,0.0247,2.5,0.279,4.645e-07,200,99.5944188987854,53.9523320355999,146.0476679644,0.948743389452372,sig_r,d,mu,nc,1,1.1,0.0,0.0,0.8,0.0,-0.5,0.0,0.0,-0.5,0.0,1.6,0.1,2.3,0.099,0.3334,0.0063,0.0102,2.5,0.948743389452372,0.331860476991912,1.88962207558488
151,0.0248,3.45,0.38,2.48e-07,200,136.542747225806,74.1539995873169,125.846000412683,0.895635835527905,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.7,0.0,-0.3,0.0,0.0,-0.3,0.0,1.6,0.1,2.3,0.099,0.3709,0.0071,0.0108,2.5,0.895635835527905,0.367412836322226,1.9142626044756
152,0.0239,4.54,0.52,1.38e-07,200,186.298002995816,101.257014390094,98.7429856099062,0.780151963894975,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.6,0.0,-0.1,0.0,0.0,-0.1,0.0,1.0,1.1,1.0,0.099,0.3855,0.009,0.0074,2.5,0.780151963894975,0.377864903833203,2.33463035019455
153,0.0252,5.45,0.59,8.728e-08,200,211.699685269841,115.282431380512,84.7175686194876,0.701895435641884,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.5,1.1,0.099,0.3864,0.0086,0.0089,2.5,0.701895435641884,0.37602288382253,2.22567287784679
154,0.0277,6.51,0.637,5.517e-08,200,229.387894541516,125.276146344092,74.7238536559082,0.641355642966486,sig_r,d,mu,nc,1,0.5,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.7,1.3,0.099,0.393,0.0115,0.0101,2.5,0.641355642966486,0.380302119565131,2.92620865139949
155,0.0347,2.53,0.199,3.382e-07,200,71.2605068242075,38.8649588615178,161.135041138482,0.975838534519813,sig_r,d,mu,nc,1,1.4,0.0,0.0,1.1,0.0,-0.8,0.0,0.0,-0.8,0.0,1.8,0.2,2.1,0.108,0.329,0.0102,0.0103,2.5,0.975838534519813,0.328225100724826,3.10030395136778
