,X,Q2,w2,value,obs,target,lepton beam,current,stat_u,syst_u,*norm_c,%cor1_c,%cor2_c,%cor3_c,%cor4_c,%cor5_c,*Elab,*nu,*E',*sin2(theta/2),*epsilon
124,0.275,15.0,40.42529854545454,0.31145,F2,p,mu,NC,0.0073,0,0.0093435,-0.4,-0.1,0.6,0.0,1.0,120,29.07540220973057,90.92459779026943,0.000343691374605611,0.9993006695440649
125,0.275,17.0,45.69802581818181,0.29635,F2,p,mu,NC,0.0072,0,0.008890499999999999,-0.3,-0.1,0.2,0.0,1.0,120,32.952122504361306,87.04787749563869,0.00040686421869896974,0.9991738784353191
126,0.275,19.0,50.97075309090908,0.29636,F2,p,mu,NC,0.0076,0,0.0088908,-0.3,-0.1,0.5,0.0,1.0,120,36.828842798992056,83.17115720100794,0.0004759262064572263,0.999035285993684
127,0.275,21.5,57.56166218181817,0.29332,F2,p,mu,NC,0.0068,0,0.008799600000000001,-0.3,0.0,0.0,0.0,1.0,120,41.674743167280475,78.32525683271953,0.0005718674726126839,0.9988427846888649
128,0.275,24.5,65.47075309090908,0.28738,F2,p,mu,NC,0.0049,0,0.0086214,-0.3,0.0,0.3,0.0,0.4,120,47.4898236092266,72.51017639077341,0.0007039241828842315,0.998577880456674
129,0.275,28.0,74.6980258181818,0.28549,F2,p,mu,NC,0.0047,0,0.0085647,-0.3,0.0,-0.2,0.0,0.4,120,54.27408412483039,65.72591587516962,0.0008875240847784198,0.9982096983284838
130,0.275,32.5,86.56166218181818,0.28478,F2,p,mu,NC,0.0048,0,0.0085434,-0.3,0.0,0.1,0.0,0.2,120,62.99670478774956,57.00329521225044,0.001187796829660863,0.9976078397891622
131,0.275,37.5,99.74348036363634,0.28665,F2,p,mu,NC,0.0062,0,0.0085995,-0.2,0.1,0.4,0.0,0.0,120,72.68850552432642,47.311494475673584,0.0016512900483448049,0.9966795410156669
132,0.275,43.0,114.24348036363634,0.27188,F2,p,mu,NC,0.0062,0,0.0081564,-0.2,0.1,0.6,0.0,0.0,120,83.34948633456095,36.65051366543905,0.0024442586030604323,0.995093366372858
133,0.35,13.25,25.48698685714286,0.23713,F2,p,mu,NC,0.006,0,0.0071139,-0.2,0.2,0.6,0.0,1.0,120,20.179713676515384,99.82028632348462,0.0002765386444315604,0.9994290950397039
134,0.35,15.0,28.73698685714286,0.23446,F2,p,mu,NC,0.0055,0,0.0070338,-0.2,0.2,0.6,0.0,1.0,120,22.84495887907402,97.15504112092597,0.00032165083396037123,0.9993384338570597
135,0.35,17.0,32.451272571428575,0.23473,F2,p,mu,NC,0.0053,0,0.007041899999999999,-0.2,0.2,0.1,0.0,1.0,120,25.89095339628389,94.10904660371611,0.0003763364728983256,0.9992285441631535
136,0.35,19.0,36.16555828571429,0.22939,F2,p,mu,NC,0.0055,0,0.0068817,-0.2,0.2,0.4,0.0,1.0,120,28.93694791349376,91.06305208650625,0.00043468050352332525,0.9991113163952385
137,0.35,21.5,40.80841542857143,0.22173,F2,p,mu,NC,0.0047,0,0.0066519,-0.2,0.2,-0.3,0.0,1.0,120,32.744441060006096,87.2555589399939,0.0005133388314831623,0.9989532939946221
138,0.35,24.5,46.379844,0.23176,F2,p,mu,NC,0.0035,0,0.006952799999999999,-0.2,0.2,0.4,0.0,0.4,120,37.3134328358209,82.68656716417911,0.0006172909145607702,0.9987444956695635
139,0.35,28.0,52.879844,0.22638,F2,p,mu,NC,0.0033,0,0.0067913999999999995,-0.2,0.2,0.3,0.0,0.4,120,42.64392324093817,77.35607675906184,0.0007540885703785374,0.9984697904963312
140,0.35,32.5,61.23698685714286,0.22116,F2,p,mu,NC,0.0032,0,0.0066348,-0.2,0.2,0.0,0.0,0.3,120,49.49741090466038,70.50258909533963,0.0009603666220225236,0.9980557043515356
141,0.35,37.5,70.52270114285716,0.2221,F2,p,mu,NC,0.0042,0,0.006663,-0.2,0.2,0.0,0.0,0.0,120,57.112397197685056,62.887602802314944,0.0012422957231424975,0.9974900339452927
142,0.35,43.0,80.73698685714285,0.21858,F2,p,mu,NC,0.0042,0,0.0065574,-0.2,0.2,0.4,0.0,0.0,120,65.48888212001219,54.51111787998781,0.0016433956377589036,0.996685810669566
143,0.35,49.5,92.80841542857144,0.20928,F2,p,mu,NC,0.0043,0,0.0062784,-0.2,0.2,0.1,0.0,0.0,120,75.38836430094427,44.611635699055725,0.0023116166530110617,0.9953474426050521
144,0.35,57.0,106.73698685714285,0.21417,F2,p,mu,NC,0.005,0,0.0064250999999999996,-0.2,0.2,0.4,0.0,0.0,120,86.81084374048127,33.189156259518725,0.0035779758627019096,0.9928160166728281
145,0.45,13.25,17.07428844444444,0.15964,F2,p,mu,NC,0.0059,0,0.0047891999999999995,0.5,1.3,0.3,0.0,1.0,120,15.695332859511964,104.30466714048804,0.000264649391282622,0.9994423954322813
146,0.45,15.0,19.213177333333334,0.16152,F2,p,mu,NC,0.0055,0,0.004845599999999999,0.4,1.2,-0.3,0.0,1.0,120,17.768301350390903,102.2316986496091,0.00030567818409343715,0.9993598114141881
147,0.45,17.0,21.657621777777777,0.15248,F2,p,mu,NC,0.0053,0,0.0045744,0.3,1.1,-0.4,0.0,1.0,120,20.13740819710969,99.86259180289031,0.000354653990320744,0.9992612403967116
148,0.45,19.0,24.10206622222222,0.15384,F2,p,mu,NC,0.0055,0,0.0046152,0.2,1.0,0.7,0.0,1.0,120,22.50651504382848,97.49348495617153,0.0004060100359642301,0.9991578893089113
149,0.45,21.5,27.157621777777777,0.15355,F2,p,mu,NC,0.0048,0,0.0046064999999999995,0.2,0.9,0.2,0.0,1.0,120,25.46789860222696,94.53210139777303,0.0004738249335872889,0.9990214322124203
150,0.45,24.5,30.82428844444444,0.14984,F2,p,mu,NC,0.0032,0,0.0044951999999999995,0.1,0.8,0.0,0.0,0.4,120,29.021558872305143,90.97844112769485,0.0005610303499817719,0.9988459850941486
151,0.45,28.0,35.10206622222222,0.14605,F2,p,mu,NC,0.003,0,0.0043815,0.0,0.7,0.3,0.0,0.4,120,33.16749585406302,86.83250414593698,0.0006717914438502674,0.99862319140613
152,0.45,32.5,40.60206622222221,0.14605,F2,p,mu,NC,0.0029,0,0.0043815,0.0,0.6,-0.1,0.0,0.3,120,38.49798625918029,81.5020137408197,0.0008307565693855009,0.9983035236726764
153,0.45,37.5,46.71317733333333,0.1433,F2,p,mu,NC,0.0032,0,0.004299,-0.1,0.6,-0.1,0.0,0.2,120,44.42075337597726,75.57924662402274,0.0010336832330261425,0.9978956019601501
154,0.45,43.0,53.435399555555556,0.14231,F2,p,mu,NC,0.0037,0,0.004269299999999999,-0.1,0.5,0.4,0.0,0.0,120,50.93579720445392,69.06420279554608,0.0012971022571350165,0.9973663290219416
155,0.45,49.5,61.379844,0.13745,F2,p,mu,NC,0.0037,0,0.0041234999999999996,-0.1,0.5,0.3,0.0,0.0,120,58.63539445628998,61.36460554371002,0.0016805290132036136,0.9965964358069547
156,0.45,57.0,70.54651066666665,0.13757,F2,p,mu,NC,0.0039,0,0.0041271,-0.1,0.5,0.7,0.0,0.0,120,67.51954513148543,52.48045486851457,0.002262747156013001,0.9954285259780995
157,0.45,65.5,80.93539955555555,0.13481,F2,p,mu,NC,0.0042,0,0.004044300000000001,-0.2,0.4,0.2,0.0,0.0,120,77.58824923004028,42.411750769959724,0.0032174652273488993,0.993516369007999
158,0.45,75.0,92.54651066666666,0.12375,F2,p,mu,NC,0.0048,0,0.0037124999999999997,-0.2,0.4,0.0,0.0,0.0,120,88.84150675195453,31.158493248045474,0.005014684078467156,0.9899268035215429
159,0.55,15.0,13.15257127272727,0.08496,F2,p,mu,NC,0.0039,0,0.0025488,1.5,3.0,1.8,0.0,1.0,120,14.537701104865285,105.46229889513472,0.0002963144206734304,0.9993655245613533
160,0.55,17.0,14.788934909090905,0.08002,F2,p,mu,NC,0.0036,0,0.0024005999999999997,1.3,2.7,1.5,0.0,1.0,120,16.476061252180653,103.52393874781934,0.00034211088850609147,0.9992732091732154
161,0.55,19.0,16.425298545454538,0.09077,F2,p,mu,NC,0.0045,0,0.0027231,1.1,2.4,0.6,0.0,1.0,120,18.414421399496028,101.58557860050396,0.00038965504630336336,0.9991773799303395
162,0.55,21.5,18.470753090909085,0.08541,F2,p,mu,NC,0.0037,0,0.0025623,0.9,2.2,0.7,0.0,1.0,120,20.837371583640238,99.16262841635977,0.00045169906629135875,0.9990523389307939
163,0.55,24.5,20.925298545454538,0.09161,F2,p,mu,NC,0.0043,0,0.0027483,0.7,1.9,0.6,0.0,1.0,120,23.7449118046133,96.2550881953867,0.0005302749976505967,0.9988940028263867
164,0.55,28.0,23.788934909090905,0.0816,F2,p,mu,NC,0.0023,0,0.002448,0.6,1.7,0.6,0.0,0.4,120,27.137042062415194,92.86295793758481,0.0006281657899863628,0.9986967812838695
165,0.55,32.5,27.470753090909085,0.07931,F2,p,mu,NC,0.0022,0,0.0023793,0.4,1.5,0.3,0.0,0.3,120,31.49835239387478,88.50164760612522,0.000765051670390001,0.9984210617614957
166,0.55,37.5,31.56166218181817,0.0787,F2,p,mu,NC,0.0025,0,0.0023610000000000003,0.3,1.4,0.4,0.0,0.2,120,36.34425276216321,83.65574723783679,0.0009338868228370175,0.9980810947369485
167,0.55,43.0,36.06166218181817,0.07629,F2,p,mu,NC,0.0029,0,0.0022887,0.2,1.2,0.4,0.0,0.0,120,41.674743167280475,78.32525683271953,0.0011437349452253678,0.997658706429206
168,0.55,49.5,41.379843999999984,0.07905,F2,p,mu,NC,0.003,0,0.0023715,0.1,1.1,0.3,0.0,0.0,120,47.97441364605544,72.02558635394456,0.0014317828596802841,0.9970792085435718
169,0.55,57.0,47.516207636363625,0.07485,F2,p,mu,NC,0.0031,0,0.0022455,0.1,1.0,0.1,0.0,0.0,120,55.24326419848808,64.75673580151192,0.0018337860692049807,0.9962710207735195
170,0.55,65.5,54.470753090909085,0.06696,F2,p,mu,NC,0.0032,0,0.0020088000000000003,0.0,0.9,0.0,0.0,0.0,120,63.481294824578406,56.518705175421594,0.0024143924194617826,0.9951049327947145
171,0.55,75.0,62.24348036363635,0.07074,F2,p,mu,NC,0.0036,0,0.0021222,-0.1,0.8,-0.1,0.0,0.0,120,72.68850552432642,47.311494475673584,0.0033025800966896097,0.9933237555597618
172,0.55,86.0,71.24348036363635,0.07066,F2,p,mu,NC,0.0038,0,0.0021198,-0.1,0.7,0.2,0.0,0.0,120,83.34948633456095,36.65051366543905,0.0048885172061208645,0.9901512714080233
173,0.65,17.0,10.033690153846152,0.04112,F2,p,mu,NC,0.0021,0,0.0012335999999999998,3.2,5.7,6.9,0.0,1.0,120,13.941282597999017,106.05871740200098,0.0003339345179182647,0.9992739994139165
174,0.65,19.0,11.110613230769228,0.04283,F2,p,mu,NC,0.0024,0,0.0012849,2.8,5.2,5.9,0.0,1.0,120,15.581433491881254,104.41856650811874,0.00037908328621094075,0.9991828577061521
175,0.65,21.5,12.456767076923072,0.04107,F2,p,mu,NC,0.0022,0,0.0012321,2.4,4.6,5.5,0.0,1.0,120,17.631622109234048,102.36837789076596,0.0004375537406137512,0.999064836016289
176,0.65,24.5,14.072151692307692,0.03655,F2,p,mu,NC,0.0023,0,0.0010965,2.0,4.1,4.6,0.0,1.0,120,20.091848450057405,99.9081515499426,0.000510885907454225,0.9989168360888075
177,0.65,28.0,15.956767076923072,0.03694,F2,p,mu,NC,0.0023,0,0.0011082,1.7,3.7,3.8,0.0,1.0,120,22.962112514351322,97.03788748564868,0.0006011397696797602,0.9987347149596825
178,0.65,32.5,18.379844,0.03681,F2,p,mu,NC,0.0014,0,0.0011043000000000001,1.3,3.2,2.8,0.0,0.3,120,26.652452025586353,93.34754797441364,0.000725335960103548,0.9984841572038354
179,0.65,37.5,21.072151692307692,0.04068,F2,p,mu,NC,0.0017,0,0.0012204,1.1,2.8,2.2,0.0,0.2,120,30.75282926029195,89.24717073970805,0.0008753778898812805,0.9981815419647837
180,0.65,43.0,24.033690153846145,0.03615,F2,p,mu,NC,0.0018,0,0.0010845,0.9,2.5,1.8,0.0,0.0,120,35.263244218468095,84.73675578153191,0.0010571956939713016,0.9978149629086774
181,0.65,49.5,27.533690153846145,0.03593,F2,p,mu,NC,0.002,0,0.0010779,0.7,2.2,1.5,0.0,0.0,120,40.59373462358537,79.40626537641464,0.0012987010472177468,0.9973282524973817
182,0.65,57.0,31.572151692307692,0.03047,F2,p,mu,NC,0.0019,0,0.0009140999999999999,0.5,2.0,1.1,0.0,0.0,120,46.74430047564376,73.25569952435623,0.0016210342781658607,0.9966790211797757
183,0.65,65.5,36.149074769230765,0.03567,F2,p,mu,NC,0.0023,0,0.0010701,0.3,1.8,1.0,0.0,0.0,120,53.714941774643265,66.28505822535674,0.0020586590249253556,0.9957982560907667
184,0.65,75.0,41.26445938461539,0.03176,F2,p,mu,NC,0.0024,0,0.0009527999999999998,0.2,1.6,0.8,0.0,0.0,120,61.5056585205839,58.4943414794161,0.0026711985475549576,0.9945667742096386
185,0.65,86.0,47.1875363076923,0.03051,F2,p,mu,NC,0.0025,0,0.0009153,0.1,1.4,0.9,0.0,0.0,120,70.52648843693619,49.47351156306381,0.003621466538478539,0.9926593401416318
186,0.65,99.0,54.1875363076923,0.03451,F2,p,mu,NC,0.003,0,0.0010352999999999998,0.0,1.3,0.6,0.0,0.0,120,81.18746924717074,38.81253075282926,0.005314005451318458,0.9892710871949612
187,0.75,32.5,11.713177333333334,0.01335,F2,p,mu,NC,0.0008,0,0.00040050000000000003,3.5,7.0,7.5,0.0,0.0,120,23.098791755508174,96.90120824449183,0.0006987356975209036,0.9985185666749918
188,0.75,37.5,13.379843999999999,0.01194,F2,p,mu,NC,0.0008,0,0.0003582,2.9,6.1,6.8,0.0,0.0,120,26.652452025586356,93.34754797441364,0.0008369261078117862,0.9982394131078078
189,0.75,43.0,15.213177333333334,0.01239,F2,p,mu,NC,0.0009,0,0.0003717,2.4,5.4,6.1,0.0,0.0,120,30.561478322672354,89.43852167732764,0.0010016191195168468,0.9979068255882694
190,0.75,49.5,17.379844,0.01156,F2,p,mu,NC,0.001,0,0.0003468,1.9,4.8,5.4,0.0,0.0,120,35.18123667377399,84.81876332622602,0.001215827677224736,0.9974744119646931
191,0.75,57.0,19.879844,0.0117,F2,p,mu,NC,0.0011,0,0.000351,1.5,4.2,4.6,0.0,0.0,120,40.51172707889126,79.48827292110875,0.0014939310622317595,0.9969132990066137
192,0.75,65.5,22.713177333333334,0.01057,F2,p,mu,NC,0.0012,0,0.00031709999999999996,1.2,3.7,4.1,0.0,0.0,120,46.552949538024166,73.44705046197583,0.0018579144087478225,0.9961793927152041
193,0.75,75.0,25.879844000000006,0.00993,F2,p,mu,NC,0.0012,0,0.0002979,0.9,3.3,3.0,0.0,0.0,120,53.30490405117271,66.69509594882729,0.002342750959079284,0.9952026550570002
194,0.75,86.0,29.546510666666677,0.00963,F2,p,mu,NC,0.0013,0,0.0002889,0.6,2.9,2.6,0.0,0.0,120,61.12295664534471,58.87704335465529,0.00304306494447127,0.9937935286333276
195,0.75,99.0,33.879844000000006,0.00817,F2,p,mu,NC,0.0013,0,0.0002451,0.4,2.6,2.0,0.0,0.0,120,70.36247334754798,49.637526652452024,0.004155122422680412,0.9915600512537491
196,0.07,17.0,226.73698685714282,0.41459,F2,p,mu,NC,0.0054,0,0.0124377,-0.3,-0.1,-0.4,1.5,0.5,200,129.45476698141943,70.54523301858057,0.0003012251727115717,0.9993971204948212
197,0.07,19.0,253.30841542857138,0.41972,F2,p,mu,NC,0.0055,0,0.0125916,-0.2,0.0,0.5,1.5,0.5,200,144.68473956746877,55.31526043253123,0.000429357103524229,0.9991408759400369
198,0.1,19.0,171.879844,0.4018,F2,p,mu,NC,0.0041,0,0.012053999999999999,-0.3,-0.1,0.4,0.5,0.5,200,101.27931769722815,98.72068230277185,0.00024057775377969763,0.9995180696178217
199,0.1,21.5,194.379844,0.40171,F2,p,mu,NC,0.0032,0,0.0120513,-0.3,-0.1,0.6,0.5,0.5,200,114.60554371002132,85.39445628997868,0.0003147159800249688,0.9993697367140778
200,0.1,24.5,221.379844,0.40528,F2,p,mu,NC,0.0035,0,0.012158399999999998,-0.3,-0.1,0.3,0.5,0.5,200,130.59701492537314,69.40298507462686,0.0004412634408602151,0.9991165963197315
201,0.14,21.5,132.95127257142855,0.38121,F2,p,mu,NC,0.0036,0,0.0114363,-0.4,-0.2,0.5,0.0,0.5,200,81.86110265001523,118.13889734998477,0.00022748646383911306,0.9995436718293453
202,0.14,24.5,151.37984399999996,0.38366,F2,p,mu,NC,0.0038,0,0.011509799999999999,-0.3,-0.2,0.7,0.0,0.5,200,93.28358208955224,106.71641791044776,0.00028697552447552445,0.9994245990472264
203,0.14,28.0,172.87984399999996,0.37999,F2,p,mu,NC,0.0037,0,0.011399699999999999,-0.3,-0.1,0.3,0.0,0.5,200,106.60980810234541,93.39019189765459,0.00037477168949771693,0.9992488929541306
204,0.14,32.5,200.5227011428571,0.37396,F2,p,mu,NC,0.0036,0,0.0112188,-0.3,-0.1,0.4,0.0,0.5,200,123.74352726165093,76.25647273834907,0.0005327416616736568,0.998932826178137
205,0.18,21.5,98.82428844444445,0.35183,F2,p,mu,NC,0.0042,0,0.010554899999999999,-0.4,-0.3,0.5,0.0,0.5,200,63.6697465055674,136.3302534944326,0.0001971315926666087,0.9996037247404176
206,0.18,24.5,112.4909551111111,0.36243,F2,p,mu,NC,0.0044,0,0.0108729,-0.4,-0.2,0.2,0.0,0.5,200,72.55389718076286,127.44610281923714,0.00024029765777488615,0.9995172849750589
207,0.18,28.0,128.43539955555556,0.36224,F2,p,mu,NC,0.0042,0,0.0108672,-0.3,-0.2,0.3,0.0,0.5,200,82.91873963515755,117.08126036484245,0.0002989376770538244,0.9993998707083158
208,0.18,32.5,148.93539955555556,0.35007,F2,p,mu,NC,0.0029,0,0.010502099999999999,-0.3,-0.1,0.4,0.0,0.3,200,96.24496564795072,103.75503435204928,0.000391547265669597,0.9992144676758767
209,0.18,37.5,171.71317733333333,0.3445,F2,p,mu,NC,0.0031,0,0.010334999999999999,-0.3,-0.1,-0.2,0.0,0.2,200,111.05188343994315,88.94811656005685,0.0005269926088693568,0.9989433701088714
210,0.18,43.0,196.76873288888888,0.34801,F2,p,mu,NC,0.0031,0,0.0104403,-0.3,0.0,0.1,0.0,0.2,200,127.3394930111348,72.6605069888652,0.0007397416041734594,0.9985176958225283
211,0.225,28.0,97.32428844444445,0.32347,F2,p,mu,NC,0.0039,0,0.009704099999999998,-0.4,-0.2,-0.3,0.0,0.5,200,66.33499170812604,133.66500829187396,0.00026184863523573204,0.9994731100825112
212,0.225,32.5,112.82428844444442,0.32855,F2,p,mu,NC,0.0037,0,0.0098565,-0.3,-0.1,0.2,0.0,0.5,200,76.99597251836057,123.00402748163943,0.0003302737384437596,0.999336053021067
213,0.225,37.5,130.04651066666665,0.31485,F2,p,mu,NC,0.0028,0,0.0094455,-0.3,-0.1,-0.1,0.0,0.2,200,88.84150675195453,111.15849324804547,0.00042169517263427117,0.9991529631597742
214,0.225,43.0,148.9909551111111,0.31585,F2,p,mu,NC,0.0027,0,0.0094755,-0.3,0.0,0.3,0.0,0.2,200,101.87159440890784,98.12840559109216,0.0005477516900048285,0.998900564663064
215,0.225,49.5,171.379844,0.30939,F2,p,mu,NC,0.0027,0,0.0092817,-0.3,0.0,0.5,0.0,0.2,200,117.27078891257996,82.72921108742004,0.0007479220360824743,0.9984999018768927
216,0.225,57.0,197.2131773333333,0.31816,F2,p,mu,NC,0.0037,0,0.009544799999999999,-0.2,0.0,0.3,0.0,0.0,200,135.03909026297086,64.96090973702914,0.0010968134573304156,0.9978019422614611
217,0.275,28.0,74.6980258181818,0.28872,F2,p,mu,NC,0.0041,0,0.008661599999999998,-0.3,-0.1,0.3,0.0,0.5,200,54.27408412483039,145.72591587516962,0.00024017690875232774,0.999515198851333
218,0.275,32.5,86.56166218181818,0.28319,F2,p,mu,NC,0.0037,0,0.0084957,-0.3,0.0,-0.4,0.0,0.5,200,62.99670478774956,137.00329521225044,0.0002965257144878325,0.999402272029429
219,0.275,37.5,99.74348036363634,0.27997,F2,p,mu,NC,0.0029,0,0.0083991,-0.3,0.0,0.0,0.0,0.3,200,72.68850552432642,127.31149447567358,0.00036819142052375153,0.9992586675760342
220,0.275,43.0,114.24348036363634,0.2738,F2,p,mu,NC,0.0027,0,0.008213999999999999,-0.3,0.0,-0.2,0.0,0.2,200,83.34948633456095,116.65051366543905,0.0004607780824194084,0.9990731721195683
221,0.275,49.5,131.37984399999996,0.27157,F2,p,mu,NC,0.0027,0,0.0081471,-0.3,0.0,0.4,0.0,0.2,200,95.94882729211088,104.05117270788912,0.0005946593237704918,0.9988050048515938
222,0.275,57.0,151.15257127272724,0.27491,F2,p,mu,NC,0.0029,0,0.008247299999999999,-0.3,0.1,0.1,0.0,0.2,200,110.48652839697615,89.51347160302385,0.0007959695755738414,0.9984019114406585
223,0.275,65.5,173.56166218181818,0.27275,F2,p,mu,NC,0.0036,0,0.008182499999999999,-0.2,0.1,0.4,0.0,0.0,200,126.96258964915681,73.03741035084319,0.0011210008625265394,0.9977514292559405
224,0.275,75.0,198.60711672727268,0.26446,F2,p,mu,NC,0.0039,0,0.0079338,-0.2,0.1,0.7,0.0,0.0,200,145.37701104865283,54.62298895134717,0.0017163103264726755,0.9965611420293519
225,0.35,32.5,61.23698685714286,0.22247,F2,p,mu,NC,0.0028,0,0.0066741,-0.2,0.2,-0.2,0.0,0.5,200,49.49741090466038,150.50258909533963,0.00026992891115158876,0.999453132311703
226,0.35,37.5,70.52270114285716,0.22019,F2,p,mu,NC,0.0021,0,0.0066057,-0.2,0.2,0.2,0.0,0.3,200,57.112397197685056,142.88760280231494,0.00032805505222767005,0.9993365694875954
227,0.35,43.0,80.73698685714285,0.2171,F2,p,mu,NC,0.002,0,0.006513,-0.2,0.2,0.4,0.0,0.2,200,65.48888212001219,134.5111178799878,0.00039959522192028986,0.9991931256578761
228,0.35,49.5,92.80841542857144,0.21531,F2,p,mu,NC,0.002,0,0.006459299999999999,-0.2,0.2,0.3,0.0,0.2,200,75.38836430094427,124.61163569905573,0.0004965427157174286,0.9989987710375154
229,0.35,57.0,106.73698685714285,0.21488,F2,p,mu,NC,0.002,0,0.0064464,-0.2,0.2,0.5,0.0,0.2,200,86.81084374048127,113.18915625951873,0.0006294772604951561,0.9987323333251287
230,0.35,65.5,122.52270114285717,0.20861,F2,p,mu,NC,0.0021,0,0.0062583,-0.2,0.2,-0.2,0.0,0.1,200,99.75632043862322,100.24367956137678,0.0008167597234883015,0.9983570881927776
231,0.35,75.0,140.16555828571433,0.20327,F2,p,mu,NC,0.0026,0,0.0060980999999999995,-0.2,0.2,0.1,0.0,0.0,200,114.22479439537011,85.77520560462989,0.001092973188920455,0.9978039159715724
232,0.35,86.0,160.5941297142857,0.20739,F2,p,mu,NC,0.0028,0,0.006221699999999999,-0.2,0.2,0.6,0.0,0.0,200,130.97776424002438,69.02223575997562,0.001557469108561342,0.9968743632868616
233,0.35,99.0,184.73698685714288,0.20279,F2,p,mu,NC,0.003,0,0.0060837,-0.2,0.2,0.3,0.0,0.0,200,150.77672860188855,49.22327139811145,0.0025140547648514868,0.994962768315407
234,0.45,32.5,40.60206622222221,0.14306,F2,p,mu,NC,0.0027,0,0.004291799999999999,0.2,1.0,0.6,0.0,0.5,200,38.49798625918029,161.5020137408197,0.0002515448511075253,0.9994860132966424
235,0.45,37.5,46.71317733333333,0.13699,F2,p,mu,NC,0.0028,0,0.0041097,0.2,0.9,0.3,0.0,0.5,200,44.42075337597726,155.57924662402274,0.00030129339881224305,0.9993861532407151
236,0.45,43.0,53.435399555555556,0.13886,F2,p,mu,NC,0.0018,0,0.0041658,0.1,0.8,0.4,0.0,0.2,200,50.93579720445392,149.06420279554607,0.0003605828830260649,0.9992671547834943
237,0.45,49.5,61.379844,0.13693,F2,p,mu,NC,0.0018,0,0.004107899999999999,0.0,0.7,0.1,0.0,0.2,200,58.63539445628998,141.36460554371,0.000437697963800905,0.9991124002931056
238,0.45,57.0,70.54651066666665,0.13616,F2,p,mu,NC,0.0019,0,0.0040847999999999995,0.0,0.6,-0.3,0.0,0.2,200,67.51954513148543,132.48045486851458,0.0005378151824034334,0.9989115210180253
239,0.45,65.5,80.93539955555555,0.13059,F2,p,mu,NC,0.0018,0,0.0039177000000000005,-0.1,0.6,0.3,0.0,0.2,200,77.58824923004028,122.41175076995972,0.0006688491871492162,0.9986486702845404
240,0.45,75.0,92.54651066666666,0.12772,F2,p,mu,NC,0.0023,0,0.0038315999999999997,-0.1,0.5,0.2,0.0,0.0,200,88.84150675195453,111.15849324804547,0.0008433903452685423,0.9982986531569044
241,0.45,86.0,105.99095511111112,0.13136,F2,p,mu,NC,0.0024,0,0.0039408,-0.1,0.5,0.5,0.0,0.0,200,101.87159440890784,98.12840559109216,0.001095503380009657,0.9977932941001275
242,0.45,99.0,121.879844,0.12791,F2,p,mu,NC,0.0024,0,0.0038372999999999997,-0.1,0.5,0.0,0.0,0.0,200,117.27078891257996,82.72921108742004,0.0014958440721649486,0.9969913408000382
243,0.45,115.5,142.04651066666668,0.12426,F2,p,mu,NC,0.0024,0,0.0037278,-0.2,0.4,0.3,0.0,0.0,200,136.81592039800995,63.18407960199005,0.002284990157480315,0.9954124332840392
244,0.55,32.5,27.470753090909085,0.07735,F2,p,mu,NC,0.002,0,0.0023205,1.1,2.5,2.1,0.0,0.5,200,31.49835239387478,168.50164760612523,0.0002410955653974462,0.9995021414999447
245,0.55,37.5,31.56166218181817,0.08022,F2,p,mu,NC,0.0023,0,0.0024066,0.9,2.2,1.7,0.0,0.5,200,36.34425276216321,163.6557472378368,0.0002864244048324055,0.9994110664855641
246,0.55,43.0,36.06166218181817,0.07595,F2,p,mu,NC,0.0014,0,0.0022785,0.7,1.9,1.2,0.0,0.2,200,41.674743167280475,158.32525683271953,0.00033949100146914786,0.9993044553120312
247,0.55,49.5,41.379843999999984,0.07563,F2,p,mu,NC,0.0014,0,0.0022689,0.6,1.7,1.1,0.0,0.2,200,47.97441364605544,152.02558635394456,0.0004070038569424965,0.999168838017193
248,0.55,57.0,47.516207636363625,0.07595,F2,p,mu,NC,0.0015,0,0.0022785,0.4,1.5,0.6,0.0,0.2,200,55.24326419848808,144.75673580151192,0.0004922050749866095,0.9989977153953499
249,0.55,65.5,54.470753090909085,0.07098,F2,p,mu,NC,0.0014,0,0.0021294,0.3,1.3,0.2,0.0,0.1,200,63.481294824578406,136.5187051754216,0.0005997346656254437,0.998781789319018
250,0.55,75.0,62.24348036363635,0.07032,F2,p,mu,NC,0.0016,0,0.0021095999999999997,0.2,1.2,0.2,0.0,0.1,200,72.68850552432642,127.31149447567358,0.0007363828410475031,0.9985074589633836
251,0.55,86.0,71.24348036363635,0.07313,F2,p,mu,NC,0.0019,0,0.0021939,0.1,1.1,0.4,0.0,0.0,200,83.34948633456095,116.65051366543905,0.0009215561648388168,0.9981358318822736
252,0.55,99.0,81.87984399999998,0.067,F2,p,mu,NC,0.0019,0,0.00201,0.0,1.0,0.1,0.0,0.0,200,95.94882729211088,104.05117270788912,0.0011893186475409837,0.9975987010071828
253,0.55,115.5,95.37984399999998,0.06536,F2,p,mu,NC,0.0019,0,0.0019608,0.0,0.9,0.0,0.0,0.0,200,111.94029850746269,88.05970149253731,0.0016395127118644067,0.9966962668086442
254,0.55,137.5,113.37984399999996,0.06655,F2,p,mu,NC,0.002,0,0.0019965,-0.1,0.8,0.3,0.0,0.0,200,133.26226012793177,66.73773987206823,0.002575379392971246,0.9948229002697757
