,exp,Elab,*E',*theta,Q2,x,*epsilon,sigma(ub/sr/GeV/nucleon),*nu,*y,*y+,*W2,*value,%sys_c,%sys_u,obs,target,lepton beam,current,units,*%norm_c
500,clas6,2.474,2.21523832984868,18.6502121008155,0.575,1.1845,0.9781573267379279,0.41665,0.258761670151324,0.104592429325515,1.84872665340083,0.790280893203883,0.0848359399837079,2.67106684267371,4.37729509180367,sig_r,d,e,nc,1,1
501,clas6,2.474,2.21718961181882,18.6419304183283,0.575,1.1935,0.9763717192058022,0.37882,0.256810388181184,0.103803713897002,1.85013971900445,0.786620288227901,0.0764257711468281,2.65007127395597,4.35695053059501,sig_r,d,e,nc,1,1
502,clas6,2.474,2.21911168541019,18.6337834800781,0.575,1.2025,0.974552975848163,0.33234,0.254888314589807,0.103026804603802,1.85153284903891,0.783014478170478,0.066439088197599,2.74751760245532,4.3455497382199,sig_r,d,e,nc,1,1
503,clas6,2.474,2.22100520157306,18.6257680218563,0.575,1.2115,0.97270413134472,0.31158,0.252994798426944,0.102261438329404,1.85290646089003,0.779462241848947,0.0617276577696816,2.88137877912575,4.34591437191091,sig_r,d,e,nc,1,1
504,clas6,2.474,2.22287079205715,18.6178808841144,0.575,1.2205,0.9708280347233635,0.31002,0.251129207942846,0.101507359718208,1.85426096042019,0.775962394100778,0.0608700374571978,2.92210179988388,4.40165150635443,sig_r,d,e,nc,1,1
505,clas6,2.474,2.22470907011448,18.6101190078005,0.575,1.2295,0.9689273602334758,0.29144,0.249290929885517,0.100764320891478,1.85559674236141,0.77251378446523,0.0567153365179037,2.95982020312929,4.34429041998353,sig_r,d,e,nc,1,1
506,clas6,2.474,2.22652063117138,18.6024794303919,0.575,1.2385,0.9670046175984199,0.25894,0.247479368828618,0.100032081175674,1.85691419069263,0.769115295922487,0.0499483664004594,3.24256584536958,4.36124198656059,sig_r,d,e,nc,1,1
507,clas6,2.474,2.22830605347155,18.5949592821159,0.575,1.2475,0.9650621616798462,0.24406,0.245693946528451,0.099310406842543,1.85821367900179,0.765765843687375,0.0466683315670246,3.2255592886995,4.32393673686798,sig_r,d,e,nc,1,1
508,clas6,2.474,2.23006589869141,18.5875557823456,0.575,1.2565,0.9631022015839603,0.25987,0.24393410130859,0.0985990708603839,1.85949557083341,0.762464374054914,0.0492626220139936,3.19121099011044,4.36641397621888,sig_r,d,e,nc,1,1
509,clas6,2.474,2.23180071252924,18.5802662361628,0.575,1.2655,0.961126809239968,0.24905,0.242199287470757,0.0978978526559244,1.86076022002243,0.75920986329514,0.0468074828296485,3.33808472194339,4.33527404135716,sig_r,d,e,nc,1,1
510,clas6,2.474,2.23351102526933,18.5730880310797,0.575,1.2745,0.959137927479529,0.21152,0.240488974730673,0.0972065378862867,1.86200797101491,0.756001316594743,0.0394165561077152,3.38525907715582,4.33391641452345,sig_r,d,e,nc,1,1
511,clas6,2.474,2.23519735232237,18.5660186339084,0.575,1.2835,0.9571373776439939,0.19906,0.238802647677634,0.0965249182205472,1.86323915917603,0.752837767043241,0.0367824255240251,3.68356274490104,4.35898724002813,sig_r,d,e,nc,1,1
512,clas6,2.474,2.23686019474333,18.5590555877739,0.575,1.2925,0.9551268667466929,0.19735,0.237139805256668,0.0958527911304235,1.86445411108629,0.749718274661509,0.0361620259864143,3.58358246769698,4.35520648593869,sig_r,d,e,nc,1,1
513,clas6,2.474,2.23850003972782,18.5521965092596,0.575,1.3015,0.9531079942143447,0.18988,0.235499960272181,0.0951899596896445,1.86565314482607,0.746641925470611,0.0345051368839142,3.59858858226248,4.33157783863493,sig_r,d,e,nc,1,1
514,clas6,2.474,2.24011736108795,18.5454390856808,0.575,1.3105,0.9510822582321906,0.16903,0.233882638912051,0.094536232381589,1.86683657024937,0.743607830599008,0.0304639637134765,4.1583150919955,4.33964385020411,sig_r,d,e,nc,1,1
515,clas6,2.474,2.2417126197088,18.5387810724793,0.575,1.3195,0.9490510617154658,0.17282,0.232287380291204,0.0938914229147953,1.86800468924702,0.740615125426298,0.0308932374462921,4.13748408748987,4.30806619604212,sig_r,d,e,nc,1,1
516,clas6,2.474,2.24328626398627,18.5322202907309,0.575,1.3285,0.9470157179281918,0.15586,0.230713736013732,0.0932553500459709,1.8691577959999,0.737662968761761,0.0276362533011112,4.26209418709098,4.33023225972026,sig_r,d,e,nc,1,1
517,clas6,2.474,2.2448387302473,18.5257546247633,0.575,1.3375,0.9449774557707259,0.13205,0.229161269752705,0.0926278374101476,1.87029617722263,0.734750542056075,0.023226608356697,4.38652025747823,4.31154865581219,sig_r,d,e,nc,1,1
518,clas6,2.474,2.24637044315318,18.5193820198756,0.575,1.3465,0.9429374247544443,0.13262,0.22762955684682,0.0920087133576475,1.87142011239808,0.731877048644634,0.0231412445574247,4.39782838184286,4.30659025787966,sig_r,d,e,nc,1,1
519,clas6,2.474,2.24788181608687,18.5131004801569,0.575,1.3555,0.9408966996827114,0.13095,0.226118183913127,0.0913978107975451,1.87252987400314,0.729041713021025,0.0226694230157571,4.80565101183658,4.32035127911417,sig_r,d,e,nc,1,1
520,clas6,2.474,2.24937325152492,18.5069080663975,0.575,1.3645,0.9388562850549467,0.11192,0.224626748475077,0.0907949670473231,1.87362572772612,0.726243780139245,0.0192232364877129,5.21908506075768,4.27457112223016,sig_r,d,e,nc,1,1
521,clas6,2.474,2.2508451413948,18.5008028940881,0.575,1.3735,0.9368171192101478,0.1137,0.223154858605201,0.09020002368844,1.87470793267616,0.723482514743356,0.0193771223892434,5.0283201407212,4.3509234828496,sig_r,d,e,nc,1,1
522,clas6,2.474,2.25229786741827,18.494783131504,0.575,1.3825,0.9347800782257552,0.10898,0.221702132581731,0.0896128264275388,1.8757767415849,0.720757200723327,0.0184294089152649,5.43870434942191,4.33987887685814,sig_r,d,e,nc,1,1
523,clas6,2.474,2.25373180144144,18.4888469978692,0.575,1.3915,0.9327459795860976,0.10764,0.220268198558565,0.0890332249630416,1.87683240100088,0.718067140495868,0.0180633987113055,5.39344109996284,4.33751393534002,sig_r,d,e,nc,1,1
524,clas6,2.474,2.25514730575206,18.4829927615955,0.575,1.4005,0.9307155856337788,0.11858,0.218852694247942,0.0884610728568885,1.87787515147686,0.71541165440914,0.0197480135879054,5.2542587282847,4.40251307134424,sig_r,d,e,nc,1,1
525,clas6,2.474,2.25654473338472,18.477218738596,0.575,1.4095,0.9286896068179962,0.1017,0.217455266615284,0.08789622741119,1.87890522775038,0.712790080170273,0.0168090730889341,5.94041297935103,4.34886922320551,sig_r,d,e,nc,1,1
526,clas6,2.474,2.25792442841435,18.4715232906658,0.575,1.4185,0.9266687047506702,0.10938,0.216075571585649,0.0873385495495752,1.87992285891792,0.710201772294677,0.0179430332925733,5.23724629731212,4.28780398610349,sig_r,d,e,nc,1,1
527,clas6,2.474,2.25928672623871,18.46590482393,0.575,1.4275,0.9246534950830267,0.093442,0.214713273761291,0.0867879037030279,1.88092826860275,0.707646101576182,0.0152145509574983,6.05616318143875,4.40401532501445,sig_r,d,e,nc,1,1
528,clas6,2.474,2.26063195385016,18.4603617873528,0.575,1.4365,0.9226445502122982,0.082529,0.213368046149839,0.0862441577000156,1.881921675117,0.705122454577097,0.0133384775186668,6.19757903282482,4.29570211683166,sig_r,d,e,nc,1,1
529,clas6,2.474,2.26196043009738,18.4548926713081,0.575,1.4455,0.9206424018299103,0.078327,0.212039569902624,0.0857071826607211,1.88290329161784,0.702630233137323,0.0125665798165939,6.22914193062418,4.28728280158821,sig_r,d,e,nc,1,1
530,clas6,2.474,2.26327246593727,18.4494960062051,0.575,1.4545,0.9186475433192903,0.093942,0.210727534062732,0.0851768528952027,1.88387332625837,0.700168853901684,0.0149621586125263,6.23629473504929,4.40963573268613,sig_r,d,e,nc,1,1
531,clas6,2.474,2.26456836467766,18.4441703611704,0.575,1.4635,0.9166604320138442,0.084574,0.209431635322339,0.0846530458053108,1.88483198233314,0.697737747864708,0.0133728132926336,6.85222408778112,4.34223283751508,sig_r,d,e,nc,1,1
532,clas6,2.474,2.26584842221104,18.4389143427795,0.575,1.4725,0.9146814913217284,0.063173,0.20815157778896,0.084135641790202,1.88577945841869,0.695336359932088,0.0099172476545258,7.26987795418929,4.32985610941383,sig_r,d,e,nc,1,1
533,clas6,2.474,2.2671129272398,18.4337265938401,0.575,1.4815,0.9127111127272001,0.0715,0.206887072760205,0.0836245241552969,1.88671594850925,0.692964148498144,0.0111445215169791,7.41538461538462,4.30391608391608,sig_r,d,e,nc,1,1
534,clas6,2.474,2.2683621614933,18.4286057922211,0.575,1.4905,0.9107496576744781,0.078684,0.205637838506705,0.083119579024537,1.88764164214778,0.690620585038578,0.0121775303492963,7.16918306135936,4.32425906156271,sig_r,d,e,nc,1,1
535,clas6,2.474,2.26959639993715,18.4235506497271,0.575,1.4995,0.9087974593418344,0.056438,0.20440360006285,0.0826206952558002,1.88855672455259,0.688305153717906,0.00867327651335804,7.9380913568872,4.27708281654205,sig_r,d,e,nc,1,1
536,clas6,2.474,2.27081591097498,18.4185599110164,0.575,1.5085,0.9068548243125044,0.057569,0.20318408902502,0.0821277643593453,1.88946137673962,0.686017351010938,0.00878537165994829,8.38037832861436,4.27382792822526,sig_r,d,e,nc,1,1
537,clas6,2.474,2.272020956643,18.4136323525594,0.575,1.5175,0.9049220341481171,0.065663,0.201979043356997,0.0816406804191581,1.89035577564063,0.683756685337726,0.00995114042034817,8.31305301311241,4.40400225393296,sig_r,d,e,nc,1,1
538,clas6,2.474,2.27321179279774,18.4087667816373,0.575,1.5265,0.9029993468710849,0.055956,0.200788207202256,0.0811593400170798,1.89124009421749,0.681522676711431,0.00842170454399305,9.26495818142826,4.32768603903067,sig_r,d,e,nc,1,1
539,clas6,2.474,2.27438866929714,18.4039620353776,0.575,1.5355,0.9010869983607243,0.060637,0.199611330702861,0.0806836421596043,1.89211450157257,0.679314856398567,0.00906384569518687,7.71212296122829,4.44200735524515,sig_r,d,e,nc,1,1
540,clas6,2.474,2.2755518301753,18.399216979826,0.575,1.5445,0.8991852036686822,0.057075,0.198448169824696,0.0802134882072336,1.89297916305555,0.67713276659113,0.00847348679768896,7.97897503285151,4.26141042487954,sig_r,d,e,nc,1,1
541,clas6,2.474,2.27670151381124,18.3945305090529,0.575,1.5535,0.8972941582583726,0.044266,0.197298486188763,0.0797487818062905,1.89383424036665,0.674975960090119,0.00652751196337475,10.6379614150816,4.2513441467492,sig_r,d,e,nc,1,1
542,clas6,2.474,2.27783795309168,18.3899015442922,0.575,1.5625,0.8954140391726098,0.040205,0.196162046908316,0.0792894288230863,1.89467989165656,0.672844,0.00588895295124187,9.19263773162542,4.20569580897898,sig_r,d,e,nc,1,1
543,clas6,2.474,2.27896137556841,18.3853290331125,0.575,1.5715,0.8935450061342605,0.047078,0.19503862443159,0.0788353372803515,1.89551627162305,0.670736459433662,0.00684976784711364,9.92884149708994,4.31114320914227,sig_r,d,e,nc,1,1
544,clas6,2.474,2.2800720036101,18.3808119486178,0.575,1.5805,0.8916872025832743,0.04129,0.193927996389904,0.0783864172958383,1.89634353160444,0.668652921227459,0.00596789977540321,9.39937030758053,4.27875999031242,sig_r,d,e,nc,1,1
545,clas6,2.474,2.28117005454908,18.3763492886774,0.575,1.5895,0.8898407566542078,0.038237,0.192829945450924,0.0779425810230087,1.89716181967015,0.666592977665933,0.00549032377006725,9.55122002249131,4.23202657112221,sig_r,d,e,nc,1,1
546,clas6,2.474,2.28225574082312,18.371940075184,0.575,1.5985,0.8880057820978535,0.042178,0.19174425917688,0.0775037425937268,1.89797128070822,0.664556230215827,0.00601666889099242,9.66048650955474,4.34586751386979,sig_r,d,e,nc,1,1
547,clas6,2.474,2.28332927011245,18.3675833533371,0.575,1.6075,0.8861823791495145,0.031824,0.190670729887554,0.0770698180628755,1.89877205651014,0.662542289269051,0.0045102345081815,11.6704374057315,4.2621920563097,sig_r,d,e,nc,1,1
548,clas6,2.474,2.28439084547217,18.363278190953,0.575,1.6165,0.8843706353480537,0.049367,0.189609154527834,0.0766407253548236,1.89956428585291,0.660550773894216,0.00695141690074907,10.4806854781534,4.38997711021533,sig_r,d,e,nc,1,1
549,clas6,2.474,2.28544066546032,18.3590236777992,0.575,1.6255,0.8825706263081309,0.032339,0.188559334539676,0.0762163842116717,1.9003481045786,0.658581311596432,0.00452452731901323,12.6676767989115,4.33686879619036,sig_r,d,e,nc,1,1
550,clas6,2.474,2.28647892426171,18.3548189249511,0.575,1.6345,0.8807824164478759,0.043693,0.187521075738295,0.0757967161432073,1.90112364567132,0.656633538085041,0.00607415805852506,13.5715103105761,4.38514178472524,sig_r,d,e,nc,1,1
551,clas6,2.474,2.28750581180758,18.3506630641724,0.575,1.6435,0.8790060596755929,0.027706,0.18649418819242,0.0753816443785046,1.90189103933184,0.654707097048981,0.00382730434128021,12.4954883418754,4.21461055367068,sig_r,d,e,nc,1,1
552,clas6,2.474,2.28852151389153,18.3465552473164,0.575,1.6525,0.877241600037079,0.051291,0.185478486108468,0.0749710938191058,1.90265041304986,0.652801639939485,0.00704080658251815,11.128463083192,4.50390906786766,sig_r,d,e,nc,1,1
553,clas6,2.474,2.28952621228153,18.3424946457481,0.575,1.6615,0.8754890723261735,0.03737,0.184473787718473,0.074564990993724,1.90340189167409,0.650916825759855,0.00509780654537655,12.4452769601284,4.32432432432432,sig_r,d,e,nc,1,1
554,clas6,2.474,2.29052008482835,18.3384804497859,0.575,1.6705,0.8737485026604737,0.023933,0.183479915171651,0.0741632640144103,1.90414559748009,0.649052320862017,0.00324453989427187,14.6162202816195,4.21802532068692,sig_r,d,e,nc,1,1
555,clas6,2.474,2.29150330557056,18.3345118681629,0.575,1.6795,0.8720199090246109,0.035432,0.182496694429439,0.0737658425341306,1.90488165023615,0.647207798749628,0.0047737963464016,13.2041657258975,4.38699480695417,sig_r,d,e,nc,1,1
556,clas6,2.474,2.29439074228289,18.3228721620661,0.575,1.7065,0.8669060527039596,0.028085,0.179609257717107,0.0725987298775695,1.90704505160434,0.641790967477293,0.00371515139351342,11.713370126402,4.27345558127114,sig_r,d,e,nc,1,1
557,clas6,2.474,2.29533302343676,18.3190784755615,0.575,1.7155,0.8652253977057393,0.027999,0.178666976563243,0.072217856331141,1.90775164189043,0.640023248032643,0.00368146751048867,12.3736562020072,4.26015214829101,sig_r,d,e,nc,1,1
558,clas6,2.474,2.2962654692408,18.3153267056558,0.575,1.7245,0.8635567036136045,0.027449,0.177734530759202,0.0718409582696853,1.90845114252538,0.638273979704262,0.00358754124061875,14.7185689824766,4.3506138657146,sig_r,d,e,nc,1,1
559,clas6,2.474,0.48501104286669,42.3270514442411,0.625,0.1675,0.05446540115686373,0.01555,1.98898895713331,0.803956732875226,1.08948941451935,3.98618728358209,0.222850787479576,0.261176848874598,5.40906752411576,sig_r,d,e,nc,1,1
560,clas6,2.474,0.586432576091618,38.3351190831655,0.625,0.1765,0.4078108115841255,0.02057,1.88756742390838,0.76296177199207,1.10724357347153,3.79592048725212,0.227667773025817,0.297403986387944,4.7807486631016,sig_r,d,e,nc,1,1
561,clas6,2.474,0.678012666739464,35.5589897811335,0.625,0.1855,0.023728974558013434,0.025671,1.79598733326054,0.72594475879569,1.12616272716595,3.62411623719677,0.229896917856052,0.34696739511511,4.68037863737291,sig_r,d,e,nc,1,1
562,clas6,2.474,0.761117479075427,33.500784794015,0.625,0.1945,0.029049647623502903,0.030433,1.71288252092457,0.692353484609771,1.14570283036614,3.4682116092545,0.227601286032887,0.373213288206881,4.65054381756646,sig_r,d,e,nc,1,1
563,clas6,2.474,0.836871497199855,31.9061161962016,0.625,0.2035,0.6017966582909443,0.037149,1.63712850280014,0.661733428779363,1.16548072513976,3.32609707125307,0.237406210012492,0.379875635952516,4.67226574066597,sig_r,d,e,nc,1,1
564,clas6,2.474,0.906208704377273,30.6300415262712,0.625,0.2125,0.3710596516213314,0.044076,1.56779129562273,0.633707071795767,1.18522696118683,3.19602047058824,0.244955232819755,0.388987203920501,4.68577003357836,sig_r,d,e,nc,1,1
565,clas6,2.474,0.96991128523779,29.5833277159372,0.625,0.2215,0.05990856780315066,0.052253,1.50408871476221,0.607958251722801,1.20475318432664,3.0765144288939,0.256082933789236,0.403498363730312,4.69236216102425,sig_r,d,e,nc,1,1
566,clas6,2.474,1.02863926108534,28.7077539191575,0.625,0.2305,0.00555032461197901,0.061746,1.44536073891466,0.584220185495013,1.2239293060842,2.9663407462039,0.269893050229304,0.423169112169209,4.69779418909727,sig_r,d,e,nc,1,1
567,clas6,2.474,1.082953443341,27.963574356374,0.625,0.2395,0.0029862629517579645,0.068832,1.391046556659,0.562266191050524,1.24266733943181,2.86444734029228,0.270890286987827,0.45041550441655,4.69883193863319,sig_r,d,e,nc,1,1
568,clas6,2.474,1.13333339911537,27.3226518500068,0.625,0.2485,0.03312514345860047,0.072037,1.34066660088463,0.541902425579881,1.26090983962399,2.76993454325956,0.257312412557763,0.472590474339576,4.67509751933034,sig_r,d,e,nc,1,1
569,clas6,2.474,1.18019164924338,26.7644641897141,0.625,0.2575,0.1074048572030597,0.075129,1.29380835075662,0.522962146627574,1.27862156548457,2.68202846601942,0.245250016561955,0.494256545408564,4.67422699623315,sig_r,d,e,nc,1,1
570,clas6,2.474,1.22388498941903,26.2736651166801,0.625,0.2665,0.25759143699862486,0.077649,1.25011501058097,0.505301136047281,1.2957834179305,2.60005975984991,0.233044501361472,0.515563626060864,4.66200466200466,sig_r,d,e,nc,1,1
571,clas6,2.474,1.26472359230552,25.838533146533,0.625,0.2755,0.5246285680598917,0.084917,1.20927640769448,0.488794020895101,1.31238800500699,2.52344654083485,0.23555287001203,0.53597041817304,4.67079618922006,sig_r,d,e,nc,1,1
572,clas6,2.474,1.30297838200411,25.4499507209478,0.625,0.2845,0.8595271956688807,0.092686,1.17102161799589,0.473331292641829,1.32843637924472,2.45168055536028,0.238741067598676,0.563796042552273,4.68085795049954,sig_r,d,e,nc,1,1
573,clas6,2.474,1.33888705172119,25.1007124212757,0.625,0.2935,0.9984318469286988,0.10219,1.13511294827881,0.458816874809542,1.34393562692531,2.38431589097104,0.245443264142637,0.585967315784323,4.6817692533516,sig_r,d,e,nc,1,1
574,clas6,2.474,1.37265900720718,24.785044141062,0.625,0.3025,0.846452834695647,0.11079,1.10134099279282,0.445166124815208,1.35889708098697,2.32095970247934,0.249057248799758,0.608141529018865,4.68453831573247,sig_r,d,e,nc,1,1
575,clas6,2.474,1.40447945322687,24.4982613948119,0.625,0.3115,0.6210445377316022,0.11227,1.06952054677313,0.432304182204175,1.37333499347726,2.26126454574639,0.237021110294318,0.648819809388082,4.65645319319498,sig_r,d,e,nc,1,1
576,clas6,2.474,1.43451279151379,24.2365217051771,0.625,0.3205,0.4422309507509496,0.1151,1.03948720848621,0.420164595184401,1.38726554861206,2.20492200312012,0.228905641587263,0.686229365768897,4.6496090356212,sig_r,d,e,nc,1,1
577,clas6,2.474,1.46290546185181,23.9966420178605,0.625,0.3295,0.3177454526481134,0.11055,1.01109453814819,0.408688172250684,1.40070612957063,2.15165735356601,0.207688892463424,0.747037539574853,4.64893713251922,sig_r,d,e,nc,1,1
578,clas6,2.474,1.48978832992665,23.7759619543682,0.625,0.3385,0.2318574842466485,0.10982,0.984211670073351,0.397822017006205,1.41367477513687,2.10122509305761,0.195398813640123,0.798497541431433,4.65443452922965,sig_r,d,e,nc,1,1
579,clas6,2.474,1.5152787041156,23.5722399490819,0.625,0.3475,0.1712162769511859,0.10544,0.958721295884401,0.387518712968634,1.42618977889799,2.05340515107914,0.178095924766714,0.833706373292868,4.64700303490137,sig_r,d,e,nc,1,1
580,clas6,2.474,1.5394820467887,23.3835733550406,0.625,0.3565,0.12717757104368885,0.10662,0.934517953211303,0.377735631855822,1.43826939579627,2.0079996802244,0.171331615114613,0.87890639654849,4.65559932470456,sig_r,d,e,nc,1,1
581,clas6,2.474,1.56249343277748,23.2083362732293,0.625,0.3655,0.09439027000822969,0.10919,0.911506567222516,0.368434344067306,1.44993162968809,1.96483032010944,0.167264198203001,0.897188387214946,4.6353145892481,sig_r,d,e,nc,1,1
582,clas6,2.474,1.58439879754385,23.0451306603457,0.625,0.3745,0.0695102415188457,0.11403,0.889601202456153,0.359580114169828,1.46119408210113,1.92373585580774,0.166827686209578,0.91730246426379,4.65535385424888,sig_r,d,e,nc,1,1
583,clas6,2.474,1.60527600959627,22.8927475048843,0.625,0.3835,0.05039410632670678,0.11973,0.868723990403727,0.351141467422687,1.47207384723278,1.88457020599739,0.167583607362808,0.943623152092207,4.67234611208553,sig_r,d,e,nc,1,1
584,clas6,2.474,1.62519579536349,22.7501357220438,0.625,0.3925,0.03562766104500001,0.12134,0.848804204636508,0.343089815940383,1.48258744185563,1.84720068789809,0.162746461693367,0.962089995055217,4.65493654194824,sig_r,d,e,nc,1,1
585,clas6,2.474,1.64422253967664,22.6163770266502,0.625,0.4015,0.024250689570163592,0.12463,0.829777460323361,0.335399135134746,1.49275076151404,1.81150651556663,0.160421428599366,0.986841049506539,4.64928187434807,sig_r,d,e,nc,1,1
586,clas6,2.474,1.66241498095048,22.4906654795952,0.625,0.4105,0.01559335982268937,0.13744,0.811585019049524,0.328045682720098,1.50257905644549,1.77737749573691,0.170018602813638,0.991268917345751,4.65737776484284,sig_r,d,e,nc,1,1
587,clas6,2.474,1.67982681687764,22.3722907199344,0.625,0.4195,0.009176467804605187,0.15347,0.794173183122359,0.321007753889393,1.51208692221272,1.74471289153754,0.182693667232405,0.980256727699224,4.68632305988141,sig_r,d,e,nc,1,1
588,clas6,2.474,1.6965072337927,22.2606241272611,0.625,0.4285,0.00464897115968517,0.17116,0.777492766207303,0.314265467343292,1.52128830121231,1.7134204294049,0.196316789515807,0.985627483056789,4.69297733115214,sig_r,d,e,nc,1,1
589,clas6,2.474,1.71250137069753,22.1551073314768,0.625,0.4375,0.0017478515187737357,0.17805,0.761498629302467,0.307800577729372,1.53019649212618,1.68341542857143,0.19699673295657,0.982308340353833,4.66694748666105,sig_r,d,e,nc,1,1
590,clas6,2.474,1.72785072716724,22.0552426163638,0.625,0.4465,0.0002716960213445203,0.20183,0.746149272832765,0.301596310765063,1.53882416507137,1.65462003583427,0.215646429646541,0.95763761581529,4.69320715453599,sig_r,d,e,nc,1,1
591,clas6,2.474,1.74259352289829,21.960584861174,0.625,0.4555,6.292181925080577e-05,0.21252,0.731406477101711,0.295637217906916,1.5471833807323,1.62696255104281,0.219506189981586,0.948004893657068,4.6644080557124,sig_r,d,e,nc,1,1
592,clas6,2.474,1.75676501545785,21.870734739084,0.625,0.4645,0.0009955761602850294,0.23988,0.717234984542152,0.289909047915178,1.55528561216712,1.60037683100108,0.239749508847339,0.95714523928631,4.70401867600467,sig_r,d,e,nc,1,1
593,clas6,2.474,1.7703977817955,21.7853329487915,0.625,0.4735,0.002966813792212842,0.25286,0.703602218204497,0.284398633065682,1.56314176829266,1.57480176135164,0.244773365113634,0.955153049118089,4.70102032745393,sig_r,d,e,nc,1,1
594,clas6,2.474,1.78352196824906,21.7040553000495,0.625,0.4825,0.005890850058854386,0.26978,0.690478031750942,0.279093788096581,1.57076221829533,1.55018078756477,0.253160972859362,0.967825635703166,4.70086737341538,sig_r,d,e,nc,1,1
595,clas6,2.474,1.79616551308275,21.6266085087092,0.625,0.4915,0.009694612669997984,0.28891,0.677834486917252,0.27398322025758,1.57815681640195,1.52646149745676,0.263036353977698,0.9788861583192,4.69350316707625,sig_r,d,e,nc,1,1
596,clas6,2.474,1.80835434501533,21.552726584179,0.625,0.5005,0.014314579566618519,0.29453,0.665645654984674,0.269056449064137,1.58533492658912,1.50359524875125,0.260371908734705,0.995925712151563,4.69154245747462,sig_r,d,e,nc,1,1
597,clas6,2.474,1.82011256070691,21.4821677138482,0.625,0.5095,0.019694458359100143,0.28641,0.65388743929309,0.264303734556625,1.59230544692172,1.48153683611384,0.246032565014081,1.01787647079362,4.67616354177578,sig_r,d,e,nc,1,1
598,clas6,2.474,1.83146258376118,21.414711566254,0.625,0.5185,0.025783471664337664,0.29032,0.642537416238823,0.259716013031052,1.59907683329704,1.46024419286403,0.242512453475634,1.05307936070543,4.69481950950675,sig_r,d,e,nc,1,1
599,clas6,2.474,1.84242530745056,21.3501569485684,0.625,0.5275,0.032535084431579646,0.27816,0.63157469254944,0.255284839349006,1.60565712243783,1.43967812322275,0.226101136895864,1.06866551624964,4.66062697727926,sig_r,d,e,nc,1,1
600,clas6,2.474,1.85302022307581,21.2883197650985,0.625,0.5365,0.03990605745671716,0.26893,0.620979776924193,0.251002335054241,1.61205395402859,1.41980206150979,0.212854593200301,1.10292641207749,4.64247201874094,sig_r,d,e,nc,1,1
601,clas6,2.474,1.86326553561901,21.2290312324861,0.625,0.5455,0.04785574404941145,0.24381,0.610734464380989,0.246861141625299,1.61827459192834,1.40058185517873,0.188019557410287,1.14097042779213,4.61219802305074,sig_r,d,e,nc,1,1
602,clas6,2.474,1.87317826813376,21.1721363146182,0.625,0.5545,0.0563455694661235,0.23377,0.600821731866239,0.242854378280614,1.62432594442323,1.38198556898106,0.175755193678913,1.18501090815759,4.66227488557129,sig_r,d,e,nc,1,1
603,clas6,2.474,1.88277435613163,21.11749234624,0.625,0.5635,0.06533864860469085,0.21133,0.591225643868375,0.238975603827152,1.63021458350464,1.36398330789707,0.154987765582781,1.23375763024653,4.67865423744854,sig_r,d,e,nc,1,1
604,clas6,2.474,1.8920687330658,21.0649678191781,0.625,0.5725,0.074799508747778,0.19121,0.5819312669342,0.235218782107599,1.63594676317538,1.34654705676856,0.136868109217423,1.29935672820459,4.62983107578056,sig_r,d,e,nc,1,1
605,clas6,2.474,1.90107540787648,21.0144413091355,0.625,0.5815,0.08469389227922709,0.1737,0.572924592123524,0.231578250656235,1.64152843679893,1.32965053482373,0.121415904032819,1.39418537708693,4.62705814622913,sig_r,d,e,nc,1,1
606,clas6,2.474,1.90980753544483,20.965800524375,0.625,0.5905,0.0949886202389609,0.16102,0.564192464555173,0.228048692221169,1.64696527351584,1.3132690635055,0.109966172348879,1.42423301453236,4.60334119985095,sig_r,d,e,nc,1,1
607,clas6,2.474,1.91827748070087,20.9189414604006,0.625,0.5995,0.1056515019770432,0.1541,0.555722519299132,0.22462510885171,1.65226267375762,1.29737944620517,0.102871758528218,1.47903958468527,4.64756651524984,sig_r,d,e,nc,1,1
608,clas6,2.474,1.92649687704219,20.8737676470752,0.625,0.6085,0.11665127946125749,0.13872,0.547503122957813,0.221302798285292,1.65742578389271,1.28195985866886,0.0905626934411297,1.54455017301038,4.6239907727797,sig_r,d,e,nc,1,1
609,clas6,2.474,1.934476679644,20.8301894765652,0.625,0.6175,0.12795759729216113,0.12517,0.539523320355999,0.218077332399353,1.66245951004211,1.26698974898785,0.0799506406183057,1.68099384836622,4.62035631541104,sig_r,d,e,nc,1,1
610,clas6,2.474,1.94222721417425,20.7881236021422,0.625,0.6265,0.13954099140068058,0.11461,0.531772785825745,0.214944537520511,1.66736853110328,1.2524497462091,0.0716544281530084,1.73196056190559,4.58799406683535,sig_r,d,e,nc,1,1
611,clas6,2.474,1.94975822136927,20.7474923992576,0.625,0.6355,0.15137289089677142,0.11439,0.524241778630731,0.211900476406924,1.67215731102203,1.23832157671125,0.0700305997577589,1.72821050791153,4.61753649794562,sig_r,d,e,nc,1,1
612,clas6,2.474,1.95707889787459,20.7082234814749,0.625,0.6445,0.16342562871297986,0.10826,0.516921102125414,0.208941431740264,1.67683011035154,1.22458798758728,0.064926342126724,1.79068908184001,4.63255126547201,sig_r,d,e,nc,1,1
613,clas6,2.474,1.96419793371105,20.6702492648397,0.625,0.6535,0.1756724576201466,0.10169,0.509802066288951,0.206063890981791,1.68139099713737,1.21123267635807,0.0597656876580273,1.84993608024388,4.60812272593175,sig_r,d,e,nc,1,1
