,Elab,Q2,x,*y,*y+,*W2,*nu,exp,*Ep,*value,%sys_c,%sys_u,obs,target,curent,lepton beam,units,*epsilon,*%norm_c
26,1.515,0.225,0.3655,0.216595619934063,1.66273722517684,1.2704390752394,0.328142364200106,clas6,1.18685763579989,0.0597575835077492,1.99282511210762,11.3542600896861,sig_r,p,e,nc,1,0.912828518348774,1
27,1.515,0.225,0.3745,0.211390384742056,1.67091992774763,1.25564506809079,0.320256432884215,clas6,1.19474356711578,0.0491083033461214,2.23743090286918,11.5688339036589,sig_r,p,e,nc,1,0.914588666199903,1
28,1.515,0.225,0.3835,0.206429463066232,1.67876899955969,1.24154543415906,0.312740636545342,clas6,1.20225936345466,0.0415025073853421,2.34416365824308,11.8802647412756,sig_r,p,e,nc,1,0.916222703540873,1
29,1.515,0.225,0.3925,0.201696048626497,1.68630400124889,1.22809240764331,0.305569513669143,clas6,1.20943048633086,0.0313774491084432,2.6510196229319,12.3701423624471,sig_r,p,e,nc,1,0.917742648496651,1
30,1.515,0.225,0.4015,0.197174842057036,1.69354303669649,1.21524250560398,0.29871988571641,clas6,1.21628011428359,0.0238737571033393,3.0367107195301,13.1326480665688,sig_r,p,e,nc,1,0.919159111806236,1
31,1.515,0.225,0.4105,0.192851885714738,1.7005028808646,1.20295605846529,0.292170606857829,clas6,1.22282939314217,0.0181033879641469,3.21638524077549,14.4090056285178,sig_r,p,e,nc,1,0.920481490336746,1
32,1.515,0.225,0.4195,0.188714419751848,1.70719909518893,1.19119680095352,0.285902345924049,clas6,1.22909765407595,0.0138665563682189,3.2763262074426,1.75455265241489,sig_r,p,e,nc,1,0.921718130275731,1
33,1.515,0.225,0.4285,0.184750756326488,1.71364613178058,1.17993151458576,0.279897395834629,clas6,1.23510260416537,0.00906502950256283,3.59351122604914,1.757376278359,sig_r,p,e,nc,1,0.922876465302334,1
34,1.515,0.225,0.4375,0.1809501693392,1.71985742757583,1.16912971428571,0.274139506548888,clas6,1.24086049345111,0.00507603721894266,3.86011419249592,1.74245513866232,sig_r,p,e,nc,1,0.923963134020415,1
35,1.515,0.275,0.1495,0.647211215120699,1.1843669075337,2.44430888294314,0.980524990907859,clas6,0.534475009092141,0.250589421381729,0.216592261904762,5.64508928571429,sig_r,p,e,nc,1,0.545160950423751,1
36,1.515,0.275,0.1585,0.610461051486086,1.21164757320642,2.33985977287066,0.924848493001419,clas6,0.590151506998581,0.2828812408343,0.217666483214089,5.3599339570721,sig_r,p,e,nc,1,0.593547935995595,1
37,1.515,0.275,0.1675,0.57766015916743,1.23827792195157,2.24663504477612,0.875155141138657,clas6,0.639844858861343,0.297690374634952,0.235998213488164,4.1656989727557,sig_r,p,e,nc,1,0.633761360802767,1
38,1.515,0.275,0.1765,0.548204400343029,1.26402624466649,2.16291765439093,0.830529666519688,clas6,0.684470333480312,0.2364114592894,0.264711632453568,3.90469208211144,sig_r,p,e,nc,1,0.667457833313782,1
39,1.515,0.275,0.1855,0.521606882267087,1.28876695589131,2.08732378436658,0.790234426634636,clas6,0.724765573365364,0.201432132244165,0.293326592517695,4.19261880687563,sig_r,p,e,nc,1,0.695920430430697,1
40,1.515,0.275,0.1945,0.497470831159612,1.3124425463325,2.01872574807198,0.753668309206812,clas6,0.761331690793188,0.180493219078106,0.316649899396378,3.91649899396378,sig_r,p,e,nc,1,0.72014684339884,1
41,1.515,0.275,0.2035,0.47546966417958,1.33503905399297,1.95619535135135,0.720336541232064,clas6,0.794663458767936,0.170241707955116,0.333941430628901,3.37013922227556,sig_r,p,e,nc,1,0.740917419520641,1
42,1.515,0.275,0.2125,0.455332125461386,1.3565700743515,1.89896164705882,0.689828170074,clas6,0.825171829926,0.165416043023287,0.346995515695067,3.30134529147982,sig_r,p,e,nc,1,0.758846732464041,1
43,1.515,0.275,0.2215,0.436831045871533,1.37706625169124,1.84637898871332,0.661799034495372,clas6,0.853200965504628,0.175469926050785,0.503091190108192,5.96599690880989,sig_r,p,e,nc,1,0.774422382474416,1
44,1.515,0.275,0.2305,0.419774736054423,1.3965683377178,1.79790256832972,0.635958725122451,clas6,0.879041274877549,0.178461921708198,0.530398322851153,7.76380153738644,sig_r,p,e,nc,1,0.788034152981381,1
45,1.515,0.275,0.2395,0.404000320085781,1.41512259925494,1.7530694697286,0.612060484929958,clas6,0.902939515070042,0.18600492528145,0.556106633601984,5.04959702417855,sig_r,p,e,nc,1,0.799995971817136,1
46,1.515,0.275,0.2485,0.38936851774867,1.43277778791355,1.71148383903421,0.589893304389235,clas6,0.925106695610764,0.195744609202099,0.355500821018062,4.85221674876847,sig_r,p,e,nc,1,0.810562526514856,1
47,1.515,0.275,0.2575,0.375759521011823,1.44958315640448,1.67280516504854,0.569275674332912,clas6,0.945724325667087,0.219281014535105,0.34761796216093,4.21928424891726,sig_r,p,e,nc,1,0.819941906697773,1
48,1.515,0.275,0.2665,0.363069706043319,1.46558718015683,1.63673893433396,0.550050604655629,clas6,0.964949395344372,0.253936188430258,0.606379056047198,4.00626843657817,sig_r,p,e,nc,1,0.828305285111982,1
49,1.515,0.275,0.2755,0.351208989693447,1.48083675585169,1.60302911796733,0.532081619385572,clas6,0.982918380614429,0.287508844896995,0.332262014080196,5.47750229568411,sig_r,p,e,nc,1,0.835794381065441,1
50,1.515,0.275,0.2845,0.340098687734779,1.49537672272645,1.57145208435852,0.51524951191819,clas6,0.99975048808181,0.333790399606537,0.325130499627144,5.6785980611484,sig_r,p,e,nc,1,0.842527253892413,1
51,1.515,0.275,0.2935,0.329669767156881,1.5092496018606,1.54181163202726,0.499449697242675,clas6,1.01555030275733,0.378272623106086,0.320510161758606,4.08751555371215,sig_r,p,e,nc,1,0.848602831042816,1
52,1.515,0.275,0.3025,0.319861410448081,1.52249548179476,1.51393490909091,0.484590036828843,clas6,1.03040996317116,0.417548223574194,0.322528940338379,3.49777382012467,sig_r,p,e,nc,1,0.85410447115011,1
53,1.515,0.275,0.3115,0.310619828765793,1.53515200128799,1.48766904012841,0.470589040580177,clas6,1.04441095941982,0.422894094759548,0.32890559732665,2.72013366750209,sig_r,p,e,nc,1,0.859102786280971,1
54,1.515,0.275,0.3205,0.301897275071902,1.54725439534913,1.46287832137285,0.457374371733931,clas6,1.05762562826607,0.399007711176604,0.345531197301855,3.13069139966273,sig_r,p,e,nc,1,0.863657891731231,1
55,1.515,0.275,0.3295,0.293651219000135,1.55883558121708,1.43944187556904,0.444881596785205,clas6,1.0701184032148,0.352478882534811,0.368943533697632,5.44899817850637,sig_r,p,e,nc,1,0.867821210590041,1
56,1.515,0.275,0.3385,0.285843653354637,1.56992626825094,1.41725168094535,0.433053134832275,clas6,1.08194686516773,0.292552663023264,0.401447603063044,6.4533724955418,sig_r,p,e,nc,1,0.87163692981466,1
57,1.515,0.275,0.3475,0.278440508375668,1.58055508075025,1.39621090647482,0.421837370189137,clas6,1.09316262981086,0.23810106768426,0.441742779560602,8.23623796593434,sig_r,p,e,nc,1,0.875143181846592,1
58,1.515,0.275,0.3565,0.271411154728035,1.59074868625182,1.37623249929874,0.411187899412973,clas6,1.10381210058703,0.192156624304309,0.489951591609212,10.9021563737715,sig_r,p,e,nc,1,0.878373008774338,1
59,1.515,0.275,0.3655,0.264727979919411,1.60053192431048,1.35723798084815,0.401062889577907,clas6,1.11393711042209,0.157021469965999,0.540093119503363,9.76892567684084,sig_r,p,e,nc,1,0.881355153207457,1
60,1.515,0.275,0.3745,0.258366025795847,1.60992793249094,1.33915641655541,0.391424529080708,clas6,1.12357547091929,0.125859135247332,0.603269867549669,6.0533940397351,sig_r,p,e,nc,1,0.884114710283301,1
61,1.515,0.275,0.3835,0.252302677080951,1.6189582674974,1.32192353063885,0.38223855577764,clas6,1.13276144422236,0.104896020315389,0.661325041856015,6.67782827074862,sig_r,p,e,nc,1,0.886673667790088,1
62,1.515,0.275,0.3925,0.246517392765719,1.62764302020166,1.30548094267516,0.373473850040064,clas6,1.14152614995994,0.0854341211889187,0.720758991787029,9.35712262815066,sig_r,p,e,nc,1,0.889051355678831,1
63,1.515,0.275,0.4015,0.240991473625267,1.63600092390663,1.28977550684932,0.365102082542279,clas6,1.14989791745772,0.0697089854455952,0.789544235924933,5.63337801608579,sig_r,p,e,nc,1,0.891264821825731,1
64,1.515,0.275,0.4105,0.235707860318013,1.64404945557676,1.27475873812424,0.35709740838179,clas6,1.15790259161821,0.0589104498191116,0.852433882713683,10.2721349175929,sig_r,p,e,nc,1,0.893329147480936,1
65,1.515,0.275,0.4195,0.23065095747448,1.65180493003202,1.26038631227652,0.349436200573838,clas6,1.16556379942616,0.0491120268858749,0.907918149466192,11.5569395017794,sig_r,p,e,nc,1,0.895257713164278,1
66,1.515,0.275,0.4285,0.225806479954596,1.65928258727738,1.24661762893816,0.342096817131213,clas6,1.17290318286879,0.0393548192701872,0.995161290322581,11.8010752688172,sig_r,p,e,nc,1,0.897062423668337,1
67,1.515,0.275,0.4375,0.221161318081245,1.66649667325003,1.23341542857143,0.335059396893086,clas6,1.17994060310691,0.0311759185709037,1.04539473684211,10.9868421052632,sig_r,p,e,nc,1,0.898753899171872,1
68,1.515,0.275,0.4465,0.216703419172552,1.67346051433306,1.22074545576708,0.328305680046416,clas6,1.18669431995358,0.0260484673375411,1.09625668449198,12.7501909854851,sig_r,p,e,nc,1,0.900341638152293,1
69,1.515,0.275,0.4555,0.212421683118649,1.68018658601875,1.20857616245884,0.321818849924753,clas6,1.19318115007525,0.020868431212674,1.14444444444444,13.6851851851852,sig_r,p,e,nc,1,0.901834156738531,1
70,1.515,0.275,0.4645,0.208305870098051,1.68668657611829,1.19687844564047,0.315583393198547,clas6,1.19941660680145,0.015511749493433,1.22261227454303,15.3008110398257,sig_r,p,e,nc,1,0.903239108307198,1
71,1.515,0.275,0.4735,0.204346518818468,1.69297144291338,1.18562541499472,0.309584976009979,clas6,1.20541502399002,0.010985502734113,1.28440824468085,2.09109042553191,sig_r,p,e,nc,1,0.904563386450652,1
72,1.515,0.275,0.4825,0.200534873907864,1.6990514686346,1.1747921865285,0.303810333970414,clas6,1.21118966602959,0.00707803363163133,1.31257845844841,2.08486065779563,sig_r,p,e,nc,1,0.905813213901034,1
73,1.515,0.275,0.4915,0.196862821282898,1.70493630863476,1.16435569888098,0.298247174243591,clas6,1.21675282575641,0.00348186762465434,1.36282306163022,2.04771371769384,sig_r,p,e,nc,1,0.906994219552625,1
74,1.515,0.325,0.1675,0.682689279016054,1.17148525277519,2.49514250746269,1.03427425770932,clas6,0.480725742290679,0.25142342899996,0.235785337099349,6.93847476360064,sig_r,p,e,nc,1,0.481288416997478,1
75,1.515,0.325,0.1765,0.647877927678125,1.19478911294009,2.3962037733711,0.981535060432359,clas6,0.533464939567641,0.262522440528908,0.202169625246548,6.3767258382643,sig_r,p,e,nc,1,0.530173047828636,1
76,1.515,0.325,0.1855,0.616444497224738,1.21791398283302,2.30686556334232,0.933913413295479,clas6,0.581086586704521,0.31703059357991,0.218824352694192,5.79916025192442,sig_r,p,e,nc,1,0.571724979137676,1
77,1.515,0.325,0.1945,0.587920073188632,1.2406090252047,2.22579515681234,0.890698910880778,clas6,0.624301089119222,0.293296764835289,0.230520764667106,4.87673038892551,sig_r,p,e,nc,1,0.607250696386479,1
78,1.515,0.325,0.2035,0.561918694030413,1.26271438976385,2.1518955970516,0.851306821456075,clas6,0.663693178543925,0.235674457194838,0.256376811594203,4.56376811594203,sig_r,p,e,nc,1,0.637803338065987,1
79,1.515,0.325,0.2125,0.538119784636183,1.28413249246836,2.08425576470588,0.815251473723818,clas6,0.699748526276182,0.203324500356978,0.284696174043511,4.71942985746437,sig_r,p,e,nc,1,0.664231515522388,1
80,1.515,0.325,0.2215,0.51625487239363,1.30480850760674,2.02211262302483,0.782126131676349,clas6,0.732873868323651,0.188795273135363,0.305025491624181,4.46249089584851,sig_r,p,e,nc,1,0.68722045484943,1
81,1.515,0.325,0.2305,0.496097415337046,1.32471697395384,1.96482230802603,0.751587584235624,clas6,0.763412415764376,0.178170829606329,0.322931276297335,4.17882187938289,sig_r,p,e,nc,1,0.707325435262919,1
82,1.515,0.325,0.2395,0.477454923737741,1.34385251584976,1.91183773695198,0.723344209462678,clas6,0.791655790537322,0.171576379489465,0.338774150566289,3.97001998667555,sig_r,p,e,nc,1,0.724998451771776,1
83,1.515,0.325,0.2485,0.460162793702974,1.36222336842641,1.86269108249497,0.697146632460005,clas6,0.817853367539995,0.170530935948409,0.349290561381863,3.91054904380012,sig_r,p,e,nc,1,0.740609269268104,1
84,1.515,0.325,0.2575,0.444079433923064,1.37984683491113,1.8169799223301,0.672780342393442,clas6,0.842219657606558,0.174119406441506,0.354555617663499,9.20626048071548,sig_r,p,e,nc,1,0.754461978453634,1
85,1.515,0.325,0.2665,0.429082379869377,1.39674608809945,1.77435619512195,0.650059805502106,clas6,0.864940194497894,0.180292170993785,0.358253888610135,4.9372804816859,sig_r,p,e,nc,1,0.766808004878519,1
86,1.515,0.325,0.2755,0.41506516963771,1.41294791489479,1.73451732123412,0.62882373200113,clas6,0.88617626799887,0.192165186888095,0.355799648506151,5.04393673110721,sig_r,p,e,nc,1,0.777856345598261,1
87,1.515,0.325,0.2845,0.401934812777466,1.42848112729136,1.69719900878735,0.608931241357861,clas6,0.906068758642139,0.209286990175708,0.351095993953137,4.75056689342404,sig_r,p,e,nc,1,0.78778164710867,1
88,1.515,0.325,0.2935,0.389609724821768,1.44337544715599,1.66216938330494,0.590258733104979,clas6,0.924741266895021,0.233672201261263,0.341711740375437,4.34934775692014,sig_r,p,e,nc,1,0.796730603599042,1
89,1.515,0.325,0.3025,0.37801803052955,1.45766072947017,1.62922416528926,0.572697316252269,clas6,0.942302683747731,0.262302149019108,0.333778727952966,4.48957776590059,sig_r,p,e,nc,1,0.80482704658133,1
90,1.515,0.325,0.3115,0.367096161268664,1.47136642820469,1.59818268378812,0.556150684322027,clas6,0.958849315677973,0.297701359292746,0.326357969723954,5.8593054318789,sig_r,p,e,nc,1,0.812176012332253,1
91,1.515,0.325,0.3205,0.356787688721338,1.48452123650427,1.56888456162246,0.540533348412828,clas6,0.974466651587172,0.336959469487559,0.318978374347502,5.4903057419836,sig_r,p,e,nc,1,0.818867008124469,1
92,1.515,0.325,0.3295,0.347042349727432,1.49715285217331,1.54118694385432,0.52576915983706,clas6,0.98923084016294,0.379405244100675,0.313198049394368,4.4156048450527,sig_r,p,e,nc,1,0.824976647927682,1
93,1.515,0.325,0.3385,0.337815226691843,1.50928783312501,1.51496216838996,0.511790068438143,clas6,1.00320993156186,0.411364050785213,0.312750379886725,3.90661693604089,sig_r,p,e,nc,1,0.830570789732625,1
94,1.515,0.325,0.3475,0.329066055353062,1.52095151720333,1.49009579856115,0.498535073859889,clas6,1.01646492614011,0.417281600918888,0.318565674938288,3.23632584123685,sig_r,p,e,nc,1,0.835706277151579,1
95,1.515,0.325,0.3565,0.32075863740586,1.53216798778258,1.46648495371669,0.485949335669878,clas6,1.02905066433012,0.397121268085468,0.331941544885177,3.36508350730689,sig_r,p,e,nc,1,0.840432365336154,1
96,1.515,0.325,0.3655,0.312860339904758,1.54296007159964,1.44403688645691,0.473983414955708,clas6,1.04101658504429,0.352579391782238,0.351062332911214,4.84592655128746,sig_r,p,e,nc,1,0.844791893879204,1
97,1.515,0.325,0.3745,0.305341666849637,1.55334935893907,1.42266776502003,0.4625926252772,clas6,1.0524073747228,0.298286102696713,0.379425837320574,6.34609250398724,sig_r,p,e,nc,1,0.84882225597816,1
98,1.515,0.325,0.3835,0.298175891095669,1.56335623896319,1.40230162711864,0.451736475009938,clas6,1.06326352499006,0.247996716118656,0.413227708179809,7.6271186440678,sig_r,p,e,nc,1,0.852556202781246,1
99,1.515,0.325,0.3925,0.29133873690494,1.57299994493532,1.38286947770701,0.441378186410984,clas6,1.07362181358902,0.198472674281375,0.458268762452956,9.79632499446535,sig_r,p,e,nc,1,0.856022513797135,1
100,1.515,0.325,0.4015,0.284808105193497,1.58229860552075,1.36430850809465,0.431484279368148,clas6,1.08351572063185,0.160700073315776,0.502369668246446,10.6872037914692,sig_r,p,e,nc,1,0.859246557979315,1
101,1.515,0.325,0.4105,0.278563834921289,1.59126929940731,1.34656141778319,0.422024209905752,clas6,1.09297579009425,0.131970609859801,0.551159196290572,8.16074188562597,sig_r,p,e,nc,1,0.862250765187663,1
102,1.515,0.325,0.4195,0.272587495197113,1.59992811126744,1.32957582359952,0.412970055223626,clas6,1.10202994477637,0.109783548918877,0.597202295552367,6.9583931133429,sig_r,p,e,nc,1,0.865055023869499,1
103,1.515,0.325,0.4285,0.266862203582705,1.60829018765944,1.31330374329055,0.404296238427798,clas6,1.1107037615722,0.0891515983230461,0.658130601792574,9.47930004268033,sig_r,p,e,nc,1,0.867677017753623,1
104,1.515,0.325,0.4375,0.261372466823289,1.61636979189055,1.29770114285714,0.395979287237283,clas6,1.11902071276272,0.0733902846690371,0.719658976930792,10.1003009027081,sig_r,p,e,nc,1,0.870132511932534,1
105,1.515,0.325,0.4465,0.256104040840289,1.62418035717798,1.28272753863382,0.387997621873038,clas6,1.12700237812696,0.0616147612590768,0.763447079236553,5.65587044534413,sig_r,p,e,nc,1,0.872435596781641,1
106,1.515,0.325,0.4555,0.251043807322039,1.6317345376745,1.26834564654226,0.38033136809289,clas6,1.13466863190711,0.0514230803031059,0.817327065144392,9.78509066487576,sig_r,p,e,nc,1,0.874598896623202,1
107,1.515,0.325,0.4645,0.246179664661333,1.63904425709393,1.25452107212056,0.372962191961919,clas6,1.14203780803808,0.0417714834841846,0.867682437850842,11.6760224538893,sig_r,p,e,nc,1,0.876633748804963,1
108,1.515,0.325,0.4735,0.241500431330917,1.64612075479502,1.24122203590285,0.365873153466339,clas6,1.14912684653366,0.03440379482547,0.927599243856333,10.1323251417769,sig_r,p,e,nc,1,0.878550357865101,1
109,1.515,0.325,0.4825,0.236995760072931,1.65297462927052,1.22841912953368,0.35904857651049,clas6,1.15595142348951,0.0280183071259216,0.990867065058067,7.40331491712707,sig_r,p,e,nc,1,0.8803579286468,1
110,1.515,0.325,0.4915,0.232656061516153,1.65961587905174,1.21608509867752,0.352473933196971,clas6,1.16252606680303,0.0229802223700354,1.02018176958033,8.4389200748463,sig_r,p,e,nc,1,0.882064781568788,1
111,1.515,0.325,0.5005,0.228472436034344,1.66605394108261,1.20419464935065,0.346135740592031,clas6,1.16886425940797,0.0173854855274211,1.07751804743898,10.022344448264,sig_r,p,e,nc,1,0.883678452722124,1
112,1.515,0.325,0.5095,0.224436612826671,1.6722977266476,1.1927242747792,0.340021468432407,clas6,1.17497853156759,0.013167312919982,1.09412284577994,2.33318603623509,sig_r,p,e,nc,1,0.885205781024644,1
113,1.515,0.325,0.5185,0.220540895342698,1.678355654957,1.1816521002893,0.334119456444188,clas6,1.18088054355581,0.00905529211374375,1.16212832550861,2.34460093896714,sig_r,p,e,nc,1,0.886652984303795,1
114,1.515,0.325,0.5275,0.216778112294197,1.68423568450527,1.17095774407583,0.328418840125709,clas6,1.18658115987429,0.00538467366533259,1.20266803488969,2.27244740892765,sig_r,p,e,nc,1,0.888025725881174,1
115,1.515,0.375,0.1855,0.711282112182391,1.16504935619644,2.52640734231806,1.07759239995632,clas6,0.437407600043678,0.269972171953941,0.339235624123422,8.82012622720898,sig_r,p,e,nc,1,0.425513679354418,1
116,1.515,0.375,0.1945,0.678369315217653,1.18513763484414,2.4328645655527,1.02772951255474,clas6,0.487270487445256,0.254380875210152,0.261509552145318,7.49608518634513,sig_r,p,e,nc,1,0.473843725490982,1
117,1.515,0.375,0.2035,0.648367723881246,1.20533659505903,2.34759584275184,0.982277101680087,clas6,0.532722898319913,0.301419002182459,0.210837214585937,7.23844144041804,sig_r,p,e,nc,1,0.515684346874485,1
118,1.515,0.375,0.2125,0.620907443810981,1.2254025036085,2.26954988235294,0.940674777373636,clas6,0.574325222626364,0.315624653648114,0.20957345971564,5.9914691943128,sig_r,p,e,nc,1,0.552058424016075,1
119,1.515,0.375,0.2215,0.595678698915727,1.24516705196106,2.19784625733634,0.902453228857326,clas6,0.612546771142674,0.266952487930105,0.229265873015873,5.63392857142857,sig_r,p,e,nc,1,0.583818262435606,1
120,1.515,0.375,0.2305,0.572420094619668,1.26451591293563,2.13174204772234,0.867216443348797,clas6,0.647783556651203,0.220806373136139,0.259390427130285,5.28224940974458,sig_r,p,e,nc,1,0.611671601280561,1
121,1.515,0.375,0.2395,0.550909527389701,1.28337359003992,2.07060600417537,0.834627933995397,clas6,0.680372066004603,0.197003647436624,0.292354474370113,5.26281494352737,sig_r,p,e,nc,1,0.636205711342887,1
122,1.515,0.375,0.2485,0.530957069657277,1.30169260795506,2.01389832595573,0.804399960530775,clas6,0.710600039469225,0.184761601130226,0.320480404551201,5.16224188790561,sig_r,p,e,nc,1,0.657908417088001,1
123,1.515,0.375,0.2575,0.512399346834305,1.31944573441819,1.96115467961165,0.776285010453971,clas6,0.738714989546029,0.175057150907815,0.344093686354379,4.83706720977597,sig_r,p,e,nc,1,0.677185840670293,1
124,1.515,0.375,0.2665,0.495095053695435,1.33662034225339,1.91197345590994,0.750069006348584,clas6,0.764930993651416,0.170116431499677,0.36534749034749,4.59266409266409,sig_r,p,e,nc,1,0.694377098581224,1
125,1.515,0.375,0.2755,0.478921349581973,1.35321429737205,1.86600552450091,0.725565844616688,clas6,0.789434155383312,0.169049830801231,0.379856115107914,4.51438848920863,sig_r,p,e,nc,1,0.70976634318061,1
126,1.515,0.375,0.2845,0.463770937820153,1.36923294457686,1.82294593321617,0.702612970797531,clas6,0.812387029202469,0.172484981235074,0.392704918032787,8.36065573770492,sig_r,p,e,nc,1,0.723592571178823,1
127,1.515,0.375,0.2935,0.449549682486656,1.38468688950112,1.78252713458262,0.681067768967283,clas6,0.833932231032716,0.17676821576271,0.396564600448096,5.22255414488424,sig_r,p,e,nc,1,0.736057592011518,1
128,1.515,0.375,0.3025,0.43617465061102,1.39959036206418,1.7445134214876,0.660804595675695,clas6,0.854195404324305,0.186194562412227,0.394086378737542,5.22524916943522,sig_r,p,e,nc,1,0.747332497906568,1
