,exp,I,J,x,Q2,Elab,theta,*y,obs,target,curent,lepton beam,units,value,%ptp,%syst,%stat_u,%dFSR_u,%dFSY_c,%dFSE_c,%dFRC_c,%1dFN1_c,%2dFN1_c,%3dFN1_c,%4dFN1_c,%5dFN1_c,%6dFN1_c,%7dFN1_c,%8dFN1_c,%1dFN2_c,%2dFN2_c,%3dFN2_c,%4dFN2_c,%5dFN2_c,%6dFN2_c,%7dFN2_c,%8dFN2_c,%dFSZ_c,%*norm_c
640,slac,641,7,0.6,14.999,21.193,17.247,0.628655174830094,F2,d,e,NC,1,0.05106,1.3,1.6,1.0,0.8,0.4,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,1.4,1.7
641,slac,642,7,0.14,5.0,24.512,11.071,0.776418569606362,F2,d,e,NC,1,0.32716,0.7,2.1,0.2,0.7,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,2.0,1.7
642,slac,643,7,0.3,10.001,24.503,14.135,0.724917897186513,F2,d,e,NC,1,0.23158,1.4,1.6,1.2,0.7,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,1.5,1.7
643,slac,644,8,0.2,1.0,3.748,28.728,0.710830203465712,F2,d,e,NC,1,0.29131,1.0,0.9,0.9,0.5,0.3,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8,1.7
644,slac,645,8,0.2,1.0,4.006,24.906,0.6649845881745,F2,d,e,NC,1,0.28724,1.0,0.7,0.9,0.5,0.3,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7,1.7
645,slac,646,8,0.2,1.0,4.251,22.205,0.626918195082569,F2,d,e,NC,1,0.29081,1.0,0.7,0.8,0.5,0.3,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6,1.7
646,slac,647,8,0.2,1.0,5.507,14.52,0.483812576409349,F2,d,e,NC,1,0.29246,1.0,0.5,0.8,0.6,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.3,1.7
647,slac,648,8,0.2,1.0,6.251,12.124,0.426312324550088,F2,d,e,NC,1,0.29533,0.9,0.5,0.7,0.6,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.2,1.7
648,slac,649,8,0.2,1.5,5.507,24.519,0.725755001670635,F2,d,e,NC,1,0.30401,1.0,0.9,0.9,0.5,0.3,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8,1.7
649,slac,650,8,0.2,1.5,6.25,18.783,0.639471577619429,F2,d,e,NC,1,0.2962,0.8,0.7,0.6,0.5,0.3,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6,1.7
650,slac,651,8,0.2,1.5,7.002,15.343,0.570791277148911,F2,d,e,NC,1,0.29847,0.8,0.6,0.6,0.5,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.4,1.7
651,slac,652,8,0.2,1.5,7.498,13.727,0.532939944082814,F2,d,e,NC,1,0.30097,0.8,0.5,0.6,0.5,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.4,1.7
652,slac,653,8,0.2,1.5,8.251,11.866,0.484453924698874,F2,d,e,NC,1,0.30146,0.8,0.5,0.6,0.6,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.3,1.7
653,slac,654,8,0.2,2.5,8.251,25.22,0.807378220712672,F2,d,e,NC,1,0.31311,1.5,1.9,1.4,0.5,0.4,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.8,1.7
654,slac,655,8,0.2,2.5,10.243,14.999,0.650306216281355,F2,d,e,NC,1,0.30273,0.7,1.1,0.4,0.5,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.7
655,slac,656,8,0.2,2.5,11.744,11.746,0.567192518432833,F2,d,e,NC,1,0.29964,0.9,0.8,0.7,0.5,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7,1.7
656,slac,657,8,0.2,5.0,16.005,19.647,0.832362530111773,F2,d,e,NC,1,0.29168,1.2,2.1,1.1,0.5,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,1.7
657,slac,658,8,0.2,5.0,17.255,15.6,0.772059907040147,F2,d,e,NC,1,0.29355,0.9,1.7,0.8,0.5,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.7,1.7
658,slac,659,8,0.2,5.001,18.491,13.134,0.720430444660099,F2,d,e,NC,1,0.29346,0.9,1.4,0.7,0.5,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.4,1.7
659,slac,660,8,0.2,5.0,19.493,11.702,0.683445932627232,F2,d,e,NC,1,0.29647,0.8,1.3,0.6,0.5,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.2,1.7
660,slac,661,8,0.35,1.5,3.748,30.304,0.609262330218756,F2,d,e,NC,1,0.23096,0.9,0.7,0.7,0.5,0.3,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7,1.7
661,slac,662,8,0.35,1.5,4.007,26.95,0.569867540550911,F2,d,e,NC,1,0.23041,0.9,0.7,0.7,0.5,0.3,-0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6,1.7
662,slac,663,8,0.35,1.5,4.25,24.459,0.537313716095199,F2,d,e,NC,1,0.22922,0.9,0.6,0.7,0.5,0.3,-0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5,1.7
663,slac,664,8,0.35,1.5,5.507,16.715,0.414703484941964,F2,d,e,NC,1,0.23232,0.9,0.5,0.7,0.5,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.3,1.7
664,slac,665,8,0.35,1.5,7.002,12.232,0.326174416943464,F2,d,e,NC,1,0.23249,1.4,0.5,1.3,0.6,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
665,slac,666,8,0.35,2.5,5.501,30.008,0.691838775441335,F2,d,e,NC,1,0.2243,0.9,0.8,0.8,0.5,0.3,-0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8,1.7
666,slac,667,8,0.35,2.5,6.25,23.345,0.609110474024266,F2,d,e,NC,1,0.22132,0.9,0.7,0.7,0.5,0.3,-0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6,1.7
667,slac,668,8,0.35,2.5,7.081,18.9,0.5376039599931,F2,d,e,NC,1,0.22055,0.9,0.6,0.7,0.5,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.4,1.7
668,slac,669,8,0.35,2.5,7.498,17.283,0.507561867330815,F2,d,e,NC,1,0.2231,0.8,0.5,0.6,0.5,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.4,1.7
669,slac,670,8,0.35,2.5,9.71,11.986,0.391889268134044,F2,d,e,NC,1,0.22028,0.9,0.5,0.7,0.6,0.3,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.2,1.7
670,slac,671,8,0.35,5.0,10.243,24.878,0.743218365050568,F2,d,e,NC,1,0.20817,1.1,1.4,1.0,0.5,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.3,1.7
671,slac,672,8,0.35,5.0,11.753,18.447,0.647774263546993,F2,d,e,NC,1,0.20729,0.8,1.0,0.6,0.5,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9,1.7
672,slac,673,8,0.35,5.0,13.32,14.735,0.571548668722302,F2,d,e,NC,1,0.20917,0.8,0.8,0.6,0.5,0.3,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7,1.7
673,slac,674,8,0.35,5.0,15.004,12.189,0.507389632183965,F2,d,e,NC,1,0.20747,0.8,0.7,0.6,0.5,0.3,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5,1.7
674,slac,675,8,0.5,2.5,3.749,46.177,0.710839353906569,F2,d,e,NC,1,0.13995,1.0,1.2,0.9,0.5,0.4,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.2,1.7
675,slac,676,8,0.5,2.501,4.251,35.447,0.62665153801089,F2,d,e,NC,1,0.14095,1.1,0.9,1.0,0.5,0.3,-0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9,1.7
676,slac,677,8,0.5,2.5,5.502,23.082,0.484203017164779,F2,d,e,NC,1,0.14082,1.0,0.6,0.9,0.5,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5,1.7
677,slac,678,8,0.5,2.5,7.082,16.25,0.376150541377753,F2,d,e,NC,1,0.14209,0.8,0.5,0.6,0.5,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.3,1.7
678,slac,679,8,0.5,2.5,9.248,11.63,0.288095314864187,F2,d,e,NC,1,0.13956,0.9,0.5,0.7,0.5,0.3,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.1,1.7
679,slac,680,8,0.5,5.001,7.084,36.976,0.752240252439048,F2,d,e,NC,1,0.11734,1.4,1.4,1.3,0.5,0.4,-0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.3,1.7
680,slac,681,8,0.5,5.001,8.25,26.331,0.645907670522154,F2,d,e,NC,1,0.11796,0.9,1.0,0.7,0.5,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9,1.7
681,slac,682,8,0.5,5.001,9.71,19.742,0.548786199119327,F2,d,e,NC,1,0.11868,0.9,0.7,0.7,0.5,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6,1.7
682,slac,683,8,0.5,5.0,13.316,12.448,0.400240021764505,F2,d,e,NC,1,0.11696,0.7,0.5,0.5,0.5,0.3,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.3,1.7
683,slac,684,8,0.5,7.5,10.243,33.152,0.780424842222179,F2,d,e,NC,1,0.10687,1.7,1.8,1.6,0.5,0.4,-0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.7,1.7
684,slac,685,8,0.5,7.5,14.991,15.367,0.533263171081822,F2,d,e,NC,1,0.10928,1.1,0.8,1.0,0.5,0.3,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7,1.7
685,slac,686,8,0.5,9.999,13.319,30.802,0.800204508462656,F2,d,e,NC,1,0.10344,1.3,2.1,1.2,0.5,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,1.7
686,slac,687,8,0.5,10.001,15.005,22.578,0.710216970499886,F2,d,e,NC,1,0.10272,1.3,1.6,1.2,0.5,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.5,1.7
687,slac,688,8,0.5,10.0,18.49,15.1,0.576422682850042,F2,d,e,NC,1,0.10241,0.8,1.0,0.6,0.5,0.3,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9,1.7
688,slac,689,8,0.492,7.22,13.32,18.062,0.587102836920495,F2,d,e,NC,1,0.11552,1.6,0.9,1.5,0.5,0.3,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.8,1.7
689,slac,690,8,0.432,5.68,13.32,14.927,0.525651099285622,F2,d,e,NC,1,0.15229,1.5,0.7,1.4,0.5,0.3,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6,1.7
690,slac,691,8,0.419,8.391,16.006,18.042,0.666945280464272,F2,d,e,NC,1,0.15306,2.0,1.3,1.9,0.5,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.2,1.7
