,exp,I,J,x,Q2,Elab,theta,*y,obs,target,curent,lepton beam,units,value,%ptp,%syst,%stat_u,%dFSR_u,%dFSY_c,%dFSE_c,%dFRC_c,%1dFN1_c,%2dFN1_c,%3dFN1_c,%4dFN1_c,%5dFN1_c,%6dFN1_c,%7dFN1_c,%8dFN1_c,%1dFN2_c,%2dFN2_c,%3dFN2_c,%4dFN2_c,%5dFN2_c,%6dFN2_c,%7dFN2_c,%8dFN2_c,%dFSZ_c,%*norm_c
545,slac,546,6,0.185,2.576,19.5,6.0,0.381675694634305,F2,d,e,NC,1,0.30271,1.6,1.0,0.8,1.4,0.6,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.3,1.7
546,slac,547,6,0.153,2.391,19.5,6.0,0.426081749173378,F2,d,e,NC,1,0.31699,1.7,1.0,0.9,1.4,0.6,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.4,1.7
547,slac,548,6,0.127,2.193,19.5,6.0,0.473608229166549,F2,d,e,NC,1,0.31864,2.0,0.9,1.4,1.4,0.6,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.4,1.7
548,slac,549,6,0.103,1.983,19.5,6.0,0.524015101886578,F2,d,e,NC,1,0.31993,1.6,0.9,0.8,1.4,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.5,1.7
549,slac,550,6,0.083,1.759,19.5,6.0,0.577782432787943,F2,d,e,NC,1,0.32291,1.7,2.7,1.1,1.3,2.5,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.8,1.7
550,slac,551,6,0.066,1.523,19.5,6.0,0.634430156416167,F2,d,e,NC,1,0.32904,2.4,2.9,2.0,1.3,2.5,-0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.2,1.7
551,slac,552,6,0.744,7.309,13.3,15.0,0.393683548746616,F2,d,e,NC,1,0.02351,2.2,2.0,1.4,1.7,1.9,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.3,1.7
552,slac,553,6,0.702,7.14,13.3,15.0,0.407702905739614,F2,d,e,NC,1,0.03315,1.7,1.7,0.9,1.5,1.6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.3,1.7
553,slac,554,6,0.658,6.951,13.3,15.0,0.423381358234742,F2,d,e,NC,1,0.04631,1.5,1.6,0.7,1.4,1.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.4,1.7
554,slac,555,6,0.616,6.757,13.3,15.0,0.439474584605403,F2,d,e,NC,1,0.06039,1.5,1.5,0.8,1.3,1.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.4,1.7
555,slac,556,6,0.536,6.341,13.3,15.0,0.473983771049705,F2,d,e,NC,1,0.09485,1.4,1.4,0.7,1.2,1.2,-0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.5,1.7
556,slac,557,6,0.426,5.648,13.3,15.0,0.531471430198507,F2,d,e,NC,1,0.1562,1.4,1.3,0.6,1.3,1.1,-0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.6,1.7
557,slac,558,6,0.353,5.09,13.3,15.0,0.577760194707933,F2,d,e,NC,1,0.20751,1.4,1.4,0.5,1.3,1.1,-0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.7,1.7
558,slac,559,6,0.263,4.252,13.3,15.0,0.647276296247177,F2,d,e,NC,1,0.26252,1.6,1.2,0.9,1.3,0.5,-0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.9,1.7
559,slac,560,6,0.174,3.198,13.3,15.0,0.734710629209424,F2,d,e,NC,1,0.32521,1.9,1.9,1.4,1.3,0.5,-0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7,1.7
560,slac,561,6,0.801,10.111,16.0,15.0,0.420439448146113,F2,d,e,NC,1,0.01159,2.5,2.4,1.0,2.3,2.2,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.6,1.7
561,slac,562,6,0.758,9.877,16.0,15.0,0.433852282597088,F2,d,e,NC,1,0.01777,2.0,1.9,0.9,1.8,1.7,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.5,1.7
562,slac,563,6,0.692,9.482,16.0,15.0,0.456493605708777,F2,d,e,NC,1,0.03156,1.8,1.7,1.1,1.5,1.6,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.5,1.7
563,slac,564,6,0.607,8.912,16.0,15.0,0.489165894756024,F2,d,e,NC,1,0.05809,1.6,1.5,0.9,1.3,1.3,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.6,1.7
564,slac,565,6,0.529,8.314,16.0,15.0,0.52344313835296,F2,d,e,NC,1,0.09192,1.5,1.4,0.8,1.2,1.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.7,1.7
565,slac,566,6,0.421,7.332,16.0,15.0,0.579731187202779,F2,d,e,NC,1,0.15508,1.5,1.5,0.9,1.3,1.1,-0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.8,1.7
566,slac,567,6,0.35,6.558,16.0,15.0,0.62409671654062,F2,d,e,NC,1,0.20257,1.6,1.5,0.9,1.3,1.1,-0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.9,1.7
567,slac,568,6,0.262,5.416,16.0,15.0,0.689555934245806,F2,d,e,NC,1,0.26358,1.5,1.4,0.8,1.3,0.5,-0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.2,1.7
568,slac,569,6,0.174,4.018,16.0,15.0,0.769689022119581,F2,d,e,NC,1,0.31258,2.0,2.2,1.6,1.3,0.9,-0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.9,1.7
569,slac,570,6,0.82,13.907,19.5,15.0,0.463328040934764,F2,d,e,NC,1,0.00715,3.0,2.7,1.8,2.4,2.4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.9,1.7
570,slac,571,6,0.787,13.638,19.5,15.0,0.473708766971188,F2,d,e,NC,1,0.01058,2.5,2.2,1.5,2.0,2.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.8,1.7
571,slac,572,6,0.749,13.318,19.5,15.0,0.486057586047975,F2,d,e,NC,1,0.01618,2.0,1.9,1.0,1.7,1.6,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.8,1.7
572,slac,573,6,0.675,12.643,19.5,15.0,0.512105876288073,F2,d,e,NC,1,0.03212,1.7,1.5,0.9,1.4,1.2,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.8,1.7
573,slac,574,6,0.596,11.844,19.5,15.0,0.542939333920425,F2,d,e,NC,1,0.05539,1.6,1.6,1.0,1.3,1.3,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.9,1.7
574,slac,575,6,0.521,10.978,19.5,15.0,0.576358325546979,F2,d,e,NC,1,0.09095,1.6,1.6,1.0,1.3,1.2,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.0,1.7
575,slac,576,6,0.415,9.576,19.5,15.0,0.630461589127152,F2,d,e,NC,1,0.1535,1.5,1.6,0.8,1.3,1.1,-0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.1,1.7
576,slac,577,6,0.517,2.496,6.5,18.0,0.396478154609053,F2,d,e,NC,1,0.13225,1.3,1.0,0.5,1.2,0.6,-0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.3,1.7
577,slac,578,6,0.485,2.434,6.5,18.0,0.411469482499373,F2,d,e,NC,1,0.14811,1.5,0.9,0.8,1.3,0.6,-0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.3,1.7
578,slac,579,6,0.422,2.292,6.5,18.0,0.445804459280429,F2,d,e,NC,1,0.18422,1.5,0.9,0.7,1.3,0.6,-0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.3,1.7
579,slac,580,6,0.326,2.028,6.5,18.0,0.509638500619856,F2,d,e,NC,1,0.23636,1.5,1.0,0.7,1.3,0.5,-0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.3,1.7
580,slac,581,6,0.243,1.727,6.5,18.0,0.582418979571248,F2,d,e,NC,1,0.27725,1.5,1.0,0.7,1.3,0.5,-0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.5,1.7
581,slac,582,6,0.173,1.395,6.5,18.0,0.6626951224678,F2,d,e,NC,1,0.29081,1.6,1.2,0.9,1.3,0.5,-0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.7,1.7
582,slac,583,6,0.718,6.03,10.4,18.0,0.430457994086256,F2,d,e,NC,1,0.03218,2.2,1.7,1.6,1.4,1.6,-0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.3,1.7
583,slac,584,6,0.656,5.791,10.4,18.0,0.453031881219487,F2,d,e,NC,1,0.05073,3.1,1.5,2.8,1.3,1.3,-0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.4,1.7
584,slac,585,6,0.615,5.623,10.4,18.0,0.468899718200168,F2,d,e,NC,1,0.06637,2.7,1.4,2.4,1.3,1.3,-0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.4,1.7
585,slac,586,6,0.544,5.303,10.4,18.0,0.499124169591943,F2,d,e,NC,1,0.09462,2.3,1.4,1.9,1.2,1.2,-0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.5,1.7
586,slac,587,6,0.432,4.693,10.4,18.0,0.556739530057512,F2,d,e,NC,1,0.15752,2.4,1.0,2.0,1.3,0.6,-0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.6,1.7
587,slac,588,6,0.358,4.208,10.4,18.0,0.60254846419817,F2,d,e,NC,1,0.20882,1.7,1.1,1.1,1.3,0.5,-0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.7,1.7
588,slac,589,6,0.267,3.488,10.4,18.0,0.670553479829662,F2,d,e,NC,1,0.27048,1.7,1.3,1.1,1.3,0.5,-0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.0,1.7
589,slac,590,6,0.176,2.598,10.4,18.0,0.754615235263034,F2,d,e,NC,1,0.32001,1.7,2.1,1.1,1.3,0.9,-0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7,1.7
590,slac,591,6,0.787,9.203,13.3,18.0,0.468502449875221,F2,d,e,NC,1,0.01355,2.2,2.2,1.3,1.8,2.1,-0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.6,1.7
591,slac,592,6,0.747,8.979,13.3,18.0,0.481439041337565,F2,d,e,NC,1,0.02039,2.2,1.9,1.6,1.5,1.7,-0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.6,1.7
592,slac,593,6,0.69,8.633,13.3,18.0,0.501421454935649,F2,d,e,NC,1,0.03251,1.6,1.7,0.8,1.4,1.5,-0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.6,1.7
593,slac,594,6,0.609,8.098,13.3,18.0,0.532319117580087,F2,d,e,NC,1,0.05678,1.5,1.5,0.9,1.3,1.3,-0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.7,1.7
594,slac,595,6,0.533,7.521,13.3,18.0,0.565642391123714,F2,d,e,NC,1,0.0938,1.5,1.5,0.9,1.2,1.2,-0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.8,1.7
595,slac,596,6,0.424,6.571,13.3,18.0,0.620507399557761,F2,d,e,NC,1,0.15461,1.6,1.5,1.0,1.3,1.1,-0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.9,1.7
596,slac,597,6,0.353,5.836,13.3,18.0,0.662955590293577,F2,d,e,NC,1,0.20593,1.7,1.3,1.1,1.3,0.5,-0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.0,1.7
597,slac,598,6,0.264,4.773,13.3,18.0,0.724346647099253,F2,d,e,NC,1,0.26323,1.7,1.5,1.1,1.3,0.5,-0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.3,1.7
598,slac,599,6,0.176,3.5,13.3,18.0,0.797865758400877,F2,d,e,NC,1,0.31086,2.0,2.4,1.6,1.3,0.9,-0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,2.1,1.7
599,slac,600,6,0.819,12.407,16.0,18.0,0.50488971982345,F2,d,e,NC,1,0.00749,2.8,2.6,1.9,2.0,2.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.0,1.7
600,slac,601,6,0.762,11.954,16.0,18.0,0.522967011426575,F2,d,e,NC,1,0.01472,1.9,2.1,1.1,1.6,1.8,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.9,1.7
601,slac,602,6,0.678,11.236,16.0,18.0,0.551619319088924,F2,d,e,NC,1,0.03146,1.7,1.8,1.0,1.3,1.4,-0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.9,1.7
602,slac,603,6,0.599,10.475,16.0,18.0,0.581987572753336,F2,d,e,NC,1,0.05695,1.4,1.7,0.7,1.3,1.2,-0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.0,1.7
603,slac,604,6,0.523,9.656,16.0,18.0,0.614670358234483,F2,d,e,NC,1,0.09077,1.7,1.7,1.1,1.2,1.1,-0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.1,1.7
604,slac,605,6,0.417,8.349,16.0,18.0,0.666827135552993,F2,d,e,NC,1,0.15482,1.5,1.7,0.9,1.3,1.1,-0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.2,1.7
605,slac,606,6,0.347,7.355,16.0,18.0,0.706493422205326,F2,d,e,NC,1,0.20231,1.8,1.6,1.3,1.3,0.5,-0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.3,1.7
606,slac,607,6,0.259,5.941,16.0,18.0,0.762920111668503,F2,d,e,NC,1,0.26316,1.7,1.7,1.2,1.3,0.5,-0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.5,1.7
607,slac,608,6,0.172,4.29,16.0,18.0,0.828804457003514,F2,d,e,NC,1,0.30726,1.9,2.5,1.5,1.2,0.9,-0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,2.2,1.7
608,slac,609,6,0.861,17.063,19.5,18.0,0.541582387468584,F2,d,e,NC,1,0.00335,4.4,3.5,3.6,2.5,3.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.8,1.7
609,slac,610,6,0.807,16.462,19.5,18.0,0.557728961056546,F2,d,e,NC,1,0.00739,2.7,2.6,2.0,1.8,2.2,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.4,1.7
610,slac,611,6,0.742,15.706,19.5,18.0,0.578039792391818,F2,d,e,NC,1,0.01585,2.4,2.2,1.9,1.5,1.7,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.3,1.7
611,slac,612,6,0.67,14.778,19.5,18.0,0.602971606517655,F2,d,e,NC,1,0.03062,1.9,2.0,1.4,1.3,1.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.3,1.7
612,slac,613,6,0.592,13.694,19.5,18.0,0.632094544569817,F2,d,e,NC,1,0.05559,1.7,1.9,1.1,1.3,1.2,-0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.4,1.7
613,slac,614,6,0.517,12.547,19.5,18.0,0.66291005189992,F2,d,e,NC,1,0.08881,1.8,1.9,1.3,1.3,1.1,-0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.4,1.7
614,slac,615,6,0.413,10.743,19.5,18.0,0.711376638842818,F2,d,e,NC,1,0.15396,1.8,2.0,1.3,1.3,1.1,-0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.5,1.7
615,slac,616,6,0.343,9.391,19.5,18.0,0.747699712870977,F2,d,e,NC,1,0.19687,1.8,1.8,1.3,1.3,0.5,-0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.6,1.7
616,slac,617,6,0.257,7.502,19.5,18.0,0.798449925030142,F2,d,e,NC,1,0.26197,2.2,2.0,1.8,1.3,0.5,-0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.8,1.7
617,slac,618,6,0.171,5.35,19.5,18.0,0.856265942270229,F2,d,e,NC,1,0.31063,2.5,2.6,2.2,1.2,0.9,-0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,2.3,1.7
618,slac,619,6,0.86,19.104,19.5,20.6,0.607129602060866,F2,d,e,NC,1,0.00333,3.6,3.6,2.9,2.2,2.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,2.4,1.7
619,slac,620,6,0.806,18.353,19.5,20.6,0.622573784894423,F2,d,e,NC,1,0.00703,2.7,2.8,2.2,1.6,2.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.9,1.7
620,slac,621,6,0.74,17.398,19.5,20.6,0.642213191826578,F2,d,e,NC,1,0.01483,3.3,2.4,3.0,1.4,1.6,-0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.7,1.7
621,slac,622,7,0.7,5.0,8.005,22.238,0.475482571316296,F2,d,e,NC,1,0.04069,1.2,0.8,0.9,0.7,0.5,-0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.4,1.7
622,slac,623,7,0.3,2.0,8.004,13.606,0.443785874184782,F2,d,e,NC,1,0.25124,1.2,0.6,0.9,0.8,0.3,-0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.2,1.7
623,slac,624,7,0.4,2.0,8.004,12.418,0.332796210602257,F2,d,e,NC,1,0.20279,1.2,0.6,0.9,0.8,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.2,1.7
624,slac,625,7,0.5,5.0,9.699,19.778,0.549480771781023,F2,d,e,NC,1,0.11827,1.1,0.8,0.9,0.7,0.3,-0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.6,1.7
625,slac,626,7,0.22,2.0,9.692,11.843,0.499882791532809,F2,d,e,NC,1,0.2957,1.2,0.7,0.9,0.8,0.4,-0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.4,1.7
626,slac,627,7,0.3,5.0,12.096,20.657,0.734229611265095,F2,d,e,NC,1,0.23763,1.1,1.4,0.8,0.7,0.3,-0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,1.3,1.7
627,slac,628,7,0.13,2.0,12.094,11.826,0.677891673925064,F2,d,e,NC,1,0.32583,1.2,1.1,1.0,0.7,0.3,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,1.0,1.7
628,slac,629,7,0.4,5.0,12.097,15.85,0.550662422531521,F2,d,e,NC,1,0.17643,1.0,0.8,0.7,0.7,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.6,1.7
629,slac,630,7,0.5,5.0,12.097,14.196,0.440563513727053,F2,d,e,NC,1,0.11816,0.9,0.7,0.6,0.7,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.4,1.7
630,slac,631,7,0.6,5.0,12.097,13.343,0.367126991698478,F2,d,e,NC,1,0.07286,0.9,0.7,0.5,0.8,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.2,1.7
631,slac,632,7,0.7,5.0,12.097,12.82,0.314675096731246,F2,d,e,NC,1,0.04089,1.3,1.0,0.6,1.1,0.9,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.2,1.7
632,slac,633,7,0.089,2.0,15.102,11.811,0.792904126066981,F2,d,e,NC,1,0.33247,1.2,1.7,1.0,0.7,0.3,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,1.7,1.7
633,slac,634,7,0.3,5.0,15.102,13.247,0.5880478861447,F2,d,e,NC,1,0.23802,1.2,0.9,1.0,0.7,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.7,1.7
634,slac,635,7,0.7,10.0,15.102,17.1,0.504081653554968,F2,d,e,NC,1,0.0279,1.6,1.1,1.3,0.9,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.7,1.7
635,slac,636,7,0.8,10.001,15.102,16.101,0.441048722912926,F2,d,e,NC,1,0.01125,1.9,1.5,1.2,1.5,1.2,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.6,1.7
636,slac,637,7,0.22,5.0,17.308,13.54,0.699733940968434,F2,d,e,NC,1,0.29082,1.2,1.4,1.0,0.7,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,1.2,1.7
637,slac,638,7,0.5,10.0,17.307,16.951,0.615779018957452,F2,d,e,NC,1,0.10235,1.5,1.2,1.3,0.7,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,1.1,1.7
638,slac,639,7,0.6,10.0,17.307,15.047,0.51314532153428,F2,d,e,NC,1,0.05794,1.2,1.0,0.9,0.8,0.5,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.7,1.7
639,slac,640,7,0.4,9.999,21.193,14.064,0.628652131090538,F2,d,e,NC,1,0.16113,1.1,1.3,0.8,0.7,0.3,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,1.1,1.7
