,I,J,x,Q2,Elab,target,curent,lepton beam,units,theta,sigma(pb/sr/GeV per nucleon),*epsilon,*y,obs,*value,%stat,%syst,%dST_u,%dSR_u,%dSY_c,%dSE_c,%*dRC_c,%1dN1_c,%2dN1_c,%3dN1_c,%4dN1_c,%5dN1_c,%6dN1_c,%7dN1_c,%8dN1_c,%1dN2_c,%2dN2_c,%3dN2_c,%4dN2_c,%5dN2_c,%6dN2_c,%7dN2_c,%8dN2_c,%*norm_c
342,343,4,0.702,11.428,18.001,d,e,NC,1,14.991,205.1,0.792033122301987,0.481868530313022,sig_r,0.0263230308815566,1.9,1.9,1.5,1.2,1.3,0.1,0.0535436920866215,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
343,344,4,0.649,10.989,18.001,d,e,NC,1,14.991,321.0,0.774192895401587,0.501772250578386,sig_r,0.0419682564245017,1.5,1.7,1.0,1.1,1.0,0.1,0.0838720778173017,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
344,345,4,0.603,10.59,18.001,d,e,NC,1,14.991,422.1,0.757041398359573,0.519862420022305,sig_r,0.0558302291642944,1.3,1.6,0.8,1.0,0.9,0.0,0.113029622788726,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
345,346,4,0.551,10.095,18.001,d,e,NC,1,14.991,582.0,0.734504139278815,0.542305111437693,sig_r,0.077877943719587,1.6,1.6,1.3,1.0,0.7,0.0,0.151342963226015,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
346,347,4,0.498,9.542,18.001,d,e,NC,1,14.991,773.8,0.707655688872779,0.567377451544177,sig_r,0.10436261942231,1.7,1.6,1.4,0.9,0.6,0.0,0.196985328916276,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
347,348,4,0.449,8.984,18.001,d,e,NC,1,14.991,988.9,0.678760189122951,0.592676485503341,sig_r,0.133604478815803,1.7,1.6,1.4,0.9,0.5,0.0,0.246107678490984,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
348,349,4,0.406,8.457,18.001,d,e,NC,1,14.991,1153.0,0.649798521398919,0.616570017575886,sig_r,0.154953912624574,1.7,1.6,1.4,0.9,0.5,0.0,0.295342513621837,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
349,350,4,0.368,7.942,18.001,d,e,NC,1,14.991,1366.0,0.619930196894414,0.639919484401996,sig_r,0.181993155766905,1.7,1.6,1.4,0.9,0.5,0.0,0.346118665279497,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
350,351,4,0.335,7.469,18.001,d,e,NC,1,14.991,1565.0,0.591143941362104,0.66136472286559,sig_r,0.205468964101691,1.4,1.7,1.1,0.9,0.5,0.0,0.395055299684424,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
351,352,4,0.313,7.144,18.001,d,e,NC,1,14.991,1639.0,0.570621950386542,0.676099823289834,sig_r,0.211968025761401,2.3,1.7,2.1,0.9,0.4,0.0,0.429942684342878,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
352,353,4,0.785,9.047,15.004,d,e,NC,1,14.991,218.8,0.848063774505627,0.409590302418358,sig_r,0.0148255945525741,2.1,2.4,1.4,1.6,2.0,0.1,0.0417084166595671,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
353,354,4,0.736,8.807,15.004,d,e,NC,1,14.991,327.3,0.837053058126995,0.425252768143968,sig_r,0.0227211858543153,1.8,2.0,1.2,1.3,1.5,0.0,0.0229901988158919,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
354,355,4,0.682,8.52,15.004,d,e,NC,1,14.991,492.3,0.823077575572899,0.443982466740843,sig_r,0.0350774736535101,1.8,1.7,1.4,1.2,1.2,0.0,0.000768121526072141,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
355,356,4,0.629,8.214,15.004,d,e,NC,1,14.991,712.7,0.807184044385868,0.463952110540996,sig_r,0.0520093785543738,2.0,1.6,1.7,1.1,0.9,0.0,0.0277871245440238,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
356,357,4,0.577,7.884,15.004,d,e,NC,1,14.991,978.5,0.788868431669143,0.48548800091371,sig_r,0.0730082698758354,1.9,1.5,1.6,1.0,0.8,0.0,0.0589236661624566,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
357,358,4,0.525,7.521,15.004,d,e,NC,1,14.991,1275.0,0.767280571343216,0.509177480323695,sig_r,0.0970381277708879,1.8,1.4,1.5,0.9,0.6,0.0,0.0956230287165332,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
358,359,4,0.474,7.128,15.004,d,e,NC,1,14.991,1605.0,0.7421720482519,0.534824767949382,sig_r,0.124130346087686,1.4,1.4,1.0,0.9,0.6,0.0,0.138307517971771,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
359,360,4,0.43,6.761,15.004,d,e,NC,1,14.991,1916.0,0.717067112271093,0.558775288454794,sig_r,0.14940348045623,1.3,1.4,1.0,0.9,0.5,0.0,0.180985909139142,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
360,361,4,0.382,6.317,15.004,d,e,NC,1,14.991,2288.0,0.684528659018887,0.587750850047172,sig_r,0.179065756113038,1.4,1.5,1.1,0.9,0.5,0.0,0.236301279667891,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
361,362,4,0.352,6.018,15.004,d,e,NC,1,14.991,2440.0,0.661271963244938,0.607263671930328,sig_r,0.190398699006172,2.1,1.5,1.9,0.9,0.5,0.0,0.275837662483605,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
362,363,4,0.729,6.553,12.497,d,e,NC,1,14.991,775.8,0.865039612571462,0.383558836916497,sig_r,0.0290224061034804,2.1,1.9,1.6,1.3,1.5,0.0,0.0705673413714853,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
363,364,4,0.679,6.374,12.497,d,e,NC,1,14.991,1074.0,0.854245313622207,0.400397379292805,sig_r,0.0413943408756151,1.8,1.7,1.4,1.1,1.1,0.0,0.0522170331577526,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
364,365,4,0.625,6.16,12.497,d,e,NC,1,14.991,1506.0,0.84043848413418,0.420528374089062,sig_r,0.0599831661084478,1.8,1.5,1.5,1.0,0.9,0.0,0.0287454230281065,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
365,366,4,0.568,5.911,12.497,d,e,NC,1,14.991,1984.0,0.823101172332441,0.443951821305267,sig_r,0.0816639284793087,1.9,1.4,1.6,1.0,0.7,0.0,0.000728007034849279,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
366,367,4,0.513,5.64,12.497,d,e,NC,1,14.991,2608.0,0.802629637222056,0.469444810042582,sig_r,0.110751683804553,1.8,1.4,1.5,0.9,0.6,0.0,0.0355296167225055,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
367,368,4,0.459,5.348,12.497,d,e,NC,1,14.991,3184.0,0.778647116897169,0.496913270231867,sig_r,0.138622466163534,1.8,1.3,1.5,0.9,0.5,0.0,0.0762999012748133,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
368,369,4,0.416,5.084,12.497,d,e,NC,1,14.991,3658.0,0.755201996140877,0.521747768485193,sig_r,0.162283582921718,2.0,1.4,1.8,0.9,0.5,0.0,0.116156606560509,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
369,370,4,0.384,4.877,12.497,d,e,NC,1,14.991,4067.0,0.735625892884893,0.54122027279746,sig_r,0.181914545868054,10.0,1.4,10.0,0.9,0.5,0.0,0.149435982095681,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
370,371,4,0.645,4.355,9.999,d,e,NC,1,14.991,3404.0,0.878988896091142,0.360061814644354,sig_r,0.0622306877247773,1.4,1.5,1.0,1.0,1.0,0.0,0.0942811233549423,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
371,372,4,0.596,4.229,9.999,d,e,NC,1,14.991,4234.0,0.868104438932619,0.378576673738456,sig_r,0.0804011003164056,1.3,1.4,0.8,1.0,0.8,0.0,0.0757775461854517,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
372,373,4,0.543,4.08,9.999,d,e,NC,1,14.991,5110.0,0.854196473716112,0.400471229333861,sig_r,0.100873646858438,1.2,1.3,0.7,0.9,0.6,0.0,0.0521340053173907,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
373,374,4,0.506,3.963,9.999,d,e,NC,1,14.991,5938.0,0.842464235501057,0.41766359849267,sig_r,0.120614239215398,2.3,1.3,2.1,0.9,0.6,0.0,0.0321892003517968,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
374,375,4,0.869,18.647,20.001,d,e,NC,1,18.996,6.584,0.69013753829153,0.572034949213839,sig_r,0.00312202709062932,2.8,3.8,1.9,2.0,2.9,0.0,0.2267661849044,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
375,376,4,0.824,18.091,20.001,d,e,NC,1,18.996,12.2,0.675977470219968,0.584795638238191,sig_r,0.00578555076512376,2.2,2.9,1.6,1.6,2.1,0.0,0.250838300626055,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
376,377,4,0.77,17.373,20.001,d,e,NC,1,18.996,24.03,0.657016747852769,0.601274369748057,sig_r,0.0113877097582473,2.1,2.4,1.7,1.3,1.5,0.0,0.283071528650292,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
377,378,4,0.72,16.671,20.001,d,e,NC,1,18.996,41.13,0.637741846482354,0.617385887185279,sig_r,0.0194264799041538,2.0,2.2,1.6,1.1,1.2,0.0,0.315838860979998,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
378,379,4,0.668,15.912,20.001,d,e,NC,1,18.996,64.56,0.616083004662772,0.634805604756293,sig_r,0.0302534004378302,1.9,2.2,1.6,1.0,1.0,0.0,0.352658892073288,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
379,380,4,0.616,15.105,20.001,d,e,NC,1,18.996,97.8,0.592124899325808,0.653326964545237,sig_r,0.0452913553766593,1.8,2.1,1.5,1.0,0.8,0.0,0.393387671146127,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
380,381,4,0.564,14.243,20.001,d,e,NC,1,18.996,145.5,0.565484285788015,0.673110622708892,sig_r,0.0662745596570777,1.8,2.1,1.5,0.9,0.7,0.0,0.438676714160374,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
381,382,4,0.516,13.405,20.001,d,e,NC,1,18.996,195.7,0.538559178295066,0.692343459763582,sig_r,0.0872430163824354,1.8,2.1,1.5,0.9,0.6,0.0,0.484449396898387,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
382,383,4,0.471,12.573,20.001,d,e,NC,1,18.996,261.7,0.510843628007927,0.71143859154103,sig_r,0.113628409977465,1.8,2.1,1.6,0.9,0.5,0.0,0.531565832386525,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
383,384,4,0.436,11.895,20.001,d,e,NC,1,18.996,312.9,0.487548919872645,0.726999287869288,sig_r,0.132392985090821,2.2,2.1,2.0,0.9,0.5,0.0,0.571166836216503,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
384,385,4,0.412,11.412,20.001,d,e,NC,1,18.996,320.2,0.470574000594817,0.738084562687206,sig_r,0.13269024329587,9.0,2.1,9.0,0.9,0.5,0.0,0.600024198988811,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
385,386,4,0.855,15.908,18.018,d,e,NC,1,18.996,13.2,0.71340534683424,0.550111211542894,sig_r,0.00454804856562014,2.6,3.3,1.8,1.9,2.6,0.0,0.187210910381792,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
386,387,4,0.808,15.411,18.018,d,e,NC,1,18.996,22.66,0.698641970485829,0.564166701099292,sig_r,0.00784133852301067,2.2,2.6,1.6,1.5,1.9,0.0,0.212308650174091,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
387,388,4,0.753,14.8,18.018,d,e,NC,1,18.996,41.65,0.679738328372454,0.581446186248103,sig_r,0.0144462438562004,2.1,2.2,1.7,1.2,1.4,0.0,0.244444841766829,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
388,389,4,0.701,14.192,18.018,d,e,NC,1,18.996,68.95,0.660098088662326,0.598640829407641,sig_r,0.0238864919023865,1.9,2.1,1.6,1.1,1.1,0.0,0.277833249274045,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
389,390,4,0.65,13.549,18.018,d,e,NC,1,18.996,110.0,0.638424737391506,0.616825295775375,sig_r,0.0379810571723973,1.8,2.0,1.5,1.0,0.9,0.0,0.31467794643444,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
390,391,4,0.599,12.875,18.018,d,e,NC,1,18.996,162.1,0.614711142245032,0.635886462698941,sig_r,0.0555051925175679,1.8,1.9,1.5,1.0,0.8,0.0,0.354991058183445,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
391,392,4,0.546,12.129,18.018,d,e,NC,1,18.996,230.1,0.587281918112578,0.656983837365084,sig_r,0.0776858433415855,1.7,1.9,1.4,0.9,0.7,0.0,0.401620739208617,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
392,393,4,0.492,11.304,18.018,d,e,NC,1,18.996,319.5,0.555515591547926,0.680315384415443,sig_r,0.105689008959735,1.5,1.9,1.2,0.9,0.6,0.0,0.455623494368526,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
393,394,4,0.456,10.74,18.018,d,e,NC,1,18.996,381.6,0.53294557952173,0.696265678398962,sig_r,0.123660876640811,1.1,1.9,0.7,0.9,0.5,0.0,0.493992514813059,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
394,395,4,0.432,10.338,18.018,d,e,NC,1,18.996,407.2,0.516442202666227,0.707634504961682,sig_r,0.129933654871006,3.1,2.0,3.0,0.9,0.5,0.0,0.522048255467414,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
395,396,4,0.82,11.886,15.004,d,e,NC,1,18.996,41.89,0.747680092153163,0.515242688482649,sig_r,0.00819820002373061,2.9,2.6,2.4,1.6,2.1,0.0,0.128943843339623,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
396,397,4,0.774,11.54,15.004,d,e,NC,1,18.996,68.21,0.734209865688773,0.529353914276441,sig_r,0.0134468012483651,2.1,2.2,1.7,1.3,1.6,0.0,0.151843228329085,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
397,398,4,0.723,11.123,15.004,d,e,NC,1,18.996,108.2,0.717252122446133,0.54636079623023,sig_r,0.0215024234264385,2.1,1.9,1.8,1.1,1.2,0.0,0.180671391841574,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
398,399,4,0.669,10.65,15.004,d,e,NC,1,18.996,175.9,0.697050246339609,0.565651576000355,sig_r,0.0351695475177711,1.9,1.8,1.6,1.0,1.0,0.0,0.215014581222664,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
399,400,4,0.617,10.164,15.004,d,e,NC,1,18.996,256.7,0.675213602430723,0.585472546334987,sig_r,0.0514389761685528,2.0,1.7,1.7,1.0,0.8,0.0,0.25213687586777,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
400,401,4,0.566,9.651,15.004,d,e,NC,1,18.996,364.3,0.650970074197765,0.606394681688209,sig_r,0.0728897520420867,1.8,1.7,1.5,0.9,0.7,0.0,0.2933508738638,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
401,402,4,0.514,9.101,15.004,d,e,NC,1,18.996,480.4,0.62361374347495,0.628825820955796,sig_r,0.0952809786582681,1.8,1.7,1.5,0.9,0.6,0.0,0.339856636092585,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
402,403,4,0.479,8.703,15.004,d,e,NC,1,18.996,588.4,0.602939372537125,0.645057809007614,sig_r,0.115639761879753,4.3,1.7,4.2,0.9,0.5,0.0,0.375003066686888,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
403,404,4,0.779,8.81,12.498,d,e,NC,1,18.996,146.8,0.777162529895277,0.482157583095696,sig_r,0.0161498343644653,2.1,2.1,1.6,1.3,1.7,0.0,0.0788236991780293,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
404,405,4,0.727,8.515,12.498,d,e,NC,1,18.996,227.1,0.762074913609529,0.499497368905772,sig_r,0.0253766405169522,2.0,1.8,1.6,1.1,1.3,0.0,0.1044726468638,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
405,406,4,0.671,8.175,12.498,d,e,NC,1,18.996,346.8,0.743690004631817,0.519482206788572,sig_r,0.0393026646856872,1.7,1.7,1.4,1.0,1.0,0.0,0.13572699212591,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
406,407,4,0.621,7.845,12.498,d,e,NC,1,18.996,483.1,0.724809961787912,0.538879255321877,sig_r,0.0553456244362907,1.5,1.6,1.2,1.0,0.8,0.0,0.167823064960549,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
407,408,4,0.573,7.503,12.498,d,e,NC,1,18.996,658.4,0.704152010303974,0.558981651074576,sig_r,0.0760248003552904,1.9,1.5,1.7,0.9,0.7,0.0,0.202941582483244,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
408,409,4,0.536,7.229,12.498,d,e,NC,1,18.996,802.9,0.686792128253482,0.575087079250714,sig_r,0.0928773014317712,5.6,1.5,5.5,0.9,0.6,0.0,0.232453381969082,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
409,410,4,0.877,20.427,18.018,d,e,NC,1,25.993,2.304,0.52347050627917,0.688982215458445,sig_r,0.00260099489465385,3.1,4.6,2.6,1.8,2.6,0.0,0.510100139325411,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
410,411,4,0.833,19.705,18.018,d,e,NC,1,25.993,4.584,0.50849700325009,0.699975256063478,sig_r,0.00510463297131807,2.4,3.6,2.0,1.4,1.8,0.0,0.535555094474847,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
411,412,4,0.78,18.814,18.018,d,e,NC,1,25.993,9.282,0.489580771489616,0.713541459912625,sig_r,0.0101313145957498,2.3,3.0,2.0,1.2,1.4,0.0,0.567712688467652,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
412,413,4,0.731,17.951,18.018,d,e,NC,1,25.993,15.44,0.470803749017954,0.726681340857421,sig_r,0.0164932461880241,2.4,2.8,2.1,1.1,1.1,0.0,0.599633626669478,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
413,414,4,0.675,16.935,18.018,d,e,NC,1,25.993,27.43,0.448133439331872,0.742150771958132,sig_r,0.0284380992486108,2.1,2.7,1.9,1.0,0.9,0.0,0.638173153135818,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
414,415,4,0.617,15.832,18.018,d,e,NC,1,25.993,44.37,0.422846045669255,0.758944849225931,sig_r,0.0443207548792318,2.0,2.7,1.8,0.9,0.8,0.0,0.681161722362267,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
415,416,4,0.566,14.806,18.018,d,e,NC,1,25.993,67.57,0.398709448620485,0.774566538506767,sig_r,0.064938361973122,2.2,2.6,2.0,0.9,0.7,0.0,0.722193937345176,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
416,417,4,0.522,13.911,18.018,d,e,NC,1,25.993,89.47,0.377185614870309,0.788193645627964,sig_r,0.0825841761434211,2.2,2.6,2.0,0.9,0.6,0.0,0.758784454720474,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
417,418,4,0.48,13.018,18.018,d,e,NC,1,25.993,125.4,0.355288447385761,0.801790301113136,sig_r,0.110730379595672,2.3,2.6,2.1,0.9,0.5,-0.1,0.796009639444206,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
418,419,4,0.46,12.579,18.018,d,e,NC,1,25.993,124.8,0.344373873158809,0.808474435220628,sig_r,0.107646861683333,4.5,2.6,4.4,0.9,0.5,-0.1,0.814564415630024,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
419,420,4,0.851,15.698,15.005,d,e,NC,1,25.993,7.087,0.56726582026281,0.655359648188963,sig_r,0.00477538786762117,2.6,3.5,2.1,1.5,2.1,0.0,0.435648105553223,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
420,421,4,0.803,15.108,15.005,d,e,NC,1,25.993,12.81,0.550753317512849,0.668312750977122,sig_r,0.008536808603281,2.0,2.8,1.6,1.2,1.6,0.0,0.463719360228157,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
421,422,4,0.752,14.458,15.005,d,e,NC,1,25.993,22.2,0.532039063591451,0.682583118455601,sig_r,0.0145744648818457,1.9,2.5,1.6,1.1,1.2,0.0,0.495533591894534,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
422,423,4,0.696,13.696,15.005,d,e,NC,1,25.993,38.82,0.509408938347289,0.699312380022681,sig_r,0.0249929170727555,2.2,2.4,1.9,1.0,1.0,0.0,0.534004804809609,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
423,424,4,0.641,12.926,15.005,d,e,NC,1,25.993,64.26,0.485793104646561,0.716217276881803,sig_r,0.0403321367927895,1.9,2.3,1.7,1.0,0.8,0.0,0.574151722100847,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
424,425,4,0.587,12.133,15.005,d,e,NC,1,25.993,99.13,0.460699573956031,0.733627125205548,sig_r,0.060314777181756,1.8,2.3,1.5,0.9,0.7,0.0,0.616810724274748,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
425,426,4,0.538,11.371,15.005,d,e,NC,1,25.993,135.9,0.435864761025279,0.750356386772627,sig_r,0.0799247954523107,2.0,2.3,1.8,0.9,0.6,-0.1,0.659029906257026,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
426,427,4,0.492,10.616,15.005,d,e,NC,1,25.993,187.6,0.410578230853614,0.766931967459169,sig_r,0.106203704064321,2.3,2.3,2.1,0.9,0.5,-0.1,0.702017007548857,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
427,428,4,0.811,11.076,11.884,d,e,NC,1,25.993,26.93,0.618841655587207,0.612339581263114,sig_r,0.00921068960989165,2.6,2.5,2.3,1.3,1.7,0.0,0.347969185501749,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.7
