,I,exp,Elab,E',theta,W2,Q2,epsilon,cs(nb/sr/gev),x,y,value,%stat_u,%p2p_syst,sys10,%acc_c,sys11,%Ep_c,sys12,%thetaoff_c,sys13,%theta_c,sys14,%rc_c,sys15,%csb_c,*%norm_c,obs,target,current,lepton beam,unit
11,64180,e06009,4.074,1.3407,49.9828,2.11,3.8996,0.4411,0.41386,0.760501239666166,0.670913107511046,0.0309625370048119,2.00205383463007,1.09341323152757,0.0033109,0.800004832552071,0.0015914,0.384526168269463,0.0014863,0.359131107137679,0.0044483,1.07483206881554,0.00027866,0.0673319480017397,0.00011089,0.0267940849562654,1.6,sig_r,d,e,NC,1
12,64180,e06009,4.074,1.3323,49.9828,2.15,3.8753,0.4391,0.44489,0.75344674716238,0.672974963181149,0.0332359249519352,1.93949066061274,1.0767155926184,0.0035591,0.799995504506732,0.001636,0.367731349322304,0.0015483,0.34801861134213,0.0046344,1.04169570006069,0.00029307,0.0658747106026209,0.00012009,0.026993189327699,1.6,sig_r,d,e,NC,1
13,64180,e06009,4.074,1.3239,49.9828,2.19,3.851,0.4371,0.46838,0.746435349627527,0.675036818851252,0.0349383813731006,1.88996114266194,1.05884111191767,0.0037471,0.800012810111448,0.0016373,0.349566591229344,0.0015701,0.335219266407618,0.0046998,1.00341602971946,0.00030084,0.0642298988001196,0.00013003,0.0277616465263248,1.6,sig_r,d,e,NC,1
14,64180,e06009,4.074,1.3156,49.9828,2.23,3.8266,0.435,0.49942,0.739474136608967,0.67707412862052,0.0371895333521801,1.8745945296544,1.0403668255176,0.0039954,0.800008009290777,0.0016477,0.329922710343999,0.0016091,0.322193744743903,0.0048193,0.964979376076249,0.00031003,0.0620780104921709,0.00014072,0.0281766849545473,1.6,sig_r,d,e,NC,1
15,64180,e06009,4.074,1.3072,49.9828,2.27,3.8023,0.433,0.49906,0.732547479665223,0.679135984290623,0.0371031291282512,1.87043642047048,1.02160060914519,0.0039925,0.800004007534164,0.0015452,0.309622089528313,0.0015359,0.307758586141947,0.0046014,0.922013385164109,0.00029681,0.0594738107642368,0.00015222,0.030501342523945,1.6,sig_r,d,e,NC,1
16,64180,e06009,4.074,1.2989,49.9828,2.31,3.778,0.431,0.53673,0.725688903121799,0.681173294059892,0.0398325952022168,1.7853855756153,1.00387531906173,0.0042938,0.799992547463343,0.0015535,0.289437892422633,0.0015768,0.293778995025432,0.0047265,0.880610362752222,0.00030225,0.0563132301157006,0.00016458,0.0306634620759041,1.6,sig_r,d,e,NC,1
17,64180,e06009,4.074,1.2905,49.9828,2.35,3.7537,0.4289,0.55409,0.718845404479565,0.683235149729995,0.0410505502418906,1.73870670829649,0.99068743344944,0.0044327,0.799996390478081,0.0015166,0.273710047104261,0.0015726,0.283816708476962,0.0047099,0.850024364272952,0.00029199,0.0526972152538396,0.00017787,0.0321012831850421,1.6,sig_r,d,e,NC,1
18,64180,e06009,4.074,1.2822,49.9828,2.39,3.7294,0.4268,0.58404,0.712068590760239,0.685272459499264,0.0431875393617874,1.69116841312239,0.983442914868845,0.0046723,0.799996575577015,0.0015492,0.265255804396959,0.0016193,0.277258406958427,0.0048482,0.83011437572769,0.00028725,0.0491832751181426,0.00019224,0.0329155537291966,1.6,sig_r,d,e,NC,1
19,64180,e06009,4.074,1.2738,49.9828,2.43,3.7051,0.4248,0.6178,0.705306763802586,0.687334315169367,0.0456007297291472,1.64600194237617,0.97971835545484,0.0049424,0.8,0.0016044,0.259695694399482,0.0017086,0.276561994172871,0.0051086,0.826901910003237,0.00028173,0.0456021366137909,0.00020775,0.0336273875040466,1.6,sig_r,d,e,NC,1
20,64180,e06009,4.074,1.2654,49.9828,2.47,3.6808,0.4227,0.62719,0.698585383577429,0.68939617083947,0.046206897561771,1.62646088107272,0.964795357068831,0.0050175,0.799996811173648,0.0015196,0.242287026259985,0.0016228,0.258741370238684,0.0048819,0.778376568503962,0.00026572,0.0423667469187965,0.0002246,0.0358105199381368,1.6,sig_r,d,e,NC,1
21,64180,e06009,4.074,1.2571,49.9828,2.51,3.6564,0.4206,0.66397,0.691909727617977,0.691433480608738,0.0488132123685253,1.57537238128229,0.962904950524873,0.0053118,0.800006024368571,0.0015908,0.239589138063467,0.0017267,0.260056930282995,0.0051389,0.773965691220989,0.00025213,0.0379731011943311,0.00024253,0.0365272527373225,1.6,sig_r,d,e,NC,1
22,64180,e06009,4.074,1.2487,49.9828,2.55,3.6321,0.4185,0.67181,0.68526790784789,0.693495336278841,0.0492912382858169,1.5699379288787,0.977910421101204,0.0053745,0.800002977032197,0.0017382,0.258733868206785,0.0018401,0.273901847248478,0.0055058,0.819547193402897,0.0002367,0.0352331760467989,0.00026231,0.0390452657745493,1.6,sig_r,d,e,NC,1
23,64180,e06009,4.074,1.2404,49.9828,2.59,3.6078,0.4164,0.74314,0.678689415710831,0.69553264604811,0.0544060946669218,1.49272007966197,0.978779234060877,0.0059451,0.799997308717066,0.0019346,0.260327798261431,0.002035,0.273838038592997,0.006088,0.819226525284603,0.00024686,0.0332185052614581,0.0002839,0.0382027612562909,1.6,sig_r,d,e,NC,1
24,64180,e06009,4.074,1.232,49.9828,2.63,3.5835,0.4143,0.74059,0.672125699040737,0.697594501718213,0.0541051742675954,1.49596942977896,0.977855493592946,0.0059247,0.799997299450438,0.0019207,0.259347277170904,0.00202,0.272755505745419,0.0060448,0.816214099569262,0.00023095,0.0311845960652993,0.00030726,0.0414885429184839,1.6,sig_r,d,e,NC,1
25,64180,e06009,4.074,1.2236,49.9828,2.67,3.5592,0.4121,0.79155,0.665600668323512,0.699656357388316,0.0577029358384938,1.44829764386331,0.973848777714611,0.0063324,0.8,0.0020152,0.254589097340661,0.0021257,0.268549049333586,0.006365,0.804118501673931,0.0002315,0.0292464152611964,0.00033258,0.0420162971385257,1.6,sig_r,d,e,NC,1
26,64180,e06009,4.074,1.2153,49.9828,2.71,3.5349,0.41,0.81859,0.659137038970478,0.701693667157585,0.0595336682813198,1.42953126717893,0.967896016320747,0.0065487,0.799997556774454,0.0020236,0.247205560781344,0.0021503,0.262683394617574,0.0064381,0.786486519503048,0.00022158,0.0270684958281924,0.00035989,0.0439646220940886,1.6,sig_r,d,e,NC,1
27,64180,e06009,4.074,1.2069,49.9828,2.75,3.5106,0.4078,0.85125,0.652688068647926,0.703755522827688,0.061767509916836,1.40452276064611,0.961985315712188,0.00681,0.8,0.0020364,0.239224669603524,0.0021934,0.257668135095448,0.0065692,0.771712187958884,0.00021118,0.0248082232011747,0.00038941,0.0457456681350955,1.6,sig_r,d,e,NC,1
28,64179,e06009,4.074,1.2339,42.9928,3.51,2.7,0.447,3.0126,0.506754131679048,0.697128129602356,0.127466695335969,1.31912633605523,0.909646152824802,0.024101,0.800006638783775,0.0037355,0.12399588395406,0.0060924,0.202230631348337,0.01824,0.605457080262896,0.00085976,0.0285388036911638,0.0013238,0.0439421098054836,1.6,sig_r,d,e,NC,1
29,64179,e06009,4.074,1.224,42.9928,3.55,2.6785,0.4443,3.0096,0.500972580705495,0.699558173784978,0.127002668819393,1.31419457735247,0.90776182881446,0.024077,0.800006645401382,0.0036122,0.1200225943647,0.0059796,0.198684210526316,0.017911,0.595128920786816,0.00095138,0.031611509835194,0.0014346,0.0476674641148325,1.6,sig_r,d,e,NC,1
30,64179,e06009,4.074,1.2142,42.9928,3.59,2.6569,0.4415,3.0707,0.495229734854048,0.701963672066765,0.129201198469204,1.30579346728759,0.905656690656854,0.024566,0.800013026345784,0.0035411,0.115318982642394,0.0059731,0.194519165011235,0.01789,0.582603315205002,0.0010706,0.0348650144918097,0.0015544,0.0506203797179796,1.6,sig_r,d,e,NC,1
31,64179,e06009,4.074,1.2043,42.9928,3.63,2.6354,0.4387,3.2311,0.489527630541383,0.704393716249386,0.135567608489232,1.26678221039275,0.903778898827025,0.025849,0.800006189842468,0.0035909,0.111135526600848,0.0061685,0.190910216334994,0.018475,0.571786698028535,0.0012359,0.0382501315341525,0.0016839,0.052115378663613,1.6,sig_r,d,e,NC,1
32,64179,e06009,4.074,1.1945,42.9928,3.67,2.6139,0.4359,3.3018,0.48388153741747,0.706799214531173,0.138114486225466,1.25016657580714,0.902416863528984,0.026415,0.800018171906233,0.0035598,0.107813919680174,0.0062025,0.187852080683264,0.018585,0.562874795566055,0.0013865,0.0419922466533406,0.0018235,0.0552274516930159,1.6,sig_r,d,e,NC,1
33,64179,e06009,4.074,1.1847,42.9928,3.71,2.5923,0.433,3.3898,0.478255296341173,0.70920471281296,0.141343413343931,1.22977756799811,0.901675615080536,0.027118,0.799988199893799,0.003592,0.105964953684583,0.0062972,0.185769071921647,0.018846,0.555962003658033,0.0015454,0.0455897103073928,0.001975,0.0582630243672193,1.6,sig_r,d,e,NC,1
34,64179,e06009,4.074,1.1748,42.9928,3.75,2.5708,0.4302,3.4326,0.472669175409612,0.711634756995582,0.142688533617684,1.2227466060712,0.901619763444619,0.027461,0.800005826487211,0.0036279,0.105689564761405,0.0063557,0.185157023830333,0.019024,0.554215463497058,0.0016798,0.0489366660840179,0.0021396,0.0623317601817864,1.6,sig_r,d,e,NC,1
35,64179,e06009,4.074,1.165,42.9928,3.79,2.5493,0.4274,3.4871,0.467137132683584,0.714040255277369,0.144477142461078,1.21051876917783,0.902038943534742,0.027897,0.800005735424852,0.0037104,0.106403601846807,0.0064657,0.185417682314818,0.019347,0.554816323019128,0.0018271,0.0523959737317542,0.0023176,0.0664621031802931,1.6,sig_r,d,e,NC,1
36,64179,e06009,4.074,1.1551,42.9928,3.83,2.5277,0.4245,3.5997,0.461608160506181,0.71647029945999,0.14864674157622,1.19090479762202,0.903714198405422,0.028798,0.800011112037114,0.0038903,0.108072894963469,0.0068663,0.190746451093147,0.020508,0.569714142845237,0.0019927,0.0553573908936856,0.0025117,0.0697752590493652,1.6,sig_r,d,e,NC,1
37,64179,e06009,4.074,1.1453,42.9928,3.87,2.5062,0.4216,3.5976,0.45615034156127,0.718875797741777,0.148044496636985,1.21586613297754,0.903268845897265,0.02878,0.79997776295308,0.0038258,0.106343117633978,0.006802,0.189070491438737,0.020322,0.564876584389593,0.0021175,0.0588586835668223,0.0027205,0.0756198576828997,1.6,sig_r,d,e,NC,1
38,64179,e06009,4.074,1.1355,42.9928,3.91,2.4847,0.4187,3.6851,0.450728926649477,0.721281296023564,0.151105036050104,1.20070011668611,0.900871075411793,0.029481,0.800005427261133,0.0037652,0.102173618083634,0.0066964,0.181715557244037,0.020102,0.545494016444601,0.0022731,0.0616835364033541,0.0029488,0.0800195381400776,1.6,sig_r,d,e,NC,1
39,64179,e06009,4.074,1.1256,42.9928,3.95,2.4631,0.4158,3.9249,0.445310368906673,0.723711340206185,0.160358596387229,1.14015643710668,0.897755356824378,0.031399,0.799994904328773,0.0037136,0.0946164233483656,0.0068383,0.174228642767969,0.020462,0.521338123264287,0.0025679,0.065425870722821,0.003193,0.0813523911437234,1.6,sig_r,d,e,NC,1
40,64179,e06009,4.074,1.1158,42.9928,3.99,2.4416,0.4129,3.9028,0.439960968600309,0.726116838487972,0.158857758285439,1.14297427487957,0.897560725632879,0.031223,0.800015373577944,0.0036421,0.0933201803833146,0.0067701,0.173467766731577,0.020274,0.519473198729118,0.0026895,0.0689120631341601,0.0034583,0.0886107410064569,1.6,sig_r,d,e,NC,1
41,64179,e06009,4.074,1.1059,42.9928,4.03,2.4201,0.4099,3.9297,0.43463225057863,0.728546882670594,0.159359236847245,1.14001068783877,0.897167722726926,0.031437,0.799984731658905,0.0036077,0.0918059902791562,0.0067573,0.171954602132478,0.020224,0.514644883833372,0.0028485,0.0724864493472784,0.0037453,0.0953075298368832,1.6,sig_r,d,e,NC,1
42,64179,e06009,4.074,1.0961,42.9928,4.07,2.3985,0.407,4.1808,0.429335479252956,0.730952380952381,0.1688600376978,1.10390355912744,0.896742250287026,0.033447,0.800014351320321,0.0037635,0.0900186567164179,0.0071062,0.169972254114045,0.021286,0.509137007271336,0.0031879,0.0762509567546881,0.0040551,0.0969933983926521,1.6,sig_r,d,e,NC,1
43,64179,e06009,4.074,1.0863,42.9928,4.11,2.377,0.404,4.1562,0.424091297418206,0.733357879234168,0.167188114840085,1.10807949569318,0.896010779077042,0.033249,0.799985563736105,0.0036402,0.0875848130503826,0.0069628,0.167528030412396,0.020873,0.502213560463885,0.003311,0.0796641162600452,0.0043923,0.105680669842645,1.6,sig_r,d,e,NC,1
44,64179,e06009,4.074,1.0764,42.9928,4.15,2.3555,0.401,4.1694,0.418867432254261,0.735787923416789,0.167047592621724,1.10956012855567,0.895284693241234,0.033355,0.799995203146736,0.0035249,0.0845421403559265,0.0068864,0.165165251594954,0.020637,0.494963304072528,0.0034835,0.083549191730225,0.0047549,0.114042787931117,1.6,sig_r,d,e,NC,1
45,64179,e06009,4.074,1.0666,42.9928,4.19,2.3339,0.398,4.3474,0.413673989376312,0.738193421698576,0.17342600198395,1.08480931131251,0.894971707227308,0.03478,0.800018401803377,0.0035963,0.0827230068546718,0.0071169,0.16370474306482,0.021322,0.490454064498321,0.0037908,0.0871969453006395,0.0051487,0.118431706307218,1.6,sig_r,d,e,NC,1
46,64179,e06009,4.074,1.0567,42.9928,4.23,2.3124,0.395,4.3554,0.408518410923447,0.740623465881198,0.173014235894758,1.08515865362538,0.894889103182256,0.034843,0.799995407999265,0.0035644,0.0818386370941819,0.0070597,0.162090737934518,0.02114,0.485374477659916,0.0039679,0.0911029985764798,0.0055735,0.127967580474813,1.6,sig_r,d,e,NC,1
47,64179,e06009,4.074,1.0469,42.9928,4.27,2.2908,0.392,4.5034,0.403392270491317,0.743028964162985,0.178082458474613,1.07016920548919,0.894701780876671,0.036027,0.799995558911045,0.0036298,0.0806013234445086,0.0072246,0.16042545632189,0.021649,0.480725673935249,0.0042664,0.0947373095883111,0.006035,0.13400985921748,1.6,sig_r,d,e,NC,1
48,64172,e06009,4.074,1.2404,49.9828,2.59,3.6078,0.4164,0.70553,0.678689415710831,0.69553264604811,0.051652625306609,2.27885419471886,0.981035533570507,0.0056442,0.79999433050331,0.0018366,0.260314940541153,0.0019321,0.273850863889558,0.0057798,0.819213924283872,0.00023436,0.033217581109237,0.0002839,0.0402392527603362,1.6,sig_r,d,e,NC,1
49,64172,e06009,4.074,1.232,49.9828,2.63,3.5835,0.4143,0.71828,0.672125699040737,0.697594501718213,0.0524752758920974,2.24745224703458,0.980119173581333,0.0057462,0.799994431141059,0.0018629,0.259355683020549,0.0019592,0.272762710920532,0.0058627,0.816213732806148,0.00022399,0.0311842178537618,0.00030726,0.0427771899537785,1.6,sig_r,d,e,NC,1
50,64172,e06009,4.074,1.2236,49.9828,2.67,3.5592,0.4121,0.76657,0.665600668323512,0.699656357388316,0.0558819272638673,2.17788329832892,0.976127424762253,0.0061325,0.799992172926152,0.0019516,0.254588622043649,0.0020586,0.268546903740037,0.0061641,0.804114431819664,0.00022419,0.0292458614347026,0.00033258,0.0433854703419127,1.6,sig_r,d,e,NC,1
51,64172,e06009,4.074,1.2153,49.9828,2.71,3.5349,0.41,0.79568,0.659137038970478,0.701693667157585,0.0578674906584254,2.14131309068972,0.970189020711844,0.0063654,0.799994972853408,0.001967,0.247209933641665,0.0020901,0.262680977277297,0.0062579,0.786484516388498,0.00021538,0.0270686708224412,0.00035989,0.0452304946712246,1.6,sig_r,d,e,NC,1
52,64172,e06009,4.074,1.2069,49.9828,2.75,3.5106,0.4078,0.85143,0.652688068647926,0.703755522827688,0.061780570888096,2.06934216553328,0.964283616973797,0.0068114,0.799995302021305,0.0020368,0.239221075132424,0.0021939,0.257672386455727,0.0065706,0.771713470279412,0.00021122,0.0248076764971871,0.00038941,0.0457359970872532,1.6,sig_r,d,e,NC,1
53,64172,e06009,4.074,1.1986,49.9828,2.79,3.4862,0.4057,0.88936,0.646280713998742,0.705792832596956,0.0643695785228125,2.0158316092471,0.956541782855087,0.0071149,0.800002248808132,0.0020349,0.22880498335882,0.0022246,0.250134928487901,0.0066645,0.749359089682468,0.00019693,0.0221428892686876,0.00042119,0.0473587748493299,1.6,sig_r,d,e,NC,1
54,64172,e06009,4.074,1.1902,49.9828,2.83,3.4619,0.4035,0.91567,0.639906537675133,0.707854688267059,0.0661143469154333,1.98379328797493,0.947830550307425,0.0073254,0.800004368385991,0.0019838,0.216650103203119,0.0022108,0.241440693699695,0.0066244,0.723448403900969,0.00017596,0.0192165299725884,0.00045544,0.0497384428888137,1.6,sig_r,d,e,NC,1
55,64172,e06009,4.074,1.1818,49.9828,2.87,3.4376,0.4013,0.9659,0.633569387201132,0.709916543937162,0.0695689974934701,1.93260171860441,0.939279428512269,0.0077272,0.8,0.001976,0.204576043068641,0.0022386,0.231763122476447,0.0067106,0.694751009421265,0.00015561,0.0161103633916555,0.00049238,0.0509762915415675,1.6,sig_r,d,e,NC,1
56,64172,e06009,4.074,1.1735,49.9828,2.91,3.4133,0.3991,0.99462,0.627290567136245,0.711953853706431,0.0714468963281641,1.90263618266273,0.932667752508496,0.0079569,0.799993967545394,0.0019318,0.194224930124068,0.0022404,0.225251854979791,0.0067124,0.674870804930526,0.00012458,0.0125253865797993,0.00053206,0.0534937966258471,1.6,sig_r,d,e,NC,1
57,64172,e06009,4.074,1.1651,49.9828,2.95,3.389,0.3969,1.0383,0.621026229259941,0.714015709376534,0.0743911403786615,1.85302898969469,0.928450351536165,0.0083066,0.80001926225561,0.0019481,0.18762400077049,0.0022903,0.220581720119426,0.0068551,0.660223442165078,9.2312e-05,0.0088906866994125,0.00057491,0.0553703168641048,1.6,sig_r,d,e,NC,1
58,64172,e06009,4.074,1.1568,49.9828,2.99,3.3647,0.3947,1.0534,0.614819041070139,0.716053019145803,0.0752624955632109,1.84583254224416,0.924273780140497,0.0084268,0.799962027719765,0.0019081,0.181137269793051,0.0022677,0.215274349724701,0.006796,0.645149041199924,6.0361e-05,0.0057301120182267,0.00062149,0.0589984811087906,1.6,sig_r,d,e,NC,1
59,64172,e06009,4.074,1.1484,49.9828,3.03,3.3404,0.3925,1.1062,0.608626269799485,0.718114874815906,0.078819784512366,1.82408244440427,0.920086783583439,0.0088496,0.8,0.0019232,0.173856445489062,0.0023304,0.210667148797686,0.0069797,0.630961851383113,2.0541e-05,0.00185689748689206,0.00067136,0.0606906526848671,1.6,sig_r,d,e,NC,1
60,64172,e06009,4.074,1.14,49.9828,3.07,3.316,0.3902,1.1401,0.602450790162538,0.720176730486009,0.0810041781156826,1.79966669590387,0.916849399175511,0.0091209,0.800008771160424,0.0019096,0.167494079466713,0.0023663,0.207551969125515,0.0070997,0.622726076659942,1.9746e-05,0.00173195333742654,0.00072543,0.0636286290676256,1.6,sig_r,d,e,NC,1
61,64172,e06009,4.074,1.1317,49.9828,3.11,3.2917,0.388,1.1602,0.596348953761497,0.722214040255277,0.082186085684938,1.77546974659541,0.911308395104293,0.0092812,0.799965523185658,0.0018443,0.158963971729012,0.0023191,0.199887950353387,0.0069565,0.599594897431478,6.9614e-05,0.00600017238407171,0.00078331,0.0675150836062748,1.6,sig_r,d,e,NC,1
62,64172,e06009,4.074,1.1233,49.9828,3.15,3.2674,0.3857,1.1822,0.59026144134206,0.724275895925381,0.083499972078277,1.73591608864828,0.90872948739638,0.0094576,0.8,0.0018107,0.153163593300626,0.0023275,0.196878700727457,0.0069817,0.590568431737439,0.00012699,0.0107418372525799,0.00084538,0.0715090509220098,1.6,sig_r,d,e,NC,1
63,64172,e06009,4.074,1.115,49.9828,3.19,3.2431,0.3835,1.1896,0.584228233620677,0.726313205694649,0.0837603232998418,1.72671486213853,0.907279757901816,0.0095169,0.800008406186954,0.0017937,0.150781775386685,0.0023154,0.194636852723605,0.0069313,0.582658036314728,0.00017211,0.0144678883658373,0.0009133,0.0767737054472091,1.6,sig_r,d,e,NC,1
64,64172,e06009,4.074,1.1066,49.9828,3.23,3.2188,0.3812,1.2739,0.57820929150069,0.728375061364752,0.0894218094978427,1.67053928879818,0.905487086898501,0.010191,0.799984300180548,0.0018713,0.146895360703352,0.0024397,0.191514247586153,0.0073048,0.573420205667635,0.00023761,0.0186521705000393,0.0009862,0.0774158097181882,1.6,sig_r,d,e,NC,1
65,64172,e06009,4.074,1.0983,49.9828,3.27,3.1945,0.3789,1.3047,0.572243559469944,0.730412371134021,0.0912852106825597,1.64819498735341,0.904805702460336,0.010438,0.800030658388902,0.0019033,0.145880278991339,0.0024758,0.189760098106845,0.0074222,0.568881735264812,0.0002942,0.0225492450371733,0.0010652,0.0816432896451292,1.6,sig_r,d,e,NC,1
66,64172,e06009,4.074,1.0899,49.9828,3.31,3.1702,0.3766,1.3451,0.566292037207291,0.732474226804124,0.093811138559655,1.62560404430897,0.903501598394172,0.010761,0.80001486878299,0.0019211,0.142822095011523,0.0025383,0.18870715931901,0.0076054,0.565415210764999,0.00035311,0.0262515798081927,0.0011508,0.085554977325106,1.6,sig_r,d,e,NC,1
67,64172,e06009,4.074,1.0815,49.9828,3.35,3.1458,0.3743,1.3619,0.560356114166012,0.734536082474227,0.094666838211898,1.61201262941479,0.902856303693369,0.010895,0.799985314633967,0.0019205,0.141016227329466,0.0025609,0.188038769366326,0.007664,0.562743226374917,0.00040423,0.0296813275570894,0.0012435,0.091306263308613,1.6,sig_r,d,e,NC,1
68,64172,e06009,4.074,1.0732,49.9828,3.39,3.1215,0.372,1.408,0.554489662742387,0.736573392243495,0.097531180675872,1.58615056818182,0.903622159090909,0.011264,0.8,0.0020164,0.143210227272727,0.0026389,0.187421875,0.0078874,0.560184659090909,0.00047329,0.0336143465909091,0.001343,0.0953835227272727,1.6,sig_r,d,e,NC,1
69,64172,e06009,4.074,1.0648,49.9828,3.43,3.0972,0.3697,1.4987,0.548637341576805,0.738635247913599,0.103459812002909,1.53065990525122,0.906051911656769,0.01199,0.800026689797825,0.0022246,0.148435310602522,0.0028482,0.190044705411356,0.0085149,0.56815239874558,0.00054735,0.0365216520984854,0.001452,0.0968839661039568,1.6,sig_r,d,e,NC,1
70,64172,e06009,4.074,1.0565,49.9828,3.47,3.0729,0.3674,1.5525,0.54283559124722,0.740672557682867,0.106785557651432,1.50743961352657,0.906537842190016,0.01242,0.8,0.0022962,0.147903381642512,0.0029852,0.192283413848631,0.0089448,0.576154589371981,0.0006087,0.039207729468599,0.0015702,0.101140096618357,1.6,sig_r,d,e,NC,1
71,64172,e06009,4.074,1.0481,49.9828,3.51,3.0486,0.365,1.5396,0.53704792124791,0.74273441335297,0.105521364044275,1.51922577292803,0.904780462457781,0.012317,0.800012990387113,0.0022197,0.144173811379579,0.0029155,0.189367368147571,0.0087336,0.567264224473889,0.00065149,0.0423155365029878,0.0016973,0.110242920239023,1.6,sig_r,d,e,NC,1
72,64171,e06009,4.074,1.0732,49.9828,3.39,3.1215,0.372,1.4317,0.554489662742387,0.736573392243495,0.09917286319151,1.95571697981421,0.900258434029476,0.011454,0.800027938813997,0.0020504,0.143214360550395,0.0026834,0.187427533701194,0.0080203,0.560194174757281,0.00048127,0.0336152825312565,0.001343,0.0938045679960886,1.6,sig_r,d,e,NC,1
73,64171,e06009,4.074,1.0648,49.9828,3.43,3.0972,0.3697,1.4665,0.548637341576805,0.738635247913599,0.101236948223304,1.9309239686328,0.902693487896352,0.011732,0.8,0.0021768,0.148435049437436,0.0027869,0.190037504261848,0.0083319,0.568148653256052,0.00053559,0.0365216501875213,0.001452,0.0990112512785544,1.6,sig_r,d,e,NC,1
