,exp,x,Q2,y,sigma_d measured (b/GeV2),Elab,*W2,*nu,*E',*epsilon,obs,target,lepton beam,current,units,%dE,%dE1_c,%dE2_c,%dE3_c,%dE4_c,%dEp,%dEp1_c,%dEp2_c,%dEp3_c,%dEp4_c,%dAC_c,%dRC_c,%dRE_c,R,value,stat_u,total_syst,%*norm_c,*epsilon.1
87,nmc,0.0495,4.47,0.416,6.821e-08,120,86.7128743030303,48.1359436583317,71.8640563416683,0.870738914505411,f2,d,mu,nc,1,0.8,0.0,0.8,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.3,0.7,0.3,0.117,0.3589,0.0055,0.0039,2.5,0.870738914505411
88,nmc,0.0505,5.43,0.492,4.383e-08,120,102.974596475248,57.3159661381916,62.6840338618084,0.807319218276901,f2,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,0.4,0.9,0.4,0.117,0.3689,0.0072,0.0047,2.5,0.807319218276901
89,nmc,0.0524,6.61,0.576,2.839e-08,120,120.414882167939,67.241491560735,52.758508439265,0.718446207354723,f2,d,mu,nc,1,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,0.5,0.117,0.3901,0.0111,0.0061,2.5,0.718446207354723
90,nmc,0.0707,2.56,0.168,1.655e-07,120,34.5291792192362,19.3013513961814,100.698648603819,0.98321718284827,f2,d,mu,nc,1,1.5,0.0,1.5,0.0,0.0,-0.9,0.0,-0.9,0.0,0.0,0.5,0.4,0.2,0.113,0.3307,0.0112,0.0064,2.5,0.98321718284827
91,nmc,0.0702,3.5,0.229,8.718e-08,120,47.2373938575499,26.5765191138325,93.4234808861675,0.966960182095185,f2,d,mu,nc,1,1.2,0.0,1.2,0.0,0.0,-0.6,0.0,-0.6,0.0,0.0,0.2,0.3,0.2,0.113,0.3408,0.0072,0.0046,2.5,0.966960182095185
92,nmc,0.0698,4.48,0.295,5.082e-08,120,60.5832250888252,34.2128897061968,85.7871102938032,0.941666280137634,f2,d,mu,nc,1,1.0,0.0,1.0,0.0,0.0,-0.4,0.0,-0.4,0.0,0.0,0.4,0.3,0.2,0.113,0.3442,0.0068,0.004,2.5,0.941666280137634
93,nmc,0.07,5.47,0.357,3.384e-08,120,73.5527011428571,41.653975022845,78.346024977155,0.909574603282243,f2,d,mu,nc,1,0.8,0.0,0.8,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.5,0.4,0.3,0.113,0.3606,0.0078,0.0042,2.5,0.909574603282243
94,nmc,0.07,6.86,0.448,2.042e-08,120,92.019844,52.2388059701493,67.7611940298507,0.845831953518447,f2,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,0.5,0.7,0.4,0.113,0.3691,0.0091,0.0043,2.5,0.845831953518447
95,nmc,0.0718,8.61,0.543,1.262e-08,120,112.18627854039,63.9213403733422,56.0786596266578,0.755656936249634,f2,d,mu,nc,1,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.1,0.5,0.113,0.3976,0.0199,0.0056,2.5,0.755656936249634
96,nmc,0.0915,2.61,0.132,1.368e-07,120,26.7944341639344,15.2050054178755,104.794994582125,0.989960021006358,f2,d,mu,nc,1,1.8,0.0,1.8,0.0,0.0,-1.2,0.0,-1.2,0.0,0.0,0.9,0.4,0.2,0.096,0.3587,0.0171,0.0087,2.5,0.989960021006358
97,nmc,0.0909,3.5,0.177,6.689e-08,120,35.8836943850385,20.5244405037519,99.4755594962481,0.98117854742496,f2,d,mu,nc,1,1.4,0.0,1.4,0.0,0.0,-0.8,0.0,-0.8,0.0,0.0,0.2,0.3,0.2,0.096,0.3253,0.009,0.0055,2.5,0.98117854742496
98,nmc,0.0906,4.47,0.226,4.225e-08,120,45.7475923443709,26.2994394159759,93.7005605840241,0.967868050348912,f2,d,mu,nc,1,1.2,0.0,1.2,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,0.5,0.3,0.2,0.096,0.3487,0.0086,0.0047,2.5,0.967868050348912
99,nmc,0.0904,5.48,0.278,2.705e-08,120,56.0193130265487,32.3131498009321,87.6868501990679,0.948954407780731,f2,d,mu,nc,1,1.0,0.0,1.0,0.0,0.0,-0.4,0.0,-0.4,0.0,0.0,0.7,0.2,0.2,0.096,0.3513,0.0089,0.0044,2.5,0.948954407780731
100,nmc,0.0903,6.81,0.344,1.705e-08,120,69.4851263920266,40.2000439189907,79.7999560810093,0.91695008807522,f2,d,mu,nc,1,0.8,0.0,0.8,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.8,0.3,0.3,0.096,0.3618,0.0081,0.0044,2.5,0.91695008807522
101,nmc,0.0905,8.77,0.44,1.005e-08,120,89.0159213480663,51.655691550142,68.3443084498581,0.852189389925287,f2,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,0.8,0.6,0.4,0.096,0.3827,0.0149,0.0049,2.5,0.852189389925287
102,nmc,0.1125,2.62,0.109,9.641e-08,120,21.5487328888889,12.4141198768064,107.585880123194,0.993275845647957,f2,d,mu,nc,1,2.1,0.0,2.1,0.0,0.0,-1.4,0.0,-1.4,0.0,0.0,1.4,0.4,0.2,0.043,0.3078,0.0176,0.0088,2.5,0.993275845647957
103,nmc,0.112,3.48,0.143,6.068e-08,120,28.4712725714286,16.5625951873287,103.437404812671,0.98807158624056,f2,d,mu,nc,1,1.6,0.0,1.6,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3,0.4,0.2,0.043,0.3508,0.014,0.0067,2.5,0.98807158624056
104,nmc,0.111,4.49,0.185,3.429e-08,120,36.8402944504504,21.5620738008798,98.4379261991202,0.979249458163173,f2,d,mu,nc,1,1.3,0.0,1.3,0.0,0.0,-0.7,0.0,-0.7,0.0,0.0,0.4,0.3,0.2,0.043,0.339,0.0106,0.0054,2.5,0.979249458163173
105,nmc,0.1108,5.49,0.227,2.24e-08,120,44.9385804620939,26.4119064296876,93.5880935703124,0.967509787582422,f2,d,mu,nc,1,1.1,0.0,1.1,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,0.7,0.3,0.2,0.043,0.3428,0.0102,0.005,2.5,0.967509787582422
106,nmc,0.1108,6.84,0.282,1.399e-08,120,55.7726959855596,32.906637518955,87.093362481045,0.947221907932076,f2,d,mu,nc,1,1.0,0.0,1.0,0.0,0.0,-0.3,0.0,-0.3,0.0,0.0,0.9,0.2,0.2,0.043,0.3487,0.0087,0.0047,2.5,0.947221907932076
107,nmc,0.1105,8.86,0.365,7.705e-09,120,72.2008394751131,42.7404027052842,77.2595972947158,0.904640423692796,f2,d,mu,nc,1,0.8,0.0,0.8,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,1.0,0.3,0.3,0.043,0.3448,0.0134,0.0047,2.5,0.904640423692796
108,nmc,0.1112,10.75,0.437,5.054e-09,120,86.8025058705036,51.5312696537866,68.4687303462134,0.854467944259409,f2,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,1.0,0.5,0.4,0.043,0.3544,0.0251,0.005,2.5,0.854467944259409
109,nmc,0.1432,3.48,0.113,4.394e-08,120,21.7015199776536,12.9539850627152,107.046014937285,0.992718819916046,f2,d,mu,nc,1,1.9,0.0,1.9,0.0,0.0,-1.2,0.0,-1.2,0.0,0.0,0.7,0.4,0.2,0.231,0.3197,0.0109,0.0077,2.5,0.992718819916046
110,nmc,0.1419,4.49,0.147,2.508e-08,120,28.0318454094433,16.8667384911745,103.133261508826,0.987312622498407,f2,d,mu,nc,1,1.5,0.0,1.5,0.0,0.0,-0.9,0.0,-0.9,0.0,0.0,0.3,0.4,0.2,0.199,0.3105,0.0082,0.0054,2.5,0.987312622498407
111,nmc,0.1409,5.48,0.179,1.689e-08,120,34.2926757955997,20.7317866714284,99.2682133285716,0.98063496006443,f2,d,mu,nc,1,1.3,0.0,1.3,0.0,0.0,-0.6,0.0,-0.6,0.0,0.0,0.5,0.3,0.2,0.175,0.3177,0.0081,0.0049,2.5,0.98063496006443
112,nmc,0.1411,6.87,0.224,1.032e-08,120,42.6987171396173,25.9535571106702,94.0464428893298,0.968389525920871,f2,d,mu,nc,1,1.1,0.0,1.1,0.0,0.0,-0.4,0.0,-0.4,0.0,0.0,0.8,0.3,0.2,0.151,0.318,0.0064,0.0045,2.5,0.968389525920871
113,nmc,0.1405,8.9,0.291,6.161e-09,120,55.3250397295374,33.7660958046574,86.2339041953426,0.943247091478257,f2,d,mu,nc,1,0.9,0.0,0.9,0.0,0.0,-0.3,0.0,-0.3,0.0,0.0,1.0,0.2,0.2,0.13,0.3356,0.0101,0.0047,2.5,0.943247091478257
114,nmc,0.1421,11.0,0.353,3.766e-09,120,67.2901184546094,41.263472523779,78.736527476221,0.911646448922188,f2,d,mu,nc,1,0.8,0.0,0.8,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,1.2,0.3,0.3,0.115,0.3345,0.0138,0.0049,2.5,0.911646448922188
115,nmc,0.1814,3.62,0.093,3.05e-08,120,17.2157425667034,10.6374725835306,109.362527416469,0.995117120664441,f2,d,mu,nc,1,2.1,0.0,2.1,0.0,0.0,-1.4,0.0,-1.4,0.0,0.0,1.1,0.3,0.2,0.205,0.3014,0.0158,0.0085,2.5,0.995117120664441
116,nmc,0.1859,4.5,0.113,1.861e-08,120,20.5864066681011,12.9032850043183,107.096714995682,0.992679324442922,f2,d,mu,nc,1,1.7,0.0,1.7,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.6,0.3,0.2,0.175,0.2968,0.0099,0.0062,2.5,0.992679324442922
117,nmc,0.184,5.49,0.138,1.216e-08,120,25.2268005217391,15.9045610457032,104.095438954297,0.988856778243492,f2,d,mu,nc,1,1.5,0.0,1.5,0.0,0.0,-0.8,0.0,-0.8,0.0,0.0,0.4,0.3,0.2,0.154,0.2913,0.0092,0.005,2.5,0.988856778243492
118,nmc,0.1833,6.87,0.173,7.81e-09,120,31.4893857348609,19.9784337605868,100.021566239413,0.981945927242335,f2,d,mu,nc,1,1.2,0.0,1.2,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,0.5,0.3,0.2,0.132,0.3012,0.0073,0.0045,2.5,0.981945927242335
119,nmc,0.181,8.93,0.227,4.41e-09,120,41.2868605745856,26.299049346794,93.7009506532059,0.967362708869666,f2,d,mu,nc,1,1.0,0.0,1.0,0.0,0.0,-0.3,0.0,-0.3,0.0,0.0,0.8,0.2,0.2,0.113,0.2973,0.0109,0.0039,2.5,0.967362708869666
120,nmc,0.1813,11.15,0.281,3.103e-09,120,51.2301197859901,32.7826629989286,87.2173370010714,0.94745088303592,f2,d,mu,nc,1,0.9,0.0,0.9,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,1.0,0.2,0.2,0.099,0.3418,0.0135,0.0046,2.5,0.94745088303592
121,nmc,0.2282,4.55,0.093,1.362e-08,120,16.2684943067485,10.6282784151111,109.371721584889,0.995081776463156,f2,d,mu,nc,1,1.7,0.0,1.7,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.7,0.3,0.2,0.159,0.2707,0.0118,0.0058,2.5,0.995081776463156
122,nmc,0.2304,5.47,0.111,9.247e-09,120,19.1511634444444,12.6552875503435,107.344712449656,0.992906571585596,f2,d,mu,nc,1,1.5,0.0,1.5,0.0,0.0,-0.8,0.0,-0.8,0.0,0.0,0.6,0.3,0.2,0.139,0.2722,0.0097,0.0049,2.5,0.992906571585596
123,nmc,0.2304,6.92,0.139,5.745e-09,120,23.9945662222222,16.0099798625918,103.990020137408,0.988629997802414,f2,d,mu,nc,1,1.2,0.0,1.2,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,0.6,0.3,0.2,0.118,0.2769,0.0073,0.0041,2.5,0.988629997802414
124,nmc,0.227,8.83,0.179,3.482e-09,120,30.9485224140969,20.7349032058086,99.2650967941914,0.980497362376484,f2,d,mu,nc,1,1.0,0.0,1.0,0.0,0.0,-0.3,0.0,-0.3,0.0,0.0,0.6,0.3,0.2,0.101,0.2783,0.0092,0.0036,2.5,0.980497362376484
125,nmc,0.2271,11.23,0.226,2.258e-09,120,39.0994256820784,26.3590520693382,93.6409479306618,0.967579264978086,f2,d,mu,nc,1,0.9,0.0,0.9,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.7,0.2,0.2,0.087,0.3041,0.0119,0.0035,2.5,0.967579264978086
126,nmc,0.2795,5.54,0.093,7.133e-09,120,15.1609531234347,10.5656232001251,109.434376799875,0.99504415336685,f2,d,mu,nc,1,1.2,0.0,1.2,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,1.0,0.3,0.2,0.127,0.2598,0.0125,0.0044,2.5,0.99504415336685
127,nmc,0.2849,6.93,0.114,4.042e-09,120,18.2741683243243,12.9660577421771,107.033942257823,0.992450720643264,f2,d,mu,nc,1,1.0,0.0,1.0,0.0,0.0,-0.3,0.0,-0.3,0.0,0.0,0.7,0.3,0.2,0.107,0.2389,0.0075,0.0034,2.5,0.992450720643264
128,nmc,0.2801,8.85,0.146,2.491e-09,120,23.6257026219207,16.842142122559,103.157857877441,0.987320601289896,f2,d,mu,nc,1,0.9,0.0,0.9,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,0.6,0.3,0.2,0.091,0.2423,0.0095,0.0029,2.5,0.987320601289896
129,nmc,0.2783,11.26,0.186,1.453e-09,120,30.0797793215954,21.567129702343,98.432870297657,0.978726264826261,f2,d,mu,nc,1,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.2,0.078,0.235,0.0106,0.0026,2.5,0.978726264826261
130,nmc,0.2788,14.18,0.231,8.263e-10,120,37.5606761377331,27.1113177706467,92.8886822293533,0.965860095188493,f2,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.8,0.2,0.2,0.068,0.2204,0.0173,0.0024,2.5,0.965860095188493
131,nmc,0.3421,7.08,0.097,2.936e-09,120,14.4955470108155,11.0318246326309,108.968175367369,0.994547054602614,f2,d,mu,nc,1,0.3,0.0,0.3,0.0,0.0,0.5,0.0,0.5,0.0,0.0,2.1,0.2,0.2,0.099,0.2168,0.0073,0.0047,2.5,0.994547054602614
132,nmc,0.3535,8.86,0.117,1.641e-09,120,17.0834932220651,13.3601541695443,106.639845830456,0.991963873714558,f2,d,mu,nc,1,0.3,0.0,0.3,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.2,0.2,0.2,0.083,0.1993,0.0068,0.0027,2.5,0.991963873714558
133,nmc,0.3526,11.32,0.149,9.001e-10,120,21.6642115553035,17.1132023215903,102.88679767841,0.986671001771661,f2,d,mu,nc,1,0.3,0.0,0.3,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.7,0.2,0.2,0.07,0.1829,0.0073,0.0019,2.5,0.986671001771661
134,nmc,0.3516,14.31,0.187,5.527e-10,120,27.2695027030717,21.6949140208271,98.3050859791729,0.978354806715479,f2,d,mu,nc,1,0.3,0.0,0.3,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.9,0.2,0.2,0.06,0.1846,0.0112,0.002,2.5,0.978354806715479
135,nmc,0.4383,9.03,0.096,8.531e-10,120,12.4521711731691,10.9820507319664,109.017949268034,0.994584361294996,f2,d,mu,nc,1,-2.9,0.0,-2.9,0.0,0.0,3.8,0.0,3.8,0.0,0.0,4.4,0.2,0.2,0.077,0.133,0.0068,0.0087,2.5,0.994584361294996
136,nmc,0.4698,11.36,0.114,4.403e-10,120,13.7003463414219,12.8893935721865,107.110606427814,0.992279062021537,f2,d,mu,nc,1,-2.3,0.0,-2.3,0.0,0.0,3.3,0.0,3.3,0.0,0.0,2.5,0.2,0.2,0.064,0.1189,0.0054,0.0057,2.5,0.992279062021537
137,nmc,0.478,14.38,0.14,2.7e-10,120,16.5835260083682,16.0360778296206,103.963922170379,0.988162393349998,f2,d,mu,nc,1,-1.7,0.0,-1.7,0.6,0.0,2.8,0.0,2.8,0.0,0.0,1.5,0.1,0.2,0.054,0.1215,0.0069,0.0045,2.5,0.988162393349998
138,nmc,0.0035,0.83,0.654,1.619e-05,200,237.192701142857,126.40877246421,73.5912275357904,0.617998861552007,f2,d,mu,nc,1,0.6,0.0,0.0,0.5,0.0,-0.2,0.0,0.0,-0.2,0.0,5.0,1.2,4.1,0.537,0.2756,0.0078,0.0181,2.5,0.617998861552007
139,nmc,0.0051,1.18,0.633,6.441e-06,200,231.072393019608,123.332915255655,76.6670847443455,0.646851876535496,f2,d,mu,nc,1,0.5,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.1,3.8,0.537,0.3032,0.0064,0.0161,2.5,0.646851876535496
140,nmc,0.0075,1.32,0.486,4.059e-06,200,175.559844,93.816631130064,106.183368869936,0.813141382481008,f2,d,mu,nc,1,0.7,0.0,0.0,0.6,0.0,-0.2,0.0,0.0,-0.2,0.0,2.2,0.4,3.3,0.337,0.2996,0.0062,0.0121,2.5,0.813141382481008
141,nmc,0.0081,1.72,0.578,2.297e-06,200,211.505523012346,113.190660454342,86.8093395456579,0.716386181033434,f2,d,mu,nc,1,0.6,0.0,0.0,0.8,0.0,-0.1,0.0,0.0,-0.1,0.0,2.8,0.2,3.2,0.337,0.3364,0.0062,0.0145,2.5,0.716386181033434
142,nmc,0.0122,1.76,0.395,1.698e-06,200,143.382139081967,76.8988779754623,123.101122024538,0.885751368730221,f2,d,mu,nc,1,0.8,0.0,0.0,0.6,0.0,-0.3,0.0,0.0,-0.3,0.0,1.6,0.1,2.9,0.246,0.3295,0.0073,0.0113,2.5,0.885751368730221
143,nmc,0.0124,2.45,0.537,8.446e-07,200,196.01048916129,105.320173326914,94.6798266730862,0.762491486276349,f2,d,mu,nc,1,0.6,0.0,0.0,0.5,0.0,-0.1,0.0,0.0,-0.1,0.0,1.9,0.4,2.6,0.246,0.3662,0.0055,0.0122,2.5,0.762491486276349
144,nmc,0.0138,3.25,0.64,3.951e-07,200,233.137090376812,125.536911714718,74.4630882852817,0.637334882498856,f2,d,mu,nc,1,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.3,1.3,0.246,0.3632,0.0146,0.0079,2.5,0.637334882498856
145,nmc,0.0175,1.77,0.277,1.195e-06,200,100.252701142857,53.9141029546147,146.085897045385,0.949582536016831,f2,d,mu,nc,1,1.0,0.0,0.0,0.8,0.0,-0.5,0.0,0.0,-0.5,0.0,1.6,0.1,2.6,0.19,0.3026,0.0107,0.0099,2.5,0.949582536016831
146,nmc,0.0174,2.48,0.388,6.429e-07,200,140.928579632184,75.9748057740853,124.025194225915,0.8904344979353,f2,d,mu,nc,1,0.8,0.0,0.0,0.6,0.0,-0.3,0.0,0.0,-0.3,0.0,1.5,0.0,2.6,0.19,0.3532,0.0068,0.011,2.5,0.8904344979353
147,nmc,0.0169,3.62,0.586,2.822e-07,200,211.461027431953,114.179735304879,85.8202646951212,0.70678299061091,f2,d,mu,nc,1,0.6,0.0,0.0,0.5,0.0,-0.1,0.0,0.0,-0.1,0.0,1.1,1.2,1.1,0.19,0.3759,0.0106,0.0076,2.5,0.70678299061091
148,nmc,0.0185,4.34,0.638,1.836e-07,200,231.134438594595,125.050423557886,74.9495764421137,0.640037901216804,f2,d,mu,nc,1,0.5,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.8,1.3,0.19,0.3948,0.0125,0.01,2.5,0.640037901216804
149,nmc,0.0244,1.79,0.203,8.997e-07,200,72.4504997377049,39.1048271522947,160.895172847705,0.974771918744374,f2,d,mu,nc,1,1.4,0.0,0.0,1.1,0.0,-0.8,0.0,0.0,-0.8,0.0,1.9,0.2,2.4,0.099,0.3058,0.0154,0.0105,2.5,0.974771918744374
150,nmc,0.0247,2.5,0.279,4.645e-07,200,99.5944188987854,53.9523320355999,146.0476679644,0.948743389452372,f2,d,mu,nc,1,1.1,0.0,0.0,0.8,0.0,-0.5,0.0,0.0,-0.5,0.0,1.6,0.1,2.3,0.099,0.3334,0.0063,0.0102,2.5,0.948743389452372
151,nmc,0.0248,3.45,0.38,2.48e-07,200,136.542747225806,74.1539995873169,125.846000412683,0.895635835527905,f2,d,mu,nc,1,0.8,0.0,0.0,0.7,0.0,-0.3,0.0,0.0,-0.3,0.0,1.6,0.1,2.3,0.099,0.3709,0.0071,0.0108,2.5,0.895635835527905
152,nmc,0.0239,4.54,0.52,1.38e-07,200,186.298002995816,101.257014390094,98.7429856099062,0.780151963894975,f2,d,mu,nc,1,0.7,0.0,0.0,0.6,0.0,-0.1,0.0,0.0,-0.1,0.0,1.0,1.1,1.0,0.099,0.3855,0.009,0.0074,2.5,0.780151963894975
153,nmc,0.0252,5.45,0.59,8.728e-08,200,211.699685269841,115.282431380512,84.7175686194876,0.701895435641884,f2,d,mu,nc,1,0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.5,1.1,0.099,0.3864,0.0086,0.0089,2.5,0.701895435641884
154,nmc,0.0277,6.51,0.637,5.517e-08,200,229.387894541516,125.276146344092,74.7238536559082,0.641355642966486,f2,d,mu,nc,1,0.5,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.7,1.3,0.099,0.393,0.0115,0.0101,2.5,0.641355642966486
155,nmc,0.0347,2.53,0.199,3.382e-07,200,71.2605068242075,38.8649588615178,161.135041138482,0.975838534519813,f2,d,mu,nc,1,1.4,0.0,0.0,1.1,0.0,-0.8,0.0,0.0,-0.8,0.0,1.8,0.2,2.1,0.108,0.329,0.0102,0.0103,2.5,0.975838534519813
156,nmc,0.0349,3.46,0.27,1.888e-07,200,96.5602451461318,52.8466957068933,147.153304293107,0.952387996098295,f2,d,mu,nc,1,1.1,0.0,0.0,0.9,0.0,-0.5,0.0,0.0,-0.5,0.0,1.6,0.1,2.1,0.108,0.3657,0.009,0.0104,2.5,0.952387996098295
157,nmc,0.035,4.43,0.343,1.089e-07,200,123.021272571429,67.4687785561986,132.531221443801,0.917748557553915,f2,d,mu,nc,1,0.9,0.0,0.0,0.7,0.0,-0.3,0.0,0.0,-0.3,0.0,1.6,0.2,2.1,0.108,0.3692,0.0112,0.0102,2.5,0.917748557553915
158,nmc,0.0345,5.49,0.433,6.676e-08,200,154.520278782609,84.8243255770835,115.175674422916,0.858026433013033,f2,d,mu,nc,1,0.7,0.0,0.0,0.6,0.0,-0.2,0.0,0.0,-0.2,0.0,0.9,0.7,1.1,0.108,0.3701,0.0104,0.0066,2.5,0.858026433013033
159,nmc,0.0347,6.96,0.546,4.035e-08,200,194.496212876081,106.917040978721,93.0829590212789,0.752703317766402,f2,d,mu,nc,1,0.6,0.0,0.0,0.5,0.0,-0.1,0.0,0.0,-0.1,0.0,1.1,1.1,1.1,0.108,0.3931,0.0075,0.0077,2.5,0.752703317766402
160,nmc,0.0368,8.66,0.636,2.208e-08,200,227.545930956522,125.440344859553,74.5596551404468,0.642670862306825,f2,d,mu,nc,1,0.5,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.5,1.3,0.108,0.3725,0.0114,0.009,2.5,0.642670862306825
161,nmc,0.0486,3.52,0.198,1.285e-07,200,69.7878275390947,38.6076671317136,161.392332868286,0.976088819216533,f2,d,mu,nc,1,1.4,0.0,0.0,1.1,0.0,-0.8,0.0,0.0,-0.8,0.0,1.7,0.1,1.8,0.117,0.3398,0.0094,0.0101,2.5,0.976088819216533
162,nmc,0.0494,4.46,0.248,8.038e-08,200,86.7032448097166,48.1254801757551,151.874519824245,0.96064315015773,f2,d,mu,nc,1,1.1,0.0,0.0,1.0,0.0,-0.5,0.0,0.0,-0.5,0.0,1.6,0.0,1.8,0.117,0.3619,0.0092,0.0099,2.5,0.96064315015773
163,nmc,0.0491,5.46,0.305,5.267e-08,200,106.621473327902,59.275921816579,140.724078183421,0.937184327418375,f2,d,mu,nc,1,1.0,0.0,0.0,0.8,0.0,-0.4,0.0,0.0,-0.4,0.0,1.1,0.2,1.4,0.117,0.3717,0.0099,0.0078,2.5,0.937184327418375
164,nmc,0.049,6.98,0.391,3.073e-08,200,136.348823591837,75.9322918933032,124.067708106697,0.888359559019565,f2,d,mu,nc,1,0.8,0.0,0.0,0.7,0.0,-0.2,0.0,0.0,-0.2,0.0,0.7,0.5,1.0,0.117,0.3808,0.0071,0.0058,2.5,0.888359559019565
165,nmc,0.0494,8.96,0.498,1.726e-08,200,173.296362218623,96.6825790077951,103.317420992205,0.801753192196301,f2,d,mu,nc,1,0.7,0.0,0.0,0.6,0.0,-0.1,0.0,0.0,-0.1,0.0,0.9,0.8,1.0,0.117,0.3865,0.007,0.0066,2.5,0.801753192196301
166,nmc,0.0516,11.12,0.586,1.032e-08,200,205.263719968992,114.87413431183,85.1258656881705,0.70664640834459,f2,d,mu,nc,1,0.6,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.3,1.2,0.117,0.3954,0.0081,0.0087,2.5,0.70664640834459
167,nmc,0.0697,4.5,0.177,5.41e-08,200,60.9422543299857,34.4149308795233,165.585069120477,0.981255647741008,f2,d,mu,nc,1,1.4,0.0,0.0,1.2,0.0,-0.8,0.0,0.0,-0.8,0.0,1.7,0.1,1.6,0.113,0.3316,0.0142,0.0094,2.5,0.981255647741008
168,nmc,0.0691,5.47,0.215,3.825e-08,200,74.5704807583213,42.1965014703205,157.803498529679,0.971316005672589,f2,d,mu,nc,1,1.2,0.0,0.0,1.0,0.0,-0.6,0.0,0.0,-0.6,0.0,1.5,0.1,1.6,0.113,0.3558,0.0145,0.0093,2.5,0.971316005672589
169,nmc,0.0699,6.92,0.27,2.403e-08,200,92.9584133848355,52.7710924226202,147.22890757738,0.952332913564353,f2,d,mu,nc,1,1.0,0.0,0.0,0.8,0.0,-0.4,0.0,0.0,-0.4,0.0,0.8,0.1,1.1,0.113,0.3788,0.0104,0.0066,2.5,0.952332913564353
170,nmc,0.0695,8.99,0.353,1.282e-08,200,121.242361985612,68.9512356000061,131.048764399994,0.912009678433147,f2,d,mu,nc,1,0.8,0.0,0.0,0.7,0.0,-0.2,0.0,0.0,-0.2,0.0,0.5,0.4,0.8,0.113,0.3638,0.009,0.0051,2.5,0.912009678433147
171,nmc,0.0696,11.39,0.445,7.847e-09,200,153.139269287356,87.2331691297209,112.766830870279,0.848406439581275,f2,d,mu,nc,1,0.7,0.0,0.0,0.6,0.0,-0.1,0.0,0.0,-0.1,0.0,0.8,0.7,0.9,0.113,0.3868,0.0079,0.0061,2.5,0.848406439581275
172,nmc,0.0707,14.46,0.553,4.45e-09,200,190.946010902405,109.022477026868,90.9775229731319,0.744855737309378,f2,d,mu,nc,1,0.6,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.2,1.1,0.113,0.3892,0.01,0.008,2.5,0.744855737309378
173,nmc,0.0895,5.5,0.168,2.954e-08,200,56.8323579664805,32.7572036068659,167.242796393134,0.98324078384198,f2,d,mu,nc,1,1.4,0.0,0.0,1.2,0.0,-0.8,0.0,0.0,-0.8,0.0,1.4,0.1,1.7,0.096,0.3473,0.0215,0.0096,2.5,0.98324078384198
174,nmc,0.0901,6.95,0.21,1.853e-08,200,71.0663589833518,41.1175453002942,158.882454699706,0.972740975388041,f2,d,mu,nc,1,1.2,0.0,0.0,1.0,0.0,-0.6,0.0,0.0,-0.6,0.0,1.4,0.2,1.1,0.096,0.3629,0.0128,0.0083,2.5,0.972740975388041
