,exp,x,Q2,y,sigma_d measured (b/GeV2),Elab,*W2,*nu,*E',*epsilon,obs,target,lepton beam,current,units,%dE,%dE1_c,%dE2_c,%dE3_c,%dE4_c,%dEp,%dEp1_c,%dEp2_c,%dEp3_c,%dEp4_c,%dAC_c,%dRC_c,%dRE_c,R,value,stat_u,total_syst,%*norm_c,*epsilon.1
16,nmc,0.0364,4.27,0.705,8.467e-08,90,113.917536307692,62.5307528292603,27.4692471707397,0.542391808823385,f2,d,mu,nc,1,0.5,0.5,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.7,2.4,0.4,0.108,0.3541,0.0205,0.0089,2.5,0.542391808823385
17,nmc,0.0495,1.33,0.168,8.657e-07,90,26.4185308686869,14.3223277551636,75.6776722448364,0.983225140208657,f2,d,mu,nc,1,1.6,1.6,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,2.6,0.4,0.1,0.117,0.3233,0.0089,0.0103,2.5,0.983225140208657
18,nmc,0.0493,1.76,0.221,4.663e-07,90,34.8196411602434,19.029742622731,70.970257377269,0.969471175281982,f2,d,mu,nc,1,1.2,1.2,0.0,0.0,0.0,-0.7,-0.7,0.0,0.0,0.0,1.3,0.4,0.1,0.117,0.3189,0.005,0.0063,2.5,0.969471175281982
19,nmc,0.0494,2.48,0.309,2.305e-07,90,48.6022731497976,26.7603566896576,63.2396433103424,0.93517530915144,f2,d,mu,nc,1,1.0,1.0,0.0,0.0,0.0,-0.4,-0.4,0.0,0.0,0.0,0.5,0.3,0.1,0.117,0.3375,0.0033,0.0041,2.5,0.93517530915144
20,nmc,0.0501,3.41,0.416,1.157e-07,90,65.533716255489,36.2813817993012,53.7186182006988,0.870661804754835,f2,d,mu,nc,1,0.8,0.8,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,0.2,0.6,0.2,0.117,0.3574,0.0042,0.0036,2.5,0.870661804754835
21,nmc,0.0509,4.39,0.526,6.336e-08,90,82.7373882043222,45.9741706846067,44.0258293153933,0.77368981833281,f2,d,mu,nc,1,0.6,0.6,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,0.3,1.2,0.3,0.117,0.3589,0.0082,0.005,2.5,0.77368981833281
22,nmc,0.0526,5.31,0.609,4.373e-08,90,96.5204143422053,53.8116046600242,36.1883953399758,0.677823684041377,f2,d,mu,nc,1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.6,0.3,0.117,0.3957,0.0198,0.0069,2.5,0.677823684041377
23,nmc,0.07,1.35,0.12,6.029e-07,90,18.8155582857143,10.2802314955833,79.7197685044167,0.991791037766853,f2,d,mu,nc,1,2.0,2.0,0.0,0.0,0.0,-1.4,-1.4,0.0,0.0,0.0,3.5,0.5,0.1,0.113,0.3154,0.0132,0.0136,2.5,0.991791037766853
24,nmc,0.0699,1.77,0.156,3.485e-07,90,24.4317324120172,13.4978083219708,76.5021916780292,0.985661136678224,f2,d,mu,nc,1,1.6,1.6,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.8,0.4,0.1,0.113,0.3229,0.0073,0.0088,2.5,0.985661136678224
25,nmc,0.0694,2.48,0.219,1.747e-07,90,34.1347143170029,19.0484383352894,70.9515616647106,0.970022513779224,f2,d,mu,nc,1,1.2,1.2,0.0,0.0,0.0,-0.6,-0.6,0.0,0.0,0.0,0.5,0.4,0.1,0.113,0.3348,0.0044,0.0051,2.5,0.970022513779224
26,nmc,0.0696,3.45,0.303,8.975e-08,90,46.9988095172414,26.4226895081244,63.5773104918756,0.937931653619736,f2,d,mu,nc,1,1.0,1.0,0.0,0.0,0.0,-0.4,-0.4,0.0,0.0,0.0,0.2,0.3,0.1,0.113,0.3608,0.005,0.0039,2.5,0.937931653619736
27,nmc,0.0702,4.42,0.382,5.027e-08,90,59.422806962963,33.5623469951828,56.4376530048172,0.894031244446528,f2,d,mu,nc,1,0.8,0.8,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,0.4,0.5,0.1,0.113,0.3579,0.007,0.0039,2.5,0.894031244446528
28,nmc,0.0703,5.38,0.463,3.236e-08,90,72.0290047396871,40.7937957034579,49.2062042965421,0.833139587033076,f2,d,mu,nc,1,0.7,0.7,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,0.5,0.8,0.2,0.113,0.3654,0.0122,0.0043,2.5,0.833139587033076
29,nmc,0.0711,6.38,0.536,2.146e-08,90,84.232614745429,47.8319673483097,42.1680326516903,0.763028654279462,f2,d,mu,nc,1,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.1,0.3,0.113,0.3641,0.0253,0.0049,2.5,0.763028654279462
30,nmc,0.0902,1.38,0.095,4.694e-07,90,14.7991788115299,8.1552957417537,81.8447042582463,0.994945127323657,f2,d,mu,nc,1,2.5,2.5,0.0,0.0,0.0,-1.8,-1.8,0.0,0.0,0.0,4.4,0.4,0.1,0.096,0.3267,0.0195,0.0176,2.5,0.994945127323657
31,nmc,0.0899,1.76,0.121,2.777e-07,90,18.6971521201335,10.4356653092396,79.5643346907604,0.991618509687549,f2,d,mu,nc,1,2.0,2.0,0.0,0.0,0.0,-1.4,-1.4,0.0,0.0,0.0,2.6,0.4,0.1,0.096,0.3222,0.0096,0.0116,2.5,0.991618509687549
32,nmc,0.0897,2.47,0.169,1.414e-07,90,25.946075884058,14.6781619851055,75.3218380148945,0.982926770976509,f2,d,mu,nc,1,1.5,1.5,0.0,0.0,0.0,-0.9,-0.9,0.0,0.0,0.0,0.9,0.4,0.1,0.096,0.3358,0.0057,0.0065,2.5,0.982926770976509
33,nmc,0.0897,3.46,0.236,6.915e-08,90,35.9928651817168,20.5613119305527,69.4386880694473,0.964566689163479,f2,d,mu,nc,1,1.1,1.1,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.2,0.3,0.1,0.096,0.3416,0.0056,0.0043,2.5,0.964566689163479
34,nmc,0.09,4.44,0.299,4.154e-08,90,45.7731773333333,26.2970859985785,63.7029140014215,0.939699234966443,f2,d,mu,nc,1,0.9,0.9,0.0,0.0,0.0,-0.3,-0.3,0.0,0.0,0.0,0.5,0.3,0.1,0.096,0.3577,0.0075,0.004,2.5,0.939699234966443
35,nmc,0.0903,5.44,0.366,2.77e-08,90,55.6834763366556,32.1128104139955,57.8871895860045,0.903994586076049,f2,d,mu,nc,1,0.8,0.8,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,0.7,0.4,0.1,0.096,0.3801,0.0117,0.0046,2.5,0.903994586076049
36,nmc,0.0897,6.5,0.436,1.708e-08,90,66.843612115942,38.6267420660672,51.3732579339328,0.855215116019295,f2,d,mu,nc,1,0.7,0.7,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,0.8,0.6,0.2,0.096,0.3527,0.0173,0.0045,2.5,0.855215116019295
37,nmc,0.109,1.78,0.101,2.283e-07,90,15.4301192293578,8.7048375423016,81.2951624576984,0.994237300001019,f2,d,mu,nc,1,2.3,2.3,0.0,0.0,0.0,-1.7,-1.7,0.0,0.0,0.0,3.2,0.4,0.1,0.043,0.322,0.0117,0.0141,2.5,0.994237300001019
38,nmc,0.1096,2.49,0.14,1.162e-07,90,21.1088221021898,12.1103294787792,77.8896705212208,0.988557341556426,f2,d,mu,nc,1,1.7,1.7,0.0,0.0,0.0,-1.1,-1.1,0.0,0.0,0.0,1.4,0.4,0.1,0.043,0.3346,0.0069,0.0083,2.5,0.988557341556426
39,nmc,0.1098,3.48,0.193,5.685e-08,90,29.0938330710383,16.8944504643061,73.1055495356939,0.977184707717106,f2,d,mu,nc,1,1.3,1.3,0.0,0.0,0.0,-0.7,-0.7,0.0,0.0,0.0,0.3,0.3,0.1,0.043,0.3353,0.0065,0.0054,2.5,0.977184707717106
40,nmc,0.11,4.45,0.246,3.308e-08,90,36.8843894545454,21.5642566388835,68.4357433611165,0.961074869291072,f2,d,mu,nc,1,1.1,1.1,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.4,0.3,0.1,0.043,0.336,0.0077,0.0042,2.5,0.961074869291072
41,nmc,0.1105,5.44,0.299,2.084e-08,90,44.6706132307692,26.2424143021158,63.7575856978842,0.939618969787968,f2,d,mu,nc,1,0.9,0.9,0.0,0.0,0.0,-0.3,-0.3,0.0,0.0,0.0,0.7,0.2,0.1,0.043,0.3314,0.0105,0.0042,2.5,0.939618969787968
42,nmc,0.1096,6.6,0.363,1.38e-08,90,54.4988221021898,32.099668497969,57.900331502031,0.905713241868964,f2,d,mu,nc,1,0.8,0.8,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,0.9,0.3,0.1,0.043,0.3379,0.0144,0.0043,2.5,0.905713241868964
43,nmc,0.1282,1.86,0.09,1.926e-07,90,13.5284243432137,7.73378483113738,82.2662151688626,0.995443845240654,f2,d,mu,nc,1,2.7,2.7,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,3.5,0.4,0.1,0.296,0.3479,0.0198,0.0168,2.5,0.995443845240654
44,nmc,0.1383,2.49,0.112,9.229e-08,90,16.3941823947939,9.59719530639335,80.4028046936067,0.992815215572313,f2,d,mu,nc,1,2.0,2.0,0.0,0.0,0.0,-1.4,-1.4,0.0,0.0,0.0,2.0,0.4,0.1,0.271,0.3298,0.006,0.0105,2.5,0.992815215572313
45,nmc,0.1396,3.48,0.154,4.525e-08,90,22.3282107621776,13.2880419841032,76.7119580158968,0.985928552933968,f2,d,mu,nc,1,1.5,1.5,0.0,0.0,0.0,-0.9,-0.9,0.0,0.0,0.0,0.7,0.3,0.1,0.233,0.3328,0.0057,0.0064,2.5,0.985928552933968
46,nmc,0.1394,4.45,0.196,2.633e-08,90,28.352369107604,17.0162713793198,72.9837286206802,0.976337157354124,f2,d,mu,nc,1,1.2,1.2,0.0,0.0,0.0,-0.6,-0.6,0.0,0.0,0.0,0.3,0.3,0.1,0.201,0.3272,0.0062,0.0047,2.5,0.976337157354124
47,nmc,0.1398,5.46,0.239,1.749e-08,90,34.4756379914163,20.8186535135481,69.1813464864519,0.96340828770451,f2,d,mu,nc,1,1.1,1.1,0.0,0.0,0.0,-0.4,-0.4,0.0,0.0,0.0,0.5,0.3,0.1,0.176,0.3411,0.0085,0.0043,2.5,0.96340828770451
48,nmc,0.1407,6.69,0.289,1.092e-08,90,41.7378184136461,25.3454021394702,64.6545978605298,0.943990289082813,f2,d,mu,nc,1,0.9,0.9,0.0,0.0,0.0,-0.3,-0.3,0.0,0.0,0.0,0.8,0.2,0.1,0.154,0.3363,0.0097,0.0042,2.5,0.943990289082813
49,nmc,0.1737,2.67,0.095,6.374e-08,90,13.5811738791019,8.19367264344451,81.8063273565555,0.994857804527359,f2,d,mu,nc,1,2.2,2.2,0.0,0.0,0.0,-1.5,-1.5,0.0,0.0,0.0,1.7,0.4,0.1,0.247,0.3277,0.0091,0.0103,2.5,0.994857804527359
50,nmc,0.1803,3.46,0.119,3.339e-08,90,16.6100824914032,10.2293382150337,79.7706617849663,0.991787677747674,f2,d,mu,nc,1,1.7,1.7,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.1,0.3,0.1,0.211,0.3069,0.0066,0.0071,2.5,0.991787677747674
51,nmc,0.1799,4.46,0.152,2.048e-08,90,21.2113948615898,13.2151123995681,76.7848876004319,0.986242350850071,f2,d,mu,nc,1,1.4,1.4,0.0,0.0,0.0,-0.7,-0.7,0.0,0.0,0.0,0.6,0.3,0.1,0.179,0.3197,0.0076,0.0054,2.5,0.986242350850071
52,nmc,0.1806,5.46,0.185,1.276e-08,90,25.6524021395349,16.1154361084941,73.8845638915059,0.979034080258019,f2,d,mu,nc,1,1.2,1.2,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.4,0.3,0.1,0.156,0.3088,0.0088,0.0045,2.5,0.979034080258019
53,nmc,0.1801,6.77,0.229,8.304e-09,90,31.7000716513048,20.0374347821454,69.9625652178546,0.96659466086443,f2,d,mu,nc,1,1.0,1.0,0.0,0.0,0.0,-0.4,-0.4,0.0,0.0,0.0,0.5,0.2,0.1,0.135,0.3203,0.0097,0.0039,2.5,0.96659466086443
54,nmc,0.1769,8.5,0.289,4.918e-09,90,40.4295896189938,25.6128707990372,64.3871292009628,0.943846071071206,f2,d,mu,nc,1,0.9,0.9,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,0.8,0.2,0.1,0.118,0.3092,0.0232,0.0037,2.5,0.943846071071206
55,nmc,0.2048,2.9,0.087,4.151e-08,90,12.14000025,7.54805770255864,82.4519422974414,0.995677146130229,f2,d,mu,nc,1,2.1,2.1,0.0,0.0,0.0,-1.4,-1.4,0.0,0.0,0.0,0.9,0.3,0.1,0.223,0.297,0.0263,0.0081,2.5,0.995677146130229
56,nmc,0.2203,3.51,0.099,2.567e-08,90,13.3026628833409,8.49297381841199,81.507026181588,0.994351968238722,f2,d,mu,nc,1,1.8,1.8,0.0,0.0,0.0,-1.1,-1.1,0.0,0.0,0.0,0.8,0.3,0.1,0.193,0.2924,0.007,0.0065,2.5,0.994351968238722
57,nmc,0.2255,4.47,0.123,1.458e-08,90,16.2324604079823,10.566426656707,79.433573343293,0.991137782187623,f2,d,mu,nc,1,1.4,1.4,0.0,0.0,0.0,-0.7,-0.7,0.0,0.0,0.0,0.7,0.3,0.1,0.162,0.282,0.007,0.005,2.5,0.991137782187623
58,nmc,0.2259,5.47,0.149,9.905e-09,90,19.6240980947322,12.9073849119042,77.0926150880959,0.986734824073299,f2,d,mu,nc,1,1.2,1.2,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.6,0.3,0.1,0.14,0.2937,0.009,0.0043,2.5,0.986734824073299
59,nmc,0.2273,6.81,0.184,5.838e-09,90,24.0302487514298,15.9703650060927,74.0296349939073,0.97917707929025,f2,d,mu,nc,1,1.0,1.0,0.0,0.0,0.0,-0.3,-0.3,0.0,0.0,0.0,0.6,0.3,0.1,0.12,0.2789,0.0086,0.0034,2.5,0.97917707929025
60,nmc,0.2211,8.64,0.236,3.68e-09,90,31.3171845698779,20.8301388965234,69.1698611034766,0.964170170648704,f2,d,mu,nc,1,0.9,0.9,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,0.6,0.2,0.1,0.104,0.2874,0.0182,0.0032,2.5,0.964170170648704
61,nmc,0.2643,3.75,0.088,1.722e-08,90,11.3182662474461,7.56312486537638,82.4368751346236,0.995520156767426,f2,d,mu,nc,1,1.4,1.4,0.0,0.0,0.0,-0.7,-0.7,0.0,0.0,0.0,1.7,0.3,0.1,0.172,0.269,0.0118,0.0062,2.5,0.995520156767426
62,nmc,0.2723,4.47,0.102,1.153e-08,90,12.8255619581344,8.75038270689468,81.2496172931053,0.99393591986348,f2,d,mu,nc,1,1.3,1.3,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,1.3,0.3,0.1,0.15,0.2672,0.0079,0.0052,2.5,0.99393591986348
63,nmc,0.2746,5.44,0.123,7.263e-09,90,15.2504776489439,10.5600392584989,79.4399607415011,0.991070404499584,f2,d,mu,nc,1,1.1,1.1,0.0,0.0,0.0,-0.3,-0.3,0.0,0.0,0.0,1.0,0.3,0.1,0.13,0.2562,0.0091,0.0039,2.5,0.991070404499584
64,nmc,0.2792,6.84,0.151,4.327e-09,90,18.5384113352436,13.0589378119635,76.9410621880365,0.98626241841315,f2,d,mu,nc,1,0.9,0.9,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,0.7,0.3,0.1,0.109,0.2512,0.009,0.003,2.5,0.98626241841315
65,nmc,0.2729,8.7,0.194,2.684e-09,90,24.0596534540125,16.993501841158,73.006498158842,0.976541809128342,f2,d,mu,nc,1,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.1,0.094,0.255,0.0167,0.0028,2.5,0.976541809128342
66,nmc,0.3145,4.61,0.091,8.036e-09,90,10.9280315993641,7.81353283548192,82.1864671645181,0.995154766980174,f2,d,mu,nc,1,0.4,0.4,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,4.4,0.3,0.1,0.14,0.2286,0.0088,0.01,2.5,0.995154766980174
67,nmc,0.3373,5.46,0.101,5.253e-09,90,11.6072142935073,8.62866220336208,81.3713377966379,0.993986814846377,f2,d,mu,nc,1,0.4,0.4,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,3.3,0.2,0.1,0.121,0.2267,0.0071,0.0077,2.5,0.993986814846377
68,nmc,0.3485,6.87,0.123,3.044e-09,90,13.722899954089,10.5080255618811,79.4919744381189,0.990971082821853,f2,d,mu,nc,1,0.4,0.4,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,2.1,0.2,0.1,0.101,0.2195,0.0068,0.0047,2.5,0.990971082821853
69,nmc,0.3432,8.73,0.157,1.758e-09,90,17.5869069370629,13.5592019920378,76.4407980079622,0.984965544727826,f2,d,mu,nc,1,0.4,0.4,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.2,0.2,0.1,0.085,0.2074,0.0108,0.0028,2.5,0.984965544727826
70,nmc,0.3931,5.72,0.091,3.036e-09,90,9.71084883337573,7.75639916491244,82.2436008350876,0.995079927114947,f2,d,mu,nc,1,-2.9,-2.9,0.0,0.0,0.0,3.7,3.7,0.0,0.0,0.0,9.4,0.2,0.1,0.112,0.168,0.0147,0.0177,2.5,0.995079927114947
71,nmc,0.4379,6.96,0.1,1.731e-09,90,9.81388373509934,8.47230263064997,81.52769736935,0.994001833000556,f2,d,mu,nc,1,-2.5,-2.5,0.0,0.0,0.0,3.4,3.4,0.0,0.0,0.0,7.0,0.2,0.1,0.094,0.1603,0.0061,0.0132,2.5,0.994001833000556
72,nmc,0.4603,8.74,0.118,8.371e-10,90,11.1274607716707,10.1213309017434,79.8786690982566,0.991564059485275,f2,d,mu,nc,1,-1.9,-1.9,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,4.4,0.2,0.1,0.078,0.131,0.007,0.0074,2.5,0.991564059485275
73,nmc,0.0087,1.19,0.626,3.651e-06,120,136.471453195402,72.9113055412592,47.0886944587408,0.656151694335348,f2,d,mu,nc,1,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,0.6,0.337,0.2894,0.007,0.0058,2.5,0.656151694335348
74,nmc,0.0117,1.37,0.539,2.248e-06,120,116.603861094017,62.4168534616296,57.5831465383704,0.760330140321921,f2,d,mu,nc,1,0.6,0.0,0.6,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,1.7,1.1,0.4,0.246,0.2907,0.0077,0.0061,2.5,0.760330140321921
75,nmc,0.0129,1.7,0.605,1.392e-06,120,130.962789736434,70.2467727806152,49.7532272193848,0.683290274099613,f2,d,mu,nc,1,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,0.5,0.246,0.3247,0.0056,0.0057,2.5,0.683290274099613
76,nmc,0.0172,1.77,0.472,1.095e-06,120,102.016820744186,54.854465215451,65.145534784549,0.825696752321468,f2,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,1.3,0.7,0.4,0.19,0.3279,0.0082,0.0056,2.5,0.825696752321468
77,nmc,0.0178,2.34,0.599,5.76e-07,120,130.000518157303,70.0749862245754,49.9250137754246,0.690783884412055,f2,d,mu,nc,1,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.19,0.3428,0.0054,0.0054,2.5,0.690783884412055
78,nmc,0.0241,1.82,0.351,8.001e-07,120,74.5785161991701,40.2551557564873,79.7448442435127,0.913226978227518,f2,d,mu,nc,1,0.9,0.0,0.9,0.0,0.0,-0.4,0.0,-0.4,0.0,0.0,1.4,0.3,0.3,0.099,0.3184,0.0102,0.0056,2.5,0.913226978227518
79,nmc,0.0245,2.5,0.472,3.977e-07,120,100.420660326531,54.3927592358905,65.6072407641095,0.825660567007798,f2,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.9,0.5,0.4,0.099,0.3351,0.0042,0.0046,2.5,0.825660567007798
80,nmc,0.026,3.36,0.591,2.031e-07,120,126.750613230769,68.886337543054,51.113662456946,0.700603878769677,f2,d,mu,nc,1,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.2,0.5,0.099,0.356,0.0056,0.0058,2.5,0.700603878769677
81,nmc,0.0347,2.51,0.332,3.24e-07,120,70.7041379481268,38.5577259851422,81.4422740148578,0.923669049122925,f2,d,mu,nc,1,0.9,0.0,0.9,0.0,0.0,-0.4,0.0,-0.4,0.0,0.0,0.7,0.3,0.3,0.108,0.3486,0.0075,0.0046,2.5,0.923669049122925
82,nmc,0.0348,3.48,0.458,1.557e-07,120,97.399844,53.3049040511727,66.6950959488273,0.837693694789158,f2,d,mu,nc,1,0.7,0.0,0.7,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,0.5,0.7,0.4,0.108,0.3579,0.0056,0.0043,2.5,0.837693694789158
83,nmc,0.0354,4.41,0.568,8.904e-08,120,121.046115186441,66.4052618264609,53.5947381735391,0.727893095344339,f2,d,mu,nc,1,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.4,0.5,0.108,0.3619,0.0072,0.0063,2.5,0.727893095344339
84,nmc,0.0374,5.32,0.645,6.119e-08,120,137.805833304813,75.8240881155719,44.1759118844281,0.63026917968445,f2,d,mu,nc,1,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.9,0.6,0.108,0.4004,0.0195,0.0087,2.5,0.63026917968445
85,nmc,0.0496,2.54,0.237,2.194e-07,120,49.5495214193548,27.2972694133022,92.7027305866978,0.964389235146585,f2,d,mu,nc,1,1.2,0.0,1.2,0.0,0.0,-0.6,0.0,-0.6,0.0,0.0,0.5,0.4,0.2,0.117,0.32,0.0072,0.0047,2.5,0.964389235146585
86,nmc,0.0494,3.49,0.327,1.196e-07,120,68.0376172793523,37.6587277608487,82.3412722391513,0.926243867868227,f2,d,mu,nc,1,0.9,0.0,0.9,0.0,0.0,-0.3,0.0,-0.3,0.0,0.0,0.2,0.3,0.3,0.117,0.3544,0.0054,0.0039,2.5,0.926243867868227
