,exp,Elab,E',theta,Q2,W2,epsilon,flux,x,sigma,dsigma,*y,*value,*%stat_u,*%syst_u,*%norm_c,obs,target,lepton beam,current,units
788,e94110,3.118,0.711,61.95,2.348,3.05,0.286,5.81e-05,0.52,1.21,0.03821,0.771969211032713,0.148846572238859,2.7225033428596013,1.6,1.9,sig_r,p,e,NC,1
789,e94110,3.118,0.809,77.95,3.99,1.225,0.246,5.86e-06,0.92,0.00495,0.001212,0.740538806927518,0.00136675665967354,24.432515329494567,1.6,1.9,sig_r,p,e,NC,1
790,e94110,3.118,0.801,77.95,3.954,1.275,0.245,6.69e-06,0.909,0.00891,0.002122,0.743104554201411,0.00245428528582938,23.762130845065265,1.6,1.9,sig_r,p,e,NC,1
791,e94110,3.118,0.794,77.95,3.917,1.325,0.243,7.52e-06,0.898,0.01782,0.00323,0.745349583066068,0.00488564516732224,18.054945399586675,1.6,1.9,sig_r,p,e,NC,1
792,e94110,3.118,0.787,77.95,3.881,1.375,0.241,8.35e-06,0.887,0.04455,0.003419,0.747594611930725,0.0121627484820446,7.505884584651988,1.6,1.9,sig_r,p,e,NC,1
793,e94110,3.118,0.779,77.95,3.845,1.425,0.24,9.17e-06,0.876,0.07425,0.003565,0.750160359204618,0.0202187879821248,4.526911873098831,1.6,1.9,sig_r,p,e,NC,1
794,e94110,3.118,0.772,77.95,3.809,1.475,0.238,9.99e-06,0.865,0.07524,0.003427,0.752405388069275,0.0203991076332024,4.264483722191009,1.6,1.9,sig_r,p,e,NC,1
795,e94110,4.412,2.068,38.94,4.054,1.225,0.629,2.12e-05,0.922,0.004,0.00548,0.531278331822303,0.000307466545628117,136.9906566156977,1.6,1.9,sig_r,p,e,NC,1
796,e94110,4.412,2.055,38.94,4.029,1.275,0.627,2.41e-05,0.911,0.035,0.01269,0.534224841341795,0.00269592948153587,36.22182226453088,1.6,1.9,sig_r,p,e,NC,1
797,e94110,4.412,2.042,38.94,4.003,1.325,0.625,2.7e-05,0.9,0.074,0.01217,0.537171350861287,0.00570855831171441,16.367930170213214,1.6,1.9,sig_r,p,e,NC,1
798,e94110,4.412,2.029,38.94,3.978,1.375,0.622,2.98e-05,0.889,0.178,0.01759,0.54011786038078,0.0137584666480252,9.751634126408582,1.6,1.9,sig_r,p,e,NC,1
799,e94110,4.412,2.016,38.94,3.952,1.425,0.62,3.26e-05,0.879,0.263,0.02096,0.543064369900272,0.0203532302949715,7.807319210508928,1.6,1.9,sig_r,p,e,NC,1
800,e94110,4.412,2.003,38.94,3.927,1.475,0.617,3.54e-05,0.868,0.287,0.02404,0.546010879419764,0.0222518829645529,8.22207471358404,1.6,1.9,sig_r,p,e,NC,1
801,e94110,4.412,1.99,38.94,3.901,1.525,0.615,3.81e-05,0.858,0.294,0.02352,0.548957388939256,0.0228195732912226,7.83836717690617,1.6,1.9,sig_r,p,e,NC,1
802,e94110,4.412,1.977,38.94,3.875,1.575,0.613,4.09e-05,0.848,0.295,0.01653,0.551903898458749,0.0229208229903452,5.37010033357346,1.6,1.9,sig_r,p,e,NC,1
803,e94110,4.412,1.964,38.94,3.85,1.625,0.61,4.35e-05,0.838,0.298,0.01469,0.554850407978241,0.0231888533463898,4.6626460305223345,1.6,1.9,sig_r,p,e,NC,1
804,e94110,4.412,1.951,38.94,3.824,1.675,0.608,4.62e-05,0.828,0.306,0.01484,0.557796917497733,0.0238330185068269,4.578136102406307,1.6,1.9,sig_r,p,e,NC,1
805,e94110,4.412,1.938,38.94,3.799,1.725,0.605,4.87e-05,0.818,0.318,0.01594,0.560743427017226,0.0248021327474466,4.750362553017543,1.6,1.9,sig_r,p,e,NC,1
806,e94110,4.412,1.924,38.94,3.773,1.775,0.602,5.12e-05,0.808,0.334,0.01427,0.563916591115141,0.0260969591046709,3.9615492543362243,1.6,1.9,sig_r,p,e,NC,1
807,e94110,4.412,1.911,38.94,3.748,1.825,0.6,5.38e-05,0.799,0.361,0.01454,0.566863100634633,0.028237297111034,3.6962648693294318,1.6,1.9,sig_r,p,e,NC,1
808,e94110,4.412,1.898,38.94,3.722,1.875,0.597,5.62e-05,0.789,0.4,0.01581,0.569809610154125,0.0313085154164076,3.6141743524628134,1.6,1.9,sig_r,p,e,NC,1
809,e94110,4.412,1.885,38.94,3.697,1.925,0.595,5.87e-05,0.78,0.451,0.01629,0.572756119673618,0.0353344528953935,3.238263699553767,1.6,1.9,sig_r,p,e,NC,1
810,e94110,4.412,1.872,38.94,3.671,1.975,0.592,6.11e-05,0.77,0.511,0.01774,0.57570262919311,0.0400565840020069,3.080937364713135,1.6,1.9,sig_r,p,e,NC,1
811,e94110,4.412,1.859,38.94,3.646,2.025,0.589,6.34e-05,0.761,0.562,0.01926,0.578649138712602,0.0440915176139852,3.0306181038046125,1.6,1.9,sig_r,p,e,NC,1
812,e94110,4.412,1.846,38.94,3.62,2.075,0.587,6.59e-05,0.752,0.587,0.02013,0.581595648232094,0.0460624830010459,3.0331681466320664,1.6,1.9,sig_r,p,e,NC,1
813,e94110,4.412,1.833,38.94,3.594,2.125,0.584,6.81e-05,0.743,0.738,0.02396,0.584542157751587,0.0579196644232537,2.82497654949489,1.6,1.9,sig_r,p,e,NC,1
814,e94110,4.412,1.82,38.94,3.569,2.175,0.581,7.04e-05,0.734,0.853,0.02847,0.587488667271079,0.0669886312343872,2.9291272789285467,1.6,1.9,sig_r,p,e,NC,1
815,e94110,4.412,1.807,38.94,3.543,2.225,0.579,7.27e-05,0.725,0.99,0.03045,0.590435176790571,0.0777479111775338,2.6268392917782615,1.6,1.9,sig_r,p,e,NC,1
816,e94110,4.412,1.794,38.94,3.518,2.275,0.576,7.49e-05,0.716,0.972,0.02856,0.593381686310063,0.0763741481707034,2.4644350314801415,1.6,1.9,sig_r,p,e,NC,1
817,e94110,4.412,1.781,38.94,3.492,2.325,0.573,7.7e-05,0.707,0.95,0.02774,0.596328195829556,0.0746354934730601,2.4426215425235243,1.6,1.9,sig_r,p,e,NC,1
818,e94110,4.412,1.768,38.94,3.467,2.375,0.57,7.91e-05,0.699,0.893,0.02542,0.599274705349048,0.0701705304698326,2.354366917074825,1.6,1.9,sig_r,p,e,NC,1
819,e94110,4.412,1.755,38.94,3.441,2.425,0.567,8.12e-05,0.69,0.861,0.02516,0.60222121486854,0.0676373927692231,2.445231369787629,1.6,1.9,sig_r,p,e,NC,1
820,e94110,4.412,1.742,38.94,3.416,2.475,0.564,8.33e-05,0.682,0.878,0.0255,0.605167724388033,0.0689763833421465,2.423864937952711,1.6,1.9,sig_r,p,e,NC,1
821,e94110,4.412,1.729,38.94,3.39,2.525,0.562,8.55e-05,0.673,0.883,0.02587,0.608114233907525,0.0693401484295976,2.4543103140491813,1.6,1.9,sig_r,p,e,NC,1
822,e94110,4.412,1.716,38.94,3.365,2.575,0.559,8.75e-05,0.665,0.964,0.02769,0.611060743427017,0.0756942889774856,2.3855229824495745,1.6,1.9,sig_r,p,e,NC,1
823,e94110,4.412,1.703,38.94,3.339,2.625,0.556,8.95e-05,0.657,0.992,0.03097,0.614007252946509,0.0778324742591025,2.6808082617130973,1.6,1.9,sig_r,p,e,NC,1
824,e94110,4.412,1.69,38.94,3.313,2.675,0.553,9.14e-05,0.649,1.14,0.03443,0.616953762466002,0.0893682024512665,2.5615346337501492,1.6,1.9,sig_r,p,e,NC,1
825,e94110,4.412,1.677,38.94,3.288,2.725,0.55,9.34e-05,0.641,1.237,0.03706,0.619900271985494,0.0969428481492143,2.5329358686994357,1.6,1.9,sig_r,p,e,NC,1
826,e94110,4.412,1.664,38.94,3.262,2.775,0.547,9.53e-05,0.633,1.419,0.0406,0.622846781504987,0.111093968492741,2.3719807843633474,1.6,1.9,sig_r,p,e,NC,1
827,e94110,4.412,1.651,38.94,3.237,2.825,0.544,9.71e-05,0.625,1.502,0.04169,0.625793291024479,0.11753913213105,2.2680687202149583,1.6,1.9,sig_r,p,e,NC,1
828,e94110,4.412,1.638,38.94,3.211,2.875,0.541,9.9e-05,0.617,1.587,0.04228,0.628739800543971,0.12404613117638,2.1301818959515346,1.6,1.9,sig_r,p,e,NC,1
829,e94110,4.412,1.625,38.94,3.186,2.925,0.538,0.000101,0.609,1.584,0.04164,0.631686310063463,0.123737488744833,2.0857913873784395,1.6,1.9,sig_r,p,e,NC,1
830,e94110,4.412,1.612,38.94,3.16,2.975,0.535,0.000103,0.601,1.569,0.04062,0.634632819582956,0.122403314446987,2.035302356190863,1.6,1.9,sig_r,p,e,NC,1
831,e94110,4.412,1.592,38.94,3.122,3.05,0.53,0.000105,0.59,1.583,0.04001,0.639165911151405,0.12335061341958,1.9565664997761432,1.6,1.9,sig_r,p,e,NC,1
832,e94110,4.412,1.566,38.94,3.071,3.15,0.524,0.000109,0.575,1.612,0.04128,0.64505893019039,0.12527089408919,1.9994164496651996,1.6,1.9,sig_r,p,e,NC,1
833,e94110,4.412,1.54,38.94,3.02,3.25,0.517,0.000112,0.56,1.666,0.04777,0.650951949229374,0.129074373424438,2.3794281807411815,1.6,1.9,sig_r,p,e,NC,1
834,e94110,4.412,1.514,38.94,2.969,3.35,0.511,0.000115,0.546,1.755,0.05548,0.656844968268359,0.135479109105727,2.726448986967907,1.6,1.9,sig_r,p,e,NC,1
835,e94110,4.412,1.488,38.94,2.917,3.45,0.504,0.000118,0.532,1.866,0.06974,0.662737987307344,0.143375667908847,3.377603473940792,1.6,1.9,sig_r,p,e,NC,1
836,e94110,4.412,1.462,38.94,2.866,3.55,0.498,0.000121,0.518,1.947,0.07113,0.668631006346328,0.148950464529679,3.2843103284531745,1.6,1.9,sig_r,p,e,NC,1
837,e94110,4.412,1.436,38.94,2.815,3.65,0.491,0.000124,0.504,2.07,0.07454,0.674524025385313,0.157614363149952,3.2259816266138017,1.6,1.9,sig_r,p,e,NC,1
838,e94110,4.412,1.41,38.94,2.764,3.75,0.484,0.000127,0.491,2.158,0.07683,0.680417044424297,0.163437754522172,3.1804584136118152,1.6,1.9,sig_r,p,e,NC,1
839,e94110,4.412,1.384,38.94,2.713,3.85,0.477,0.000129,0.477,2.279,0.07934,0.686310063463282,0.171654361028965,3.0918939272352133,1.6,1.9,sig_r,p,e,NC,1
840,e94110,4.412,1.78,44.96,4.594,1.225,0.538,1.29e-05,0.93,0.004,0.002268,0.596554850407978,0.000532443491283357,56.67742054822184,1.6,1.9,sig_r,p,e,NC,1
841,e94110,4.412,1.769,44.96,4.565,1.275,0.536,1.47e-05,0.92,0.014,0.003479,0.599048050770626,0.00186338495852088,24.798437450775,1.6,1.9,sig_r,p,e,NC,1
842,e94110,4.412,1.758,44.96,4.536,1.325,0.534,1.65e-05,0.911,0.029,0.00494,0.601541251133273,0.00385856490444265,16.959174592348106,1.6,1.9,sig_r,p,e,NC,1
843,e94110,4.412,1.747,44.96,4.507,1.375,0.531,1.83e-05,0.901,0.074,0.006302,0.60403445149592,0.00984415611513176,8.364564462142907,1.6,1.9,sig_r,p,e,NC,1
844,e94110,4.412,1.736,44.96,4.478,1.425,0.529,2e-05,0.892,0.099,0.00702,0.606527651858568,0.0131641177166679,6.908038197313126,1.6,1.9,sig_r,p,e,NC,1
845,e94110,4.412,1.724,44.96,4.449,1.475,0.527,2.18e-05,0.882,0.126,0.007548,0.609247506799637,0.0167667321783774,5.772850681306605,1.6,1.9,sig_r,p,e,NC,1
846,e94110,4.412,1.713,44.96,4.42,1.525,0.524,2.34e-05,0.873,0.13,0.007275,0.611740707162285,0.0172897149175085,5.362549568052726,1.6,1.9,sig_r,p,e,NC,1
847,e94110,4.412,1.702,44.96,4.391,1.575,0.522,2.52e-05,0.863,0.119,0.005277,0.614233907524932,0.0158206876062489,4.1357442305311185,1.6,1.9,sig_r,p,e,NC,1
848,e94110,4.412,1.691,44.96,4.362,1.625,0.52,2.69e-05,0.854,0.132,0.005386,0.616727107887579,0.0175377617968742,3.753514728770901,1.6,1.9,sig_r,p,e,NC,1
849,e94110,4.412,1.679,44.96,4.333,1.675,0.517,2.85e-05,0.845,0.133,0.005457,0.619446962828649,0.0176766439253662,3.778183518478775,1.6,1.9,sig_r,p,e,NC,1
850,e94110,4.412,1.668,44.96,4.304,1.725,0.515,3.01e-05,0.836,0.148,0.005585,0.621940163191296,0.0196556176967083,3.4176635474323356,1.6,1.9,sig_r,p,e,NC,1
851,e94110,4.412,1.657,44.96,4.275,1.775,0.513,3.18e-05,0.827,0.157,0.005687,0.624433363553944,0.0208342627707582,3.2497702275245772,1.6,1.9,sig_r,p,e,NC,1
852,e94110,4.412,1.646,44.96,4.246,1.825,0.51,3.34e-05,0.818,0.166,0.005804,0.626926563916591,0.0220098237159339,3.108811969142897,1.6,1.9,sig_r,p,e,NC,1
853,e94110,4.412,1.635,44.96,4.217,1.875,0.508,3.5e-05,0.809,0.18,0.005973,0.629419764279239,0.0238444463699045,2.9071181797634424,1.6,1.9,sig_r,p,e,NC,1
854,e94110,4.412,1.623,44.96,4.188,1.925,0.505,3.65e-05,0.8,0.199,0.007044,0.632139619220308,0.0263636015409936,3.157446027652723,1.6,1.9,sig_r,p,e,NC,1
855,e94110,4.412,1.612,44.96,4.159,1.975,0.503,3.81e-05,0.792,0.225,0.007328,0.634632819582956,0.0297713851145253,2.8367807871895745,1.6,1.9,sig_r,p,e,NC,1
856,e94110,4.412,1.601,44.96,4.131,2.025,0.501,3.97e-05,0.783,0.25,0.007686,0.637126019945603,0.0330605611118854,2.6252495805161082,1.6,1.9,sig_r,p,e,NC,1
857,e94110,4.412,1.59,44.96,4.102,2.075,0.498,4.12e-05,0.774,0.297,0.009118,0.63961922030825,0.0392317706404193,2.6201348696470577,1.6,1.9,sig_r,p,e,NC,1
858,e94110,4.412,1.578,44.96,4.073,2.125,0.496,4.27e-05,0.766,0.328,0.01007,0.64233907524932,0.0433116882256085,2.620238308887172,1.6,1.9,sig_r,p,e,NC,1
859,e94110,4.412,1.567,44.96,4.044,2.175,0.493,4.42e-05,0.757,0.412,0.0121,0.644832275611967,0.0543363578252929,2.462791442858502,1.6,1.9,sig_r,p,e,NC,1
860,e94110,4.412,1.556,44.96,4.015,2.225,0.491,4.57e-05,0.749,0.447,0.0124,0.647325475974615,0.0588627017015978,2.26613085640497,1.6,1.9,sig_r,p,e,NC,1
861,e94110,4.412,1.545,44.96,3.986,2.275,0.488,4.71e-05,0.741,0.449,0.01186,0.649818676337262,0.0590325570461342,2.101696478952756,1.6,1.9,sig_r,p,e,NC,1
862,e94110,4.412,1.534,44.96,3.957,2.325,0.486,4.87e-05,0.733,0.44,0.01106,0.652311876699909,0.0577541853968909,1.9386510177427605,1.6,1.9,sig_r,p,e,NC,1
863,e94110,4.412,1.522,44.96,3.928,2.375,0.483,5e-05,0.724,0.421,0.01081,0.655031731640979,0.0552378257048231,2.0082486283442864,1.6,1.9,sig_r,p,e,NC,1
864,e94110,4.412,1.511,44.96,3.899,2.425,0.48,5.14e-05,0.716,0.41,0.01071,0.657524932003626,0.0536995819598202,2.064839789219916,1.6,1.9,sig_r,p,e,NC,1
865,e94110,4.412,1.5,44.96,3.87,2.475,0.478,5.29e-05,0.708,0.416,0.01087,0.660018132366274,0.0543857379005081,2.065833609071607,1.6,1.9,sig_r,p,e,NC,1
866,e94110,4.412,1.489,44.96,3.841,2.525,0.475,5.42e-05,0.7,0.436,0.01202,0.662511332728921,0.0568924437486105,2.2450815978927956,1.6,1.9,sig_r,p,e,NC,1
867,e94110,4.412,1.477,44.96,3.812,2.575,0.473,5.56e-05,0.692,0.464,0.01245,0.665231187669991,0.0604931797444836,2.15395142137056,1.6,1.9,sig_r,p,e,NC,1
868,e94110,4.412,1.466,44.96,3.783,2.625,0.47,5.7e-05,0.684,0.486,0.01452,0.667724388032638,0.0632332072346125,2.5231088644202817,1.6,1.9,sig_r,p,e,NC,1
869,e94110,4.412,1.455,44.96,3.754,2.675,0.467,5.83e-05,0.677,0.54,0.01609,0.670217588395286,0.0700956898457111,2.513601545545117,1.6,1.9,sig_r,p,e,NC,1
870,e94110,4.412,1.444,44.96,3.725,2.725,0.465,5.97e-05,0.669,0.615,0.01793,0.672710788757933,0.0796588085910032,2.437177078202614,1.6,1.9,sig_r,p,e,NC,1
871,e94110,4.412,1.433,44.96,3.696,2.775,0.462,6.1e-05,0.661,0.701,0.01892,0.67520398912058,0.090595761969359,2.1736165026126377,1.6,1.9,sig_r,p,e,NC,1
872,e94110,4.412,1.421,44.96,3.667,2.825,0.459,6.22e-05,0.653,0.759,0.02039,0.67792384406165,0.0979745691643046,2.1579859883047137,1.6,1.9,sig_r,p,e,NC,1
873,e94110,4.412,1.41,44.96,3.638,2.875,0.456,6.35e-05,0.646,0.8,0.01992,0.680417044424297,0.102997909173928,1.9079046097748176,1.6,1.9,sig_r,p,e,NC,1
874,e94110,4.412,1.399,44.96,3.609,2.925,0.454,6.48e-05,0.638,0.82,0.0206,0.682910244786945,0.105315547723314,1.9367819523001297,1.6,1.9,sig_r,p,e,NC,1
875,e94110,4.412,1.388,44.96,3.581,2.975,0.451,6.6e-05,0.631,0.807,0.01965,0.685403445149592,0.103420490801236,1.835470904637586,1.6,1.9,sig_r,p,e,NC,1
876,e94110,4.412,1.371,44.96,3.537,3.05,0.447,6.79e-05,0.62,0.81,0.01973,0.689256572982774,0.103403028080529,1.8366092857894603,1.6,1.9,sig_r,p,e,NC,1
877,e94110,4.412,1.348,44.96,3.479,3.15,0.441,7.02e-05,0.605,0.824,0.01996,0.694469628286491,0.104709269967609,1.8187036864908337,1.6,1.9,sig_r,p,e,NC,1
878,e94110,4.412,1.326,44.96,3.421,3.25,0.436,7.27e-05,0.591,0.869,0.0237,0.699456029011786,0.109736788482981,2.20862322022694,1.6,1.9,sig_r,p,e,NC,1
879,e94110,4.412,1.304,44.96,3.363,3.35,0.43,7.5e-05,0.577,0.924,0.02846,0.704442429737081,0.115914143126691,2.631906788020701,1.6,1.9,sig_r,p,e,NC,1
880,e94110,4.412,1.281,44.96,3.306,3.45,0.424,7.72e-05,0.563,0.987,0.03976,0.709655485040798,0.12318150797929,3.6969927161277245,1.6,1.9,sig_r,p,e,NC,1
881,e94110,4.412,1.259,44.96,3.248,3.55,0.418,7.94e-05,0.549,1.077,0.04116,0.714641885766092,0.133440445779996,3.470676794454607,1.6,1.9,sig_r,p,e,NC,1
882,e94110,4.412,1.236,44.96,3.19,3.65,0.412,8.15e-05,0.535,1.104,0.04223,0.71985494106981,0.135907958728724,3.4744799470401246,1.6,1.9,sig_r,p,e,NC,1
883,e94110,4.412,1.214,44.96,3.132,3.75,0.406,8.36e-05,0.522,1.197,0.04365,0.724841341795104,0.146145872285765,3.276860112923973,1.6,1.9,sig_r,p,e,NC,1
884,e94110,4.412,1.191,44.96,3.074,3.85,0.4,8.56e-05,0.509,1.226,0.04921,0.730054397098821,0.148579279914306,3.6811848806547576,1.6,1.9,sig_r,p,e,NC,1
885,e94110,4.412,1.543,50.95,5.039,1.225,0.455,8.65e-06,0.936,0.002,0.001133,0.650271985494107,0.000412090093837533,56.627400611364806,1.6,1.9,sig_r,p,e,NC,1
886,e94110,4.412,1.534,50.95,5.007,1.275,0.453,9.87e-06,0.927,0.009,0.002182,0.652311876699909,0.0018508258311478,24.191591233727337,1.6,1.9,sig_r,p,e,NC,1
887,e94110,4.412,1.524,50.95,4.975,1.325,0.451,1.11e-05,0.918,0.012,0.002446,0.654578422484134,0.00246549085175658,20.320439901187616,1.6,1.9,sig_r,p,e,NC,1
888,e94110,4.412,1.514,50.95,4.943,1.375,0.449,1.23e-05,0.909,0.041,0.002777,0.656844968268359,0.00841563110123642,6.5814771716428995,1.6,1.9,sig_r,p,e,NC,1
889,e94110,4.412,1.504,50.95,4.912,1.425,0.447,1.35e-05,0.9,0.051,0.003476,0.659111514052584,0.0104621497040048,6.625222969269889,1.6,1.9,sig_r,p,e,NC,1
890,e94110,4.412,1.495,50.95,4.88,1.475,0.445,1.47e-05,0.891,0.064,0.003287,0.661151405258386,0.0131012299487931,4.880353881011729,1.6,1.9,sig_r,p,e,NC,1
891,e94110,4.412,1.485,50.95,4.848,1.525,0.443,1.58e-05,0.883,0.07,0.003166,0.663417951042611,0.0143105183634611,4.230394394698191,1.6,1.9,sig_r,p,e,NC,1
892,e94110,4.412,1.475,50.95,4.816,1.575,0.441,1.7e-05,0.874,0.067,0.003149,0.665684496826836,0.0136815928843985,4.41927595879687,1.6,1.9,sig_r,p,e,NC,1
893,e94110,4.412,1.465,50.95,4.785,1.625,0.439,1.81e-05,0.865,0.069,0.003182,0.667951042611061,0.0140794848047483,4.3251359622799725,1.6,1.9,sig_r,p,e,NC,1
894,e94110,4.412,1.456,50.95,4.753,1.675,0.437,1.93e-05,0.857,0.072,0.00322,0.669990933816863,0.0146543890806585,4.176214985478869,1.6,1.9,sig_r,p,e,NC,1
895,e94110,4.412,1.446,50.95,4.721,1.725,0.435,2.04e-05,0.848,0.074,0.003252,0.672257479601088,0.0150422279908621,4.092977113402911,1.6,1.9,sig_r,p,e,NC,1
896,e94110,4.412,1.436,50.95,4.689,1.775,0.433,2.16e-05,0.84,0.088,0.004264,0.674524025385313,0.0178602240426505,4.573666991820253,1.6,1.9,sig_r,p,e,NC,1
897,e94110,4.412,1.427,50.95,4.658,1.825,0.431,2.27e-05,0.831,0.093,0.004306,0.676563916591115,0.0188370962579248,4.3448700452932725,1.6,1.9,sig_r,p,e,NC,1
898,e94110,4.412,1.417,50.95,4.626,1.875,0.428,2.38e-05,0.823,0.106,0.004397,0.67883046237534,0.0214347473956964,3.8271194366817536,1.6,1.9,sig_r,p,e,NC,1
899,e94110,4.412,1.407,50.95,4.594,1.925,0.426,2.49e-05,0.815,0.11,0.004461,0.681097008159565,0.0222057301250626,3.7264878331007516,1.6,1.9,sig_r,p,e,NC,1
900,e94110,4.412,1.397,50.95,4.562,1.975,0.424,2.6e-05,0.806,0.123,0.00459,0.68336355394379,0.024792433266408,3.371296412405389,1.6,1.9,sig_r,p,e,NC,1
901,e94110,4.412,1.388,50.95,4.531,2.025,0.422,2.71e-05,0.798,0.133,0.005605,0.685403445149592,0.0267425621172623,3.898743910752879,1.6,1.9,sig_r,p,e,NC,1
902,e94110,4.412,1.378,50.95,4.499,2.075,0.42,2.82e-05,0.79,0.163,0.005917,0.687669990933817,0.0327139385897341,3.2584268293973997,1.6,1.9,sig_r,p,e,NC,1
903,e94110,4.412,1.368,50.95,4.467,2.125,0.417,2.92e-05,0.782,0.183,0.006357,0.689936536718042,0.0366579025066567,3.083355547082301,1.6,1.9,sig_r,p,e,NC,1
904,e94110,4.412,1.359,50.95,4.435,2.175,0.415,3.03e-05,0.774,0.209,0.007646,0.691976427923844,0.0417374600556913,3.2899383751809492,1.6,1.9,sig_r,p,e,NC,1
905,e94110,4.412,1.349,50.95,4.404,2.225,0.413,3.13e-05,0.766,0.255,0.008456,0.694242973708069,0.0508452001544297,2.9045440542388445,1.6,1.9,sig_r,p,e,NC,1
906,e94110,4.412,1.339,50.95,4.372,2.275,0.411,3.24e-05,0.758,0.259,0.007898,0.696509519492294,0.0515360587633106,2.595952140714959,1.6,1.9,sig_r,p,e,NC,1
907,e94110,4.412,1.329,50.95,4.34,2.325,0.408,3.34e-05,0.75,0.253,0.007908,0.698776065276519,0.0502354157269356,2.685134745404406,1.6,1.9,sig_r,p,e,NC,1
908,e94110,4.412,1.32,50.95,4.308,2.375,0.406,3.44e-05,0.742,0.236,0.006873,0.700815956482321,0.0467049436607013,2.4333972517279285,1.6,1.9,sig_r,p,e,NC,1
909,e94110,4.412,1.31,50.95,4.277,2.425,0.404,3.54e-05,0.735,0.234,0.00774,0.703082502266546,0.0462166793644301,2.894966045114668,1.6,1.9,sig_r,p,e,NC,1
910,e94110,4.412,1.3,50.95,4.245,2.475,0.402,3.65e-05,0.727,0.247,0.00787,0.705349048050771,0.0486725706583973,2.7553751676039906,1.6,1.9,sig_r,p,e,NC,1
911,e94110,4.412,1.29,50.95,4.213,2.525,0.399,3.74e-05,0.719,0.26,0.008028,0.707615593834996,0.0511140546244831,2.6408036252213547,1.6,1.9,sig_r,p,e,NC,1
912,e94110,4.412,1.281,50.95,4.181,2.575,0.397,3.84e-05,0.712,0.271,0.008187,0.709655485040798,0.0530737826405131,2.562545932842862,1.6,1.9,sig_r,p,e,NC,1
913,e94110,4.412,1.271,50.95,4.15,2.625,0.395,3.94e-05,0.704,0.271,0.01007,0.711922030825023,0.0529694121485305,3.353754424655158,1.6,1.9,sig_r,p,e,NC,1
914,e94110,4.412,1.261,50.95,4.118,2.675,0.392,4.04e-05,0.696,0.303,0.0113,0.714188576609248,0.0590745927495853,3.368712291873388,1.6,1.9,sig_r,p,e,NC,1
915,e94110,4.412,1.252,50.95,4.086,2.725,0.39,4.14e-05,0.689,0.325,0.01164,0.71622846781505,0.0631100939713969,3.2042811598671057,1.6,1.9,sig_r,p,e,NC,1
916,e94110,4.412,1.242,50.95,4.054,2.775,0.388,4.24e-05,0.682,0.377,0.01297,0.718495013599275,0.0729947375867699,3.04561816742362,1.6,1.9,sig_r,p,e,NC,1
917,e94110,4.412,1.232,50.95,4.023,2.825,0.385,4.32e-05,0.674,0.432,0.01396,0.7207615593835,0.0834600765204712,2.8075741424150764,1.6,1.9,sig_r,p,e,NC,1
918,e94110,4.412,1.222,50.95,3.991,2.875,0.383,4.42e-05,0.667,0.454,0.01374,0.723028105167724,0.0874443313295647,2.5689081229366173,1.6,1.9,sig_r,p,e,NC,1
919,e94110,4.412,1.213,50.95,3.959,2.925,0.381,4.52e-05,0.659,0.467,0.01459,0.725067996373527,0.0895863991225596,2.6833946612805315,1.6,1.9,sig_r,p,e,NC,1
920,e94110,4.412,1.203,50.95,3.927,2.975,0.378,4.61e-05,0.652,0.462,0.01365,0.727334542157752,0.0883462955737972,2.4838153802115017,1.6,1.9,sig_r,p,e,NC,1
921,e94110,4.412,1.188,50.95,3.88,3.05,0.375,4.75e-05,0.641,0.4564,0.01527,0.730734360834089,0.086907894475933,2.9383734725279713,1.6,1.9,sig_r,p,e,NC,1
922,e94110,4.412,1.169,50.95,3.816,3.15,0.37,4.93e-05,0.627,0.4693,0.01548,0.735040797824116,0.088655045114336,2.8844927366032436,1.6,1.9,sig_r,p,e,NC,1
923,e94110,4.412,1.149,50.95,3.753,3.25,0.365,5.1e-05,0.613,0.494,0.01584,0.739573889392566,0.0927168463048409,2.7787586168828495,1.6,1.9,sig_r,p,e,NC,1
924,e94110,4.412,1.13,50.95,3.689,3.35,0.36,5.28e-05,0.599,0.5247,0.01704,0.743880326382593,0.0976378525904814,2.8260769920251896,1.6,1.9,sig_r,p,e,NC,1
925,e94110,4.412,1.111,50.95,3.626,3.45,0.355,5.45e-05,0.585,0.5782,0.01778,0.74818676337262,0.106700601058591,2.626023091995434,1.6,1.9,sig_r,p,e,NC,1
926,e94110,4.412,1.091,50.95,3.562,3.55,0.35,5.62e-05,0.572,0.6188,0.01909,0.75271985494107,0.113255060923975,2.63765898892054,1.6,1.9,sig_r,p,e,NC,1
927,e94110,4.412,1.072,50.95,3.499,3.65,0.345,5.78e-05,0.558,0.6593,0.02039,0.757026291931097,0.119588525614805,2.6466266772277742,1.6,1.9,sig_r,p,e,NC,1
928,e94110,4.412,1.052,50.95,3.435,3.75,0.339,5.94e-05,0.545,0.7237,0.0213,0.761559383499547,0.130104730064621,2.4703190773695756,1.6,1.9,sig_r,p,e,NC,1
929,e94110,4.412,1.033,50.95,3.372,3.85,0.334,6.1e-05,0.532,0.7534,0.02244,0.765865820489574,0.134101467646883,2.5122593868953484,1.6,1.9,sig_r,p,e,NC,1
930,e94110,4.11,1.989,38.95,3.635,1.225,0.641,2.52e-05,0.913,0.009,0.003964,0.516058394160584,0.000554253829411422,44.01537329638081,1.6,1.9,sig_r,p,e,NC,1
