,exp,Q2,x,value,stat_u,sys,eff_c,ee_c,phe_c,rdc_c,mom_c,rlt_c,tot,obs,target,curent,lepton beam,units,*%norm_c
1864,clas6,1.825,0.7345,0.1068,0.001833,0.007847,0.0041484,0.0,0.00048493,0.001602,0.0040931,0.0018707,0.0070976,F2,p,e,nc,1,1
1865,clas6,1.825,0.7435,0.109,0.001908,0.006913,0.0041415,0.0,0.00049214,0.0020888,0.0018699,0.0018826,0.0058023,F2,p,e,nc,1,1
1866,clas6,1.825,0.7525,0.1067,0.002458,0.006583,0.0033345,0.0,0.00048902,0.0026261,0.0024703,0.0016007,0.005791,F2,p,e,nc,1,1
1867,clas6,1.825,0.7615,0.08869,0.002194,0.008204,0.0026722,0.0,0.00040389,0.0036871,0.0062383,0.0013128,0.0085539,F2,p,e,nc,1,1
1868,clas6,1.825,0.7705,0.07412,0.002009,0.009343,0.0020694,0.0,0.00033544,0.0054456,0.0077922,0.0010827,0.010227,F2,p,e,nc,1,1
1869,clas6,1.825,0.7795,0.06102,0.001718,0.008613,0.0016777,0.0,0.00027447,0.0052762,0.0073785,0.00087991,0.0095978,F2,p,e,nc,1,1
1870,clas6,1.825,0.7885,0.04705,0.001544,0.005775,0.0011787,0.0,0.00021037,0.0017283,0.0058027,0.0006699,0.0064614,F2,p,e,nc,1,1
1871,clas6,1.825,0.7975,0.03534,0.001337,0.004736,0.00090958,0.0,0.00015709,0.0025727,0.0042645,0.00049688,0.0052639,F2,p,e,nc,1,1
1872,clas6,1.825,0.8065,0.02652,0.001095,0.003388,0.00061322,0.0,0.00011721,0.001722,0.0031535,0.00036831,0.003782,F2,p,e,nc,1,1
1873,clas6,1.825,0.8155,0.02363,0.001135,0.002847,0.00060798,0.0,0.00010385,0.00048749,0.0028751,0.0003242,0.0031324,F2,p,e,nc,1,1
1874,clas6,1.825,0.8245,0.01705,0.0008155,0.002353,0.0003905,0.0,7.4517e-05,0.0011751,0.0022494,0.00023115,0.0026543,F2,p,e,nc,1,1
1875,clas6,1.825,0.8335,0.01242,0.0007381,0.002144,0.00031097,0.0,5.3988e-05,0.001242,0.0019127,0.00016642,0.00238,F2,p,e,nc,1,1
1876,clas6,1.825,0.8425,0.01081,0.0004732,0.002038,0.0003043,0.0,4.6234e-05,0.001023,0.0019684,0.00016238,0.0023062,F2,p,e,nc,1,1
1877,clas6,1.825,0.8515,0.006697,0.0004024,0.0007948,0.00015392,0.0,2.8806e-05,0.00043492,0.00081255,8.7697e-05,0.00056408,F2,p,e,nc,1,1
1878,clas6,1.825,0.8605,0.003801,0.0002261,0.0001392,8.534e-05,0.0,1.6266e-05,5.7015e-05,0.0,0.0,0.0001097,F2,p,e,nc,1,1
1879,clas6,1.875,0.3025,0.3101,0.002604,0.02325,0.01724,0.0025711,0.0035277,0.0054894,0.0075016,0.011581,0.023228,F2,p,e,nc,1,1
1880,clas6,1.875,0.3115,0.3081,0.002019,0.02369,0.017774,0.0026751,0.0031898,0.0055775,0.007253,0.01156,0.023557,F2,p,e,nc,1,1
1881,clas6,1.875,0.3205,0.2994,0.002133,0.02159,0.016207,0.0016121,0.0029771,0.0054865,0.0064751,0.010639,0.021496,F2,p,e,nc,1,1
1882,clas6,1.875,0.3295,0.2913,0.002248,0.01959,0.01449,0.001013,0.0027909,0.0055737,0.0058301,0.0098261,0.019554,F2,p,e,nc,1,1
1883,clas6,1.875,0.3385,0.2873,0.002334,0.01837,0.013535,0.00067145,0.0026602,0.0057115,0.0053487,0.0092209,0.0184,F2,p,e,nc,1,1
1884,clas6,1.875,0.3475,0.2763,0.00238,0.01688,0.012239,0.00044794,0.0024799,0.0056758,0.0048038,0.0084553,0.016861,F2,p,e,nc,1,1
1885,clas6,1.875,0.3565,0.277,0.002564,0.01626,0.011665,0.00031816,0.0024162,0.0060065,0.0045184,0.0080986,0.01629,F2,p,e,nc,1,1
1886,clas6,1.875,0.3655,0.2729,0.00274,0.01549,0.010903,0.00022597,0.0023189,0.0063228,0.0042095,0.0076371,0.015536,F2,p,e,nc,1,1
1887,clas6,1.875,0.3745,0.2756,0.002929,0.01545,0.010539,0.00016909,0.002286,0.0071956,0.0040657,0.0073957,0.01551,F2,p,e,nc,1,1
1888,clas6,1.875,0.3835,0.2604,0.003063,0.01394,0.0096765,0.000119,0.0021124,0.0061335,0.0036716,0.0067118,0.013961,F2,p,e,nc,1,1
1889,clas6,1.875,0.3925,0.2591,0.003192,0.01292,0.0091781,9.0182e-05,0.0020591,0.0050512,0.0033468,0.0064249,0.012935,F2,p,e,nc,1,1
1890,clas6,1.875,0.4015,0.2569,0.003248,0.01188,0.0087161,6.879e-05,0.002003,0.0038535,0.0028251,0.0061376,0.011873,F2,p,e,nc,1,1
1891,clas6,1.875,0.4105,0.2506,0.003326,0.01206,0.0081691,5.3405e-05,0.0019191,0.005962,0.0022301,0.0057763,0.012055,F2,p,e,nc,1,1
1892,clas6,1.875,0.4195,0.2382,0.003306,0.01024,0.0075586,4.0492e-05,0.0017934,0.003573,0.001714,0.0053045,0.010226,F2,p,e,nc,1,1
1893,clas6,1.875,0.4285,0.2333,0.003391,0.009746,0.0072199,3.1607e-05,0.0017285,0.0034995,0.0014951,0.0050255,0.0097552,F2,p,e,nc,1,1
1894,clas6,1.875,0.4375,0.2371,0.003536,0.009794,0.0072389,2.5659e-05,0.00173,0.0035565,0.0018174,0.0049464,0.0098074,F2,p,e,nc,1,1
1895,clas6,1.875,0.4465,0.219,0.003498,0.009139,0.0063966,1.9184e-05,0.0015746,0.003285,0.0030531,0.0044297,0.0091334,F2,p,e,nc,1,1
1896,clas6,1.875,0.4555,0.2252,0.003531,0.0109,0.0063801,1.5723e-05,0.0015965,0.003378,0.0066162,0.0044211,0.010891,F2,p,e,nc,1,1
1897,clas6,1.875,0.4645,0.24,0.003734,0.01386,0.0066348,1.2858e-05,0.0016784,0.0036,0.010498,0.0045775,0.013854,F2,p,e,nc,1,1
1898,clas6,1.875,0.4735,0.2521,0.00385,0.01156,0.0067641,1.0655e-05,0.0017398,0.0037815,0.0069322,0.0046762,0.011568,F2,p,e,nc,1,1
1899,clas6,1.875,0.4825,0.2554,0.003938,0.00917,0.0066731,8.7457e-06,0.0017401,0.003831,0.00070238,0.0046112,0.009186,F2,p,e,nc,1,1
1900,clas6,1.875,0.4915,0.2294,0.003715,0.01004,0.0057983,0.0,0.0015435,0.003577,0.0058823,0.0040349,0.010024,F2,p,e,nc,1,1
1901,clas6,1.875,0.5005,0.2067,0.003555,0.009895,0.0051367,0.0,0.0013739,0.004769,0.0057692,0.0035447,0.0098811,F2,p,e,nc,1,1
1902,clas6,1.875,0.5095,0.186,0.003422,0.007322,0.0045741,0.0,0.0012217,0.00279,0.0035842,0.0031123,0.0072975,F2,p,e,nc,1,1
1903,clas6,1.875,0.5185,0.1666,0.003344,0.005723,0.0039789,0.0,0.0010817,0.002499,0.0013507,0.0027221,0.0057224,F2,p,e,nc,1,1
1904,clas6,1.875,0.5275,0.163,0.003421,0.005423,0.0038994,0.0,0.0010464,0.002445,0.00060134,0.0026023,0.0054391,F2,p,e,nc,1,1
1905,clas6,1.875,0.5365,0.1582,0.003409,0.006702,0.0036922,0.0,0.0010045,0.0040461,0.0027476,0.0024697,0.0067037,F2,p,e,nc,1,1
1906,clas6,1.875,0.5455,0.1626,0.003531,0.007885,0.0036748,0.0,0.0010214,0.003026,0.0056577,0.0024834,0.0078879,F2,p,e,nc,1,1
1907,clas6,1.875,0.5545,0.1741,0.003678,0.01098,0.0038937,0.0,0.0010823,0.0029773,0.0093847,0.0026031,0.010977,F2,p,e,nc,1,1
1908,clas6,1.875,0.5635,0.1931,0.004064,0.01237,0.0043393,0.0,0.0011882,0.0028965,0.010756,0.0028281,0.012369,F2,p,e,nc,1,1
1909,clas6,1.875,0.5725,0.1963,0.004097,0.006283,0.0042554,0.0,0.0011959,0.0029445,0.0016085,0.0028175,0.0062394,F2,p,e,nc,1,1
1910,clas6,1.875,0.5815,0.1787,0.003967,0.01161,0.0037552,0.0,0.0010781,0.0049332,0.0093985,0.002515,0.011613,F2,p,e,nc,1,1
1911,clas6,1.875,0.5905,0.1497,0.003529,0.01111,0.0030298,0.0,0.00089459,0.0033188,0.0098956,0.0020669,0.011118,F2,p,e,nc,1,1
1912,clas6,1.875,0.5995,0.125,0.003225,0.007399,0.0024,0.0,0.00074008,0.001875,0.006464,0.001694,0.0074005,F2,p,e,nc,1,1
1913,clas6,1.875,0.6085,0.1114,0.003037,0.005079,0.0021413,0.0,0.00065357,0.001671,0.0039348,0.0014824,0.0050675,F2,p,e,nc,1,1
1914,clas6,1.875,0.6175,0.09714,0.002966,0.003587,0.0018845,0.0,0.00056487,0.0014571,0.0022594,0.0012698,0.003582,F2,p,e,nc,1,1
1915,clas6,1.875,0.6265,0.09592,0.002943,0.003077,0.0018313,0.0,0.00055294,0.0014388,0.0014369,0.0012322,0.0030663,F2,p,e,nc,1,1
1916,clas6,1.875,0.6355,0.1034,0.003318,0.008153,0.0020032,0.0,0.000591,0.001551,0.00093915,0.0013058,0.0030716,F2,p,e,nc,1,1
1917,clas6,1.875,0.6445,0.08778,0.002124,0.00657,0.0016575,0.0,0.00049755,0.0013167,0.00039408,0.0010903,0.002474,F2,p,e,nc,1,1
1918,clas6,1.875,0.6535,0.08217,0.001903,0.005444,0.0015275,0.0,0.00046197,0.0012326,3.8594e-05,0.0010041,0.002263,F2,p,e,nc,1,1
1919,clas6,1.875,0.6625,0.08189,0.001872,0.005575,0.0014894,0.0,0.00045673,0.0013097,0.0002863,0.00098481,0.0022877,F2,p,e,nc,1,1
1920,clas6,1.875,0.6715,0.08377,0.001938,0.00571,0.0015441,0.0,0.00046357,0.0016256,0.00065513,0.00099184,0.0025964,F2,p,e,nc,1,1
1921,clas6,1.875,0.6805,0.07989,0.001951,0.005369,0.0014686,0.0,0.00043872,0.0013671,0.0010282,0.00093152,0.0024871,F2,p,e,nc,1,1
1922,clas6,1.875,0.6895,0.07788,0.001752,0.007137,0.0028425,0.0,0.00038117,0.0041853,0.0012825,0.0013567,0.0055595,F2,p,e,nc,1,1
1923,clas6,1.875,0.6985,0.08091,0.001746,0.007271,0.002678,0.0,0.00039296,0.0044276,0.0018354,0.0013878,0.0058664,F2,p,e,nc,1,1
1924,clas6,1.875,0.7075,0.08239,0.001773,0.007653,0.0028474,0.0,0.00039715,0.0044989,0.0024735,0.0013919,0.0063506,F2,p,e,nc,1,1
1925,clas6,1.875,0.7165,0.09035,0.00159,0.007717,0.0035914,0.0,0.00042026,0.0039144,0.0031916,0.0017088,0.0068935,F2,p,e,nc,1,1
1926,clas6,1.875,0.7255,0.08983,0.001618,0.007063,0.003583,0.0,0.0004153,0.0016198,0.0037173,0.0016741,0.0063197,F2,p,e,nc,1,1
1927,clas6,1.875,0.7345,0.09599,0.001712,0.007398,0.0037588,0.0,0.00044114,0.0014399,0.004048,0.001763,0.0066941,F2,p,e,nc,1,1
1928,clas6,1.875,0.7435,0.1023,0.001849,0.007282,0.0041202,0.0,0.00046743,0.0015368,0.0031631,0.0018523,0.0063328,F2,p,e,nc,1,1
1929,clas6,1.875,0.7525,0.1035,0.002413,0.006018,0.0033908,0.0,0.00048175,0.0025502,0.00015498,0.0016273,0.0048373,F2,p,e,nc,1,1
1930,clas6,1.875,0.7615,0.0933,0.001808,0.00722,0.0036571,0.0,0.00042157,0.0025271,0.0038608,0.0016431,0.0069007,F2,p,e,nc,1,1
1931,clas6,1.875,0.7705,0.08246,0.002215,0.009082,0.0025984,0.0,0.00037889,0.0045515,0.0073207,0.0012619,0.0097229,F2,p,e,nc,1,1
1932,clas6,1.875,0.7795,0.0626,0.001719,0.008655,0.001806,0.0,0.00028583,0.0053867,0.0071752,0.00094545,0.0095546,F2,p,e,nc,1,1
1933,clas6,1.875,0.7885,0.05006,0.001594,0.006641,0.0013471,0.0,0.00022718,0.0032933,0.0061484,0.00074634,0.0074204,F2,p,e,nc,1,1
1934,clas6,1.875,0.7975,0.0401,0.001406,0.005051,0.0010511,0.0,0.00018089,0.0019428,0.0048814,0.00059027,0.005612,F2,p,e,nc,1,1
1935,clas6,1.875,0.8065,0.03037,0.001222,0.004291,0.00079408,0.0,0.00013619,0.0026604,0.003614,0.00044146,0.0047292,F2,p,e,nc,1,1
1936,clas6,1.875,0.8155,0.02485,0.001052,0.002944,0.00063176,0.0,0.0001108,0.00073089,0.0029673,0.0003568,0.0032859,F2,p,e,nc,1,1
1937,clas6,1.875,0.8245,0.02123,0.001011,0.002695,0.00055432,0.0,9.4125e-05,0.00082621,0.0026784,0.00030115,0.0029862,F2,p,e,nc,1,1
1938,clas6,1.875,0.8335,0.01444,0.0007675,0.002339,0.00036159,0.0,6.3667e-05,0.0013935,0.0020626,0.00020239,0.0025952,F2,p,e,nc,1,1
1939,clas6,1.875,0.8425,0.01157,0.0006485,0.002167,0.00028794,0.0,5.0737e-05,0.0011206,0.0020414,0.00016028,0.0024103,F2,p,e,nc,1,1
1940,clas6,1.875,0.8515,0.007396,0.0004394,0.00166,0.00016358,0.0,3.2261e-05,0.00058575,0.0018174,0.00010127,0.0019434,F2,p,e,nc,1,1
1941,clas6,1.875,0.8605,0.004624,0.0002339,0.0001853,0.00012058,0.0,1.9811e-05,6.936e-05,0.0,0.0,0.00014559,F2,p,e,nc,1,1
1942,clas6,1.925,0.3115,0.3005,0.002645,0.02256,0.016841,0.0022788,0.0034053,0.0053155,0.0070996,0.011276,0.022552,F2,p,e,nc,1,1
1943,clas6,1.925,0.3205,0.2995,0.002055,0.02313,0.017467,0.0024241,0.0030908,0.0054102,0.0068957,0.011312,0.023003,F2,p,e,nc,1,1
1944,clas6,1.925,0.3295,0.2959,0.002161,0.02142,0.016187,0.0014991,0.002937,0.0055049,0.0062642,0.010606,0.021391,F2,p,e,nc,1,1
1945,clas6,1.925,0.3385,0.2862,0.00226,0.01953,0.014583,0.00094967,0.0027406,0.0055228,0.0056084,0.0097571,0.019497,F2,p,e,nc,1,1
1946,clas6,1.925,0.3475,0.2766,0.00234,0.01793,0.013233,0.00062218,0.0025622,0.0055674,0.0050408,0.0089878,0.017911,F2,p,e,nc,1,1
1947,clas6,1.925,0.3565,0.2693,0.002378,0.01674,0.012216,0.00041957,0.0024199,0.0056394,0.0045827,0.0083569,0.016711,F2,p,e,nc,1,1
1948,clas6,1.925,0.3655,0.264,0.002471,0.01585,0.011461,0.00029259,0.002307,0.0058642,0.0042174,0.0078387,0.01586,F2,p,e,nc,1,1
1949,clas6,1.925,0.3745,0.2648,0.002639,0.01551,0.010956,0.00021424,0.0022554,0.0064246,0.0040085,0.0075365,0.015511,F2,p,e,nc,1,1
1950,clas6,1.925,0.3835,0.2608,0.002787,0.01519,0.01025,0.00015642,0.0021694,0.0073942,0.00378,0.0071266,0.015197,F2,p,e,nc,1,1
1951,clas6,1.925,0.3925,0.2547,0.002914,0.01366,0.0097265,0.00011436,0.0020729,0.0054944,0.0034968,0.006693,0.013687,F2,p,e,nc,1,1
1952,clas6,1.925,0.4015,0.2568,0.003127,0.01318,0.0095052,8.8622e-05,0.0020481,0.0052659,0.0031571,0.0064991,0.013225,F2,p,e,nc,1,1
1953,clas6,1.925,0.4105,0.2506,0.003252,0.01233,0.0089063,6.6903e-05,0.0019614,0.0048318,0.0025671,0.0061166,0.012335,F2,p,e,nc,1,1
1954,clas6,1.925,0.4195,0.2363,0.003298,0.01113,0.0080347,4.9382e-05,0.001817,0.0045254,0.001941,0.0055701,0.011132,F2,p,e,nc,1,1
1955,clas6,1.925,0.4285,0.2282,0.003269,0.01001,0.0074354,3.8538e-05,0.0017256,0.003423,0.0015311,0.0052014,0.0099872,F2,p,e,nc,1,1
1956,clas6,1.925,0.4375,0.2234,0.00331,0.009531,0.0070766,3.0483e-05,0.0016626,0.003351,0.0014178,0.0049295,0.0095256,F2,p,e,nc,1,1
1957,clas6,1.925,0.4465,0.2205,0.003396,0.009302,0.0068322,2.4206e-05,0.0016165,0.0033075,0.0018842,0.0047156,0.009291,F2,p,e,nc,1,1
1958,clas6,1.925,0.4555,0.2183,0.003489,0.009615,0.0066686,1.9046e-05,0.0015773,0.0032745,0.0037369,0.0045295,0.0096198,F2,p,e,nc,1,1
1959,clas6,1.925,0.4645,0.237,0.003773,0.01269,0.0072908,1.6163e-05,0.0016887,0.003555,0.0083104,0.004776,0.012705,F2,p,e,nc,1,1
1960,clas6,1.925,0.4735,0.2468,0.003998,0.01358,0.0074195,1.2709e-05,0.0017351,0.003702,0.0094053,0.0048351,0.013584,F2,p,e,nc,1,1
1961,clas6,1.925,0.4825,0.2496,0.004168,0.01075,0.0071196,1.0117e-05,0.0017321,0.003744,0.004979,0.0047579,0.010754,F2,p,e,nc,1,1
1962,clas6,1.925,0.4915,0.2334,0.003975,0.009024,0.0063485,0.0,0.0015993,0.003501,0.0026248,0.0043328,0.0090139,F2,p,e,nc,1,1
1963,clas6,1.925,0.5005,0.2169,0.003737,0.01035,0.0056305,0.0,0.001468,0.0044104,0.0061363,0.0039244,0.010346,F2,p,e,nc,1,1
1964,clas6,1.925,0.5095,0.1915,0.003465,0.008885,0.0048834,0.0,0.0012806,0.0039663,0.0050349,0.0033796,0.0088664,F2,p,e,nc,1,1
1965,clas6,1.925,0.5185,0.1722,0.003273,0.006639,0.0043248,0.0,0.0011381,0.002583,0.002833,0.0029665,0.006623,F2,p,e,nc,1,1
1966,clas6,1.925,0.5275,0.1587,0.003232,0.005531,0.0039745,0.0,0.001037,0.0023805,0.000816,0.0026706,0.0055263,F2,p,e,nc,1,1
1967,clas6,1.925,0.5365,0.144,0.003048,0.005261,0.0035303,0.0,0.00093048,0.0026515,0.0010006,0.0023685,0.0052151,F2,p,e,nc,1,1
1968,clas6,1.925,0.5455,0.1527,0.003319,0.006791,0.003747,0.0,0.00097604,0.0037166,0.0032794,0.0024566,0.0067816,F2,p,e,nc,1,1
1969,clas6,1.925,0.5545,0.1733,0.003637,0.009199,0.0043263,0.0,0.001096,0.0029109,0.0069226,0.0027284,0.0091889,F2,p,e,nc,1,1
1970,clas6,1.925,0.5635,0.1842,0.003952,0.01222,0.004439,0.0,0.001153,0.0028798,0.010552,0.0028398,0.012223,F2,p,e,nc,1,1
1971,clas6,1.925,0.5725,0.2049,0.004349,0.01185,0.0049596,0.0,0.0012696,0.0030735,0.0097227,0.003095,0.01185,F2,p,e,nc,1,1
1972,clas6,1.925,0.5815,0.2012,0.0044,0.006919,0.004692,0.0,0.0012344,0.003018,0.0024329,0.0029792,0.0069108,F2,p,e,nc,1,1
1973,clas6,1.925,0.5905,0.1689,0.003945,0.0124,0.003646,0.0,0.0010263,0.004905,0.010435,0.0024526,0.012398,F2,p,e,nc,1,1
1974,clas6,1.925,0.5995,0.1388,0.003529,0.00984,0.0029696,0.0,0.00083551,0.0024575,0.0087755,0.0019776,0.0098395,F2,p,e,nc,1,1
1975,clas6,1.925,0.6085,0.1165,0.003153,0.006449,0.0023892,0.0,0.00069483,0.0017485,0.0054272,0.0016295,0.0064466,F2,p,e,nc,1,1
1976,clas6,1.925,0.6175,0.1084,0.003075,0.004688,0.0022287,0.0,0.00064071,0.001626,0.0033958,0.001489,0.0046832,F2,p,e,nc,1,1
1977,clas6,1.925,0.6265,0.09671,0.002962,0.00347,0.0019683,0.0,0.00056659,0.0014506,0.0019892,0.0013051,0.0034717,F2,p,e,nc,1,1
1978,clas6,1.925,0.6355,0.1011,0.003024,0.003239,0.0020421,0.0,0.00058722,0.0015165,0.0013328,0.0013409,0.0032389,F2,p,e,nc,1,1
1979,clas6,1.925,0.6445,0.09644,0.003031,0.002885,0.0019342,0.0,0.00055544,0.0014466,0.00075376,0.0012577,0.0028962,F2,p,e,nc,1,1
1980,clas6,1.925,0.6535,0.0834,0.002791,0.002398,0.0016369,0.0,0.00047637,0.001251,0.00029185,0.0010697,0.0023964,F2,p,e,nc,1,1
1981,clas6,1.925,0.6625,0.08501,0.002852,0.002412,0.0016422,0.0,0.00048165,0.0012751,3.6156e-05,0.0010728,0.0023987,F2,p,e,nc,1,1
1982,clas6,1.925,0.6715,0.08271,0.002191,0.006733,0.0015804,0.0,0.00046491,0.0025886,0.00036733,0.0010273,0.0032677,F2,p,e,nc,1,1
1983,clas6,1.925,0.6805,0.08133,0.001975,0.005943,0.0015772,0.0,0.00045362,0.00122,0.00072783,0.00099458,0.0023952,F2,p,e,nc,1,1
1984,clas6,1.925,0.6895,0.0785,0.001884,0.006026,0.0015191,0.0,0.00043451,0.0021186,0.0011238,0.00094538,0.0030328,F2,p,e,nc,1,1
1985,clas6,1.925,0.6985,0.08298,0.001986,0.006848,0.0015383,0.0,0.00045588,0.0034046,0.001732,0.00098447,0.0042698,F2,p,e,nc,1,1
1986,clas6,1.925,0.7075,0.07621,0.001949,0.006562,0.0014259,0.0,0.00041563,0.0030993,0.0021972,0.00089097,0.0041835,F2,p,e,nc,1,1
1987,clas6,1.925,0.7165,0.08372,0.002024,0.007358,0.0015943,0.0,0.00045333,0.0031339,0.0031824,0.00096471,0.0048711,F2,p,e,nc,1,1
1988,clas6,1.925,0.7255,0.08469,0.001883,0.008032,0.0028829,0.0,0.00040883,0.0038211,0.0033973,0.0014554,0.0065868,F2,p,e,nc,1,1
1989,clas6,1.925,0.7345,0.0896,0.001927,0.00856,0.0031446,0.0,0.00042944,0.003248,0.0040352,0.0015175,0.0070821,F2,p,e,nc,1,1
1990,clas6,1.925,0.7435,0.09485,0.002072,0.0088,0.0034023,0.0,0.00045144,0.0034981,0.0039147,0.0015835,0.0072557,F2,p,e,nc,1,1
1991,clas6,1.925,0.7525,0.1034,0.002229,0.006637,0.0036681,0.0,0.00048877,0.002457,0.0021426,0.0017022,0.0055631,F2,p,e,nc,1,1
1992,clas6,1.925,0.7615,0.09153,0.002162,0.005796,0.0030944,0.0,0.00042978,0.0023649,0.0017944,0.001486,0.0050437,F2,p,e,nc,1,1
1993,clas6,1.925,0.7705,0.08667,0.002084,0.008244,0.0028741,0.0,0.0004043,0.0037106,0.0058696,0.0013881,0.008285,F2,p,e,nc,1,1
1994,clas6,1.925,0.7795,0.07169,0.001893,0.009083,0.0023346,0.0,0.00033228,0.0048818,0.0074479,0.0011329,0.0098122,F2,p,e,nc,1,1
1995,clas6,1.925,0.7885,0.05339,0.0016,0.007735,0.0015199,0.0,0.00024591,0.0047367,0.0064153,0.00083267,0.0084431,F2,p,e,nc,1,1
1996,clas6,1.925,0.7975,0.03941,0.001304,0.004773,0.0010988,0.0,0.00018041,0.0014001,0.004825,0.00060676,0.0054106,F2,p,e,nc,1,1
1997,clas6,1.925,0.8065,0.03143,0.001182,0.004301,0.00086687,0.0,0.00014302,0.0025301,0.0037622,0.00047777,0.0048082,F2,p,e,nc,1,1
1998,clas6,1.925,0.8155,0.02598,0.001002,0.003242,0.00068099,0.0,0.00011752,0.0014006,0.003074,0.00039001,0.0036089,F2,p,e,nc,1,1
1999,clas6,1.925,0.8245,0.02153,0.0009876,0.002596,0.0005674,0.0,9.6831e-05,0.00043831,0.0026295,0.00031923,0.0028637,F2,p,e,nc,1,1
2000,clas6,1.925,0.8335,0.01422,0.0008458,0.002034,0.0004012,0.0,6.3593e-05,0.0011023,0.0019117,0.00020831,0.0023341,F2,p,e,nc,1,1
2001,clas6,1.925,0.8425,0.01404,0.0007248,0.002551,0.00035083,0.0,6.244e-05,0.0014,0.0022544,0.00020323,0.002761,F2,p,e,nc,1,1
2002,clas6,1.925,0.8515,0.01061,0.0005823,0.002234,0.00029479,0.0,4.6929e-05,0.00088319,0.002265,0.00015178,0.0025092,F2,p,e,nc,1,1
2003,clas6,1.925,0.8605,0.006514,0.0003766,0.0002458,0.0001538,0.0,2.8658e-05,9.771e-05,0.0,0.0,0.00019317,F2,p,e,nc,1,1
2004,clas6,1.925,0.8695,0.002506,0.0001234,0.0001125,7.2178e-05,0.0,1.0801e-05,3.759e-05,0.0,0.0,8.5259e-05,F2,p,e,nc,1,1
2005,clas6,1.975,0.3295,0.2964,0.002128,0.02305,0.017612,0.0022328,0.0030497,0.0053598,0.006672,0.011272,0.022987,F2,p,e,nc,1,1
2006,clas6,1.975,0.3385,0.2892,0.002187,0.02121,0.016109,0.0013865,0.0028655,0.0054584,0.0059899,0.010457,0.021145,F2,p,e,nc,1,1
2007,clas6,1.975,0.3475,0.2777,0.002274,0.0193,0.014584,0.00087503,0.0026577,0.0054213,0.0053243,0.0095673,0.019273,F2,p,e,nc,1,1
2008,clas6,1.975,0.3565,0.2687,0.002338,0.01771,0.013165,0.0005766,0.00249,0.0054742,0.0047901,0.0088378,0.017671,F2,p,e,nc,1,1
2009,clas6,1.975,0.3655,0.2651,0.002432,0.01681,0.01239,0.00039929,0.0023848,0.0056814,0.0044129,0.0083398,0.016794,F2,p,e,nc,1,1
2010,clas6,1.975,0.3745,0.2675,0.002526,0.01645,0.011981,0.00028962,0.0023417,0.0061284,0.004185,0.0080635,0.016446,F2,p,e,nc,1,1
2011,clas6,1.975,0.3835,0.2528,0.002532,0.01518,0.010733,0.00020016,0.0021581,0.006413,0.0037569,0.0073138,0.015159,F2,p,e,nc,1,1
2012,clas6,1.975,0.3925,0.2624,0.00275,0.0157,0.010666,0.00015371,0.0021887,0.0076928,0.0037303,0.0072976,0.015726,F2,p,e,nc,1,1
2013,clas6,1.975,0.4015,0.2489,0.00285,0.01351,0.0096994,0.0001103,0.0020319,0.0052349,0.0033036,0.0066643,0.013481,F2,p,e,nc,1,1
2014,clas6,1.975,0.4105,0.2531,0.003007,0.01298,0.0095705,8.5586e-05,0.0020254,0.0046859,0.0029327,0.0065335,0.013015,F2,p,e,nc,1,1
2015,clas6,1.975,0.4195,0.2484,0.003158,0.01202,0.0091327,6.5995e-05,0.0019513,0.003726,0.0023527,0.0061901,0.012056,F2,p,e,nc,1,1
2016,clas6,1.975,0.4285,0.2365,0.003286,0.01154,0.0084255,4.9462e-05,0.0018257,0.0047844,0.0017869,0.0056968,0.011587,F2,p,e,nc,1,1
2017,clas6,1.975,0.4375,0.2266,0.003289,0.0103,0.0078487,3.7641e-05,0.0017206,0.003399,0.0014297,0.0052823,0.010316,F2,p,e,nc,1,1
2018,clas6,1.975,0.4465,0.2154,0.0033,0.009429,0.0070987,2.9133e-05,0.0016101,0.003231,0.0014027,0.0048648,0.0094552,F2,p,e,nc,1,1
2019,clas6,1.975,0.4555,0.2091,0.00331,0.008915,0.006668,2.3139e-05,0.0015399,0.0031365,0.0011829,0.0045803,0.0089098,F2,p,e,nc,1,1
2020,clas6,1.975,0.4645,0.2045,0.003424,0.00954,0.0064078,1.8209e-05,0.0014846,0.0030675,0.0043589,0.0043491,0.0095389,F2,p,e,nc,1,1
2021,clas6,1.975,0.4735,0.2221,0.00363,0.01298,0.0069357,1.5187e-05,0.0015904,0.0033315,0.0091952,0.0045901,0.012968,F2,p,e,nc,1,1
2022,clas6,1.975,0.4825,0.2399,0.003915,0.01288,0.0074458,1.2194e-05,0.0016952,0.0035985,0.0083816,0.0048227,0.012873,F2,p,e,nc,1,1
2023,clas6,1.975,0.4915,0.2572,0.004362,0.01055,0.0078104,1.0251e-05,0.0017943,0.003858,0.0027374,0.0050337,0.0106,F2,p,e,nc,1,1
2024,clas6,1.975,0.5005,0.233,0.004241,0.0101,0.0069262,0.0,0.0016053,0.003495,0.0043816,0.0044428,0.010115,F2,p,e,nc,1,1
2025,clas6,1.975,0.5095,0.2059,0.003938,0.01054,0.0057172,0.0,0.0014014,0.004998,0.0060489,0.0038283,0.010561,F2,p,e,nc,1,1
2026,clas6,1.975,0.5185,0.1813,0.003698,0.008059,0.0048998,0.0,0.0012194,0.0030839,0.0043401,0.0032895,0.0080684,F2,p,e,nc,1,1
