,exp,Q2,x,value,stat_u,sys_u,obs,target,curent,lepton beam,units,*%norm_c
9444,clas6,4.225,0.7345,0.037967,0.0011637,0.0029412,F2,d,e,nc,1,1
9445,clas6,4.225,0.7435,0.035876,0.0010514,0.0027726,F2,d,e,nc,1,1
9446,clas6,4.225,0.7525,0.033828,0.001173,0.002616,F2,d,e,nc,1,1
9447,clas6,4.225,0.7615,0.032347,0.0010948,0.0025005,F2,d,e,nc,1,1
9448,clas6,4.225,0.7705,0.033188,0.0010888,0.0025667,F2,d,e,nc,1,1
9449,clas6,4.225,0.7795,0.029695,0.0010882,0.0022953,F2,d,e,nc,1,1
9450,clas6,4.225,0.7885,0.028207,0.00097206,0.0021806,F2,d,e,nc,1,1
9451,clas6,4.225,0.7975,0.027306,0.0010217,0.002115,F2,d,e,nc,1,1
9452,clas6,4.225,0.8065,0.022969,0.00094532,0.0017777,F2,d,e,nc,1,1
9453,clas6,4.225,0.8155,0.023365,0.00085271,0.0018075,F2,d,e,nc,1,1
9454,clas6,4.225,0.8245,0.018938,0.00079989,0.0014692,F2,d,e,nc,1,1
9455,clas6,4.225,0.8335,0.020351,0.00074761,0.0015755,F2,d,e,nc,1,1
9456,clas6,4.225,0.8425,0.018523,0.00081432,0.0014361,F2,d,e,nc,1,1
9457,clas6,4.225,0.8515,0.017567,0.00080807,0.0013636,F2,d,e,nc,1,1
9458,clas6,4.225,0.8605,0.016042,0.00092465,0.001246,F2,d,e,nc,1,1
9459,clas6,4.225,0.8695,0.016273,0.00088849,0.0012641,F2,d,e,nc,1,1
9460,clas6,4.225,0.8785,0.013948,0.00072414,0.0010838,F2,d,e,nc,1,1
9461,clas6,4.225,0.8875,0.012746,0.00087112,0.00098605,F2,d,e,nc,1,1
9462,clas6,4.225,0.8965,0.012213,0.00067747,0.00094211,F2,d,e,nc,1,1
9463,clas6,4.225,0.9055,0.011193,0.00073787,0.0008653,F2,d,e,nc,1,1
9464,clas6,4.225,0.9145,0.0096077,0.00067636,0.00073944,F2,d,e,nc,1,1
9465,clas6,4.225,0.9235,0.0086636,0.00062007,0.00066324,F2,d,e,nc,1,1
9466,clas6,4.225,0.9325,0.009107,0.00054328,0.00069613,F2,d,e,nc,1,1
9467,clas6,4.225,0.9415,0.0077161,0.000467,0.00058842,F2,d,e,nc,1,1
9468,clas6,4.225,0.9505,0.0079417,0.00048786,0.00060604,F2,d,e,nc,1,1
9469,clas6,4.225,0.9595,0.0090381,0.0005671,0.00069297,F2,d,e,nc,1,1
9470,clas6,4.225,0.9685,0.0083365,0.00065555,0.00063937,F2,d,e,nc,1,1
9471,clas6,4.225,0.9775,0.010693,0.00068175,0.00082677,F2,d,e,nc,1,1
9472,clas6,4.225,0.9865,0.011607,0.0009568,0.00090272,F2,d,e,nc,1,1
9473,clas6,4.225,0.9955,0.011991,0.00084216,0.00093489,F2,d,e,nc,1,1
9474,clas6,4.225,1.0045,0.011081,0.00081281,0.00086299,F2,d,e,nc,1,1
9475,clas6,4.225,1.0135,0.010799,0.00070149,0.00084603,F2,d,e,nc,1,1
9476,clas6,4.225,1.0225,0.01059,0.00069528,0.00082685,F2,d,e,nc,1,1
9477,clas6,4.225,1.0315,0.0090862,0.000627,0.00070908,F2,d,e,nc,1,1
9478,clas6,4.225,1.0405,0.0076729,0.00058336,0.00059662,F2,d,e,nc,1,1
9479,clas6,4.225,1.0495,0.0069901,0.00071296,0.0005497,F2,d,e,nc,1,1
9480,clas6,4.225,1.0585,0.005052,0.00074908,0.00039231,F2,d,e,nc,1,1
9481,clas6,4.225,1.0675,0.0031697,0.00050573,0.0002454,F2,d,e,nc,1,1
9482,clas6,4.225,1.0765,0.0039622,0.00052899,0.00030571,F2,d,e,nc,1,1
9483,clas6,4.225,1.0855,0.0044553,0.00042674,0.00034548,F2,d,e,nc,1,1
9484,clas6,4.225,1.0945,0.0033932,0.00052675,0.00026295,F2,d,e,nc,1,1
9485,clas6,4.225,1.1035,0.0019438,0.00027219,0.00014935,F2,d,e,nc,1,1
9486,clas6,4.225,1.1125,0.0025014,0.00031768,0.00019345,F2,d,e,nc,1,1
9487,clas6,4.225,1.1215,0.0019374,0.00026867,0.00014868,F2,d,e,nc,1,1
9488,clas6,4.225,1.1305,0.0014812,0.00042396,0.00011418,F2,d,e,nc,1,1
9489,clas6,4.225,1.1395,0.0010399,0.00019653,7.9535e-05,F2,d,e,nc,1,1
9490,clas6,4.225,1.1485,0.00083615,0.00017068,6.3718e-05,F2,d,e,nc,1,1
9491,clas6,4.225,1.1575,0.0012068,0.00019325,9.1379e-05,F2,d,e,nc,1,1
9492,clas6,4.225,1.1665,0.00094934,0.0001827,7.2739e-05,F2,d,e,nc,1,1
9493,clas6,4.225,1.1755,0.0007807,0.00017036,6.0048e-05,F2,d,e,nc,1,1
9494,clas6,4.225,1.1935,0.00065433,0.00015423,5.0164e-05,F2,d,e,nc,1,1
9495,clas6,4.225,1.2025,0.00064647,0.00015237,4.9572e-05,F2,d,e,nc,1,1
9496,clas6,4.225,1.2115,0.00068551,0.00017138,5.2185e-05,F2,d,e,nc,1,1
9497,clas6,4.225,1.2205,0.00037883,0.00012628,2.9021e-05,F2,d,e,nc,1,1
9498,clas6,4.225,1.2295,0.00029721,0.00012134,2.3216e-05,F2,d,e,nc,1,1
9499,clas6,4.225,1.2385,0.00023225,0.00010387,1.7672e-05,F2,d,e,nc,1,1
9500,clas6,4.225,1.2475,0.00011293,7.9857e-05,8.7388e-06,F2,d,e,nc,1,1
9501,clas6,4.225,1.2655,0.00029561,0.0001322,2.2532e-05,F2,d,e,nc,1,1
9502,clas6,4.225,1.2745,0.00012015,6.9369e-05,9.049e-06,F2,d,e,nc,1,1
9503,clas6,4.275,0.4915,0.1306,0.0015276,0.010803,F2,d,e,nc,1,1
9504,clas6,4.275,0.5005,0.12502,0.0015622,0.010092,F2,d,e,nc,1,1
9505,clas6,4.275,0.5095,0.11759,0.0015655,0.0093528,F2,d,e,nc,1,1
9506,clas6,4.275,0.5185,0.11905,0.0014466,0.0094653,F2,d,e,nc,1,1
9507,clas6,4.275,0.5275,0.1113,0.0014444,0.0087949,F2,d,e,nc,1,1
9508,clas6,4.275,0.5365,0.11319,0.0014746,0.0089426,F2,d,e,nc,1,1
9509,clas6,4.275,0.5455,0.097918,0.0013875,0.0076852,F2,d,e,nc,1,1
9510,clas6,4.275,0.5545,0.1018,0.0014613,0.0079954,F2,d,e,nc,1,1
9511,clas6,4.275,0.5635,0.097051,0.0014309,0.0076274,F2,d,e,nc,1,1
9512,clas6,4.275,0.5725,0.090448,0.0013329,0.0070907,F2,d,e,nc,1,1
9513,clas6,4.275,0.5815,0.085569,0.0013454,0.0066967,F2,d,e,nc,1,1
9514,clas6,4.275,0.5905,0.081597,0.0012923,0.0063876,F2,d,e,nc,1,1
9515,clas6,4.275,0.5995,0.079623,0.0012597,0.0062255,F2,d,e,nc,1,1
9516,clas6,4.275,0.6085,0.073451,0.0012432,0.0057441,F2,d,e,nc,1,1
9517,clas6,4.275,0.6175,0.072872,0.0012993,0.0056968,F2,d,e,nc,1,1
9518,clas6,4.275,0.6265,0.066881,0.0013545,0.0052214,F2,d,e,nc,1,1
9519,clas6,4.275,0.6355,0.067978,0.0013148,0.0053109,F2,d,e,nc,1,1
9520,clas6,4.275,0.6445,0.064028,0.0012061,0.0049994,F2,d,e,nc,1,1
9521,clas6,4.275,0.6535,0.05854,0.0013802,0.0045727,F2,d,e,nc,1,1
9522,clas6,4.275,0.6625,0.058397,0.0013581,0.0045667,F2,d,e,nc,1,1
9523,clas6,4.275,0.6715,0.054138,0.001334,0.0042383,F2,d,e,nc,1,1
9524,clas6,4.275,0.6805,0.050341,0.0013336,0.0039401,F2,d,e,nc,1,1
9525,clas6,4.275,0.6895,0.049949,0.0012396,0.003907,F2,d,e,nc,1,1
9526,clas6,4.275,0.6985,0.045977,0.0012695,0.0035969,F2,d,e,nc,1,1
9527,clas6,4.275,0.7075,0.040549,0.0011867,0.0031703,F2,d,e,nc,1,1
9528,clas6,4.275,0.7165,0.039653,0.001188,0.0031017,F2,d,e,nc,1,1
9529,clas6,4.275,0.7255,0.038192,0.0010623,0.002987,F2,d,e,nc,1,1
9530,clas6,4.275,0.7345,0.034761,0.0011695,0.0027187,F2,d,e,nc,1,1
9531,clas6,4.275,0.7435,0.034908,0.0011825,0.0027254,F2,d,e,nc,1,1
9532,clas6,4.275,0.7525,0.033376,0.0011432,0.0026099,F2,d,e,nc,1,1
9533,clas6,4.275,0.7615,0.032101,0.001108,0.0025098,F2,d,e,nc,1,1
9534,clas6,4.275,0.7705,0.031701,0.0010432,0.0024765,F2,d,e,nc,1,1
9535,clas6,4.275,0.7795,0.027368,0.0010933,0.0021384,F2,d,e,nc,1,1
9536,clas6,4.275,0.7885,0.027468,0.0010661,0.0021478,F2,d,e,nc,1,1
9537,clas6,4.275,0.7975,0.024293,0.00097542,0.0018968,F2,d,e,nc,1,1
9538,clas6,4.275,0.8065,0.024599,0.00094027,0.0019223,F2,d,e,nc,1,1
9539,clas6,4.275,0.8155,0.021429,0.0009785,0.0016702,F2,d,e,nc,1,1
9540,clas6,4.275,0.8245,0.020452,0.00076594,0.0015991,F2,d,e,nc,1,1
9541,clas6,4.275,0.8335,0.020016,0.00074287,0.0015641,F2,d,e,nc,1,1
9542,clas6,4.275,0.8425,0.017214,0.00082562,0.0013449,F2,d,e,nc,1,1
9543,clas6,4.275,0.8515,0.018884,0.00074412,0.0014772,F2,d,e,nc,1,1
9544,clas6,4.275,0.8605,0.015225,0.00073147,0.0011929,F2,d,e,nc,1,1
9545,clas6,4.275,0.8695,0.016217,0.00078268,0.0012756,F2,d,e,nc,1,1
9546,clas6,4.275,0.8785,0.015428,0.00089119,0.0012126,F2,d,e,nc,1,1
9547,clas6,4.275,0.8875,0.013947,0.00069649,0.0010907,F2,d,e,nc,1,1
9548,clas6,4.275,0.8965,0.011775,0.00088489,0.00092055,F2,d,e,nc,1,1
9549,clas6,4.275,0.9055,0.010027,0.00078713,0.00078104,F2,d,e,nc,1,1
9550,clas6,4.275,0.9145,0.0094496,0.00057939,0.00073695,F2,d,e,nc,1,1
9551,clas6,4.275,0.9235,0.0090221,0.00065685,0.00070011,F2,d,e,nc,1,1
9552,clas6,4.275,0.9325,0.0079452,0.00065868,0.00061356,F2,d,e,nc,1,1
9553,clas6,4.275,0.9415,0.0067931,0.0006503,0.00052545,F2,d,e,nc,1,1
9554,clas6,4.275,0.9505,0.0075808,0.00048041,0.00058461,F2,d,e,nc,1,1
9555,clas6,4.275,0.9595,0.0084461,0.00064421,0.00065432,F2,d,e,nc,1,1
9556,clas6,4.275,0.9685,0.010235,0.00063969,0.00079657,F2,d,e,nc,1,1
9557,clas6,4.275,0.9775,0.0091262,0.00075499,0.00071196,F2,d,e,nc,1,1
9558,clas6,4.275,0.9865,0.01039,0.00081705,0.00081308,F2,d,e,nc,1,1
9559,clas6,4.275,0.9955,0.011211,0.00099311,0.0008819,F2,d,e,nc,1,1
9560,clas6,4.275,1.0045,0.011379,0.00091048,0.00089563,F2,d,e,nc,1,1
9561,clas6,4.275,1.0135,0.0098419,0.00086093,0.00077411,F2,d,e,nc,1,1
9562,clas6,4.275,1.0225,0.0092823,0.00083229,0.00073068,F2,d,e,nc,1,1
9563,clas6,4.275,1.0315,0.0077251,0.00060694,0.0006077,F2,d,e,nc,1,1
9564,clas6,4.275,1.0405,0.0063558,0.00067287,0.00049795,F2,d,e,nc,1,1
9565,clas6,4.275,1.0495,0.0057338,0.00049719,0.00045115,F2,d,e,nc,1,1
9566,clas6,4.275,1.0585,0.0059766,0.00049127,0.00046593,F2,d,e,nc,1,1
9567,clas6,4.275,1.0675,0.0047491,0.00045698,0.00037339,F2,d,e,nc,1,1
9568,clas6,4.275,1.0765,0.0040035,0.00041739,0.0003137,F2,d,e,nc,1,1
9569,clas6,4.275,1.0855,0.0033024,0.0003561,0.00025709,F2,d,e,nc,1,1
9570,clas6,4.275,1.0945,0.0028824,0.00032637,0.00022346,F2,d,e,nc,1,1
9571,clas6,4.275,1.1035,0.0022091,0.0002926,0.00017227,F2,d,e,nc,1,1
9572,clas6,4.275,1.1125,0.002093,0.00027969,0.00016193,F2,d,e,nc,1,1
9573,clas6,4.275,1.1215,0.0012888,0.00022102,9.98e-05,F2,d,e,nc,1,1
9574,clas6,4.275,1.1305,0.0015169,0.0002564,0.00011889,F2,d,e,nc,1,1
9575,clas6,4.275,1.1395,0.0017201,0.00026232,0.00013398,F2,d,e,nc,1,1
9576,clas6,4.275,1.1485,0.00084879,0.00038362,6.6013e-05,F2,d,e,nc,1,1
9577,clas6,4.275,1.1575,0.0010651,0.00021742,8.2899e-05,F2,d,e,nc,1,1
9578,clas6,4.275,1.1665,0.00070819,0.00016247,5.481e-05,F2,d,e,nc,1,1
9579,clas6,4.275,1.1755,0.0009947,0.00021706,7.707e-05,F2,d,e,nc,1,1
9580,clas6,4.275,1.1845,0.00073205,0.00017755,5.6494e-05,F2,d,e,nc,1,1
9581,clas6,4.275,1.1935,0.00051425,0.00013744,3.9645e-05,F2,d,e,nc,1,1
9582,clas6,4.275,1.2025,4.0628e-05,0.00032222,3.1182e-06,F2,d,e,nc,1,1
9583,clas6,4.275,1.2115,0.00025827,0.00034826,2.0067e-05,F2,d,e,nc,1,1
9584,clas6,4.275,1.2205,0.00040293,0.00012742,3.1575e-05,F2,d,e,nc,1,1
9585,clas6,4.275,1.2295,0.000596,0.00017205,4.8204e-05,F2,d,e,nc,1,1
9586,clas6,4.275,1.2385,0.00027224,0.0001029,2.1114e-05,F2,d,e,nc,1,1
9587,clas6,4.275,1.2475,0.00040046,0.00012074,3.0572e-05,F2,d,e,nc,1,1
9588,clas6,4.275,1.2655,0.00025128,0.00011238,1.9425e-05,F2,d,e,nc,1,1
9589,clas6,4.275,1.2745,0.00031508,0.00010503,2.3877e-05,F2,d,e,nc,1,1
9590,clas6,4.325,0.5005,0.12783,0.0014843,0.010555,F2,d,e,nc,1,1
9591,clas6,4.325,0.5095,0.12265,0.0016803,0.009973,F2,d,e,nc,1,1
9592,clas6,4.325,0.5185,0.11698,0.0015788,0.0093957,F2,d,e,nc,1,1
9593,clas6,4.325,0.5275,0.10479,0.0014258,0.0083574,F2,d,e,nc,1,1
9594,clas6,4.325,0.5365,0.11176,0.0015302,0.0089186,F2,d,e,nc,1,1
9595,clas6,4.325,0.5455,0.10429,0.0013694,0.0082905,F2,d,e,nc,1,1
9596,clas6,4.325,0.5545,0.099393,0.0013908,0.0078863,F2,d,e,nc,1,1
9597,clas6,4.325,0.5635,0.097172,0.001405,0.0077117,F2,d,e,nc,1,1
9598,clas6,4.325,0.5725,0.089479,0.0014032,0.0070837,F2,d,e,nc,1,1
9599,clas6,4.325,0.5815,0.085095,0.0013232,0.0067337,F2,d,e,nc,1,1
9600,clas6,4.325,0.5905,0.080146,0.001307,0.0063399,F2,d,e,nc,1,1
9601,clas6,4.325,0.5995,0.07541,0.0013522,0.0059569,F2,d,e,nc,1,1
9602,clas6,4.325,0.6085,0.075058,0.0012701,0.005928,F2,d,e,nc,1,1
9603,clas6,4.325,0.6175,0.072171,0.0012821,0.0056985,F2,d,e,nc,1,1
9604,clas6,4.325,0.6265,0.066967,0.001301,0.0052799,F2,d,e,nc,1,1
9605,clas6,4.325,0.6355,0.066777,0.0013063,0.0052644,F2,d,e,nc,1,1
9606,clas6,4.325,0.6445,0.062751,0.0012953,0.0049444,F2,d,e,nc,1,1
9607,clas6,4.325,0.6535,0.060242,0.0012837,0.0047518,F2,d,e,nc,1,1
9608,clas6,4.325,0.6625,0.059952,0.00127,0.0047311,F2,d,e,nc,1,1
9609,clas6,4.325,0.6715,0.056344,0.001272,0.0044482,F2,d,e,nc,1,1
9610,clas6,4.325,0.6805,0.052766,0.0013683,0.0041636,F2,d,e,nc,1,1
9611,clas6,4.325,0.6895,0.046702,0.0012885,0.003694,F2,d,e,nc,1,1
9612,clas6,4.325,0.6985,0.044982,0.0011655,0.00355,F2,d,e,nc,1,1
9613,clas6,4.325,0.7075,0.042627,0.0012279,0.0033606,F2,d,e,nc,1,1
9614,clas6,4.325,0.7165,0.040193,0.0011165,0.003175,F2,d,e,nc,1,1
9615,clas6,4.325,0.7255,0.037235,0.0012404,0.0029392,F2,d,e,nc,1,1
9616,clas6,4.325,0.7345,0.035444,0.0010525,0.0027958,F2,d,e,nc,1,1
9617,clas6,4.325,0.7435,0.035798,0.0010653,0.0028259,F2,d,e,nc,1,1
9618,clas6,4.325,0.7525,0.034413,0.0010813,0.0027204,F2,d,e,nc,1,1
9619,clas6,4.325,0.7615,0.032422,0.0011906,0.0025626,F2,d,e,nc,1,1
9620,clas6,4.325,0.7705,0.029001,0.0010108,0.0022944,F2,d,e,nc,1,1
9621,clas6,4.325,0.7795,0.026932,0.0010945,0.0021277,F2,d,e,nc,1,1
9622,clas6,4.325,0.7885,0.027281,0.0010243,0.0021501,F2,d,e,nc,1,1
9623,clas6,4.325,0.7975,0.023442,0.0010089,0.0018489,F2,d,e,nc,1,1
9624,clas6,4.325,0.8065,0.02146,0.00088681,0.0016921,F2,d,e,nc,1,1
9625,clas6,4.325,0.8155,0.019116,0.00090038,0.0015055,F2,d,e,nc,1,1
9626,clas6,4.325,0.8245,0.019083,0.00084687,0.0015044,F2,d,e,nc,1,1
9627,clas6,4.325,0.8335,0.018694,0.00085989,0.0014762,F2,d,e,nc,1,1
9628,clas6,4.325,0.8425,0.01833,0.00078223,0.0014489,F2,d,e,nc,1,1
9629,clas6,4.325,0.8515,0.016882,0.0007573,0.0013369,F2,d,e,nc,1,1
9630,clas6,4.325,0.8605,0.016583,0.00081418,0.0013117,F2,d,e,nc,1,1
9631,clas6,4.325,0.8695,0.015268,0.00085612,0.0012076,F2,d,e,nc,1,1
9632,clas6,4.325,0.8785,0.014656,0.00081844,0.001165,F2,d,e,nc,1,1
9633,clas6,4.325,0.8875,0.01309,0.00078554,0.0010337,F2,d,e,nc,1,1
9634,clas6,4.325,0.8965,0.01212,0.00071965,0.00095901,F2,d,e,nc,1,1
9635,clas6,4.325,0.9055,0.0096902,0.0007487,0.00076227,F2,d,e,nc,1,1
9636,clas6,4.325,0.9145,0.0096703,0.00063878,0.00075987,F2,d,e,nc,1,1
9637,clas6,4.325,0.9235,0.0092363,0.00063555,0.0007231,F2,d,e,nc,1,1
9638,clas6,4.325,0.9325,0.0082681,0.0006111,0.00064699,F2,d,e,nc,1,1
9639,clas6,4.325,0.9415,0.0066928,0.00051326,0.00052276,F2,d,e,nc,1,1
9640,clas6,4.325,0.9505,0.0079271,0.00050541,0.00061855,F2,d,e,nc,1,1
9641,clas6,4.325,0.9595,0.008749,0.00055895,0.00068415,F2,d,e,nc,1,1
9642,clas6,4.325,0.9685,0.0095799,0.00082022,0.00075416,F2,d,e,nc,1,1
9643,clas6,4.325,0.9775,0.0092899,0.00061933,0.00072762,F2,d,e,nc,1,1
9644,clas6,4.325,0.9865,0.01164,0.00074669,0.00092248,F2,d,e,nc,1,1
9645,clas6,4.325,0.9955,0.011962,0.00079744,0.00095465,F2,d,e,nc,1,1
9646,clas6,4.325,1.0045,0.010362,0.00074017,0.00082117,F2,d,e,nc,1,1
9647,clas6,4.325,1.0135,0.011904,0.00081565,0.00094562,F2,d,e,nc,1,1
9648,clas6,4.325,1.0225,0.010393,0.00075595,0.00082508,F2,d,e,nc,1,1
9649,clas6,4.325,1.0315,0.008191,0.00065792,0.00064698,F2,d,e,nc,1,1
9650,clas6,4.325,1.0405,0.0065543,0.00057265,0.00051518,F2,d,e,nc,1,1
9651,clas6,4.325,1.0495,0.0061655,0.00055146,0.00048506,F2,d,e,nc,1,1
9652,clas6,4.325,1.0585,0.0057456,0.0005405,0.00045658,F2,d,e,nc,1,1
9653,clas6,4.325,1.0675,0.0040096,0.00062243,0.00031664,F2,d,e,nc,1,1
9654,clas6,4.325,1.0765,0.0038799,0.00039395,0.00030446,F2,d,e,nc,1,1
9655,clas6,4.325,1.0855,0.0033048,0.00036496,0.00025901,F2,d,e,nc,1,1
9656,clas6,4.325,1.0945,0.0022835,0.00046586,0.00017901,F2,d,e,nc,1,1
9657,clas6,4.325,1.1035,0.0020122,0.00026422,0.00015632,F2,d,e,nc,1,1
9658,clas6,4.325,1.1125,0.0020791,0.00030009,0.00016405,F2,d,e,nc,1,1
9659,clas6,4.325,1.1215,0.001535,0.00025583,0.00012111,F2,d,e,nc,1,1
9660,clas6,4.325,1.1305,0.0013499,0.00022193,0.00010489,F2,d,e,nc,1,1
9661,clas6,4.325,1.1395,0.0015348,0.00026321,0.00012142,F2,d,e,nc,1,1
9662,clas6,4.325,1.1485,0.00057621,0.00040788,4.5365e-05,F2,d,e,nc,1,1
9663,clas6,4.325,1.1575,0.00094378,0.00020121,7.3894e-05,F2,d,e,nc,1,1
9664,clas6,4.325,1.1665,0.00078622,0.0001758,6.1258e-05,F2,d,e,nc,1,1
9665,clas6,4.325,1.1755,0.00075126,0.00016799,5.8789e-05,F2,d,e,nc,1,1
9666,clas6,4.325,1.1845,0.00051882,0.00013866,4.0255e-05,F2,d,e,nc,1,1
9667,clas6,4.325,1.2025,0.00047228,0.00013099,3.6476e-05,F2,d,e,nc,1,1
9668,clas6,4.325,1.2115,0.00027081,0.00010236,2.121e-05,F2,d,e,nc,1,1
9669,clas6,4.325,1.2205,0.00035808,0.0001266,2.8295e-05,F2,d,e,nc,1,1
9670,clas6,4.325,1.2295,0.0004522,0.00013054,3.524e-05,F2,d,e,nc,1,1
9671,clas6,4.325,1.2385,0.00035739,0.00011913,2.7842e-05,F2,d,e,nc,1,1
9672,clas6,4.325,1.2475,0.00040069,0.00012671,3.1818e-05,F2,d,e,nc,1,1
9673,clas6,4.325,1.2565,0.00031153,0.00011014,2.4461e-05,F2,d,e,nc,1,1
9674,clas6,4.325,1.2835,0.0001767,7.9021e-05,1.3819e-05,F2,d,e,nc,1,1
9675,clas6,4.375,0.5005,0.13213,0.0016099,0.011219,F2,d,e,nc,1,1
9676,clas6,4.375,0.5095,0.12218,0.0014923,0.010114,F2,d,e,nc,1,1
9677,clas6,4.375,0.5185,0.12008,0.0016075,0.0098331,F2,d,e,nc,1,1
9678,clas6,4.375,0.5275,0.10751,0.0014887,0.0086747,F2,d,e,nc,1,1
9679,clas6,4.375,0.5365,0.10668,0.0014688,0.0086036,F2,d,e,nc,1,1
9680,clas6,4.375,0.5455,0.10256,0.001447,0.0082433,F2,d,e,nc,1,1
9681,clas6,4.375,0.5545,0.098388,0.0013945,0.0078905,F2,d,e,nc,1,1
9682,clas6,4.375,0.5635,0.094692,0.0013812,0.0075937,F2,d,e,nc,1,1
9683,clas6,4.375,0.5725,0.092823,0.0014218,0.0074415,F2,d,e,nc,1,1
9684,clas6,4.375,0.5815,0.086168,0.0013791,0.006888,F2,d,e,nc,1,1
9685,clas6,4.375,0.5905,0.080584,0.0013144,0.0064365,F2,d,e,nc,1,1
9686,clas6,4.375,0.5995,0.075093,0.0012986,0.0059905,F2,d,e,nc,1,1
9687,clas6,4.375,0.6085,0.075001,0.00127,0.0059867,F2,d,e,nc,1,1
9688,clas6,4.375,0.6175,0.071717,0.0012749,0.005723,F2,d,e,nc,1,1
9689,clas6,4.375,0.6265,0.066888,0.0012908,0.0053351,F2,d,e,nc,1,1
9690,clas6,4.375,0.6355,0.063086,0.0012578,0.005029,F2,d,e,nc,1,1
9691,clas6,4.375,0.6445,0.063259,0.001278,0.0050334,F2,d,e,nc,1,1
9692,clas6,4.375,0.6535,0.059103,0.0013602,0.0047037,F2,d,e,nc,1,1
9693,clas6,4.375,0.6625,0.057817,0.001324,0.0046101,F2,d,e,nc,1,1
9694,clas6,4.375,0.6715,0.055014,0.0013412,0.004378,F2,d,e,nc,1,1
9695,clas6,4.375,0.6805,0.052529,0.0012429,0.0041819,F2,d,e,nc,1,1
9696,clas6,4.375,0.6895,0.048654,0.0013323,0.0038805,F2,d,e,nc,1,1
9697,clas6,4.375,0.6985,0.048011,0.0012914,0.0038303,F2,d,e,nc,1,1
9698,clas6,4.375,0.7075,0.043351,0.0012485,0.0034613,F2,d,e,nc,1,1
9699,clas6,4.375,0.7165,0.039738,0.0011683,0.0031685,F2,d,e,nc,1,1
9700,clas6,4.375,0.7255,0.039338,0.001129,0.0031368,F2,d,e,nc,1,1
9701,clas6,4.375,0.7345,0.036727,0.0011384,0.0029257,F2,d,e,nc,1,1
9702,clas6,4.375,0.7435,0.034278,0.0011141,0.0027343,F2,d,e,nc,1,1
9703,clas6,4.375,0.7525,0.031303,0.0011446,0.0024965,F2,d,e,nc,1,1
9704,clas6,4.375,0.7615,0.030618,0.00113,0.0024465,F2,d,e,nc,1,1
9705,clas6,4.375,0.7705,0.028855,0.0010283,0.0023055,F2,d,e,nc,1,1
9706,clas6,4.375,0.7795,0.027266,0.0010537,0.0021813,F2,d,e,nc,1,1
9707,clas6,4.375,0.7885,0.024566,0.0010791,0.0019574,F2,d,e,nc,1,1
9708,clas6,4.375,0.7975,0.023039,0.00096979,0.0018354,F2,d,e,nc,1,1
9709,clas6,4.375,0.8065,0.022392,0.00091609,0.0017806,F2,d,e,nc,1,1
9710,clas6,4.375,0.8155,0.021621,0.001021,0.0017269,F2,d,e,nc,1,1
9711,clas6,4.375,0.8245,0.017115,0.00093288,0.0013591,F2,d,e,nc,1,1
9712,clas6,4.375,0.8335,0.017131,0.00088304,0.0013632,F2,d,e,nc,1,1
9713,clas6,4.375,0.8425,0.017866,0.00080948,0.0014236,F2,d,e,nc,1,1
9714,clas6,4.375,0.8515,0.016039,0.00075454,0.0012796,F2,d,e,nc,1,1
9715,clas6,4.375,0.8605,0.016531,0.00082869,0.0013176,F2,d,e,nc,1,1
9716,clas6,4.375,0.8695,0.015605,0.00076726,0.0012445,F2,d,e,nc,1,1
9717,clas6,4.375,0.8785,0.014311,0.00075019,0.0011449,F2,d,e,nc,1,1
9718,clas6,4.375,0.8875,0.01269,0.00078901,0.0010126,F2,d,e,nc,1,1
9719,clas6,4.375,0.8965,0.011016,0.00066317,0.00087707,F2,d,e,nc,1,1
9720,clas6,4.375,0.9055,0.0096803,0.00061682,0.00076914,F2,d,e,nc,1,1
9721,clas6,4.375,0.9145,0.0096034,0.00053685,0.00076281,F2,d,e,nc,1,1
9722,clas6,4.375,0.9235,0.0079128,0.00059958,0.00062433,F2,d,e,nc,1,1
9723,clas6,4.375,0.9325,0.0080407,0.00052787,0.00063504,F2,d,e,nc,1,1
9724,clas6,4.375,0.9415,0.0071675,0.00044366,0.00056737,F2,d,e,nc,1,1
9725,clas6,4.375,0.9505,0.0062982,0.00067381,0.00049609,F2,d,e,nc,1,1
9726,clas6,4.375,0.9595,0.0081866,0.0005532,0.00064727,F2,d,e,nc,1,1
9727,clas6,4.375,0.9685,0.0091981,0.00060783,0.00072749,F2,d,e,nc,1,1
9728,clas6,4.375,0.9775,0.010349,0.000678,0.00082279,F2,d,e,nc,1,1
9729,clas6,4.375,0.9865,0.0089831,0.00089975,0.00071708,F2,d,e,nc,1,1
9730,clas6,4.375,0.9955,0.01088,0.00075623,0.00087194,F2,d,e,nc,1,1
9731,clas6,4.375,1.0045,0.010663,0.00090201,0.00085329,F2,d,e,nc,1,1
9732,clas6,4.375,1.0135,0.0082977,0.0011045,0.00066281,F2,d,e,nc,1,1
9733,clas6,4.375,1.0225,0.010003,0.00074146,0.00079838,F2,d,e,nc,1,1
9734,clas6,4.375,1.0315,0.0079297,0.00065403,0.00063528,F2,d,e,nc,1,1
9735,clas6,4.375,1.0405,0.0057331,0.00056217,0.00046048,F2,d,e,nc,1,1
9736,clas6,4.375,1.0495,0.0054464,0.00070735,0.00043608,F2,d,e,nc,1,1
