,E,theta,E',x,Q2,epsilon,W2,Gamma_v,sigma(ub/nucleon),%stat_u,%syst_u,%rad1_c,%rad2_c,y,value,obs,target,curent,lepton beam,units
911,5.648,18.566,0.457,0.02759,0.2688,0.156,10.354,0.0006659,0.03991,4.03407667251315,3.90879478827362,42.0947131044851,16.5121523427712,0.919086402266289,0.540807199130404,sig_r,d,e,NC,1
912,5.648,18.566,0.458,0.02765,0.2693,0.156,10.35,0.000666,0.03964,4.03632694248234,3.91019172552977,9.61150353178607,16.4984863773966,0.918909348441926,0.541511351675107,sig_r,d,e,NC,1
913,5.648,18.566,0.462,0.02792,0.2717,0.158,10.339,0.0006663,0.03864,4.11490683229814,3.93374741200828,9.88612836438923,16.5372670807453,0.918201133144476,0.552928909497111,sig_r,d,e,NC,1
914,5.648,18.566,0.462,0.02793,0.2718,0.158,10.34,0.0006664,0.04103,3.92395807945406,3.77772361686571,9.31026078479162,15.5739702656593,0.918201133144476,0.553335187276533,sig_r,d,e,NC,1
915,5.648,18.566,0.467,0.02824,0.2745,0.159,10.327,0.0006668,0.04249,3.78912685337727,3.64791715697811,8.9668157213462,14.6387385267122,0.917315864022663,0.561227417799454,sig_r,d,e,NC,1
916,5.648,18.566,0.472,0.02856,0.2774,0.161,10.316,0.0006672,0.0396,3.96464646464646,3.76262626262626,9.5959595959596,15.3282828282828,0.91643059490085,0.573547577674808,sig_r,d,e,NC,1
917,5.648,18.566,0.477,0.02888,0.2803,0.163,10.305,0.0006677,0.04168,3.74280230326296,3.59884836852207,9.04510556621881,14.2034548944338,0.915545325779037,0.58598408168154,sig_r,d,e,NC,1
918,5.648,18.566,0.482,0.02921,0.2832,0.164,10.291,0.0006681,0.04101,3.75518166300902,3.5844915874177,9.11972689587905,14.0941233845404,0.914660056657224,0.594907108140105,sig_r,d,e,NC,1
919,5.648,18.566,0.487,0.02953,0.286,0.166,10.28,0.0006686,0.04613,3.36006936917407,3.29503576848038,8.02081075222198,12.2696726642098,0.913774787535411,0.607116653411067,sig_r,d,e,NC,1
920,5.648,18.566,0.491,0.02986,0.2889,0.167,10.267,0.000669,0.0417,3.62110311750599,3.47721822541966,8.87290167865707,13.2374100719424,0.91306657223796,0.617562900989676,sig_r,d,e,NC,1
921,5.648,18.566,0.496,0.03018,0.2918,0.169,10.257,0.0006695,0.04349,3.47206254311336,3.35709358473212,8.46171533685905,12.4166475051736,0.912181303116147,0.630406604415731,sig_r,d,e,NC,1
922,5.648,18.566,0.501,0.03051,0.2947,0.171,10.244,0.0006699,0.04246,3.48563353744701,3.36787564766839,8.57277437588318,12.3881300047103,0.911296033994334,0.643362199250129,sig_r,d,e,NC,1
923,5.648,18.566,0.506,0.03084,0.2975,0.172,10.23,0.0006704,0.04258,3.45232503522781,3.31141380930014,8.3842179426961,12.094880225458,0.910410764872521,0.652197055569031,sig_r,d,e,NC,1
924,5.648,18.566,0.511,0.03116,0.3004,0.174,10.221,0.0006709,0.04237,3.46943592164267,3.30422468727874,8.37856974274251,11.8952088742034,0.909525495750708,0.665343981928656,sig_r,d,e,NC,1
925,5.648,18.566,0.516,0.03149,0.3033,0.176,10.208,0.0006713,0.0403,3.59801488833747,3.37468982630273,57.8163771712159,12.1836228287841,0.908640226628895,0.678601164450384,sig_r,d,e,NC,1
926,5.648,18.566,0.521,0.03182,0.3061,0.177,10.196,0.0006718,0.04162,3.48390197020663,3.26765977895243,8.36136472849592,11.5569437770303,0.907754957507082,0.687632107960425,sig_r,d,e,NC,1
927,5.648,18.566,0.526,0.03215,0.309,0.179,10.183,0.0006722,0.04462,3.29448677722994,3.09278350515464,7.7319587628866,10.5333930972658,0.906869688385269,0.701075854636487,sig_r,d,e,NC,1
928,5.648,18.566,0.584,0.03615,0.3435,0.198,10.039,0.0006779,0.03936,3.42987804878049,2.9979674796748,7.39329268292683,9.32418699186992,0.896600566572238,0.851227315509738,sig_r,d,e,NC,1
929,5.648,18.566,0.591,0.03659,0.3472,0.2,10.023,0.0006785,0.03867,3.4652185156452,2.99974140160331,7.26661494698733,9.25782260149987,0.8953611898017,0.866574615432035,sig_r,d,e,NC,1
930,5.648,18.566,0.597,0.03702,0.3509,0.203,10.009,0.0006791,0.03888,3.44650205761317,2.95781893004115,7.09876543209876,8.97633744855967,0.894298866855524,0.88809030995957,sig_r,d,e,NC,1
931,5.648,18.566,0.603,0.03746,0.3546,0.205,9.993,0.0006797,0.03804,3.47003154574132,2.97055730809674,7.12407991587802,8.93796004206099,0.893236543909348,0.905408759389813,sig_r,d,e,NC,1
932,5.648,18.566,0.61,0.0379,0.3584,0.207,9.977,0.0006803,0.04071,3.26701056251535,2.82485875706215,6.58314910341439,8.13068042250061,0.89199716713881,0.921651818092633,sig_r,d,e,NC,1
933,5.648,18.566,0.616,0.03834,0.3621,0.209,9.962,0.000681,0.04007,3.29423508859496,2.82006488644871,6.63838283004742,8.06089343648615,0.890934844192635,0.939229913991608,sig_r,d,e,NC,1
934,5.648,18.566,0.622,0.03879,0.3658,0.211,9.945,0.0006816,0.04108,3.18889970788705,2.75073028237585,6.40214216163583,7.61927945472249,0.889872521246459,0.956940670343189,sig_r,d,e,NC,1
935,5.648,18.566,0.629,0.03923,0.3695,0.213,9.93,0.0006822,0.03911,3.29838915878292,2.81257990283815,6.59677831756584,7.87522372794682,0.888633144475921,0.97300961964527,sig_r,d,e,NC,1
936,5.648,18.566,0.635,0.03967,0.3732,0.215,9.915,0.0006828,0.03899,3.28289304949987,2.76994101051552,6.6427289048474,7.69428058476533,0.887570821529745,0.990972787018955,sig_r,d,e,NC,1
937,5.648,18.566,0.641,0.04012,0.3769,0.217,9.898,0.0006835,0.03947,3.24296934380542,2.73625538383582,6.48593868761084,7.44869521155308,0.886508498583569,1.0090657511705,sig_r,d,e,NC,1
938,5.648,18.566,0.647,0.04056,0.3806,0.219,9.884,0.0006841,0.03891,3.23824209714726,2.7242354150604,6.55358519660756,7.32459521973786,0.885446175637394,1.02729338708249,sig_r,d,e,NC,1
939,5.648,18.566,0.654,0.04101,0.3844,0.221,9.868,0.0006847,0.04029,3.15214693472326,2.65574584264085,6.35393397865475,6.94961528915364,0.884206798866855,1.04434644834986,sig_r,d,e,NC,1
940,5.648,18.566,0.66,0.04146,0.3881,0.223,9.852,0.0006854,0.03561,3.45408593091828,2.808199943836,7.18899185622016,7.63830384723392,0.88314447592068,1.06281774432686,sig_r,d,e,NC,1
941,5.648,18.566,0.666,0.04191,0.3918,0.225,9.837,0.000686,0.03859,3.23918113500907,2.66908525524747,6.47836227001814,6.8929774552993,0.882082152974504,1.08141799912253,sig_r,d,e,NC,1
942,5.648,18.566,0.673,0.04236,0.3955,0.227,9.821,0.0006866,0.03798,3.29120589784097,2.68562401263823,6.52975250131648,6.87203791469194,0.880842776203966,1.09824814896129,sig_r,d,e,NC,1
943,5.648,18.566,0.679,0.04281,0.3992,0.229,9.806,0.0006873,0.03725,3.32885906040269,2.6738255033557,6.65771812080537,6.79194630872483,0.87978045325779,1.1170851055003,sig_r,d,e,NC,1
944,5.648,18.566,0.754,0.04828,0.4433,0.254,9.62,0.000695,0.0385,2.51428571428571,2.41818181818182,5.27272727272727,5.11688311688312,0.866501416430595,1.34979185344494,sig_r,d,e,NC,1
945,5.648,18.566,0.762,0.04888,0.4481,0.256,9.6,0.0006958,0.03872,2.5103305785124,2.38636363636364,5.06198347107438,4.90702479338843,0.865084985835694,1.37258963347324,sig_r,d,e,NC,1
946,5.648,18.566,0.77,0.04948,0.4529,0.259,9.581,0.0006967,0.03628,2.61576626240353,2.44211686879824,5.12679162072767,5.12679162072767,0.863668555240793,1.40092161962712,sig_r,d,e,NC,1
947,5.648,18.566,0.779,0.05009,0.4577,0.262,9.561,0.0006976,0.03796,2.53951527924131,2.3709167544784,4.7418335089568,4.768177028451,0.86207507082153,1.42727543261047,sig_r,d,e,NC,1
948,5.648,18.566,0.787,0.0507,0.4625,0.264,9.541,0.0006984,0.03948,2.43667679837893,2.31003039513678,4.40729483282675,4.45795339412361,0.860658640226629,1.45051592041286,sig_r,d,e,NC,1
949,5.648,18.566,0.795,0.05131,0.4673,0.267,9.521,0.0006993,0.03954,2.42539200809307,2.28882144663632,4.24886191198786,4.3247344461305,0.859242209631728,1.47941727386777,sig_r,d,e,NC,1
950,5.648,18.566,0.803,0.05193,0.4721,0.27,9.499,0.0007001,0.03902,2.42696053305997,2.28600717580728,4.17734495130702,4.25422860071758,0.857825779036827,1.50852538894183,sig_r,d,e,NC,1
951,5.648,18.566,0.811,0.05254,0.4769,0.272,9.48,0.000701,0.03755,2.48468708388815,2.30892143808256,4.18109187749667,4.34087882822903,0.856409348441926,1.53221311381865,sig_r,d,e,NC,1
952,5.648,18.566,0.819,0.05316,0.4817,0.275,9.46,0.0007019,0.03662,2.50955761878755,2.31567449481158,4.09612233752048,4.31458219552157,0.854992917847025,1.56169024195632,sig_r,d,e,NC,1
953,5.648,18.566,0.828,0.05378,0.4865,0.277,9.44,0.0007028,0.03698,2.4986479177934,2.28772309356409,3.8939967550027,4.13737155219037,0.853399433427762,1.58332864398785,sig_r,d,e,NC,1
954,5.648,18.566,0.836,0.0544,0.4913,0.28,9.42,0.0007036,0.03516,2.57963594994312,2.32935153583618,3.95335608646189,4.26621160409556,0.851983002832861,1.61314028673343,sig_r,d,e,NC,1
955,5.648,18.566,0.844,0.05503,0.4961,0.283,9.399,0.0007045,0.03673,2.48842907704873,2.26517832834195,3.62101824121971,3.97495235502314,0.85056657223796,1.64314719108565,sig_r,d,e,NC,1
956,5.648,18.566,0.852,0.05565,0.5009,0.285,9.38,0.0007054,0.03831,2.40407204385278,2.20830070477682,3.28895849647612,3.70660401983816,0.849150141643059,1.66750509342158,sig_r,d,e,NC,1
957,5.648,18.566,0.86,0.05628,0.5056,0.288,9.359,0.0007063,0.03902,2.385955920041,2.17324449000513,3.1009738595592,3.5366478728857,0.847733711048159,1.69718594269262,sig_r,d,e,NC,1
958,5.648,18.566,0.868,0.05691,0.5105,0.29,9.339,0.0007072,0.03553,2.54995778215592,2.25161835068956,3.37742752603434,3.79960596678863,0.846317280453258,1.72246820752889,sig_r,d,e,NC,1
959,5.648,18.566,0.876,0.05754,0.5152,0.293,9.32,0.0007081,0.03669,2.48841646225129,2.20223494140093,3.18887980376124,3.57045516489507,0.844900849858357,1.75247968888468,sig_r,d,e,NC,1
960,5.648,18.566,0.974,0.06527,0.5725,0.323,9.079,0.0007189,0.03613,2.27511763077775,2.06753390534182,2.70412399667866,2.72073069471353,0.827549575070821,2.08814826168723,sig_r,d,e,NC,1
961,5.648,18.566,0.984,0.06612,0.5787,0.327,9.054,0.0007201,0.03464,2.36143187066975,2.08718244803695,2.87528868360277,2.75115473441109,0.825779036827195,2.13205746047246,sig_r,d,e,NC,1
962,5.648,18.566,0.995,0.06698,0.5849,0.33,9.027,0.0007213,0.03574,2.30833799664242,2.04812534974818,2.64689423614997,2.57414661443761,0.823831444759207,2.16692080372411,sig_r,d,e,NC,1
963,5.648,18.566,1.005,0.06784,0.5911,0.333,9.002,0.0007225,0.03419,2.37788827142439,2.06785609827435,2.71716876279614,2.60017548990933,0.822060906515581,2.20471257101827,sig_r,d,e,NC,1
964,5.648,18.566,1.016,0.06871,0.5972,0.336,8.975,0.0007237,0.03381,2.38095238095238,2.06447796509908,2.72404614019521,2.56137237503697,0.820113314447592,2.23911093988165,sig_r,d,e,NC,1
965,5.648,18.566,1.026,0.06958,0.6034,0.34,8.95,0.000725,0.03596,2.26084538375973,1.98275862068966,2.51946607341491,2.25528364849833,0.818342776203966,2.28394695090147,sig_r,d,e,NC,1
966,5.648,18.566,1.037,0.07045,0.6096,0.343,8.924,0.0007262,0.03507,2.29826062161391,2.00741374394069,2.52922725976618,2.31251782149986,0.816395184135977,2.31941798836496,sig_r,d,e,NC,1
967,5.648,18.566,1.048,0.07133,0.6158,0.346,8.898,0.0007274,0.03419,2.33109096226967,2.01520912547529,2.56507750804329,2.2989178122258,0.814447592067989,2.35500480038289,sig_r,d,e,NC,1
968,5.648,18.566,1.058,0.07222,0.622,0.349,8.871,0.0007286,0.03388,2.32880755608028,2.01003541912633,2.55312868949233,2.26387249114522,0.812677053824363,2.39362679089071,sig_r,d,e,NC,1
969,5.648,18.566,1.069,0.0731,0.6282,0.352,8.846,0.0007298,0.03349,2.34696924455061,2.00656912511197,2.54404299790982,2.19767094655121,0.810729461756374,2.42946849955595,sig_r,d,e,NC,1
970,5.648,18.566,1.079,0.07399,0.6344,0.356,8.82,0.0007311,0.03522,2.25440090857467,1.95911413969336,2.40204429301533,2.02157864849517,0.808958923512748,2.47534201720161,sig_r,d,e,NC,1
971,5.648,18.566,1.09,0.07489,0.6406,0.359,8.793,0.0007323,0.03473,2.27181111431039,1.9550820616182,2.372588540167,1.99539303196084,0.807011331444759,2.5114532527443,sig_r,d,e,NC,1
972,5.648,18.566,1.1,0.07578,0.6468,0.362,8.768,0.0007336,0.03276,2.36568986568987,1.98717948717949,2.45726495726496,2.05738705738706,0.805240793201133,2.55070715313883,sig_r,d,e,NC,1
973,5.648,18.566,1.111,0.07669,0.6529,0.365,8.742,0.0007348,0.03424,2.30432242990654,1.94509345794393,10.017523364486,1.91880841121495,0.803293201133145,2.58623923865576,sig_r,d,e,NC,1
974,5.648,18.566,1.121,0.07759,0.6591,0.368,8.716,0.0007361,0.03293,2.36258730640753,1.96173701791679,2.44761615548132,1.92225933798967,0.801522662889518,2.62574912159226,sig_r,d,e,NC,1
975,5.648,18.566,1.132,0.07851,0.6653,0.372,8.689,0.0007373,0.03394,2.32469063052445,1.92692987625221,2.33942251031232,1.80907483794932,0.79957507082153,2.66945135125271,sig_r,d,e,NC,1
976,5.648,18.566,1.257,0.0897,0.739,0.409,8.38,0.0007525,0.03343,2.34819024827999,1.82769967095423,1.83667364642537,1.27131319174394,0.777443342776204,3.13942638502948,sig_r,d,e,NC,1
977,5.648,18.566,1.271,0.09095,0.747,0.413,8.347,0.0007542,0.03441,2.30456262714327,1.8018018018018,1.71171171171171,1.18279569892473,0.774964589235127,3.18954162006993,sig_r,d,e,NC,1
978,5.648,18.566,1.284,0.09221,0.755,0.417,8.313,0.0007559,0.03278,2.39170225747407,1.81818181818182,1.78462477120195,1.20500305064063,0.772662889518414,3.24323032091456,sig_r,d,e,NC,1
979,5.648,18.566,1.298,0.09347,0.763,0.42,8.281,0.0007576,0.03166,2.4415666456096,1.82880606443462,1.8161718256475,1.17182564750474,0.770184135977337,3.28570968788552,sig_r,d,e,NC,1
980,5.648,18.566,1.312,0.09475,0.771,0.424,8.247,0.0007593,0.03187,2.41920301223721,1.81361782240351,1.80420458111076,1.14213994352055,0.767705382436261,3.33602130149521,sig_r,d,e,NC,1
981,5.648,18.566,1.325,0.09603,0.779,0.428,8.213,0.000761,0.03201,2.3961262105592,1.79943767572634,1.75882536707279,1.08091221493283,0.765403682719547,3.38998131164379,sig_r,d,e,NC,1
982,5.648,18.566,1.339,0.09732,0.787,0.432,8.18,0.0007627,0.03173,2.40466435549953,1.79640718562874,1.7838008194138,1.03372202962496,0.76292492917847,3.44043308497181,sig_r,d,e,NC,1
983,5.648,18.566,1.352,0.09862,0.795,0.436,8.146,0.0007644,0.03228,2.36679058240397,1.77819083023544,1.74101610904585,0.978934324659231,0.760623229461756,3.49457682307076,sig_r,d,e,NC,1
984,5.648,18.566,1.366,0.09993,0.803,0.44,8.113,0.0007661,0.03007,2.46425008313934,1.80578649817093,1.85234452943133,1.01097439308281,0.75814447592068,3.5451286364691,sig_r,d,e,NC,1
985,5.648,18.566,1.379,0.10124,0.811,0.444,8.08,0.0007678,0.03168,2.38636363636364,1.76767676767677,1.72664141414141,0.921717171717172,0.755842776203966,3.59943228181855,sig_r,d,e,NC,1
986,5.648,18.566,1.393,0.10257,0.8189,0.447,8.046,0.0007695,0.03307,2.30117931660115,1.73873601451467,1.66313879649229,0.843664953129725,0.753364022662889,3.64101024732952,sig_r,d,e,NC,1
987,5.648,18.566,1.407,0.1039,0.8269,0.451,8.012,0.0007712,0.0348,2.22988505747126,1.70689655172414,1.57471264367816,0.767241379310345,0.750885269121813,3.69160196128948,sig_r,d,e,NC,1
988,5.648,18.566,1.42,0.10524,0.8349,0.455,7.979,0.000773,0.0329,2.30395136778115,1.72340425531915,1.68085106382979,0.775075987841945,0.748583569405099,3.74600322050162,sig_r,d,e,NC,1
989,5.648,18.566,1.434,0.10659,0.8429,0.459,7.945,0.0007747,0.03177,2.36071765816808,1.72175007869059,1.78155492603085,0.745986779981114,0.746104815864023,3.79661770608147,sig_r,d,e,NC,1
990,5.648,18.566,1.447,0.10795,0.8509,0.463,7.912,0.0007764,0.03149,2.38170847888219,1.72753255001588,1.81009844395046,0.75261987932677,0.743803116147309,3.85109313011877,sig_r,d,e,NC,1
991,5.648,18.566,1.461,0.10932,0.8589,0.466,7.878,0.0007782,0.03215,2.35769828926905,1.70762052877138,1.68895800933126,0.699844479004666,0.741324362606232,3.89334446302715,sig_r,d,e,NC,1
992,5.648,18.566,1.624,0.12639,0.9545,0.51,7.478,0.0007992,0.02966,1.63519892110587,1.66891436277815,1.58462575859744,0.43155765340526,0.712464589235127,4.47827525690159,sig_r,d,e,NC,1
993,5.648,18.566,1.641,0.12832,0.9648,0.515,7.434,0.0008015,0.02923,1.64899076291481,1.66267533356141,1.59425248032843,0.396852548751283,0.709454674220963,4.54522622858046,sig_r,d,e,NC,1
994,5.648,18.566,1.659,0.13026,0.9751,0.519,7.391,0.0008037,0.02943,1.64118246687054,1.65137614678899,1.58002038735984,0.373768263676521,0.706267705382436,4.59884904761048,sig_r,d,e,NC,1
995,5.648,18.566,1.676,0.13222,0.9855,0.524,7.348,0.000806,0.02871,1.66840822013236,1.65447579240683,1.61267850923023,0.36224312086381,0.703257790368272,4.66638621111679,sig_r,d,e,NC,1
996,5.648,18.566,1.694,0.1342,0.9958,0.528,7.305,0.0008083,0.02945,1.63327674023769,1.63327674023769,1.56196943972835,0.33106960950764,0.700070821529745,4.71945798846202,sig_r,d,e,NC,1
997,5.648,18.566,1.711,0.13619,1.0061,0.533,7.262,0.0008106,0.03062,1.58393207054213,1.61659046374918,1.40104506858263,0.298497713912475,0.697060906515581,4.78562445773566,sig_r,d,e,NC,1
998,5.648,18.566,1.729,0.13821,1.0164,0.537,7.218,0.0008129,0.02888,1.64127423822715,1.6308864265928,1.47853185595568,0.295360110803324,0.693873937677054,4.83809604529587,sig_r,d,e,NC,1
999,5.648,18.566,1.747,0.14024,1.0267,0.542,7.175,0.0008152,0.02993,1.5970598062145,1.61042432342132,1.43334447043101,0.264617440694955,0.690686968838527,4.89927009691457,sig_r,d,e,NC,1
1000,5.648,18.566,1.764,0.14229,1.0371,0.546,7.132,0.0008174,0.02911,1.611130195809,1.611130195809,1.42562693232566,0.25111645482652,0.687677053824363,4.95657663106005,sig_r,d,e,NC,1
1001,5.648,18.566,1.782,0.14436,1.0474,0.551,7.088,0.0008197,0.02945,1.59932088285229,1.60271646859083,1.40577249575552,0.227504244482173,0.684490084985836,5.0171485011606,sig_r,d,e,NC,1
1002,5.648,18.566,1.799,0.14644,1.0577,0.555,7.045,0.000822,0.02909,1.60536266758336,1.60192506015813,1.38535579236851,0.209694052939154,0.681480169971671,5.07288059788723,sig_r,d,e,NC,1
1003,5.648,18.566,1.817,0.14855,1.068,0.559,7.002,0.0008242,0.02878,1.61570535093815,1.58790826963169,1.40722724113968,0.190757470465601,0.678293201133144,5.12363239480063,sig_r,d,e,NC,1
1004,5.648,18.566,1.834,0.15068,1.0783,0.564,6.958,0.0008265,0.02858,1.62001399580126,1.59202239328202,1.44506648005598,0.192092372288313,0.67528328611898,5.18785112155994,sig_r,d,e,NC,1
1005,5.648,18.566,1.852,0.15282,1.0886,0.568,6.915,0.0008288,0.02906,1.61046111493462,1.57949070887818,1.39366827253957,0.168272539573297,0.672096317280453,5.23785438198975,sig_r,d,e,NC,1
1006,5.648,18.566,1.869,0.15499,1.099,0.572,6.872,0.000831,0.02901,1.60978972768011,1.57187176835574,1.37194071009997,0.126163391933816,0.669086402266289,5.29313428952268,sig_r,d,e,NC,1
1007,5.648,18.566,1.887,0.15717,1.1093,0.576,6.829,0.0008333,0.02767,1.66606432959884,1.57932779183231,1.40946873870618,0.132634622334658,0.665899433427762,5.34231431179066,sig_r,d,e,NC,1
1008,5.648,18.566,2.096,0.18489,1.2323,0.625,6.313,0.0008592,0.02913,1.85032612427051,1.49673875729488,0.3913491246138,0.0,0.628895184135977,5.93502812548559,sig_r,d,e,NC,1
1009,5.648,18.566,2.119,0.18809,1.2456,0.63,6.257,0.0008619,0.02759,1.91011235955056,1.50054367524465,0.387821674519754,0.0223269300471185,0.624822946175637,5.99005024298782,sig_r,d,e,NC,1
1010,5.648,18.566,2.142,0.19133,1.259,0.635,6.201,0.0008645,0.02739,1.91675794085433,1.49689667761957,0.365096750638919,0.0224899598393574,0.620750708215297,6.04512417469916,sig_r,d,e,NC,1
1011,5.648,18.566,2.164,0.19461,1.2723,0.64,6.146,0.0008672,0.02781,1.90219345559151,1.48867313915858,0.381157856886012,0.0221503056454513,0.61685552407932,6.10351582482908,sig_r,d,e,NC,1
1012,5.648,18.566,2.187,0.19794,1.2856,0.645,6.09,0.0008697,0.02653,1.9449679607991,1.4926498303807,0.371277798718432,0.0467395401432341,0.61278328611898,6.15576109653797,sig_r,d,e,NC,1
1013,5.648,18.566,2.21,0.20131,1.2989,0.649,6.034,0.0008722,0.02828,1.85997171145686,1.47100424328147,0.305869872701556,0.0438472418670438,0.60871104815864,6.19749492798644,sig_r,d,e,NC,1
1014,5.648,18.566,2.232,0.20472,1.3123,0.654,5.978,0.0008747,0.02704,1.90458579881657,1.47189349112426,0.388313609467456,0.0458579881656805,0.604815864022663,6.25406840297264,sig_r,d,e,NC,1
1015,5.648,18.566,2.255,0.20818,1.3256,0.659,5.922,0.0008772,0.02753,1.87795132582637,1.46385760988013,0.388666908826734,0.0450417726116963,0.600743626062323,6.3033997833674,sig_r,d,e,NC,1
1016,5.648,18.566,2.278,0.21169,1.3389,0.664,5.866,0.0008796,0.02806,1.83891660727014,1.45402708481825,0.300784034212402,0.0662865288667142,0.596671388101983,6.35171760138889,sig_r,d,e,NC,1
1017,5.648,18.566,2.3,0.21524,1.3522,0.668,5.811,0.0008819,0.02794,1.83607730851825,1.44953471725125,0.302433786685755,0.066571224051539,0.592776203966006,6.39485084092686,sig_r,d,e,NC,1
1018,5.648,18.566,2.323,0.21884,1.3655,0.673,5.755,0.0008842,0.02869,1.80550714534681,1.43604043220634,0.287208086441269,0.0648309515510631,0.588703966005666,6.44114433022779,sig_r,d,e,NC,1
1019,5.648,18.566,2.346,0.2225,1.3789,0.677,5.699,0.0008864,0.02652,1.89291101055807,1.44419306184012,0.286199095022624,0.0705128205128205,0.584631728045326,6.47775733023726,sig_r,d,e,NC,1
1020,5.648,18.566,2.368,0.2262,1.3922,0.682,5.643,0.0008886,0.02804,1.82596291012839,1.43009985734665,0.311340941512126,0.0666904422253923,0.580736543909348,6.52742022010477,sig_r,d,e,NC,1
1021,5.648,18.566,2.391,0.22995,1.4055,0.686,5.587,0.0008907,0.02714,1.87177597641857,1.42962417096536,0.26418570375829,0.0689019896831245,0.576664305949009,6.56099263377954,sig_r,d,e,NC,1
1022,5.648,18.566,2.414,0.23376,1.4188,0.691,5.531,0.0008927,0.02619,1.90912562046583,1.42802596410844,0.23405880106911,0.0717831233295151,0.572592067988668,6.60304160431107,sig_r,d,e,NC,1
1023,5.648,18.566,2.436,0.23762,1.4322,0.695,5.475,0.0008947,0.02763,1.84943901556279,1.41512848353239,0.28266377126312,0.0908432862830257,0.568696883852691,6.64093847414506,sig_r,d,e,NC,1
1024,5.648,18.566,2.707,0.28841,1.5915,0.744,4.807,0.0009108,0.02541,0.680834317197954,1.35773317591499,0.257378984651712,0.0515545060999607,0.520715297450425,6.96692304963407,sig_r,d,e,NC,1
1025,5.648,18.566,2.737,0.29446,1.6087,0.749,4.735,0.0009115,0.02478,0.690072639225182,1.35593220338983,0.190879741727199,0.0267150928167877,0.515403682719547,6.98538092548873,sig_r,d,e,NC,1
1026,5.648,18.566,2.766,0.30063,1.6259,0.754,4.663,0.000912,0.02471,0.692027519222987,1.34763253743424,0.213273978146499,0.0542290570619183,0.510269121813031,7.00771821230513,sig_r,d,e,NC,1
1027,5.648,18.566,2.795,0.30693,1.6432,0.759,4.591,0.0009123,0.02483,0.688683044703987,1.34514699959726,0.204591220298027,0.0273459524768425,0.505134560906516,7.02899590428129,sig_r,d,e,NC,1
1028,5.648,18.566,2.824,0.31335,1.6604,0.763,4.519,0.0009122,0.02474,0.683104284559418,1.32983023443816,0.994341147938561,0.0276879547291835,0.5,7.03825925301024,sig_r,d,e,NC,1
1029,5.648,18.566,2.854,0.31992,1.6776,0.768,4.447,0.0009119,0.0242,0.690082644628099,1.33471074380165,0.209917355371901,0.0288429752066116,0.494688385269122,7.04895919502431,sig_r,d,e,NC,1
1030,5.648,18.566,2.883,0.32662,1.6948,0.773,4.374,0.0009113,0.02392,0.689799331103679,1.32943143812709,0.214046822742475,0.0,0.489553824362606,7.06358372738012,sig_r,d,e,NC,1
1031,5.648,18.566,2.912,0.33347,1.712,0.777,4.302,0.0009104,0.02382,0.688497061293031,1.32241813602015,0.177581863979849,0.0,0.484419263456091,7.06715972515419,sig_r,d,e,NC,1
1032,5.648,18.566,2.941,0.34046,1.7292,0.781,4.23,0.0009091,0.02313,0.696065715520969,1.31863380890618,0.197578901859057,0.0334198011240813,0.479284702549575,7.06887852275487,sig_r,d,e,NC,1
1033,5.648,18.566,2.971,0.34761,1.7464,0.786,4.158,0.0009075,0.02343,0.68715322236449,1.31455399061033,0.209560392658984,0.0353819889031157,0.473973087818697,7.07180859206265,sig_r,d,e,NC,1
1034,5.648,18.566,3.0,0.35491,1.7636,0.79,4.086,0.0009055,0.02289,0.698995194408038,1.31498470948012,0.239405854084753,0.0416339012669288,0.468838526912181,7.06974545577561,sig_r,d,e,NC,1
1035,5.648,18.566,3.029,0.36238,1.7808,0.794,4.014,0.0009032,0.02267,0.696956329951478,1.30569033965593,0.224084693427437,0.0860167622408469,0.463703966005666,7.0658139196476,sig_r,d,e,NC,1
1036,5.648,18.566,3.059,0.37001,1.798,0.798,3.942,0.0009004,0.02004,0.778443113772455,1.43213572854291,1.1127744510978,0.436127744510978,0.458392351274788,7.05408819683375,sig_r,d,e,NC,1
1037,5.648,18.566,3.088,0.37783,1.8152,0.802,3.869,0.0008972,0.02319,0.672703751617076,1.22466580422596,0.271668822768435,0.110823630875377,0.453257790368272,7.04642592263816,sig_r,d,e,NC,1
1038,5.648,18.566,3.117,0.38582,1.8324,0.806,3.797,0.0008936,0.02217,0.69914298601714,1.25845737483085,0.0347767253044655,0.0204781235904375,0.448123229461756,7.03691686166041,sig_r,d,e,NC,1
1039,5.648,18.566,3.146,0.394,1.8496,0.81,3.725,0.0008894,0.02219,0.698512843623254,1.26182965299685,0.0671473636773321,0.0374493014871564,0.442988668555241,7.02555307433351,sig_r,d,e,NC,1
1040,5.648,18.566,3.496,0.50887,2.0551,0.852,2.864,0.0007946,0.01761,0.664395229982964,1.20954003407155,0.285633162975582,0.242475865985236,0.381019830028329,6.68176149219082,sig_r,d,e,NC,1
1041,5.648,18.566,3.534,0.52356,2.0773,0.856,2.771,0.0007781,0.01656,0.682367149758454,1.20169082125604,0.289855072463768,0.259057971014493,0.37429178470255,6.62459158737083,sig_r,d,e,NC,1
1042,5.648,18.566,3.571,0.53879,2.0996,0.86,2.678,0.0007602,0.01559,0.692751763951251,1.19948685054522,0.325849903784477,0.275817831943554,0.367740793201133,6.57125064685133,sig_r,d,e,NC,1
