,exp,x*,q2,elab*,w2,obs,target,lepton beam,current,units,value,f2nstat_u,f2nsys_u,*%norm_c
579,bonus,0.471,1.21,5.262,2.222,F2,n,e,nc,1,0.147,0.009,0.012,3
580,bonus,0.459,1.21,5.262,2.28,F2,n,e,nc,1,0.161,0.01,0.009,3
581,bonus,0.45,1.208,5.262,2.342,F2,n,e,nc,1,0.145,0.009,0.011,3
582,bonus,0.439,1.208,5.262,2.401,F2,n,e,nc,1,0.156,0.009,0.008,3
583,bonus,0.43,1.207,5.262,2.464,F2,n,e,nc,1,0.147,0.009,0.009,3
584,bonus,0.421,1.207,5.262,2.528,F2,n,e,nc,1,0.154,0.009,0.008,3
585,bonus,0.41,1.206,5.262,2.594,F2,n,e,nc,1,0.136,0.009,0.014,3
586,bonus,0.401,1.206,5.262,2.659,F2,n,e,nc,1,0.165,0.009,0.009,3
587,bonus,0.393,1.205,5.262,2.723,F2,n,e,nc,1,0.164,0.009,0.013,3
588,bonus,0.385,1.205,5.262,2.791,F2,n,e,nc,1,0.163,0.01,0.025,3
589,bonus,0.377,1.205,5.262,2.856,F2,n,e,nc,1,0.185,0.01,0.026,3
590,bonus,0.369,1.204,5.262,2.923,F2,n,e,nc,1,0.201,0.01,0.021,3
591,bonus,0.361,1.204,5.262,2.994,F2,n,e,nc,1,0.188,0.01,0.019,3
592,bonus,0.354,1.204,5.262,3.063,F2,n,e,nc,1,0.189,0.01,0.014,3
593,bonus,0.348,1.204,5.262,3.133,F2,n,e,nc,1,0.182,0.009,0.015,3
594,bonus,0.34,1.204,5.262,3.204,F2,n,e,nc,1,0.201,0.01,0.01,3
595,bonus,0.333,1.204,5.262,3.277,F2,n,e,nc,1,0.204,0.01,0.011,3
596,bonus,0.326,1.204,5.262,3.348,F2,n,e,nc,1,0.183,0.009,0.016,3
597,bonus,0.319,1.204,5.262,3.424,F2,n,e,nc,1,0.177,0.009,0.02,3
598,bonus,0.314,1.204,5.262,3.496,F2,n,e,nc,1,0.215,0.01,0.011,3
599,bonus,0.308,1.204,5.262,3.572,F2,n,e,nc,1,0.208,0.01,0.013,3
600,bonus,0.302,1.204,5.262,3.648,F2,n,e,nc,1,0.221,0.01,0.012,3
601,bonus,0.295,1.205,5.262,3.726,F2,n,e,nc,1,0.24,0.011,0.013,3
602,bonus,0.291,1.205,5.262,3.802,F2,n,e,nc,1,0.234,0.011,0.012,3
603,bonus,0.285,1.204,5.262,3.882,F2,n,e,nc,1,0.23,0.011,0.013,3
604,bonus,0.28,1.204,5.262,3.961,F2,n,e,nc,1,0.232,0.011,0.014,3
605,bonus,0.274,1.203,5.262,4.04,F2,n,e,nc,1,0.237,0.011,0.014,3
606,bonus,0.269,1.203,5.262,4.12,F2,n,e,nc,1,0.221,0.01,0.02,3
607,bonus,0.264,1.202,5.262,4.202,F2,n,e,nc,1,0.235,0.011,0.017,3
608,bonus,0.259,1.201,5.262,4.286,F2,n,e,nc,1,0.229,0.01,0.02,3
609,bonus,0.255,1.201,5.262,4.368,F2,n,e,nc,1,0.206,0.01,0.031,3
610,bonus,0.25,1.2,5.262,4.452,F2,n,e,nc,1,0.217,0.01,0.027,3
611,bonus,0.246,1.199,5.262,4.536,F2,n,e,nc,1,0.223,0.01,0.025,3
612,bonus,0.242,1.199,5.262,4.624,F2,n,e,nc,1,0.238,0.01,0.02,3
613,bonus,0.238,1.199,5.262,4.709,F2,n,e,nc,1,0.229,0.01,0.024,3
614,bonus,0.234,1.199,5.262,4.797,F2,n,e,nc,1,0.222,0.01,0.028,3
615,bonus,0.23,1.201,5.262,4.882,F2,n,e,nc,1,0.229,0.01,0.025,3
616,bonus,0.227,1.201,5.262,4.972,F2,n,e,nc,1,0.245,0.011,0.019,3
617,bonus,0.223,1.201,5.262,5.062,F2,n,e,nc,1,0.252,0.011,0.016,3
618,bonus,0.219,1.202,5.262,5.153,F2,n,e,nc,1,0.217,0.01,0.03,3
619,bonus,0.215,1.202,5.262,5.245,F2,n,e,nc,1,0.229,0.01,0.024,3
620,bonus,0.212,1.203,5.262,5.334,F2,n,e,nc,1,0.247,0.011,0.017,3
621,bonus,0.208,1.204,5.262,5.43,F2,n,e,nc,1,0.225,0.01,0.026,3
622,bonus,0.205,1.203,5.262,5.523,F2,n,e,nc,1,0.235,0.01,0.023,3
623,bonus,0.202,1.204,5.262,5.619,F2,n,e,nc,1,0.262,0.011,0.015,3
624,bonus,0.198,1.203,5.262,5.712,F2,n,e,nc,1,0.244,0.01,0.021,3
625,bonus,0.195,1.202,5.262,5.809,F2,n,e,nc,1,0.239,0.01,0.024,3
626,bonus,0.192,1.201,5.262,5.904,F2,n,e,nc,1,0.248,0.011,0.021,3
627,bonus,0.189,1.2,5.262,6.001,F2,n,e,nc,1,0.217,0.01,0.035,3
628,bonus,0.186,1.199,5.262,6.099,F2,n,e,nc,1,0.249,0.011,0.022,3
629,bonus,0.184,1.198,5.262,6.2,F2,n,e,nc,1,0.244,0.011,0.024,3
630,bonus,0.181,1.198,5.262,6.301,F2,n,e,nc,1,0.265,0.011,0.017,3
631,bonus,0.179,1.199,5.262,6.399,F2,n,e,nc,1,0.245,0.011,0.025,3
632,bonus,0.176,1.2,5.262,6.502,F2,n,e,nc,1,0.241,0.011,0.027,3
633,bonus,0.174,1.201,5.262,6.605,F2,n,e,nc,1,0.247,0.01,0.025,3
634,bonus,0.171,1.202,5.262,6.709,F2,n,e,nc,1,0.249,0.01,0.024,3
635,bonus,0.794,1.43,5.262,1.234,F2,n,e,nc,1,0.012,0.002,0.002,3
636,bonus,0.775,1.43,5.262,1.28,F2,n,e,nc,1,0.025,0.004,0.003,3
637,bonus,0.757,1.431,5.262,1.324,F2,n,e,nc,1,0.047,0.005,0.005,3
638,bonus,0.739,1.43,5.262,1.371,F2,n,e,nc,1,0.075,0.007,0.007,3
639,bonus,0.722,1.428,5.262,1.417,F2,n,e,nc,1,0.106,0.008,0.009,3
640,bonus,0.705,1.429,5.262,1.464,F2,n,e,nc,1,0.13,0.008,0.011,3
641,bonus,0.688,1.429,5.262,1.515,F2,n,e,nc,1,0.123,0.008,0.01,3
642,bonus,0.672,1.429,5.262,1.563,F2,n,e,nc,1,0.112,0.007,0.008,3
643,bonus,0.656,1.43,5.262,1.612,F2,n,e,nc,1,0.104,0.007,0.008,3
644,bonus,0.641,1.428,5.262,1.663,F2,n,e,nc,1,0.08,0.006,0.007,3
645,bonus,0.626,1.43,5.262,1.716,F2,n,e,nc,1,0.073,0.006,0.007,3
646,bonus,0.611,1.429,5.262,1.769,F2,n,e,nc,1,0.069,0.006,0.008,3
647,bonus,0.598,1.429,5.262,1.823,F2,n,e,nc,1,0.072,0.006,0.007,3
648,bonus,0.585,1.429,5.262,1.878,F2,n,e,nc,1,0.08,0.006,0.006,3
649,bonus,0.573,1.428,5.262,1.933,F2,n,e,nc,1,0.081,0.006,0.006,3
650,bonus,0.559,1.429,5.262,1.989,F2,n,e,nc,1,0.091,0.007,0.005,3
651,bonus,0.547,1.428,5.262,2.045,F2,n,e,nc,1,0.097,0.007,0.006,3
652,bonus,0.535,1.429,5.262,2.103,F2,n,e,nc,1,0.111,0.008,0.006,3
653,bonus,0.524,1.428,5.262,2.163,F2,n,e,nc,1,0.125,0.008,0.007,3
654,bonus,0.512,1.428,5.262,2.22,F2,n,e,nc,1,0.115,0.008,0.016,3
655,bonus,0.501,1.426,5.262,2.281,F2,n,e,nc,1,0.143,0.008,0.008,3
656,bonus,0.49,1.425,5.262,2.341,F2,n,e,nc,1,0.126,0.008,0.01,3
657,bonus,0.481,1.425,5.262,2.404,F2,n,e,nc,1,0.133,0.008,0.007,3
658,bonus,0.471,1.425,5.262,2.465,F2,n,e,nc,1,0.121,0.008,0.01,3
659,bonus,0.461,1.424,5.262,2.53,F2,n,e,nc,1,0.126,0.008,0.009,3
660,bonus,0.453,1.424,5.262,2.59,F2,n,e,nc,1,0.14,0.008,0.008,3
661,bonus,0.443,1.424,5.262,2.66,F2,n,e,nc,1,0.136,0.008,0.01,3
662,bonus,0.434,1.424,5.262,2.725,F2,n,e,nc,1,0.153,0.009,0.01,3
663,bonus,0.426,1.424,5.262,2.787,F2,n,e,nc,1,0.165,0.009,0.015,3
664,bonus,0.417,1.424,5.262,2.856,F2,n,e,nc,1,0.179,0.01,0.019,3
665,bonus,0.41,1.425,5.262,2.923,F2,n,e,nc,1,0.169,0.009,0.024,3
666,bonus,0.401,1.425,5.262,2.993,F2,n,e,nc,1,0.177,0.009,0.015,3
667,bonus,0.394,1.425,5.262,3.062,F2,n,e,nc,1,0.171,0.009,0.013,3
668,bonus,0.386,1.426,5.262,3.135,F2,n,e,nc,1,0.151,0.009,0.018,3
669,bonus,0.379,1.427,5.262,3.204,F2,n,e,nc,1,0.167,0.009,0.012,3
670,bonus,0.372,1.427,5.262,3.277,F2,n,e,nc,1,0.162,0.009,0.014,3
671,bonus,0.365,1.428,5.262,3.35,F2,n,e,nc,1,0.174,0.009,0.012,3
672,bonus,0.359,1.429,5.262,3.424,F2,n,e,nc,1,0.187,0.01,0.01,3
673,bonus,0.352,1.43,5.262,3.498,F2,n,e,nc,1,0.177,0.01,0.014,3
674,bonus,0.345,1.431,5.262,3.572,F2,n,e,nc,1,0.2,0.01,0.01,3
675,bonus,0.34,1.431,5.262,3.648,F2,n,e,nc,1,0.201,0.01,0.011,3
676,bonus,0.334,1.432,5.262,3.724,F2,n,e,nc,1,0.217,0.01,0.011,3
677,bonus,0.327,1.431,5.262,3.803,F2,n,e,nc,1,0.19,0.01,0.017,3
678,bonus,0.322,1.432,5.262,3.88,F2,n,e,nc,1,0.227,0.01,0.012,3
679,bonus,0.316,1.431,5.262,3.96,F2,n,e,nc,1,0.227,0.011,0.012,3
680,bonus,0.31,1.431,5.262,4.04,F2,n,e,nc,1,0.2,0.01,0.018,3
681,bonus,0.305,1.43,5.262,4.122,F2,n,e,nc,1,0.204,0.01,0.018,3
682,bonus,0.3,1.431,5.262,4.201,F2,n,e,nc,1,0.219,0.01,0.015,3
683,bonus,0.294,1.429,5.262,4.284,F2,n,e,nc,1,0.202,0.01,0.023,3
684,bonus,0.289,1.429,5.262,4.369,F2,n,e,nc,1,0.193,0.01,0.028,3
685,bonus,0.285,1.429,5.262,4.453,F2,n,e,nc,1,0.227,0.01,0.016,3
686,bonus,0.28,1.429,5.262,4.536,F2,n,e,nc,1,0.202,0.01,0.026,3
687,bonus,0.276,1.428,5.262,4.624,F2,n,e,nc,1,0.208,0.01,0.024,3
688,bonus,0.271,1.428,5.262,4.706,F2,n,e,nc,1,0.208,0.01,0.025,3
689,bonus,0.267,1.429,5.262,4.794,F2,n,e,nc,1,0.222,0.01,0.02,3
690,bonus,0.262,1.428,5.262,4.884,F2,n,e,nc,1,0.216,0.01,0.023,3
691,bonus,0.258,1.428,5.262,4.972,F2,n,e,nc,1,0.214,0.01,0.024,3
692,bonus,0.254,1.427,5.262,5.062,F2,n,e,nc,1,0.209,0.01,0.026,3
693,bonus,0.25,1.427,5.262,5.153,F2,n,e,nc,1,0.241,0.011,0.015,3
694,bonus,0.245,1.428,5.262,5.244,F2,n,e,nc,1,0.225,0.011,0.019,3
695,bonus,0.241,1.427,5.262,5.337,F2,n,e,nc,1,0.21,0.01,0.026,3
696,bonus,0.238,1.427,5.262,5.431,F2,n,e,nc,1,0.223,0.011,0.022,3
697,bonus,0.234,1.427,5.262,5.523,F2,n,e,nc,1,0.231,0.011,0.019,3
698,bonus,0.231,1.427,5.262,5.617,F2,n,e,nc,1,0.251,0.011,0.014,3
699,bonus,0.229,1.428,5.262,5.711,F2,n,e,nc,1,0.216,0.01,0.027,3
700,bonus,0.225,1.429,5.262,5.809,F2,n,e,nc,1,0.226,0.01,0.024,3
701,bonus,0.222,1.431,5.262,5.906,F2,n,e,nc,1,0.238,0.011,0.02,3
702,bonus,0.218,1.433,5.262,6.004,F2,n,e,nc,1,0.243,0.01,0.019,3
703,bonus,0.215,1.434,5.262,6.101,F2,n,e,nc,1,0.248,0.01,0.018,3
704,bonus,0.211,1.435,5.262,6.2,F2,n,e,nc,1,0.251,0.01,0.018,3
705,bonus,0.208,1.435,5.262,6.3,F2,n,e,nc,1,0.258,0.01,0.016,3
706,bonus,0.206,1.435,5.262,6.4,F2,n,e,nc,1,0.243,0.01,0.022,3
707,bonus,0.203,1.433,5.262,6.503,F2,n,e,nc,1,0.259,0.01,0.017,3
708,bonus,0.823,1.7,5.262,1.234,F2,n,e,nc,1,0.009,0.002,0.001,3
709,bonus,0.804,1.701,5.262,1.28,F2,n,e,nc,1,0.02,0.003,0.002,3
710,bonus,0.788,1.701,5.262,1.325,F2,n,e,nc,1,0.033,0.004,0.004,3
711,bonus,0.77,1.7,5.262,1.371,F2,n,e,nc,1,0.058,0.006,0.006,3
712,bonus,0.755,1.702,5.262,1.418,F2,n,e,nc,1,0.076,0.007,0.009,3
713,bonus,0.74,1.702,5.262,1.466,F2,n,e,nc,1,0.084,0.007,0.012,3
714,bonus,0.725,1.704,5.262,1.511,F2,n,e,nc,1,0.102,0.007,0.009,3
715,bonus,0.71,1.703,5.262,1.562,F2,n,e,nc,1,0.09,0.007,0.008,3
716,bonus,0.694,1.704,5.262,1.611,F2,n,e,nc,1,0.081,0.006,0.007,3
717,bonus,0.68,1.704,5.262,1.665,F2,n,e,nc,1,0.06,0.005,0.006,3
718,bonus,0.668,1.705,5.262,1.714,F2,n,e,nc,1,0.06,0.005,0.005,3
719,bonus,0.652,1.705,5.262,1.77,F2,n,e,nc,1,0.063,0.005,0.005,3
720,bonus,0.639,1.706,5.262,1.823,F2,n,e,nc,1,0.067,0.006,0.005,3
721,bonus,0.626,1.707,5.262,1.877,F2,n,e,nc,1,0.068,0.006,0.005,3
722,bonus,0.617,1.705,5.262,1.931,F2,n,e,nc,1,0.068,0.006,0.005,3
723,bonus,0.603,1.705,5.262,1.987,F2,n,e,nc,1,0.076,0.006,0.005,3
724,bonus,0.59,1.705,5.262,2.046,F2,n,e,nc,1,0.078,0.007,0.005,3
725,bonus,0.579,1.705,5.262,2.101,F2,n,e,nc,1,0.083,0.007,0.006,3
726,bonus,0.568,1.704,5.262,2.161,F2,n,e,nc,1,0.092,0.007,0.009,3
727,bonus,0.557,1.704,5.262,2.221,F2,n,e,nc,1,0.107,0.008,0.009,3
728,bonus,0.546,1.704,5.262,2.28,F2,n,e,nc,1,0.115,0.008,0.008,3
729,bonus,0.535,1.704,5.262,2.344,F2,n,e,nc,1,0.12,0.008,0.007,3
730,bonus,0.526,1.704,5.262,2.404,F2,n,e,nc,1,0.122,0.008,0.008,3
731,bonus,0.516,1.704,5.262,2.466,F2,n,e,nc,1,0.109,0.007,0.006,3
732,bonus,0.506,1.704,5.262,2.528,F2,n,e,nc,1,0.105,0.007,0.007,3
733,bonus,0.496,1.704,5.262,2.592,F2,n,e,nc,1,0.118,0.008,0.007,3
734,bonus,0.487,1.703,5.262,2.658,F2,n,e,nc,1,0.121,0.008,0.008,3
735,bonus,0.478,1.704,5.262,2.723,F2,n,e,nc,1,0.121,0.008,0.013,3
736,bonus,0.469,1.703,5.262,2.789,F2,n,e,nc,1,0.127,0.008,0.02,3
737,bonus,0.461,1.703,5.262,2.857,F2,n,e,nc,1,0.149,0.009,0.02,3
738,bonus,0.453,1.704,5.262,2.926,F2,n,e,nc,1,0.167,0.009,0.013,3
739,bonus,0.444,1.704,5.262,2.995,F2,n,e,nc,1,0.137,0.008,0.02,3
740,bonus,0.437,1.704,5.262,3.061,F2,n,e,nc,1,0.139,0.008,0.015,3
741,bonus,0.429,1.704,5.262,3.134,F2,n,e,nc,1,0.144,0.008,0.011,3
742,bonus,0.422,1.703,5.262,3.205,F2,n,e,nc,1,0.143,0.008,0.011,3
743,bonus,0.413,1.704,5.262,3.275,F2,n,e,nc,1,0.15,0.009,0.01,3
744,bonus,0.407,1.704,5.262,3.348,F2,n,e,nc,1,0.132,0.008,0.018,3
745,bonus,0.4,1.704,5.262,3.424,F2,n,e,nc,1,0.178,0.009,0.01,3
746,bonus,0.393,1.704,5.262,3.498,F2,n,e,nc,1,0.162,0.009,0.01,3
747,bonus,0.387,1.704,5.262,3.573,F2,n,e,nc,1,0.162,0.009,0.012,3
748,bonus,0.381,1.705,5.262,3.646,F2,n,e,nc,1,0.176,0.01,0.01,3
749,bonus,0.373,1.704,5.262,3.726,F2,n,e,nc,1,0.19,0.01,0.01,3
750,bonus,0.367,1.704,5.262,3.803,F2,n,e,nc,1,0.187,0.01,0.01,3
751,bonus,0.361,1.704,5.262,3.88,F2,n,e,nc,1,0.164,0.009,0.018,3
752,bonus,0.355,1.704,5.262,3.96,F2,n,e,nc,1,0.185,0.01,0.013,3
753,bonus,0.348,1.703,5.262,4.044,F2,n,e,nc,1,0.202,0.01,0.011,3
754,bonus,0.343,1.702,5.262,4.122,F2,n,e,nc,1,0.185,0.01,0.016,3
755,bonus,0.337,1.703,5.262,4.201,F2,n,e,nc,1,0.199,0.01,0.013,3
756,bonus,0.332,1.704,5.262,4.285,F2,n,e,nc,1,0.185,0.01,0.02,3
757,bonus,0.328,1.704,5.262,4.369,F2,n,e,nc,1,0.197,0.01,0.016,3
758,bonus,0.323,1.704,5.262,4.452,F2,n,e,nc,1,0.204,0.01,0.015,3
759,bonus,0.318,1.704,5.262,4.538,F2,n,e,nc,1,0.209,0.01,0.014,3
760,bonus,0.313,1.705,5.262,4.622,F2,n,e,nc,1,0.213,0.011,0.014,3
761,bonus,0.307,1.705,5.262,4.709,F2,n,e,nc,1,0.21,0.01,0.015,3
762,bonus,0.303,1.707,5.262,4.797,F2,n,e,nc,1,0.197,0.01,0.021,3
763,bonus,0.298,1.707,5.262,4.884,F2,n,e,nc,1,0.205,0.01,0.018,3
764,bonus,0.293,1.707,5.262,4.974,F2,n,e,nc,1,0.222,0.011,0.013,3
765,bonus,0.29,1.708,5.262,5.061,F2,n,e,nc,1,0.209,0.01,0.017,3
766,bonus,0.285,1.709,5.262,5.152,F2,n,e,nc,1,0.206,0.01,0.018,3
767,bonus,0.281,1.709,5.262,5.244,F2,n,e,nc,1,0.215,0.01,0.015,3
768,bonus,0.276,1.71,5.262,5.336,F2,n,e,nc,1,0.207,0.01,0.019,3
769,bonus,0.273,1.71,5.262,5.428,F2,n,e,nc,1,0.219,0.01,0.015,3
770,bonus,0.268,1.71,5.262,5.522,F2,n,e,nc,1,0.214,0.01,0.018,3
771,bonus,0.264,1.71,5.262,5.616,F2,n,e,nc,1,0.239,0.01,0.013,3
772,bonus,0.26,1.71,5.262,5.712,F2,n,e,nc,1,0.209,0.01,0.023,3
773,bonus,0.257,1.709,5.262,5.81,F2,n,e,nc,1,0.228,0.01,0.016,3
774,bonus,0.253,1.708,5.262,5.905,F2,n,e,nc,1,0.233,0.01,0.016,3
775,bonus,0.25,1.708,5.262,6.001,F2,n,e,nc,1,0.245,0.01,0.013,3
776,bonus,0.246,1.708,5.262,6.1,F2,n,e,nc,1,0.233,0.01,0.017,3
777,bonus,0.242,1.708,5.262,6.2,F2,n,e,nc,1,0.23,0.01,0.019,3
778,bonus,0.239,1.707,5.262,6.3,F2,n,e,nc,1,0.243,0.015,0.015,3
779,bonus,0.847,2.032,5.262,1.234,F2,n,e,nc,1,0.006,0.001,0.001,3
780,bonus,0.829,2.032,5.262,1.282,F2,n,e,nc,1,0.015,0.003,0.002,3
781,bonus,0.816,2.032,5.262,1.323,F2,n,e,nc,1,0.029,0.004,0.004,3
782,bonus,0.802,2.032,5.262,1.368,F2,n,e,nc,1,0.039,0.005,0.005,3
783,bonus,0.787,2.031,5.262,1.416,F2,n,e,nc,1,0.049,0.006,0.009,3
784,bonus,0.773,2.032,5.262,1.463,F2,n,e,nc,1,0.051,0.006,0.015,3
785,bonus,0.759,2.031,5.262,1.511,F2,n,e,nc,1,0.062,0.006,0.01,3
786,bonus,0.745,2.032,5.262,1.562,F2,n,e,nc,1,0.07,0.006,0.007,3
787,bonus,0.731,2.031,5.262,1.615,F2,n,e,nc,1,0.062,0.006,0.006,3
788,bonus,0.716,2.032,5.262,1.664,F2,n,e,nc,1,0.057,0.006,0.005,3
789,bonus,0.705,2.033,5.262,1.717,F2,n,e,nc,1,0.044,0.005,0.005,3
790,bonus,0.693,2.031,5.262,1.767,F2,n,e,nc,1,0.049,0.005,0.004,3
791,bonus,0.679,2.035,5.262,1.825,F2,n,e,nc,1,0.045,0.005,0.004,3
792,bonus,0.667,2.033,5.262,1.878,F2,n,e,nc,1,0.052,0.006,0.004,3
793,bonus,0.655,2.033,5.262,1.931,F2,n,e,nc,1,0.061,0.006,0.006,3
794,bonus,0.643,2.034,5.262,1.99,F2,n,e,nc,1,0.053,0.006,0.004,3
795,bonus,0.633,2.035,5.262,2.046,F2,n,e,nc,1,0.066,0.007,0.005,3
796,bonus,0.622,2.033,5.262,2.104,F2,n,e,nc,1,0.059,0.006,0.007,3
797,bonus,0.61,2.033,5.262,2.162,F2,n,e,nc,1,0.079,0.007,0.006,3
798,bonus,0.6,2.033,5.262,2.221,F2,n,e,nc,1,0.091,0.008,0.007,3
799,bonus,0.59,2.032,5.262,2.282,F2,n,e,nc,1,0.088,0.008,0.008,3
800,bonus,0.58,2.034,5.262,2.341,F2,n,e,nc,1,0.101,0.008,0.007,3
801,bonus,0.57,2.034,5.262,2.402,F2,n,e,nc,1,0.086,0.007,0.006,3
802,bonus,0.559,2.032,5.262,2.467,F2,n,e,nc,1,0.079,0.007,0.008,3
803,bonus,0.55,2.034,5.262,2.532,F2,n,e,nc,1,0.09,0.008,0.006,3
804,bonus,0.541,2.033,5.262,2.594,F2,n,e,nc,1,0.097,0.008,0.006,3
805,bonus,0.531,2.033,5.262,2.658,F2,n,e,nc,1,0.102,0.008,0.006,3
806,bonus,0.522,2.033,5.262,2.723,F2,n,e,nc,1,0.123,0.009,0.007,3
807,bonus,0.512,2.034,5.262,2.791,F2,n,e,nc,1,0.114,0.008,0.014,3
808,bonus,0.505,2.035,5.262,2.857,F2,n,e,nc,1,0.116,0.009,0.022,3
809,bonus,0.496,2.033,5.262,2.925,F2,n,e,nc,1,0.132,0.009,0.014,3
810,bonus,0.489,2.033,5.262,2.995,F2,n,e,nc,1,0.11,0.008,0.019,3
811,bonus,0.481,2.033,5.262,3.062,F2,n,e,nc,1,0.125,0.009,0.01,3
812,bonus,0.473,2.033,5.262,3.132,F2,n,e,nc,1,0.136,0.009,0.007,3
813,bonus,0.464,2.033,5.262,3.202,F2,n,e,nc,1,0.126,0.009,0.008,3
814,bonus,0.457,2.033,5.262,3.275,F2,n,e,nc,1,0.131,0.009,0.008,3
815,bonus,0.45,2.033,5.262,3.349,F2,n,e,nc,1,0.138,0.009,0.007,3
816,bonus,0.443,2.034,5.262,3.422,F2,n,e,nc,1,0.13,0.009,0.009,3
817,bonus,0.436,2.033,5.262,3.495,F2,n,e,nc,1,0.145,0.01,0.008,3
818,bonus,0.429,2.033,5.262,3.572,F2,n,e,nc,1,0.153,0.01,0.008,3
819,bonus,0.422,2.034,5.262,3.648,F2,n,e,nc,1,0.156,0.01,0.008,3
820,bonus,0.416,2.034,5.262,3.724,F2,n,e,nc,1,0.168,0.01,0.009,3
821,bonus,0.41,2.035,5.262,3.802,F2,n,e,nc,1,0.173,0.01,0.01,3
822,bonus,0.403,2.037,5.262,3.884,F2,n,e,nc,1,0.151,0.01,0.012,3
823,bonus,0.397,2.038,5.262,3.961,F2,n,e,nc,1,0.158,0.01,0.011,3
824,bonus,0.392,2.039,5.262,4.041,F2,n,e,nc,1,0.154,0.01,0.014,3
825,bonus,0.386,2.04,5.262,4.122,F2,n,e,nc,1,0.185,0.011,0.01,3
826,bonus,0.379,2.041,5.262,4.201,F2,n,e,nc,1,0.175,0.01,0.011,3
827,bonus,0.374,2.041,5.262,4.285,F2,n,e,nc,1,0.152,0.01,0.021,3
828,bonus,0.368,2.041,5.262,4.368,F2,n,e,nc,1,0.188,0.01,0.01,3
829,bonus,0.363,2.042,5.262,4.454,F2,n,e,nc,1,0.168,0.01,0.017,3
830,bonus,0.357,2.041,5.262,4.538,F2,n,e,nc,1,0.182,0.01,0.013,3
831,bonus,0.351,2.04,5.262,4.623,F2,n,e,nc,1,0.17,0.01,0.019,3
832,bonus,0.347,2.039,5.262,4.707,F2,n,e,nc,1,0.172,0.01,0.019,3
833,bonus,0.342,2.039,5.262,4.797,F2,n,e,nc,1,0.18,0.01,0.016,3
834,bonus,0.336,2.039,5.262,4.885,F2,n,e,nc,1,0.187,0.01,0.015,3
835,bonus,0.331,2.04,5.262,4.973,F2,n,e,nc,1,0.179,0.01,0.018,3
836,bonus,0.326,2.04,5.262,5.062,F2,n,e,nc,1,0.184,0.01,0.017,3
837,bonus,0.322,2.04,5.262,5.152,F2,n,e,nc,1,0.175,0.01,0.021,3
838,bonus,0.318,2.04,5.262,5.245,F2,n,e,nc,1,0.194,0.01,0.014,3
839,bonus,0.313,2.039,5.262,5.337,F2,n,e,nc,1,0.197,0.01,0.013,3
840,bonus,0.307,2.037,5.262,5.428,F2,n,e,nc,1,0.197,0.011,0.014,3
841,bonus,0.304,2.036,5.262,5.52,F2,n,e,nc,1,0.202,0.011,0.014,3
842,bonus,0.3,2.036,5.262,5.618,F2,n,e,nc,1,0.225,0.011,0.011,3
843,bonus,0.296,2.034,5.262,5.714,F2,n,e,nc,1,0.211,0.011,0.013,3
844,bonus,0.291,2.034,5.262,5.807,F2,n,e,nc,1,0.235,0.012,0.012,3
845,bonus,0.287,2.033,5.262,5.904,F2,n,e,nc,1,0.22,0.012,0.013,3
846,bonus,0.282,2.034,5.262,6.002,F2,n,e,nc,1,0.198,0.016,0.021,3
847,bonus,0.868,2.42,5.262,1.232,F2,n,e,nc,1,0.007,0.001,0.002,3
848,bonus,0.854,2.421,5.262,1.281,F2,n,e,nc,1,0.009,0.002,0.001,3
849,bonus,0.84,2.419,5.262,1.329,F2,n,e,nc,1,0.018,0.004,0.003,3
850,bonus,0.83,2.417,5.262,1.368,F2,n,e,nc,1,0.03,0.005,0.004,3
851,bonus,0.815,2.415,5.262,1.415,F2,n,e,nc,1,0.035,0.005,0.008,3
852,bonus,0.801,2.417,5.262,1.465,F2,n,e,nc,1,0.057,0.007,0.007,3
853,bonus,0.788,2.416,5.262,1.516,F2,n,e,nc,1,0.043,0.006,0.009,3
854,bonus,0.777,2.42,5.262,1.56,F2,n,e,nc,1,0.044,0.006,0.006,3
855,bonus,0.764,2.416,5.262,1.611,F2,n,e,nc,1,0.043,0.006,0.004,3
856,bonus,0.751,2.416,5.262,1.665,F2,n,e,nc,1,0.036,0.005,0.004,3
857,bonus,0.739,2.417,5.262,1.718,F2,n,e,nc,1,0.035,0.005,0.003,3
858,bonus,0.727,2.418,5.262,1.767,F2,n,e,nc,1,0.035,0.005,0.003,3
859,bonus,0.717,2.419,5.262,1.824,F2,n,e,nc,1,0.028,0.005,0.005,3
860,bonus,0.705,2.417,5.262,1.875,F2,n,e,nc,1,0.038,0.005,0.003,3
861,bonus,0.693,2.418,5.262,1.934,F2,n,e,nc,1,0.036,0.006,0.004,3
862,bonus,0.683,2.422,5.262,1.989,F2,n,e,nc,1,0.042,0.006,0.003,3
863,bonus,0.675,2.417,5.262,2.044,F2,n,e,nc,1,0.039,0.006,0.005,3
864,bonus,0.66,2.419,5.262,2.108,F2,n,e,nc,1,0.046,0.006,0.005,3
865,bonus,0.651,2.419,5.262,2.164,F2,n,e,nc,1,0.062,0.007,0.005,3
866,bonus,0.642,2.421,5.262,2.22,F2,n,e,nc,1,0.073,0.008,0.005,3
867,bonus,0.632,2.422,5.262,2.282,F2,n,e,nc,1,0.085,0.008,0.006,3
868,bonus,0.621,2.421,5.262,2.341,F2,n,e,nc,1,0.063,0.007,0.008,3
