,exp,target,current,lepton beam,units,obs,x,Q2,w2,value,%stat_u,%*syst_u,%*norm_c
489,jlcee96,p,e,nc,1,f2,0.7185653,2.4,1.819989,0.05604794,2.05049819850649,2.83,1.26
490,jlcee96,p,e,nc,1,f2,0.7249811,2.4,1.790431,0.05485785,1.73660178078434,2.83,1.26
491,jlcee96,p,e,nc,1,f2,0.7315125,2.4,1.760874,0.05441684,1.64677533645835,2.83,1.26
492,jlcee96,p,e,nc,1,f2,0.7381627,2.4,1.731315,0.05345717,1.66897087892981,2.83,1.26
493,jlcee96,p,e,nc,1,f2,0.744935,2.4,1.701758,0.05201824,1.69239905079449,2.83,1.26
494,jlcee96,p,e,nc,1,f2,0.7518327,2.4,1.6722,0.05229117,1.70069898990594,2.83,1.26
495,jlcee96,p,e,nc,1,f2,0.7588593,2.4,1.642642,0.05398073,1.70294232775289,2.83,1.26
496,jlcee96,p,e,nc,1,f2,0.7660183,2.4,1.613084,0.05669891,1.7343523887849,2.83,1.26
497,jlcee96,p,e,nc,1,f2,0.7733141,2.4,1.583526,0.06145755,1.74798539805117,2.83,1.26
498,jlcee96,p,e,nc,1,f2,0.7807497,2.4,1.553968,0.06670265,1.759122013893,2.83,1.26
499,jlcee96,p,e,nc,1,f2,0.7883301,2.4,1.52441,0.07257022,1.68857280575972,2.83,1.26
500,jlcee96,p,e,nc,1,f2,0.7960588,2.4,1.494853,0.07361348,1.2126227424651,2.83,1.26
501,jlcee96,p,e,nc,1,f2,0.803941,2.4,1.465294,0.07174923,1.23478119556126,2.83,1.26
502,jlcee96,p,e,nc,1,f2,0.8119804,2.4,1.435736,0.06058123,1.26880966266284,2.83,1.26
503,jlcee96,p,e,nc,1,f2,0.8201824,2.4,1.406178,0.04299573,1.29003624313391,2.83,1.26
504,jlcee96,p,e,nc,1,f2,0.8285516,2.4,1.376621,0.02962638,1.323117437905,2.83,1.26
505,jlcee96,p,e,nc,1,f2,0.8370937,2.4,1.347063,0.01846152,1.36320248820249,2.83,1.26
506,jlcee96,p,e,nc,1,f2,0.8458135,2.4,1.317505,0.01101071,1.41336934675421,2.83,1.26
507,jlcee96,p,e,nc,1,f2,0.854717,2.4,1.287947,0.006293335,1.47839627161116,2.83,1.26
508,jlcee96,p,e,nc,1,f2,0.8638098,2.4,1.258389,0.003089027,1.54896218129528,2.83,1.26
509,jlcee96,p,e,nc,1,f2,0.8730983,2.4,1.228831,0.001567712,1.62600783817436,2.83,1.26
510,jlcee96,p,e,nc,1,f2,0.8825889,2.4,1.199273,0.0005045354,1.78300947763031,2.83,1.26
511,jlcee96,p,e,nc,1,f2,0.4808867,3.3,4.442324,0.1842901,1.60721601431656,2.83,1.26
512,jlcee96,p,e,nc,1,f2,0.4835367,3.3,4.404715,0.17837,1.64013062734765,2.83,1.26
513,jlcee96,p,e,nc,1,f2,0.4862161,3.3,4.367105,0.1754776,1.65674365275112,2.83,1.26
514,jlcee96,p,e,nc,1,f2,0.4889254,3.3,4.329496,0.1736946,1.66580768774619,2.83,1.26
515,jlcee96,p,e,nc,1,f2,0.491665,3.3,4.291887,0.1721124,1.66119408014762,2.83,1.26
516,jlcee96,p,e,nc,1,f2,0.4944355,3.3,4.254278,0.1746479,1.68447659548154,2.83,1.26
517,jlcee96,p,e,nc,1,f2,0.4972374,3.3,4.216669,0.1710997,1.68316601373351,2.83,1.26
518,jlcee96,p,e,nc,1,f2,0.5000712,3.3,4.17906,0.1634559,1.72489582817139,2.83,1.26
519,jlcee96,p,e,nc,1,f2,0.5029376,3.3,4.141451,0.1712343,1.70006651704711,2.83,1.26
520,jlcee96,p,e,nc,1,f2,0.5058369,3.3,4.103842,0.1748939,1.70196845058633,2.83,1.26
521,jlcee96,p,e,nc,1,f2,0.5087699,3.3,4.066233,0.1708153,1.71731981854085,2.83,1.26
522,jlcee96,p,e,nc,1,f2,0.5117371,3.3,4.028624,0.1636224,1.74158672651177,2.83,1.26
523,jlcee96,p,e,nc,1,f2,0.5147392,3.3,3.991014,0.1656071,1.69068174009448,2.83,1.26
524,jlcee96,p,e,nc,1,f2,0.5177765,3.3,3.953406,0.1637556,1.21218449933926,2.83,1.26
525,jlcee96,p,e,nc,1,f2,0.5208502,3.3,3.915796,0.1565228,1.23704342115015,2.83,1.26
526,jlcee96,p,e,nc,1,f2,0.5239603,3.3,3.878187,0.1606413,1.23686312299515,2.83,1.26
527,jlcee96,p,e,nc,1,f2,0.5271079,3.3,3.840577,0.1536073,1.25950459385719,2.83,1.26
528,jlcee96,p,e,nc,1,f2,0.5302935,3.3,3.802969,0.1529672,1.26108211433562,2.83,1.26
529,jlcee96,p,e,nc,1,f2,0.5367817,3.3,3.727751,0.1545974,1.73094696288553,2.83,1.26
530,jlcee96,p,e,nc,1,f2,0.5400857,3.3,3.690141,0.1451751,1.75060668117329,2.83,1.26
531,jlcee96,p,e,nc,1,f2,0.5434306,3.3,3.652533,0.1503519,1.75276933646998,2.83,1.26
532,jlcee96,p,e,nc,1,f2,0.5468172,3.3,3.614923,0.1466036,1.75982513389849,2.83,1.26
533,jlcee96,p,e,nc,1,f2,0.5502462,3.3,3.577314,0.1413657,1.79773452824837,2.83,1.26
534,jlcee96,p,e,nc,1,f2,0.5537187,3.3,3.539705,0.1402435,1.80319373090375,2.83,1.26
535,jlcee96,p,e,nc,1,f2,0.5572352,3.3,3.502095,0.1403825,1.80568375687853,2.83,1.26
536,jlcee96,p,e,nc,1,f2,0.5607966,3.3,3.464487,0.133993,1.83340323748256,2.83,1.26
537,jlcee96,p,e,nc,1,f2,0.5644039,3.3,3.426877,0.1347543,1.44922722317581,2.83,1.26
538,jlcee96,p,e,nc,1,f2,0.5680577,3.3,3.389269,0.1301517,1.26793733773742,2.83,1.26
539,jlcee96,p,e,nc,1,f2,0.5717593,3.3,3.351659,0.1241581,1.29637695808811,2.83,1.26
540,jlcee96,p,e,nc,1,f2,0.5755094,3.3,3.31405,0.1263211,1.29260353179318,2.83,1.26
541,jlcee96,p,e,nc,1,f2,0.5793091,3.3,3.276441,0.1233446,1.31119643664984,2.83,1.26
542,jlcee96,p,e,nc,1,f2,0.5831591,3.3,3.238832,0.1218071,1.31658745672461,2.83,1.26
543,jlcee96,p,e,nc,1,f2,0.5870609,3.3,3.201223,0.1193767,1.63240314064637,2.83,1.26
544,jlcee96,p,e,nc,1,f2,0.591015,3.3,3.163614,0.1210578,1.77839841794581,2.83,1.26
545,jlcee96,p,e,nc,1,f2,0.595023,3.3,3.126005,0.1192372,1.77841898333741,2.83,1.26
546,jlcee96,p,e,nc,1,f2,0.5990855,3.3,3.088396,0.117504,1.79411679602397,2.83,1.26
547,jlcee96,p,e,nc,1,f2,0.603204,3.3,3.050786,0.1245402,1.79193625833265,2.83,1.26
548,jlcee96,p,e,nc,1,f2,0.6073793,3.3,3.013178,0.1276069,1.80070199965676,2.83,1.26
549,jlcee96,p,e,nc,1,f2,0.6116131,3.3,2.975568,0.1339442,1.80929297423853,2.83,1.26
550,jlcee96,p,e,nc,1,f2,0.6159062,3.3,2.937959,0.1310276,1.83089974936578,2.83,1.26
551,jlcee96,p,e,nc,1,f2,0.62026,3.3,2.90035,0.1282244,1.84803438347148,2.83,1.26
552,jlcee96,p,e,nc,1,f2,0.6246758,3.3,2.862741,0.1228696,1.86162158906678,2.83,1.26
553,jlcee96,p,e,nc,1,f2,0.6291549,3.3,2.825132,0.1142569,1.88339960212469,2.83,1.26
554,jlcee96,p,e,nc,1,f2,0.6336986,3.3,2.787523,0.1048154,1.91947748136247,2.83,1.26
555,jlcee96,p,e,nc,1,f2,0.6429861,3.3,2.712304,0.09213066,1.32742672200546,2.83,1.26
556,jlcee96,p,e,nc,1,f2,0.6477325,3.3,2.674695,0.08942421,1.35915654161217,2.83,1.26
557,jlcee96,p,e,nc,1,f2,0.6525497,3.3,2.637086,0.08418639,1.3767759848118,2.83,1.26
558,jlcee96,p,e,nc,1,f2,0.6574391,3.3,2.599477,0.08271017,1.39459633561387,2.83,1.26
559,jlcee96,p,e,nc,1,f2,0.6624022,3.3,2.561868,0.07937957,1.50655892945754,2.83,1.26
560,jlcee96,p,e,nc,1,f2,0.6674408,3.3,2.524259,0.07755484,1.84112429346769,2.83,1.26
561,jlcee96,p,e,nc,1,f2,0.6725567,3.3,2.48665,0.07426572,1.84047767933846,2.83,1.26
562,jlcee96,p,e,nc,1,f2,0.6777516,3.3,2.449041,0.07690418,1.87186964349662,2.83,1.26
563,jlcee96,p,e,nc,1,f2,0.6830274,3.3,2.411431,0.07354215,1.87156345034786,2.83,1.26
564,jlcee96,p,e,nc,1,f2,0.688386,3.3,2.373822,0.07176776,1.8777595956736,2.83,1.26
565,jlcee96,p,e,nc,1,f2,0.6938293,3.3,2.336213,0.07287752,1.90908664290442,2.83,1.26
566,jlcee96,p,e,nc,1,f2,0.6993595,3.3,2.298604,0.0823382,1.90222521259877,2.83,1.26
567,jlcee96,p,e,nc,1,f2,0.7049783,3.3,2.260995,0.09011073,1.92623231439807,2.83,1.26
568,jlcee96,p,e,nc,1,f2,0.7106883,3.3,2.223386,0.09573284,1.97203070545071,2.83,1.26
569,jlcee96,p,e,nc,1,f2,0.7164915,3.3,2.185777,0.09150773,1.99706735157784,2.83,1.26
570,jlcee96,p,e,nc,1,f2,0.7223904,3.3,2.148167,0.08490416,2.01769029927391,2.83,1.26
571,jlcee96,p,e,nc,1,f2,0.7283871,3.3,2.110558,0.06976814,2.06535819931562,2.83,1.26
572,jlcee96,p,e,nc,1,f2,0.7344842,3.3,2.072949,0.05960609,2.12483657290723,2.83,1.26
573,jlcee96,p,e,nc,1,f2,0.7406842,3.3,2.03534,0.0510632,2.20588408090366,2.83,1.26
574,jlcee96,p,e,nc,1,f2,0.7534037,3.3,1.960122,0.04552862,1.33093667236125,2.83,1.26
575,jlcee96,p,e,nc,1,f2,0.7599286,3.3,1.922513,0.04182158,1.36446805692181,2.83,1.26
576,jlcee96,p,e,nc,1,f2,0.7665677,3.3,1.884904,0.04120824,1.38595970126363,2.83,1.26
577,jlcee96,p,e,nc,1,f2,0.7733237,3.3,1.847295,0.03135952,1.42545007066435,2.83,1.26
578,jlcee96,p,e,nc,1,f2,0.7801999,3.3,1.809685,0.02987199,1.44436845352452,2.83,1.26
579,jlcee96,p,e,nc,1,f2,0.7871994,3.3,1.772077,0.02921962,1.46977510316698,2.83,1.26
580,jlcee96,p,e,nc,1,f2,0.8015821,3.3,1.696859,0.02546464,1.76141386644382,2.83,1.26
581,jlcee96,p,e,nc,1,f2,0.8089725,3.3,1.659249,0.02842075,1.73584757615475,2.83,1.26
582,jlcee96,p,e,nc,1,f2,0.8165002,3.3,1.62164,0.03006662,1.71568437024182,2.83,1.26
583,jlcee96,p,e,nc,1,f2,0.8241696,3.3,1.58403,0.03196395,1.72825386099027,2.83,1.26
584,jlcee96,p,e,nc,1,f2,0.8319842,3.3,1.546422,0.03714629,1.74698038485135,2.83,1.26
585,jlcee96,p,e,nc,1,f2,0.8399485,3.3,1.508812,0.03801298,1.81391330014116,2.83,1.26
586,jlcee96,p,e,nc,1,f2,0.8480666,3.3,1.471203,0.03914836,1.86107004226997,2.83,1.26
587,jlcee96,p,e,nc,1,f2,0.8563434,3.3,1.433594,0.02967302,1.9945219596792,2.83,1.26
588,jlcee96,p,e,nc,1,f2,0.8647832,3.3,1.395985,0.01841625,2.16150519242517,2.83,1.26
589,jlcee96,p,e,nc,1,f2,0.873391,3.3,1.358376,0.009771796,2.40690964076614,2.83,1.26
590,jlcee96,p,e,nc,1,f2,0.882172,3.3,1.320767,0.006610329,2.64764885378625,2.83,1.26
591,jlcee96,p,e,nc,1,f2,0.8911313,3.3,1.283158,0.003257506,2.89301048102444,2.83,1.26
592,jlcee96,p,e,nc,1,f2,0.9002746,3.3,1.245548,0.00152785,3.20638544359721,2.83,1.26
593,jlcee96,p,e,nc,1,f2,0.9096072,3.3,1.20794,0.0004577826,3.69993529679809,2.83,1.26
594,jlcee96,p,e,nc,1,f2,0.4411385,3.0,4.680586,0.2264305,2.4248354351556,2.83,1.26
595,jlcee96,p,e,nc,1,f2,0.4441009,3.0,4.635222,0.2277492,2.1729419905756,2.83,1.26
596,jlcee96,p,e,nc,1,f2,0.4471032,3.0,4.58986,0.2151864,2.14241048690809,2.83,1.26
597,jlcee96,p,e,nc,1,f2,0.4501466,3.0,4.544496,0.214311,2.11354106882055,2.83,1.26
598,jlcee96,p,e,nc,1,f2,0.4532315,3.0,4.499133,0.2113163,2.07769869148759,2.83,1.26
599,jlcee96,p,e,nc,1,f2,0.4563591,3.0,4.45377,0.2020501,2.05391484587239,2.83,1.26
600,jlcee96,p,e,nc,1,f2,0.4595303,3.0,4.408406,0.1994071,2.03478461900303,2.83,1.26
601,jlcee96,p,e,nc,1,f2,0.4627457,3.0,4.363043,0.1958219,2.01891923222071,2.83,1.26
602,jlcee96,p,e,nc,1,f2,0.4660064,3.0,4.31768,0.1901091,2.007623517233,2.83,1.26
603,jlcee96,p,e,nc,1,f2,0.4693134,3.0,4.272317,0.1939527,1.99877341228042,2.83,1.26
604,jlcee96,p,e,nc,1,f2,0.4726677,3.0,4.226954,0.1869656,2.01282160996461,2.83,1.26
605,jlcee96,p,e,nc,1,f2,0.4760703,3.0,4.18159,0.1869352,2.01703264018762,2.83,1.26
606,jlcee96,p,e,nc,1,f2,0.4795222,3.0,4.136227,0.1732451,2.03612685149537,2.83,1.26
607,jlcee96,p,e,nc,1,f2,0.4830247,3.0,4.090863,0.1776887,2.04013817423393,2.83,1.26
608,jlcee96,p,e,nc,1,f2,0.4865786,3.0,4.0455,0.1789304,2.0609354251709,2.83,1.26
609,jlcee96,p,e,nc,1,f2,0.4901851,3.0,4.000136,0.177308,2.07475692016153,2.83,1.26
610,jlcee96,p,e,nc,1,f2,0.4938455,3.0,3.954774,0.1761114,2.10028481972206,2.83,1.26
611,jlcee96,p,e,nc,1,f2,0.4975611,3.0,3.90941,0.1799787,2.15094730654239,2.83,1.26
612,jlcee96,p,e,nc,1,f2,0.5013329,3.0,3.864047,0.1774552,2.18848982729162,2.83,1.26
613,jlcee96,p,e,nc,1,f2,0.5051624,3.0,3.818684,0.1809374,2.20168246034264,2.83,1.26
614,jlcee96,p,e,nc,1,f2,0.5090509,3.0,3.773321,0.1760593,2.08577848486277,2.83,1.26
615,jlcee96,p,e,nc,1,f2,0.5129997,3.0,3.727957,0.1736531,1.75916352774583,2.83,1.26
616,jlcee96,p,e,nc,1,f2,0.5170102,3.0,3.682594,0.1683725,1.72874252030468,2.83,1.26
617,jlcee96,p,e,nc,1,f2,0.5210838,3.0,3.637231,0.1655568,1.70741401138461,2.83,1.26
618,jlcee96,p,e,nc,1,f2,0.5252223,3.0,3.591867,0.1660874,1.70967695321861,2.83,1.26
619,jlcee96,p,e,nc,1,f2,0.529427,3.0,3.546504,0.1545061,1.72484710959632,2.83,1.26
620,jlcee96,p,e,nc,1,f2,0.5336995,3.0,3.501141,0.1572443,1.70713342232437,2.83,1.26
621,jlcee96,p,e,nc,1,f2,0.5380416,3.0,3.455777,0.1487444,1.73501859565806,2.83,1.26
622,jlcee96,p,e,nc,1,f2,0.5424549,3.0,3.410414,0.1466259,2.12731243252386,2.83,1.26
623,jlcee96,p,e,nc,1,f2,0.5469412,3.0,3.365051,0.1372313,2.13570009174292,2.83,1.26
624,jlcee96,p,e,nc,1,f2,0.5515022,3.0,3.319688,0.1340653,2.12946228442408,2.83,1.26
625,jlcee96,p,e,nc,1,f2,0.5561401,3.0,3.274324,0.1329278,2.14317772505074,2.83,1.26
626,jlcee96,p,e,nc,1,f2,0.5608566,3.0,3.228961,0.1304555,2.12439950787817,2.83,1.26
627,jlcee96,p,e,nc,1,f2,0.5656538,3.0,3.183598,0.131213,2.15213584019876,2.83,1.26
628,jlcee96,p,e,nc,1,f2,0.5705338,3.0,3.138235,0.1369066,2.13163864999934,2.83,1.26
629,jlcee96,p,e,nc,1,f2,0.5754986,3.0,3.092871,0.1293363,2.14967337089433,2.83,1.26
630,jlcee96,p,e,nc,1,f2,0.5805507,3.0,3.047507,0.1320731,2.18794061773366,2.83,1.26
631,jlcee96,p,e,nc,1,f2,0.5856921,3.0,3.002145,0.1469762,2.16480355322835,2.83,1.26
632,jlcee96,p,e,nc,1,f2,0.5909256,3.0,2.956781,0.153714,2.1982714651886,2.83,1.26
633,jlcee96,p,e,nc,1,f2,0.5962534,3.0,2.911418,0.1420191,2.27227394061785,2.83,1.26
634,jlcee96,p,e,nc,1,f2,0.6016781,3.0,2.866055,0.132481,2.30475992783871,2.83,1.26
635,jlcee96,p,e,nc,1,f2,0.6072025,3.0,2.820692,0.1279615,2.36059049010835,2.83,1.26
636,jlcee96,p,e,nc,1,f2,0.6128292,3.0,2.775328,0.1241541,2.36639869323687,2.83,1.26
637,jlcee96,p,e,nc,1,f2,0.6185611,3.0,2.729965,0.1154413,2.40828975418676,2.83,1.26
638,jlcee96,p,e,nc,1,f2,0.6244014,3.0,2.684602,0.1092631,2.50238827197837,2.83,1.26
639,jlcee96,p,e,nc,1,f2,0.6364191,3.0,2.593875,0.09839875,1.43328650008257,2.83,1.26
640,jlcee96,p,e,nc,1,f2,0.642603,3.0,2.548512,0.09246235,1.42344640818668,2.83,1.26
641,jlcee96,p,e,nc,1,f2,0.6489085,3.0,2.503148,0.08599705,1.43411547256563,2.83,1.26
642,jlcee96,p,e,nc,1,f2,0.6553388,3.0,2.457785,0.08532511,1.41571572541776,2.83,1.26
643,jlcee96,p,e,nc,1,f2,0.6618979,3.0,2.412421,0.08543865,1.40796700322395,2.83,1.26
644,jlcee96,p,e,nc,1,f2,0.6685894,3.0,2.367059,0.08582806,1.42886021191671,2.83,1.26
645,jlcee96,p,e,nc,1,f2,0.6754178,3.0,2.321695,0.08787539,1.42309126593919,2.83,1.26
646,jlcee96,p,e,nc,1,f2,0.682387,3.0,2.276332,0.1004572,1.40818378374074,2.83,1.26
647,jlcee96,p,e,nc,1,f2,0.6895017,3.0,2.230968,0.1129431,1.44803445274656,2.83,1.26
648,jlcee96,p,e,nc,1,f2,0.6967661,3.0,2.185606,0.1135234,1.5641400803711,2.83,1.26
649,jlcee96,p,e,nc,1,f2,0.7041853,3.0,2.140242,0.09946314,1.56787428991283,2.83,1.26
650,jlcee96,p,e,nc,1,f2,0.7117642,3.0,2.094879,0.08374081,1.57855888902914,2.83,1.26
651,jlcee96,p,e,nc,1,f2,0.719508,3.0,2.049516,0.06699946,1.59935318881675,2.83,1.26
652,jlcee96,p,e,nc,1,f2,0.7274222,3.0,2.004152,0.06323082,1.6003287637263,2.83,1.26
653,jlcee96,p,e,nc,1,f2,0.7355124,3.0,1.958789,0.05220595,1.65952118484579,2.83,1.26
654,jlcee96,p,e,nc,1,f2,0.7437848,3.0,1.913425,0.0478358,1.67975282110888,2.83,1.26
655,jlcee96,p,e,nc,1,f2,0.7522449,3.0,1.868062,0.04542935,1.70342256712896,2.83,1.26
656,jlcee96,p,e,nc,1,f2,0.7609001,3.0,1.822699,0.04183897,1.77584701535435,2.83,1.26
657,jlcee96,p,e,nc,1,f2,0.7697566,3.0,1.777336,0.03941809,1.77560455110839,2.83,1.26
658,jlcee96,p,e,nc,1,f2,0.7788218,3.0,1.731972,0.03684089,1.85369571690586,2.83,1.26
659,jlcee96,p,e,nc,1,f2,0.7881029,3.0,1.68661,0.03323094,1.93717421174363,2.83,1.26
660,jlcee96,p,e,nc,1,f2,0.7976082,3.0,1.641245,0.032594,2.01122875375836,2.83,1.26
661,jlcee96,p,e,nc,1,f2,0.8073452,3.0,1.595883,0.03652284,2.03980276451667,2.83,1.26
662,jlcee96,p,e,nc,1,f2,0.8173231,3.0,1.550519,0.03521445,2.14504187911497,2.83,1.26
663,jlcee96,p,e,nc,1,f2,0.8275505,3.0,1.505157,0.03598988,2.22611384089083,2.83,1.26
664,jlcee96,p,e,nc,1,f2,0.8380374,3.0,1.459793,0.0352063,2.31971181294257,2.83,1.26
665,jlcee96,p,e,nc,1,f2,0.8487931,3.0,1.414431,0.02337402,2.43784295555493,2.83,1.26
666,jlcee96,p,e,nc,1,f2,0.8598289,3.0,1.369066,0.01316065,2.59554277334326,2.83,1.26
667,jlcee96,p,e,nc,1,f2,0.8711552,3.0,1.323703,0.00678048,2.71402172117608,2.83,1.26
668,jlcee96,p,e,nc,1,f2,0.8827841,3.0,1.278339,0.003113538,2.9418632436797,2.83,1.26
669,jlcee96,p,e,nc,1,f2,0.8947275,3.0,1.232976,0.001187166,3.10468881352734,2.83,1.26
670,jlcee96,p,e,nc,1,f2,0.9069986,3.0,1.187613,0.000136803,3.39247311827957,2.83,1.26
671,jlcee96,p,e,nc,1,f2,0.2147338,0.85,3.988389,0.3268173,2.04242645661659,2.83,1.26
672,jlcee96,p,e,nc,1,f2,0.2161136,0.85,3.963117,0.3085708,2.01076641082047,2.83,1.26
673,jlcee96,p,e,nc,1,f2,0.2175112,0.85,3.937845,0.3144889,2.00017170717313,2.83,1.26
674,jlcee96,p,e,nc,1,f2,0.218927,0.85,3.912572,0.3007558,1.96110764946179,2.83,1.26
675,jlcee96,p,e,nc,1,f2,0.2203614,0.85,3.8873,0.3051793,1.96495863251538,2.83,1.26
676,jlcee96,p,e,nc,1,f2,0.2218147,0.85,3.862027,0.2967313,1.96244245214441,2.83,1.26
677,jlcee96,p,e,nc,1,f2,0.2232873,0.85,3.836756,0.3055979,1.96662477065451,2.83,1.26
678,jlcee96,p,e,nc,1,f2,0.2247796,0.85,3.811483,0.2991189,1.96963113999149,2.83,1.26
679,jlcee96,p,e,nc,1,f2,0.2262919,0.85,3.786211,0.2972017,2.01103257484732,2.83,1.26
680,jlcee96,p,e,nc,1,f2,0.2278247,0.85,3.760938,0.299472,2.03098186140941,2.83,1.26
681,jlcee96,p,e,nc,1,f2,0.2293785,0.85,3.735666,0.3026806,2.04025266237744,2.83,1.26
682,jlcee96,p,e,nc,1,f2,0.2309536,0.85,3.710394,0.3075486,2.05216671446399,2.83,1.26
683,jlcee96,p,e,nc,1,f2,0.2325504,0.85,3.685121,0.296243,2.08788123263672,2.83,1.26
684,jlcee96,p,e,nc,1,f2,0.2341695,0.85,3.659849,0.3095738,1.87975855837929,2.83,1.26
685,jlcee96,p,e,nc,1,f2,0.2358113,0.85,3.634577,0.2946427,1.60038310808311,2.83,1.26
686,jlcee96,p,e,nc,1,f2,0.2374763,0.85,3.609304,0.2939632,1.57813086808145,2.83,1.26
687,jlcee96,p,e,nc,1,f2,0.239165,0.85,3.584032,0.2988709,1.59964687093993,2.83,1.26
688,jlcee96,p,e,nc,1,f2,0.2408779,0.85,3.55876,0.2814929,1.59033957872472,2.83,1.26
689,jlcee96,p,e,nc,1,f2,0.2426154,0.85,3.533488,0.2889495,1.59107387277016,2.83,1.26
690,jlcee96,p,e,nc,1,f2,0.2461669,0.85,3.482943,0.282798,2.32445809376304,2.83,1.26
691,jlcee96,p,e,nc,1,f2,0.2479818,0.85,3.45767,0.2793598,2.33836507614911,2.83,1.26
692,jlcee96,p,e,nc,1,f2,0.2498238,0.85,3.432398,0.2753231,2.34789089618706,2.83,1.26
693,jlcee96,p,e,nc,1,f2,0.2516933,0.85,3.407126,0.2814325,2.37269149796132,2.83,1.26
694,jlcee96,p,e,nc,1,f2,0.2535911,0.85,3.381853,0.2775421,2.38986625812805,2.83,1.26
695,jlcee96,p,e,nc,1,f2,0.2555176,0.85,3.356581,0.2770987,2.4118875332147,2.83,1.26
696,jlcee96,p,e,nc,1,f2,0.2574737,0.85,3.331309,0.2743963,2.44132081955916,2.83,1.26
697,jlcee96,p,e,nc,1,f2,0.2594599,0.85,3.306036,0.2673529,2.47191408808358,2.83,1.26
698,jlcee96,p,e,nc,1,f2,0.261477,0.85,3.280764,0.2621833,2.50874025920034,2.83,1.26
699,jlcee96,p,e,nc,1,f2,0.2635258,0.85,3.255492,0.2814707,2.45259098016241,2.83,1.26
700,jlcee96,p,e,nc,1,f2,0.2656068,0.85,3.23022,0.2852232,1.99813444348146,2.83,1.26
701,jlcee96,p,e,nc,1,f2,0.267721,0.85,3.204947,0.2877094,1.81180524515362,2.83,1.26
702,jlcee96,p,e,nc,1,f2,0.2698691,0.85,3.179675,0.2799201,1.813781861324,2.83,1.26
703,jlcee96,p,e,nc,1,f2,0.272052,0.85,3.154402,0.2802261,1.81520493629965,2.83,1.26
704,jlcee96,p,e,nc,1,f2,0.2742705,0.85,3.12913,0.2781021,1.79542189720969,2.83,1.26
705,jlcee96,p,e,nc,1,f2,0.2765255,0.85,3.103858,0.2792043,1.77942710767707,2.83,1.26
706,jlcee96,p,e,nc,1,f2,0.2788178,0.85,3.078586,0.2810307,1.78531491399338,2.83,1.26
707,jlcee96,p,e,nc,1,f2,0.2835185,0.85,3.028041,0.2785722,2.45997626468111,2.83,1.26
708,jlcee96,p,e,nc,1,f2,0.2859287,0.85,3.002769,0.2942113,2.43525486614552,2.83,1.26
709,jlcee96,p,e,nc,1,f2,0.2883804,0.85,2.977496,0.307618,2.43889596837636,2.83,1.26
710,jlcee96,p,e,nc,1,f2,0.2908744,0.85,2.952224,0.2983752,2.4611542782376,2.83,1.26
711,jlcee96,p,e,nc,1,f2,0.2934119,0.85,2.926952,0.321802,2.46902194517125,2.83,1.26
712,jlcee96,p,e,nc,1,f2,0.2959941,0.85,2.901679,0.3444147,2.45968943834279,2.83,1.26
713,jlcee96,p,e,nc,1,f2,0.2986221,0.85,2.876407,0.3634474,2.37661460778093,2.83,1.26
714,jlcee96,p,e,nc,1,f2,0.3012972,0.85,2.851135,0.3753843,1.84125175187135,2.83,1.26
715,jlcee96,p,e,nc,1,f2,0.3040207,0.85,2.825862,0.3526855,1.83677100419496,2.83,1.26
716,jlcee96,p,e,nc,1,f2,0.3067939,0.85,2.80059,0.3416954,1.82602516744445,2.83,1.26
717,jlcee96,p,e,nc,1,f2,0.3096181,0.85,2.775317,0.3272339,1.83495108544683,2.83,1.26
718,jlcee96,p,e,nc,1,f2,0.3124948,0.85,2.750045,0.3017102,1.83030769261364,2.83,1.26
719,jlcee96,p,e,nc,1,f2,0.3154255,0.85,2.724773,0.2858352,1.83452527890197,2.83,1.26
720,jlcee96,p,e,nc,1,f2,0.3184116,0.85,2.699501,0.2627366,1.82805478947356,2.83,1.26
721,jlcee96,p,e,nc,1,f2,0.3214549,0.85,2.674228,0.2637148,1.85923884438795,2.83,1.26
722,jlcee96,p,e,nc,1,f2,0.3245568,0.85,2.648956,0.2510315,1.85639730472072,2.83,1.26
723,jlcee96,p,e,nc,1,f2,0.3277192,0.85,2.623684,0.244824,1.87238669411496,2.83,1.26
724,jlcee96,p,e,nc,1,f2,0.3309438,0.85,2.598412,0.2384396,1.89007530628302,2.83,1.26
725,jlcee96,p,e,nc,1,f2,0.3342326,0.85,2.573139,0.2395116,1.89603342802603,2.83,1.26
726,jlcee96,p,e,nc,1,f2,0.3375874,0.85,2.547867,0.2291413,1.91852669073624,2.83,1.26
727,jlcee96,p,e,nc,1,f2,0.3410102,0.85,2.522595,0.2392675,1.90553042097234,2.83,1.26
728,jlcee96,p,e,nc,1,f2,0.344503,0.85,2.497322,0.2381354,2.17889318429767,2.83,1.26
729,jlcee96,p,e,nc,1,f2,0.3480682,0.85,2.47205,0.237428,2.63602397358357,2.83,1.26
730,jlcee96,p,e,nc,1,f2,0.351708,0.85,2.446777,0.2333791,2.22196546305989,2.83,1.26
731,jlcee96,p,e,nc,1,f2,0.3554247,0.85,2.421505,0.2452142,1.9346709937679,2.83,1.26
732,jlcee96,p,e,nc,1,f2,0.3592208,0.85,2.396233,0.2480732,1.90506592409015,2.83,1.26
733,jlcee96,p,e,nc,1,f2,0.3630989,0.85,2.37096,0.270206,1.89233251667246,2.83,1.26
