,Elab,x,Q2,y,obs,target,lepton beam,current,units,value,stat_u,sys_u,*norm_c
242,8.713,0.281,3.535,0.7702,sig_r,p,e,NC,1,0.26376,0.0084402,0.0015825,0.00553896
243,8.713,0.259,3.319,0.7842,sig_r,p,e,NC,1,0.27879,0.010873,0.0019515,0.00585459
244,8.713,0.237,3.095,0.7988,sig_r,p,e,NC,1,0.28861,0.011833,0.0020202,0.00606081
245,8.713,0.196,2.65,0.8277,sig_r,p,e,NC,1,0.29513,0.0121,0.002361,0.00619773
246,8.713,0.158,2.211,0.8563,sig_r,p,e,NC,1,0.32539,0.027007,0.0029285,0.00683319
247,11.9,0.781,10.85,0.6219,sig_r,p,e,NC,1,0.018779,0.0010892,0.00030047,0.000394359
248,11.9,0.714,10.25,0.6429,sig_r,p,e,NC,1,0.03522,0.0014792,0.00042263,0.00073962
249,11.9,0.651,9.646,0.6639,sig_r,p,e,NC,1,0.057167,0.002058,0.0005145,0.001200507
250,11.9,0.591,9.043,0.6849,sig_r,p,e,NC,1,0.08562,0.0030823,0.00059934,0.00179802
251,11.9,0.535,8.44,0.7059,sig_r,p,e,NC,1,0.11933,0.0031025,0.00071596,0.00250593
252,11.9,0.483,7.837,0.7269,sig_r,p,e,NC,1,0.15147,0.0040896,0.00075734,0.00318087
253,11.9,0.433,7.234,0.7479,sig_r,p,e,NC,1,0.17828,0.0048135,0.00089138,0.00374388
254,11.9,0.386,6.631,0.7689,sig_r,p,e,NC,1,0.21744,0.0063059,0.0010872,0.00456624
255,11.9,0.342,6.029,0.7899,sig_r,p,e,NC,1,0.23895,0.0069296,0.0011948,0.00501795
256,11.9,0.288,5.249,0.8166,sig_r,p,e,NC,1,0.26121,0.0065303,0.0015673,0.00548541
257,11.9,0.26,4.823,0.8319,sig_r,p,e,NC,1,0.27637,0.0082912,0.0016582,0.00580377
258,11.9,0.21,4.027,0.8597,sig_r,p,e,NC,1,0.31947,0.026836,0.0025558,0.00670887
259,15.022,0.872,15.98,0.6505,sig_r,p,e,NC,1,0.0037576,0.0005674,0.00011273,7.89096e-05
260,15.022,0.809,15.22,0.6672,sig_r,p,e,NC,1,0.0080294,0.0011482,0.00016059,0.0001686174
261,15.022,0.75,14.46,0.6838,sig_r,p,e,NC,1,0.021719,0.0013031,0.00032578,0.000456099
262,15.022,0.694,13.7,0.7004,sig_r,p,e,NC,1,0.037272,0.0016027,0.00044727,0.000782712
263,15.022,0.64,12.94,0.7171,sig_r,p,e,NC,1,0.056838,0.002103,0.00056838,0.001193598
264,15.022,0.589,12.18,0.7337,sig_r,p,e,NC,1,0.076631,0.0026821,0.00061305,0.001609251
265,15.022,0.54,11.41,0.7504,sig_r,p,e,NC,1,0.10898,0.0039232,0.00076285,0.00228858
266,15.022,0.493,10.65,0.767,sig_r,p,e,NC,1,0.13166,0.0048713,0.00078994,0.00276486
267,15.022,0.448,9.893,0.7837,sig_r,p,e,NC,1,0.16057,0.0057804,0.00080284,0.00337197
268,15.022,0.405,9.132,0.8003,sig_r,p,e,NC,1,0.19345,0.0065773,0.00096724,0.00406245
269,15.022,0.364,8.371,0.8169,sig_r,p,e,NC,1,0.22152,0.0077531,0.0011076,0.00465192
270,15.022,0.317,7.48,0.836,sig_r,p,e,NC,1,0.24435,0.0061088,0.0012218,0.00513135
271,15.022,0.286,6.849,0.8502,sig_r,p,e,NC,1,0.2591,0.0114,0.0015546,0.0054411
272,15.022,0.249,6.088,0.8669,sig_r,p,e,NC,1,0.24647,0.014788,0.0014788,0.00517587
273,15.022,0.214,5.327,0.8835,sig_r,p,e,NC,1,0.29897,0.010763,0.0020928,0.00627837
274,18.028,0.854,20.08,0.6951,sig_r,p,e,NC,1,0.0043519,0.00052658,0.00011315,9.13899e-05
275,18.028,0.799,19.16,0.709,sig_r,p,e,NC,1,0.010722,0.0010829,0.00020372,0.000225162
276,18.028,0.746,18.25,0.7229,sig_r,p,e,NC,1,0.019885,0.001372,0.00029827,0.000417585
277,18.028,0.67,16.86,0.7435,sig_r,p,e,NC,1,0.038679,0.0014698,0.00046415,0.000812259
278,18.028,0.599,15.5,0.7646,sig_r,p,e,NC,1,0.073383,0.0031555,0.00066044,0.001541043
279,18.028,0.554,14.59,0.7785,sig_r,p,e,NC,1,0.093093,0.0038168,0.00074474,0.001954953
280,18.028,0.51,13.68,0.7923,sig_r,p,e,NC,1,0.11604,0.0051056,0.00081225,0.00243684
281,18.028,0.468,12.76,0.8062,sig_r,p,e,NC,1,0.14666,0.004693,0.00087995,0.00307986
282,18.028,0.428,11.86,0.8199,sig_r,p,e,NC,1,0.18368,0.0058777,0.0009184,0.00385728
283,18.028,0.389,10.96,0.8336,sig_r,p,e,NC,1,0.2129,0.008303,0.0010645,0.0044709
284,18.028,0.349,10.02,0.8478,sig_r,p,e,NC,1,0.22616,0.0092724,0.0011308,0.00474936
285,18.028,0.313,9.133,0.8613,sig_r,p,e,NC,1,0.23677,0.010655,0.0011839,0.00497217
286,18.028,0.278,8.22,0.8752,sig_r,p,e,NC,1,0.26315,0.014473,0.0015789,0.00552615
287,18.028,0.243,7.306,0.8891,sig_r,p,e,NC,1,0.25236,0.019431,0.0015141,0.00529956
288,4.502,0.547,2.772,0.6002,sig_r,p,e,NC,1,0.14164,0.0042493,0.0011331,0.00297444
289,4.502,0.453,2.464,0.6446,sig_r,p,e,NC,1,0.19935,0.0055818,0.0015948,0.00418635
290,4.502,0.37,2.156,0.689,sig_r,p,e,NC,1,0.23037,0.0071416,0.0020734,0.00483777
291,4.502,0.298,1.848,0.7335,sig_r,p,e,NC,1,0.26584,0.0082411,0.0026584,0.00558264
292,4.502,0.234,1.54,0.7779,sig_r,p,e,NC,1,0.28394,0.008802,0.0028394,0.00596274
293,5.808,0.67,4.471,0.6126,sig_r,p,e,NC,1,0.071814,0.002298,0.00057451,0.001508094
294,5.808,0.556,3.974,0.6556,sig_r,p,e,NC,1,0.12141,0.0036424,0.0008499,0.00254961
295,5.808,0.457,3.477,0.6987,sig_r,p,e,NC,1,0.18193,0.0052758,0.0014554,0.00382053
296,5.808,0.369,2.98,0.7417,sig_r,p,e,NC,1,0.23602,0.0068445,0.0018881,0.00495642
297,5.808,0.29,2.484,0.7848,sig_r,p,e,NC,1,0.26849,0.0075178,0.0024164,0.00563829
298,5.808,0.22,1.987,0.8278,sig_r,p,e,NC,1,0.2935,0.021425,0.002935,0.0061635
299,7.912,0.768,7.443,0.6524,sig_r,p,e,NC,1,0.026153,0.0014907,0.00031384,0.000549213
300,7.912,0.666,6.767,0.684,sig_r,p,e,NC,1,0.057522,0.0023009,0.00046017,0.001207962
301,7.912,0.573,6.09,0.7156,sig_r,p,e,NC,1,0.104,0.0033279,0.00072798,0.002184
302,7.912,0.488,5.413,0.7472,sig_r,p,e,NC,1,0.15342,0.0050629,0.0010739,0.00322182
303,7.912,0.41,4.739,0.7787,sig_r,p,e,NC,1,0.20398,0.0059155,0.0016319,0.00428358
304,7.912,0.332,4.006,0.8129,sig_r,p,e,NC,1,0.25254,0.0080814,0.0020204,0.00530334
305,10.014,0.781,10.28,0.7004,sig_r,p,e,NC,1,0.018203,0.0023118,0.00023664,0.000382263
306,10.014,0.691,9.421,0.7254,sig_r,p,e,NC,1,0.037823,0.0033663,0.00034041,0.000794283
307,10.014,0.607,8.565,0.7503,sig_r,p,e,NC,1,0.071313,0.0050632,0.00049919,0.001497573
308,10.014,0.529,7.708,0.7753,sig_r,p,e,NC,1,0.12569,0.00641,0.0008798,0.00263949
309,10.014,0.456,6.852,0.8003,sig_r,p,e,NC,1,0.17302,0.0077857,0.0012111,0.00363342
310,10.014,0.387,5.995,0.8252,sig_r,p,e,NC,1,0.21843,0.0091742,0.001529,0.00458703
311,10.014,0.322,5.139,0.8502,sig_r,p,e,NC,1,0.27029,0.010271,0.0021623,0.00567609
312,12.518,0.8,13.92,0.7404,sig_r,p,e,NC,1,0.0082673,0.0017113,0.00012401,0.0001736133
313,12.518,0.719,12.85,0.7603,sig_r,p,e,NC,1,0.028864,0.0028864,0.00028864,0.000606144
314,12.518,0.642,11.78,0.7803,sig_r,p,e,NC,1,0.054722,0.0036117,0.00043778,0.001149162
315,12.518,0.569,10.71,0.8003,sig_r,p,e,NC,1,0.090411,0.0055151,0.00063288,0.001898631
316,12.518,0.5,9.635,0.8203,sig_r,p,e,NC,1,0.14194,0.0066711,0.00085163,0.00298074
317,12.518,0.434,8.565,0.8402,sig_r,p,e,NC,1,0.15868,0.0072994,0.0011108,0.00333228
318,12.518,0.371,7.494,0.8602,sig_r,p,e,NC,1,0.23402,0.010531,0.0016381,0.00491442
319,15.012,0.756,16.69,0.7835,sig_r,p,e,NC,1,0.019678,0.0023023,0.00023613,0.000413238
320,15.012,0.683,15.41,0.8002,sig_r,p,e,NC,1,0.037507,0.002888,0.00033756,0.000787647
321,15.012,0.614,14.12,0.8168,sig_r,p,e,NC,1,0.062196,0.0037318,0.00043537,0.001306116
322,15.012,0.547,12.84,0.8335,sig_r,p,e,NC,1,0.10233,0.0065493,0.000614,0.00214893
323,15.012,0.482,11.55,0.8501,sig_r,p,e,NC,1,0.12829,0.0093652,0.00076974,0.00269409
324,15.012,0.421,10.27,0.8668,sig_r,p,e,NC,1,0.16269,0.012039,0.0011388,0.00341649
325,20.005,0.427,1.738,0.1084,sig_r,p,e,NC,1,0.2319,0.0041741,0.0025508,0.0048699
326,20.005,0.377,1.714,0.1209,sig_r,p,e,NC,1,0.25773,0.0046391,0.002835,0.00541233
327,20.005,0.326,1.681,0.1375,sig_r,p,e,NC,1,0.28823,0.0051882,0.0034588,0.00605283
328,20.005,0.274,1.638,0.1592,sig_r,p,e,NC,1,0.31393,0.0056507,0.0037671,0.00659253
329,20.005,0.224,1.582,0.188,sig_r,p,e,NC,1,0.32831,0.0059097,0.0039398,0.00689451
330,20.005,0.176,1.504,0.2276,sig_r,p,e,NC,1,0.33809,0.0060856,0.004057,0.00709989
331,20.005,0.138,1.415,0.2734,sig_r,p,e,NC,1,0.34038,0.0061268,0.0037441,0.00714798
332,20.005,0.112,1.331,0.3165,sig_r,p,e,NC,1,0.33319,0.0059974,0.0036651,0.00699699
333,20.005,0.099,1.279,0.3438,sig_r,p,e,NC,1,0.33007,0.0059413,0.0036308,0.00693147
334,20.005,0.084,1.203,0.3832,sig_r,p,e,NC,1,0.32612,0.0065224,0.0035873,0.00684852
335,20.005,0.068,1.107,0.4322,sig_r,p,e,NC,1,0.3183,0.0060477,0.0035013,0.0066843
336,18.01,0.373,1.404,0.1114,sig_r,p,e,NC,1,0.26086,0.0049563,0.0028694,0.00547806
337,18.01,0.323,1.38,0.1265,sig_r,p,e,NC,1,0.29333,0.0055733,0.00352,0.00615993
338,18.01,0.271,1.347,0.1469,sig_r,p,e,NC,1,0.31393,0.0059646,0.0037671,0.00659253
339,18.01,0.221,1.303,0.1747,sig_r,p,e,NC,1,0.33128,0.0062943,0.0039753,0.00695688
340,18.01,0.178,1.249,0.2079,sig_r,p,e,NC,1,0.33379,0.0063419,0.0040054,0.00700959
341,18.01,0.124,1.147,0.2742,sig_r,p,e,NC,1,0.32511,0.0065021,0.0035762,0.00682731
342,18.01,0.1,1.077,0.3184,sig_r,p,e,NC,1,0.32567,0.0065133,0.0035823,0.00683907
343,18.01,0.081,1.002,0.3661,sig_r,p,e,NC,1,0.31429,0.0062858,0.0034572,0.00660009
344,18.01,0.065,0.921,0.4173,sig_r,p,e,NC,1,0.30483,0.0060966,0.0033531,0.00640143
345,16.0,0.314,1.101,0.1167,sig_r,p,e,NC,1,0.28492,0.0054134,0.003419,0.00598332
346,16.0,0.266,1.078,0.135,sig_r,p,e,NC,1,0.31238,0.0059351,0.0040609,0.00655998
347,16.0,0.218,1.047,0.1597,sig_r,p,e,NC,1,0.31983,0.0060768,0.0041578,0.00671643
348,16.0,0.168,0.998,0.1984,sig_r,p,e,NC,1,0.328,0.0059039,0.0039359,0.006888
349,16.0,0.126,0.937,0.248,sig_r,p,e,NC,1,0.3246,0.0064921,0.0038953,0.0068166
350,16.0,0.097,0.874,0.2995,sig_r,p,e,NC,1,0.30981,0.0061962,0.0037177,0.00650601
351,16.0,0.077,0.811,0.3495,sig_r,p,e,NC,1,0.29623,0.0059246,0.0035548,0.00622083
352,13.0,0.229,0.717,0.1285,sig_r,p,e,NC,1,0.30114,0.0057216,0.0042159,0.00632394
353,13.0,0.179,0.692,0.1581,sig_r,p,e,NC,1,0.30945,0.0058795,0.0043323,0.00649845
354,13.0,0.133,0.655,0.2025,sig_r,p,e,NC,1,0.30402,0.0054723,0.0039522,0.00638442
355,13.0,0.101,0.617,0.2496,sig_r,p,e,NC,1,0.28937,0.0052086,0.0040512,0.00607677
356,13.0,0.081,0.581,0.2937,sig_r,p,e,NC,1,0.27646,0.0049762,0.0038704,0.00580566
357,18.001,0.747,11.77,0.4663,sig_r,p,e,NC,1,0.025276,0.00096048,0.00050552,0.000530796
358,18.001,0.703,11.44,0.4813,sig_r,p,e,NC,1,0.035695,0.00082099,0.00064251,0.000749595
359,18.001,0.647,10.98,0.5021,sig_r,p,e,NC,1,0.057452,0.00086178,0.00086178,0.001206492
360,18.001,0.604,10.59,0.5195,sig_r,p,e,NC,1,0.076174,0.00099026,0.0010664,0.001599654
361,18.001,0.553,10.11,0.5415,sig_r,p,e,NC,1,0.10268,0.0019509,0.0014375,0.00215628
362,18.001,0.498,9.537,0.5672,sig_r,p,e,NC,1,0.13433,0.0026866,0.0017463,0.00282093
363,18.001,0.449,8.989,0.5921,sig_r,p,e,NC,1,0.17385,0.003477,0.0022601,0.00365085
364,18.001,0.406,8.453,0.6164,sig_r,p,e,NC,1,0.20222,0.0042467,0.0026289,0.00424662
365,18.001,0.368,7.95,0.6392,sig_r,p,e,NC,1,0.22788,0.0047854,0.0029624,0.00478548
366,18.001,0.334,7.465,0.6612,sig_r,p,e,NC,1,0.24605,0.0041828,0.0031986,0.00516705
367,18.001,0.313,7.144,0.676,sig_r,p,e,NC,1,0.2582,0.0064551,0.0033566,0.0054222
368,15.004,0.784,9.045,0.4096,sig_r,p,e,NC,1,0.020919,0.00046022,0.00050206,0.000439299
369,15.004,0.738,8.817,0.4245,sig_r,p,e,NC,1,0.03047,0.00057893,0.0006094,0.00063987
370,15.004,0.684,8.53,0.4431,sig_r,p,e,NC,1,0.047906,0.001006,0.0008144,0.001006026
371,15.004,0.628,8.207,0.4642,sig_r,p,e,NC,1,0.069847,0.0016065,0.0010477,0.001466787
372,15.004,0.573,7.857,0.487,sig_r,p,e,NC,1,0.099457,0.0019891,0.0013924,0.002088597
373,15.004,0.528,7.544,0.5074,sig_r,p,e,NC,1,0.12163,0.0020678,0.0015812,0.00255423
374,15.004,0.476,7.145,0.5333,sig_r,p,e,NC,1,0.15837,0.0028506,0.0020588,0.00332577
375,15.004,0.427,6.737,0.5599,sig_r,p,e,NC,1,0.18673,0.0031744,0.0024275,0.00392133
376,15.004,0.382,6.321,0.5871,sig_r,p,e,NC,1,0.21282,0.0036179,0.0027667,0.00446922
377,15.004,0.352,6.017,0.6072,sig_r,p,e,NC,1,0.23874,0.0062072,0.0031036,0.00501354
378,12.497,0.728,6.551,0.3836,sig_r,p,e,NC,1,0.041096,0.00094521,0.00078082,0.000863016
379,12.497,0.679,6.373,0.4003,sig_r,p,e,NC,1,0.055033,0.0011007,0.00088053,0.001155693
380,12.497,0.625,6.162,0.4201,sig_r,p,e,NC,1,0.082213,0.0018087,0.0012332,0.001726473
381,12.497,0.568,5.911,0.4436,sig_r,p,e,NC,1,0.11151,0.0024532,0.0015611,0.00234171
382,12.497,0.513,5.643,0.4688,sig_r,p,e,NC,1,0.14011,0.0029422,0.0018214,0.00294231
383,12.497,0.46,5.352,0.4961,sig_r,p,e,NC,1,0.17412,0.0036564,0.0022635,0.00365652
384,12.497,0.416,5.084,0.5214,sig_r,p,e,NC,1,0.21038,0.0052596,0.002735,0.00441798
385,12.497,0.384,4.877,0.5412,sig_r,p,e,NC,1,0.22503,0.022503,0.0029253,0.00472563
386,9.999,0.644,4.354,0.3601,sig_r,p,e,NC,1,0.081593,0.0013055,0.0012239,0.001713453
387,9.999,0.595,4.228,0.3784,sig_r,p,e,NC,1,0.10508,0.0014712,0.0014712,0.00220668
388,9.999,0.543,4.079,0.4003,sig_r,p,e,NC,1,0.13433,0.0017463,0.0017463,0.00282093
389,9.999,0.505,3.959,0.4181,sig_r,p,e,NC,1,0.15399,0.0040038,0.0020019,0.00323379
390,20.001,0.868,18.64,0.572,sig_r,p,e,NC,1,0.0036862,0.00012533,0.00012533,7.74102e-05
391,20.001,0.823,18.07,0.585,sig_r,p,e,NC,1,0.0077973,0.00020273,0.00019493,0.0001637433
392,20.001,0.77,17.37,0.6011,sig_r,p,e,NC,1,0.014602,0.00036505,0.00029204,0.000306642
393,20.001,0.719,16.67,0.6173,sig_r,p,e,NC,1,0.026368,0.00060646,0.00044825,0.000553728
394,20.001,0.668,15.91,0.6346,sig_r,p,e,NC,1,0.042111,0.00092645,0.00063167,0.000884331
395,20.001,0.616,15.11,0.653,sig_r,p,e,NC,1,0.064057,0.0013452,0.0008968,0.001345197
396,20.001,0.564,14.24,0.6728,sig_r,p,e,NC,1,0.089955,0.0018891,0.0012594,0.001889055
397,20.001,0.516,13.4,0.6921,sig_r,p,e,NC,1,0.11635,0.0024434,0.0015126,0.00244335
398,20.001,0.471,12.57,0.7112,sig_r,p,e,NC,1,0.14782,0.0032521,0.0019217,0.00310422
399,20.001,0.436,11.9,0.7268,sig_r,p,e,NC,1,0.16452,0.0044422,0.0021388,0.00345492
400,20.001,0.412,11.41,0.7382,sig_r,p,e,NC,1,0.21307,0.020881,0.0027699,0.00447447
401,18.018,0.855,15.91,0.5501,sig_r,p,e,NC,1,0.005367,0.00016101,0.00017174,0.000112707
402,18.018,0.809,15.42,0.5638,sig_r,p,e,NC,1,0.010182,0.00025454,0.00024436,0.000213822
403,18.018,0.753,14.8,0.5814,sig_r,p,e,NC,1,0.019677,0.00047226,0.00037387,0.000413217
404,18.018,0.702,14.2,0.5983,sig_r,p,e,NC,1,0.032392,0.00071263,0.00051828,0.000680232
405,18.018,0.65,13.55,0.6165,sig_r,p,e,NC,1,0.049731,0.0010941,0.00074597,0.001044351
406,18.018,0.598,12.87,0.6359,sig_r,p,e,NC,1,0.071081,0.0014927,0.00099514,0.001492701
407,18.018,0.547,12.14,0.6564,sig_r,p,e,NC,1,0.10126,0.0020252,0.0013164,0.00212646
408,18.018,0.489,11.27,0.681,sig_r,p,e,NC,1,0.13607,0.0021771,0.0017689,0.00285747
409,18.018,0.457,10.74,0.6959,sig_r,p,e,NC,1,0.15704,0.0018845,0.0020415,0.00329784
410,18.018,0.432,10.34,0.7075,sig_r,p,e,NC,1,0.17686,0.0056594,0.0022991,0.00371406
411,15.004,0.819,11.88,0.5152,sig_r,p,e,NC,1,0.01026,0.00036935,0.0002565,0.00021546
412,15.004,0.774,11.54,0.5294,sig_r,p,e,NC,1,0.018426,0.00047907,0.00036851,0.000386946
413,15.004,0.723,11.12,0.5463,sig_r,p,e,NC,1,0.031084,0.0007771,0.00052843,0.000652764
414,15.004,0.669,10.65,0.5653,sig_r,p,e,NC,1,0.046863,0.0010779,0.00070295,0.000984123
415,15.004,0.616,10.16,0.5854,sig_r,p,e,NC,1,0.070338,0.0014771,0.00098473,0.001477098
416,15.004,0.566,9.651,0.6061,sig_r,p,e,NC,1,0.096619,0.0019324,0.0013527,0.002028999
417,15.004,0.515,9.106,0.6283,sig_r,p,e,NC,1,0.12927,0.0027147,0.0016805,0.00271467
418,15.004,0.479,8.695,0.6453,sig_r,p,e,NC,1,0.14164,0.0075069,0.0018413,0.00297444
419,12.498,0.778,8.805,0.4823,sig_r,p,e,NC,1,0.021482,0.00051557,0.00045112,0.000451122
420,12.498,0.726,8.51,0.4996,sig_r,p,e,NC,1,0.035422,0.00070844,0.00060217,0.000743862
421,12.498,0.673,8.187,0.5186,sig_r,p,e,NC,1,0.053619,0.0010188,0.00080429,0.001125999
422,12.498,0.621,7.843,0.5388,sig_r,p,e,NC,1,0.076732,0.0013812,0.0010743,0.001611372
423,12.498,0.572,7.501,0.5589,sig_r,p,e,NC,1,0.09948,0.0023875,0.0013927,0.00208908
424,12.498,0.534,7.215,0.5759,sig_r,p,e,NC,1,0.12888,0.0079904,0.0016754,0.00270648
425,18.018,0.876,20.41,0.6891,sig_r,p,e,NC,1,0.0029557,0.00012118,9.1627e-05,6.20697e-05
426,18.018,0.832,19.7,0.6999,sig_r,p,e,NC,1,0.0061123,0.00018948,0.00014058,0.0001283583
427,18.018,0.779,18.8,0.7136,sig_r,p,e,NC,1,0.013038,0.00036506,0.00024772,0.000273798
428,18.018,0.732,17.96,0.7263,sig_r,p,e,NC,1,0.02191,0.00063539,0.00037247,0.00046011
429,18.018,0.674,16.91,0.7421,sig_r,p,e,NC,1,0.036756,0.0009924,0.00055134,0.000771876
430,18.018,0.618,15.85,0.7582,sig_r,p,e,NC,1,0.060292,0.001447,0.00084409,0.001266132
431,18.018,0.566,14.81,0.7742,sig_r,p,e,NC,1,0.086064,0.0023237,0.0011188,0.001807344
432,18.018,0.522,13.91,0.7879,sig_r,p,e,NC,1,0.10704,0.0028902,0.0013916,0.00224784
433,18.018,0.48,13.01,0.8014,sig_r,p,e,NC,1,0.13987,0.0039164,0.0018184,0.00293727
434,18.018,0.46,12.58,0.8085,sig_r,p,e,NC,1,0.14639,0.0083442,0.0019031,0.00307419
435,15.005,0.851,15.7,0.6551,sig_r,p,e,NC,1,0.0055651,0.00017808,0.00014469,0.0001168671
436,15.005,0.802,15.1,0.6684,sig_r,p,e,NC,1,0.011296,0.0002711,0.00023721,0.000237216
437,15.005,0.752,14.45,0.6826,sig_r,p,e,NC,1,0.019306,0.00044404,0.0003282,0.000405426
438,15.005,0.696,13.69,0.6992,sig_r,p,e,NC,1,0.03504,0.00087601,0.00052561,0.00073584
439,15.005,0.641,12.93,0.716,sig_r,p,e,NC,1,0.053506,0.0012306,0.00074908,0.001123626
440,15.005,0.587,12.13,0.7336,sig_r,p,e,NC,1,0.078504,0.0017271,0.0010991,0.001648584
441,15.005,0.538,11.37,0.7502,sig_r,p,e,NC,1,0.10646,0.0025551,0.001384,0.00223566
442,15.005,0.496,10.68,0.7655,sig_r,p,e,NC,1,0.13652,0.0043685,0.0017747,0.00286692
443,11.884,0.81,11.07,0.6124,sig_r,p,e,NC,1,0.012148,0.00040087,0.0002551,0.000255108
444,11.884,0.769,10.72,0.6247,sig_r,p,e,NC,1,0.020159,0.00066524,0.00036286,0.000423339
445,11.884,0.712,10.2,0.6428,sig_r,p,e,NC,1,0.035662,0.00096287,0.00057059,0.000748902
446,11.884,0.649,9.603,0.6637,sig_r,p,e,NC,1,0.055987,0.0013437,0.00078382,0.001175727
447,11.884,0.59,9.005,0.6847,sig_r,p,e,NC,1,0.082964,0.0020741,0.0011615,0.001742244
448,11.884,0.534,8.407,0.7057,sig_r,p,e,NC,1,0.1143,0.0029719,0.001486,0.0024003
449,8.7,0.735,6.726,0.5606,sig_r,p,e,NC,1,0.036784,0.00073568,0.00058854,0.000772464
450,8.7,0.686,6.467,0.5775,sig_r,p,e,NC,1,0.053034,0.0012198,0.00079551,0.001113714
451,8.7,0.636,6.189,0.5956,sig_r,p,e,NC,1,0.071886,0.001869,0.0010064,0.001509606
452,8.7,0.599,5.97,0.6101,sig_r,p,e,NC,1,0.081651,0.010043,0.0011431,0.001714671
453,15.004,0.831,17.95,0.7667,sig_r,p,e,NC,1,0.0066429,0.00037865,0.00014614,0.0001395009
454,15.004,0.756,16.67,0.7834,sig_r,p,e,NC,1,0.017515,0.00063055,0.00029776,0.000367815
455,15.004,0.683,15.38,0.8001,sig_r,p,e,NC,1,0.036228,0.0011593,0.00054343,0.000760788
456,15.004,0.613,14.1,0.8167,sig_r,p,e,NC,1,0.063974,0.0019192,0.00089563,0.001343454
457,15.004,0.546,12.82,0.8334,sig_r,p,e,NC,1,0.10101,0.0030303,0.0013131,0.00212121
458,12.499,0.8,13.88,0.74,sig_r,p,e,NC,1,0.012461,0.00044859,0.00023676,0.000261681
459,12.499,0.719,12.81,0.76,sig_r,p,e,NC,1,0.029007,0.00084121,0.00046412,0.000609147
460,12.499,0.642,11.75,0.78,sig_r,p,e,NC,1,0.056823,0.0016479,0.00079552,0.001193283
461,12.499,0.569,10.68,0.8,sig_r,p,e,NC,1,0.089145,0.0026743,0.0011589,0.001872045
462,9.999,0.781,10.25,0.7,sig_r,p,e,NC,1,0.01829,0.00062186,0.00032922,0.00038409
463,9.999,0.691,9.398,0.725,sig_r,p,e,NC,1,0.040417,0.0012125,0.00060625,0.000848757
464,9.999,0.607,8.543,0.75,sig_r,p,e,NC,1,0.082681,0.0023978,0.0011575,0.001736301
465,9.999,0.529,7.689,0.775,sig_r,p,e,NC,1,0.11482,0.0044781,0.0014927,0.00241122
466,19.505,0.9,30.31,0.9202,sig_r,p,e,NC,1,0.00074961,6.2967e-05,3.2983e-05,1.574181e-05
467,19.505,0.845,28.6,0.9246,sig_r,p,e,NC,1,0.0032137,0.00014783,0.00012533,6.74877e-05
468,19.505,0.785,26.69,0.9296,sig_r,p,e,NC,1,0.0089669,0.00030488,0.00035868,0.0001883049
469,19.505,0.727,24.85,0.9345,sig_r,p,e,NC,1,0.018882,0.00071751,0.00081192,0.000396522
470,19.505,0.667,22.93,0.9395,sig_r,p,e,NC,1,0.036779,0.0012137,0.0018022,0.000772359
471,19.505,0.619,21.39,0.9437,sig_r,p,e,NC,1,0.056893,0.0019912,0.0032429,0.001194753
472,19.505,0.584,20.23,0.9467,sig_r,p,e,NC,1,0.071841,0.0045979,0.0045979,0.001508661
473,16.002,0.885,24.07,0.9059,sig_r,p,e,NC,1,0.0017804,9.6143e-05,7.4778e-05,3.73884e-05
474,16.002,0.838,22.9,0.9104,sig_r,p,e,NC,1,0.0045341,0.0001995,0.00017683,9.52161e-05
475,16.002,0.785,21.58,0.9155,sig_r,p,e,NC,1,0.010389,0.00040518,0.00041557,0.000218169
476,16.002,0.726,20.08,0.9213,sig_r,p,e,NC,1,0.02037,0.00077405,0.00089627,0.00042777
477,16.002,0.675,18.77,0.9266,sig_r,p,e,NC,1,0.033521,0.0013408,0.0016425,0.000703941
478,16.002,0.633,17.69,0.9308,sig_r,p,e,NC,1,0.051713,0.0024822,0.0028959,0.001085973
479,16.002,0.595,16.71,0.9348,sig_r,p,e,NC,1,0.080483,0.012233,0.0051509,0.001690143
480,13.29,0.873,19.38,0.8901,sig_r,p,e,NC,1,0.0029177,0.00015756,0.00010504,6.12717e-05
481,13.29,0.826,18.44,0.8954,sig_r,p,e,NC,1,0.006269,0.00026957,0.00020688,0.000131649
482,13.29,0.773,17.38,0.9014,sig_r,p,e,NC,1,0.012555,0.0005022,0.0003892,0.000263655
483,13.29,0.725,16.39,0.907,sig_r,p,e,NC,1,0.021175,0.00088936,0.00065643,0.000444675
484,13.29,0.674,15.35,0.9129,sig_r,p,e,NC,1,0.035469,0.0018089,0.001135,0.000744849
485,13.29,0.626,14.35,0.9185,sig_r,p,e,NC,1,0.061364,0.0033137,0.0021477,0.001288644
486,13.29,0.58,13.38,0.9241,sig_r,p,e,NC,1,0.07862,0.003931,0.003302,0.00165102
487,13.29,0.543,12.57,0.9286,sig_r,p,e,NC,1,0.10566,0.0039093,0.0055998,0.00221886
488,13.29,0.514,11.95,0.9324,sig_r,p,e,NC,1,0.13426,0.0093981,0.0092638,0.00281946
489,10.4,0.844,14.29,0.8678,sig_r,p,e,NC,1,0.0058255,0.00035535,0.00019224,0.0001223355
490,10.4,0.792,13.53,0.8747,sig_r,p,e,NC,1,0.012962,0.00055737,0.00040182,0.000272202
