,spec(HMS=0),exp,obs,target,Lepton beam,current,Units,Elab,ep,angle,x,Q2,w2,value,%*ptp_u,ptp_total_frac,stat,gerr,%*norm_c,density,    cer   ,kin,%csb_c,csb,    %acc_c   ,acc,rad,%*live_c,live,%*pion_c,pion
96,1,e1210002,F2,d/p,e,NC,1,10.602,5.66201,21.035,0.86304,8.00046,2.15,0.73598,1.883,0.01883,0.01843,0.01375,1.13,0.0113,0.001,0.00125,0.0,0.0,0.17,0.0017,0.00507,0.389,0.00389,0.14,0.0014
97,1,e1210002,F2,d/p,e,NC,1,10.602,5.63161,21.035,0.85316,7.95751,2.25,0.58924,1.697,0.01697,0.01655,0.01329,1.13,0.0113,0.001,0.00125,0.0,0.0,0.154,0.00154,0.00504,0.389,0.00389,0.14,0.0014
98,1,e1210002,F2,d/p,e,NC,1,10.602,5.60121,21.035,0.84339,7.91455,2.35,0.6931,1.629,0.01629,0.01586,0.01366,1.13,0.0113,0.001,0.00125,0.0,0.0,0.14,0.0014,0.00503,0.389,0.00389,0.14,0.0014
99,1,e1210002,F2,d/p,e,NC,1,10.602,5.57082,21.035,0.83375,7.8716,2.45,0.80331,1.59,0.0159,0.01546,0.01363,1.13,0.0113,0.001,0.00125,0.0,0.0,0.128,0.00128,0.00503,0.389,0.00389,0.14,0.0014
100,1,e1210002,F2,d/p,e,NC,1,10.602,5.54042,21.035,0.82422,7.82864,2.55,0.85458,1.553,0.01553,0.01507,0.0143,1.13,0.0113,0.001,0.00125,0.0,0.0,0.118,0.00118,0.00502,0.389,0.00389,0.14,0.0014
101,1,e1210002,F2,d/p,e,NC,1,10.602,5.51002,21.035,0.8148,7.78569,2.65,0.81676,1.48,0.0148,0.01429,0.01545,1.13,0.0113,0.001,0.00125,0.0,0.0,0.11,0.0011,0.00502,0.389,0.00389,0.14,0.0014
102,1,e1210002,F2,d/p,e,NC,1,10.602,5.47962,21.035,0.8055,7.74273,2.75,0.73018,1.359,0.01359,0.01307,0.01527,1.13,0.0113,0.001,0.00125,0.0,0.0,0.102,0.00102,0.00501,0.389,0.00389,0.14,0.0014
103,1,e1210002,F2,d/p,e,NC,1,10.602,5.44922,21.035,0.7963,7.69978,2.85,0.63344,1.286,0.01286,0.01228,0.01571,1.13,0.0113,0.001,0.00125,0.0,0.0,0.096,0.00096,0.00501,0.389,0.00389,0.14,0.0014
104,1,e1210002,F2,d/p,e,NC,1,10.602,5.41882,21.035,0.78722,7.65682,2.95,0.63273,1.218,0.01218,0.01159,0.01434,1.13,0.0113,0.001,0.00125,0.0,0.0,0.09,0.0009,0.00501,0.389,0.00389,0.14,0.0014
105,1,e1210002,F2,d/p,e,NC,1,10.602,5.38842,21.035,0.77823,7.61387,3.05,0.69933,1.185,0.01185,0.01125,0.01351,1.13,0.0113,0.001,0.00125,0.0,0.0,0.085,0.00085,0.00501,0.389,0.00389,0.14,0.0014
106,1,e1210002,F2,d/p,e,NC,1,10.602,5.35802,21.035,0.76936,7.57092,3.15,0.72516,1.157,0.01157,0.01095,0.01338,1.13,0.0113,0.001,0.00125,0.0,0.0,0.08,0.0008,0.00501,0.389,0.00389,0.14,0.0014
107,1,e1210002,F2,d/p,e,NC,1,10.602,5.32762,21.035,0.76058,7.52796,3.25,0.76564,1.126,0.01126,0.01062,0.01346,1.13,0.0113,0.001,0.00125,0.0,0.0,0.076,0.00076,0.005,0.389,0.00389,0.14,0.0014
108,1,e1210002,F2,d/p,e,NC,1,10.602,5.29722,21.035,0.75191,7.48501,3.35,0.75719,1.104,0.01104,0.01036,0.01355,1.13,0.0113,0.001,0.00125,0.0,0.0,0.072,0.00072,0.005,0.389,0.00389,0.14,0.0014
109,1,e1210002,F2,d/p,e,NC,1,10.602,5.26682,21.035,0.74334,7.44205,3.45,0.76796,1.065,0.01065,0.00994,0.01358,1.13,0.0113,0.001,0.00125,0.0,0.0,0.069,0.00069,0.005,0.389,0.00389,0.14,0.0014
110,1,e1210002,F2,d/p,e,NC,1,10.602,5.23642,21.035,0.73486,7.3991,3.55,0.75137,1.029,0.01029,0.00956,0.01356,1.13,0.0113,0.001,0.00125,0.0,0.0,0.065,0.00065,0.005,0.389,0.00389,0.14,0.0014
111,1,e1210002,F2,d/p,e,NC,1,10.602,5.20602,21.035,0.72648,7.35614,3.65,0.75096,1.0,0.01,0.00925,0.01353,1.13,0.0113,0.001,0.00125,0.0,0.0,0.063,0.00063,0.005,0.389,0.00389,0.14,0.0014
112,1,e1210002,F2,d/p,e,NC,1,10.602,5.17562,21.035,0.71819,7.31319,3.75,0.74591,0.97,0.0097,0.00893,0.01341,1.13,0.0113,0.001,0.00125,0.0,0.0,0.06,0.0006,0.005,0.389,0.00389,0.14,0.0014
113,1,e1210002,F2,d/p,e,NC,1,10.602,5.14523,21.035,0.70999,7.27024,3.85,0.74826,0.947,0.00947,0.00866,0.01334,1.13,0.0113,0.001,0.00125,0.0,0.0,0.057,0.00057,0.005,0.389,0.00389,0.14,0.0014
114,1,e1210002,F2,d/p,e,NC,1,10.602,5.11483,21.035,0.70189,7.22728,3.95,0.73472,0.919,0.00919,0.00837,0.01331,1.13,0.0113,0.001,0.00125,0.0,0.0,0.055,0.00055,0.005,0.389,0.00389,0.14,0.0014
115,1,e1210002,F2,d/p,e,NC,1,10.602,5.08443,21.035,0.69387,7.18433,4.05,0.73099,0.898,0.00898,0.00814,0.01328,1.13,0.0113,0.001,0.00125,0.0,0.0,0.053,0.00053,0.005,0.389,0.00389,0.14,0.0014
116,1,e1210002,F2,d/p,e,NC,1,10.602,5.05403,21.035,0.68594,7.14137,4.15,0.7368,0.878,0.00878,0.00791,0.01326,1.13,0.0113,0.001,0.00125,0.0,0.0,0.051,0.00051,0.005,0.389,0.00389,0.14,0.0014
117,1,e1210002,F2,d/p,e,NC,1,10.602,5.02363,21.035,0.6781,7.09842,4.25,0.73421,0.856,0.00856,0.00768,0.01326,1.13,0.0113,0.001,0.00125,0.0,0.0,0.049,0.00049,0.005,0.389,0.00389,0.14,0.0014
118,1,e1210002,F2,d/p,e,NC,1,10.602,4.99323,21.035,0.67035,7.05546,4.35,0.73591,0.842,0.00842,0.00752,0.01323,1.13,0.0113,0.001,0.00125,0.0,0.0,0.048,0.00048,0.005,0.389,0.00389,0.14,0.0014
119,1,e1210002,F2,d/p,e,NC,1,10.602,4.96283,21.035,0.66267,7.01251,4.45,0.73537,0.821,0.00821,0.0073,0.01319,1.13,0.0113,0.001,0.00125,0.0,0.0,0.046,0.00046,0.005,0.389,0.00389,0.14,0.0014
120,1,e1210002,F2,d/p,e,NC,1,10.602,4.93243,21.035,0.65508,6.96955,4.55,0.73858,0.808,0.00808,0.00716,0.01317,1.13,0.0113,0.001,0.00125,0.0,0.0,0.044,0.00044,0.005,0.389,0.00389,0.14,0.0014
121,1,e1210002,F2,d/p,e,NC,1,10.602,4.90203,21.035,0.64757,6.9266,4.65,0.73465,0.793,0.00793,0.00699,0.01317,1.13,0.0113,0.001,0.00125,0.0,0.0,0.043,0.00043,0.005,0.389,0.00389,0.14,0.0014
122,1,e1210002,F2,d/p,e,NC,1,10.602,4.87163,21.035,0.64014,6.88365,4.75,0.73934,0.778,0.00778,0.00683,0.01317,1.13,0.0113,0.001,0.00125,0.0,0.0,0.042,0.00042,0.005,0.389,0.00389,0.14,0.0014
123,1,e1210002,F2,d/p,e,NC,1,10.602,4.84123,21.035,0.63279,6.84069,4.85,0.73458,0.768,0.00768,0.00671,0.01316,1.13,0.0113,0.001,0.00125,0.0,0.0,0.04,0.0004,0.005,0.389,0.00389,0.14,0.0014
124,1,e1210002,F2,d/p,e,NC,1,10.602,4.81083,21.035,0.62552,6.79774,4.95,0.7379,0.754,0.00754,0.00657,0.01318,1.13,0.0113,0.001,0.00125,0.0,0.0,0.039,0.00039,0.005,0.389,0.00389,0.14,0.0014
125,1,e1210002,F2,d/p,e,NC,1,10.602,4.78043,21.035,0.61832,6.75478,5.05,0.74635,0.746,0.00746,0.00648,0.01327,1.13,0.0113,0.001,0.00125,0.0,0.0,0.038,0.00038,0.005,0.389,0.00389,0.14,0.0014
126,1,e1210002,F2,d/p,e,NC,1,10.602,4.75003,21.035,0.6112,6.71183,5.15,0.74747,0.739,0.00739,0.0064,0.01331,1.13,0.0113,0.001,0.00125,0.0,0.0,0.037,0.00037,0.005,0.389,0.00389,0.14,0.0014
127,1,e1210002,F2,d/p,e,NC,1,10.602,4.71964,21.035,0.60415,6.66887,5.25,0.75157,0.733,0.00733,0.00634,0.01327,1.13,0.0113,0.001,0.00125,0.0,0.0,0.036,0.00036,0.005,0.389,0.00389,0.14,0.0014
128,1,e1210002,F2,d/p,e,NC,1,10.602,4.68924,21.035,0.59717,6.62592,5.35,0.74934,0.73,0.0073,0.00632,0.01323,1.13,0.0113,0.001,0.00125,0.0,0.0,0.035,0.00035,0.005,0.389,0.00389,0.14,0.0014
129,1,e1210002,F2,d/p,e,NC,1,10.602,4.65884,21.035,0.59026,6.58297,5.45,0.75415,0.733,0.00733,0.00637,0.01323,1.13,0.0113,0.001,0.00125,0.0,0.0,0.034,0.00034,0.005,0.389,0.00389,0.14,0.0014
130,1,e1210002,F2,d/p,e,NC,1,10.602,2.95992,24.98,0.4094,5.87106,9.35,0.8041,1.368,0.01368,0.01297,0.01376,1.13,0.0113,0.001,0.00184,0.007,7e-05,0.017,0.00017,0.00501,0.561,0.00561,0.14,0.0014
131,1,e1210002,F2,d/p,e,NC,1,10.602,2.8822,24.98,0.39464,5.71691,9.65,0.80864,1.152,0.01152,0.01069,0.01343,1.13,0.0113,0.001,0.00184,0.009,9e-05,0.016,0.00016,0.00502,0.561,0.00561,0.14,0.0014
132,1,e1210002,F2,d/p,e,NC,1,10.602,2.80448,24.98,0.38017,5.56275,9.95,0.80956,1.049,0.01049,0.00961,0.0133,1.13,0.0113,0.001,0.00184,0.012,0.00012,0.015,0.00015,0.00502,0.561,0.00561,0.14,0.0014
133,1,e1210002,F2,d/p,e,NC,1,10.602,2.72676,24.98,0.36598,5.40859,10.25,0.83138,0.992,0.00992,0.009,0.01326,1.13,0.0113,0.001,0.00184,0.016,0.00016,0.015,0.00015,0.00503,0.561,0.00561,0.14,0.0014
134,1,e1210002,F2,d/p,e,NC,1,10.602,2.64904,24.98,0.35208,5.25443,10.55,0.82935,0.95,0.0095,0.00853,0.01326,1.13,0.0113,0.001,0.00184,0.022,0.00022,0.014,0.00014,0.00503,0.561,0.00561,0.14,0.0014
135,1,e1210002,F2,d/p,e,NC,1,10.602,2.57132,24.98,0.33844,5.10028,10.85,0.84221,0.913,0.00913,0.00809,0.01337,1.13,0.0113,0.001,0.00184,0.029,0.00029,0.014,0.00014,0.00504,0.561,0.00561,0.14,0.0014
136,1,e1210002,F2,d/p,e,NC,1,10.602,2.4936,24.98,0.32507,4.94612,11.15,0.83312,0.865,0.00865,0.00757,0.01343,1.13,0.0113,0.001,0.00184,0.038,0.00038,0.013,0.00013,0.00505,0.561,0.00561,0.14,0.0014
137,1,e1210002,F2,d/p,e,NC,1,10.602,2.41589,24.98,0.31194,4.79196,11.45,0.83636,0.834,0.00834,0.00721,0.01347,1.13,0.0113,0.001,0.00184,0.051,0.00051,0.013,0.00013,0.00507,0.561,0.00561,0.14,0.0014
138,1,e1210002,F2,d/p,e,NC,1,10.602,2.33817,24.98,0.29907,4.63781,11.75,0.85813,0.806,0.00806,0.00693,0.0135,1.13,0.0113,0.001,0.00184,0.068,0.00068,0.012,0.00012,0.00509,0.561,0.00561,0.14,0.0014
139,1,e1210002,F2,d/p,e,NC,1,10.602,3.58167,24.98,0.53927,7.10432,6.95,0.76381,1.356,0.01356,0.01276,0.01252,1.13,0.0113,0.001,0.0009,0.001,1e-05,0.024,0.00024,0.005,0.362,0.00362,0.14,0.0014
140,1,e1210002,F2,d/p,e,NC,1,10.602,3.50395,24.98,0.52179,6.95016,7.25,0.74854,1.13,0.0113,0.01035,0.01248,1.13,0.0113,0.001,0.0009,0.001,1e-05,0.023,0.00023,0.005,0.362,0.00362,0.14,0.0014
141,1,e1210002,F2,d/p,e,NC,1,10.602,3.42623,24.98,0.50469,6.79601,7.55,0.77199,0.995,0.00995,0.00888,0.01251,1.13,0.0113,0.001,0.0009,0.001,1e-05,0.022,0.00022,0.005,0.362,0.00362,0.14,0.0014
142,1,e1210002,F2,d/p,e,NC,1,10.602,3.34851,24.98,0.48796,6.64185,7.85,0.77171,0.928,0.00928,0.00816,0.01251,1.13,0.0113,0.001,0.0009,0.002,2e-05,0.021,0.00021,0.00501,0.362,0.00362,0.14,0.0014
143,1,e1210002,F2,d/p,e,NC,1,10.602,3.27079,24.98,0.47158,6.48769,8.15,0.78094,0.883,0.00883,0.00764,0.01247,1.13,0.0113,0.001,0.0009,0.002,2e-05,0.02,0.0002,0.00501,0.362,0.00362,0.14,0.0014
144,1,e1210002,F2,d/p,e,NC,1,10.602,3.19307,24.98,0.45555,6.33354,8.45,0.78588,0.841,0.00841,0.00717,0.01243,1.13,0.0113,0.001,0.0009,0.003,3e-05,0.019,0.00019,0.00501,0.362,0.00362,0.14,0.0014
145,1,e1210002,F2,d/p,e,NC,1,10.602,3.11536,24.98,0.43984,6.17938,8.75,0.79715,0.809,0.00809,0.00678,0.01243,1.13,0.0113,0.001,0.0009,0.004,4e-05,0.018,0.00018,0.00501,0.362,0.00362,0.14,0.0014
146,1,e1210002,F2,d/p,e,NC,1,10.602,3.03764,24.98,0.42446,6.02522,9.05,0.79772,0.777,0.00777,0.0064,0.01247,1.13,0.0113,0.001,0.0009,0.005,5e-05,0.017,0.00017,0.00501,0.362,0.00362,0.14,0.0014
147,1,e1210002,F2,d/p,e,NC,1,10.602,2.95992,24.98,0.4094,5.87106,9.35,0.81194,0.746,0.00746,0.00604,0.01297,1.13,0.0113,0.001,0.0009,0.007,7e-05,0.017,0.00017,0.00501,0.362,0.00362,0.14,0.0014
148,1,e1210002,F2,d/p,e,NC,1,10.602,2.8822,24.98,0.39464,5.71691,9.65,0.80375,0.725,0.00725,0.00576,0.01262,1.13,0.0113,0.001,0.0009,0.009,9e-05,0.016,0.00016,0.00502,0.362,0.00362,0.14,0.0014
149,1,e1210002,F2,d/p,e,NC,1,10.602,2.80448,24.98,0.38017,5.56275,9.95,0.80642,0.702,0.00702,0.00554,0.01248,1.13,0.0113,0.001,0.0009,0.012,0.00012,0.015,0.00015,0.00502,0.362,0.00362,0.14,0.0014
150,1,e1210002,F2,d/p,e,NC,1,10.602,2.72676,24.98,0.36598,5.40859,10.25,0.81449,0.709,0.00709,0.00568,0.01245,1.13,0.0113,0.001,0.0009,0.016,0.00016,0.015,0.00015,0.00503,0.362,0.00362,0.14,0.0014
151,1,e1210002,F2,d/p,e,NC,1,10.602,4.16456,24.98,0.68381,8.2605,4.7,0.73718,1.513,0.01513,0.01471,0.01239,1.13,0.0113,0.001,0.00119,0.0,0.0,0.042,0.00042,0.005,0.332,0.00332,0.14,0.0014
152,1,e1210002,F2,d/p,e,NC,1,10.602,4.11275,24.98,0.66991,8.15773,4.9,0.721,1.318,0.01318,0.01269,0.01238,1.13,0.0113,0.001,0.00119,0.0,0.0,0.04,0.0004,0.005,0.332,0.00332,0.14,0.0014
153,1,e1210002,F2,d/p,e,NC,1,10.602,4.06093,24.98,0.65623,8.05496,5.1,0.73964,1.168,0.01168,0.01114,0.01237,1.13,0.0113,0.001,0.00119,0.0,0.0,0.038,0.00038,0.005,0.332,0.00332,0.14,0.0014
154,1,e1210002,F2,d/p,e,NC,1,10.602,4.00912,24.98,0.64277,7.95218,5.3,0.74076,1.059,0.01059,0.01,0.01237,1.13,0.0113,0.001,0.00119,0.0,0.0,0.036,0.00036,0.005,0.332,0.00332,0.14,0.0014
155,1,e1210002,F2,d/p,e,NC,1,10.602,3.95731,24.98,0.62951,7.84941,5.5,0.73812,0.984,0.00984,0.00922,0.01238,1.13,0.0113,0.001,0.00119,0.0,0.0,0.034,0.00034,0.005,0.332,0.00332,0.14,0.0014
156,1,e1210002,F2,d/p,e,NC,1,10.602,3.9055,24.98,0.61646,7.74664,5.7,0.73443,0.935,0.00935,0.00871,0.01237,1.13,0.0113,0.001,0.00119,0.0,0.0,0.032,0.00032,0.005,0.332,0.00332,0.14,0.0014
157,1,e1210002,F2,d/p,e,NC,1,10.602,3.85368,24.98,0.60361,7.64387,5.9,0.73368,0.894,0.00894,0.00826,0.01236,1.13,0.0113,0.001,0.00119,0.0,0.0,0.031,0.00031,0.005,0.332,0.00332,0.14,0.0014
158,1,e1210002,F2,d/p,e,NC,1,10.602,3.80187,24.98,0.59096,7.5411,6.1,0.75188,0.856,0.00856,0.00785,0.01236,1.13,0.0113,0.001,0.00119,0.0,0.0,0.029,0.00029,0.005,0.332,0.00332,0.14,0.0014
159,1,e1210002,F2,d/p,e,NC,1,10.602,3.75006,24.98,0.5785,7.43833,6.3,0.7556,0.821,0.00821,0.00746,0.01237,1.13,0.0113,0.001,0.00119,0.001,1e-05,0.028,0.00028,0.005,0.332,0.00332,0.14,0.0014
160,1,e1210002,F2,d/p,e,NC,1,10.602,3.69825,24.98,0.56622,7.33556,6.5,0.75062,0.792,0.00792,0.00714,0.01237,1.13,0.0113,0.001,0.00119,0.001,1e-05,0.027,0.00027,0.005,0.332,0.00332,0.14,0.0014
161,1,e1210002,F2,d/p,e,NC,1,10.602,3.64643,24.98,0.55413,7.23279,6.7,0.75816,0.764,0.00764,0.00683,0.01237,1.13,0.0113,0.001,0.00119,0.001,1e-05,0.026,0.00026,0.005,0.332,0.00332,0.14,0.0014
162,1,e1210002,F2,d/p,e,NC,1,10.602,3.59462,24.98,0.54222,7.13001,6.9,0.75856,0.74,0.0074,0.00656,0.01242,1.13,0.0113,0.001,0.00119,0.001,1e-05,0.025,0.00025,0.005,0.332,0.00332,0.14,0.0014
163,1,e1210002,F2,d/p,e,NC,1,10.602,3.54281,24.98,0.53048,7.02724,7.1,0.76518,0.716,0.00716,0.00627,0.01241,1.13,0.0113,0.001,0.00119,0.001,1e-05,0.024,0.00024,0.005,0.332,0.00332,0.14,0.0014
164,1,e1210002,F2,d/p,e,NC,1,10.602,3.491,24.98,0.51892,6.92447,7.3,0.76919,0.692,0.00692,0.00602,0.01242,1.13,0.0113,0.001,0.00119,0.001,1e-05,0.023,0.00023,0.005,0.332,0.00332,0.14,0.0014
165,1,e1210002,F2,d/p,e,NC,1,10.602,3.43918,24.98,0.50752,6.8217,7.5,0.77227,0.674,0.00674,0.00581,0.01243,1.13,0.0113,0.001,0.00119,0.001,1e-05,0.022,0.00022,0.005,0.332,0.00332,0.14,0.0014
166,1,e1210002,F2,d/p,e,NC,1,10.602,3.38737,24.98,0.49628,6.71893,7.7,0.77587,0.657,0.00657,0.00562,0.01246,1.13,0.0113,0.001,0.00119,0.002,2e-05,0.021,0.00021,0.005,0.332,0.00332,0.14,0.0014
167,1,e1210002,F2,d/p,e,NC,1,10.602,3.33556,24.98,0.4852,6.61616,7.9,0.78025,0.642,0.00642,0.00544,0.01244,1.13,0.0113,0.001,0.00119,0.002,2e-05,0.021,0.00021,0.00501,0.332,0.00332,0.14,0.0014
168,1,e1210002,F2,d/p,e,NC,1,10.602,3.28375,24.98,0.47429,6.51338,8.1,0.78131,0.626,0.00626,0.00528,0.01243,1.13,0.0113,0.001,0.00119,0.002,2e-05,0.02,0.0002,0.00501,0.332,0.00332,0.14,0.0014
169,1,e1210002,F2,d/p,e,NC,1,10.602,3.23193,24.98,0.46352,6.41061,8.3,0.78724,0.618,0.00618,0.00522,0.01238,1.13,0.0113,0.001,0.00119,0.003,3e-05,0.019,0.00019,0.00501,0.332,0.00332,0.14,0.0014
170,1,e1210002,F2,d/p,e,NC,1,10.602,3.18012,24.98,0.45291,6.30784,8.5,0.79059,0.628,0.00628,0.00536,0.01237,1.13,0.0113,0.001,0.00119,0.003,3e-05,0.019,0.00019,0.00501,0.332,0.00332,0.14,0.0014
171,1,e1210002,F2,d/p,e,NC,1,10.602,5.05833,24.98,0.96447,10.03331,1.25,6.07294,8.233,0.08233,0.08229,0.05395,1.13,0.0113,0.001,0.00106,0.001,1e-05,1.536,0.01536,0.01597,0.308,0.00308,0.14,0.0014
172,1,e1210002,F2,d/p,e,NC,1,10.602,5.03242,24.98,0.95506,9.98192,1.35,2.39736,7.193,0.07193,0.07186,0.02987,1.13,0.0113,0.001,0.00106,0.0,0.0,0.862,0.00862,0.00914,0.308,0.00308,0.14,0.0014
173,1,e1210002,F2,d/p,e,NC,1,10.602,5.00651,24.98,0.94575,9.93053,1.45,1.27247,5.527,0.05527,0.05518,0.01788,1.13,0.0113,0.001,0.00106,0.0,0.0,0.589,0.00589,0.00669,0.308,0.00308,0.14,0.0014
174,1,e1210002,F2,d/p,e,NC,1,10.602,4.98061,24.98,0.93652,9.87915,1.55,1.17035,4.562,0.04562,0.04552,0.01415,1.13,0.0113,0.001,0.00106,0.0,0.0,0.444,0.00444,0.00604,0.308,0.00308,0.14,0.0014
175,1,e1210002,F2,d/p,e,NC,1,10.602,4.9547,24.98,0.92737,9.82776,1.65,1.11401,4.13,0.0413,0.04119,0.01376,1.13,0.0113,0.001,0.00106,0.0,0.0,0.354,0.00354,0.00568,0.308,0.00308,0.14,0.0014
176,1,e1210002,F2,d/p,e,NC,1,10.602,4.92879,24.98,0.91831,9.77638,1.75,0.98525,3.65,0.0365,0.03639,0.0135,1.13,0.0113,0.001,0.00106,0.0,0.0,0.293,0.00293,0.00542,0.308,0.00308,0.14,0.0014
177,1,e1210002,F2,d/p,e,NC,1,10.602,4.90289,24.98,0.90933,9.72499,1.85,0.95368,3.395,0.03395,0.03383,0.01345,1.13,0.0113,0.001,0.00106,0.0,0.0,0.249,0.00249,0.00526,0.308,0.00308,0.14,0.0014
178,1,e1210002,F2,d/p,e,NC,1,10.602,4.87698,24.98,0.90044,9.67361,1.95,0.91845,3.063,0.03063,0.03049,0.01308,1.13,0.0113,0.001,0.00106,0.0,0.0,0.216,0.00216,0.00517,0.308,0.00308,0.14,0.0014
179,1,e1210002,F2,d/p,e,NC,1,10.602,4.85108,24.98,0.89162,9.62222,2.05,0.85333,2.812,0.02812,0.02796,0.01268,1.13,0.0113,0.001,0.00106,0.0,0.0,0.191,0.00191,0.00511,0.308,0.00308,0.14,0.0014
180,1,e1210002,F2,d/p,e,NC,1,10.602,4.82517,24.98,0.88288,9.57083,2.15,0.74043,2.528,0.02528,0.02511,0.01245,1.13,0.0113,0.001,0.00106,0.0,0.0,0.17,0.0017,0.00507,0.308,0.00308,0.14,0.0014
181,1,e1210002,F2,d/p,e,NC,1,10.602,4.79926,24.98,0.87422,9.51945,2.25,0.60892,2.313,0.02313,0.02293,0.01493,1.13,0.0113,0.001,0.00106,0.0,0.0,0.154,0.00154,0.00504,0.308,0.00308,0.14,0.0014
182,1,e1210002,F2,d/p,e,NC,1,10.602,4.77336,24.98,0.86564,9.46806,2.35,0.68582,2.158,0.02158,0.02138,0.0145,1.13,0.0113,0.001,0.00106,0.0,0.0,0.14,0.0014,0.00503,0.308,0.00308,0.14,0.0014
183,1,e1210002,F2,d/p,e,NC,1,10.602,4.74745,24.98,0.85713,9.41668,2.45,0.83564,2.138,0.02138,0.02117,0.01311,1.13,0.0113,0.001,0.00106,0.0,0.0,0.128,0.00128,0.00503,0.308,0.00308,0.14,0.0014
184,1,e1210002,F2,d/p,e,NC,1,10.602,4.72154,24.98,0.84869,9.36529,2.55,0.89302,2.051,0.02051,0.0203,0.01338,1.13,0.0113,0.001,0.00106,0.0,0.0,0.118,0.00118,0.00502,0.308,0.00308,0.14,0.0014
185,1,e1210002,F2,d/p,e,NC,1,10.602,4.69564,24.98,0.84034,9.31391,2.65,0.85868,1.931,0.01931,0.01907,0.01402,1.13,0.0113,0.001,0.00106,0.0,0.0,0.11,0.0011,0.00502,0.308,0.00308,0.14,0.0014
186,1,e1210002,F2,d/p,e,NC,1,10.602,4.66973,24.98,0.83205,9.26252,2.75,0.75426,1.778,0.01778,0.01753,0.01655,1.13,0.0113,0.001,0.00106,0.0,0.0,0.102,0.00102,0.00501,0.308,0.00308,0.14,0.0014
187,1,e1210002,F2,d/p,e,NC,1,10.602,4.64383,24.98,0.82384,9.21113,2.85,0.64408,1.659,0.01659,0.01632,0.01836,1.13,0.0113,0.001,0.00106,0.0,0.0,0.096,0.00096,0.00501,0.308,0.00308,0.14,0.0014
188,1,e1210002,F2,d/p,e,NC,1,10.602,4.61792,24.98,0.81569,9.15975,2.95,0.65436,1.568,0.01568,0.0154,0.01587,1.13,0.0113,0.001,0.00106,0.0,0.0,0.09,0.0009,0.00501,0.308,0.00308,0.14,0.0014
189,1,e1210002,F2,d/p,e,NC,1,10.602,4.59201,24.98,0.80762,9.10836,3.05,0.719,1.512,0.01512,0.01483,0.01379,1.13,0.0113,0.001,0.00106,0.0,0.0,0.085,0.00085,0.00501,0.308,0.00308,0.14,0.0014
190,1,e1210002,F2,d/p,e,NC,1,10.602,4.56611,24.98,0.79962,9.05698,3.15,0.75015,1.469,0.01469,0.01438,0.01302,1.13,0.0113,0.001,0.00106,0.0,0.0,0.08,0.0008,0.00501,0.308,0.00308,0.14,0.0014
191,1,e1210002,F2,d/p,e,NC,1,10.602,4.5402,24.98,0.79168,9.00559,3.25,0.77018,1.419,0.01419,0.01387,0.01298,1.13,0.0113,0.001,0.00106,0.0,0.0,0.076,0.00076,0.00501,0.308,0.00308,0.14,0.0014
192,1,e1210002,F2,d/p,e,NC,1,10.602,4.51429,24.98,0.78382,8.95421,3.35,0.77581,1.378,0.01378,0.01344,0.01296,1.13,0.0113,0.001,0.00106,0.0,0.0,0.072,0.00072,0.005,0.308,0.00308,0.14,0.0014
193,1,e1210002,F2,d/p,e,NC,1,10.602,4.48839,24.98,0.77602,8.90282,3.45,0.76621,1.324,0.01324,0.01288,0.01291,1.13,0.0113,0.001,0.00106,0.0,0.0,0.069,0.00069,0.005,0.308,0.00308,0.14,0.0014
194,1,e1210002,F2,d/p,e,NC,1,10.602,4.46248,24.98,0.76828,8.85143,3.55,0.74445,1.269,0.01269,0.01231,0.01279,1.13,0.0113,0.001,0.00106,0.0,0.0,0.065,0.00065,0.005,0.308,0.00308,0.14,0.0014
195,1,e1210002,F2,d/p,e,NC,1,10.602,4.43658,24.98,0.76061,8.80005,3.65,0.74838,1.221,0.01221,0.01182,0.01266,1.13,0.0113,0.001,0.00106,0.0,0.0,0.063,0.00063,0.005,0.308,0.00308,0.14,0.0014
196,1,e1210002,F2,d/p,e,NC,1,10.602,4.41067,24.98,0.75301,8.74866,3.75,0.73814,1.178,0.01178,0.01137,0.01259,1.13,0.0113,0.001,0.00106,0.0,0.0,0.06,0.0006,0.005,0.308,0.00308,0.14,0.0014
197,1,e1210002,F2,d/p,e,NC,1,10.602,4.38476,24.98,0.74546,8.69728,3.85,0.74246,1.149,0.01149,0.01106,0.01253,1.13,0.0113,0.001,0.00106,0.0,0.0,0.057,0.00057,0.005,0.308,0.00308,0.14,0.0014
198,1,e1210002,F2,d/p,e,NC,1,10.602,4.35886,24.98,0.73799,8.64589,3.95,0.73496,1.102,0.01102,0.01059,0.01248,1.13,0.0113,0.001,0.00106,0.0,0.0,0.055,0.00055,0.005,0.308,0.00308,0.14,0.0014
199,1,e1210002,F2,d/p,e,NC,1,10.602,4.33295,24.98,0.73057,8.59451,4.05,0.72603,1.07,0.0107,0.01025,0.01246,1.13,0.0113,0.001,0.00106,0.0,0.0,0.053,0.00053,0.005,0.308,0.00308,0.14,0.0014
200,1,e1210002,F2,d/p,e,NC,1,10.602,4.30704,24.98,0.72321,8.54312,4.15,0.72899,1.038,0.01038,0.00991,0.01242,1.13,0.0113,0.001,0.00106,0.0,0.0,0.051,0.00051,0.005,0.308,0.00308,0.14,0.0014
