,exp,Elab,E',x,W2,Q2,sig (mb/sr/GeV),theta,%*syst_u,%*norm_c,*y,obs,target,lepton beam,current,units,*epsilon,value,%*stat_u,R1990
153,e03103,5.766,4.2681,1.275,0.1073,3.584,6.281e-05,22,1.3,2.5,0.259781477627471,f2,d,nc,e,1,0.891819318771763,0.0003748,2.28255069370331,0.1431
154,e03103,5.766,4.2895,1.3,0.0491,3.602,4.958e-05,22,1.3,2.5,0.256070065903573,f2,d,nc,e,1,0.894147531116267,0.00029195,0.671690357938003,0.1425
155,e03103,5.766,4.3306,1.35,-0.0624,3.6364,2.924e-05,22,1.3,2.5,0.248942074228235,f2,d,nc,e,1,0.896266956338632,0.0001678,4.43087008343266,0.1412
156,e03103,5.766,4.3694,1.4,-0.1679,3.6691,2.006e-05,22,1.3,2.5,0.242212972597988,f2,d,nc,e,1,0.897259413695572,0.0001122,5.86898395721925,0.14
157,e03103,5.766,4.3881,1.425,-0.2186,3.6847,1.624e-05,22,1.3,2.5,0.238969823100937,f2,d,nc,e,1,0.901610731127409,8.97e-05,1.04069119286511,0.1394
158,e03103,5.766,4.4743,1.55,-0.4528,3.7571,6.079e-06,22,1.3,2.5,0.224020117932709,f2,d,nc,e,1,0.905148283471936,3.1605e-05,1.79560196171492,0.1358
159,e03103,5.766,4.5504,1.675,-0.6595,3.821,2.515e-06,22,1.3,2.5,0.210822060353798,f2,d,nc,e,1,0.667745021109116,1.2345e-05,3.02956662616444,0.1309
160,e03103,5.766,2.4968,0.475,4.1011,2.914,0.007591,26,1.3,2.5,0.566978841484565,f2,d,nc,e,1,0.680386374961475,0.15085,0.429897248922771,0.176
161,e03103,5.766,2.5696,0.5,3.8794,2.9991,0.006999,26,1.3,2.5,0.554353104405134,f2,d,nc,e,1,0.692081275271535,0.1381,0.380159304851557,0.1714
162,e03103,5.766,2.6393,0.525,3.6674,3.0804,0.006353,26,1.3,2.5,0.542265001734305,f2,d,nc,e,1,0.702911433919898,0.1244,0.365112540192926,0.1672
163,e03103,5.766,2.706,0.55,3.4643,3.1582,0.005684,26,1.3,2.5,0.530697190426639,f2,d,nc,e,1,0.712961429999256,0.11035,0.376212052560036,0.1634
164,e03103,5.766,2.7699,0.575,3.2698,3.2328,0.00516,26,1.3,2.5,0.519614984391259,f2,d,nc,e,1,0.722299910844523,0.09925,0.326901763224181,0.16
165,e03103,5.766,2.8312,0.6,3.0832,3.3043,0.004689,26,1.3,2.5,0.508983697537288,f2,d,nc,e,1,0.730999221565528,0.08935,0.453273642977057,0.1569
166,e03103,5.766,2.8901,0.625,2.9042,3.373,0.004202,26,1.3,2.5,0.498768643773847,f2,d,nc,e,1,0.739098567692446,0.07925,0.389463722397476,0.154
167,e03103,5.766,2.9466,0.65,2.7321,3.439,0.003683,26,1.3,2.5,0.488969823100936,f2,d,nc,e,1,0.746653263491189,0.06875,0.448363636363636,0.1514
168,e03103,5.766,3.0009,0.675,2.5667,3.5024,0.003224,26,1.3,2.5,0.47955254942768,f2,d,nc,e,1,0.753718342445499,0.0595,0.493529411764706,0.149
169,e03103,5.766,3.0532,0.7,2.4075,3.5634,0.002833,26,1.3,2.5,0.470482136663198,f2,d,nc,e,1,0.760335472765762,0.05175,0.339130434782609,0.1467
170,e03103,5.766,3.1036,0.725,2.2543,3.6222,0.002464,26,1.3,2.5,0.461741241762053,f2,d,nc,e,1,0.766527768147615,0.044485,0.49859503203327,0.1446
171,e03103,5.766,3.1521,0.75,2.1066,3.6788,0.002037,26,1.3,2.5,0.453329864724246,f2,d,nc,e,1,0.772340677787507,0.03636,0.518151815181518,0.1427
172,e03103,5.766,3.1989,0.775,1.9643,3.7334,0.001685,26,1.3,2.5,0.445213319458897,f2,d,nc,e,1,0.777796078242219,0.02973,0.392028254288597,0.1409
173,e03103,5.766,3.244,0.8,1.8269,3.7861,0.001422,26,1.3,2.5,0.437391605966008,f2,d,nc,e,1,0.782931231737683,0.0248,0.595967741935484,0.1392
174,e03103,5.766,3.2876,0.825,1.6943,3.837,0.001205,26,1.3,2.5,0.4298300381547,f2,d,nc,e,1,0.78776165316236,0.02077,0.626384207992297,0.1376
175,e03103,5.766,3.3297,0.85,1.5661,3.8861,0.001008,26,1.3,2.5,0.422528616024974,f2,d,nc,e,1,0.792315205500375,0.017165,0.504515001456452,0.1361
176,e03103,5.766,3.3704,0.875,1.4423,3.9336,0.0008323,26,1.3,2.5,0.415469996531391,f2,d,nc,e,1,0.796604807821129,0.01401,0.846895074946467,0.1347
177,e03103,5.766,3.4097,0.9,1.3225,3.9795,0.0006661,26,1.3,2.5,0.408654179673951,f2,d,nc,e,1,0.800660778179245,0.01108,0.516696750902527,0.1334
178,e03103,5.766,3.4478,0.925,1.2066,4.0239,0.0005768,26,1.3,2.5,0.402046479361776,f2,d,nc,e,1,0.804498067802212,0.00948,0.50337552742616,0.1321
179,e03103,5.766,3.4847,0.95,1.0944,4.067,0.000602,26,1.3,2.5,0.395646895594866,f2,d,nc,e,1,0.811557902413941,0.009775,0.519693094629156,0.1309
180,e03103,5.766,3.555,1.0,0.8804,4.1491,0.0007012,26,1.3,2.5,0.383454734651405,f2,d,nc,e,1,0.814815005110567,0.01112,0.513489208633093,0.1287
181,e03103,5.766,3.5886,1.025,0.7782,4.1882,0.0005612,26,1.3,2.5,0.377627471383975,f2,d,nc,e,1,0.820832740469912,0.008795,0.570210346787948,0.1276
182,e03103,5.766,3.6527,1.075,0.5829,4.2631,0.0002398,26,1.3,2.5,0.366510579257718,f2,d,nc,e,1,0.823620934516086,0.003671,0.709207300463089,0.1257
183,e03103,5.766,3.6834,1.1,0.4895,4.2989,0.000153,26,1.3,2.5,0.361186264308012,f2,d,nc,e,1,0.828796968707798,0.0023145,0.948801036941024,0.1248
184,e03103,5.766,3.7422,1.15,0.3107,4.3675,6.544e-05,26,1.3,2.5,0.35098855359001,f2,d,nc,e,1,0.831196795925142,0.0009675,1.29974160206718,0.1231
185,e03103,5.766,3.7703,1.175,0.225,4.4004,4.44e-05,26,1.3,2.5,0.346115157821713,f2,d,nc,e,1,0.833487620492831,0.000649,1.79583975346687,0.1223
186,e03103,5.766,3.7977,1.2,0.1416,4.4323,3.133e-05,26,1.3,2.5,0.341363163371488,f2,d,nc,e,1,0.837760667938823,0.0004527,2.45747735807378,0.1216
187,e03103,5.766,3.8503,1.25,-0.0184,4.4937,1.687e-05,26,1.3,2.5,0.33224072147069,f2,d,nc,e,1,0.839749082564676,0.00023835,3.06691839731487,0.1201
188,e03103,5.766,3.8755,1.275,-0.0952,4.5231,1.318e-05,26,1.3,2.5,0.327870274020118,f2,d,nc,e,1,0.843478335704366,0.00018415,3.87184360575618,0.1194
189,e03103,5.766,3.9241,1.325,-0.243,4.5798,7.696e-06,26,1.3,2.5,0.319441553936871,f2,d,nc,e,1,0.845218854446461,0.00010515,5.06894912030433,0.1181
190,e03103,5.766,3.9474,1.35,-0.3141,4.6071,5.526e-06,26,1.3,2.5,0.315400624349636,f2,d,nc,e,1,0.848489350328247,7.47e-05,7.08835341365462,0.1174
191,e03103,5.766,3.9924,1.4,-0.4509,4.6596,3.434e-06,26,1.3,2.5,0.307596253902185,f2,d,nc,e,1,0.85002407014048,4.5415e-05,10.1508312231642,0.1162
192,e03103,5.766,4.0141,1.425,-0.5169,4.6848,2.719e-06,26,1.3,2.5,0.30383281304197,f2,d,nc,e,1,0.561630696408348,3.5575e-05,13.8327477160928,0.1155
193,e03103,5.766,2.0751,0.525,4.1703,3.6362,0.00269,32,1.3,2.5,0.640114464099896,f2,d,nc,e,1,0.573852385669319,0.11845,0.707893626002533,0.1485
194,e03103,5.766,2.1373,0.55,3.9446,3.7452,0.00243,32,1.3,2.5,0.629327089836975,f2,d,nc,e,1,0.585373951421457,0.1071,0.447478991596639,0.1444
195,e03103,5.766,2.1974,0.575,3.7264,3.8506,0.002129,32,1.3,2.5,0.618903919528269,f2,d,nc,e,1,0.59625069918589,0.0939,0.416240681576145,0.1408
196,e03103,5.766,2.2556,0.6,3.5153,3.9525,0.001871,32,1.3,2.5,0.6088102670829,f2,d,nc,e,1,0.606519469367995,0.0825,0.425272727272727,0.1375
197,e03103,5.766,2.3119,0.625,3.311,4.0511,0.001616,32,1.3,2.5,0.599046132500867,f2,d,nc,e,1,0.616229015395096,0.07115,0.37111735769501,0.1344
198,e03103,5.766,2.3664,0.65,3.1132,4.1467,0.001438,32,1.3,2.5,0.589594172736733,f2,d,nc,e,1,0.62540864911007,0.06315,0.499049881235154,0.1316
199,e03103,5.766,2.4192,0.675,2.9215,4.2392,0.001248,32,1.3,2.5,0.580437044745057,f2,d,nc,e,1,0.634106510524052,0.0547,0.43510054844607,0.129
200,e03103,5.766,2.4704,0.7,2.7356,4.329,0.00107,32,1.3,2.5,0.571557405480402,f2,d,nc,e,1,0.64234855804521,0.04669,0.463161276504605,0.1266
201,e03103,5.766,2.5201,0.725,2.5554,4.416,0.0009014,32,1.3,2.5,0.562937911897329,f2,d,nc,e,1,0.650164529132491,0.039205,0.578625175360286,0.1244
202,e03103,5.766,2.5683,0.75,2.3805,4.5005,0.0007583,32,1.3,2.5,0.554578563995838,f2,d,nc,e,1,0.657578006340747,0.032835,0.40612151667428,0.1223
203,e03103,5.766,2.6151,0.775,2.2107,4.5824,0.0006229,32,1.3,2.5,0.546462018730489,f2,d,nc,e,1,0.664618592034347,0.02684,0.608047690014903,0.1203
204,e03103,5.766,2.6605,0.8,2.0459,4.6621,0.0005025,32,1.3,2.5,0.538588276101283,f2,d,nc,e,1,0.671313748310211,0.021545,0.46600139243444,0.1185
205,e03103,5.766,2.7047,0.825,1.8857,4.7394,0.0003993,32,1.3,2.5,0.530922650017343,f2,d,nc,e,1,0.677677064050859,0.017025,0.720998531571219,0.1168
206,e03103,5.766,2.7476,0.85,1.73,4.8146,0.0003194,32,1.3,2.5,0.523482483524107,f2,d,nc,e,1,0.683730756163518,0.01354,0.563884785819793,0.1152
207,e03103,5.766,2.7893,0.875,1.5786,4.8877,0.0002563,32,1.3,2.5,0.516250433576136,f2,d,nc,e,1,0.689498921546061,0.0108,0.900925925925926,0.1137
208,e03103,5.766,2.8299,0.9,1.4313,4.9588,0.0001994,32,1.3,2.5,0.509209157127992,f2,d,nc,e,1,0.69499522047574,0.008345,0.772318753744757,0.1122
209,e03103,5.766,2.8694,0.925,1.288,5.028,0.0001575,32,1.3,2.5,0.502358654179674,f2,d,nc,e,1,0.700232511503332,0.00655,0.729923664122137,0.1109
210,e03103,5.766,2.9078,0.95,1.1485,5.0954,0.0001434,32,1.3,2.5,0.495698924731183,f2,d,nc,e,1,0.705229404426869,0.005925,0.709535864978903,0.1096
211,e03103,5.766,2.9452,0.975,1.0127,5.161,0.0001462,32,1.3,2.5,0.489212625737079,f2,d,nc,e,1,0.71000610443102,0.006,0.744583333333333,0.1084
212,e03103,5.766,2.9817,1.0,0.8804,5.2249,0.0001424,32,1.3,2.5,0.482882414151925,f2,d,nc,e,1,0.714561997384187,0.005805,0.757278208440999,0.1072
213,e03103,5.766,3.0172,1.025,0.7514,5.2871,0.0001095,32,1.3,2.5,0.476725633021159,f2,d,nc,e,1,0.718926847056383,0.004431,0.88298352516362,0.1061
214,e03103,5.766,3.0519,1.05,0.6257,5.3478,7.155e-05,32,1.3,2.5,0.470707596253902,f2,d,nc,e,1,0.72708699139967,0.0028735,1.11780059161302,0.105
215,e03103,5.766,3.1186,1.1,0.3836,5.4648,2.668e-05,32,1.3,2.5,0.459139784946237,f2,d,nc,e,1,0.730903891186753,0.001056,1.47443181818182,0.1031
216,e03103,5.766,3.1507,1.125,0.2669,5.5211,1.695e-05,32,1.3,2.5,0.453572667360389,f2,d,nc,e,1,0.734567690473461,0.000666,1.97747747747748,0.1021
217,e03103,5.766,3.1821,1.15,0.153,5.5761,1.101e-05,32,1.3,2.5,0.448126951092612,f2,d,nc,e,1,0.738081721043529,0.0004291,2.59962712654393,0.1013
218,e03103,5.766,3.2128,1.175,0.0419,5.6297,7.88e-06,32,1.3,2.5,0.442802636142907,f2,d,nc,e,1,0.741448480475676,0.0003048,3.19717847769029,0.1004
219,e03103,5.766,3.2427,1.2,-0.0667,5.6822,5.318e-06,32,1.3,2.5,0.437617065556712,f2,d,nc,e,1,0.744677212499897,0.0002041,4.17442430181284,0.0996
220,e03103,5.766,3.2719,1.225,-0.1727,5.7334,3.636e-06,32,1.3,2.5,0.432552896288588,f2,d,nc,e,1,0.747774249023635,0.00013845,5.45323221379559,0.09881
221,e03103,5.766,3.3004,1.25,-0.2763,5.7834,2.523e-06,32,1.3,2.5,0.427610128338536,f2,d,nc,e,1,0.750761043413823,9.535e-05,7.10015731515469,0.09806
222,e03103,5.766,3.3284,1.275,-0.3776,5.8323,1.973e-06,32,1.3,2.5,0.422754075615678,f2,d,nc,e,1,0.753618120191741,7.395e-05,8.65449628127113,0.09733
223,e03103,5.766,3.3556,1.3,-0.4766,5.8801,1.491e-06,32,1.3,2.5,0.41803676725633,f2,d,nc,e,1,0.756373889577637,5.55e-05,4.47567567567568,0.09662
224,e03103,5.766,3.3823,1.325,-0.5734,5.9269,1.024e-06,32,1.3,2.5,0.413406174124176,f2,d,nc,e,1,0.759022514508458,3.779e-05,17.1473934903414,0.09593
225,e03103,5.766,3.4084,1.35,-0.6681,5.9726,8.012e-07,32,1.3,2.5,0.408879639264655,f2,d,nc,e,1,0.764024729549918,2.9335e-05,6.03204363388444,0.09526
226,e03103,5.766,3.4589,1.4,-0.8514,6.0611,5.124e-07,32,1.3,2.5,0.400121401318071,f2,d,nc,e,1,0.768667456992894,1.8465e-05,7.23801787164907,0.09396
227,e03103,5.766,3.5073,1.45,-1.027,6.1459,2.428e-07,32,1.3,2.5,0.391727367325702,f2,d,nc,e,1,0.772981438283864,8.615e-06,11.8456181079512,0.09268
228,e03103,5.766,3.5537,1.5,-1.1954,6.2272,1.469e-07,32,1.3,2.5,0.383680194242109,f2,d,nc,e,1,0.776994925602021,5.13e-06,15.9356725146199,0.0914
229,e03103,5.766,3.5982,1.55,-1.357,6.3052,9.724e-08,32,1.3,2.5,0.375962539021852,f2,d,nc,e,1,0.780741687455583,3.343e-06,18.3816930900389,0.09009
230,e03103,5.766,3.641,1.6,-1.5122,6.3802,6.497e-08,32,1.3,2.5,0.368539715574055,f2,d,nc,e,1,0.784236382399038,2.1985e-06,22.992949738458,0.08874
231,e03103,5.766,3.6821,1.65,-1.6614,6.4522,2.839e-08,32,1.3,2.5,0.361411723898717,f2,d,nc,e,1,0.787509607257547,9.46e-07,38.3509513742072,0.0873
232,e03103,5.766,3.7217,1.7,-1.805,6.5216,2.89e-08,32,1.3,2.5,0.35454387790496,f2,d,nc,e,1,0.790571993210571,9.48e-07,36.6244725738397,0.08576
233,e03103,5.766,3.7598,1.75,-1.9432,6.5883,9.477e-09,32,1.3,2.5,0.347936177592785,f2,d,nc,e,1,0.30229552209066,3.061e-07,76.984645540673,0.08412
234,e03103,5.766,1.0631,0.325,6.8374,2.8682,0.002972,40,1.3,2.5,0.81562608394034,f2,d,nc,e,1,0.318923073452887,0.2366,0.436601859678783,0.1926
235,e03103,5.766,1.1289,0.35,6.5365,3.0456,0.002685,40,1.3,2.5,0.804214360041624,f2,d,nc,e,1,0.334809397729987,0.2204,0.405399274047187,0.1816
236,e03103,5.766,1.1928,0.375,6.244,3.2182,0.002459,40,1.3,2.5,0.793132154006244,f2,d,nc,e,1,0.349989043446279,0.20735,0.417651314203038,0.1721
237,e03103,5.766,1.255,0.4,5.9594,3.386,0.002221,40,1.3,2.5,0.782344779743323,f2,d,nc,e,1,0.36451216453172,0.1918,0.370437956204379,0.1637
238,e03103,5.766,1.3156,0.425,5.6824,3.5494,0.001995,40,1.3,2.5,0.771834894207423,f2,d,nc,e,1,0.378387208453481,0.17595,0.371696504688832,0.1564
239,e03103,5.766,1.3745,0.45,5.4128,3.7084,0.001773,40,1.3,2.5,0.761619840443982,f2,d,nc,e,1,0.39165999496479,0.1593,0.406779661016949,0.1499
240,e03103,5.766,1.4319,0.475,5.1502,3.8632,0.00158,40,1.3,2.5,0.751664932362123,f2,d,nc,e,1,0.404362471068448,0.1443,0.407830907830908,0.1441
241,e03103,5.766,1.4878,0.5,4.8945,4.0141,0.0014,40,1.3,2.5,0.741970169961845,f2,d,nc,e,1,0.416519559819005,0.1298,0.396764252696456,0.1389
242,e03103,5.766,1.5423,0.525,4.6452,4.1611,0.001224,40,1.3,2.5,0.732518210197711,f2,d,nc,e,1,0.428156354160075,0.115,0.399304347826087,0.1343
243,e03103,5.766,1.5954,0.55,4.4022,4.3044,0.001073,40,1.3,2.5,0.723309053069719,f2,d,nc,e,1,0.439306038426111,0.10195,0.424227562530652,0.1301
244,e03103,5.766,1.6472,0.575,4.1652,4.4442,0.0009275,40,1.3,2.5,0.714325355532431,f2,d,nc,e,1,0.449992245961782,0.089,0.392078651685393,0.1263
245,e03103,5.766,1.6978,0.6,3.934,4.5805,0.0008037,40,1.3,2.5,0.705549774540409,f2,d,nc,e,1,0.460231801983778,0.0778,0.358676092544987,0.1228
246,e03103,5.766,1.7471,0.625,3.7085,4.7136,0.0006937,40,1.3,2.5,0.696999653139091,f2,d,nc,e,1,0.470042945438139,0.06765,0.377457501847746,0.1196
247,e03103,5.766,1.7952,0.65,3.4883,4.8434,0.0005835,40,1.3,2.5,0.688657648283039,f2,d,nc,e,1,0.479459685752199,0.0573,0.319982547993019,0.1167
248,e03103,5.766,1.8422,0.675,3.2734,4.9702,0.0004938,40,1.3,2.5,0.680506416926812,f2,d,nc,e,1,0.488493681699319,0.04876,0.415709598031173,0.114
249,e03103,5.766,1.8881,0.7,3.0635,5.094,0.0004236,40,1.3,2.5,0.672545959070413,f2,d,nc,e,1,0.497159973306801,0.042035,0.442250505531105,0.1115
250,e03103,5.766,1.9329,0.725,2.8584,5.2149,0.0003559,40,1.3,2.5,0.66477627471384,f2,d,nc,e,1,0.505485973731748,0.035465,0.3751586070774,0.1092
251,e03103,5.766,1.9767,0.75,2.6581,5.3331,0.0002931,40,1.3,2.5,0.657180020811655,f2,d,nc,e,1,0.513481737000469,0.0293,0.560068259385666,0.107
252,e03103,5.766,2.0195,0.775,2.4622,5.4486,0.000242,40,1.3,2.5,0.649757197363857,f2,d,nc,e,1,0.521169927031774,0.024255,0.465264893836322,0.105
253,e03103,5.766,2.0614,0.8,2.2707,5.5615,0.0001946,40,1.3,2.5,0.642490461325009,f2,d,nc,e,1,0.528556464119065,0.01954,0.495138178096213,0.1031
254,e03103,5.766,2.1023,0.825,2.0835,5.672,0.0001482,40,1.3,2.5,0.635397155740548,f2,d,nc,e,1,0.535656483489048,0.014905,0.767192217376719,0.1013
255,e03103,5.766,2.1423,0.85,1.9003,5.78,0.0001148,40,1.3,2.5,0.628459937565036,f2,d,nc,e,1,0.542493909178237,0.011555,0.599307659022068,0.0996
256,e03103,5.766,2.1815,0.875,1.7212,5.8857,8.512e-05,40,1.3,2.5,0.621661463753035,f2,d,nc,e,1,0.549067060952441,0.008575,0.700874635568513,0.09801
257,e03103,5.766,2.2198,0.9,1.5458,5.9891,6.506e-05,40,1.3,2.5,0.615019077349983,f2,d,nc,e,1,0.555405212074032,0.006555,1.1304347826087,0.09651
258,e03103,5.766,2.2574,0.925,1.3742,6.0903,5.007e-05,40,1.3,2.5,0.608498092265002,f2,d,nc,e,1,0.561499286761192,0.005045,0.771060455896928,0.09509
259,e03103,5.766,2.2941,0.95,1.2061,6.1894,4.026e-05,40,1.3,2.5,0.60213319458897,f2,d,nc,e,1,0.56737738189481,0.004053,0.885763631877622,0.09374
260,e03103,5.766,2.3301,0.975,1.0415,6.2865,3.844e-05,40,1.3,2.5,0.595889698231009,f2,d,nc,e,1,0.573033986604874,0.0038655,1.1574181865218,0.09246
261,e03103,5.766,2.3653,1.0,0.8804,6.3815,3.44e-05,40,1.3,2.5,0.589784946236559,f2,d,nc,e,1,0.578491974278263,0.0034545,1.200463163989,0.09125
262,e03103,5.766,2.3998,1.025,0.7224,6.4747,2.503e-05,40,1.3,2.5,0.58380159556018,f2,d,nc,e,1,0.583763686184689,0.00251,1.34003984063745,0.09009
263,e03103,5.766,2.4337,1.05,0.5677,6.566,1.629e-05,40,1.3,2.5,0.577922303156434,f2,d,nc,e,1,0.588836324894039,0.00163,1.60184049079755,0.08899
264,e03103,5.766,2.4668,1.075,0.416,6.6554,9.423e-06,40,1.3,2.5,0.572181755116198,f2,d,nc,e,1,0.593737993862702,0.000941,1.61424017003188,0.08794
265,e03103,5.766,2.4993,1.1,0.2673,6.7431,5.705e-06,40,1.3,2.5,0.566545265348595,f2,d,nc,e,1,0.598473448782754,0.0005685,3.38874230430959,0.08693
266,e03103,5.766,2.5312,1.125,0.1216,6.8291,3.41e-06,40,1.3,2.5,0.561012833853625,f2,d,nc,e,1,0.603038399152772,0.00033885,4.39427475284049,0.08597
267,e03103,5.766,2.5624,1.15,-0.0214,6.9134,1.98e-06,40,1.3,2.5,0.555601803676726,f2,d,nc,e,1,0.607457298324429,0.00019615,6.08462911037471,0.08505
268,e03103,5.766,2.5931,1.175,-0.1616,6.9961,1.413e-06,40,1.3,2.5,0.55027748872702,f2,d,nc,e,1,0.611725393454598,0.00013955,6.78251522751702,0.08417
269,e03103,5.766,2.6232,1.2,-0.2992,7.0772,9.607e-07,40,1.3,2.5,0.545057232049948,f2,d,nc,e,1,0.615848719440823,9.46e-05,8.71035940803383,0.08332
270,e03103,5.766,2.6527,1.225,-0.4342,7.1568,7.685e-07,40,1.3,2.5,0.539941033645508,f2,d,nc,e,1,0.619833000721763,7.545e-05,6.26640159045726,0.08251
271,e03103,5.766,2.6816,1.25,-0.5666,7.235,5.824e-07,40,1.3,2.5,0.534928893513701,f2,d,nc,e,1,0.62742782592739,5.7e-05,9.51754385964912,0.08172
272,e03103,5.766,2.738,1.3,-0.8243,7.3869,2.785e-07,40,1.3,2.5,0.52514741588623,f2,d,nc,e,1,0.631041784045961,2.704e-05,14.5747041420118,0.08023
273,e03103,5.766,2.7654,1.325,-0.9497,7.4609,1.932e-07,40,1.3,2.5,0.520395421436004,f2,d,nc,e,1,0.634538765971125,1.869e-05,18.8657035848047,0.07953
274,e03103,5.766,2.7923,1.35,-1.0728,7.5335,1.293e-07,40,1.3,2.5,0.515730142212973,f2,d,nc,e,1,0.641207183768877,1.2455e-05,25.5279004415897,0.07884
275,e03103,5.766,2.8447,1.4,-1.3125,7.6748,8.369e-08,40,1.3,2.5,0.506642386403053,f2,d,nc,e,1,0.644387303066481,7.995e-06,26.8042526579112,0.07751
276,e03103,5.766,2.8702,1.425,-1.4292,7.7437,4.714e-08,40,1.3,2.5,0.502219909816164,f2,d,nc,e,1,0.647463388390716,4.4855e-06,47.1519340095865,0.07687
277,e03103,5.766,2.8952,1.45,-1.5438,7.8113,7.137e-08,40,1.3,2.5,0.497884148456469,f2,d,nc,e,1,0.653353459045472,6.76e-06,31.9156804733728,0.07624
278,e03103,5.766,2.9441,1.5,-1.7674,7.9431,1.901e-08,40,1.3,2.5,0.489403399236906,f2,d,nc,e,1,0.656165196826745,1.7845e-06,111.768002241524,0.075
279,e03103,5.766,2.9679,1.525,-1.8763,8.0074,1.965e-08,40,1.3,2.5,0.485275754422477,f2,d,nc,e,1,0.658891770180137,1.837e-06,65.8954817637452,0.07438
280,e03103,5.766,2.9913,1.55,-1.9834,8.0705,1.659e-08,40,1.3,2.5,0.481217481789802,f2,d,nc,e,1,0.666612459708704,1.5435e-06,76.0609005506965,0.07376
281,e03103,5.766,3.0593,1.625,-2.2942,8.2538,6.548e-09,40,1.3,2.5,0.469424210891433,f2,d,nc,e,1,0.66903772982725,6.005e-07,141.215653621982,0.07189
282,e03103,5.766,3.0812,1.65,-2.3945,8.313,1.321e-08,40,1.3,2.5,0.46562608394034,f2,d,nc,e,1,0.673685708657753,1.206e-06,85.1990049751244,0.07125
283,e03103,5.766,3.124,1.7,-2.5902,8.4284,6.056e-09,40,1.3,2.5,0.458203260492543,f2,d,nc,e,1,0.675912779079005,5.475e-07,100.0,0.06994
284,e03103,5.766,3.1449,1.725,-2.6857,8.4847,2.105e-09,40,1.3,2.5,0.454578563995838,f2,d,nc,e,1,0.211517253468146,1.8935e-07,552.68022181146,0.06926
285,e03103,5.766,0.7929,0.35,6.9463,3.2663,0.001461,50,1.3,2.5,0.862486992715921,f2,d,nc,e,1,0.223296341271042,0.21665,0.835910454650358,0.1732
286,e03103,5.766,0.8413,0.375,6.6563,3.4655,0.001332,50,1.3,2.5,0.854092958723552,f2,d,nc,e,1,0.234706559092666,0.2047,0.752320468978994,0.1634
287,e03103,5.766,0.8887,0.4,6.3718,3.661,0.001204,50,1.3,2.5,0.845872355185571,f2,d,nc,e,1,0.245762310072603,0.19125,0.709803921568627,0.1548
288,e03103,5.766,0.9353,0.425,6.0928,3.8527,0.001057,50,1.3,2.5,0.837790496011099,f2,d,nc,e,1,0.256461215787095,0.1731,0.551993067590988,0.1473
289,e03103,5.766,0.9809,0.45,5.819,4.0407,0.0009304,50,1.3,2.5,0.829882067291016,f2,d,nc,e,1,0.26683471075213,0.15655,0.579367614180773,0.1407
290,e03103,5.766,1.0257,0.475,5.5504,4.2253,0.0008093,50,1.3,2.5,0.822112382934443,f2,d,nc,e,1,0.276885053243621,0.13965,0.622269960615825,0.1348
291,e03103,5.766,1.0697,0.5,5.2868,4.4064,0.0007163,50,1.3,2.5,0.814481442941381,f2,d,nc,e,1,0.286618821535384,0.12645,0.518782127323053,0.1295
292,e03103,5.766,1.1128,0.525,5.028,4.5842,0.0006237,50,1.3,2.5,0.807006590357267,f2,d,nc,e,1,0.296059876872213,0.1125,0.502222222222222,0.1248
293,e03103,5.766,1.1552,0.55,4.7739,4.7588,0.0005344,50,1.3,2.5,0.799653139091225,f2,d,nc,e,1,0.305206803140907,0.0983,0.512716174974568,0.1205
294,e03103,5.766,1.1968,0.575,4.5244,4.9302,0.0004592,50,1.3,2.5,0.792438432188692,f2,d,nc,e,1,0.314076370098469,0.086,0.482093023255814,0.1166
295,e03103,5.766,1.2377,0.6,4.2794,5.0985,0.0003906,50,1.3,2.5,0.785345126604232,f2,d,nc,e,1,0.322673285352108,0.07435,0.538533960995293,0.113
296,e03103,5.766,1.2778,0.625,4.0387,5.2639,0.0003299,50,1.3,2.5,0.778390565383281,f2,d,nc,e,1,0.331015003178561,0.06375,0.428156862745098,0.1098
297,e03103,5.766,1.3173,0.65,3.8022,5.4263,0.000278,50,1.3,2.5,0.771540062434964,f2,d,nc,e,1,0.339100938796992,0.0545,0.541100917431193,0.1068
298,e03103,5.766,1.356,0.675,3.5699,5.586,0.0002289,50,1.3,2.5,0.764828303850156,f2,d,nc,e,1,0.34694556147743,0.045455,0.478605213947861,0.104
299,e03103,5.766,1.3941,0.7,3.3416,5.7428,0.0001891,50,1.3,2.5,0.758220603537981,f2,d,nc,e,1,0.354555243552783,0.038,0.640657894736842,0.1014
300,e03103,5.766,1.4315,0.725,3.1172,5.897,0.0001586,50,1.3,2.5,0.751734304543878,f2,d,nc,e,1,0.361942686470799,0.032225,0.59255236617533,0.09905
301,e03103,5.766,1.4683,0.75,2.8965,6.0486,0.0001291,50,1.3,2.5,0.745352063822407,f2,d,nc,e,1,0.369112667094543,0.0265,0.522641509433962,0.09682
302,e03103,5.766,1.5045,0.775,2.6797,6.1976,0.0001037,50,1.3,2.5,0.739073881373569,f2,d,nc,e,1,0.376072654744039,0.02148,0.576117318435754,0.09474
303,e03103,5.766,1.5401,0.8,2.4664,6.3441,8.081e-05,50,1.3,2.5,0.732899757197364,f2,d,nc,e,1,0.382821561823491,0.01689,0.624333925399645,0.09279
