PdfType: central
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00
1.30000E+00 1.50159E+00 1.75516E+00 2.07810E+00 2.49495E+00 3.04086E+00 3.76715E+00 4.50000E+00 4.75000E+00 6.23113E+00 8.37423E+00 1.15549E+01 1.64076E+01 2.40380E+01 3.64361E+01 5.73145E+01 9.38707E+01 1.60654E+02 2.88438E+02 5.45587E+02 1.09231E+03 2.32646E+03 5.30043E+03 1.29956E+04 3.45140E+04 1.00000E+05
900 901 902 903 904 905 906 907 908 909 910 940 941 942 930 931 932
1.17564e+00 9.58409e-02 1.13174e+00 9.23330e-02 5.39194e+02 1.57466e+00 1.28496e-01 1.57430e+02 1.17566e+00 9.58419e-02 7.69831e-02 4.70013e+00 3.84390e-01 6.89848e+05 4.70200e+00 3.84537e-01 0.00000e+00
1.28174e+00 1.30129e-01 1.22497e+00 1.28354e-01 5.84493e+02 1.70085e+00 1.79806e-01 1.71664e+02 1.28176e+00 1.30131e-01 1.11331e-01 5.09045e+00 5.86407e-01 6.91119e+05 5.09244e+00 5.86552e-01 0.00000e+00
1.46472e+00 1.86674e-01 1.38862e+00 1.86550e-01 6.31610e+02 1.92361e+00 2.62267e-01 1.86633e+02 1.46475e+00 1.86678e-01 1.64352e-01 5.78570e+00 9.00391e-01 6.91570e+05 5.78781e+00 9.00534e-01 0.00000e+00
1.73067e+00 2.67460e-01 1.62847e+00 2.68255e-01 6.80785e+02 2.25092e+00 3.77504e-01 2.02428e+02 1.73072e+00 2.67467e-01 2.48298e-01 6.81522e+00 1.32864e+00 6.91313e+05 6.81745e+00 1.32879e+00 0.00000e+00
2.09530e+00 3.75851e-01 1.95862e+00 3.75337e-01 7.32188e+02 2.70202e+00 5.27578e-01 2.19118e+02 2.09537e+00 3.75865e-01 3.84841e-01 8.22664e+00 1.87036e+00 6.90464e+05 8.22900e+00 1.87050e+00 0.00000e+00
2.58639e+00 5.19271e-01 2.40349e+00 5.12878e-01 7.86100e+02 3.30997e+00 7.18739e-01 2.36822e+02 2.58653e+00 5.19301e-01 6.13554e-01 1.00960e+01 2.53325e+00 6.89121e+05 1.00985e+01 2.53339e+00 0.00000e+00
3.23040e+00 7.04213e-01 2.98713e+00 6.84271e-01 8.42656e+02 4.10765e+00 9.54580e-01 2.55593e+02 3.23067e+00 7.04275e-01 1.00881e+00 1.24798e+01 3.31036e+00 6.87352e+05 1.24824e+01 3.31050e+00 0.00000e+00
3.84264e+00 8.76513e-01 3.54243e+00 8.39417e-01 8.88165e+02 4.86678e+00 1.16620e+00 2.70821e+02 3.84310e+00 8.76622e-01 1.51616e+00 1.46817e+01 3.97102e+00 6.85719e+05 1.46845e+01 3.97115e+00 0.00000e+00
4.04239e+00 9.35361e-01 3.73461e+00 8.92886e-01 9.01999e+02 5.13412e+00 1.23934e+00 2.75493e+02 4.04294e+00 9.35491e-01 1.71515e+00 1.53607e+01 4.18377e+00 6.85127e+05 1.53635e+01 4.18390e+00 0.00000e+00
5.18390e+00 1.23873e+00 4.82332e+00 1.16533e+00 9.69632e+02 6.64490e+00 1.61064e+00 2.98443e+02 5.18513e+00 1.23903e+00 3.16688e+00 1.91886e+01 5.20791e+00 6.82131e+05 1.91915e+01 5.20805e+00 0.00000e+00
