PdfType: error
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00
1.30000E+00 1.50159E+00 1.75516E+00 2.07810E+00 2.49495E+00 3.04086E+00 3.76715E+00 4.50000E+00 4.75000E+00 6.23113E+00 8.37423E+00 1.15549E+01 1.64076E+01 2.40380E+01 3.64361E+01 5.73145E+01 9.38707E+01 1.60654E+02 2.88438E+02 5.45587E+02 1.09231E+03 2.32646E+03 5.30043E+03 1.29956E+04 3.45140E+04 1.00000E+05
900 901 902 903 904 905 906 907 908 909 910 940 941 942 930 931 932
1.14194e+00 9.30930e-02 2.59099e-01 2.42319e-02 2.20250e+05 2.59099e-01 2.42319e-02 2.20250e+05 1.14195e+00 9.30940e-02 6.02679e-02 4.56680e+00 3.73516e-01 6.70880e+05 4.56680e+00 3.73516e-01 0.00000e+00
1.24693e+00 1.26597e-01 3.75856e-01 2.30870e-01 2.30434e+05 3.75856e-01 2.30870e-01 2.30434e+05 1.24695e+00 1.26599e-01 8.73396e-02 4.95314e+00 5.70584e-01 6.72337e+05 4.95314e+00 5.70584e-01 0.00000e+00
1.42697e+00 1.81785e-01 5.26027e-01 5.28529e-01 2.49467e+05 5.26027e-01 5.28529e-01 2.49467e+05 1.42699e+00 1.81788e-01 1.29199e-01 5.63652e+00 8.76746e-01 6.72270e+05 5.63652e+00 8.76746e-01 0.00000e+00
1.68816e+00 2.60633e-01 7.09375e-01 9.22312e-01 2.78655e+05 7.09375e-01 9.22312e-01 2.78655e+05 1.68820e+00 2.60640e-01 1.95585e-01 6.64623e+00 1.29448e+00 6.70704e+05 6.64623e+00 1.29448e+00 0.00000e+00
2.04598e+00 3.66455e-01 9.24718e-01 1.41281e+00 3.19903e+05 9.24718e-01 1.41281e+00 3.19903e+05 2.04606e+00 3.66469e-01 3.03739e-01 8.02932e+00 1.82315e+00 6.67627e+05 8.02932e+00 1.82315e+00 0.00000e+00
2.52771e+00 5.06505e-01 1.17389e+00 2.00763e+00 3.75983e+05 1.17389e+00 2.00763e+00 3.75983e+05 2.52785e+00 5.06535e-01 4.85201e-01 9.86049e+00 2.47036e+00 6.62956e+05 9.86049e+00 2.47036e+00 0.00000e+00
3.15928e+00 6.87134e-01 1.45504e+00 2.70125e+00 4.49142e+05 1.45504e+00 2.70125e+00 4.49142e+05 3.15955e+00 6.87195e-01 7.99311e-01 1.21952e+01 3.22931e+00 6.56614e+05 1.21952e+01 3.22931e+00 0.00000e+00
3.75963e+00 8.55437e-01 1.69000e+00 3.28930e+00 5.17928e+05 1.69000e+00 3.28930e+00 5.17928e+05 3.76008e+00 8.55543e-01 1.20305e+00 1.43517e+01 3.87468e+00 6.50563e+05 1.43517e+01 3.87468e+00 0.00000e+00
3.95563e+00 9.12924e-01 1.76267e+00 3.47967e+00 5.39168e+05 1.76267e+00 3.47967e+00 5.39168e+05 3.95616e+00 9.13051e-01 1.36156e+00 1.50167e+01 4.08251e+00 6.48597e+05 1.50167e+01 4.08251e+00 0.00000e+00
