PdfType: error
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00
1.30000E+00 1.50159E+00 1.75516E+00 2.07810E+00 2.49495E+00 3.04086E+00 3.76715E+00 4.50000E+00 4.75000E+00 6.23113E+00 8.37423E+00 1.15549E+01 1.64076E+01 2.40380E+01 3.64361E+01 5.73145E+01 9.38707E+01 1.60654E+02 2.88438E+02 5.45587E+02 1.09231E+03 2.32646E+03 5.30043E+03 1.29956E+04 3.45140E+04 1.00000E+05
900 902 905 908
1.81045e+00 4.26179e-01 4.26179e-01 1.81047e+00
1.78454e+00 5.60606e-01 5.60606e-01 1.78456e+00
1.86470e+00 7.20023e-01 7.20023e-01 1.86473e+00
2.04798e+00 9.03174e-01 9.03174e-01 2.04803e+00
2.34546e+00 1.11038e+00 1.11038e+00 2.34554e+00
2.78228e+00 1.34706e+00 1.34706e+00 2.78243e+00
3.38218e+00 1.61455e+00 1.61455e+00 3.38247e+00
3.96574e+00 1.83978e+00 1.83978e+00 3.96621e+00
4.15731e+00 1.91003e+00 1.91003e+00 4.15787e+00
5.26606e+00 2.25877e+00 2.25877e+00 5.26731e+00
6.68261e+00 2.65339e+00 2.65339e+00 6.68563e+00
8.42441e+00 3.09461e+00 3.09461e+00 8.43229e+00
1.05260e+01 3.58308e+00 3.58308e+00 1.05491e+01
1.30243e+01 4.12106e+00 4.12106e+00 1.31026e+01
1.59536e+01 4.70937e+00 4.70937e+00 1.62647e+01
1.93571e+01 5.34890e+00 5.34890e+00 2.06710e+01
2.32660e+01 6.04225e+00 6.04225e+00 2.80065e+01
2.77394e+01 6.79287e+00 6.79287e+00 3.94919e+01
3.28342e+01 7.60495e+00 7.60495e+00 5.26754e+01
3.86070e+01 8.48332e+00 8.48332e+00 6.52337e+01
4.51158e+01 9.43343e+00 9.43343e+00 7.75392e+01
5.24181e+01 1.04612e+01 1.04612e+01 9.05285e+01
6.05706e+01 1.15730e+01 1.15730e+01 1.04755e+02
6.96284e+01 1.27753e+01 1.27753e+01 1.20485e+02
7.96638e+01 1.40775e+01 1.40775e+01 1.37893e+02
9.07201e+01 1.54852e+01 1.54852e+01 1.57068e+02
1.79348e+00 4.26591e-01 4.26591e-01 1.79349e+00
1.77005e+00 5.61552e-01 5.61552e-01 1.77008e+00
1.85043e+00 7.16714e-01 7.16714e-01 1.85046e+00
2.03161e+00 8.91198e-01 8.91198e-01 2.03166e+00
