PdfType: error
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00
1.30000E+00 1.50159E+00 1.75516E+00 2.07810E+00 2.49495E+00 3.04086E+00 3.76715E+00 4.50000E+00 4.75000E+00 6.23113E+00 8.37423E+00 1.15549E+01 1.64076E+01 2.40380E+01 3.64361E+01 5.73145E+01 9.38707E+01 1.60654E+02 2.88438E+02 5.45587E+02 1.09231E+03 2.32646E+03 5.30043E+03 1.29956E+04 3.45140E+04 1.00000E+05
900 902 905 908
1.16097e+00 0.00000e+00 0.00000e+00 1.16098e+00
1.26708e+00 2.16846e-02 2.16846e-02 1.26709e+00
1.44902e+00 1.48535e-01 1.48535e-01 1.44905e+00
1.71295e+00 2.93588e-01 2.93588e-01 1.71300e+00
2.07451e+00 4.53108e-01 4.53108e-01 2.07459e+00
2.56127e+00 6.25110e-01 6.25110e-01 2.56141e+00
3.19945e+00 8.04714e-01 8.04714e-01 3.19972e+00
3.80612e+00 9.43843e-01 9.43843e-01 3.80658e+00
4.00399e+00 9.86905e-01 9.86905e-01 4.00453e+00
5.13465e+00 1.17338e+00 1.17338e+00 5.13587e+00
6.56182e+00 1.35393e+00 1.35393e+00 6.56479e+00
8.30409e+00 1.52628e+00 1.52628e+00 8.31186e+00
1.03966e+01 1.68511e+00 1.68511e+00 1.04193e+01
1.28766e+01 1.82536e+00 1.82536e+00 1.29541e+01
1.57792e+01 1.94121e+00 1.94121e+00 1.60870e+01
1.91482e+01 2.02695e+00 2.02695e+00 2.04482e+01
2.30152e+01 2.07734e+00 2.07734e+00 2.77057e+01
2.74393e+01 2.08738e+00 2.08738e+00 3.90675e+01
3.24774e+01 2.05234e+00 2.05234e+00 5.21075e+01
3.81854e+01 1.96785e+00 1.96785e+00 6.45275e+01
4.46211e+01 1.82989e+00 1.82989e+00 7.66965e+01
5.18413e+01 1.63484e+00 1.63484e+00 8.95411e+01
5.99021e+01 1.37952e+00 1.37952e+00 1.03609e+02
6.88580e+01 1.06115e+00 1.06115e+00 1.19163e+02
7.87807e+01 6.76813e-01 6.76813e-01 1.36377e+02
8.97127e+01 2.24761e-01 2.24761e-01 1.55339e+02
1.15023e+00 0.00000e+00 0.00000e+00 1.15025e+00
1.25712e+00 2.37179e-02 2.37179e-02 1.25713e+00
1.43839e+00 1.47426e-01 1.47426e-01 1.43841e+00
1.69983e+00 2.85368e-01 2.85368e-01 1.69988e+00
2.05672e+00 4.33409e-01 4.33409e-01 2.05680e+00
2.53600e+00 5.88953e-01 5.88953e-01 2.53614e+00
3.16336e+00 7.47026e-01 7.47026e-01 3.16362e+00
3.75924e+00 8.66551e-01 8.66551e-01 3.75969e+00
3.95341e+00 9.02962e-01 9.02962e-01 3.95394e+00
5.06389e+00 1.05673e+00 1.05673e+00 5.06510e+00
6.46520e+00 1.19909e+00 1.19909e+00 6.46812e+00
8.17541e+00 1.32776e+00 1.32776e+00 8.18305e+00
1.02291e+01 1.43775e+00 1.43775e+00 1.02515e+01
1.26630e+01 1.52424e+00 1.52424e+00 1.27391e+01
1.55116e+01 1.58206e+00 1.58206e+00 1.58141e+01
1.88180e+01 1.60630e+00 1.60630e+00 2.00954e+01
2.26133e+01 1.59250e+00 1.59250e+00 2.72212e+01
