,Unnamed: 0,col,Ebeam,E',th,w2,q2,obs,target,current,lepton beam,eps,cs(nb/sr/gev),x,y,y+,det,value,cse(stat),%stat_u,csm(model),sys1,%p2p_syst,sys2,%charge_u,sys3,%LT1_u,sys4,%LT2_u,sys5,%trig_u,sys6,%track_u,sys7,%cer_u,sys8,%calo_u,sys9,%csb_u,sys10,%acc_c,sys11,%Ep_c,sys12,%thetaoff_c,sys13,%theta_c,sys14,%rc_c,sys15,%csb_c
821,821,Jlab_E06-009,4.134,0.8086,47.9828,4.91,2.2106,sig_r,d,NC,e_minus,0.2961,3.6729,0.3543508176325326,0.8044025157232704,1.102933791052475,8.819746783941447,0.1950914928518249,0.031726,0.8637861090691279,3.7137,0.032677,0.8896784557161915,0.01412,0.3844373655694411,0.00019835,0.005400364834327099,0.001871,0.05094067358218302,0.0002571,0.006999918320673039,0.0055093,0.149998638677884,0.0055093,0.149998638677884,0.0073457,0.1999972773557679,0.0036729,0.1,0.029383,0.7999945547115358,0.0026405,0.07189142094802473,0.0047908,0.1304364398704021,0.014349,0.3906722208609001,0.0060802,0.1655422145988184,0.020283,0.5522339295924201
822,822,Jlab_E06-009,4.134,0.9595,57.9828,3.11,3.7274,sig_r,d,NC,e_minus,0.3054,0.57212,0.6258897444017677,0.7679003386550556,1.162922610801338,4.017093287566503,0.06592146540566962,0.010418,1.820946654547997,0.5844,0.0057132,0.9986016919527373,0.0022921,0.4006327343913865,1.5451e-05,0.002700657204782214,8.3617e-05,0.01461529049849682,4.0048e-05,0.006999930084597638,0.00085818,0.15,0.00085818,0.15,0.0011442,0.1999930084597637,0.0022885,0.4000034957701182,0.004577,0.8000069915402364,0.0009924,0.1734601132629519,0.0010436,0.1824092847654338,0.0031226,0.5457945885478571,0.00013469,0.02354226386072852,0.00090455,0.1581049430189471
823,823,Jlab_E06-009,4.134,0.9526,57.9828,3.15,3.7004,sig_r,d,NC,e_minus,0.3036,0.61861,0.6200083829476315,0.7695694242864055,1.161360670559948,4.093450456686044,0.07100730818639897,0.010713,1.731785777792147,0.60313,0.0061765,0.9984481337191444,0.0024783,0.4006239795670939,1.6707e-05,0.002700732286901279,9.0412e-05,0.01461534731090671,4.3303e-05,0.007000048495821276,0.00092792,0.1500008082636879,0.00092792,0.1500008082636879,0.0012372,0.1999967669452482,0.0024745,0.4000096991642553,0.0049489,0.8000032330547517,0.0010701,0.1729845944941078,0.0011248,0.1818269992402321,0.0033677,0.5443979243788494,0.00017068,0.02759088925170948,0.0009741,0.1574659316855531
824,824,Jlab_E06-009,4.134,0.9457,57.9828,3.19,3.6734,sig_r,d,NC,e_minus,0.3018,0.62832,0.6141524779398985,0.7712385099177552,1.159804302012246,4.171660738646546,0.07184335175975065,0.010839,1.725076394194041,0.62248,0.0062708,0.9980264833206011,0.0025172,0.4006238859180036,1.6969e-05,0.002700693913929208,9.1831e-05,0.01461532340208811,4.3983e-05,0.007000095492742553,0.00094248,0.15,0.00094248,0.15,0.0012566,0.1999936338171633,0.0025133,0.4000031830914184,0.0050266,0.8000063661828368,0.0010819,0.1721893302775656,0.0011369,0.1809428316781258,0.0034032,0.5416348357524828,0.00019826,0.03155398523045582,0.0010491,0.1669690603514133
825,825,Jlab_E06-009,4.134,0.9387,57.9828,3.23,3.6465,sig_r,d,NC,e_minus,0.3,0.63052,0.6083195087240675,0.7729317851959362,1.158245444868319,4.252384020398594,0.07182633501953545,0.010863,1.722863668083487,0.64241,0.0062842,0.9966694157203578,0.002526,0.4006217090655332,1.7029e-05,0.002700786652287001,9.2153e-05,0.01461539681532703,4.4137e-05,0.007000095159550848,0.00094578,0.15,0.00094578,0.15,0.001261,0.1999936560299435,0.0025221,0.4000031719850283,0.0050442,0.8000063439700565,0.0010667,0.1691778214806826,0.0011263,0.17863033686481,0.0033719,0.5347808158345493,0.00022352,0.03545010467550593,0.0011299,0.1792012941698915
826,826,Jlab_E06-009,4.134,0.9318,57.9828,3.27,3.6195,sig_r,d,NC,e_minus,0.2982,0.65862,0.6025142096471788,0.7746008708272859,1.156700300457181,4.334488487008164,0.0747283096658533,0.011057,1.678813276244269,0.66276,0.0065575,0.9956424038140353,0.0026386,0.4006255503932465,1.7787e-05,0.002700646806960008,9.6259e-05,0.01461525614162947,4.6103e-05,0.006999939266952113,0.00098793,0.15,0.00098793,0.15,0.0013172,0.1999939266952112,0.0026345,0.4000030366523944,0.0052689,0.7999908900428168,0.0011002,0.1670462482159667,0.0011646,0.1768242689259361,0.0034864,0.52934924539188,0.00025813,0.03919255412832894,0.0012171,0.1847954814612371
827,827,Jlab_E06-009,4.134,0.9248,57.9828,3.31,3.5925,sig_r,d,NC,e_minus,0.2963,0.66222,0.5967152804556835,0.7762941461054669,1.155149904423393,4.419378551787696,0.07484359603655319,0.011079,1.673008969828758,0.6837,0.0065883,0.9948808553048836,0.002653,0.4006221497387575,1.7885e-05,0.002700764096523813,9.6786e-05,0.01461538461538462,4.6356e-05,0.007000090604330887,0.00099333,0.15,0.00099333,0.15,0.0013244,0.1999939597112742,0.0026489,0.4000030201443629,0.0052978,0.8000060402887258,0.0010949,0.1653378031469904,0.0011601,0.1751834737700462,0.0034739,0.5245839751140103,0.00028375,0.0428482981486515,0.0013111,0.1979855637099453
828,828,Jlab_E06-009,4.134,0.9179,57.9828,3.35,3.5655,sig_r,d,NC,e_minus,0.2945,0.70582,0.5909599682673309,0.7779632317368167,1.153615984148818,4.505629866029587,0.07944305463966386,0.011415,1.617267858660848,0.70525,0.0070177,0.9942619931427276,0.0028277,0.4006262219829418,1.9062e-05,0.002700688560822873,0.00010316,0.01461562438015358,4.9407e-05,0.006999943328327336,0.0010587,0.1499957496245502,0.0010587,0.1499957496245502,0.0014116,0.1999943328327335,0.0028233,0.4000028335836332,0.0056465,0.7999914992491003,0.0011569,0.163908645263665,0.0012285,0.1740528746705959,0.003679,0.5212377093309909,0.00032851,0.04654302796747046,0.0014124,0.2001076761780624
829,829,Jlab_E06-009,4.134,0.9109,57.9828,3.39,3.5386,sig_r,d,NC,e_minus,0.2927,0.71795,0.5852276797973371,0.7796565070149977,1.152079900615309,4.594704856968121,0.08048701254758692,0.011501,1.601922139424751,0.72738,0.0071302,0.9931332265478097,0.0028763,0.4006267845950275,1.939e-05,0.002700745177240755,0.00010493,0.01461522390138589,5.0257e-05,0.00700006964273278,0.0010769,0.149996517863361,0.0010769,0.149996517863361,0.0014359,0.2,0.0028718,0.4,0.0057436,0.8,0.0011567,0.1611114980151821,0.0012359,0.1721429068876663,0.0037013,0.5155372936834041,0.00036,0.05014276760220072,0.0015215,0.2119228358520789
830,830,Jlab_E06-009,4.134,0.904,57.9828,3.43,3.5116,sig_r,d,NC,e_minus,0.2908,0.77389,0.5795216751272386,0.7813255926463474,1.150557204477296,4.685369091682392,0.08638998025853276,0.011889,1.536264843840856,0.74994,0.0076758,0.991846386437349,0.0031004,0.4006254118802414,2.0901e-05,0.002700771427463851,0.00011311,0.0146157722673765,5.4172e-05,0.006999961234800812,0.0011608,0.149995477393428,0.0011608,0.149995477393428,0.0015478,0.2000025843466126,0.0030956,0.4000051686932252,0.0061911,0.7999974156533874,0.0012235,0.1580974040238277,0.0013148,0.1698949463101991,0.0039376,0.5088061610823245,0.0004162,0.05378025300753336,0.0016391,0.2118001266329841
831,831,Jlab_E06-009,4.134,0.8971,57.9828,3.47,3.4846,sig_r,d,NC,e_minus,0.289,0.78282,0.5738399970858427,0.7829946782776972,1.149040080032974,4.778339584576428,0.08701000810553505,0.011935,1.524616131422294,0.77299,0.007757,0.9909046779591733,0.0031362,0.4006284969724841,2.1142e-05,0.002700748575662349,0.00011441,0.01461510947599704,5.4797e-05,0.006999948902685164,0.0011742,0.1499961677013873,0.0011742,0.1499961677013873,0.0015656,0.1999948902685164,0.0031313,0.4000025548657418,0.0062625,0.7999923354027746,0.0012197,0.1558084872639943,0.0013146,0.1679313252088603,0.0039368,0.502899772616949,0.00044922,0.05738483942668814,0.0017657,0.2255563220152781
832,832,Jlab_E06-009,4.134,0.8901,57.9828,3.51,3.4577,sig_r,d,NC,e_minus,0.2871,0.80927,0.5681814073730381,0.7846879535558782,1.147521035747546,4.874398583334647,0.08957446970304754,0.012187,1.505925092985036,0.79662,0.0080172,0.9906706043718412,0.0032421,0.4006203121331571,2.1856e-05,0.002700705574159427,0.00011828,0.01461564125693526,5.6649e-05,0.007000012356815401,0.0012139,0.1499993821592299,0.0012139,0.1499993821592299,0.0016185,0.1999950572738393,0.0032371,0.4000024713630803,0.0064741,0.7999925859107591,0.0012538,0.1549297515044423,0.0013533,0.1672247828289693,0.004051,0.5005745919161714,0.00049432,0.06108220989286641,0.0019019,0.2350142721217887
833,833,Jlab_E06-009,4.134,0.8832,57.9828,3.55,3.4307,sig_r,d,NC,e_minus,0.2852,0.81509,0.5625480937872468,0.7863570391872279,1.146015135439787,4.972226841685647,0.08981731557156958,0.012522,1.536272068115178,0.82119,0.0080765,0.9908721736249985,0.0032655,0.4006306052092407,2.2013e-05,0.002700683360119741,0.00011913,0.01461556392545608,5.7056e-05,0.006999963194248488,0.0012226,0.1499957059956569,0.0012226,0.1499957059956569,0.0016302,0.2000024537167675,0.0032604,0.400004907433535,0.0065207,0.7999975462832326,0.0012637,0.155038093952815,0.0013613,0.1670122317780859,0.0040751,0.4999570599565692,0.0005243,0.06432418505931861,0.0020496,0.2514568943306874
834,834,Jlab_E06-009,4.134,0.8762,57.9828,3.59,3.4037,sig_r,d,NC,e_minus,0.2834,0.83752,0.556921548035412,0.7880503144654089,1.1445045522645,5.073486964695985,0.09188604637881516,0.012589,1.503128283503677,0.84671,0.0083011,0.9911524500907442,0.0033553,0.4006232686980609,2.2619e-05,0.00270071162479702,0.00012241,0.01461577036966281,5.8626e-05,0.006999952239946508,0.0012563,0.1500023880026745,0.0012563,0.1500023880026745,0.001675,0.1999952239946509,0.0033501,0.4000023880026745,0.0067002,0.800004776005349,0.0012991,0.1551127137262394,0.0013998,0.1671363071926641,0.0041901,0.5002985003343204,0.00056721,0.06772494985194383,0.0022083,0.2636713153118731
835,835,Jlab_E06-009,4.134,0.8693,57.9828,3.63,3.3767,sig_r,d,NC,e_minus,0.2815,0.87241,0.5513360171213124,0.7897194000967586,1.143009876093303,5.176504971618433,0.09527465634346867,0.012726,1.458717804701918,0.87329,0.0086468,0.9911394871677307,0.0034951,0.4006258525234695,2.3561e-05,0.00270067972627549,0.00012751,0.01461583429809379,6.1069e-05,0.007000034387501289,0.0013086,0.1499982806249355,0.0013086,0.1499982806249355,0.0017448,0.199997707499914,0.0034896,0.399995414999828,0.0069793,0.8000022925000859,0.0013494,0.1546749808003118,0.001454,0.1666647562499284,0.0043544,0.4991231187171169,0.00061857,0.07090358890888458,0.0023799,0.2727960477298518
836,836,Jlab_E06-009,4.134,0.8623,57.9828,3.67,3.3498,sig_r,d,NC,e_minus,0.2796,0.90914,0.5457736577027794,0.7914126753749395,1.141513605418294,5.283015904200371,0.09884408873546054,0.012885,1.41727346723277,0.90068,0.0090054,0.9905405108124161,0.0036422,0.400620366500209,2.4553e-05,0.002700684163055195,0.00013287,0.01461491079481708,6.364e-05,0.007000021998812064,0.0013637,0.1499989000593968,0.0013637,0.1499989000593968,0.0018183,0.2000021998812064,0.0036366,0.4000043997624128,0.0072731,0.7999978001187936,0.0013902,0.1529137426578965,0.0015028,0.1652990738500121,0.0045008,0.4950612666915987,0.00067369,0.07410189849748114,0.0025647,0.2821017665046088
837,837,Jlab_E06-009,4.134,0.8554,57.9828,3.71,3.3228,sig_r,d,NC,e_minus,0.2777,0.93417,0.5402352686550255,0.7930817610062894,1.14003015338366,5.391575061313596,0.1010846830127986,0.013099,1.402207307021206,0.92877,0.009244,0.9895415181390967,0.0037425,0.4006230129419699,2.5229e-05,0.002700686170611345,0.00013653,0.01461511288095315,6.5392e-05,0.007000010704689724,0.0014013,0.1500048171103761,0.0014013,0.1500048171103761,0.0018683,0.1999957181241102,0.0037367,0.4000021409379449,0.0074734,0.8000042818758898,0.0014042,0.1503152531123886,0.0015256,0.1633107464380145,0.0045691,0.4891079782052518,0.000718,0.07685967222240064,0.0027652,0.2960060802637636
838,838,Jlab_E06-009,4.134,0.8485,57.9828,3.75,3.2958,sig_r,d,NC,e_minus,0.2758,0.94929,0.5347201423584081,0.7947508466376391,1.138552273042716,5.503037616001555,0.1022269582261687,0.013182,1.388616755680561,0.95737,0.0093789,0.9879910248712197,0.0038031,0.4006257308093417,2.5638e-05,0.002700755301330468,0.00013874,0.0146151334155,6.645e-05,0.006999968397433872,0.0014239,0.1499963130339517,0.0014239,0.1499963130339517,0.0018986,0.2000021068377419,0.0037972,0.4000042136754838,0.0075943,0.7999978931622581,0.0013878,0.1461934709098379,0.0015238,0.1605199675546988,0.0045656,0.4809489197189479,0.00076542,0.08063078721992226,0.002978,0.3137081397676159
839,839,Jlab_E06-009,4.134,0.8415,57.9828,3.79,3.2689,sig_r,d,NC,e_minus,0.2739,1.0037,0.5292282486040347,0.79644412191582,1.137073041615789,5.618340372537773,0.1075817682311516,0.013567,1.351698714755405,0.98603,0.0098985,0.9862010560924579,0.004021,0.400617714456511,2.7107e-05,0.002700707382684069,0.00014669,0.01461492477832022,7.0258e-05,0.006999900368636047,0.0015055,0.1499950184318023,0.0015055,0.1499950184318023,0.0020074,0.2,0.0040147,0.3999900368636047,0.0080294,0.7999800737272094,0.0014257,0.1420444355883232,0.0015704,0.1564610939523762,0.0047066,0.468924977582943,0.00083981,0.08367141576168177,0.0032097,0.3197867888811398
840,840,Jlab_E06-009,4.134,0.8346,57.9828,3.83,3.2419,sig_r,d,NC,e_minus,0.272,1.0359,0.5237593757758889,0.7981132075471699,1.135606385411408,5.735934452464787,0.1104826313659372,0.01382,1.334105608649484,1.0152,0.010194,0.984071821604402,0.0041502,0.4006371271358239,2.7977e-05,0.002700743314991795,0.0001514,0.01461531035814268,7.2515e-05,0.007000193068829037,0.0015539,0.1500048267207259,0.0015539,0.1500048267207259,0.0020718,0.2,0.0041437,0.4000096534414518,0.0082874,0.8000193068829037,0.0014114,0.1362486726518004,0.0015773,0.1522637320204653,0.0047382,0.4573993628728641,0.00090407,0.08727386813398977,0.0034573,0.333748431315764
841,841,Jlab_E06-009,4.134,0.8276,57.9828,3.87,3.2149,sig_r,d,NC,e_minus,0.2701,1.0631,0.5182976531397142,0.7998064828253508,1.13413561509462,5.857807130300461,0.1128306683194534,0.013997,1.316621202144671,1.0434,0.010449,0.982880255855517,0.0042591,0.4006302323393849,2.8711e-05,0.002700686671056345,0.00015538,0.01461574640203179,7.4417e-05,0.007000000000000001,0.0015947,0.1500047032264133,0.0015947,0.1500047032264133,0.0021262,0.2,0.0042524,0.4,0.0085048,0.8,0.0014039,0.132057191233186,0.0016006,0.150559683943185,0.0047892,0.4504938387733987,0.00097318,0.09154171761828615,0.0037211,0.3500235161320667
842,842,Jlab_E06-009,4.134,0.8207,57.9828,3.91,3.1879,sig_r,d,NC,e_minus,0.2682,1.0946,0.5128744865382956,0.8014755684567005,1.132680183026802,5.98197553175803,0.1155798247306683,0.01425,1.301845422985566,1.0732,0.01075,0.982093915585602,0.0043851,0.4006120957427371,2.9561e-05,0.002700621231500091,0.00015998,0.01461538461538462,7.662e-05,0.006999817284852914,0.0016419,0.15,0.0016419,0.15,0.0021891,0.1999908642426457,0.0043783,0.3999908642426457,0.0087566,0.7999817284852914,0.0014224,0.1299470126073452,0.0016105,0.1471313721907546,0.0048275,0.4410286862780925,0.0010435,0.09533162799196053,0.0040072,0.3660880687008953
843,843,Jlab_E06-009,4.134,0.8137,57.9828,3.95,3.161,sig_r,d,NC,e_minus,0.2663,1.1312,0.5074746309241843,0.8031688437348815,1.131223725210293,6.110518642599603,0.1188505172211686,0.014472,1.279349363507779,1.1024,0.011086,0.9800212164073551,0.0045317,0.4006099717114568,3.0549e-05,0.002700583451202263,0.00016532,0.01461456859971712,7.9181e-05,0.006999734794908063,0.0016967,0.1499911598302687,0.0016967,0.1499911598302687,0.0022623,0.1999911598302687,0.0045246,0.3999823196605375,0.0090493,0.7999734794908062,0.0013971,0.1235060113154173,0.0016265,0.143785360678925,0.00488,0.4314002828854314,0.0011202,0.09902758132956155,0.0043156,0.3815063649222066
844,844,Jlab_E06-009,4.134,0.8068,57.9828,3.99,3.134,sig_r,d,NC,e_minus,0.2643,1.1565,0.5020965655697741,0.8048379293662313,1.129779517279038,6.241732718205723,0.1208679415662688,0.014709,1.271854734111543,1.1312,0.011331,0.9797665369649806,0.0046333,0.40063121487246,3.1234e-05,0.002700734976221357,0.00016903,0.01461565067012538,8.0956e-05,0.007000086467790748,0.0017348,0.1500043233895374,0.0017348,0.1500043233895374,0.002313,0.2,0.0046261,0.4000086467790748,0.0092522,0.8000172935581495,0.0013978,0.1208646779074795,0.0016561,0.143199308257674,0.0049489,0.4279204496325118,0.0012005,0.1038045827929096,0.0046421,0.4013921314310419
845,845,Jlab_E06-009,4.134,0.9595,57.9828,3.11,3.7274,sig_r,d,NC,e_minus,0.3054,0.58284,0.6258897444017677,0.7679003386550556,1.162922610801338,4.017093287566503,0.06715665751422865,0.010288,1.765149955390845,0.5844,0.0057952,0.9943037540319813,0.0022719,0.389798229359687,1.5741e-05,0.002700741198270538,8.7874e-05,0.01507686500583351,4.0799e-05,0.007000034314734747,0.00087426,0.15,0.00087426,0.15,0.0011657,0.2000034314734747,0.0023314,0.4000068629469494,0.0046627,0.7999965685265252,0.001011,0.1734609841465925,0.0010632,0.1824171299155858,0.0031811,0.5457930135200055,0.00013721,0.02354162377324823,0.00090455,0.1551969665774483
846,846,Jlab_E06-009,4.134,0.9526,57.9828,3.15,3.7004,sig_r,d,NC,e_minus,0.3036,0.61166,0.6200083829476315,0.7695694242864055,1.161360670559948,4.093450456686044,0.07020955064627599,0.010488,1.714678089134487,0.60313,0.0060809,0.9941634241245136,0.0023842,0.3897917143511101,1.6519e-05,0.002700683386194945,9.222e-05,0.01507700356407154,4.2816e-05,0.006999967302095935,0.00091749,0.15,0.00091749,0.15,0.0012233,0.1999967302095936,0.0024466,0.3999934604191872,0.0048933,0.8000032697904064,0.0010581,0.1729882614524409,0.0011122,0.1818330445018475,0.0033299,0.5444037537193865,0.00016876,0.02759049144949809,0.0009741,0.1592551417454141
847,847,Jlab_E06-009,4.134,0.9457,57.9828,3.19,3.6734,sig_r,d,NC,e_minus,0.3018,0.62608,0.6141524779398985,0.7712385099177552,1.159804302012246,4.171660738646546,0.0715872257285216,0.010582,1.690199335548173,0.62248,0.0062216,0.9937388193202147,0.0024404,0.3897904421160235,1.6909e-05,0.002700773064145158,9.4393e-05,0.01507682724252492,4.3825e-05,0.00699990416560184,0.00093911,0.1499984027600307,0.00093911,0.1499984027600307,0.0012522,0.2000063889598774,0.0025043,0.3999968055200613,0.0050086,0.7999936110401227,0.0010781,0.1721984410937899,0.0011328,0.1809353437260414,0.0033911,0.5416400460005112,0.00019755,0.03155347559417327,0.0010491,0.1675664451827243
848,848,Jlab_E06-009,4.134,0.9387,57.9828,3.23,3.6465,sig_r,d,NC,e_minus,0.3,0.63693,0.6083195087240675,0.7729317851959362,1.158245444868319,4.252384020398594,0.0725565367696389,0.010666,1.674595324446956,0.64241,0.0063207,0.9923696481559984,0.0024827,0.3897916568539714,1.7202e-05,0.002700767745278131,9.6029e-05,0.01507685302937529,4.4585e-05,0.006999984299687564,0.00095539,0.1499992149843782,0.00095539,0.1499992149843782,0.0012739,0.2000062801249745,0.0025477,0.3999968599375127,0.0050954,0.7999937198750254,0.0010775,0.1691708665002433,0.0011377,0.1786224545868463,0.0034061,0.5347683418900036,0.00022579,0.03544973544973545,0.0011299,0.1773978302168213
849,849,Jlab_E06-009,4.134,0.9318,57.9828,3.27,3.6195,sig_r,d,NC,e_minus,0.2982,0.65449,0.6025142096471788,0.7746008708272859,1.156700300457181,4.334488487008164,0.0742597118113697,0.010815,1.65243166434934,0.66276,0.0064883,0.9913520451038212,0.0025512,0.3897996913627405,1.7676e-05,0.002700728811746551,9.8677e-05,0.01507693012880258,4.5815e-05,0.007000106953505783,0.00098174,0.1500007639536128,0.00098174,0.1500007639536128,0.001309,0.200003055814451,0.002618,0.4000061116289019,0.0052359,0.799996944185549,0.0010934,0.1670613760332472,0.0011573,0.1768247032040214,0.0034645,0.5293434582652141,0.00025651,0.03919234824061483,0.0012171,0.1859615884123516
850,850,Jlab_E06-009,4.134,0.9248,57.9828,3.31,3.5925,sig_r,d,NC,e_minus,0.2963,0.66229,0.5967152804556835,0.7762941461054669,1.155149904423393,4.419378551787696,0.07485150738281661,0.010886,1.643690830300925,0.6837,0.0065605,0.9905781455253739,0.0025816,0.3897990306361261,1.7887e-05,0.002700780624801824,9.9852e-05,0.01507677905449275,4.636e-05,0.006999954702622718,0.00099343,0.149999245043712,0.00099343,0.149999245043712,0.0013246,0.2000030198251521,0.0026492,0.4000060396503042,0.0052983,0.7999969801748478,0.0010951,0.1653505262045327,0.0011602,0.1751800570746954,0.0034742,0.5245738271754066,0.00028378,0.04284829908348307,0.0013111,0.1979646378474686
851,851,Jlab_E06-009,4.134,0.9179,57.9828,3.35,3.5655,sig_r,d,NC,e_minus,0.2945,0.69761,0.5909599682673309,0.7779632317368167,1.153615984148818,4.505629866029587,0.07851898408542676,0.011118,1.593727154140566,0.70525,0.0069061,0.989965740170009,0.0027193,0.3898023250813492,1.884e-05,0.002700649359957569,0.00010518,0.01507719212740643,4.8832e-05,0.006999899657401701,0.0010464,0.149997849801465,0.0010464,0.149997849801465,0.0013952,0.19999713306862,0.0027904,0.3999942661372401,0.0055809,0.80000286693138,0.0011434,0.1639024669944525,0.0012143,0.1740657387365434,0.0036362,0.5212367941973309,0.00032469,0.04654319748856811,0.0014124,0.2024626940554178
852,852,Jlab_E06-009,4.134,0.9109,57.9828,3.39,3.5386,sig_r,d,NC,e_minus,0.2927,0.74265,0.5852276797973371,0.7796565070149977,1.152079900615309,4.594704856968121,0.08325604828813347,0.011425,1.538409748872281,0.72738,0.0073434,0.9888103413451828,0.0028948,0.3897933077492762,2.0057e-05,0.002700733858479768,0.00011197,0.0150770888036087,5.1985e-05,0.006999932673533965,0.001114,0.1500033663233017,0.001114,0.1500033663233017,0.0014853,0.2,0.0029706,0.4,0.0059412,0.8,0.0011965,0.1611122332188784,0.0012785,0.1721537736484212,0.0038286,0.5155322157139972,0.00037238,0.05014205884333132,0.0015215,0.2048744361408469
853,853,Jlab_E06-009,4.134,0.904,57.9828,3.43,3.5116,sig_r,d,NC,e_minus,0.2908,0.75661,0.5795216751272386,0.7813255926463474,1.150557204477296,4.685369091682392,0.08446099957798713,0.011538,1.524960019032262,0.74994,0.0074718,0.9875365115449175,0.0029493,0.3898045228056727,2.0434e-05,0.002700730891740792,0.00011407,0.01507645947053303,5.2963e-05,0.007000039650546517,0.0011349,0.1499980174726742,0.0011349,0.1499980174726742,0.0015132,0.1999973566302322,0.0030265,0.4000079301093034,0.0060529,0.8000026433697677,0.0011962,0.1580999458109197,0.0012855,0.1699025918240573,0.0038497,0.5088090297511267,0.0004069,0.05377935792548341,0.0016391,0.2166373693184071
854,854,Jlab_E06-009,4.134,0.8971,57.9828,3.47,3.4846,sig_r,d,NC,e_minus,0.289,0.78391,0.5738399970858427,0.7829946782776972,1.149040080032974,4.778339584576428,0.08713116099998719,0.011725,1.495707415392073,0.77299,0.0077339,0.9865800921024098,0.0030557,0.3898024007858045,2.1171e-05,0.002700692681557832,0.00011819,0.01507698587848095,5.4873e-05,0.006999910704034901,0.0011759,0.1500044647982549,0.0011759,0.1500044647982549,0.0015678,0.1999974486867115,0.0031356,0.399994897373423,0.0062713,0.8000025513132885,0.0012214,0.1558087025296271,0.0013164,0.1679274406500746,0.0039422,0.5028893622992435,0.00044984,0.0573841384852853,0.0017657,0.22524269367657
855,855,Jlab_E06-009,4.134,0.8901,57.9828,3.51,3.4577,sig_r,d,NC,e_minus,0.2871,0.79526,0.5681814073730381,0.7846879535558782,1.147521035747546,4.874398583334647,0.08802376558632542,0.011861,1.491461911827578,0.79662,0.007844,0.9863440887256998,0.0030999,0.3897970475064759,2.1478e-05,0.002700751955335362,0.0001199,0.01507683021904786,5.5668e-05,0.006999974850992128,0.0011929,0.1500012574503936,0.0011929,0.1500012574503936,0.0015905,0.1999974850992128,0.003181,0.3999949701984256,0.0063621,0.8000025149007871,0.0012321,0.1549304629932349,0.0013299,0.1672283278424666,0.0039809,0.5005784271810477,0.00048576,0.06108191031863793,0.0019019,0.2391544903553555
856,856,Jlab_E06-009,4.134,0.8832,57.9828,3.55,3.4307,sig_r,d,NC,e_minus,0.2852,0.80615,0.5625480937872468,0.7863570391872279,1.146015135439787,4.972226841685647,0.08883218901964299,0.012162,1.50865223593624,0.82119,0.0079531,0.9865533709607391,0.0031424,0.3898033864665385,2.1772e-05,0.002700738076040439,0.00012154,0.01507659864789431,5.6431e-05,0.007000062023196676,0.0012092,0.1499968988401662,0.0012092,0.1499968988401662,0.0016123,0.2,0.0032246,0.4,0.0064492,0.8,0.0012498,0.1550331824102214,0.0013464,0.167016064007939,0.0040304,0.4999565837623271,0.00051855,0.0643242572722198,0.0020496,0.2542454878124418
857,857,Jlab_E06-009,4.134,0.8762,57.9828,3.59,3.4037,sig_r,d,NC,e_minus,0.2834,0.84396,0.556921548035412,0.7880503144654089,1.1445045522645,5.073486964695985,0.09259259205972971,0.012468,1.477321200056875,0.84671,0.0083284,0.986824020095739,0.0032897,0.3897933551353145,2.2793e-05,0.002700720413289729,0.00012724,0.01507654391203374,5.9077e-05,0.006999976302194416,0.0012659,0.1499952604388833,0.0012659,0.1499952604388833,0.0016879,0.1999976302194417,0.0033758,0.3999952604388833,0.0067517,0.8000023697805583,0.0013091,0.1551139864448552,0.0014106,0.1671406227783307,0.0042223,0.50029622256979,0.00057157,0.06772477368595667,0.0022083,0.2616593203469358
858,858,Jlab_E06-009,4.134,0.8693,57.9828,3.63,3.3767,sig_r,d,NC,e_minus,0.2815,0.85605,0.5513360171213124,0.7897194000967586,1.143009876093303,5.176504971618433,0.09348800399218986,0.012364,1.444308159570119,0.87329,0.0084476,0.9868115180188073,0.0033368,0.3897903159862158,2.3119e-05,0.002700660008177092,0.00012906,0.01507622218328369,5.9923e-05,0.006999941592196718,0.0012841,0.1500029203901641,0.0012841,0.1500029203901641,0.0017121,0.2,0.0034242,0.4,0.0068484,0.8,0.0013241,0.1546755446527656,0.0014267,0.1666608258863384,0.0042727,0.4991180421704339,0.00060696,0.07090240056071491,0.0023799,0.2780094620641318
859,859,Jlab_E06-009,4.134,0.8623,57.9828,3.67,3.3498,sig_r,d,NC,e_minus,0.2796,0.91835,0.5457736577027794,0.7914126753749395,1.141513605418294,5.283015904200371,0.09984542412632838,0.012712,1.384221701965481,0.90068,0.009057,0.9862252953666905,0.0035797,0.3897969183862362,2.4802e-05,0.002700713235694452,0.00013846,0.01507704034409539,6.4285e-05,0.007000054445472859,0.0013775,0.1499972777263571,0.0013775,0.1499972777263571,0.0018367,0.2,0.0036734,0.4,0.0073468,0.8,0.0014042,0.152904665977024,0.0015181,0.1653073446942887,0.0045464,0.4950617956116949,0.00068052,0.07410246637992052,0.0025647,0.2792726084826047
