,x,exp,Q2,y,sigma_d measured (b/GeV2),Elab,*W2,*nu,*E',*epsilon,obs,target,lepton beam,current,units,%dE,%dE1_c,%dE2_c,%dE3_c,%dE4_c,%dEp,%dEp1_c,%dEp2_c,%dEp3_c,%dEp4_c,%dAC_c,%dRC_c,%dRE_c,R,F2d,dFstat,dFsyst,%*norm_c,*epsilon.1,value,%*dST_u
155,0.0347,nmc,2.53,0.199,3.382e-07,200,71.26050682420748,38.86495886151785,161.13504113848217,0.975838534519813,sig_r,d,mu,nc,1,1.4,0.0,0.0,1.1,0.0,-0.8,0.0,0.0,-0.8,0.0,1.8,0.2,2.1,0.108,0.329,0.0102,0.0103,2.5,0.975838534519813,0.328225100724826,3.10030395136778
156,0.0349,nmc,3.46,0.27,1.888e-07,200,96.56024514613182,52.84669570689329,147.15330429310671,0.952387996098295,sig_r,d,mu,nc,1,1.1,0.0,0.0,0.9,0.0,-0.5,0.0,0.0,-0.5,0.0,1.6,0.1,2.1,0.108,0.3657,0.009,0.0104,2.5,0.952387996098295,0.364002693090773,2.46103363412633
157,0.035,nmc,4.43,0.343,1.089e-07,200,123.02127257142857,67.4687785561986,132.5312214438014,0.917748557553915,sig_r,d,mu,nc,1,0.9,0.0,0.0,0.7,0.0,-0.3,0.0,0.0,-0.3,0.0,1.6,0.2,2.1,0.108,0.3692,0.0112,0.0102,2.5,0.917748557553915,0.366239808418597,3.03358613217768
158,0.0345,nmc,5.49,0.433,6.676e-08,200,154.52027878260867,84.82432557708353,115.17567442291647,0.858026433013033,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.6,0.0,-0.2,0.0,0.0,-0.2,0.0,0.9,0.7,1.1,0.108,0.3701,0.0104,0.0066,2.5,0.858026433013033,0.364977917537036,2.81005133747636
159,0.0347,nmc,6.96,0.546,4.035e-08,200,194.49621287608068,106.91704097872106,93.08295902127894,0.752703317766402,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.5,0.0,-0.1,0.0,0.0,-0.1,0.0,1.1,1.1,1.1,0.108,0.3931,0.0075,0.0077,2.5,0.752703317766402,0.383623508259761,1.90791147290766
160,0.0368,nmc,8.66,0.636,2.208e-08,200,227.54593095652174,125.44034485955318,74.55965514044682,0.642670862306825,sig_r,d,mu,nc,1,0.5,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.5,1.3,0.108,0.3725,0.0114,0.009,2.5,0.642670862306825,0.359524420067075,3.06040268456376
161,0.0486,nmc,3.52,0.198,1.285e-07,200,69.78782753909466,38.60766713171357,161.39233286828642,0.976088819216533,sig_r,d,mu,nc,1,1.4,0.0,0.0,1.1,0.0,-0.8,0.0,0.0,-0.8,0.0,1.7,0.1,1.8,0.117,0.3398,0.0094,0.0101,2.5,0.976088819216533,0.338948824027713,2.76633313713949
162,0.0494,nmc,4.46,0.248,8.038e-08,200,86.70324480971661,48.125480175755115,151.87451982424489,0.96064315015773,sig_r,d,mu,nc,1,1.1,0.0,0.0,1.0,0.0,-0.5,0.0,0.0,-0.5,0.0,1.6,0.0,1.8,0.117,0.3619,0.0092,0.0099,2.5,0.96064315015773,0.360407872409355,2.54213871235148
163,0.0491,nmc,5.46,0.305,5.267e-08,200,106.62147332790225,59.27592181657902,140.72407818342097,0.937184327418375,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.8,0.0,-0.4,0.0,0.0,-0.4,0.0,1.1,0.2,1.4,0.117,0.3717,0.0099,0.0078,2.5,0.937184327418375,0.369254031821108,2.6634382566586
164,0.049,nmc,6.98,0.391,3.073e-08,200,136.34882359183675,75.93229189330317,124.06770810669683,0.888359559019565,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.7,0.0,-0.2,0.0,0.0,-0.2,0.0,0.7,0.5,1.0,0.117,0.3808,0.0071,0.0058,2.5,0.888359559019565,0.376346424420992,1.86449579831933
165,0.0494,nmc,8.96,0.498,1.726e-08,200,173.29636221862347,96.68257900779504,103.31742099220496,0.801753192196301,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.6,0.0,-0.1,0.0,0.0,-0.1,0.0,0.9,0.8,1.0,0.117,0.3865,0.007,0.0066,2.5,0.801753192196301,0.378473037269874,1.8111254851229
166,0.0516,nmc,11.12,0.586,1.032e-08,200,205.2637199689922,114.87413431182955,85.12586568817045,0.70664640834459,sig_r,d,mu,nc,1,0.6,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.3,1.2,0.117,0.3954,0.0081,0.0087,2.5,0.70664640834459,0.383248590294607,2.04855842185129
167,0.0697,nmc,4.5,0.177,5.41e-08,200,60.94225432998566,34.41493087952327,165.58506912047673,0.981255647741008,sig_r,d,mu,nc,1,1.4,0.0,0.0,1.2,0.0,-0.8,0.0,0.0,-0.8,0.0,1.7,0.1,1.6,0.113,0.3316,0.0142,0.0094,2.5,0.981255647741008,0.33096879123083,4.28226779252111
168,0.0691,nmc,5.47,0.215,3.825e-08,200,74.57048075832128,42.19650147032051,157.80349852967947,0.971316005672589,sig_r,d,mu,nc,1,1.2,0.0,0.0,1.0,0.0,-0.6,0.0,0.0,-0.6,0.0,1.5,0.1,1.6,0.113,0.3558,0.0145,0.0093,2.5,0.971316005672589,0.354763673817566,4.07532321528949
169,0.0699,nmc,6.92,0.27,2.403e-08,200,92.95841338483548,52.77109242262019,147.2289075773798,0.952332913564353,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.8,0.0,-0.4,0.0,0.0,-0.4,0.0,0.8,0.1,1.1,0.113,0.3788,0.0104,0.0066,2.5,0.952332913564353,0.376966483571047,2.7455121436114
170,0.0695,nmc,8.99,0.353,1.282e-08,200,121.24236198561151,68.95123560000614,131.04876439999384,0.912009678433147,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.7,0.0,-0.2,0.0,0.0,-0.2,0.0,0.5,0.4,0.8,0.113,0.3638,0.009,0.0051,2.5,0.912009678433147,0.360549477929894,2.47388675096207
171,0.0696,nmc,11.39,0.445,7.847e-09,200,153.13926928735634,87.23316912972086,112.76683087027914,0.848406439581275,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.6,0.0,-0.1,0.0,0.0,-0.1,0.0,0.8,0.7,0.9,0.113,0.3868,0.0079,0.0061,2.5,0.848406439581275,0.380845801858497,2.04239917269907
172,0.0707,nmc,14.46,0.553,4.45e-09,200,190.94601090240454,109.0224770268681,90.9775229731319,0.744855737309378,sig_r,d,mu,nc,1,0.6,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.2,1.1,0.113,0.3892,0.01,0.008,2.5,0.744855737309378,0.379116244996833,2.5693730729702
173,0.0895,nmc,5.5,0.168,2.954e-08,200,56.83235796648045,32.757203606865914,167.24279639313409,0.98324078384198,sig_r,d,mu,nc,1,1.4,0.0,0.0,1.2,0.0,-0.8,0.0,0.0,-0.8,0.0,1.4,0.1,1.7,0.096,0.3473,0.0215,0.0096,2.5,0.98324078384198,0.346790027764943,6.19061330262021
174,0.0901,nmc,6.95,0.21,1.853e-08,200,71.06635898335183,41.117545300294154,158.88245469970585,0.972740975388041,sig_r,d,mu,nc,1,1.2,0.0,0.0,1.0,0.0,-0.6,0.0,0.0,-0.6,0.0,1.4,0.2,1.1,0.096,0.3629,0.0128,0.0083,2.5,0.972740975388041,0.362033327282709,3.52714246348856
175,0.09,nmc,8.96,0.271,1.09e-08,200,91.47539955555558,53.06799336650084,146.93200663349916,0.951901762459484,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.8,0.0,-0.4,0.0,0.0,-0.4,0.0,0.8,0.2,0.9,0.096,0.3735,0.0114,0.0059,2.5,0.951901762459484,0.371926128955143,3.05220883534137
176,0.0899,nmc,11.45,0.346,6.142e-09,200,116.79358148609565,67.89111806295078,132.1088819370492,0.91595651987026,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.7,0.0,-0.2,0.0,0.0,-0.2,0.0,0.8,0.4,0.8,0.096,0.3655,0.0091,0.0055,2.5,0.91595651987026,0.362808862113538,2.48974008207934
177,0.09,nmc,14.68,0.442,3.556e-09,200,149.3109551111111,86.94622127457949,113.05377872542051,0.850763315853995,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.6,0.0,-0.1,0.0,0.0,-0.1,0.0,0.8,0.7,0.9,0.096,0.377,0.0096,0.006,2.5,0.850763315853995,0.372070920248234,2.54641909814324
178,0.0907,nmc,19.01,0.566,1.918e-09,200,191.46190574200662,111.7228474104513,88.2771525895487,0.730074902597573,sig_r,d,mu,nc,1,0.6,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.3,1.1,0.096,0.3765,0.0162,0.0081,2.5,0.730074902597573,0.36759625152105,4.30278884462151
179,0.1102,nmc,6.96,0.173,1.415e-08,200,57.0777387368421,33.66625519021434,166.33374480978566,0.982124279104197,sig_r,d,mu,nc,1,1.3,0.0,0.0,1.1,0.0,-0.7,0.0,0.0,-0.7,0.0,1.0,0.2,1.1,0.043,0.3308,0.0145,0.0072,2.5,0.982124279104197,0.330556119652094,4.38331318016929
180,0.1101,nmc,8.99,0.222,8.313e-09,200,73.54288668846505,43.525076059949384,156.47492394005062,0.969161042860842,sig_r,d,mu,nc,1,1.1,0.0,0.0,0.9,0.0,-0.5,0.0,0.0,-0.5,0.0,1.4,0.3,0.8,0.043,0.3374,0.0128,0.0072,2.5,0.969161042860842,0.336970918924444,3.7937166567872
181,0.1103,nmc,11.45,0.282,5.087e-09,200,93.23764091749773,55.33464654450839,144.6653534554916,0.947343154256322,sig_r,d,mu,nc,1,0.9,0.0,0.0,0.8,0.0,-0.3,0.0,0.0,-0.3,0.0,1.0,0.2,0.8,0.043,0.3527,0.0104,0.0059,2.5,0.947343154256322,0.351934145952913,2.94868159909271
182,0.11,nmc,14.77,0.364,2.838e-09,200,120.38257127272728,71.5739484396201,128.4260515603799,0.905412484777512,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.7,0.0,-0.1,0.0,0.0,-0.1,0.0,1.0,0.4,0.8,0.043,0.3494,0.0097,0.0056,2.5,0.905412484777512,0.348037176378516,2.77618775042931
183,0.1102,nmc,19.37,0.475,1.629e-09,200,157.28116886388383,93.69473606816837,106.30526393183163,0.822779938780866,sig_r,d,mu,nc,1,0.7,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,1.0,0.043,0.3768,0.0153,0.0063,2.5,0.822779938780866,0.374046301149786,4.06050955414013
184,0.1388,nmc,7.16,0.142,1.073e-08,200,45.30485840922189,27.497342435619352,172.50265756438066,0.988283392949256,sig_r,d,mu,nc,1,1.5,0.0,0.0,1.3,0.0,-0.9,0.0,0.0,-0.9,0.0,0.9,0.3,0.9,0.149,0.3291,0.0162,0.0073,2.5,0.988283392949256,0.328599650686437,4.92251595259799
185,0.14,nmc,9.01,0.176,6.979e-09,200,56.226986857142855,34.305513250076146,165.69448674992384,0.981417746785116,sig_r,d,mu,nc,1,1.3,0.0,0.0,1.1,0.0,-0.6,0.0,0.0,-0.6,0.0,1.0,0.3,0.7,0.129,0.3508,0.0141,0.0066,2.5,0.981417746785116,0.350054841846418,4.0193842645382
186,0.1395,nmc,11.43,0.224,4.009e-09,200,71.38532787096773,43.67563106128344,156.32436893871656,0.968507048885632,sig_r,d,mu,nc,1,1.1,0.0,0.0,0.9,0.0,-0.4,0.0,0.0,-0.4,0.0,1.2,0.3,0.7,0.114,0.337,0.0087,0.006,2.5,0.968507048885632,0.335913499627146,2.58160237388724
187,0.1396,nmc,14.84,0.29,2.233e-09,200,92.34356892836676,56.66509857588847,143.33490142411154,0.943846430747412,sig_r,d,mu,nc,1,0.9,0.0,0.0,0.7,0.0,-0.2,0.0,0.0,-0.2,0.0,1.3,0.2,0.8,0.101,0.3348,0.0076,0.0059,2.5,0.943846430747412,0.333074792460816,2.2700119474313
188,0.1398,nmc,19.32,0.375,1.248e-09,200,119.75726889270385,73.66600474024726,126.33399525975274,0.898546697328629,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.6,0.0,-0.1,0.0,0.0,-0.1,0.0,1.4,0.4,0.8,0.09,0.3413,0.0088,0.0063,2.5,0.898546697328629,0.338440117260537,2.57837679460885
189,0.1417,nmc,25.36,0.483,6.323e-10,200,154.48949819901202,95.39960245149895,104.60039754850105,0.815460797755756,sig_r,d,mu,nc,1,0.6,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.8,1.0,0.08,0.329,0.0173,0.0065,2.5,0.815460797755756,0.324501277589739,5.25835866261398
190,0.1785,nmc,7.38,0.114,6.502e-09,200,34.84438181512605,22.03866621275376,177.96133378724625,0.992616331433462,sig_r,d,mu,nc,1,1.7,0.0,0.0,1.4,0.0,-1.0,0.0,0.0,-1.0,0.0,0.5,0.3,0.7,0.128,0.2678,0.0201,0.0056,2.5,0.992616331433462,0.267575387902027,7.50560119492158
191,0.1798,nmc,8.97,0.137,4.896e-09,200,41.79860929477198,26.593158472692952,173.40684152730705,0.989114874516168,sig_r,d,mu,nc,1,1.4,0.0,0.0,1.2,0.0,-0.7,0.0,0.0,-0.7,0.0,0.8,0.3,0.7,0.113,0.306,0.0158,0.0059,2.5,0.989114874516168,0.305661559906445,5.16339869281046
192,0.1815,nmc,11.44,0.172,2.709e-09,200,52.47014703030303,33.598242553466434,166.40175744653357,0.982280642120598,sig_r,d,mu,nc,1,1.2,0.0,0.0,1.0,0.0,-0.5,0.0,0.0,-0.5,0.0,1.0,0.3,0.7,0.098,0.2867,0.0096,0.005,2.5,0.982280642120598,0.286246333164823,3.34844785490059
193,0.1802,nmc,14.86,0.225,1.678e-09,200,68.48377296781355,43.95731821312023,156.04268178687977,0.968143329872038,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.8,0.0,-0.3,0.0,0.0,-0.3,0.0,1.3,0.2,0.7,0.086,0.3107,0.0089,0.0056,2.5,0.968143329872038,0.309915825892906,2.86449951721918
194,0.1802,nmc,19.43,0.293,9.09e-10,200,89.27448328967813,57.475820516886,142.52417948311398,0.942447025119709,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.7,0.0,-0.1,0.0,0.0,-0.1,0.0,1.5,0.2,0.8,0.075,0.3047,0.0087,0.0058,2.5,0.942447025119709,0.303476060754019,2.8552674762061
195,0.1804,nmc,25.9,0.388,4.681e-10,200,118.54968878935696,76.52976801138432,123.47023198861568,0.890031968529293,sig_r,d,mu,nc,1,0.7,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.5,0.9,0.067,0.302,0.0144,0.0063,2.5,0.890031968529293,0.299913884083591,4.7682119205298
196,0.2225,nmc,9.15,0.113,3.494e-09,200,32.85343950561798,21.920893126662037,178.07910687333796,0.992726022200536,sig_r,d,mu,nc,1,1.4,0.0,0.0,1.2,0.0,-0.7,0.0,0.0,-0.7,0.0,0.6,0.3,0.7,0.1,0.2781,0.018,0.0051,2.5,0.992726022200536,0.277915885193033,6.47249190938511
197,0.2261,nmc,11.47,0.139,2.107e-09,200,40.13960959044671,27.04145287337245,172.95854712662754,0.988740653968303,sig_r,d,mu,nc,1,1.2,0.0,0.0,1.0,0.0,-0.4,0.0,0.0,-0.4,0.0,0.7,0.3,0.7,0.086,0.2741,0.0101,0.0045,2.5,0.988740653968303,0.273855382369923,3.68478657424298
198,0.2262,nmc,14.9,0.18,1.132e-09,200,51.85075469849691,35.112425745467434,164.88757425453258,0.9804060926604,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.8,0.0,-0.2,0.0,0.0,-0.2,0.0,1.0,0.3,0.7,0.074,0.2569,0.0079,0.0041,2.5,0.9804060926604,0.25655293278047,3.07512650836902
199,0.2253,nmc,19.56,0.236,6.436e-10,200,68.13742056458055,46.278025887303066,153.72197411269693,0.964528339290527,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.7,0.0,-0.1,0.0,0.0,-0.1,0.0,1.3,0.2,0.7,0.065,0.2627,0.0078,0.0045,2.5,0.964528339290527,0.262130984013347,2.96916634944804
200,0.2257,nmc,26.32,0.317,3.587e-10,200,91.17481963136908,62.16150086959972,137.8384991304003,0.931043251446319,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.3,0.8,0.056,0.284,0.0123,0.0057,2.5,0.931043251446319,0.282960964629265,4.33098591549296
201,0.2769,nmc,11.62,0.115,1.501e-09,200,31.224452161791262,22.369194116093425,177.6308058839066,0.992421371837964,sig_r,d,mu,nc,1,0.9,0.0,0.0,0.8,0.0,-0.2,0.0,0.0,-0.2,0.0,0.7,0.3,0.7,0.077,0.2428,0.0117,0.0033,2.5,0.992421371837964,0.242668270439637,4.81878088962109
202,0.2756,nmc,14.82,0.147,9.132e-10,200,39.83342890566038,28.663957838838158,171.33604216116186,0.987278867260945,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.7,0.066,0.2453,0.0094,0.0034,2.5,0.987278867260945,0.245106608554978,3.83204239706482
203,0.2759,nmc,19.6,0.193,4.836e-10,200,52.3200759681044,37.86792748832857,162.13207251167142,0.977148569719298,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.1,0.0,0.9,0.2,0.7,0.057,0.2363,0.0082,0.0032,2.5,0.977148569719298,0.236008618828322,3.47016504443504
204,0.2763,nmc,26.49,0.261,2.413e-10,200,70.26389394571119,51.10557033353474,148.89442966646527,0.955521901462036,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.2,0.0,1.2,0.2,0.8,0.049,0.2283,0.0114,0.0036,2.5,0.955521901462036,0.227825379287038,4.9934296977661
205,0.2761,nmc,33.94,0.33,1.283e-10,200,89.86631991452371,65.5258400397248,134.4741599602752,0.924276089356796,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.2,0.0,1.8,0.3,0.8,0.043,0.211,0.0197,0.0044,2.5,0.924276089356796,0.210341014968432,9.33649289099526
206,0.341,nmc,15.01,0.121,5.132e-10,200,29.887439307917887,23.46353694451913,176.53646305548088,0.99152977914038,sig_r,d,mu,nc,1,0.1,0.0,0.0,0.2,0.0,0.7,0.0,0.0,0.7,0.0,0.9,0.2,0.7,0.059,0.1733,0.0062,0.0023,2.5,0.99152977914038,0.173218080603535,3.57761107905366
207,0.346,nmc,19.65,0.156,3.019e-10,200,38.02175151445087,30.27287180940878,169.72712819059123,0.985503026753534,sig_r,d,mu,nc,1,0.2,0.0,0.0,0.3,0.0,0.7,0.0,0.0,0.7,0.0,1.2,0.2,0.7,0.05,0.1825,0.0057,0.0028,2.5,0.985503026753534,0.182373841276731,3.12328767123288
208,0.3469,nmc,26.24,0.206,1.575e-10,200,50.28123921475931,40.32057314219579,159.6794268578042,0.973575575619761,sig_r,d,mu,nc,1,0.3,0.0,0.0,0.3,0.0,0.6,0.0,0.0,0.6,0.0,1.4,0.1,0.7,0.042,0.1774,0.0072,0.003,2.5,0.973575575619761,0.177210887807837,4.05862457722661
209,0.3493,nmc,34.49,0.267,7.797e-11,200,65.13018181849415,52.633442333952104,147.3665576660479,0.953079075426695,sig_r,d,mu,nc,1,0.3,0.0,0.0,-2.5,0.0,0.6,0.0,0.0,0.6,0.0,1.5,0.2,0.8,0.037,0.161,0.011,0.003,2.5,0.953079075426695,0.160730294728409,6.83229813664596
210,0.4516,nmc,20.02,0.122,1.422e-10,200,25.191110607617357,23.63073912986,176.36926087014,0.991313758400863,sig_r,d,mu,nc,1,-2.5,0.0,0.0,-1.8,0.0,3.6,0.0,0.0,3.6,0.0,2.0,0.2,0.7,0.044,0.1152,0.0047,0.0055,2.5,0.991313758400863,0.115157730045808,4.07986111111111
211,0.471,nmc,26.12,0.152,6.47e-11,200,30.216319583864124,29.561021100140795,170.4389788998592,0.986183215896191,sig_r,d,mu,nc,1,-1.8,0.0,0.0,-1.2,0.0,2.9,0.0,0.0,2.9,0.0,2.8,0.1,0.7,0.037,0.0957,0.0042,0.0043,2.5,0.986183215896191,0.0956527381175786,4.38871473354232
212,0.4737,nmc,34.79,0.201,3.526e-11,200,39.53295145197382,39.148777959474316,160.85122204052567,0.974817032852658,sig_r,d,mu,nc,1,-1.2,0.0,0.0,0.0,0.6,2.4,0.0,0.0,2.4,0.0,3.3,0.1,0.7,0.031,0.0969,0.0065,0.0042,2.5,0.974817032852658,0.096826523781356,6.70794633642931
213,0.0037,nmc,1.27,0.67,8.092e-06,280,342.85308724324324,182.96548147294416,97.03451852705584,0.595172765725687,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,0.5,-0.1,0.0,0.0,0.0,-0.1,1.8,1.8,3.7,0.537,0.3363,0.0055,0.0153,2.5,0.595172765725687,0.288733523398817,1.6354445435623
214,0.005,nmc,1.71,0.673,3.544e-06,280,341.169844,182.30277185501066,97.69722814498934,0.590808128852377,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.4,1.6,3.4,0.537,0.3531,0.0053,0.0142,2.5,0.590808128852377,0.302618663565849,1.50099122061739
215,0.0056,nmc,2.15,0.738,2.09e-06,280,382.65841542857146,204.6527566250381,75.34724337496189,0.490321908045764,sig_r,d,mu,nc,1,0.4,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.1,1.0,1.7,3.3,0.537,0.3841,0.0111,0.0146,2.5,0.490321908045764,0.31570148218928,2.88987242905493
216,0.0073,nmc,1.81,0.488,2.508e-06,280,247.01504947945205,132.16695388030493,147.83304611969507,0.811301318617874,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.6,-0.2,0.0,0.0,0.0,-0.2,1.0,0.7,3.3,0.337,0.337,0.0073,0.012,2.5,0.811301318617874,0.320971084864403,2.16617210682493
217,0.0079,nmc,2.44,0.606,1.246e-06,280,307.30060349367085,164.63793149982456,115.36206850017544,0.682089049021448,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,0.4,-0.1,0.0,0.0,0.0,-0.1,1.5,1.0,3.0,0.337,0.3655,0.0038,0.0131,2.5,0.682089049021448,0.336211340052583,1.03967168262654
218,0.009,nmc,3.37,0.729,5.855e-07,280,371.95428844444444,199.59725183605784,80.40274816394216,0.504888164716279,sig_r,d,mu,nc,1,0.4,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.1,1.3,1.7,2.5,0.337,0.3963,0.006,0.0134,2.5,0.504888164716279,0.346842042272243,1.51400454201363
219,0.0121,nmc,2.55,0.413,8.675e-07,280,209.07364565289254,112.33678126486811,167.6632187351319,0.873119592905621,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.0,0.6,-0.3,0.0,0.0,0.0,-0.3,0.9,0.4,2.9,0.246,0.3585,0.0058,0.0115,2.5,0.873119592905621,0.349519283604135,1.61785216178522
220,0.0123,nmc,3.47,0.552,4.498e-07,280,279.52366513821136,150.38050167282057,129.61949832717943,0.746196695013848,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,0.5,-0.1,0.0,0.0,0.0,-0.1,1.1,0.9,2.8,0.246,0.3912,0.0048,0.0123,2.5,0.746196695013848,0.37159690055094,1.22699386503067
221,0.0126,nmc,4.45,0.693,2.518e-07,280,349.6044471746032,188.2593833553322,91.7406166446678,0.561074944125438,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.2,2.1,2.1,0.246,0.4014,0.0047,0.0133,2.5,0.561074944125438,0.366614418335445,1.17090184354758
222,0.0139,nmc,5.38,0.753,1.639e-07,280,382.5502037122302,206.31682287432315,73.68317712567685,0.465547149253807,sig_r,d,mu,nc,1,0.4,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.1,1.3,2.6,1.9,0.246,0.4314,0.0084,0.0153,2.5,0.465547149253807,0.385877827811493,1.9471488178025
223,0.0173,nmc,2.59,0.294,6.274e-07,280,148.0008266589595,79.80329566042619,200.1967043395738,0.94229444397925,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.0,0.8,-0.5,0.0,0.0,0.0,-0.5,1.2,0.4,2.7,0.19,0.3427,0.0092,0.011,2.5,0.94229444397925,0.339542424152136,2.68456375838926
224,0.0173,nmc,3.49,0.393,3.388e-07,280,199.1239480462428,107.53417060034265,172.46582939965737,0.887105034584195,sig_r,d,mu,nc,1,0.8,0.0,0.0,0.0,0.7,-0.3,0.0,0.0,0.0,-0.3,1.0,0.4,2.6,0.19,0.3674,0.0063,0.0109,2.5,0.887105034584195,0.3607773267242,1.71475231355471
225,0.0174,nmc,4.46,0.501,2.054e-07,280,252.74168308045975,136.6321103840404,143.3678896159596,0.798997622525971,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.5,-0.1,0.0,0.0,0.0,-0.1,0.9,1.0,2.5,0.19,0.3991,0.0064,0.0118,2.5,0.798997622525971,0.386291308175891,1.6036081182661
226,0.0168,nmc,5.6,0.658,1.239e-07,280,328.6131773333333,177.68301350390902,102.31698649609098,0.612322704264883,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.3,2.0,1.5,0.19,0.4051,0.0079,0.0115,2.5,0.612322704264883,0.380023985005128,1.95013576894594
227,0.018,nmc,6.73,0.727,8.14e-08,280,368.0387328888889,199.301113480218,80.69888651978201,0.508069370186604,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.1,1.4,2.2,1.7,0.19,0.4233,0.0055,0.0134,2.5,0.508069370186604,0.390050955748667,1.29931490668557
228,0.0245,nmc,3.49,0.28,2.613e-07,280,139.83882359183673,75.93229189330317,204.06770810669684,0.948338141836875,sig_r,d,mu,nc,1,1.0,0.0,0.0,0.0,0.9,-0.5,0.0,0.0,0.0,-0.5,1.3,0.3,2.5,0.099,0.363,0.0071,0.0113,2.5,0.948338141836875,0.361310583253768,1.95592286501377
229,0.0245,nmc,4.48,0.359,1.586e-07,280,179.25698685714286,97.47182455071582,182.52817544928416,0.908613460800029,sig_r,d,mu,nc,1,0.9,0.0,0.0,0.0,0.7,-0.3,0.0,0.0,0.0,-0.3,1.2,0.4,2.4,0.099,0.3883,0.0061,0.0111,2.5,0.908613460800029,0.385103253896644,1.57095029616276
230,0.0246,nmc,5.47,0.435,1.028e-07,280,217.76756757723575,118.52757120321736,161.47242879678265,0.856514419538665,sig_r,d,mu,nc,1,0.7,0.0,0.0,0.0,0.6,-0.2,0.0,0.0,0.0,-0.2,1.1,0.7,2.4,0.099,0.4009,0.0063,0.0113,2.5,0.856514419538665,0.395717942084506,1.57146420553754
231,0.0235,nmc,7.22,0.605,5.557e-08,280,300.89388655319146,163.77081159551787,116.22918840448213,0.68330917625731,sig_r,d,mu,nc,1,0.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.3,0.099,0.4043,0.0051,0.0098,2.5,0.68330917625731,0.392765423331604,1.26143952510512
232,0.0253,nmc,8.88,0.684,3.509e-08,280,342.9879862924902,187.09389248000545,92.90610751999455,0.574539603043576,sig_r,d,mu,nc,1,0.5,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.1,1.5,1.7,1.6,0.099,0.4314,0.0047,0.0123,2.5,0.574539603043576,0.414865000816719,1.08947612424664
