,exp,I,J,Elab,epsilon,y,x,Q2,obs,target,lepton beam,current,units,value,%ptp,%sys,%stat_u,%dSR_u,%dSY_c,%dSE_c,%dRC_c,%dN1_c,%1dN2_c,%2dN2_c,%3dN2_c,%4dN2_c,%5dN2_c,%6dN2_c,%7dN2_c,%8dN2_c,%dFSZ_c,%*norm_c
472,slac,473,5,19.505,0.077,0.946731607280184,0.584,20.23,F2,p,e,NC,1,0.07422,0.064,0.076,6.2,1.5,5.8,-0.2,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,4.0,2.1
473,slac,474,5,16.002,0.134,0.905886764154481,0.885,24.068,F2,p,e,NC,1,0.00184,0.054,0.083,5.0,1.9,3.1,0.3,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,7.2,2.1
474,slac,475,5,16.002,0.127,0.910448693913261,0.838,22.899,F2,p,e,NC,1,0.00466,0.044,0.068,4.1,1.7,2.8,0.2,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,5.6,2.1
475,slac,476,5,16.002,0.121,0.915510561179853,0.785,21.584,F2,p,e,NC,1,0.0108,0.039,0.061,3.6,1.6,2.9,0.2,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,4.5,2.1
476,slac,477,5,16.002,0.113,0.921322334708162,0.726,20.078,F2,p,e,NC,1,0.02124,0.038,0.061,3.5,1.6,3.4,0.1,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,4.2,2.1
477,slac,478,5,16.002,0.106,0.926571678540183,0.675,18.773,F2,p,e,NC,1,0.03497,0.04,0.063,3.7,1.5,4.1,0.0,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,4.0,2.1
478,slac,479,5,16.002,0.1,0.930758655168104,0.633,17.693,F2,p,e,NC,1,0.05403,0.048,0.067,4.6,1.5,4.8,-0.1,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.8,2.1
479,slac,480,5,16.002,0.094,0.934758155230596,0.595,16.706,F2,p,e,NC,1,0.08354,0.152,0.074,15.1,1.5,5.7,-0.2,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.7,2.1
480,slac,481,5,13.29,0.154,0.890142964635064,0.873,19.382,F2,p,e,NC,1,0.00301,0.054,0.072,5.1,1.8,2.3,0.3,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,6.2,2.1
481,slac,482,5,13.29,0.147,0.895410082768999,0.826,18.442,F2,p,e,NC,1,0.00649,0.043,0.057,4.0,1.7,1.7,0.2,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,4.7,2.1
482,slac,483,5,13.29,0.139,0.901354401805869,0.773,17.384,F2,p,e,NC,1,0.01302,0.04,0.05,3.7,1.6,1.4,0.1,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.9,2.1
483,slac,484,5,13.29,0.132,0.906997742663657,0.725,16.393,F2,p,e,NC,1,0.02206,0.042,0.048,3.9,1.6,1.4,0.0,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.7,2.1
484,slac,485,5,13.29,0.124,0.912866817155756,0.674,15.345,F2,p,e,NC,1,0.03708,0.051,0.048,4.9,1.5,1.6,0.0,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.5,2.1
485,slac,486,5,13.29,0.116,0.918510158013544,0.626,14.348,F2,p,e,NC,1,0.06419,0.054,0.049,5.2,1.5,2.2,-0.1,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.4,2.1
486,slac,487,5,13.29,0.109,0.924078254326561,0.58,13.376,F2,p,e,NC,1,0.08283,0.05,0.053,4.8,1.5,3.1,-0.2,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.3,2.1
487,slac,488,5,13.29,0.103,0.928592927012792,0.543,12.569,F2,p,e,NC,1,0.11197,0.037,0.062,3.4,1.5,4.5,-0.3,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.2,2.1
488,slac,489,5,13.29,0.098,0.932355154251317,0.514,11.945,F2,p,e,NC,1,0.14203,0.07,0.076,6.8,1.5,6.3,-0.3,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.1,2.1
489,slac,490,5,10.4,0.183,0.867788461538461,0.844,14.288,F2,p,e,NC,1,0.00607,0.061,0.056,5.9,1.7,1.8,0.2,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,4.5,2.1
490,slac,491,5,10.4,0.174,0.874711538461539,0.792,13.527,F2,p,e,NC,1,0.01355,0.043,0.046,4.0,1.6,1.3,0.1,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.4,2.1
491,slac,492,5,10.4,0.164,0.8825,0.736,12.684,F2,p,e,NC,1,0.02584,0.043,0.043,4.0,1.5,1.1,0.0,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.1,2.1
492,slac,493,5,10.4,0.154,0.890288461538461,0.681,11.839,F2,p,e,NC,1,0.04202,0.038,0.042,3.5,1.5,1.1,-0.1,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.0,2.1
493,slac,494,5,10.4,0.145,0.897403846153846,0.632,11.076,F2,p,e,NC,1,0.0611,0.036,0.042,3.3,1.5,1.2,-0.1,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,2.9,2.1
494,slac,495,5,10.4,0.137,0.903557692307693,0.59,10.41,F2,p,e,NC,1,0.08325,0.035,0.043,3.2,1.5,1.7,-0.2,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,2.8,2.1
495,slac,496,5,10.4,0.128,0.910192307692308,0.545,9.682,F2,p,e,NC,1,0.1104,0.04,0.047,3.7,1.5,2.6,-0.3,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,2.7,2.1
496,slac,497,5,10.4,0.12,0.915865384615384,0.509,9.094,F2,p,e,NC,1,0.1273,0.085,0.056,8.4,1.5,4.1,-0.3,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,2.7,2.1
497,slac,498,5,6.5,0.24,0.820307692307692,0.758,7.587,F2,p,e,NC,1,0.02856,0.021,0.036,1.5,1.5,1.1,0.0,0.2,0.2,0.0,0,0.0,0.0,2.8,0.0,0,0,1.9,2.1
498,slac,499,5,6.5,0.228,0.830461538461538,0.706,7.15,F2,p,e,NC,1,0.04467,0.021,0.035,1.5,1.5,1.0,-0.1,0.2,0.2,0.0,0,0.0,0.0,2.8,0.0,0,0,1.9,2.1
499,slac,500,5,6.5,0.216,0.840923076923077,0.654,6.71,F2,p,e,NC,1,0.06627,0.02,0.035,1.3,1.5,0.9,-0.2,0.2,0.2,0.0,0,0.0,0.0,2.8,0.0,0,0,1.9,2.1
500,slac,501,5,6.5,0.204,0.850153846153846,0.609,6.317,F2,p,e,NC,1,0.08895,0.019,0.036,1.2,1.5,1.1,-0.2,0.2,0.2,0.0,0,0.0,0.0,2.8,0.0,0,0,1.9,2.1
501,slac,502,5,6.5,0.194,0.858769230769231,0.569,5.963,F2,p,e,NC,1,0.11829,0.027,0.036,2.3,1.5,1.3,-0.3,0.2,0.2,0.0,0,0.0,0.0,2.8,0.0,0,0,1.9,2.1
502,slac,503,5,6.5,0.182,0.868769230769231,0.522,5.534,F2,p,e,NC,1,0.13559,0.053,0.039,5.1,1.5,1.9,-0.3,0.2,0.2,0.0,0,0.0,0.0,2.8,0.0,0,0,1.9,2.1
503,slac,504,5,6.5,0.171,0.877230769230769,0.483,5.173,F2,p,e,NC,1,0.17661,0.05,0.044,4.8,1.5,2.8,-0.4,0.2,0.2,0.0,0,0.0,0.0,2.8,0.0,0,0,1.9,2.1
504,slac,505,5,6.5,0.159,0.886307692307692,0.444,4.796,F2,p,e,NC,1,0.23057,0.061,0.056,5.9,1.5,4.4,-0.5,0.2,0.2,0.0,0,0.0,0.0,2.8,0.0,0,0,1.9,2.1
505,slac,506,5,6.5,0.15,0.893230769230769,0.413,4.503,F2,p,e,NC,1,0.26369,0.065,0.076,6.3,1.5,6.8,-0.5,0.2,0.2,0.0,0,0.0,0.0,2.8,0.0,0,0,1.9,2.1
506,slac,507,5,6.5,0.143,0.898769230769231,0.39,4.277,F2,p,e,NC,1,0.20854,0.236,0.109,23.6,1.5,10.3,-0.5,0.2,0.2,0.0,0,0.0,0.0,2.8,0.0,0,0,1.9,2.1
507,slac,508,5,19.5,0.138,0.912769230769231,0.708,23.662,F2,p,e,NC,1,0.02551,0.072,0.054,7.0,1.6,1.6,0.5,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,4.3,2.1
508,slac,509,5,19.5,0.129,0.91825641025641,0.658,22.121,F2,p,e,NC,1,0.0411,0.036,0.053,3.3,1.5,1.8,0.4,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,4.1,2.1
509,slac,510,5,19.5,0.121,0.923948717948718,0.61,20.616,F2,p,e,NC,1,0.05757,0.038,0.053,3.5,1.5,2.1,0.3,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.9,2.1
510,slac,511,5,19.5,0.113,0.928923076923077,0.566,19.255,F2,p,e,NC,1,0.07966,0.035,0.053,3.2,1.5,2.5,0.2,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.8,2.1
511,slac,512,5,19.5,0.105,0.933897435897436,0.523,17.89,F2,p,e,NC,1,0.09986,0.039,0.055,3.6,1.5,3.1,0.1,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.6,2.1
512,slac,513,5,19.5,0.097,0.939435897435897,0.476,16.364,F2,p,e,NC,1,0.14585,0.043,0.06,4.0,1.5,4.0,0.0,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.5,2.1
513,slac,514,5,19.5,0.089,0.944461538461538,0.434,15.014,F2,p,e,NC,1,0.16747,0.067,0.067,6.5,1.5,5.1,-0.1,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.4,2.1
514,slac,515,5,16.0,0.167,0.893,0.729,19.539,F2,p,e,NC,1,0.01815,0.097,0.051,9.6,1.6,1.6,0.5,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.8,2.1
515,slac,516,5,16.0,0.157,0.8998125,0.676,18.26,F2,p,e,NC,1,0.03638,0.047,0.05,4.4,1.5,1.7,0.4,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.7,2.1
516,slac,517,5,16.0,0.146,0.9073125,0.621,16.913,F2,p,e,NC,1,0.05468,0.055,0.05,5.3,1.5,2.1,0.3,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.5,2.1
517,slac,518,5,16.0,0.136,0.914125,0.571,15.667,F2,p,e,NC,1,0.0795,0.05,0.051,4.8,1.5,2.6,0.2,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.4,2.1
518,slac,519,5,16.0,0.126,0.920625,0.523,14.464,F2,p,e,NC,1,0.10953,0.045,0.054,4.2,1.5,3.2,0.1,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.3,2.1
519,slac,520,5,16.0,0.115,0.92775,0.472,13.136,F2,p,e,NC,1,0.13882,0.048,0.06,4.6,1.5,4.2,0.0,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.1,2.1
520,slac,521,5,16.0,0.106,0.9338125,0.432,12.103,F2,p,e,NC,1,0.16567,0.072,0.069,7.0,1.5,5.5,-0.1,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.1,2.1
521,slac,522,5,16.0,0.1,0.9376875,0.405,11.394,F2,p,e,NC,1,0.17816,0.091,0.077,9.0,1.5,6.5,-0.2,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.0,2.1
522,slac,523,5,16.0,0.094,0.9416875,0.377,10.663,F2,p,e,NC,1,0.12488,0.428,0.09,42.8,1.5,8.0,-0.3,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,2.9,2.1
523,slac,524,5,13.5,0.195,0.873925925925926,0.74,16.389,F2,p,e,NC,1,0.0214,0.111,0.046,11.0,1.6,1.1,0.5,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.4,2.1
524,slac,525,5,13.5,0.184,0.881259259259259,0.692,15.438,F2,p,e,NC,1,0.03512,0.07,0.045,6.8,1.5,1.0,0.4,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.3,2.1
525,slac,526,5,13.5,0.174,0.888296296296296,0.645,14.517,F2,p,e,NC,1,0.0521,0.057,0.044,5.5,1.5,0.9,0.3,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.2,2.1
526,slac,527,5,13.5,0.163,0.896074074074074,0.595,13.496,F2,p,e,NC,1,0.06803,0.061,0.043,5.9,1.5,0.9,0.2,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.1,2.1
527,slac,528,5,13.5,0.152,0.903481481481482,0.548,12.541,F2,p,e,NC,1,0.10184,0.058,0.042,5.6,1.5,1.0,0.1,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,3.0,2.1
528,slac,529,5,13.5,0.141,0.910518518518518,0.504,11.619,F2,p,e,NC,1,0.12628,0.057,0.042,5.5,1.5,1.2,0.0,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,2.9,2.1
529,slac,530,5,13.5,0.132,0.916518518518518,0.466,10.825,F2,p,e,NC,1,0.15047,0.048,0.044,4.6,1.5,1.7,-0.1,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,2.8,2.1
530,slac,531,5,13.5,0.122,0.922888888888889,0.429,10.024,F2,p,e,NC,1,0.17316,0.068,0.047,6.6,1.5,2.6,-0.2,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,2.8,2.1
531,slac,532,5,13.5,0.116,0.927333333333333,0.402,9.444,F2,p,e,NC,1,0.17153,0.117,0.054,11.6,1.5,3.7,-0.2,0.3,0.3,0.0,0,0.0,0.0,2.8,0.0,0,0,2.7,2.1
532,slac,533,5,7.0,0.318,0.782285714285714,0.741,7.619,F2,p,e,NC,1,0.03639,0.141,0.035,14.0,1.5,1.0,0.3,0.2,0.2,0.0,0,0.0,0.0,2.8,0.0,0,0,1.7,2.1
533,slac,534,5,7.0,0.304,0.793,0.695,7.241,F2,p,e,NC,1,0.04369,0.077,0.034,7.6,1.5,0.9,0.2,0.2,0.2,0.0,0,0.0,0.0,2.8,0.0,0,0,1.7,2.1
534,slac,535,5,7.0,0.289,0.804857142857143,0.645,6.819,F2,p,e,NC,1,0.06221,0.071,0.034,6.9,1.5,0.8,0.2,0.2,0.2,0.0,0,0.0,0.0,2.8,0.0,0,0,1.7,2.1
535,slac,536,5,7.0,0.27,0.819285714285714,0.587,6.316,F2,p,e,NC,1,0.0964,0.057,0.034,5.5,1.5,0.7,0.1,0.2,0.2,0.0,0,0.0,0.0,2.8,0.0,0,0,1.7,2.1
536,slac,537,5,7.0,0.255,0.831142857142857,0.541,5.906,F2,p,e,NC,1,0.12261,0.061,0.034,5.9,1.5,0.7,0.0,0.2,0.2,0.0,0,0.0,0.0,2.8,0.0,0,0,1.8,2.1
537,slac,538,5,7.0,0.241,0.841428571428571,0.502,5.545,F2,p,e,NC,1,0.15323,0.055,0.034,5.3,1.5,0.7,-0.1,0.2,0.2,0.0,0,0.0,0.0,2.8,0.0,0,0,1.8,2.1
538,slac,539,5,7.0,0.226,0.852142857142857,0.462,5.168,F2,p,e,NC,1,0.17607,0.045,0.034,4.2,1.5,0.8,-0.2,0.2,0.2,0.0,0,0.0,0.0,2.8,0.0,0,0,1.8,2.1
539,slac,540,5,7.0,0.21,0.863,0.422,4.784,F2,p,e,NC,1,0.23191,0.04,0.035,3.7,1.5,1.0,-0.2,0.2,0.2,0.0,0,0.0,0.0,2.8,0.0,0,0,1.8,2.1
540,slac,541,5,7.0,0.194,0.874714285714286,0.381,4.374,F2,p,e,NC,1,0.25957,0.038,0.037,3.5,1.5,1.6,-0.3,0.2,0.2,0.0,0,0.0,0.0,2.8,0.0,0,0,1.8,2.1
541,slac,542,5,7.0,0.178,0.885285714285714,0.344,4.003,F2,p,e,NC,1,0.26768,0.041,0.043,3.8,1.5,2.6,-0.4,0.2,0.2,0.0,0,0.0,0.0,2.8,0.0,0,0,1.8,2.1
542,slac,543,5,7.0,0.163,0.895857142857143,0.31,3.645,F2,p,e,NC,1,0.45255,0.362,0.059,36.2,1.5,4.9,-0.5,0.2,0.2,0.0,0,0.0,0.0,2.8,0.0,0,0,1.9,2.1
543,slac,544,6,13.5,0.98,0.158666666666667,0.418,1.68,F2,p,e,NC,1,0.24332,0.016,0.01,0.8,1.4,0.6,0.4,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,2.1
544,slac,545,6,13.5,0.976,0.178222222222222,0.363,1.64,F2,p,e,NC,1,0.27827,0.019,0.01,1.2,1.5,0.7,0.4,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,2.1
545,slac,546,6,13.5,0.971,0.195407407407407,0.324,1.606,F2,p,e,NC,1,0.31012,0.02,0.01,1.3,1.5,0.7,0.4,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,2.1
546,slac,547,6,13.5,0.947,0.270222222222222,0.213,1.457,F2,p,e,NC,1,0.33726,0.019,0.01,1.1,1.6,0.7,0.3,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.1,2.1
547,slac,548,6,13.5,0.897,0.370814814814815,0.134,1.256,F2,p,e,NC,1,0.34708,0.02,0.013,1.3,1.5,1.1,0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.2,2.1
548,slac,549,6,13.5,0.806,0.48962962962963,0.082,1.019,F2,p,e,NC,1,0.33099,0.016,0.015,0.9,1.4,1.1,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.8,2.1
549,slac,550,6,13.5,0.738,0.555777777777778,0.063,0.887,F2,p,e,NC,1,0.31594,0.018,0.017,1.2,1.3,1.1,-0.2,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,1.1,2.1
550,slac,551,6,16.0,0.981,0.153,0.517,2.375,F2,p,e,NC,1,0.18571,0.026,0.013,2.2,1.4,0.8,0.7,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,2.1
551,slac,552,6,16.0,0.977,0.1728125,0.447,2.32,F2,p,e,NC,1,0.21233,0.025,0.011,2.1,1.3,0.7,0.7,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,2.1
552,slac,553,6,16.0,0.973,0.1874375,0.405,2.279,F2,p,e,NC,1,0.24854,0.021,0.011,1.6,1.4,0.6,0.6,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,2.1
553,slac,554,6,16.0,0.967,0.2134375,0.344,2.206,F2,p,e,NC,1,0.25858,0.02,0.011,1.4,1.5,0.6,0.6,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,2.1
554,slac,555,6,16.0,0.955,0.249625,0.281,2.105,F2,p,e,NC,1,0.31351,0.016,0.011,0.6,1.5,0.7,0.5,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.1,2.1
555,slac,556,6,16.0,0.939,0.2895625,0.229,1.993,F2,p,e,NC,1,0.33275,0.02,0.01,1.3,1.5,0.7,0.4,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.1,2.1
556,slac,557,6,16.0,0.918,0.3335,0.187,1.869,F2,p,e,NC,1,0.34294,0.017,0.01,0.9,1.5,0.7,0.4,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.2,2.1
557,slac,558,6,16.0,0.89,0.381,0.152,1.736,F2,p,e,NC,1,0.34733,0.017,0.01,0.9,1.5,0.7,0.3,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.2,2.1
558,slac,559,6,16.0,0.854,0.4324375,0.123,1.592,F2,p,e,NC,1,0.34767,0.016,0.009,0.8,1.4,0.6,0.2,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,0.3,2.1
559,slac,560,6,16.0,0.749,0.5465,0.078,1.272,F2,p,e,NC,1,0.34498,0.018,0.028,1.2,1.4,2.5,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.9,2.1
560,slac,561,6,19.5,0.98,0.159948717948718,0.598,3.499,F2,p,e,NC,1,0.11508,0.022,0.019,1.2,1.8,1.4,1.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,2.1
561,slac,562,6,19.5,0.977,0.171897435897436,0.548,3.45,F2,p,e,NC,1,0.13873,0.019,0.016,1.2,1.5,1.1,1.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,2.1
562,slac,563,6,19.5,0.973,0.187435897435897,0.493,3.384,F2,p,e,NC,1,0.17763,0.019,0.014,1.3,1.4,0.8,1.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,2.1
563,slac,564,6,19.5,0.969,0.205384615384615,0.44,3.31,F2,p,e,NC,1,0.20953,0.017,0.013,1.0,1.3,0.7,0.9,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.0,2.1
564,slac,565,6,19.5,0.96,0.234564102564103,0.372,3.189,F2,p,e,NC,1,0.25441,0.016,0.013,0.7,1.4,0.6,0.9,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.1,2.1
565,slac,566,6,19.5,0.949,0.266666666666667,0.313,3.055,F2,p,e,NC,1,0.28573,0.016,0.012,0.7,1.5,0.7,0.8,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.1,2.1
566,slac,567,6,19.5,0.93,0.308307692307692,0.255,2.877,F2,p,e,NC,1,0.31998,0.016,0.012,0.6,1.5,0.7,0.7,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.1,2.1
567,slac,568,6,19.5,0.89,0.381589743589744,0.185,2.576,F2,p,e,NC,1,0.33889,0.019,0.011,1.3,1.5,0.6,0.5,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.3,2.1
568,slac,569,6,19.5,0.859,0.426051282051282,0.153,2.391,F2,p,e,NC,1,0.35985,0.021,0.01,1.5,1.4,0.6,0.4,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.4,2.1
569,slac,570,6,19.5,0.82,0.473538461538462,0.127,2.193,F2,p,e,NC,1,0.3505,0.02,0.01,1.4,1.4,0.6,0.3,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,0.4,2.1
570,slac,571,6,19.5,0.772,0.524102564102564,0.103,1.983,F2,p,e,NC,1,0.35163,0.017,0.01,1.0,1.4,0.6,0.2,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,0.5,2.1
571,slac,572,6,19.5,0.713,0.57774358974359,0.083,1.759,F2,p,e,NC,1,0.34599,0.017,0.027,1.0,1.3,2.5,0.1,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,0.8,2.1
572,slac,573,6,19.5,0.642,0.634461538461538,0.066,1.523,F2,p,e,NC,1,0.36294,0.027,0.029,2.3,1.3,2.5,-0.1,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,1.2,2.1
573,slac,574,6,19.5,0.93,0.290769230769231,0.77,8.193,F2,p,e,NC,1,0.0243,0.032,0.029,0.9,3.0,2.7,0.7,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.2,2.1
574,slac,575,6,19.5,0.923,0.305282051282051,0.718,8.025,F2,p,e,NC,1,0.03695,0.023,0.022,0.7,2.2,1.9,0.7,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.2,2.1
575,slac,576,6,19.5,0.916,0.320358974358974,0.67,7.851,F2,p,e,NC,1,0.05515,0.02,0.018,1.0,1.7,1.5,0.7,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.2,2.1
576,slac,577,6,19.5,0.906,0.341025641025641,0.61,7.614,F2,p,e,NC,1,0.08094,0.017,0.014,0.9,1.4,1.1,0.6,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.2,2.1
577,slac,578,6,19.5,0.887,0.372923076923077,0.531,7.245,F2,p,e,NC,1,0.12564,0.014,0.012,0.6,1.3,0.8,0.5,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.3,2.1
578,slac,579,6,19.5,0.85,0.428205128205128,0.422,6.606,F2,p,e,NC,1,0.1943,0.015,0.01,0.8,1.3,0.6,0.4,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.4,2.1
579,slac,580,6,19.5,0.812,0.474564102564103,0.35,6.071,F2,p,e,NC,1,0.24979,0.015,0.01,0.7,1.3,0.6,0.3,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.5,2.1
580,slac,581,6,19.5,0.741,0.547897435897436,0.261,5.223,F2,p,e,NC,1,0.30112,0.015,0.027,0.7,1.3,2.5,0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.6,2.1
581,slac,582,6,19.5,0.621,0.646512820512821,0.173,4.084,F2,p,e,NC,1,0.34753,0.015,0.029,0.7,1.3,2.5,-0.1,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,1.2,2.1
582,slac,583,6,13.3,0.86,0.391503759398496,0.751,7.334,F2,p,e,NC,1,0.03119,0.019,0.021,0.7,1.8,2.0,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.3,2.1
583,slac,584,6,13.3,0.85,0.406917293233083,0.704,7.148,F2,p,e,NC,1,0.04556,0.016,0.018,0.7,1.5,1.6,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.3,2.1
584,slac,585,6,13.3,0.839,0.422556390977444,0.66,6.96,F2,p,e,NC,1,0.06368,0.016,0.016,0.9,1.3,1.4,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.4,2.1
585,slac,586,6,13.3,0.826,0.439473684210526,0.616,6.757,F2,p,e,NC,1,0.08238,0.016,0.015,0.9,1.3,1.3,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.4,2.1
586,slac,587,6,13.3,0.799,0.473984962406015,0.536,6.341,F2,p,e,NC,1,0.12549,0.015,0.014,0.8,1.2,1.2,-0.1,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.5,2.1
587,slac,588,6,13.3,0.745,0.531503759398496,0.426,5.648,F2,p,e,NC,1,0.20198,0.014,0.014,0.5,1.3,1.1,-0.2,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.6,2.1
588,slac,589,6,13.3,0.696,0.577744360902256,0.353,5.09,F2,p,e,NC,1,0.25482,0.014,0.014,0.6,1.3,1.1,-0.2,0.3,0.3,0.0,0,0.0,0.0,0.0,0.4,0,0,0.7,2.1
589,slac,590,6,13.3,0.61,0.647293233082707,0.263,4.252,F2,p,e,NC,1,0.3069,0.016,0.013,1.0,1.3,0.5,-0.4,0.2,0.2,0.0,0,0.0,0.0,0.0,0.4,0,0,0.9,2.1
590,slac,591,6,13.3,0.483,0.734736842105263,0.174,3.198,F2,p,e,NC,1,0.3754,0.022,0.019,1.8,1.3,0.5,-0.5,0.1,0.1,0.0,0,0.0,0.0,0.0,0.4,0,0,1.7,2.1
