,exp,X,Q2,value,obs,target,lepton beam,current,stat_u,syst_u,*norm_c,%cor1_c,%cor2_c,%cor3_c,%cor4_c,%cor5_c,*Elab,*nu,*E',*sin2(theta/2),*epsilon
124,bcdms,0.275,49.5,0.22357,F2,d,mu,NC,0.0033,0,0.0067071,-0.3,0.1,0.4,0.0,0.2,200,95.9488272921109,104.051172707889,0.000594659323770492,0.998805004851594
125,bcdms,0.275,57.0,0.21954,F2,d,mu,NC,0.0035,0,0.0065862,-0.3,0.1,0.1,0.0,0.2,200,110.486528396976,89.5134716030239,0.000795969575573841,0.998401911440658
126,bcdms,0.275,65.5,0.22581,F2,d,mu,NC,0.0046,0,0.0067743,-0.3,0.1,0.4,0.0,0.0,200,126.962589649157,73.0374103508432,0.00112100086252654,0.997751429255941
127,bcdms,0.275,75.0,0.21139,F2,d,mu,NC,0.0047,0,0.0063417,-0.3,0.1,0.8,0.0,0.0,200,145.377011048653,54.6229889513472,0.00171631032647267,0.996561142029352
128,bcdms,0.35,32.5,0.18002,F2,d,mu,NC,0.003,0,0.0054006,-0.2,0.3,-0.2,0.0,0.5,200,49.4974109046604,150.50258909534,0.000269928911151589,0.999453132311703
129,bcdms,0.35,37.5,0.17061,F2,d,mu,NC,0.0022,0,0.0051183,-0.2,0.3,0.2,0.0,0.3,200,57.112397197685,142.887602802315,0.00032805505222767,0.999336569487595
130,bcdms,0.35,43.0,0.17128,F2,d,mu,NC,0.0022,0,0.0051384,-0.2,0.3,0.5,0.0,0.2,200,65.4888821200122,134.511117879988,0.00039959522192029,0.999193125657876
131,bcdms,0.35,49.5,0.16784,F2,d,mu,NC,0.0022,0,0.0050352,-0.2,0.3,0.3,0.0,0.2,200,75.3883643009443,124.611635699056,0.000496542715717428,0.998998771037515
132,bcdms,0.35,57.0,0.16677,F2,d,mu,NC,0.0023,0,0.0050031,-0.2,0.3,0.6,0.0,0.2,200,86.8108437404812,113.189156259519,0.000629477260495156,0.998732333325129
133,bcdms,0.35,65.5,0.16136,F2,d,mu,NC,0.0024,0,0.0048408,-0.2,0.3,-0.2,0.0,0.1,200,99.7563204386232,100.243679561377,0.000816759723488301,0.998357088192778
134,bcdms,0.35,75.0,0.16098,F2,d,mu,NC,0.003,0,0.0048294,-0.2,0.3,0.1,0.0,0.0,200,114.22479439537,85.7752056046299,0.00109297318892045,0.997803915971572
135,bcdms,0.35,86.0,0.16179,F2,d,mu,NC,0.0032,0,0.0048537,-0.2,0.3,0.7,0.0,0.0,200,130.977764240024,69.0222357599756,0.00155746910856134,0.996874363286862
136,bcdms,0.35,99.0,0.15136,F2,d,mu,NC,0.0034,0,0.0045408,-0.2,0.3,0.3,0.0,0.0,200,150.776728601888,49.2232713981115,0.00251405476485148,0.994962768315407
137,bcdms,0.45,32.5,0.10628,F2,d,mu,NC,0.0027,0,0.0031884,0.3,1.1,0.7,0.0,0.5,200,38.4979862591803,161.50201374082,0.000251544851107525,0.999486013296642
138,bcdms,0.45,37.5,0.10404,F2,d,mu,NC,0.0029,0,0.0031212,0.2,1.0,0.3,0.0,0.5,200,44.4207533759773,155.579246624023,0.000301293398812243,0.999386153240715
139,bcdms,0.45,43.0,0.10582,F2,d,mu,NC,0.0019,0,0.0031746,0.2,0.9,0.5,0.0,0.2,200,50.9357972044539,149.064202795546,0.000360582883026065,0.999267154783494
140,bcdms,0.45,49.5,0.10359,F2,d,mu,NC,0.0019,0,0.0031077,0.1,0.8,0.1,0.0,0.2,200,58.63539445629,141.36460554371,0.000437697963800905,0.999112400293106
141,bcdms,0.45,57.0,0.10345,F2,d,mu,NC,0.002,0,0.0031035,0.0,0.7,-0.4,0.0,0.2,200,67.5195451314854,132.480454868515,0.000537815182403433,0.998911521018025
142,bcdms,0.45,65.5,0.10068,F2,d,mu,NC,0.0021,0,0.0030204,0.0,0.6,0.4,0.0,0.2,200,77.5882492300403,122.41175076996,0.000668849187149216,0.99864867028454
143,bcdms,0.45,75.0,0.09958,F2,d,mu,NC,0.0026,0,0.0029874,-0.1,0.6,0.2,0.0,0.0,200,88.8415067519545,111.158493248046,0.000843390345268542,0.998298653156904
144,bcdms,0.45,86.0,0.0954,F2,d,mu,NC,0.0026,0,0.002862,-0.1,0.5,0.6,0.0,0.0,200,101.871594408908,98.1284055910922,0.00109550338000966,0.997793294100127
145,bcdms,0.45,99.0,0.09126,F2,d,mu,NC,0.0027,0,0.0027378,-0.2,0.5,0.0,0.0,0.0,200,117.27078891258,82.7292110874201,0.00149584407216495,0.996991340800038
146,bcdms,0.45,115.5,0.09271,F2,d,mu,NC,0.0027,0,0.0027813,-0.2,0.5,0.4,0.0,0.0,200,136.81592039801,63.1840796019901,0.00228499015748031,0.995412433284039
147,bcdms,0.55,32.5,0.05387,F2,d,mu,NC,0.0019,0,0.0016161,1.4,2.7,2.5,0.0,0.5,200,31.4983523938748,168.501647606125,0.000241095565397446,0.999502141499945
148,bcdms,0.55,37.5,0.05323,F2,d,mu,NC,0.0021,0,0.0015969,1.1,2.3,2.0,0.0,0.5,200,36.3442527621632,163.655747237837,0.000286424404832406,0.999411066485564
149,bcdms,0.55,43.0,0.05352,F2,d,mu,NC,0.0013,0,0.0016056,0.9,2.1,1.4,0.0,0.2,200,41.6747431672805,158.32525683272,0.000339491001469148,0.999304455312031
150,bcdms,0.55,49.5,0.05289,F2,d,mu,NC,0.0014,0,0.0015867,0.7,1.8,1.3,0.0,0.2,200,47.9744136460554,152.025586353945,0.000407003856942496,0.999168838017193
151,bcdms,0.55,57.0,0.05382,F2,d,mu,NC,0.0015,0,0.0016146,0.5,1.6,0.7,0.0,0.2,200,55.2432641984881,144.756735801512,0.00049220507498661,0.99899771539535
152,bcdms,0.55,65.5,0.05231,F2,d,mu,NC,0.0015,0,0.0015693,0.4,1.4,0.2,0.0,0.1,200,63.4812948245784,136.518705175422,0.000599734665625444,0.998781789319018
153,bcdms,0.55,75.0,0.05231,F2,d,mu,NC,0.0017,0,0.0015693,0.3,1.3,0.2,0.0,0.1,200,72.6885055243264,127.311494475674,0.000736382841047503,0.998507458963383
154,bcdms,0.55,86.0,0.04929,F2,d,mu,NC,0.002,0,0.0014787,0.2,1.1,0.5,0.0,0.0,200,83.349486334561,116.650513665439,0.000921556164838817,0.998135831882274
155,bcdms,0.55,99.0,0.05107,F2,d,mu,NC,0.0021,0,0.0015321,0.1,1.0,0.1,0.0,0.0,200,95.9488272921109,104.051172707889,0.00118931864754098,0.997598701007183
156,bcdms,0.55,115.5,0.0501,F2,d,mu,NC,0.0022,0,0.001503,0.0,0.9,0.0,0.0,0.0,200,111.940298507463,88.0597014925373,0.00163951271186441,0.996696266808644
157,bcdms,0.55,137.5,0.04591,F2,d,mu,NC,0.0021,0,0.0013773,-0.1,0.8,0.4,0.0,0.0,200,133.262260127932,66.7377398720683,0.00257537939297124,0.994822900269776
158,bcdms,0.65,32.5,0.02539,F2,d,mu,NC,0.0012,0,0.0007617,3.4,5.6,6.4,0.0,0.5,200,26.6524520255864,173.347547974414,0.000234355781057811,0.999509969348939
159,bcdms,0.65,37.5,0.02533,F2,d,mu,NC,0.0013,0,0.0007599,2.9,4.8,6.0,0.0,0.5,200,30.7528292602919,169.247170739708,0.000276961793778467,0.999424284532019
160,bcdms,0.65,43.0,0.02318,F2,d,mu,NC,0.0007,0,0.0006954,2.4,4.2,5.0,0.0,0.1,200,35.2632442184681,164.736755781532,0.000326278126244524,0.999325113837168
161,bcdms,0.65,49.5,0.02471,F2,d,mu,NC,0.0008,0,0.0007413,2.0,3.7,4.4,0.0,0.1,200,40.5937346235854,159.406265376415,0.000388159147031588,0.999200690687846
162,bcdms,0.65,57.0,0.02321,F2,d,mu,NC,0.0009,0,0.0006963,1.6,3.2,3.3,0.0,0.1,200,46.7443004756438,153.255699524356,0.000464909300085616,0.999046392063054
163,bcdms,0.65,65.5,0.02272,F2,d,mu,NC,0.0009,0,0.0006816,1.3,2.8,2.3,0.0,0.1,200,53.7149417746433,146.285058225357,0.000559694892925216,0.998855868029198
164,bcdms,0.65,75.0,0.02199,F2,d,mu,NC,0.001,0,0.0006597,1.0,2.5,1.4,0.0,0.1,200,61.5056585205839,138.494341479416,0.000676922963050687,0.998620283965354
165,bcdms,0.65,86.0,0.02057,F2,d,mu,NC,0.0012,0,0.0006171,0.8,2.2,1.1,0.0,0.0,200,70.5264884369362,129.473511563064,0.000830285659994933,0.998312167315162
166,bcdms,0.65,99.0,0.0215,F2,d,mu,NC,0.0014,0,0.000645,0.5,1.9,1.2,0.0,0.0,200,81.1874692471707,118.812530752829,0.00104155680563225,0.997887864932518
167,bcdms,0.65,115.5,0.02005,F2,d,mu,NC,0.0014,0,0.0006015,0.3,1.7,0.8,0.0,0.0,200,94.7187141216992,105.281285878301,0.00137132633587786,0.997225940759207
168,bcdms,0.65,137.5,0.01954,F2,d,mu,NC,0.0015,0,0.0005862,0.2,1.5,0.5,0.0,0.0,200,112.760373954404,87.2396260455962,0.0019701482891521,0.996025093258205
169,bcdms,0.75,43.0,0.00935,F2,d,mu,NC,0.0005,0,0.0002805,5.4,8.7,13.5,0.0,0.0,200,30.5614783226724,169.438521677328,0.000317224203020134,0.999336572470219
170,bcdms,0.75,49.5,0.00936,F2,d,mu,NC,0.0005,0,0.0002808,4.5,7.6,12.0,0.0,0.0,200,35.181236673774,164.818763326226,0.000375412354463131,0.999219464087242
171,bcdms,0.75,57.0,0.00831,F2,d,mu,NC,0.0005,0,0.0002493,3.8,6.6,11.1,0.0,0.0,200,40.5117270788913,159.488272921109,0.000446741310160428,0.999075927613387
172,bcdms,0.75,65.5,0.00765,F2,d,mu,NC,0.0006,0,0.0002295,3.1,5.8,10.0,0.0,0.0,200,46.5529495380242,153.447050461976,0.000533571676702177,0.998901225394353
173,bcdms,0.75,75.0,0.00804,F2,d,mu,NC,0.0006,0,0.0002412,2.5,5.0,9.2,0.0,0.0,200,53.3049040511727,146.695095948827,0.000639080668604651,0.998688983261135
174,bcdms,0.75,86.0,0.00721,F2,d,mu,NC,0.0006,0,0.0002163,2.0,4.4,7.7,0.0,0.0,200,61.1229566453447,138.877043354655,0.000774066018423746,0.998417512586168
175,bcdms,0.75,99.0,0.00859,F2,d,mu,NC,0.0008,0,0.0002577,1.6,3.9,6.8,0.0,0.0,200,70.362473347548,129.637526652452,0.000954584703947368,0.998054585305287
176,bcdms,0.75,115.5,0.00675,F2,d,mu,NC,0.0007,0,0.0002025,1.2,3.3,5.5,0.0,0.0,200,82.089552238806,117.910447761194,0.00122444620253165,0.997512284516445
177,bcdms,0.75,137.5,0.00664,F2,d,mu,NC,0.0008,0,0.0001992,0.8,2.9,4.2,0.0,0.0,200,97.72565742715,102.27434257285,0.00168052901320361,0.996596435806955
178,bcdms,0.1,32.5,0.37969,F2,d,mu,NC,0.0076,0,0.0113907,-0.3,-0.1,0.8,0.5,1.0,280,173.240938166311,106.759061833689,0.000271806970241662,0.999455945586228
179,bcdms,0.1,37.5,0.37547,F2,d,mu,NC,0.0084,0,0.0112641,-0.3,0.0,0.4,0.5,1.0,280,199.893390191898,80.1066098081024,0.000417969789725845,0.999163626126202
180,bcdms,0.14,37.5,0.3337,F2,d,mu,NC,0.0084,0,0.010011,-0.4,-0.1,0.5,0.0,1.0,280,142.780992994213,137.219007005787,0.000244005138848809,0.999511211752279
181,bcdms,0.14,43.0,0.33244,F2,d,mu,NC,0.0083,0,0.0099732,-0.3,-0.1,0.4,0.0,1.0,280,163.72220530003,116.27779469997,0.0003301821920679,0.999338795290535
182,bcdms,0.14,49.5,0.33497,F2,d,mu,NC,0.0088,0,0.0100491,-0.3,0.0,0.4,0.0,1.0,280,188.470910752361,91.5290892476394,0.000482867566308363,0.999033387132681
183,bcdms,0.14,57.0,0.32518,F2,d,mu,NC,0.0103,0,0.0097554,-0.3,0.0,0.4,0.0,1.0,280,217.027109351203,62.9728906487969,0.00080817089097417,0.998383012132896
184,bcdms,0.18,37.5,0.30046,F2,d,mu,NC,0.0087,0,0.0090138,-0.4,-0.1,-0.2,0.0,1.0,280,111.051883439943,168.948116560057,0.000198180030289008,0.999602513964045
185,bcdms,0.18,43.0,0.31355,F2,d,mu,NC,0.0088,0,0.0094065,-0.4,-0.1,-0.1,0.0,1.0,280,127.339493011135,152.660506988865,0.000251491744001986,0.999495810167986
186,bcdms,0.18,49.5,0.31585,F2,d,mu,NC,0.0093,0,0.0094755,-0.3,0.0,0.2,0.0,1.0,280,146.588486140725,133.411513859275,0.000331278967556337,0.999336136739183
187,bcdms,0.18,57.0,0.29215,F2,d,mu,NC,0.0064,0,0.0087645,-0.3,0.0,0.2,0.0,0.4,280,168.798862828714,111.201137171286,0.000457664898376582,0.999083260335724
188,bcdms,0.18,65.5,0.29697,F2,d,mu,NC,0.0069,0,0.0089091,-0.3,0.0,0.3,0.0,0.4,280,193.970623075101,86.0293769248993,0.00067979270509184,0.998638976147275
189,bcdms,0.225,37.5,0.25963,F2,d,mu,NC,0.0079,0,0.0077889,-0.4,-0.1,-0.4,0.0,1.0,280,88.8415067519545,191.158493248045,0.00017515383328376,0.999648090190559
190,bcdms,0.225,43.0,0.26822,F2,d,mu,NC,0.0079,0,0.0080466,-0.4,-0.1,0.4,0.0,1.0,280,101.871594408908,178.128405591092,0.000215534726286109,0.999567238480201
191,bcdms,0.225,49.5,0.27849,F2,d,mu,NC,0.0083,0,0.0083547,-0.4,0.0,0.1,40.0,1.0,280,117.27078891258,162.72921108742,0.000271594929245283,0.99945500408834
192,bcdms,0.225,57.0,0.25793,F2,d,mu,NC,0.0059,0,0.0077379,-0.3,0.0,0.1,0.0,0.4,280,135.039090262971,144.960909737029,0.000351079868601687,0.999295894221592
193,bcdms,0.225,65.5,0.25211,F2,d,mu,NC,0.006,0,0.0075633,-0.3,0.0,-0.2,0.0,0.4,280,155.176498460081,124.823501539919,0.000468518685469177,0.999060856167282
194,bcdms,0.225,75.0,0.25361,F2,d,mu,NC,0.0065,0,0.0076083,-0.3,0.1,0.0,0.0,0.3,280,177.683013503909,102.316986496091,0.000654478674631842,0.998688795352119
195,bcdms,0.225,86.0,0.25124,F2,d,mu,NC,0.0071,0,0.0075372,-0.3,0.1,0.3,0.0,0.2,280,203.743188817816,76.2568111821843,0.00100693581458929,0.997983994580432
196,bcdms,0.275,37.5,0.21193,F2,d,mu,NC,0.008,0,0.0063579,-0.4,0.0,-0.3,0.0,1.0,280,72.6885055243264,207.311494475674,0.000161506446817264,0.999674747827965
197,bcdms,0.275,43.0,0.23198,F2,d,mu,NC,0.0082,0,0.0069594,-0.3,0.0,0.0,0.0,1.0,280,83.349486334561,196.650513665439,0.000195233953002405,0.99960719289239
198,bcdms,0.275,49.5,0.22207,F2,d,mu,NC,0.0082,0,0.0066621,-0.3,0.1,-0.3,0.0,1.0,280,95.9488272921109,184.051172707889,0.000240131197868397,0.999517272482152
199,bcdms,0.275,57.0,0.21255,F2,d,mu,NC,0.0057,0,0.0063765,-0.3,0.1,-0.6,0.0,0.4,280,110.486528396976,169.513471603024,0.000300228982756255,0.999396921040225
200,bcdms,0.275,65.5,0.22518,F2,d,mu,NC,0.0063,0,0.0067554,-0.3,0.1,0.4,0.0,0.4,280,126.962589649157,153.037410350843,0.000382142789289695,0.999232904344482
201,bcdms,0.275,75.0,0.20527,F2,d,mu,NC,0.0062,0,0.0061581,-0.3,0.1,0.4,0.0,0.4,280,145.377011048653,134.622988951347,0.00049742088060819,0.999002127725107
202,bcdms,0.275,86.0,0.21299,F2,d,mu,NC,0.0066,0,0.0063897,-0.3,0.1,0.0,0.0,0.3,280,166.698972669122,113.301027330878,0.00067771419284199,0.998641303341833
203,bcdms,0.275,99.0,0.21647,F2,d,mu,NC,0.0087,0,0.0064941,-0.3,0.1,-0.2,0.0,0.0,280,191.897654584222,88.1023454157783,0.00100329743465634,0.997990038009074
204,bcdms,0.275,115.5,0.20187,F2,d,mu,NC,0.0093,0,0.0060561,-0.3,0.2,-0.2,0.0,0.0,280,223.880597014925,56.1194029850747,0.00183759973404255,0.996323119348027
205,bcdms,0.35,43.0,0.17518,F2,d,mu,NC,0.0059,0,0.0052554,-0.2,0.4,-0.6,0.0,1.0,280,65.4888821200122,214.511117879988,0.000178978402249233,0.999638520268682
206,bcdms,0.35,49.5,0.17219,F2,d,mu,NC,0.0058,0,0.0051657,-0.2,0.3,-0.3,0.0,1.0,280,75.3883643009443,204.611635699056,0.000216001540774704,0.999564330103327
207,bcdms,0.35,57.0,0.16241,F2,d,mu,NC,0.004,0,0.0048723,-0.2,0.3,-0.6,0.0,0.4,280,86.8108437404812,193.189156259519,0.000263435371468214,0.999469286156378
208,bcdms,0.35,65.5,0.16573,F2,d,mu,NC,0.0042,0,0.0049719,-0.2,0.3,-0.5,0.0,0.4,280,99.7563204386232,180.243679561377,0.000324461545611248,0.999347020327453
209,bcdms,0.35,75.0,0.15904,F2,d,mu,NC,0.0043,0,0.0047712,-0.2,0.3,-0.3,0.0,0.4,280,114.22479439537,165.77520560463,0.000403946328825518,0.999187795180618
210,bcdms,0.35,86.0,0.15943,F2,d,mu,NC,0.0044,0,0.0047829,-0.2,0.3,-0.6,0.0,0.4,280,130.977764240024,149.022235759976,0.000515263469871638,0.998964845686995
211,bcdms,0.35,99.0,0.15372,F2,d,mu,NC,0.0046,0,0.0046116,-0.2,0.3,-0.5,0.0,0.3,280,150.776728601888,129.223271398112,0.000684032033754478,0.998626925716806
212,bcdms,0.35,115.5,0.1587,F2,d,mu,NC,0.0058,0,0.004761,-0.2,0.3,-0.2,0.0,0.0,280,175.90618336887,104.09381663113,0.000990692851290454,0.998013201436668
213,bcdms,0.35,137.5,0.14921,F2,d,mu,NC,0.0059,0,0.0044763,-0.2,0.3,-0.2,0.0,0.0,280,209.412123058178,70.5878769418216,0.00173922013894882,0.996516749396665
214,bcdms,0.45,43.0,0.09555,F2,d,mu,NC,0.0052,0,0.0028665,0.4,1.2,-1.3,0.0,1.0,280,50.9357972044539,229.064202795546,0.000167607407330796,0.999659288398881
215,bcdms,0.45,49.5,0.10071,F2,d,mu,NC,0.0052,0,0.0030213,0.3,1.1,-1.3,0.0,1.0,280,58.63539445629,221.36460554371,0.000199654450009632,0.999595025254369
216,bcdms,0.45,57.0,0.10251,F2,d,mu,NC,0.0037,0,0.0030753,0.2,1.0,-0.7,0.0,0.4,280,67.5195451314854,212.480454868515,0.000239517828472036,0.999515093985984
217,bcdms,0.45,65.5,0.09825,F2,d,mu,NC,0.0037,0,0.0029475,0.1,0.8,-0.5,0.0,0.4,280,77.5882492300403,202.41175076996,0.000288926619302886,0.999416031816939
218,bcdms,0.45,75.0,0.09663,F2,d,mu,NC,0.0038,0,0.0028989,0.0,0.8,-0.2,0.0,0.4,280,88.8415067519545,191.158493248045,0.000350307666567519,0.999292979580774
219,bcdms,0.45,86.0,0.09667,F2,d,mu,NC,0.0039,0,0.0029001,0.0,0.7,-0.5,0.0,0.4,280,101.871594408908,178.128405591092,0.000431069452572219,0.999131097398766
220,bcdms,0.45,99.0,0.09943,F2,d,mu,NC,0.0041,0,0.0029829,-0.1,0.6,-0.2,0.0,0.3,280,117.27078891258,162.72921108742,0.000543189858490566,0.998906402319374
221,bcdms,0.45,115.5,0.09581,F2,d,mu,NC,0.0041,0,0.0028743,-0.1,0.6,-0.5,0.0,0.2,280,136.81592039801,143.18407960199,0.000720226719944406,0.998551714446921
222,bcdms,0.45,137.5,0.08823,F2,d,mu,NC,0.0049,0,0.0026469,-0.2,0.5,-0.1,0.0,0.0,280,162.876095711917,117.123904288083,0.00104818788179133,0.997894987871594
223,bcdms,0.45,175.0,0.09061,F2,d,mu,NC,0.0046,0,0.0027183,-0.2,0.5,-0.2,0.0,0.0,280,207.296849087894,72.7031509121061,0.00214915031934307,0.995693525516036
224,bcdms,0.55,43.0,0.05251,F2,d,mu,NC,0.0039,0,0.0015753,1.5,2.8,-0.6,0.0,1.0,280,41.6747431672805,238.32525683272,0.000161094370160713,0.999669890193747
225,bcdms,0.55,49.5,0.05634,F2,d,mu,NC,0.0043,0,0.0016902,1.3,2.5,-0.7,0.0,1.0,280,47.9744136460554,232.025586353945,0.000190480839919133,0.999610922163637
226,bcdms,0.55,57.0,0.05492,F2,d,mu,NC,0.0027,0,0.0016476,1.0,2.2,-0.5,0.0,0.4,280,55.2432641984881,224.756735801512,0.000226435292189872,0.999538779312866
227,bcdms,0.55,65.5,0.05051,F2,d,mu,NC,0.0027,0,0.0015153,0.8,1.9,-0.5,0.0,0.4,280,63.4812948245784,216.518705175422,0.000270102034878516,0.999451168725074
228,bcdms,0.55,75.0,0.05669,F2,d,mu,NC,0.0031,0,0.0017007,0.6,1.7,-0.1,0.0,0.4,280,72.6885055243264,207.311494475674,0.000323012893634528,0.999345021567978
229,bcdms,0.55,86.0,0.04728,F2,d,mu,NC,0.0028,0,0.0014184,0.5,1.5,0.0,0.0,0.4,280,83.349486334561,196.650513665439,0.00039046790600481,0.999209713048703
230,bcdms,0.55,99.0,0.0495,F2,d,mu,NC,0.0031,0,0.001485,0.3,1.3,0.1,0.0,0.3,280,95.9488272921109,184.051172707889,0.000480262395736793,0.99902962212135
231,bcdms,0.55,115.5,0.04637,F2,d,mu,NC,0.0031,0,0.0013911,0.2,1.2,-0.1,0.0,0.2,280,111.940298507463,168.059701492537,0.000613621225577265,0.998762219078338
232,bcdms,0.55,137.5,0.04308,F2,d,mu,NC,0.0037,0,0.0012924,0.1,1.0,-0.2,0.0,1.0,280,133.262260127932,146.737739872068,0.000836648140075559,0.998315179440589
233,bcdms,0.55,175.0,0.03951,F2,d,mu,NC,0.0031,0,0.0011853,-0.1,0.9,-0.5,0.0,0.0,280,169.606512890095,110.393487109905,0.00141539147000983,0.997156070261689
234,bcdms,0.55,230.0,0.04192,F2,d,mu,NC,0.0046,0,0.0012576,-0.2,0.7,-0.5,0.0,0.0,280,222.911416941268,57.0885830587324,0.00359716657612386,0.992798510888363
235,bcdms,0.65,49.5,0.02537,F2,d,mu,NC,0.0025,0,0.0007611,3.1,5.2,3.9,0.0,1.0,280,40.5937346235854,239.406265376415,0.000184608487593001,0.999619766483873
236,bcdms,0.65,57.0,0.02488,F2,d,mu,NC,0.0017,0,0.0007464,2.6,4.5,3.0,0.0,0.4,280,46.7443004756438,233.255699524356,0.000218184838555437,0.99955234968674
237,bcdms,0.65,65.5,0.02244,F2,d,mu,NC,0.0017,0,0.0006732,2.2,4.0,1.9,0.0,0.4,280,53.7149417746433,226.285058225357,0.000258444562428424,0.999471519594615
238,bcdms,0.65,75.0,0.0238,F2,d,mu,NC,0.0018,0,0.000714,1.8,3.5,1.4,0.0,0.3,280,61.5056585205839,218.494341479416,0.000306480640463608,0.999375085378677
239,bcdms,0.65,86.0,0.02282,F2,d,mu,NC,0.0019,0,0.0006846,1.4,3.1,1.1,0.0,0.2,280,70.5264884369362,209.473511563064,0.000366565269817407,0.999254476397531
240,bcdms,0.65,99.0,0.023,F2,d,mu,NC,0.0021,0,0.00069,1.1,2.7,0.8,0.0,0.2,280,81.1874692471707,198.812530752829,0.000444604053920274,0.999097849526791
241,bcdms,0.65,115.5,0.01989,F2,d,mu,NC,0.0019,0,0.0005967,0.8,2.3,0.8,0.0,0.1,280,94.7187141216992,185.281285878301,0.00055658616309332,0.99887314013933
242,bcdms,0.65,137.5,0.02032,F2,d,mu,NC,0.0025,0,0.0006096,0.6,2.0,0.7,0.0,0.0,280,112.760373954404,167.239626045596,0.0007340835425534,0.998517068174916
243,bcdms,0.65,175.0,0.0182,F2,d,mu,NC,0.0024,0,0.000546,0.3,1.6,0.9,0.0,0.0,280,143.513203214696,136.486796785304,0.00114479937752355,0.99769363222684
244,bcdms,0.65,230.0,0.01614,F2,d,mu,NC,0.0026,0,0.0004842,0.0,1.3,0.8,0.0,0.0,280,188.617352796457,91.3826472035428,0.00224722252135832,0.995486772002023
245,bcdms,0.75,57.0,0.00911,F2,d,mu,NC,0.0011,0,0.0002733,5.9,9.3,14.9,0.0,0.0,280,40.5117270788913,239.488272921109,0.000212506677350427,0.999560325564481
246,bcdms,0.75,65.5,0.0091,F2,d,mu,NC,0.0011,0,0.000273,4.9,8.1,13.0,0.0,0.0,280,46.5529495380242,233.447050461976,0.000250515664007794,0.99948396276682
247,bcdms,0.75,75.0,0.00787,F2,d,mu,NC,0.0011,0,0.0002361,4.1,7.1,10.8,0.0,0.0,280,53.3049040511727,226.695095948827,0.000295393623024831,0.999393807253991
248,bcdms,0.75,86.0,0.00903,F2,d,mu,NC,0.0013,0,0.0002709,3.4,6.2,9.0,0.0,0.0,280,61.1229566453447,218.877043354655,0.000350816664501883,0.999282478958053
249,bcdms,0.75,99.0,0.00808,F2,d,mu,NC,0.0012,0,0.0002424,2.8,5.4,6.2,0.0,0.0,280,70.362473347548,209.637526652452,0.000421646155410903,0.999140221853282
250,bcdms,0.75,115.5,0.00615,F2,d,mu,NC,0.0012,0,0.0001845,2.2,4.7,5.7,0.0,0.0,280,82.089552238806,197.910447761194,0.000521069004524887,0.998940570894206
251,bcdms,0.75,137.5,0.00565,F2,d,mu,NC,0.0012,0,0.0001695,1.6,3.9,4.6,0.0,0.0,280,97.72565742715,182.27434257285,0.000673533397020978,0.998634485085954
252,bcdms,0.75,175.0,0.00542,F2,d,mu,NC,0.0012,0,0.0001626,1.0,3.1,4.0,0.0,0.0,280,124.378109452736,155.621890547264,0.00100403612531969,0.997971294850872
253,bcdms,0.75,230.0,0.00642,F2,d,mu,NC,0.0017,0,0.0001926,0.5,2.5,2.2,0.0,0.0,280,163.468372423596,116.531627576404,0.00176224383996097,0.996451537359094
