,https://hallcweb.jlab.org/disdata/hydrogen.global.table.text,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,https://hallcweb.jlab.org/disdata/index.html,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
11,5.648,22.566,3.312,0.65341,2.8643,0.005073,0.812,2.4,0.0003262,5.56e-05,1.0959984230238518,5.97e-05,1.1768184506209343,1.71e-05,0.33707865168539325,1.82e-05,0.3587620737236349,0.41359773371104813,1.3887364767084291,29629.121673087582,0.6004155317658377,0.09024757851920036
12,5.648,22.566,3.278,0.63744,2.835,0.005145,0.808,2.493,0.000339,5.56e-05,1.0806608357628766,6.16e-05,1.1972789115646258,1.34e-05,0.26044703595724,1.79e-05,0.347910592808552,0.41961756373937675,1.3812525224164818,28470.04753585348,0.63089236118172,0.09241210021361537
13,5.648,22.566,3.244,0.62192,2.8056,0.005532,0.804,2.586,0.0003512,5.75e-05,1.0394070860448301,6.63e-05,1.1984815618221258,1.68e-05,0.3036876355748373,1.78e-05,0.32176428054953,0.4256373937677053,1.3738423667319328,27350.480561225657,0.6627874542335151,0.10028163638007259
14,5.648,22.566,3.21,0.60684,2.7762,0.006029,0.8,2.679,0.0003627,6.05e-05,1.003483164703931,7.18e-05,1.1909105987725992,1.32e-05,0.2189417813899486,1.78e-05,0.29523967490462766,0.431657223796034,1.3665057084489114,26271.210649872373,0.6961609423838161,0.11026432531361716
15,5.648,22.566,3.176,0.59216,2.7468,0.006968,0.796,2.772,0.0003735,6.65e-05,0.9543628013777268,8.23e-05,1.1811136624569458,1.68e-05,0.24110218140068881,2.37e-05,0.3401262916188289,0.43767705382436256,1.3592393727063992,25229.755197519844,0.7311122985917339,0.12853022510946663
16,5.648,22.566,3.142,0.57789,2.7174,0.007985,0.791,2.865,0.0003838,7.24e-05,0.9067000626174074,9.35e-05,1.1709455228553536,1.86e-05,0.2329367564182843,2.94e-05,0.36819035691922347,0.4436968838526912,1.3520472316827197,24225.69782124588,0.7676882460557268,0.14850330100689835
17,5.648,22.566,2.828,0.46211,2.4456,0.009514,0.747,3.727,0.000454,9.62e-05,1.0111414757199915,0.000119,1.2507883119613201,6.94e-06,0.07294513348749213,9.81e-06,0.10311120454067689,0.4992917847025496,1.2890132188869823,16457.910058148587,1.200271574864954,0.18793919089530056
18,5.648,22.566,2.801,0.45358,2.4228,0.009821,0.743,3.799,0.0004581,9.82e-05,0.9998981773750127,0.000123,1.2524182873434477,6.46e-06,0.06577741574177783,9.14e-06,0.09306587923836677,0.5040722379603398,1.2839117977232175,15917.310004219355,1.2464522511721692,0.1948502790008068
19,5.648,22.566,2.775,0.44521,2.4001,0.01005,0.739,3.871,0.000462,9.92e-05,0.9870646766169154,0.000127,1.263681592039801,5.9e-06,0.05870646766169155,4.17e-06,0.04149253731343284,0.5086756373937676,1.2790022429428973,15391.045282362626,1.2934895147133652,0.20007696471680733
20,5.648,18.566,4.063,0.80287,2.3884,0.01071,0.901,1.467,0.0003521,0.000155,1.4472455648926237,0.000108,1.0084033613445378,7.79e-05,0.7273576097105507,0.00011,1.0270774976657329,0.2806303116147309,1.5548941803293654,22608.63564233183,0.27026661263971136,0.0654419488683202
21,5.648,22.566,2.749,0.43698,2.3773,0.01048,0.735,3.943,0.0004657,0.0001,0.9541984732824428,0.000132,1.2595419847328246,3.78e-06,0.03606870229007634,3.78e-06,0.03606870229007634,0.5132790368271954,1.2741349109843223,14877.500145070397,1.3423541191741322,0.20929475535680947
22,5.648,18.566,4.025,0.77688,2.3662,0.009631,0.899,1.56,0.0003974,0.000138,1.4328730142248987,0.000104,1.0798463295607932,6.2e-05,0.6437545426227806,7.83e-05,0.8129996885058663,0.2873583569405098,1.5449210430284492,21610.578363854416,0.2887047163369001,0.06008853995835303
23,5.648,22.566,2.723,0.42891,2.3546,0.01072,0.73,4.015,0.0004691,0.0001,0.9328358208955225,0.000131,1.2220149253731345,2.97e-05,0.27705223880597013,1.48e-05,0.13805970149253732,0.5178824362606232,1.269310750077235,14379.650501072769,1.393051723225677,0.2147387188741536
24,5.648,18.566,3.987,0.75207,2.3439,0.008562,0.896,1.653,0.00044,0.000126,1.4716187806587244,0.000101,1.179630927353422,3.93e-05,0.45900490539593547,3.68e-05,0.4298061200654053,0.2940864022662889,1.5350391096052822,20660.11886241343,0.30812030308110366,0.054503997456722714
25,5.648,22.566,2.696,0.42098,2.3318,0.01044,0.726,4.088,0.0004724,0.000103,0.9865900383141761,0.000138,1.3218390804597702,3.69e-05,0.353448275862069,1.85e-05,0.1772030651340996,0.5226628895184136,1.2643858449591734,13895.694966709822,1.4467389906234238,0.20987995233395304
26,5.648,18.566,3.949,0.72837,2.3217,0.008467,0.893,1.746,0.0004801,0.000124,1.464509271288532,0.000102,1.2046769812212117,3.42e-05,0.4039211054682886,3.02e-05,0.356678870910594,0.300814447592068,1.5252461633316994,19757.871151718842,0.3285559828909361,0.054964095893115565
27,5.648,22.566,2.67,0.41319,2.3091,0.01087,0.722,4.16,0.0004755,0.000103,0.9475620975160994,0.000141,1.297148114075437,1.7e-05,0.15639374425023,8.48e-06,0.07801287948482061,0.5272662889518414,1.259647497827177,13424.622864602023,1.501477451320477,0.21910407385241512
28,5.648,18.566,3.912,0.7057,2.2995,0.009698,0.89,1.839,0.0005176,0.000132,1.3611053825531039,0.000117,1.2064343163538873,3.48e-05,0.35883687358218186,3.58e-05,0.369148277995463,0.3073654390934844,1.5157467846793935,18896.271801546918,0.34977272614186744,0.0640979660678603
29,5.648,22.566,2.644,0.40554,2.2864,0.01094,0.717,4.232,0.0004783,0.000105,0.9597806215722121,0.000143,1.3071297989031079,1.65e-05,0.15082266910420478,8.26e-06,0.07550274223034736,0.531869688385269,1.2549524444087097,12966.617159093146,1.5583319154691018,0.22105684930024455
30,5.648,18.566,3.874,0.68399,2.2773,0.0105,0.887,1.932,0.0005528,0.000131,1.2476190476190476,0.000125,1.1904761904761905,3.83e-05,0.36476190476190473,4.19e-05,0.399047619047619,0.3140934844192634,1.5061319726905953,18077.69497226551,0.372391218721523,0.07068573605517799
31,5.648,22.566,2.617,0.39802,2.2636,0.01116,0.713,4.304,0.000481,0.000106,0.9498207885304659,0.000146,1.3082437275985663,1.61e-05,0.1442652329749104,7.18e-06,0.06433691756272401,0.5366501416430595,1.2501604031721125,12521.442520818096,1.6185737882973121,0.2261783657994823
32,5.648,18.566,3.836,0.66319,2.2551,0.01182,0.884,2.026,0.0005857,0.000135,1.1421319796954315,0.000138,1.16751269035533,4.31e-05,0.36463620981387473,4.78e-05,0.4043993231810491,0.32082152974504247,1.4966076335883451,17297.265853933717,0.396183888719164,0.08100125495360833
33,5.648,22.566,2.591,0.39063,2.2408,0.01127,0.708,4.376,0.0004835,0.000107,0.9494232475598935,0.000148,1.313220940550133,1.57e-05,0.13930789707187222,7.04e-06,0.06246672582076309,0.5412535410764872,1.245553013514262,12087.191589219856,1.680032243113689,0.22885844291601856
34,5.648,18.566,3.798,0.64324,2.2329,0.01446,0.881,2.119,0.0006165,0.000154,1.0650069156293223,0.000164,1.1341632088520055,5.43e-05,0.3755186721991701,6.68e-05,0.4619640387275242,0.3275495750708215,1.4871733405131737,16552.585379487333,0.421210228998734,0.10081683030298827
35,5.648,22.566,2.565,0.38336,2.2181,0.01145,0.704,4.448,0.0004858,0.000108,0.9432314410480348,0.000151,1.3187772925764194,1.41e-05,0.12314410480349346,0,0,0.545856940509915,1.2409855987249723,11665.89695285642,1.7439520649841898,0.23294756017546595
36,5.648,18.566,3.76,0.62409,2.2106,0.01922,0.878,2.212,0.0006451,0.000193,1.004162330905307,0.000211,1.097814776274714,7.87e-05,0.40946930280957333,0.000102,0.5306971904266389,0.3342776203966006,1.4778308074705446,15840.127643364256,0.4475299510544536,0.13624926437045579
37,5.648,22.566,2.538,0.37622,2.1953,0.01171,0.699,4.52,0.000488,0.000111,0.9479077711357814,0.000155,1.3236549957301451,1.55e-05,0.13236549957301452,6.95e-06,0.059350982066609735,0.5506373937677054,1.236326634064521,11256.729915653355,1.811682448108671,0.238809290332194
38,5.648,18.566,3.723,0.60569,2.1884,0.02041,0.874,2.305,0.0006718,0.000205,1.0044096031357177,0.00023,1.1268985791278785,6.81e-05,0.33365997060264574,8.96e-05,0.43900048995590396,0.340828611898017,1.4687743749767126,15158.791035903601,0.47483473275222016,0.14690955720865656
39,5.648,22.566,2.512,0.3692,2.1726,0.0118,0.694,4.592,0.00049,0.000112,0.9491525423728813,0.000157,1.3305084745762712,1.5e-05,0.12711864406779663,0,0,0.5552407932011331,1.2318470262435768,10858.76166014473,1.880831593286191,0.2409973235335072
40,5.648,18.566,3.685,0.588,2.1662,0.01765,0.871,2.398,0.0006965,0.000183,1.0368271954674222,0.000211,1.1954674220963173,4.09e-05,0.23172804532577904,5.48e-05,0.3104815864022663,0.347556657223796,1.459609123155677,14509.541780753572,0.5039189216443309,0.12905031623209393
41,5.648,22.566,2.486,0.3623,2.1498,0.01205,0.69,4.664,0.0004919,0.000113,0.937759336099585,0.000161,1.3360995850622408,1.91e-05,0.15850622406639003,6.76e-06,0.056099585062240664,0.5598441926345609,1.2274122148289364,10471.040702068656,1.9527542510047937,0.2463907993830759
42,5.648,18.566,3.647,0.57098,2.144,0.01764,0.867,2.491,0.0007194,0.000181,1.026077097505669,0.000214,1.2131519274376417,3.52e-05,0.19954648526077098,4.23e-05,0.23979591836734696,0.35428470254957506,1.4505341836073613,13888.595451272664,0.5344974205946438,0.13094910135899973
43,5.648,22.566,2.46,0.3555,2.1271,0.01212,0.685,4.737,0.0004936,0.000113,0.9323432343234322,0.000163,1.344884488448845,2.4e-05,0.19801980198019803,0,0,0.5644475920679887,1.2230158687337809,10094.833626699805,2.027677047759644,0.24808503684323469
44,5.648,18.566,3.609,0.55459,2.1218,0.01893,0.863,2.584,0.0007406,0.000188,0.9931325937665082,0.00023,1.2150026413100898,3.98e-05,0.21024828314844163,4.75e-05,0.2509244585314316,0.3610127478753541,1.4415492517124238,13294.355168493634,0.5666481744661132,0.14260389410560484
45,5.648,22.566,2.433,0.34882,2.1044,0.01235,0.68,4.809,0.0004951,0.000114,0.9230769230769231,0.000167,1.3522267206477732,1.89e-05,0.15303643724696356,6.68e-06,0.054089068825910934,0.5692280453257791,1.2185317263069682,9730.540405450503,2.1071365250990706,0.2532191771513719
46,5.648,18.566,3.571,0.53879,2.0996,0.01994,0.86,2.678,0.0007602,0.000191,0.9578736208625878,0.000239,1.1985957873620863,4.3e-05,0.21564694082246744,5.36e-05,0.2688064192577733,0.36774079320113306,1.4326536652193815,12725.277949679834,0.6004575424176082,0.15236132313745993
47,5.648,18.566,3.534,0.52356,2.0773,0.02319,0.856,2.771,0.0007781,0.000211,0.9098749460974559,0.000274,1.1815437688658905,5.1e-05,0.21992238033635186,6.56e-05,0.2828805519620526,0.3742917847025496,1.4240412123191595,12177.501189217275,0.6355169869006929,0.17946761555038493
48,5.648,18.566,3.496,0.50887,2.0551,0.0264,0.852,2.864,0.0007946,0.000232,0.8787878787878787,0.000311,1.1780303030303032,6.19e-05,0.23446969696969697,8.29e-05,0.3140151515151515,0.38101983002832857,1.415325753407672,11655.534521278887,0.67285142964779,0.20704049694112406
49,5.648,22.566,2.189,0.29176,1.8935,0.01348,0.632,5.477,0.0005036,0.000172,1.2759643916913948,0.000191,1.416913946587537,3.6e-05,0.26706231454005935,1.27e-05,0.09421364985163204,0.6124291784702549,1.1798822392591262,6805.084824705827,3.0125497992589407,0.27634885531675046
50,5.648,22.566,2.169,0.28735,1.8759,0.01356,0.628,5.533,0.0005039,0.000172,1.2684365781710916,0.000193,1.4233038348082598,4.59e-05,0.33849557522123896,1.27e-05,0.09365781710914456,0.615970254957507,1.1768666990627217,6595.065781442847,3.104837391143255,0.27766278868630406
51,5.648,22.566,2.149,0.283,1.8583,0.01372,0.623,5.588,0.0005042,0.000172,1.2536443148688048,0.000196,1.4285714285714286,4.58e-05,0.3338192419825073,1.27e-05,0.09256559766763849,0.6195113314447592,1.1738782100002123,6390.147542316943,3.200193775200705,0.2805700265170044
52,5.648,18.566,3.146,0.394,1.8496,0.02725,0.81,3.725,0.0008894,0.000207,0.7596330275229357,0.000345,1.2660550458715596,1.38e-05,0.05064220183486238,1e-05,0.03669724770642202,0.44298866855524077,1.3392441026316466,7725.168309064737,1.122761597804212,0.23635348305628165
53,5.648,22.566,2.128,0.27869,1.8407,0.01394,0.619,5.644,0.0005044,0.000173,1.24103299856528,0.000199,1.4275466284074607,3.59e-05,0.257532281205165,1.27e-05,0.09110473457675754,0.623229461756374,1.1707957812346677,6190.4482712460385,3.3014508712393966,0.284898204088239
54,5.648,18.566,3.117,0.38582,1.8324,0.0287,0.806,3.797,0.0008936,0.000209,0.7282229965156795,0.000356,1.240418118466899,3.61e-05,0.12578397212543554,2.17e-05,0.07560975609756097,0.44812322946175637,1.3332744389227489,7457.9864056971755,1.1706465534443928,0.2505701165380321
55,5.648,22.566,2.108,0.27444,1.8231,0.01363,0.615,5.7,0.0005045,0.000172,1.2619222303741746,0.000196,1.438004402054292,3.58e-05,0.26265590608950845,1.27e-05,0.09317681584739546,0.626770538243626,1.1678588467071427,5995.064713005273,3.4036150040930266,0.2781186807908611
56,5.648,18.566,3.088,0.37783,1.8152,0.02753,0.802,3.869,0.0008972,0.000211,0.7664366146022521,0.000361,1.3112967671630948,5.4e-05,0.19614965492190337,2.7e-05,0.09807482746095168,0.4532577903682719,1.327358206492817,7199.015395908492,1.2204540137812698,0.24188043098532236
57,5.648,22.566,2.088,0.27023,1.8055,0.01395,0.61,5.756,0.0005046,0.000174,1.2473118279569892,0.000202,1.4480286738351253,4.58e-05,0.32831541218637994,1.27e-05,0.0910394265232975,0.6303116147308782,1.1649453686666464,5804.152639840367,3.509466709270588,0.28415425248737447
58,5.648,18.566,3.059,0.37001,1.798,0.02779,0.798,3.942,0.0009004,0.00021,0.7556675062972293,0.000361,1.2990284274919037,3.26e-05,0.11730838431090321,1.63e-05,0.058654192155451604,0.4583923512747875,1.321493333096824,6947.742234282006,1.2723139721885928,0.2456555275564033
59,5.648,22.566,2.067,0.26607,1.7879,0.01386,0.606,5.812,0.0005046,0.000174,1.2554112554112553,0.000201,1.4502164502164503,6.32e-05,0.455988455988456,1.26e-05,0.0909090909090909,0.6340297450424929,1.16194360993756,5618.406321081481,3.6217887835768843,0.28203271859444745
60,5.648,18.566,3.029,0.36238,1.7808,0.02824,0.794,4.014,0.0009032,0.000212,0.7507082152974504,0.000368,1.3031161473087818,3.94e-05,0.1395184135977337,7.32e-06,0.025920679886685553,0.4637039660056657,1.3155151311087974,6705.242737923419,1.3271719342890234,0.25130804167613113
61,5.648,22.566,2.047,0.26196,1.7702,0.01398,0.601,5.868,0.0005046,0.000176,1.2589413447782547,0.000204,1.4592274678111588,6.31e-05,0.45135908440629474,1.26e-05,0.09012875536480687,0.637570821529745,1.1590842898448441,5436.012824734476,3.7352999463386407,0.28386583500712537
62,5.648,18.566,3,0.35491,1.7636,0.02825,0.79,4.086,0.0009055,0.000213,0.7539823008849558,0.00037,1.3097345132743363,3.14e-05,0.11115044247787609,0,0,0.46883852691218125,1.309758550744698,6469.087296203487,1.3833550964725039,0.2528105178805836
63,3.419,52.166,0.665,0.34025,1.7584,0.00286,0.282,4.29,0.0001035,8.33e-05,2.9125874125874125,4.71e-05,1.6468531468531469,2.06e-05,0.7202797202797202,6.52e-06,0.22797202797202798,0.80549868382568,1.1130006555627554,7255.275385820856,11.183942579076659,0.23206778826776892
64,5.648,22.566,2.027,0.25789,1.7526,0.01427,0.597,5.924,0.0005046,0.000178,1.2473721093202523,0.000209,1.4646110721793975,3.57e-05,0.2501751927119832,1.26e-05,0.08829712683952347,0.6411118980169971,1.1562473323037183,5258.540349646551,3.852968501443638,0.2891243320199248
65,5.648,18.566,2.971,0.34761,1.7464,0.0286,0.786,4.158,0.0009075,0.000214,0.7482517482517482,0.000377,1.3181818181818181,3.07e-05,0.10734265734265735,0,0,0.47397308781869685,1.304055981794374,6240.21149289254,1.441812021825982,0.2573202617468089
66,3.419,52.166,0.659,0.33633,1.742,0.002778,0.28,4.318,0.000104,8.23e-05,2.9625629949604027,4.64e-05,1.6702663786897047,2.06e-05,0.7415406767458603,0,0,0.8072535829189821,1.1116138674579155,7047.316723533659,11.442181491046385,0.22400868863810147
67,5.648,22.566,2.006,0.25387,1.735,0.01449,0.592,5.98,0.0005045,0.00018,1.2422360248447206,0.000213,1.4699792960662528,5.37e-05,0.37060041407867494,1.26e-05,0.08695652173913043,0.6448300283286119,1.1533257096381986,5085.97481751964,3.9778904115857134,0.29315371716797595
68,5.648,18.566,2.941,0.34046,1.7292,0.02847,0.781,4.23,0.0009091,0.000215,0.7551808921671935,0.000378,1.3277133825079033,4.51e-05,0.15841236389181595,6.73e-06,0.023638918159466105,0.47928470254957506,1.2982407071871143,6018.900493519345,1.5037731323757908,0.25768370235957877
69,3.419,52.166,0.653,0.33243,1.7256,0.00305,0.277,4.346,0.0001045,8.53e-05,2.7967213114754097,5.02e-05,1.6459016393442623,2.06e-05,0.6754098360655737,0,0,0.8090084820122843,1.110234567287761,6843.551917549572,11.708184480623757,0.24438298347786042
70,5.648,22.566,1.986,0.2499,1.7174,0.0141,0.588,6.035,0.0005044,0.000179,1.2695035460992907,0.000209,1.4822695035460993,5.42e-05,0.3843971631205674,6.3e-06,0.04468085106382978,0.648371104815864,1.150542368929209,4917.251194774153,4.104195353245863,0.28455716901111994
71,5.648,18.566,2.912,0.33347,1.712,0.02911,0.777,4.302,0.0009104,0.000219,0.7523187907935418,0.000388,1.3328753005839917,3.88e-05,0.1332875300583992,1.33e-05,0.0456887667468224,0.48441926345609065,1.292645316975057,5803.643812580523,1.5671953613005958,0.26476836499258477
72,3.419,52.166,0.647,0.32854,1.7093,0.002889,0.275,4.374,0.000105,8.33e-05,2.8833506403599864,4.86e-05,1.6822429906542056,2.69e-05,0.9311180339217722,6.51e-06,0.22533748701973003,0.8107633811055865,1.1088540922390002,6644.56068220133,11.982611100080984,0.2300198300461085
73,5.648,22.566,1.965,0.24597,1.6998,0.01432,0.583,6.091,0.0005042,0.000182,1.270949720670391,0.000213,1.4874301675977653,4.92e-05,0.3435754189944134,1.26e-05,0.08798882681564246,0.6520892351274787,1.1476746612909707,4753.0768389751975,4.238500196835015,0.2884895331235784
74,5.648,18.566,2.883,0.32662,1.6948,0.02892,0.773,4.374,0.0009113,0.00022,0.7607192254495159,0.000388,1.3416320885200552,3.87e-05,0.1338174273858921,6.64e-06,0.022959889349930842,0.4895538243626062,1.287101577634649,5594.775959122706,1.633288497089288,0.2642675826595512
75,3.419,52.166,0.64,0.32467,1.6929,0.003048,0.273,4.402,0.0001055,8.53e-05,2.7985564304461943,5.11e-05,1.6765091863517063,1.3e-05,0.42650918635170604,6.51e-06,0.21358267716535434,0.8128107633811056,1.107427977601899,6449.189190417035,12.289018094318813,0.24156680969158728
76,5.648,22.566,1.945,0.24208,1.6822,0.01458,0.579,6.147,0.000504,0.000184,1.262002743484225,0.000217,1.4883401920438957,6.27e-05,0.4300411522633746,1.25e-05,0.08573388203017833,0.6556303116147308,1.1449412888552837,4592.47486790648,4.3745197373398526,0.2929103330731964
77,5.648,18.566,2.854,0.31992,1.6776,0.02923,0.768,4.447,0.0009119,0.000221,0.756072528224427,0.000393,1.3445090660280534,4.73e-05,0.16182004789599724,1.31e-05,0.04481696886760178,0.4946883852691218,1.2816118478991372,5392.343504830799,1.7021045259756493,0.2682826526960423
78,3.419,52.166,0.634,0.32082,1.6766,0.002947,0.271,4.43,0.000106,8.43e-05,2.860536138445877,5.04e-05,1.7102137767220902,2.69e-05,0.9127926705123854,6.51e-06,0.22090261282660334,0.8145656624744078,1.1060631340184408,6258.298569019668,12.581293072031814,0.23203937840059824
79,5.648,22.566,1.925,0.23824,1.6645,0.01504,0.574,6.203,0.0005037,0.000186,1.2367021276595744,0.000224,1.4893617021276597,4.89e-05,0.3251329787234043,1.25e-05,0.08311170212765959,0.6591713881019831,1.1422363577657078,4435.495440549477,4.515468392274464,0.30122622556681505
80,5.648,18.566,2.824,0.31335,1.6604,0.02971,0.763,4.519,0.0009122,0.000224,0.7539548973409627,0.000399,1.3429821608885897,5.07e-05,0.1706496129249411,1.3e-05,0.043756311006395154,0.5,1.2760149115987984,5196.55150837324,1.7751108789134873,0.27405856147697805
81,3.419,52.166,0.628,0.31699,1.6602,0.003192,0.268,4.458,0.0001065,8.73e-05,2.7349624060150375,5.37e-05,1.6823308270676691,2.6e-05,0.8145363408521302,6.51e-06,0.20394736842105263,0.8163205615677098,1.1047102691467998,6070.630888148925,12.88265578107716,0.24963306715434347
82,5.648,22.566,1.904,0.23443,1.6469,0.01448,0.569,6.259,0.0005034,0.000183,1.2638121546961325,0.000219,1.5124309392265194,5.78e-05,0.3991712707182321,6.27e-06,0.043301104972375694,0.6628895184135978,1.1394468879194943,4283.210294104514,4.665636427435638,0.2893669005913585
83,3.419,52.166,0.622,0.31317,1.6439,0.003119,0.266,4.486,0.000107,8.73e-05,2.7989740301378645,5.32e-05,1.7056748957999361,2.68e-05,0.8592497595383136,1.3e-05,0.41680025649246555,0.818075460661012,1.1033564032942818,5887.500554021603,13.193885209376543,0.24228082121081376
84,5.648,18.566,2.795,0.30693,1.6432,0.02966,0.759,4.591,0.0009123,0.000226,0.7619689817936615,0.000403,1.3587322993931221,5.51e-05,0.18577208361429534,1.3e-05,0.043830074173971674,0.5051345609065155,1.270633554230329,5006.286613598374,1.8498469791678829,0.27467723125294224
85,5.648,22.566,1.884,0.23067,1.6293,0.01457,0.564,6.314,0.0005031,0.000185,1.269732326698696,0.000222,1.5236787920384351,5.32e-05,0.365133836650652,6.27e-06,0.04303363074811256,0.6664305949008499,1.136791252947521,4134.550919936329,4.8176227090252866,0.29021555229909185
86,3.419,52.166,0.616,0.30937,1.6275,0.003269,0.264,4.514,0.0001075,8.83e-05,2.7011318446007953,5.55e-05,1.6977669011930252,2.91e-05,0.8901804833282349,1.3e-05,0.39767513000917704,0.8198303597543141,1.1020146112376161,5707.536225604558,13.514966084164081,0.2521613711795968
87,5.648,18.566,2.766,0.30063,1.6259,0.02937,0.754,4.663,0.000912,0.000226,0.7694926796050391,0.000401,1.365338781069118,5.55e-05,0.18896833503575075,1.29e-05,0.043922369765066395,0.5102691218130311,1.2653049318375469,4821.038677630454,1.9278119521450525,0.2729664242644586
88,5.648,14.566,4.474,0.73736,1.6244,0.06866,0.943,1.459,0.0009762,0.000733,1.0675793766385087,0.000686,0.999126128750364,0.000559,0.8141567142441014,0.000728,1.0602971162248762,0.20786118980169963,1.652931601772294,9034.965338896713,0.19794645449450016,0.12279424613594879
89,3.419,52.166,0.609,0.30559,1.6111,0.003344,0.261,4.541,0.000108,9.03e-05,2.700358851674641,5.67e-05,1.6955741626794258,2.69e-05,0.804425837320574,1.3e-05,0.38875598086124397,0.8218777420298333,1.1006254237216448,5531.723076899401,13.873967112905078,0.25664178089183165
90,5.648,14.566,4.432,0.70549,1.6093,0.06288,0.941,1.552,0.001094,0.000695,1.1052798982188294,0.000679,1.0798346055979644,0.000408,0.6488549618320609,0.000483,0.7681297709923663,0.21529745042492907,1.640984658687098,8546.261974179995,0.21632073289754428,0.11624837215025423
91,5.648,18.566,2.737,0.29446,1.6087,0.02977,0.749,4.735,0.0009115,0.000227,0.7625125965737319,0.000409,1.373866308364125,5.44e-05,0.18273429627141416,1.92e-05,0.06449445750755795,0.5154036827195467,1.2600282367370066,4642.073273218696,2.0090756263620357,0.27764324452843714
92,3.419,52.166,0.603,0.30182,1.5948,0.003434,0.259,4.569,0.0001085,9.13e-05,2.6587070471753056,5.83e-05,1.6977285963890507,2.91e-05,0.8474082702387885,1.3e-05,0.378567268491555,0.8236326411231354,1.0992910308149384,5359.985585405884,14.217331684789453,0.26168691539595557
