,exp,I,J,x,Q2,obs,target,lepton beam,current,units,value,*%stat_u,*%dSR_u,*%1dN1_c,*%2dN1_c,*%3dN1_c,*%4dN1_c,*%5dN1_c,*%6dN1_c,*%7dN1_c,*%8dN1_c,*%1dN2_c,*%2dN2_c,*%3dN2_c,*%4dN2_c,*%5dN2_c,*%6dN2_c,*%7dN2_c,*%8dN2_c,%*norm_c
122,slac,123,2,0.15,0.773,sig_r,d/p,e,nc,1,0.919,1.6,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
123,slac,124,2,0.118,0.663,sig_r,d/p,e,nc,1,0.906,1.7,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
124,slac,125,2,0.523,2.517,sig_r,d/p,e,nc,1,0.804,1.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
125,slac,126,2,0.486,2.444,sig_r,d/p,e,nc,1,0.7845,1.9,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
126,slac,127,2,0.41,2.269,sig_r,d/p,e,nc,1,0.806,1.5,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
127,slac,128,2,0.355,2.121,sig_r,d/p,e,nc,1,0.8205,1.5,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
128,slac,129,2,0.299,1.945,sig_r,d/p,e,nc,1,0.851,1.5,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
129,slac,130,2,0.246,1.744,sig_r,d/p,e,nc,1,0.8705,1.7,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
130,slac,131,2,0.203,1.55,sig_r,d/p,e,nc,1,0.89,1.6,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
131,slac,132,2,0.179,1.433,sig_r,d/p,e,nc,1,0.919,1.6,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
132,slac,133,2,0.157,1.309,sig_r,d/p,e,nc,1,0.8855,1.6,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
133,slac,134,2,0.102,0.958,sig_r,d/p,e,nc,1,0.9525,2.5,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
134,slac,135,2,0.742,6.115,sig_r,d/p,e,nc,1,0.797,4.9,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
135,slac,136,2,0.673,5.862,sig_r,d/p,e,nc,1,0.764,4.9,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
136,slac,137,2,0.61,5.605,sig_r,d/p,e,nc,1,0.7445,4.4,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
137,slac,138,2,0.555,5.352,sig_r,d/p,e,nc,1,0.739,3.7,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
138,slac,139,2,0.471,4.919,sig_r,d/p,e,nc,1,0.764,1.6,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
139,slac,140,2,0.403,4.507,sig_r,d/p,e,nc,1,0.7905,1.4,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
140,slac,141,2,0.344,4.102,sig_r,d/p,e,nc,1,0.7995,1.6,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
141,slac,142,2,0.3,3.771,sig_r,d/p,e,nc,1,0.838,1.3,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
142,slac,143,2,0.267,3.486,sig_r,d/p,e,nc,1,0.8495,1.7,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
143,slac,144,2,0.241,3.254,sig_r,d/p,e,nc,1,0.823,2.5,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
144,slac,145,2,0.211,2.961,sig_r,d/p,e,nc,1,0.8565,1.6,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
145,slac,146,2,0.19,2.74,sig_r,d/p,e,nc,1,0.881,2.2,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
146,slac,147,2,0.172,2.546,sig_r,d/p,e,nc,1,0.892,2.7,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
147,slac,148,2,0.156,2.362,sig_r,d/p,e,nc,1,0.885,2.3,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
148,slac,149,2,0.141,2.178,sig_r,d/p,e,nc,1,0.868,4.6,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
149,slac,150,2,0.129,2.036,sig_r,d/p,e,nc,1,0.9015,3.9,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
150,slac,151,2,0.113,1.827,sig_r,d/p,e,nc,1,0.898,3.7,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
151,slac,152,2,0.091,1.526,sig_r,d/p,e,nc,1,0.928,4.7,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
152,slac,153,2,0.586,7.263,sig_r,d/p,e,nc,1,0.7315,2.9,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
153,slac,154,2,0.428,6.075,sig_r,d/p,e,nc,1,0.806,3.1,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
154,slac,155,2,0.321,5.061,sig_r,d/p,e,nc,1,0.807,3.4,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
155,slac,156,2,0.236,4.07,sig_r,d/p,e,nc,1,0.8345,2.8,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
156,slac,157,2,0.201,3.615,sig_r,d/p,e,nc,1,0.869,3.2,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
157,slac,158,2,0.179,3.302,sig_r,d/p,e,nc,1,0.8715,3.2,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
158,slac,159,2,0.157,2.982,sig_r,d/p,e,nc,1,0.865,3.6,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
159,slac,160,2,0.143,2.762,sig_r,d/p,e,nc,1,0.886,3.7,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
160,slac,161,2,0.13,2.542,sig_r,d/p,e,nc,1,0.911,4.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
161,slac,162,2,0.116,2.316,sig_r,d/p,e,nc,1,0.9175,4.5,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
162,slac,163,2,0.106,2.144,sig_r,d/p,e,nc,1,0.904,5.4,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
163,slac,164,2,0.096,1.971,sig_r,d/p,e,nc,1,0.885,5.7,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
164,slac,165,2,0.079,1.66,sig_r,d/p,e,nc,1,0.875,5.1,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
165,slac,166,2,0.771,9.147,sig_r,d/p,e,nc,1,0.763,7.9,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
166,slac,167,2,0.664,8.494,sig_r,d/p,e,nc,1,0.6685,4.8,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
167,slac,168,2,0.543,7.623,sig_r,d/p,e,nc,1,0.7865,2.3,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
168,slac,169,2,0.472,7.026,sig_r,d/p,e,nc,1,0.7835,1.8,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
169,slac,170,2,0.404,6.39,sig_r,d/p,e,nc,1,0.7935,1.9,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
170,slac,171,2,0.337,5.677,sig_r,d/p,e,nc,1,0.787,1.5,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
171,slac,172,2,0.29,5.118,sig_r,d/p,e,nc,1,0.8165,1.5,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
172,slac,173,2,0.257,4.693,sig_r,d/p,e,nc,1,0.8665,2.2,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
173,slac,174,2,0.233,4.37,sig_r,d/p,e,nc,1,0.8185,2.7,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
174,slac,175,2,0.202,3.916,sig_r,d/p,e,nc,1,0.8485,2.1,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
175,slac,176,2,0.175,3.5,sig_r,d/p,e,nc,1,0.9005,2.5,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
176,slac,177,2,0.161,3.267,sig_r,d/p,e,nc,1,0.9515,4.3,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
177,slac,178,2,0.146,3.021,sig_r,d/p,e,nc,1,0.929,4.3,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
178,slac,179,2,0.121,2.579,sig_r,d/p,e,nc,1,0.8995,3.0,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
179,slac,180,2,0.108,2.334,sig_r,d/p,e,nc,1,0.9085,6.0,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
180,slac,181,2,0.098,2.141,sig_r,d/p,e,nc,1,0.891,4.4,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
181,slac,182,2,0.088,1.96,sig_r,d/p,e,nc,1,1.0885,9.1,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
182,slac,183,2,0.789,13.363,sig_r,d/p,e,nc,1,0.7425,2.9,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
183,slac,184,2,0.701,12.528,sig_r,d/p,e,nc,1,0.7275,2.7,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
184,slac,185,2,0.621,11.693,sig_r,d/p,e,nc,1,0.7375,2.9,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
185,slac,186,2,0.55,10.858,sig_r,d/p,e,nc,1,0.7795,2.4,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
186,slac,187,2,0.469,9.804,sig_r,d/p,e,nc,1,0.7485,2.1,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
187,slac,188,2,0.416,9.062,sig_r,d/p,e,nc,1,0.803,2.1,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
188,slac,189,2,0.361,8.198,sig_r,d/p,e,nc,1,0.817,2.1,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
189,slac,190,2,0.308,7.304,sig_r,d/p,e,nc,1,0.8305,2.2,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
190,slac,191,2,0.273,6.682,sig_r,d/p,e,nc,1,0.8425,3.5,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
191,slac,192,2,0.251,6.264,sig_r,d/p,e,nc,1,0.8375,3.5,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
192,slac,193,2,0.224,5.711,sig_r,d/p,e,nc,1,0.8685,2.4,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
193,slac,194,2,0.196,5.136,sig_r,d/p,e,nc,1,0.844,2.4,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
194,slac,195,2,0.171,4.594,sig_r,d/p,e,nc,1,0.943,4.2,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
195,slac,196,2,0.153,4.176,sig_r,d/p,e,nc,1,0.8845,4.4,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
196,slac,197,2,0.134,3.718,sig_r,d/p,e,nc,1,0.889,5.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
197,slac,198,2,0.118,3.341,sig_r,d/p,e,nc,1,1.0775,6.9,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
198,slac,199,2,0.105,3.005,sig_r,d/p,e,nc,1,0.9265,5.1,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
199,slac,200,2,0.086,2.506,sig_r,d/p,e,nc,1,0.8565,11.7,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
200,slac,201,2,0.464,2.009,sig_r,d/p,e,nc,1,0.8175,2.6,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
201,slac,202,2,0.388,1.826,sig_r,d/p,e,nc,1,0.809,2.6,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
202,slac,203,2,0.324,1.644,sig_r,d/p,e,nc,1,0.816,2.5,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
203,slac,204,2,0.268,1.461,sig_r,d/p,e,nc,1,0.8595,2.7,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
204,slac,205,2,0.219,1.278,sig_r,d/p,e,nc,1,0.9045,2.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
205,slac,206,2,0.177,1.096,sig_r,d/p,e,nc,1,0.8515,2.6,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
206,slac,207,2,0.139,0.913,sig_r,d/p,e,nc,1,0.8995,3.1,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
207,slac,208,2,0.586,4.08,sig_r,d/p,e,nc,1,0.7675,3.2,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
208,slac,209,2,0.503,3.74,sig_r,d/p,e,nc,1,0.745,3.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
209,slac,210,2,0.414,3.319,sig_r,d/p,e,nc,1,0.7855,2.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
210,slac,211,2,0.366,3.06,sig_r,d/p,e,nc,1,0.8425,3.5,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
211,slac,212,2,0.318,2.779,sig_r,d/p,e,nc,1,0.8065,2.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
212,slac,213,2,0.284,2.57,sig_r,d/p,e,nc,1,0.839,3.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
213,slac,214,2,0.256,2.38,sig_r,d/p,e,nc,1,0.852,3.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
214,slac,215,2,0.233,2.218,sig_r,d/p,e,nc,1,0.871,3.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
215,slac,216,2,0.209,2.04,sig_r,d/p,e,nc,1,0.9335,3.6,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
216,slac,217,2,0.188,1.878,sig_r,d/p,e,nc,1,0.854,3.7,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
217,slac,218,2,0.156,1.618,sig_r,d/p,e,nc,1,0.8975,7.1,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
218,slac,219,2,0.127,1.36,sig_r,d/p,e,nc,1,1.076,7.7,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
219,slac,220,2,0.711,6.623,sig_r,d/p,e,nc,1,0.752,4.6,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
220,slac,221,2,0.632,6.183,sig_r,d/p,e,nc,1,0.717,3.1,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
221,slac,222,2,0.56,5.742,sig_r,d/p,e,nc,1,0.754,3.0,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
222,slac,223,2,0.494,5.299,sig_r,d/p,e,nc,1,0.774,2.9,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
223,slac,224,2,0.434,4.857,sig_r,d/p,e,nc,1,0.803,2.9,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
224,slac,225,2,0.366,4.308,sig_r,d/p,e,nc,1,0.7905,2.0,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
225,slac,226,2,0.332,4.011,sig_r,d/p,e,nc,1,0.7855,3.1,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
226,slac,227,2,0.306,3.777,sig_r,d/p,e,nc,1,0.763,3.4,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
227,slac,228,2,0.281,3.535,sig_r,d/p,e,nc,1,0.7955,3.8,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
228,slac,229,2,0.259,3.319,sig_r,d/p,e,nc,1,0.9025,4.5,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
229,slac,230,2,0.237,3.095,sig_r,d/p,e,nc,1,0.8795,4.6,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
230,slac,231,2,0.196,2.65,sig_r,d/p,e,nc,1,0.9395,5.1,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
231,slac,232,2,0.158,2.211,sig_r,d/p,e,nc,1,0.8365,9.5,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
232,slac,233,2,0.781,10.849,sig_r,d/p,e,nc,1,0.732,6.3,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
233,slac,234,2,0.714,10.246,sig_r,d/p,e,nc,1,0.6935,5.0,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
234,slac,235,2,0.651,9.646,sig_r,d/p,e,nc,1,0.7385,4.2,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
235,slac,236,2,0.591,9.043,sig_r,d/p,e,nc,1,0.7405,4.3,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
236,slac,237,2,0.535,8.44,sig_r,d/p,e,nc,1,0.7225,2.9,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
237,slac,238,2,0.483,7.837,sig_r,d/p,e,nc,1,0.762,3.1,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
238,slac,239,2,0.433,7.234,sig_r,d/p,e,nc,1,0.8125,3.1,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
239,slac,240,2,0.386,6.631,sig_r,d/p,e,nc,1,0.786,3.3,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
240,slac,241,2,0.342,6.029,sig_r,d/p,e,nc,1,0.8465,3.3,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
241,slac,242,2,0.287,5.236,sig_r,d/p,e,nc,1,0.8365,3.0,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
242,slac,243,2,0.26,4.823,sig_r,d/p,e,nc,1,0.8845,4.2,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
243,slac,244,2,0.21,4.027,sig_r,d/p,e,nc,1,0.8295,9.6,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
244,slac,245,2,0.872,15.981,sig_r,d/p,e,nc,1,0.9355,16.9,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
245,slac,246,2,0.809,15.22,sig_r,d/p,e,nc,1,0.8335,16.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
246,slac,247,2,0.75,14.459,sig_r,d/p,e,nc,1,0.671,7.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
247,slac,248,2,0.694,13.698,sig_r,d/p,e,nc,1,0.6915,5.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
248,slac,249,2,0.64,12.937,sig_r,d/p,e,nc,1,0.7005,4.3,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
249,slac,250,2,0.589,12.176,sig_r,d/p,e,nc,1,0.7755,4.1,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
250,slac,251,2,0.54,11.415,sig_r,d/p,e,nc,1,0.749,4.2,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
251,slac,252,2,0.493,10.654,sig_r,d/p,e,nc,1,0.7565,4.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
252,slac,253,2,0.448,9.893,sig_r,d/p,e,nc,1,0.8085,4.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
253,slac,254,2,0.405,9.132,sig_r,d/p,e,nc,1,0.801,3.9,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
254,slac,255,2,0.364,8.371,sig_r,d/p,e,nc,1,0.815,4.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
255,slac,256,2,0.316,7.444,sig_r,d/p,e,nc,1,0.828,2.9,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
256,slac,257,2,0.286,6.849,sig_r,d/p,e,nc,1,0.845,5.1,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
257,slac,258,2,0.249,6.088,sig_r,d/p,e,nc,1,0.974,6.6,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
258,slac,259,2,0.214,5.327,sig_r,d/p,e,nc,1,0.878,4.4,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
259,slac,260,2,0.854,20.078,sig_r,d/p,e,nc,1,0.8785,13.8,0.6,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
260,slac,261,2,0.799,19.165,sig_r,d/p,e,nc,1,0.7155,11.5,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
261,slac,262,2,0.746,18.251,sig_r,d/p,e,nc,1,0.7195,7.8,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
262,slac,263,2,0.668,16.816,sig_r,d/p,e,nc,1,0.7105,4.4,0.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,1
