,exp,x,Q2,W2,epsilon,sigma,stat,value,stf2rec_u,obs,target,lepton beam,current,units,%*norm_c
562,e94110,0.242295,0.622,2.825,0.809559,202.9,3.566,0.370837,0.006518,F2,p,e,NC,1,1.9
563,e94110,0.235394,0.614,2.875,0.804285,198.7,3.425,0.366848,0.006323,F2,p,e,NC,1,1.9
564,e94110,0.228707,0.606,2.925,0.798883,186.7,3.203,0.347935,0.005969,F2,p,e,NC,1,1.9
565,e94110,0.22207,0.598,2.975,0.793175,180.5,3.074,0.339767,0.005786,F2,p,e,NC,1,1.9
566,e94110,0.212722,0.586,3.05,0.78463,164.9,2.838,0.314435,0.005412,F2,p,e,NC,1,1.9
567,e94110,0.201112,0.571,3.15,0.772832,152.1,2.655,0.295797,0.005163,F2,p,e,NC,1,1.9
568,e94110,0.189831,0.555,3.25,0.760262,146.9,2.582,0.290482,0.005106,F2,p,e,NC,1,1.9
569,e94110,0.179183,0.539,3.35,0.747138,144.4,2.553,0.289893,0.005125,F2,p,e,NC,1,1.9
570,e94110,0.169116,0.523,3.45,0.733452,146.7,2.579,0.298448,0.005247,F2,p,e,NC,1,1.9
571,e94110,0.159679,0.507,3.55,0.719403,150.2,2.601,0.308678,0.005345,F2,p,e,NC,1,1.9
572,e94110,0.150634,0.491,3.65,0.704582,150.2,2.592,0.311452,0.005375,F2,p,e,NC,1,1.9
573,e94110,0.142045,0.475,3.75,0.689184,148.4,2.562,0.309776,0.005348,F2,p,e,NC,1,1.9
574,e94110,0.13388,0.459,3.85,0.673206,138.5,2.433,0.290387,0.005101,F2,p,e,NC,1,1.9
575,e94110,0.693135,1.116,1.375,0.879676,52.32,2.013,0.121828,0.004687,F2,p,e,NC,1,1.9
576,e94110,0.669907,1.105,1.425,0.877159,72.77,2.029,0.173024,0.004824,F2,p,e,NC,1,1.9
577,e94110,0.648354,1.095,1.475,0.874598,83.69,1.653,0.203275,0.004015,F2,p,e,NC,1,1.9
578,e94110,0.627207,1.084,1.525,0.87191,81.86,1.452,0.202847,0.003598,F2,p,e,NC,1,1.9
579,e94110,0.607567,1.074,1.575,0.869179,71.29,1.274,0.180379,0.003223,F2,p,e,NC,1,1.9
580,e94110,0.588784,1.064,1.625,0.866364,60.24,1.054,0.155636,0.002723,F2,p,e,NC,1,1.9
581,e94110,0.570262,1.053,1.675,0.863409,54.12,0.9508,0.142621,0.002506,F2,p,e,NC,1,1.9
582,e94110,0.552494,1.043,1.725,0.860299,51.2,0.9044,0.137904,0.002436,F2,p,e,NC,1,1.9
583,e94110,0.535489,1.032,1.775,0.857157,50.36,0.8979,0.138217,0.002464,F2,p,e,NC,1,1.9
584,e94110,0.519673,1.022,1.825,0.853981,51.68,0.9219,0.144566,0.002579,F2,p,e,NC,1,1.9
585,e94110,0.50448,1.012,1.875,0.850715,52.03,0.9398,0.148219,0.002677,F2,p,e,NC,1,1.9
586,e94110,0.489383,1.001,1.925,0.847287,51.88,0.9577,0.150233,0.002773,F2,p,e,NC,1,1.9
587,e94110,0.475336,0.991,1.975,0.843833,52.36,0.9888,0.154197,0.002912,F2,p,e,NC,1,1.9
588,e94110,0.461339,0.98,2.025,0.840208,54.43,1.06,0.162763,0.00317,F2,p,e,NC,1,1.9
589,e94110,0.448315,0.97,2.075,0.836561,58.7,1.162,0.178377,0.003531,F2,p,e,NC,1,1.9
590,e94110,0.435757,0.96,2.125,0.832818,67.5,1.368,0.208405,0.004224,F2,p,e,NC,1,1.9
591,e94110,0.423194,0.949,2.175,0.828889,80.47,1.628,0.252074,0.0051,F2,p,e,NC,1,1.9
592,e94110,0.411503,0.939,2.225,0.824947,93.5,1.995,0.297361,0.006345,F2,p,e,NC,1,1.9
593,e94110,0.399455,0.928,2.275,0.82066,97.11,1.681,0.313198,0.005422,F2,p,e,NC,1,1.9
594,e94110,0.38856,0.918,2.325,0.816512,87.88,1.527,0.287021,0.004987,F2,p,e,NC,1,1.9
595,e94110,0.377605,0.907,2.375,0.812155,79.28,1.371,0.261767,0.004527,F2,p,e,NC,1,1.9
596,e94110,0.367414,0.897,2.425,0.807798,75.87,1.306,0.253577,0.004365,F2,p,e,NC,1,1.9
597,e94110,0.357547,0.887,2.475,0.803339,73.55,1.278,0.248888,0.004325,F2,p,e,NC,1,1.9
598,e94110,0.347591,0.876,2.525,0.798653,72.35,1.279,0.247615,0.004377,F2,p,e,NC,1,1.9
599,e94110,0.338333,0.866,2.575,0.79398,71.08,1.288,0.246382,0.004465,F2,p,e,NC,1,1.9
600,e94110,0.328971,0.855,2.625,0.789066,73.56,1.35,0.257936,0.004734,F2,p,e,NC,1,1.9
601,e94110,0.320267,0.845,2.675,0.784175,76.67,1.44,0.272312,0.005114,F2,p,e,NC,1,1.9
602,e94110,0.31182,0.835,2.725,0.779176,83.45,1.581,0.300138,0.005686,F2,p,e,NC,1,1.9
603,e94110,0.30304,0.824,2.775,0.773743,90.7,1.693,0.330033,0.00616,F2,p,e,NC,1,1.9
604,e94110,0.295086,0.814,2.825,0.768519,101.1,1.771,0.371884,0.006514,F2,p,e,NC,1,1.9
605,e94110,0.286998,0.803,2.875,0.763019,94.28,1.636,0.349647,0.006067,F2,p,e,NC,1,1.9
606,e94110,0.279487,0.793,2.925,0.757567,91.84,1.57,0.343457,0.005871,F2,p,e,NC,1,1.9
607,e94110,0.271835,0.782,2.975,0.751825,88.92,1.516,0.334585,0.005704,F2,p,e,NC,1,1.9
608,e94110,0.261169,0.767,3.05,0.743167,81.53,1.412,0.310345,0.005375,F2,p,e,NC,1,1.9
609,e94110,0.24738,0.746,3.15,0.731144,78.22,1.372,0.30168,0.005292,F2,p,e,NC,1,1.9
610,e94110,0.234292,0.725,3.25,0.718634,75.88,1.344,0.296352,0.005249,F2,p,e,NC,1,1.9
611,e94110,0.221855,0.704,3.35,0.705631,75.87,1.347,0.299684,0.005321,F2,p,e,NC,1,1.9
612,e94110,0.210329,0.684,3.45,0.692383,75.19,1.343,0.300381,0.005365,F2,p,e,NC,1,1.9
613,e94110,0.198935,0.663,3.55,0.678193,77.53,1.382,0.312396,0.005569,F2,p,e,NC,1,1.9
614,e94110,0.188184,0.642,3.65,0.663698,77.76,1.382,0.314947,0.005597,F2,p,e,NC,1,1.9
615,e94110,0.177918,0.621,3.75,0.648694,77.25,1.373,0.313755,0.005577,F2,p,e,NC,1,1.9
616,e94110,0.168105,0.6,3.85,0.633179,75.25,1.344,0.305781,0.005461,F2,p,e,NC,1,1.9
617,e94110,0.847505,1.918,1.225,0.764778,0.371,0.06068,0.00465,0.000761,F2,p,e,NC,1,1.9
618,e94110,0.828317,1.901,1.275,0.761873,1.072,0.08307,0.01358,0.001052,F2,p,e,NC,1,1.9
619,e94110,0.809655,1.884,1.325,0.758907,2.31,0.1452,0.02957,0.001859,F2,p,e,NC,1,1.9
620,e94110,0.790445,1.866,1.375,0.7557,4.881,0.1857,0.063147,0.002402,F2,p,e,NC,1,1.9
621,e94110,0.772801,1.849,1.425,0.752607,6.736,0.1891,0.087985,0.00247,F2,p,e,NC,1,1.9
622,e94110,0.755208,1.831,1.475,0.749403,7.648,0.1607,0.100752,0.002117,F2,p,e,NC,1,1.9
623,e94110,0.737916,1.814,1.525,0.746043,7.282,0.1667,0.096889,0.002218,F2,p,e,NC,1,1.9
624,e94110,0.721234,1.796,1.575,0.742705,6.899,0.1503,0.092539,0.002016,F2,p,e,NC,1,1.9
625,e94110,0.704847,1.779,1.625,0.739208,6.278,0.1285,0.085062,0.001741,F2,p,e,NC,1,1.9
626,e94110,0.689398,1.762,1.675,0.73579,6.136,0.1266,0.083911,0.001731,F2,p,e,NC,1,1.9
627,e94110,0.673943,1.744,1.725,0.732248,6.32,0.1299,0.087187,0.001792,F2,p,e,NC,1,1.9
628,e94110,0.658775,1.727,1.775,0.728546,6.382,0.1346,0.088964,0.001876,F2,p,e,NC,1,1.9
629,e94110,0.644071,1.709,1.825,0.724864,6.689,0.141,0.094028,0.001982,F2,p,e,NC,1,1.9
630,e94110,0.630089,1.692,1.875,0.721175,6.85,0.145,0.097137,0.002056,F2,p,e,NC,1,1.9
631,e94110,0.616009,1.675,1.925,0.717263,7.245,0.1536,0.103737,0.002199,F2,p,e,NC,1,1.9
632,e94110,0.602323,1.657,1.975,0.713368,7.487,0.1604,0.108056,0.002315,F2,p,e,NC,1,1.9
633,e94110,0.58931,1.64,2.025,0.709471,7.802,0.1641,0.11361,0.00239,F2,p,e,NC,1,1.9
634,e94110,0.575852,1.622,2.075,0.70527,8.589,0.1816,0.126315,0.002671,F2,p,e,NC,1,1.9
635,e94110,0.563435,1.605,2.125,0.701231,10.08,0.2102,0.149774,0.003123,F2,p,e,NC,1,1.9
636,e94110,0.550588,1.587,2.175,0.696878,12.18,0.2533,0.182973,0.003805,F2,p,e,NC,1,1.9
637,e94110,0.538727,1.57,2.225,0.692695,14.45,0.3017,0.219147,0.004576,F2,p,e,NC,1,1.9
638,e94110,0.527124,1.553,2.275,0.68844,15.3,0.2632,0.233512,0.004017,F2,p,e,NC,1,1.9
639,e94110,0.515109,1.535,2.325,0.683858,14.28,0.247,0.218681,0.003783,F2,p,e,NC,1,1.9
640,e94110,0.504008,1.518,2.375,0.679456,13.04,0.2251,0.200099,0.003454,F2,p,e,NC,1,1.9
641,e94110,0.492812,1.5,2.425,0.674889,12.21,0.2113,0.187716,0.003249,F2,p,e,NC,1,1.9
642,e94110,0.481879,1.483,2.475,0.670166,11.87,0.2087,0.183357,0.003224,F2,p,e,NC,1,1.9
643,e94110,0.471468,1.466,2.525,0.665542,11.89,0.2159,0.184512,0.00335,F2,p,e,NC,1,1.9
644,e94110,0.46095,1.448,2.575,0.660743,12.18,0.2242,0.189867,0.003495,F2,p,e,NC,1,1.9
645,e94110,0.450692,1.431,2.625,0.655792,12.85,0.2383,0.201716,0.003741,F2,p,e,NC,1,1.9
646,e94110,0.440596,1.413,2.675,0.650834,13.67,0.2636,0.215815,0.004162,F2,p,e,NC,1,1.9
647,e94110,0.430759,1.396,2.725,0.645727,15.24,0.2948,0.242581,0.004692,F2,p,e,NC,1,1.9
648,e94110,0.42106,1.378,2.775,0.640609,16.31,0.3147,0.261359,0.005043,F2,p,e,NC,1,1.9
649,e94110,0.411851,1.361,2.825,0.635528,18.15,0.3291,0.292924,0.005311,F2,p,e,NC,1,1.9
650,e94110,0.402591,1.344,2.875,0.630187,19.52,0.3369,0.317082,0.0054730000000000004,F2,p,e,NC,1,1.9
651,e94110,0.39344,1.326,2.925,0.624828,19.1,0.326,0.31098,0.005308,F2,p,e,NC,1,1.9
652,e94110,0.384754,1.309,2.975,0.619516,18.19,0.3113,0.296707,0.005078,F2,p,e,NC,1,1.9
653,e94110,0.37178,1.283,3.05,0.611243,17.34,0.3044,0.283559,0.004978,F2,p,e,NC,1,1.9
654,e94110,0.354884,1.248,3.15,0.599823,16.92,0.3331,0.277938,0.005472,F2,p,e,NC,1,1.9
655,e94110,0.338607,1.213,3.25,0.588078,17.13,0.3368,0.282792,0.00556,F2,p,e,NC,1,1.9
656,e94110,0.322916,1.178,3.35,0.576006,17.55,0.4346,0.290949,0.007205,F2,p,e,NC,1,1.9
657,e94110,0.307936,1.143,3.45,0.563798,17.99,0.4442,0.298654,0.007374,F2,p,e,NC,1,1.9
658,e94110,0.293317,1.108,3.55,0.55107,18.84,0.4592,0.312778,0.007624,F2,p,e,NC,1,1.9
659,e94110,0.279457,1.074,3.65,0.538198,19.03,0.4637,0.31544,0.007686,F2,p,e,NC,1,1.9
660,e94110,0.265935,1.039,3.75,0.525016,19.93,0.4815,0.328162,0.007928,F2,p,e,NC,1,1.9
661,e94110,0.252728,1.004,3.85,0.511313,20.32,0.489,0.331879,0.007987,F2,p,e,NC,1,1.9
662,e94110,0.877499,2.47,1.225,0.652385,0.061,0.01312,0.002027,0.000436,F2,p,e,NC,1,1.9
663,e94110,0.861641,2.448,1.275,0.649382,0.228,0.02137,0.007616,0.000714,F2,p,e,NC,1,1.9
664,e94110,0.845172,2.425,1.325,0.646141,0.574,0.0378,0.019288,0.00127,F2,p,e,NC,1,1.9
665,e94110,0.829368,2.403,1.375,0.642896,1.245,0.04732,0.042088,0.0016,F2,p,e,NC,1,1.9
666,e94110,0.814049,2.38,1.425,0.639704,1.69,0.04924,0.057334,0.00167,F2,p,e,NC,1,1.9
667,e94110,0.798833,2.358,1.475,0.636364,1.958,0.04378,0.066682,0.001491,F2,p,e,NC,1,1.9
668,e94110,0.783569,2.335,1.525,0.632922,1.814,0.03825,0.06189,0.001305,F2,p,e,NC,1,1.9
669,e94110,0.769403,2.313,1.575,0.629635,1.751,0.03473,0.059744,0.001185,F2,p,e,NC,1,1.9
670,e94110,0.755016,2.291,1.625,0.626147,1.749,0.03247,0.059719,0.001109,F2,p,e,NC,1,1.9
671,e94110,0.740566,2.268,1.675,0.622553,1.738,0.03265,0.059386,0.001116,F2,p,e,NC,1,1.9
672,e94110,0.726703,2.246,1.725,0.618965,1.848,0.03425,0.063283,0.001173,F2,p,e,NC,1,1.9
673,e94110,0.713199,2.223,1.775,0.615424,1.825,0.03508,0.062594,0.001203,F2,p,e,NC,1,1.9
674,e94110,0.699821,2.201,1.825,0.611735,1.917,0.03719,0.066009,0.001281,F2,p,e,NC,1,1.9
675,e94110,0.686365,2.178,1.875,0.607933,2.008,0.03938,0.069422,0.001361,F2,p,e,NC,1,1.9
676,e94110,0.673853,2.156,1.925,0.604301,2.272,0.04338,0.078879,0.001506,F2,p,e,NC,1,1.9
677,e94110,0.66116,2.134,1.975,0.600459,2.384,0.04608,0.083271,0.00161,F2,p,e,NC,1,1.9
678,e94110,0.64838,2.111,2.025,0.596499,2.518,0.05117,0.088541,0.001799,F2,p,e,NC,1,1.9
679,e94110,0.636487,2.089,2.075,0.592717,2.821,0.05765,0.099965,0.002043,F2,p,e,NC,1,1.9
680,e94110,0.624127,2.066,2.125,0.588649,3.252,0.07134,0.116389,0.002553,F2,p,e,NC,1,1.9
681,e94110,0.612274,2.044,2.175,0.584599,3.899,0.08569,0.141144,0.003102,F2,p,e,NC,1,1.9
682,e94110,0.600658,2.021,2.225,0.580589,4.739,0.09889,0.172872,0.003607,F2,p,e,NC,1,1.9
683,e94110,0.58919,1.999,2.275,0.576434,5.087,0.0914,0.186196,0.003345,F2,p,e,NC,1,1.9
684,e94110,0.577911,1.977,2.325,0.572227,4.933,0.0888,0.180102,0.003242,F2,p,e,NC,1,1.9
685,e94110,0.566526,1.954,2.375,0.567887,4.471,0.08076,0.162426,0.002934,F2,p,e,NC,1,1.9
686,e94110,0.555913,1.932,2.425,0.563743,4.199,0.07625,0.151901,0.002758,F2,p,e,NC,1,1.9
687,e94110,0.544882,1.909,2.475,0.559293,4.061,0.07523,0.146631,0.002716,F2,p,e,NC,1,1.9
688,e94110,0.53431,1.887,2.525,0.554872,4.152,0.08026,0.149977,0.002899,F2,p,e,NC,1,1.9
689,e94110,0.5239,1.864,2.575,0.550483,4.177,0.08224,0.150875,0.002971,F2,p,e,NC,1,1.9
690,e94110,0.513653,1.842,2.625,0.545955,4.557,0.089,0.165043,0.003223,F2,p,e,NC,1,1.9
691,e94110,0.503566,1.82,2.675,0.541374,4.961,0.1262,0.18032,0.004587,F2,p,e,NC,1,1.9
692,e94110,0.493614,1.797,2.725,0.536819,5.574,0.1415,0.203157,0.005157,F2,p,e,NC,1,1.9
693,e94110,0.48383,1.775,2.775,0.532129,6.048,0.1527,0.221584,0.005595,F2,p,e,NC,1,1.9
694,e94110,0.473924,1.752,2.825,0.527289,6.63,0.1621,0.243976,0.005965,F2,p,e,NC,1,1.9
695,e94110,0.464437,1.73,2.875,0.52249,7.018,0.167,0.25918,0.006167,F2,p,e,NC,1,1.9
696,e94110,0.455319,1.708,2.925,0.517814,7.128,0.1681,0.263359,0.006211,F2,p,e,NC,1,1.9
697,e94110,0.445842,1.685,2.975,0.512804,6.946,0.1638,0.256521,0.006049,F2,p,e,NC,1,1.9
698,e94110,0.432126,1.651,3.05,0.505323,6.707,0.1618,0.247436,0.005969,F2,p,e,NC,1,1.9
699,e94110,0.414703,1.607,3.15,0.495359,6.502,0.1635,0.239992,0.006035,F2,p,e,NC,1,1.9
700,e94110,0.397318,1.562,3.25,0.484888,6.876,0.1712,0.254157,0.006328,F2,p,e,NC,1,1.9
701,e94110,0.380603,1.517,3.35,0.474369,7.175,0.1782,0.265062,0.006583,F2,p,e,NC,1,1.9
702,e94110,0.364338,1.472,3.45,0.463627,7.575,0.1879,0.279129,0.006924,F2,p,e,NC,1,1.9
703,e94110,0.348346,1.427,3.55,0.452486,7.791,0.1995,0.285889,0.007321,F2,p,e,NC,1,1.9
704,e94110,0.332938,1.382,3.65,0.441296,8.221,0.2082,0.299073,0.007574,F2,p,e,NC,1,1.9
705,e94110,0.317787,1.337,3.75,0.429711,8.667,0.2184,0.31195,0.007861,F2,p,e,NC,1,1.9
706,e94110,0.303405,1.293,3.85,0.418228,8.917,0.2226,0.316582,0.007903,F2,p,e,NC,1,1.9
707,e94110,0.896763,2.987,1.225,0.528664,0.007,0.004301,0.000527,0.000324,F2,p,e,NC,1,1.9
708,e94110,0.882392,2.959,1.275,0.525719,0.068,0.007089,0.005131,0.000535,F2,p,e,NC,1,1.9
709,e94110,0.868508,2.932,1.325,0.522783,0.176,0.01219,0.01332,0.000923,F2,p,e,NC,1,1.9
710,e94110,0.854808,2.905,1.375,0.519815,0.393,0.01606,0.029817,0.001218,F2,p,e,NC,1,1.9
711,e94110,0.840827,2.878,1.425,0.516668,0.526,0.01695,0.039982,0.001288,F2,p,e,NC,1,1.9
712,e94110,0.827495,2.851,1.475,0.513633,0.639,0.01706,0.04847,0.001294,F2,p,e,NC,1,1.9
713,e94110,0.814336,2.824,1.525,0.510566,0.593,0.02103,0.044722,0.001586,F2,p,e,NC,1,1.9
714,e94110,0.801347,2.797,1.575,0.507465,0.613,0.01998,0.045817,0.001493,F2,p,e,NC,1,1.9
715,e94110,0.788524,2.77,1.625,0.504331,0.572,0.01705,0.042317,0.001261,F2,p,e,NC,1,1.9
716,e94110,0.775453,2.743,1.675,0.501013,0.593,0.01816,0.043514,0.001333,F2,p,e,NC,1,1.9
717,e94110,0.762682,2.715,1.725,0.497759,0.624,0.01934,0.045455,0.001409,F2,p,e,NC,1,1.9
718,e94110,0.750351,2.688,1.775,0.494522,0.627,0.01946,0.045479,0.001412,F2,p,e,NC,1,1.9
719,e94110,0.738173,2.661,1.825,0.491252,0.6712,0.02304,0.048587,0.001668,F2,p,e,NC,1,1.9
720,e94110,0.726147,2.634,1.875,0.487947,0.7197,0.02378,0.05209,0.001721,F2,p,e,NC,1,1.9
721,e94110,0.713903,2.607,1.925,0.484456,0.7801,0.02549,0.05661,0.00185,F2,p,e,NC,1,1.9
722,e94110,0.702179,2.58,1.975,0.481083,0.8306,0.0271,0.060476,0.001973,F2,p,e,NC,1,1.9
723,e94110,0.690598,2.553,2.025,0.477675,0.9554,0.02981,0.069946,0.002182,F2,p,e,NC,1,1.9
724,e94110,0.679158,2.526,2.075,0.474232,1.073,0.03273,0.079198,0.002416,F2,p,e,NC,1,1.9
725,e94110,0.667588,2.498,2.125,0.470694,1.23,0.03738,0.091748,0.002788,F2,p,e,NC,1,1.9
726,e94110,0.656094,2.471,2.175,0.467027,1.477,0.04483,0.111688,0.00339,F2,p,e,NC,1,1.9
727,e94110,0.645068,2.444,2.225,0.46348,1.847,0.05215,0.14098,0.003981,F2,p,e,NC,1,1.9
728,e94110,0.634173,2.417,2.275,0.459897,1.958,0.0521,0.149446,0.003977,F2,p,e,NC,1,1.9
729,e94110,0.623405,2.39,2.325,0.456279,1.875,0.0503,0.141783,0.003804,F2,p,e,NC,1,1.9
730,e94110,0.612763,2.363,2.375,0.452626,1.765,0.04716,0.131858,0.003523,F2,p,e,NC,1,1.9
731,e94110,0.601954,2.336,2.425,0.448783,1.66,0.0448,0.122884,0.003316,F2,p,e,NC,1,1.9
732,e94110,0.591564,2.309,2.475,0.445059,1.638,0.04459,0.12037,0.003277,F2,p,e,NC,1,1.9
733,e94110,0.581293,2.282,2.525,0.441301,1.667,0.0459,0.12191,0.003357,F2,p,e,NC,1,1.9
734,e94110,0.570886,2.254,2.575,0.437434,1.737,0.04792,0.126578,0.003492,F2,p,e,NC,1,1.9
735,e94110,0.560848,2.227,2.625,0.433603,1.859,0.05084,0.135244,0.003699,F2,p,e,NC,1,1.9
736,e94110,0.550666,2.2,2.675,0.429581,2.066,0.0566,0.150388,0.00412,F2,p,e,NC,1,1.9
737,e94110,0.540859,2.173,2.725,0.425679,2.211,0.06036,0.161009,0.004396,F2,p,e,NC,1,1.9
738,e94110,0.531162,2.146,2.775,0.421742,2.516,0.06738,0.183446,0.004913,F2,p,e,NC,1,1.9
739,e94110,0.521572,2.119,2.825,0.417768,2.892,0.07485,0.211157,0.005465,F2,p,e,NC,1,1.9
740,e94110,0.512087,2.092,2.875,0.413759,2.996,0.07607,0.218873,0.005557,F2,p,e,NC,1,1.9
741,e94110,0.502478,2.065,2.925,0.40956,3.05,0.07662,0.222922,0.0056,F2,p,e,NC,1,1.9
742,e94110,0.493205,2.038,2.975,0.405479,3.002,0.07521,0.219089,0.005489,F2,p,e,NC,1,1.9
743,e94110,0.479365,1.997,3.05,0.399248,2.838,0.07499,0.206594,0.005459,F2,p,e,NC,1,1.9
744,e94110,0.461414,1.943,3.15,0.39087,2.892,0.08117,0.210082,0.005896,F2,p,e,NC,1,1.9
745,e94110,0.443413,1.888,3.25,0.382105,2.959,0.08365,0.214644,0.006068,F2,p,e,NC,1,1.9
746,e94110,0.426222,1.834,3.35,0.373438,3.197,0.08933,0.231182,0.00646,F2,p,e,NC,1,1.9
747,e94110,0.409211,1.78,3.45,0.364477,3.392,0.09435,0.244267,0.006794,F2,p,e,NC,1,1.9
748,e94110,0.392731,1.726,3.55,0.355524,3.611,0.1024,0.257791,0.00731,F2,p,e,NC,1,1.9
749,e94110,0.376359,1.671,3.65,0.346323,3.804,0.1066,0.268002,0.00751,F2,p,e,NC,1,1.9
750,e94110,0.360389,1.617,3.75,0.336935,4.069,0.1133,0.282492,0.007866,F2,p,e,NC,1,1.9
751,e94110,0.344892,1.563,3.85,0.327552,4.225,0.1157,0.28775,0.00788,F2,p,e,NC,1,1.9
752,e94110,0.910717,3.512,1.225,0.386521,0.00396,0.002269,0.000659,0.000378,F2,p,e,NC,1,1.9
753,e94110,0.898049,3.48,1.275,0.384072,0.02079,0.003572,0.003465,0.000595,F2,p,e,NC,1,1.9
754,e94110,0.88593,3.448,1.325,0.381729,0.06138,0.005389,0.010242,0.000899,F2,p,e,NC,1,1.9
755,e94110,0.873496,3.416,1.375,0.37924,0.1297,0.00688,0.021671,0.00115,F2,p,e,NC,1,1.9
756,e94110,0.861436,3.385,1.425,0.37677,0.1812,0.00781,0.030239,0.001303,F2,p,e,NC,1,1.9
757,e94110,0.84964,3.353,1.475,0.374368,0.2148,0.007695,0.03555,0.001274,F2,p,e,NC,1,1.9
758,e94110,0.837549,3.321,1.525,0.37182,0.2158,0.007506,0.03521,0.001225,F2,p,e,NC,1,1.9
759,e94110,0.825572,3.289,1.575,0.369251,0.2109,0.006617,0.033718,0.001058,F2,p,e,NC,1,1.9
760,e94110,0.814088,3.257,1.625,0.36679,0.2168,0.00671,0.03385,0.001048,F2,p,e,NC,1,1.9
761,e94110,0.802327,3.225,1.675,0.364181,0.2237,0.006838,0.034224,0.001046,F2,p,e,NC,1,1.9
762,e94110,0.791042,3.193,1.725,0.361679,0.2307,0.006964,0.034702,0.001048,F2,p,e,NC,1,1.9
763,e94110,0.77949,3.161,1.775,0.35903,0.2445,0.007193,0.036377,0.00107,F2,p,e,NC,1,1.9
764,e94110,0.768045,3.129,1.825,0.35636,0.2683,0.008274,0.039645,0.001223,F2,p,e,NC,1,1.9
765,e94110,0.757296,3.098,1.875,0.353842,0.294,0.008677,0.043259,0.001277,F2,p,e,NC,1,1.9
766,e94110,0.746052,3.066,1.925,0.351132,0.3168,0.009071,0.046586,0.001334,F2,p,e,NC,1,1.9
767,e94110,0.734909,3.034,1.975,0.348402,0.3386,0.01086,0.049906,0.001601,F2,p,e,NC,1,1.9
768,e94110,0.724196,3.002,2.025,0.345778,0.3673,0.01137,0.054372,0.001683,F2,p,e,NC,1,1.9
769,e94110,0.713247,2.97,2.075,0.343007,0.4208,0.01303,0.062886,0.001947,F2,p,e,NC,1,1.9
770,e94110,0.702397,2.938,2.125,0.340215,0.5049,0.01896,0.076502,0.002873,F2,p,e,NC,1,1.9
771,e94110,0.691953,2.906,2.175,0.33753,0.6039,0.02204,0.092883,0.00339,F2,p,e,NC,1,1.9
772,e94110,0.681289,2.874,2.225,0.334697,0.7009,0.02449,0.109076,0.003811,F2,p,e,NC,1,1.9
773,e94110,0.670956,2.843,2.275,0.331893,0.7484,0.02523,0.116316,0.003921,F2,p,e,NC,1,1.9
774,e94110,0.66077,2.811,2.325,0.329145,0.7395,0.02439,0.113067,0.003729,F2,p,e,NC,1,1.9
775,e94110,0.650379,2.779,2.375,0.326251,0.7039,0.02311,0.105592,0.003467,F2,p,e,NC,1,1.9
776,e94110,0.640079,2.747,2.425,0.323336,0.698,0.02301,0.103006,0.003396,F2,p,e,NC,1,1.9
777,e94110,0.630143,2.715,2.475,0.320525,0.697,0.02304,0.101477,0.003354,F2,p,e,NC,1,1.9
778,e94110,0.620015,2.683,2.525,0.317568,0.7009,0.02474,0.101151,0.00357,F2,p,e,NC,1,1.9
779,e94110,0.609975,2.651,2.575,0.31459,0.6989,0.02401,0.100223,0.003443,F2,p,e,NC,1,1.9
780,e94110,0.600279,2.619,2.625,0.311716,0.7861,0.02677,0.112055,0.003816,F2,p,e,NC,1,1.9
781,e94110,0.590406,2.587,2.675,0.308697,0.8692,0.02956,0.12347,0.004199,F2,p,e,NC,1,1.9
782,e94110,0.580843,2.556,2.725,0.305713,0.9544,0.03166,0.135302,0.004488,F2,p,e,NC,1,1.9
783,e94110,0.571378,2.524,2.775,0.302776,1.075,0.03487,0.15194,0.004928,F2,p,e,NC,1,1.9
784,e94110,0.561748,2.492,2.825,0.299694,1.159,0.03649,0.163623,0.005152,F2,p,e,NC,1,1.9
785,e94110,0.552431,2.46,2.875,0.296714,1.207,0.03829,0.169988,0.005393,F2,p,e,NC,1,1.9
786,e94110,0.542957,2.428,2.925,0.293591,1.277,0.03911,0.179638,0.005502,F2,p,e,NC,1,1.9
787,e94110,0.533562,2.396,2.975,0.290446,1.262,0.0389,0.177322,0.005466,F2,p,e,NC,1,1.9
788,e94110,0.519832,2.348,3.05,0.285811,1.21,0.03821,0.169515,0.005353,F2,p,e,NC,1,1.9
789,e94110,0.920852,3.99,1.225,0.246398,0.00495,0.001212,0.001708,0.000418,F2,p,e,NC,1,1.9
790,e94110,0.909393,3.954,1.275,0.244699,0.00891,0.002122,0.003079,0.000733,F2,p,e,NC,1,1.9
791,e94110,0.89817,3.917,1.325,0.243054,0.01782,0.00323,0.006165,0.001117,F2,p,e,NC,1,1.9
792,e94110,0.887242,3.881,1.375,0.241427,0.04455,0.003419,0.015416,0.001183,F2,p,e,NC,1,1.9
793,e94110,0.876006,3.845,1.425,0.239697,0.07425,0.003565,0.02561,0.00123,F2,p,e,NC,1,1.9
794,e94110,0.865215,3.809,1.475,0.23805,0.07524,0.003427,0.025604,0.001166,F2,p,e,NC,1,1.9
795,e94110,0.921652,4.054,1.225,0.629429,0.004,0.00548,0.000342,0.000468,F2,p,e,NC,1,1.9
796,e94110,0.910917,4.029,1.275,0.627102,0.035,0.01269,0.003003,0.001089,F2,p,e,NC,1,1.9
797,e94110,0.900074,4.003,1.325,0.624722,0.074,0.01217,0.006379,0.001049,F2,p,e,NC,1,1.9
