,exp,x,Q2,W2,epsilon,sigma,stat,value,stf2rec_u,obs,target,lepton beam,current,units,%*norm_c
325,e94110,0.757014,4.033,2.175,0.692419,0.885,0.03274,0.05462,0.002021,F2,p,e,NC,1,1.9
326,e94110,0.748927,4.011,2.225,0.690136,1.05,0.03324,0.065419,0.002071,F2,p,e,NC,1,1.9
327,e94110,0.741184,3.989,2.275,0.687936,1.036,0.02918,0.064693,0.001822,F2,p,e,NC,1,1.9
328,e94110,0.733076,3.966,2.325,0.685581,0.972,0.02659,0.060447,0.001654,F2,p,e,NC,1,1.9
329,e94110,0.725236,3.944,2.375,0.683244,0.938,0.02502,0.057985,0.001547,F2,p,e,NC,1,1.9
330,e94110,0.717477,3.922,2.425,0.680889,0.924,0.02399,0.056845,0.001476,F2,p,e,NC,1,1.9
331,e94110,0.709858,3.899,2.475,0.67858,0.916,0.02367,0.05614,0.001451,F2,p,e,NC,1,1.9
332,e94110,0.702254,3.877,2.525,0.676189,0.927,0.02542,0.056739,0.001556,F2,p,e,NC,1,1.9
333,e94110,0.694727,3.855,2.575,0.67378,1.014,0.02712,0.062049,0.00166,F2,p,e,NC,1,1.9
334,e94110,0.687328,3.832,2.625,0.671416,1.059,0.02951,0.06477,0.001805,F2,p,e,NC,1,1.9
335,e94110,0.679949,3.81,2.675,0.66897,1.163,0.03302,0.071183,0.002021,F2,p,e,NC,1,1.9
336,e94110,0.672466,3.787,2.725,0.666465,1.28,0.03855,0.07839,0.002361,F2,p,e,NC,1,1.9
337,e94110,0.665234,3.765,2.775,0.663982,1.457,0.04154,0.089321,0.002547,F2,p,e,NC,1,1.9
338,e94110,0.658291,3.743,2.825,0.661587,1.564,0.04345,0.095952,0.002666,F2,p,e,NC,1,1.9
339,e94110,0.651023,3.72,2.875,0.659025,1.701,0.04206,0.10454,0.002585,F2,p,e,NC,1,1.9
340,e94110,0.644001,3.698,2.925,0.656487,1.675,0.04024,0.103252,0.002481,F2,p,e,NC,1,1.9
341,e94110,0.637047,3.676,2.975,0.653931,1.649,0.03905,0.102021,0.002416,F2,p,e,NC,1,1.9
342,e94110,0.626671,3.642,3.05,0.650071,1.631,0.03918,0.101422,0.002436,F2,p,e,NC,1,1.9
343,e94110,0.613357,3.598,3.15,0.644955,1.698,0.04339,0.106273,0.002716,F2,p,e,NC,1,1.9
344,e94110,0.599928,3.553,3.25,0.639612,1.755,0.04509,0.110496,0.002839,F2,p,e,NC,1,1.9
345,e94110,0.586936,3.508,3.35,0.6343,1.847,0.047,0.116821,0.002973,F2,p,e,NC,1,1.9
346,e94110,0.574001,3.463,3.45,0.628803,1.954,0.04893,0.124109,0.003108,F2,p,e,NC,1,1.9
347,e94110,0.561641,3.419,3.55,0.623391,2.114,0.0519,0.134648,0.003306,F2,p,e,NC,1,1.9
348,e94110,0.549171,3.374,3.65,0.617743,2.164,0.0531,0.138078,0.003388,F2,p,e,NC,1,1.9
349,e94110,0.537089,3.329,3.75,0.612128,2.25,0.05379,0.14356,0.003432,F2,p,e,NC,1,1.9
350,e94110,0.525377,3.285,3.85,0.606492,2.317,0.05515,0.147736,0.003516,F2,p,e,NC,1,1.9
351,e94110,0.933529,4.842,1.225,0.688945,0.004,0.002249,0.000346,0.000194,F2,p,e,NC,1,1.9
352,e94110,0.924553,4.818,1.275,0.687054,0.019,0.004013,0.00165,0.000349,F2,p,e,NC,1,1.9
353,e94110,0.915333,4.794,1.325,0.685053,0.036,0.007,0.003145,0.000611,F2,p,e,NC,1,1.9
354,e94110,0.906205,4.77,1.375,0.683037,0.106,0.009282,0.009308,0.000815,F2,p,e,NC,1,1.9
355,e94110,0.896979,4.745,1.425,0.680977,0.152,0.009412,0.013384,0.000829,F2,p,e,NC,1,1.9
356,e94110,0.888345,4.721,1.475,0.679027,0.181,0.008984,0.015905,0.000789,F2,p,e,NC,1,1.9
357,e94110,0.879481,4.697,1.525,0.676965,0.187,0.007712,0.016312,0.000673,F2,p,e,NC,1,1.9
358,e94110,0.870518,4.672,1.575,0.674859,0.185,0.007492,0.015934,0.000645,F2,p,e,NC,1,1.9
359,e94110,0.862127,4.648,1.625,0.672865,0.188,0.006789,0.015955,0.000576,F2,p,e,NC,1,1.9
360,e94110,0.853517,4.624,1.675,0.670758,0.195,0.007075,0.016346,0.000593,F2,p,e,NC,1,1.9
361,e94110,0.844989,4.6,1.725,0.668635,0.199,0.008148,0.016534,0.000677,F2,p,e,NC,1,1.9
362,e94110,0.83636,4.575,1.775,0.666466,0.222,0.008453,0.018341,0.000698,F2,p,e,NC,1,1.9
363,e94110,0.828279,4.551,1.825,0.664412,0.241,0.008769,0.01985,0.000722,F2,p,e,NC,1,1.9
364,e94110,0.81999,4.527,1.875,0.662243,0.268,0.009992,0.022069,0.000823,F2,p,e,NC,1,1.9
365,e94110,0.8116,4.502,1.925,0.660026,0.3,0.01049,0.024737,0.000865,F2,p,e,NC,1,1.9
366,e94110,0.803739,4.478,1.975,0.657927,0.335,0.01105,0.0277,0.000914,F2,p,e,NC,1,1.9
367,e94110,0.795679,4.454,2.025,0.655711,0.367,0.01561,0.030505,0.001298,F2,p,e,NC,1,1.9
368,e94110,0.787695,4.43,2.075,0.653481,0.434,0.01748,0.036347,0.001464,F2,p,e,NC,1,1.9
369,e94110,0.779867,4.405,2.125,0.651301,0.494,0.02064,0.041754,0.001745,F2,p,e,NC,1,1.9
370,e94110,0.772027,4.381,2.175,0.64904,0.562,0.02342,0.048062,0.002003,F2,p,e,NC,1,1.9
371,e94110,0.764259,4.357,2.225,0.646762,0.685,0.02511,0.059144,0.002168,F2,p,e,NC,1,1.9
372,e94110,0.756563,4.333,2.275,0.644469,0.657,0.02301,0.056839,0.001991,F2,p,e,NC,1,1.9
373,e94110,0.749007,4.308,2.325,0.642227,0.632,0.02219,0.054316,0.001907,F2,p,e,NC,1,1.9
374,e94110,0.741448,4.284,2.375,0.639902,0.603,0.01999,0.051403,0.001704,F2,p,e,NC,1,1.9
375,e94110,0.733957,4.26,2.425,0.637562,0.593,0.0199,0.05021,0.001685,F2,p,e,NC,1,1.9
376,e94110,0.726596,4.235,2.475,0.635271,0.612,0.02027,0.05154,0.001707,F2,p,e,NC,1,1.9
377,e94110,0.719236,4.211,2.525,0.6329,0.623,0.02075,0.052324,0.001743,F2,p,e,NC,1,1.9
378,e94110,0.711942,4.187,2.575,0.630512,0.658,0.02148,0.05518,0.001801,F2,p,e,NC,1,1.9
379,e94110,0.704714,4.163,2.625,0.628108,0.688,0.0224,0.057653,0.001877,F2,p,e,NC,1,1.9
380,e94110,0.697601,4.138,2.675,0.625754,0.713,0.02436,0.059674,0.002039,F2,p,e,NC,1,1.9
381,e94110,0.690496,4.114,2.725,0.623319,0.869,0.02827,0.072716,0.002366,F2,p,e,NC,1,1.9
382,e94110,0.683455,4.09,2.775,0.620867,0.944,0.03045,0.078987,0.002548,F2,p,e,NC,1,1.9
383,e94110,0.676519,4.065,2.825,0.618464,1.0,0.0276,0.083625,0.002308,F2,p,e,NC,1,1.9
384,e94110,0.669597,4.041,2.875,0.615981,1.053,0.02625,0.088159,0.002198,F2,p,e,NC,1,1.9
385,e94110,0.662735,4.017,2.925,0.613482,1.071,0.02613,0.089869,0.002193,F2,p,e,NC,1,1.9
386,e94110,0.656135,3.993,2.975,0.611074,1.07,0.02522,0.090001,0.002121,F2,p,e,NC,1,1.9
387,e94110,0.645873,3.956,3.05,0.607228,1.069,0.02384,0.090316,0.002014,F2,p,e,NC,1,1.9
388,e94110,0.632802,3.908,3.15,0.602209,1.095,0.02369,0.092985,0.002012,F2,p,e,NC,1,1.9
389,e94110,0.619596,3.859,3.25,0.596973,1.156,0.02461,0.098612,0.002099,F2,p,e,NC,1,1.9
390,e94110,0.606951,3.811,3.35,0.591826,1.221,0.0262,0.104519,0.002243,F2,p,e,NC,1,1.9
391,e94110,0.594175,3.762,3.45,0.58646,1.299,0.02784,0.111509,0.00239,F2,p,e,NC,1,1.9
392,e94110,0.581781,3.713,3.55,0.581135,1.371,0.02865,0.117817,0.002462,F2,p,e,NC,1,1.9
393,e94110,0.56957,3.665,3.65,0.575687,1.444,0.03005,0.124185,0.002584,F2,p,e,NC,1,1.9
394,e94110,0.557565,3.616,3.75,0.570231,1.517,0.03143,0.130286,0.002699,F2,p,e,NC,1,1.9
395,e94110,0.545899,3.568,3.85,0.564763,1.562,0.03192,0.133885,0.002736,F2,p,e,NC,1,1.9
396,e94110,0.929149,5.168,1.275,0.644341,0.014,0.002971,0.001669,0.000354,F2,p,e,NC,1,1.9
397,e94110,0.920437,5.142,1.325,0.642343,0.028,0.005399,0.003356,0.000647,F2,p,e,NC,1,1.9
398,e94110,0.911801,5.116,1.375,0.640331,0.077,0.006981,0.009276,0.000841,F2,p,e,NC,1,1.9
399,e94110,0.903541,5.09,1.425,0.638405,0.097,0.007537,0.011704,0.000909,F2,p,e,NC,1,1.9
400,e94110,0.89505,5.064,1.475,0.636367,0.113,0.007752,0.01359,0.000932,F2,p,e,NC,1,1.9
401,e94110,0.886632,5.038,1.525,0.634316,0.118,0.006287,0.014041,0.000748,F2,p,e,NC,1,1.9
402,e94110,0.878285,5.012,1.575,0.632251,0.115,0.006232,0.013456,0.000729,F2,p,e,NC,1,1.9
403,e94110,0.870295,4.986,1.625,0.630272,0.119,0.005401,0.013659,0.00062,F2,p,e,NC,1,1.9
404,e94110,0.862086,4.96,1.675,0.628181,0.129,0.006482,0.014569,0.000732,F2,p,e,NC,1,1.9
405,e94110,0.853946,4.934,1.725,0.626076,0.13,0.005677,0.014508,0.000634,F2,p,e,NC,1,1.9
406,e94110,0.845875,4.908,1.775,0.623958,0.149,0.005873,0.016502,0.00065,F2,p,e,NC,1,1.9
407,e94110,0.837871,4.882,1.825,0.621826,0.165,0.006933,0.018197,0.000765,F2,p,e,NC,1,1.9
408,e94110,0.8302,4.856,1.875,0.619781,0.181,0.007149,0.019917,0.000787,F2,p,e,NC,1,1.9
409,e94110,0.822325,4.83,1.925,0.617623,0.201,0.007437,0.022129,0.000819,F2,p,e,NC,1,1.9
410,e94110,0.814516,4.804,1.975,0.615451,0.225,0.007798,0.024833,0.000861,F2,p,e,NC,1,1.9
411,e94110,0.806771,4.778,2.025,0.613265,0.252,0.008286,0.027941,0.000919,F2,p,e,NC,1,1.9
412,e94110,0.799341,4.752,2.075,0.611167,0.285,0.009737,0.031807,0.001087,F2,p,e,NC,1,1.9
413,e94110,0.791719,4.726,2.125,0.608954,0.319,0.01102,0.03596,0.001242,F2,p,e,NC,1,1.9
414,e94110,0.784159,4.7,2.175,0.606728,0.37,0.01387,0.042211,0.001582,F2,p,e,NC,1,1.9
415,e94110,0.77666,4.674,2.225,0.604487,0.413,0.0138,0.047573,0.00159,F2,p,e,NC,1,1.9
416,e94110,0.76946,4.648,2.275,0.602336,0.429,0.01177,0.049443,0.001357,F2,p,e,NC,1,1.9
417,e94110,0.761913,4.621,2.325,0.600033,0.419,0.01185,0.047917,0.001355,F2,p,e,NC,1,1.9
418,e94110,0.754591,4.595,2.375,0.597751,0.396,0.01065,0.044829,0.001206,F2,p,e,NC,1,1.9
419,e94110,0.747328,4.569,2.425,0.595456,0.386,0.01056,0.043327,0.001185,F2,p,e,NC,1,1.9
420,e94110,0.740122,4.543,2.475,0.593147,0.402,0.01091,0.044852,0.001217,F2,p,e,NC,1,1.9
421,e94110,0.733196,4.517,2.525,0.590928,0.417,0.01132,0.046313,0.001257,F2,p,e,NC,1,1.9
422,e94110,0.726101,4.491,2.575,0.588591,0.442,0.01191,0.04896,0.001319,F2,p,e,NC,1,1.9
423,e94110,0.719061,4.465,2.625,0.586241,0.472,0.0127,0.052189,0.001404,F2,p,e,NC,1,1.9
424,e94110,0.712076,4.439,2.675,0.583877,0.505,0.01378,0.055761,0.001522,F2,p,e,NC,1,1.9
425,e94110,0.705357,4.413,2.725,0.581604,0.54,0.01571,0.059521,0.001732,F2,p,e,NC,1,1.9
426,e94110,0.698478,4.387,2.775,0.579212,0.635,0.01779,0.06992,0.001959,F2,p,e,NC,1,1.9
427,e94110,0.691652,4.361,2.825,0.576807,0.682,0.01867,0.075049,0.002054,F2,p,e,NC,1,1.9
428,e94110,0.684879,4.335,2.875,0.574387,0.72,0.01811,0.079255,0.001993,F2,p,e,NC,1,1.9
429,e94110,0.678358,4.309,2.925,0.572059,0.735,0.01759,0.080979,0.001938,F2,p,e,NC,1,1.9
430,e94110,0.671685,4.283,2.975,0.569613,0.737,0.01753,0.081385,0.001936,F2,p,e,NC,1,1.9
431,e94110,0.661868,4.244,3.05,0.565969,0.736,0.01844,0.081551,0.002043,F2,p,e,NC,1,1.9
432,e94110,0.648821,4.192,3.15,0.560992,0.76,0.02047,0.084569,0.002278,F2,p,e,NC,1,1.9
433,e94110,0.636154,4.14,3.25,0.556065,0.804,0.02098,0.089716,0.002341,F2,p,e,NC,1,1.9
434,e94110,0.623489,4.088,3.35,0.550977,0.848,0.02229,0.094874,0.002494,F2,p,e,NC,1,1.9
435,e94110,0.611185,4.036,3.45,0.54594,0.912,0.0237,0.102146,0.002654,F2,p,e,NC,1,1.9
436,e94110,0.598735,3.983,3.55,0.540693,0.964,0.02498,0.108004,0.002799,F2,p,e,NC,1,1.9
437,e94110,0.586616,3.931,3.65,0.535437,1.007,0.02535,0.112755,0.002838,F2,p,e,NC,1,1.9
438,e94110,0.574832,3.879,3.75,0.530232,1.054,0.02576,0.117742,0.002878,F2,p,e,NC,1,1.9
439,e94110,0.563055,3.827,3.85,0.524865,1.101,0.02695,0.122667,0.003003,F2,p,e,NC,1,1.9
440,e94110,0.536931,0.399,1.225,0.967916,95.05,19.32,0.009562,0.001944,F2,p,e,NC,1,1.9
441,e94110,0.50125,0.396,1.275,0.966701,287.0,30.44,0.030711,0.003257,F2,p,e,NC,1,1.9
442,e94110,0.468373,0.392,1.325,0.965372,1019.0,57.33,0.115265,0.006485,F2,p,e,NC,1,1.9
443,e94110,0.439921,0.388,1.375,0.964002,1938.0,65.79,0.230415,0.007822,F2,p,e,NC,1,1.9
444,e94110,0.414473,0.385,1.425,0.96252,2782.0,67.35,0.34844,0.008435,F2,p,e,NC,1,1.9
445,e94110,0.390447,0.381,1.475,0.960907,2902.0,56.96,0.380896,0.007476,F2,p,e,NC,1,1.9
446,e94110,0.369303,0.377,1.525,0.959257,2673.0,50.9,0.366005,0.00697,F2,p,e,NC,1,1.9
447,e94110,0.350268,0.374,1.575,0.957493,2110.0,42.15,0.302273,0.006038,F2,p,e,NC,1,1.9
448,e94110,0.331937,0.37,1.625,0.955578,1697.0,33.18,0.253185,0.00495,F2,p,e,NC,1,1.9
449,e94110,0.315949,0.367,1.675,0.953618,1348.0,27.2,0.209677,0.004231,F2,p,e,NC,1,1.9
450,e94110,0.300841,0.363,1.725,0.951568,1198.0,24.29,0.193063,0.003914,F2,p,e,NC,1,1.9
451,e94110,0.286391,0.359,1.775,0.949332,1096.0,22.35,0.18306,0.003733,F2,p,e,NC,1,1.9
452,e94110,0.273752,0.356,1.825,0.947063,1056.0,21.5,0.183055,0.003727,F2,p,e,NC,1,1.9
453,e94110,0.261616,0.352,1.875,0.94469,983.1,20.63,0.175798,0.003689,F2,p,e,NC,1,1.9
454,e94110,0.249929,0.348,1.925,0.942115,983.8,20.68,0.181544,0.003816,F2,p,e,NC,1,1.9
455,e94110,0.239698,0.345,1.975,0.939522,978.8,20.01,0.186704,0.003817,F2,p,e,NC,1,1.9
456,e94110,0.229731,0.341,2.025,0.936807,1009.0,21.03,0.197793,0.004122,F2,p,e,NC,1,1.9
457,e94110,0.220733,0.338,2.075,0.933993,1043.0,22.34,0.210869,0.004517,F2,p,e,NC,1,1.9
458,e94110,0.211637,0.334,2.125,0.930939,1150.0,24.32,0.238812,0.00505,F2,p,e,NC,1,1.9
459,e94110,0.203066,0.33,2.175,0.927754,1359.0,28.27,0.289581,0.006024,F2,p,e,NC,1,1.9
460,e94110,0.195794,0.327,2.225,0.924697,1478.0,28.68,0.323483,0.006277,F2,p,e,NC,1,1.9
461,e94110,0.188115,0.323,2.275,0.921257,1432.0,26.84,0.321041,0.006017,F2,p,e,NC,1,1.9
462,e94110,0.180844,0.319,2.325,0.917679,1340.0,24.82,0.307264,0.005691,F2,p,e,NC,1,1.9
463,e94110,0.174683,0.316,2.375,0.914267,1201.0,22.26,0.281964,0.005226,F2,p,e,NC,1,1.9
464,e94110,0.168112,0.312,2.425,0.910421,1087.0,20.35,0.260651,0.00488,F2,p,e,NC,1,1.9
465,e94110,0.162391,0.309,2.475,0.90664,1023.0,19.48,0.251289,0.004785,F2,p,e,NC,1,1.9
466,e94110,0.156432,0.305,2.525,0.902514,995.5,19.0,0.249528,0.004762,F2,p,e,NC,1,1.9
467,e94110,0.150895,0.301,2.575,0.898373,1010.0,19.34,0.25787,0.004938,F2,p,e,NC,1,1.9
468,e94110,0.145958,0.298,2.625,0.894201,966.2,19.0,0.252389,0.004963,F2,p,e,NC,1,1.9
469,e94110,0.140764,0.294,2.675,0.889635,1027.0,19.85,0.273308,0.005283,F2,p,e,NC,1,1.9
470,e94110,0.135918,0.29,2.725,0.885057,1032.0,20.23,0.279144,0.005472,F2,p,e,NC,1,1.9
471,e94110,0.131618,0.287,2.775,0.88048,1072.0,20.76,0.295767,0.005728,F2,p,e,NC,1,1.9
472,e94110,0.127051,0.283,2.825,0.875454,1099.0,20.79,0.307665,0.00582,F2,p,e,NC,1,1.9
473,e94110,0.123111,0.28,2.875,0.870602,1008.0,19.19,0.287202,0.005468,F2,p,e,NC,1,1.9
474,e94110,0.118996,0.276,2.925,0.865422,930.7,17.71,0.268417,0.005108,F2,p,e,NC,1,1.9
475,e94110,0.114946,0.272,2.975,0.859917,924.1,17.23,0.270002,0.005034,F2,p,e,NC,1,1.9
476,e94110,0.109617,0.267,3.05,0.851828,808.7,14.86,0.241596,0.004439,F2,p,e,NC,1,1.9
477,e94110,0.102784,0.26,3.15,0.840268,797.0,14.12,0.244699,0.004335,F2,p,e,NC,1,1.9
478,e94110,0.096127,0.252,3.25,0.827762,722.9,13.03,0.22634,0.00408,F2,p,e,NC,1,1.9
479,e94110,0.09029,0.245,3.35,0.815081,691.3,12.57,0.221231,0.004023,F2,p,e,NC,1,1.9
480,e94110,0.084779,0.238,3.45,0.80157,675.7,12.18,0.220783,0.00398,F2,p,e,NC,1,1.9
481,e94110,0.079675,0.231,3.55,0.787599,639.6,11.33,0.212683,0.003768,F2,p,e,NC,1,1.9
482,e94110,0.074505,0.223,3.65,0.772048,611.8,10.93,0.205685,0.003675,F2,p,e,NC,1,1.9
483,e94110,0.070015,0.216,3.75,0.756694,588.6,10.6,0.200445,0.00361,F2,p,e,NC,1,1.9
484,e94110,0.065747,0.209,3.85,0.74046,556.5,10.15,0.191735,0.003497,F2,p,e,NC,1,1.9
485,e94110,0.645463,0.625,1.225,0.946991,72.32,9.756,0.025102,0.003386,F2,p,e,NC,1,1.9
486,e94110,0.610855,0.619,1.275,0.945407,136.0,9.391,0.049302,0.003404,F2,p,e,NC,1,1.9
487,e94110,0.58022,0.613,1.325,0.943796,298.2,16.77,0.112434,0.006323,F2,p,e,NC,1,1.9
488,e94110,0.551958,0.608,1.375,0.942063,511.6,18.92,0.201011,0.007434,F2,p,e,NC,1,1.9
489,e94110,0.525045,0.602,1.425,0.940206,669.5,19.06,0.273184,0.007777,F2,p,e,NC,1,1.9
490,e94110,0.500954,0.596,1.475,0.938326,765.7,16.31,0.323342,0.006887,F2,p,e,NC,1,1.9
491,e94110,0.478633,0.591,1.525,0.93632,733.6,14.59,0.321337,0.006391,F2,p,e,NC,1,1.9
492,e94110,0.457101,0.585,1.575,0.934175,615.1,12.5,0.27866,0.005663,F2,p,e,NC,1,1.9
493,e94110,0.437653,0.579,1.625,0.93201,505.0,10.07,0.235957,0.004705,F2,p,e,NC,1,1.9
494,e94110,0.41959,0.574,1.675,0.929716,435.5,8.835,0.210415,0.004269,F2,p,e,NC,1,1.9
495,e94110,0.402505,0.568,1.725,0.927356,373.7,7.836,0.185878,0.003898,F2,p,e,NC,1,1.9
496,e94110,0.385936,0.562,1.775,0.924801,353.7,7.497,0.181229,0.003841,F2,p,e,NC,1,1.9
497,e94110,0.371028,0.557,1.825,0.922206,328.4,7.132,0.173462,0.003767,F2,p,e,NC,1,1.9
498,e94110,0.356774,0.551,1.875,0.919534,333.2,7.213,0.180611,0.00391,F2,p,e,NC,1,1.9
499,e94110,0.342889,0.545,1.925,0.916653,316.5,7.087,0.176143,0.003944,F2,p,e,NC,1,1.9
500,e94110,0.330382,0.54,1.975,0.913742,320.6,7.188,0.18336,0.004111,F2,p,e,NC,1,1.9
501,e94110,0.318306,0.534,2.025,0.910743,344.4,7.635,0.20155,0.004468,F2,p,e,NC,1,1.9
502,e94110,0.306501,0.528,2.075,0.907519,361.8,8.15,0.216793,0.004884,F2,p,e,NC,1,1.9
503,e94110,0.296178,0.523,2.125,0.904393,395.5,8.966,0.24261,0.0055,F2,p,e,NC,1,1.9
504,e94110,0.285499,0.517,2.175,0.900935,464.9,10.39,0.29157,0.006516,F2,p,e,NC,1,1.9
505,e94110,0.275338,0.511,2.225,0.897351,541.4,11.55,0.346954,0.007402,F2,p,e,NC,1,1.9
506,e94110,0.266447,0.506,2.275,0.893892,525.2,10.58,0.343854,0.006927,F2,p,e,NC,1,1.9
507,e94110,0.257188,0.5,2.325,0.890063,497.5,9.813,0.332108,0.006551,F2,p,e,NC,1,1.9
508,e94110,0.248349,0.494,2.375,0.886104,435.8,8.692,0.296428,0.005912,F2,p,e,NC,1,1.9
509,e94110,0.240614,0.489,2.425,0.882297,415.4,8.256,0.288075,0.005725,F2,p,e,NC,1,1.9
510,e94110,0.232509,0.483,2.475,0.878081,385.0,7.843,0.271916,0.005539,F2,p,e,NC,1,1.9
511,e94110,0.224947,0.477,2.525,0.873871,371.2,7.372,0.266607,0.005295,F2,p,e,NC,1,1.9
512,e94110,0.21796,0.472,2.575,0.869561,376.2,7.483,0.275685,0.005484,F2,p,e,NC,1,1.9
513,e94110,0.210805,0.466,2.625,0.864943,373.2,7.589,0.278334,0.00566,F2,p,e,NC,1,1.9
514,e94110,0.204106,0.46,2.675,0.860334,392.3,7.705,0.297258,0.005838,F2,p,e,NC,1,1.9
515,e94110,0.197932,0.455,2.725,0.85564,418.6,8.202,0.323113,0.006331,F2,p,e,NC,1,1.9
516,e94110,0.191569,0.449,2.775,0.850603,423.6,8.347,0.331788,0.006538,F2,p,e,NC,1,1.9
517,e94110,0.185591,0.443,2.825,0.845579,441.5,8.43,0.349942,0.006682,F2,p,e,NC,1,1.9
518,e94110,0.180098,0.438,2.875,0.84049,427.6,8.031,0.343926,0.006459,F2,p,e,NC,1,1.9
519,e94110,0.174534,0.432,2.925,0.835187,411.2,7.609,0.334243,0.006185,F2,p,e,NC,1,1.9
520,e94110,0.169034,0.426,2.975,0.829565,384.9,7.134,0.316455,0.005865,F2,p,e,NC,1,1.9
521,e94110,0.161647,0.418,3.05,0.821305,352.3,6.724,0.294933,0.005629,F2,p,e,NC,1,1.9
522,e94110,0.151722,0.406,3.15,0.809154,317.5,6.31,0.271376,0.005393,F2,p,e,NC,1,1.9
523,e94110,0.142901,0.395,3.25,0.796893,307.4,6.148,0.268265,0.005365,F2,p,e,NC,1,1.9
524,e94110,0.134626,0.384,3.35,0.784049,303.3,6.091,0.269777,0.005418,F2,p,e,NC,1,1.9
525,e94110,0.126507,0.372,3.45,0.770203,301.5,5.947,0.271945,0.005364,F2,p,e,NC,1,1.9
526,e94110,0.119118,0.361,3.55,0.755937,305.6,5.749,0.280094,0.005269,F2,p,e,NC,1,1.9
527,e94110,0.112222,0.35,3.65,0.741263,292.5,5.563,0.271546,0.005164,F2,p,e,NC,1,1.9
528,e94110,0.105394,0.338,3.75,0.725454,283.4,5.437,0.264953,0.005083,F2,p,e,NC,1,1.9
529,e94110,0.099235,0.327,3.85,0.709518,267.0,5.222,0.251712,0.004923,F2,p,e,NC,1,1.9
530,e94110,0.717893,0.877,1.225,0.91993,23.5,3.116,0.022165,0.002939,F2,p,e,NC,1,1.9
531,e94110,0.688091,0.869,1.275,0.918048,40.97,2.729,0.039863,0.002655,F2,p,e,NC,1,1.9
532,e94110,0.659227,0.861,1.325,0.916004,83.28,4.831,0.083636,0.004852,F2,p,e,NC,1,1.9
533,e94110,0.63309,0.853,1.375,0.913953,147.7,5.657,0.152657,0.005847,F2,p,e,NC,1,1.9
534,e94110,0.608507,0.845,1.425,0.911817,205.5,5.689,0.218371,0.006045,F2,p,e,NC,1,1.9
535,e94110,0.584577,0.837,1.475,0.909506,241.1,4.617,0.263609,0.005048,F2,p,e,NC,1,1.9
536,e94110,0.562763,0.829,1.525,0.907192,227.7,4.069,0.255547,0.004567,F2,p,e,NC,1,1.9
537,e94110,0.541468,0.821,1.575,0.904694,199.8,3.589,0.230412,0.004139,F2,p,e,NC,1,1.9
538,e94110,0.521979,0.813,1.625,0.902196,165.1,2.933,0.195252,0.003469,F2,p,e,NC,1,1.9
539,e94110,0.504123,0.806,1.675,0.899659,148.2,2.613,0.179899,0.003172,F2,p,e,NC,1,1.9
540,e94110,0.485999,0.798,1.725,0.896874,133.5,2.382,0.166281,0.002967,F2,p,e,NC,1,1.9
541,e94110,0.469327,0.79,1.775,0.894095,128.1,2.306,0.163348,0.002941,F2,p,e,NC,1,1.9
542,e94110,0.45296,0.782,1.825,0.891109,125.3,2.269,0.163666,0.002964,F2,p,e,NC,1,1.9
543,e94110,0.437856,0.774,1.875,0.888132,124.2,2.282,0.165783,0.003046,F2,p,e,NC,1,1.9
544,e94110,0.423441,0.766,1.925,0.885054,121.7,2.293,0.165861,0.003125,F2,p,e,NC,1,1.9
545,e94110,0.409254,0.758,1.975,0.881757,118.0,2.308,0.164299,0.003214,F2,p,e,NC,1,1.9
546,e94110,0.396106,0.75,2.025,0.878472,126.8,2.481,0.180004,0.003522,F2,p,e,NC,1,1.9
547,e94110,0.383147,0.742,2.075,0.874959,138.9,2.748,0.201196,0.00398,F2,p,e,NC,1,1.9
548,e94110,0.371105,0.734,2.125,0.871461,159.9,3.186,0.235904,0.0047,F2,p,e,NC,1,1.9
549,e94110,0.359555,0.726,2.175,0.867856,188.7,3.756,0.283413,0.005641,F2,p,e,NC,1,1.9
550,e94110,0.348151,0.718,2.225,0.864009,217.1,4.368,0.33222,0.006684,F2,p,e,NC,1,1.9
551,e94110,0.337515,0.71,2.275,0.860182,212.6,3.728,0.33074,0.0058,F2,p,e,NC,1,1.9
552,e94110,0.327003,0.702,2.325,0.856103,196.1,3.411,0.310158,0.005395,F2,p,e,NC,1,1.9
553,e94110,0.317177,0.694,2.375,0.852049,176.1,3.052,0.28267,0.004899,F2,p,e,NC,1,1.9
554,e94110,0.307715,0.686,2.425,0.84788,164.2,2.841,0.267471,0.004628,F2,p,e,NC,1,1.9
555,e94110,0.29835,0.678,2.475,0.843446,155.7,2.74,0.257694,0.004535,F2,p,e,NC,1,1.9
556,e94110,0.289569,0.67,2.525,0.839041,155.5,2.766,0.261174,0.004646,F2,p,e,NC,1,1.9
557,e94110,0.280873,0.662,2.575,0.834362,154.9,2.801,0.264326,0.00478,F2,p,e,NC,1,1.9
558,e94110,0.272702,0.654,2.625,0.829715,156.0,2.873,0.27012,0.004975,F2,p,e,NC,1,1.9
559,e94110,0.264807,0.646,2.675,0.824946,168.0,3.097,0.29511,0.00544,F2,p,e,NC,1,1.9
560,e94110,0.256981,0.638,2.725,0.819891,180.1,3.347,0.321101,0.005967,F2,p,e,NC,1,1.9
561,e94110,0.249608,0.63,2.775,0.814872,187.6,3.474,0.33868,0.006272,F2,p,e,NC,1,1.9
